site_id,year,has_data
CA-ARF,2001,FALSE
CA-ARF,2002,FALSE
CA-ARF,2003,FALSE
CA-ARF,2004,FALSE
CA-ARF,2005,FALSE
CA-ARF,2006,FALSE
CA-ARF,2007,FALSE
CA-ARF,2008,FALSE
CA-ARF,2009,FALSE
CA-ARF,2010,FALSE
CA-ARF,2011,TRUE
CA-ARF,2011,TRUE
CA-ARF,2012,TRUE
CA-ARF,2012,TRUE
CA-ARF,2013,TRUE
CA-ARF,2014,TRUE
CA-ARF,2015,TRUE
CA-ARF,2016,TRUE
CA-ARF,2017,TRUE
CA-ARF,2018,TRUE
CA-ARF,2019,TRUE
CA-ARF,2019,TRUE
CA-ARF,2020,TRUE
CA-ARF,2020,TRUE
CA-ARF,2021,TRUE
CA-ARF,2021,TRUE
CA-ARF,2022,TRUE
CA-ARF,2022,TRUE
CA-ARF,2023,TRUE
CA-ARF,2023,TRUE
CA-ARF,2024,TRUE
CA-ARF,2024,TRUE
CA-ARF,2025,FALSE
CA-BOU,1981,FALSE
CA-BOU,1982,FALSE
CA-BOU,1983,FALSE
CA-BOU,1984,FALSE
CA-BOU,1985,FALSE
CA-BOU,1986,FALSE
CA-BOU,1987,FALSE
CA-BOU,1988,FALSE
CA-BOU,1989,FALSE
CA-BOU,1990,FALSE
CA-BOU,1991,FALSE
CA-BOU,1992,FALSE
CA-BOU,1993,FALSE
CA-BOU,1994,FALSE
CA-BOU,1995,FALSE
CA-BOU,1996,FALSE
CA-BOU,1997,FALSE
CA-BOU,1998,FALSE
CA-BOU,1999,FALSE
CA-BOU,2000,FALSE
CA-BOU,2001,FALSE
CA-BOU,2002,FALSE
CA-BOU,2003,FALSE
CA-BOU,2004,FALSE
CA-BOU,2005,FALSE
CA-BOU,2006,FALSE
CA-BOU,2007,FALSE
CA-BOU,2008,FALSE
CA-BOU,2009,FALSE
CA-BOU,2010,FALSE
CA-BOU,2011,FALSE
CA-BOU,2012,FALSE
CA-BOU,2013,FALSE
CA-BOU,2014,FALSE
CA-BOU,2015,FALSE
CA-BOU,2016,FALSE
CA-BOU,2017,FALSE
CA-BOU,2018,TRUE
CA-BOU,2018,TRUE
CA-BOU,2019,TRUE
CA-BOU,2019,TRUE
CA-BOU,2020,TRUE
CA-BOU,2020,TRUE
CA-BOU,2021,FALSE
CA-BOU,2022,FALSE
CA-BOU,2023,FALSE
CA-BOU,2024,FALSE
CA-BOU,2025,FALSE
CA-CF1,1981,FALSE
CA-CF1,1982,FALSE
CA-CF1,1983,FALSE
CA-CF1,1984,FALSE
CA-CF1,1985,FALSE
CA-CF1,1986,FALSE
CA-CF1,1987,FALSE
CA-CF1,1988,FALSE
CA-CF1,1989,FALSE
CA-CF1,1990,FALSE
CA-CF1,1991,FALSE
CA-CF1,1992,FALSE
CA-CF1,1993,FALSE
CA-CF1,1994,FALSE
CA-CF1,1995,FALSE
CA-CF1,1996,FALSE
CA-CF1,1997,FALSE
CA-CF1,1998,FALSE
CA-CF1,1999,FALSE
CA-CF1,2000,FALSE
CA-CF1,2001,FALSE
CA-CF1,2002,FALSE
CA-CF1,2003,FALSE
CA-CF1,2004,FALSE
CA-CF1,2005,FALSE
CA-CF1,2006,FALSE
CA-CF1,2007,FALSE
CA-CF1,2007,FALSE
CA-CF1,2008,TRUE
CA-CF1,2008,TRUE
CA-CF1,2009,FALSE
CA-CF1,2010,FALSE
CA-CF1,2011,FALSE
CA-CF1,2012,FALSE
CA-CF1,2013,FALSE
CA-CF1,2014,FALSE
CA-CF1,2015,FALSE
CA-CF1,2016,FALSE
CA-CF1,2017,FALSE
CA-CF1,2018,FALSE
CA-CF1,2019,FALSE
CA-CF1,2020,FALSE
CA-CF1,2021,FALSE
CA-CF1,2022,FALSE
CA-CF1,2023,FALSE
CA-CF1,2024,FALSE
CA-CF1,2025,FALSE
CA-CF2,1981,FALSE
CA-CF2,1982,FALSE
CA-CF2,1983,FALSE
CA-CF2,1984,FALSE
CA-CF2,1985,FALSE
CA-CF2,1986,FALSE
CA-CF2,1987,FALSE
CA-CF2,1988,FALSE
CA-CF2,1989,FALSE
CA-CF2,1990,FALSE
CA-CF2,1991,FALSE
CA-CF2,1992,FALSE
CA-CF2,1993,FALSE
CA-CF2,1994,FALSE
CA-CF2,1995,FALSE
CA-CF2,1996,FALSE
CA-CF2,1997,FALSE
CA-CF2,1998,FALSE
CA-CF2,1999,FALSE
CA-CF2,2000,FALSE
CA-CF2,2001,FALSE
CA-CF2,2002,FALSE
CA-CF2,2003,FALSE
CA-CF2,2004,FALSE
CA-CF2,2005,FALSE
CA-CF2,2006,FALSE
CA-CF2,2007,FALSE
CA-CF2,2008,FALSE
CA-CF2,2008,FALSE
CA-CF2,2009,FALSE
CA-CF2,2009,FALSE
CA-CF2,2010,FALSE
CA-CF2,2010,FALSE
CA-CF2,2011,FALSE
CA-CF2,2011,FALSE
CA-CF2,2012,FALSE
CA-CF2,2013,FALSE
CA-CF2,2014,FALSE
CA-CF2,2015,FALSE
CA-CF2,2016,FALSE
CA-CF2,2017,FALSE
CA-CF2,2018,FALSE
CA-CF2,2019,FALSE
CA-CF2,2020,FALSE
CA-CF2,2021,FALSE
CA-CF2,2022,FALSE
CA-CF2,2023,FALSE
CA-CF2,2024,FALSE
CA-CF2,2025,FALSE
CA-CF3,1981,FALSE
CA-CF3,1982,FALSE
CA-CF3,1983,FALSE
CA-CF3,1984,FALSE
CA-CF3,1985,FALSE
CA-CF3,1986,FALSE
CA-CF3,1987,FALSE
CA-CF3,1988,FALSE
CA-CF3,1989,FALSE
CA-CF3,1990,FALSE
CA-CF3,1991,FALSE
CA-CF3,1992,FALSE
CA-CF3,1993,FALSE
CA-CF3,1994,FALSE
CA-CF3,1995,FALSE
CA-CF3,1996,FALSE
CA-CF3,1997,FALSE
CA-CF3,1998,FALSE
CA-CF3,1999,FALSE
CA-CF3,2000,FALSE
CA-CF3,2001,FALSE
CA-CF3,2002,FALSE
CA-CF3,2003,FALSE
CA-CF3,2004,FALSE
CA-CF3,2005,FALSE
CA-CF3,2006,FALSE
CA-CF3,2007,FALSE
CA-CF3,2008,FALSE
CA-CF3,2009,FALSE
CA-CF3,2010,FALSE
CA-CF3,2011,FALSE
CA-CF3,2012,FALSE
CA-CF3,2013,FALSE
CA-CF3,2014,FALSE
CA-CF3,2015,FALSE
CA-CF3,2016,FALSE
CA-CF3,2017,FALSE
CA-CF3,2018,FALSE
CA-CF3,2019,FALSE
CA-CF3,2020,FALSE
CA-CF3,2021,FALSE
CA-CF3,2022,TRUE
CA-CF3,2022,TRUE
CA-CF3,2023,TRUE
CA-CF3,2024,TRUE
CA-CF3,2025,TRUE
CA-Ca1,1981,FALSE
CA-Ca1,1982,FALSE
CA-Ca1,1983,FALSE
CA-Ca1,1984,FALSE
CA-Ca1,1985,FALSE
CA-Ca1,1986,FALSE
CA-Ca1,1987,FALSE
CA-Ca1,1988,FALSE
CA-Ca1,1989,FALSE
CA-Ca1,1990,FALSE
CA-Ca1,1991,FALSE
CA-Ca1,1992,FALSE
CA-Ca1,1993,FALSE
CA-Ca1,1994,FALSE
CA-Ca1,1995,FALSE
CA-Ca1,1996,FALSE
CA-Ca1,1997,FALSE
CA-Ca1,1997,FALSE
CA-Ca1,1998,TRUE
CA-Ca1,1999,TRUE
CA-Ca1,2000,TRUE
CA-Ca1,2001,TRUE
CA-Ca1,2002,TRUE
CA-Ca1,2003,TRUE
CA-Ca1,2004,TRUE
CA-Ca1,2005,TRUE
CA-Ca1,2006,TRUE
CA-Ca1,2007,TRUE
CA-Ca1,2008,TRUE
CA-Ca1,2009,TRUE
CA-Ca1,2010,TRUE
CA-Ca1,2011,FALSE
CA-Ca1,2012,FALSE
CA-Ca1,2013,FALSE
CA-Ca1,2014,FALSE
CA-Ca1,2015,FALSE
CA-Ca1,2016,FALSE
CA-Ca1,2017,FALSE
CA-Ca1,2018,FALSE
CA-Ca1,2019,FALSE
CA-Ca1,2020,FALSE
CA-Ca1,2021,FALSE
CA-Ca1,2022,FALSE
CA-Ca1,2023,FALSE
CA-Ca1,2024,FALSE
CA-Ca2,1981,FALSE
CA-Ca2,1982,FALSE
CA-Ca2,1983,FALSE
CA-Ca2,1984,FALSE
CA-Ca2,1985,FALSE
CA-Ca2,1986,FALSE
CA-Ca2,1987,FALSE
CA-Ca2,1988,FALSE
CA-Ca2,1989,FALSE
CA-Ca2,1990,FALSE
CA-Ca2,1991,FALSE
CA-Ca2,1992,FALSE
CA-Ca2,1993,FALSE
CA-Ca2,1994,FALSE
CA-Ca2,1995,FALSE
CA-Ca2,1996,FALSE
CA-Ca2,1997,FALSE
CA-Ca2,1998,FALSE
CA-Ca2,1999,FALSE
CA-Ca2,2000,TRUE
CA-Ca2,2000,TRUE
CA-Ca2,2001,TRUE
CA-Ca2,2002,TRUE
CA-Ca2,2003,TRUE
CA-Ca2,2004,TRUE
CA-Ca2,2005,TRUE
CA-Ca2,2006,TRUE
CA-Ca2,2007,TRUE
CA-Ca2,2008,TRUE
CA-Ca2,2009,TRUE
CA-Ca2,2010,TRUE
CA-Ca2,2011,FALSE
CA-Ca2,2012,FALSE
CA-Ca2,2013,FALSE
CA-Ca2,2014,FALSE
CA-Ca2,2015,FALSE
CA-Ca2,2016,FALSE
CA-Ca2,2017,FALSE
CA-Ca2,2018,FALSE
CA-Ca2,2019,FALSE
CA-Ca2,2020,FALSE
CA-Ca2,2021,FALSE
CA-Ca2,2022,FALSE
CA-Ca2,2023,FALSE
CA-Ca2,2024,FALSE
CA-Ca3,1981,FALSE
CA-Ca3,1982,FALSE
CA-Ca3,1983,FALSE
CA-Ca3,1984,FALSE
CA-Ca3,1985,FALSE
CA-Ca3,1986,FALSE
CA-Ca3,1987,FALSE
CA-Ca3,1988,FALSE
CA-Ca3,1989,FALSE
CA-Ca3,1990,FALSE
CA-Ca3,1991,FALSE
CA-Ca3,1992,FALSE
CA-Ca3,1993,FALSE
CA-Ca3,1994,FALSE
CA-Ca3,1995,FALSE
CA-Ca3,1996,FALSE
CA-Ca3,1997,FALSE
CA-Ca3,1998,FALSE
CA-Ca3,1999,FALSE
CA-Ca3,2000,FALSE
CA-Ca3,2001,FALSE
CA-Ca3,2001,FALSE
CA-Ca3,2002,FALSE
CA-Ca3,2002,FALSE
CA-Ca3,2003,FALSE
CA-Ca3,2003,FALSE
CA-Ca3,2004,FALSE
CA-Ca3,2004,FALSE
CA-Ca3,2005,FALSE
CA-Ca3,2005,FALSE
CA-Ca3,2006,FALSE
CA-Ca3,2006,FALSE
CA-Ca3,2007,FALSE
CA-Ca3,2007,FALSE
CA-Ca3,2008,FALSE
CA-Ca3,2008,FALSE
CA-Ca3,2009,FALSE
CA-Ca3,2009,FALSE
CA-Ca3,2010,FALSE
CA-Ca3,2010,FALSE
CA-Ca3,2011,FALSE
CA-Ca3,2011,FALSE
CA-Ca3,2012,FALSE
CA-Ca3,2012,FALSE
CA-Ca3,2013,FALSE
CA-Ca3,2013,FALSE
CA-Ca3,2014,FALSE
CA-Ca3,2014,FALSE
CA-Ca3,2015,FALSE
CA-Ca3,2015,FALSE
CA-Ca3,2016,FALSE
CA-Ca3,2016,FALSE
CA-Ca3,2017,FALSE
CA-Ca3,2017,FALSE
CA-Ca3,2018,FALSE
CA-Ca3,2018,FALSE
CA-Ca3,2019,FALSE
CA-Ca3,2019,FALSE
CA-Ca3,2020,FALSE
CA-Ca3,2020,FALSE
CA-Ca3,2021,FALSE
CA-Ca3,2021,FALSE
CA-Ca3,2022,FALSE
CA-Ca3,2022,FALSE
CA-Ca3,2023,FALSE
CA-Ca3,2023,FALSE
CA-Ca3,2024,FALSE
CA-Ca3,2024,FALSE
CA-Ca3,2025,FALSE
CA-DB2,1981,FALSE
CA-DB2,1982,FALSE
CA-DB2,1983,FALSE
CA-DB2,1984,FALSE
CA-DB2,1985,FALSE
CA-DB2,1986,FALSE
CA-DB2,1987,FALSE
CA-DB2,1988,FALSE
CA-DB2,1989,FALSE
CA-DB2,1990,FALSE
CA-DB2,1991,FALSE
CA-DB2,1992,FALSE
CA-DB2,1993,FALSE
CA-DB2,1994,FALSE
CA-DB2,1995,FALSE
CA-DB2,1996,FALSE
CA-DB2,1997,FALSE
CA-DB2,1998,FALSE
CA-DB2,1999,FALSE
CA-DB2,2000,FALSE
CA-DB2,2001,FALSE
CA-DB2,2002,FALSE
CA-DB2,2003,FALSE
CA-DB2,2004,FALSE
CA-DB2,2005,FALSE
CA-DB2,2006,FALSE
CA-DB2,2007,FALSE
CA-DB2,2008,FALSE
CA-DB2,2009,FALSE
CA-DB2,2010,FALSE
CA-DB2,2011,FALSE
CA-DB2,2012,FALSE
CA-DB2,2013,FALSE
CA-DB2,2014,FALSE
CA-DB2,2015,FALSE
CA-DB2,2016,FALSE
CA-DB2,2017,FALSE
CA-DB2,2018,FALSE
CA-DB2,2019,FALSE
CA-DB2,2019,FALSE
CA-DB2,2020,TRUE
CA-DB2,2021,TRUE
CA-DB2,2022,TRUE
CA-DB2,2023,TRUE
CA-DB2,2024,TRUE
CA-DBB,1981,FALSE
CA-DBB,1982,FALSE
CA-DBB,1983,FALSE
CA-DBB,1984,FALSE
CA-DBB,1985,FALSE
CA-DBB,1986,FALSE
CA-DBB,1987,FALSE
CA-DBB,1988,FALSE
CA-DBB,1989,FALSE
CA-DBB,1990,FALSE
CA-DBB,1991,FALSE
CA-DBB,1992,FALSE
CA-DBB,1993,FALSE
CA-DBB,1994,FALSE
CA-DBB,1995,FALSE
CA-DBB,1996,FALSE
CA-DBB,1997,FALSE
CA-DBB,1998,FALSE
CA-DBB,1999,FALSE
CA-DBB,2000,FALSE
CA-DBB,2001,FALSE
CA-DBB,2002,FALSE
CA-DBB,2003,FALSE
CA-DBB,2004,FALSE
CA-DBB,2005,FALSE
CA-DBB,2006,FALSE
CA-DBB,2007,FALSE
CA-DBB,2008,FALSE
CA-DBB,2009,FALSE
CA-DBB,2010,FALSE
CA-DBB,2011,FALSE
CA-DBB,2012,FALSE
CA-DBB,2013,FALSE
CA-DBB,2014,FALSE
CA-DBB,2015,TRUE
CA-DBB,2015,TRUE
CA-DBB,2016,TRUE
CA-DBB,2017,TRUE
CA-DBB,2018,TRUE
CA-DBB,2019,TRUE
CA-DBB,2020,TRUE
CA-DBB,2021,TRUE
CA-DBB,2022,FALSE
CA-DBB,2022,FALSE
CA-DBB,2023,TRUE
CA-DBB,2024,TRUE
CA-DSM,1981,FALSE
CA-DSM,1982,FALSE
CA-DSM,1983,FALSE
CA-DSM,1984,FALSE
CA-DSM,1985,FALSE
CA-DSM,1986,FALSE
CA-DSM,1987,FALSE
CA-DSM,1988,FALSE
CA-DSM,1989,FALSE
CA-DSM,1990,FALSE
CA-DSM,1991,FALSE
CA-DSM,1992,FALSE
CA-DSM,1993,FALSE
CA-DSM,1994,FALSE
CA-DSM,1995,FALSE
CA-DSM,1996,FALSE
CA-DSM,1997,FALSE
CA-DSM,1998,FALSE
CA-DSM,1999,FALSE
CA-DSM,2000,FALSE
CA-DSM,2001,FALSE
CA-DSM,2002,FALSE
CA-DSM,2003,FALSE
CA-DSM,2004,FALSE
CA-DSM,2005,FALSE
CA-DSM,2006,FALSE
CA-DSM,2007,FALSE
CA-DSM,2008,FALSE
CA-DSM,2009,FALSE
CA-DSM,2010,FALSE
CA-DSM,2011,FALSE
CA-DSM,2012,FALSE
CA-DSM,2013,FALSE
CA-DSM,2014,FALSE
CA-DSM,2015,FALSE
CA-DSM,2016,FALSE
CA-DSM,2017,FALSE
CA-DSM,2018,FALSE
CA-DSM,2019,FALSE
CA-DSM,2020,FALSE
CA-DSM,2021,TRUE
CA-DSM,2021,TRUE
CA-DSM,2022,TRUE
CA-DSM,2023,TRUE
CA-DSM,2024,TRUE
CA-EM1,1981,FALSE
CA-EM1,1982,FALSE
CA-EM1,1983,FALSE
CA-EM1,1984,FALSE
CA-EM1,1985,FALSE
CA-EM1,1986,FALSE
CA-EM1,1987,FALSE
CA-EM1,1988,FALSE
CA-EM1,1989,FALSE
CA-EM1,1990,FALSE
CA-EM1,1991,FALSE
CA-EM1,1992,FALSE
CA-EM1,1993,FALSE
CA-EM1,1994,FALSE
CA-EM1,1995,FALSE
CA-EM1,1996,FALSE
CA-EM1,1997,FALSE
CA-EM1,1998,FALSE
CA-EM1,1999,FALSE
CA-EM1,2000,FALSE
CA-EM1,2001,FALSE
CA-EM1,2002,FALSE
CA-EM1,2003,FALSE
CA-EM1,2004,FALSE
CA-EM1,2005,FALSE
CA-EM1,2006,FALSE
CA-EM1,2007,FALSE
CA-EM1,2008,FALSE
CA-EM1,2009,FALSE
CA-EM1,2010,FALSE
CA-EM1,2011,FALSE
CA-EM1,2012,FALSE
CA-EM1,2013,FALSE
CA-EM1,2014,FALSE
CA-EM1,2015,FALSE
CA-EM1,2016,FALSE
CA-EM1,2017,FALSE
CA-EM1,2018,FALSE
CA-EM1,2019,FALSE
CA-EM1,2020,FALSE
CA-EM1,2021,TRUE
CA-EM1,2021,TRUE
CA-EM1,2022,TRUE
CA-EM1,2023,TRUE
CA-EM1,2024,FALSE
CA-EM2,1981,FALSE
CA-EM2,1982,FALSE
CA-EM2,1983,FALSE
CA-EM2,1984,FALSE
CA-EM2,1985,FALSE
CA-EM2,1986,FALSE
CA-EM2,1987,FALSE
CA-EM2,1988,FALSE
CA-EM2,1989,FALSE
CA-EM2,1990,FALSE
CA-EM2,1991,FALSE
CA-EM2,1992,FALSE
CA-EM2,1993,FALSE
CA-EM2,1994,FALSE
CA-EM2,1995,FALSE
CA-EM2,1996,FALSE
CA-EM2,1997,FALSE
CA-EM2,1998,FALSE
CA-EM2,1999,FALSE
CA-EM2,2000,FALSE
CA-EM2,2001,FALSE
CA-EM2,2002,FALSE
CA-EM2,2003,FALSE
CA-EM2,2004,FALSE
CA-EM2,2005,FALSE
CA-EM2,2006,FALSE
CA-EM2,2007,FALSE
CA-EM2,2008,FALSE
CA-EM2,2009,FALSE
CA-EM2,2010,FALSE
CA-EM2,2011,FALSE
CA-EM2,2012,FALSE
CA-EM2,2013,FALSE
CA-EM2,2014,FALSE
CA-EM2,2015,FALSE
CA-EM2,2016,FALSE
CA-EM2,2017,FALSE
CA-EM2,2018,FALSE
CA-EM2,2019,FALSE
CA-EM2,2020,FALSE
CA-EM2,2021,TRUE
CA-EM2,2021,TRUE
CA-EM2,2022,TRUE
CA-EM2,2023,TRUE
CA-EM2,2024,FALSE
CA-Gro,1981,FALSE
CA-Gro,1982,FALSE
CA-Gro,1983,FALSE
CA-Gro,1984,FALSE
CA-Gro,1985,FALSE
CA-Gro,1986,FALSE
CA-Gro,1987,FALSE
CA-Gro,1988,FALSE
CA-Gro,1989,FALSE
CA-Gro,1990,FALSE
CA-Gro,1991,FALSE
CA-Gro,1992,FALSE
CA-Gro,1993,FALSE
CA-Gro,1994,FALSE
CA-Gro,1995,FALSE
CA-Gro,1996,FALSE
CA-Gro,1997,FALSE
CA-Gro,1998,FALSE
CA-Gro,1999,FALSE
CA-Gro,2000,FALSE
CA-Gro,2001,FALSE
CA-Gro,2002,FALSE
CA-Gro,2003,FALSE
CA-Gro,2003,FALSE
CA-Gro,2004,TRUE
CA-Gro,2005,TRUE
CA-Gro,2006,TRUE
CA-Gro,2007,TRUE
CA-Gro,2008,TRUE
CA-Gro,2009,TRUE
CA-Gro,2010,TRUE
CA-Gro,2011,TRUE
CA-Gro,2012,TRUE
CA-Gro,2013,TRUE
CA-Gro,2014,TRUE
CA-Gro,2014,TRUE
CA-Gro,2015,FALSE
CA-Gro,2016,FALSE
CA-Gro,2017,FALSE
CA-Gro,2018,FALSE
CA-Gro,2019,FALSE
CA-Gro,2020,FALSE
CA-Gro,2021,FALSE
CA-Gro,2022,FALSE
CA-Gro,2023,FALSE
CA-Gro,2024,FALSE
CA-HPC,1981,FALSE
CA-HPC,1982,FALSE
CA-HPC,1983,FALSE
CA-HPC,1984,FALSE
CA-HPC,1985,FALSE
CA-HPC,1986,FALSE
CA-HPC,1987,FALSE
CA-HPC,1988,FALSE
CA-HPC,1989,FALSE
CA-HPC,1990,FALSE
CA-HPC,1991,FALSE
CA-HPC,1992,FALSE
CA-HPC,1993,FALSE
CA-HPC,1994,FALSE
CA-HPC,1995,FALSE
CA-HPC,1996,FALSE
CA-HPC,1997,FALSE
CA-HPC,1998,FALSE
CA-HPC,1999,FALSE
CA-HPC,2000,FALSE
CA-HPC,2001,FALSE
CA-HPC,2002,FALSE
CA-HPC,2003,FALSE
CA-HPC,2004,FALSE
CA-HPC,2005,FALSE
CA-HPC,2006,FALSE
CA-HPC,2007,FALSE
CA-HPC,2008,FALSE
CA-HPC,2009,FALSE
CA-HPC,2010,FALSE
CA-HPC,2011,FALSE
CA-HPC,2012,FALSE
CA-HPC,2013,FALSE
CA-HPC,2014,FALSE
CA-HPC,2015,FALSE
CA-HPC,2016,FALSE
CA-HPC,2017,FALSE
CA-HPC,2018,TRUE
CA-HPC,2018,TRUE
CA-HPC,2019,FALSE
CA-HPC,2020,FALSE
CA-HPC,2021,FALSE
CA-HPC,2022,FALSE
CA-HPC,2023,FALSE
CA-HPC,2024,FALSE
CA-HPC,2025,FALSE
CA-KLP,1981,FALSE
CA-KLP,1982,FALSE
CA-KLP,1983,FALSE
CA-KLP,1984,FALSE
CA-KLP,1985,FALSE
CA-KLP,1986,FALSE
CA-KLP,1987,FALSE
CA-KLP,1988,FALSE
CA-KLP,1989,FALSE
CA-KLP,1990,FALSE
CA-KLP,1991,FALSE
CA-KLP,1992,FALSE
CA-KLP,1993,FALSE
CA-KLP,1994,FALSE
CA-KLP,1995,FALSE
CA-KLP,1996,FALSE
CA-KLP,1997,FALSE
CA-KLP,1998,FALSE
CA-KLP,1999,FALSE
CA-KLP,2000,FALSE
CA-KLP,2001,FALSE
CA-KLP,2002,FALSE
CA-KLP,2003,FALSE
CA-KLP,2004,FALSE
CA-KLP,2005,FALSE
CA-KLP,2006,FALSE
CA-KLP,2007,FALSE
CA-KLP,2008,FALSE
CA-KLP,2009,FALSE
CA-KLP,2010,FALSE
CA-KLP,2011,TRUE
CA-KLP,2011,TRUE
CA-KLP,2012,TRUE
CA-KLP,2012,TRUE
CA-KLP,2013,TRUE
CA-KLP,2014,TRUE
CA-KLP,2015,TRUE
CA-KLP,2016,TRUE
CA-KLP,2017,TRUE
CA-KLP,2018,TRUE
CA-KLP,2018,TRUE
CA-KLP,2019,TRUE
CA-KLP,2019,TRUE
CA-KLP,2020,TRUE
CA-KLP,2020,TRUE
CA-KLP,2021,FALSE
CA-KLP,2022,FALSE
CA-KLP,2023,FALSE
CA-KLP,2024,FALSE
CA-KLP,2025,FALSE
CA-LP1,1981,FALSE
CA-LP1,1982,FALSE
CA-LP1,1983,FALSE
CA-LP1,1984,FALSE
CA-LP1,1985,FALSE
CA-LP1,1986,FALSE
CA-LP1,1987,FALSE
CA-LP1,1988,FALSE
CA-LP1,1989,FALSE
CA-LP1,1990,FALSE
CA-LP1,1991,FALSE
CA-LP1,1992,FALSE
CA-LP1,1993,FALSE
CA-LP1,1994,FALSE
CA-LP1,1995,FALSE
CA-LP1,1996,FALSE
CA-LP1,1997,FALSE
CA-LP1,1998,FALSE
CA-LP1,1999,FALSE
CA-LP1,2000,FALSE
CA-LP1,2001,FALSE
CA-LP1,2002,FALSE
CA-LP1,2003,FALSE
CA-LP1,2004,FALSE
CA-LP1,2005,FALSE
CA-LP1,2006,FALSE
CA-LP1,2007,FALSE
CA-LP1,2007,FALSE
CA-LP1,2008,FALSE
CA-LP1,2008,FALSE
CA-LP1,2009,FALSE
CA-LP1,2009,FALSE
CA-LP1,2010,FALSE
CA-LP1,2010,FALSE
CA-LP1,2011,FALSE
CA-LP1,2011,FALSE
CA-LP1,2012,FALSE
CA-LP1,2012,FALSE
CA-LP1,2013,FALSE
CA-LP1,2013,FALSE
CA-LP1,2014,FALSE
CA-LP1,2014,FALSE
CA-LP1,2015,FALSE
CA-LP1,2015,FALSE
CA-LP1,2016,FALSE
CA-LP1,2016,FALSE
CA-LP1,2017,FALSE
CA-LP1,2017,FALSE
CA-LP1,2018,FALSE
CA-LP1,2018,FALSE
CA-LP1,2019,FALSE
CA-LP1,2019,FALSE
CA-LP1,2020,FALSE
CA-LP1,2020,FALSE
CA-LP1,2021,FALSE
CA-LP1,2021,FALSE
CA-LP1,2022,FALSE
CA-LP1,2022,FALSE
CA-LP1,2023,FALSE
CA-LP1,2023,FALSE
CA-LP1,2024,FALSE
CA-LP1,2024,FALSE
CA-LP1,2025,FALSE
CA-LU1,1981,FALSE
CA-LU1,1982,FALSE
CA-LU1,1983,FALSE
CA-LU1,1984,FALSE
CA-LU1,1985,FALSE
CA-LU1,1986,FALSE
CA-LU1,1987,FALSE
CA-LU1,1988,FALSE
CA-LU1,1989,FALSE
CA-LU1,1990,FALSE
CA-LU1,1991,FALSE
CA-LU1,1992,FALSE
CA-LU1,1993,FALSE
CA-LU1,1994,FALSE
CA-LU1,1995,FALSE
CA-LU1,1996,FALSE
CA-LU1,1997,FALSE
CA-LU1,1998,FALSE
CA-LU1,1999,FALSE
CA-LU1,2000,FALSE
CA-LU1,2001,FALSE
CA-LU1,2002,FALSE
CA-LU1,2003,FALSE
CA-LU1,2004,FALSE
CA-LU1,2005,FALSE
CA-LU1,2006,FALSE
CA-LU1,2007,FALSE
CA-LU1,2008,FALSE
CA-LU1,2009,FALSE
CA-LU1,2010,FALSE
CA-LU1,2011,FALSE
CA-LU1,2012,FALSE
CA-LU1,2013,FALSE
CA-LU1,2014,FALSE
CA-LU1,2015,FALSE
CA-LU1,2016,FALSE
CA-LU1,2017,FALSE
CA-LU1,2018,FALSE
CA-LU1,2019,FALSE
CA-LU1,2020,TRUE
CA-LU1,2020,TRUE
CA-LU1,2021,TRUE
CA-LU1,2021,TRUE
CA-LU1,2022,TRUE
CA-LU1,2023,TRUE
CA-LU1,2023,TRUE
CA-LU1,2024,FALSE
CA-LU1,2025,FALSE
CA-LU2,1981,FALSE
CA-LU2,1982,FALSE
CA-LU2,1983,FALSE
CA-LU2,1984,FALSE
CA-LU2,1985,FALSE
CA-LU2,1986,FALSE
CA-LU2,1987,FALSE
CA-LU2,1988,FALSE
CA-LU2,1989,FALSE
CA-LU2,1990,FALSE
CA-LU2,1991,FALSE
CA-LU2,1992,FALSE
CA-LU2,1993,FALSE
CA-LU2,1994,FALSE
CA-LU2,1995,FALSE
CA-LU2,1996,FALSE
CA-LU2,1997,FALSE
CA-LU2,1998,FALSE
CA-LU2,1999,FALSE
CA-LU2,2000,FALSE
CA-LU2,2001,FALSE
CA-LU2,2002,FALSE
CA-LU2,2003,FALSE
CA-LU2,2004,FALSE
CA-LU2,2005,FALSE
CA-LU2,2006,FALSE
CA-LU2,2007,FALSE
CA-LU2,2008,FALSE
CA-LU2,2009,FALSE
CA-LU2,2010,FALSE
CA-LU2,2011,FALSE
CA-LU2,2012,FALSE
CA-LU2,2013,FALSE
CA-LU2,2014,FALSE
CA-LU2,2015,FALSE
CA-LU2,2016,FALSE
CA-LU2,2017,FALSE
CA-LU2,2018,FALSE
CA-LU2,2019,FALSE
CA-LU2,2020,FALSE
CA-LU2,2020,FALSE
CA-LU2,2021,TRUE
CA-LU2,2021,TRUE
CA-LU2,2022,TRUE
CA-LU2,2022,TRUE
CA-LU2,2023,TRUE
CA-LU2,2023,TRUE
CA-LU2,2024,FALSE
CA-LU2,2025,FALSE
CA-MA1,1981,FALSE
CA-MA1,1982,FALSE
CA-MA1,1983,FALSE
CA-MA1,1984,FALSE
CA-MA1,1985,FALSE
CA-MA1,1986,FALSE
CA-MA1,1987,FALSE
CA-MA1,1988,FALSE
CA-MA1,1989,FALSE
CA-MA1,1990,FALSE
CA-MA1,1991,FALSE
CA-MA1,1992,FALSE
