bin,bin_label,min_value,max_value,global_land_area_km2,global_land_fraction
1,0–5 gC m-2 yr-1,0,5,39123003.976732366,0.23953106636525778
2,5.0–20.5 gC m-2 yr-1,5,20.5,20609632.68831986,0.12618272610573317
3,20.5–31.7 gC m-2 yr-1,20.5,31.7,20646747.535065908,0.1264099622050969
4,31.7–41.8 gC m-2 yr-1,31.7,41.8,20664568.52368185,0.12651907142404642
5,41.8–54.3 gC m-2 yr-1,41.8,54.3,20847905.75423594,0.1276415558417867
6,54.3–70.2 gC m-2 yr-1,54.3,70.2,20639097.120553978,0.12636312244945674
7,>70.2 gC m-2 yr-1,70.2,NA,20800693.069778837,0.12735249560856174
