site_id,n_years_used,mat_degc,map_mm,kg_class,kg_second,kg_main,koppen_class,koppen_twoletter,koppen_main,koppen_method,koppen_class_code,koppen_class_name,koppen_main_name,badm_kg_class,beck2023_kg_class,agree_badm,agree_beck2023
US-YK2,30,-0.7629750000000001,400.88443333333333,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,NA,Dfc,NA,TRUE
US-ZF2,30,10.175936111111112,457.00069999999994,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Dfa,Dfa,FALSE,FALSE
US-xAB,30,9.628647222222222,2201.8873,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csb,Csb,TRUE,TRUE
US-xAE,30,15.66703888888889,790.6705,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-xBA,30,-10.049655555555557,70.94716666666667,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,ET,ET,FALSE,FALSE
US-xBL,30,12.217336111111111,1093.0072666666667,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-xBN,30,-2.176252777777777,379.3319,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dwc,Dfc,FALSE,TRUE
US-xBR,30,7.112183333333333,1342.6421666666668,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-xCL,30,17.62056388888889,947.5983333333334,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-xCP,30,9.074297222222222,323.6106666666667,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Bsk,BSk,FALSE,TRUE
US-xDC,30,4.746563888888889,377.5992,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dwb,TRUE,FALSE
US-xDJ,30,-1.0789805555555554,239.51666666666665,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Dfc,Dfc,FALSE,FALSE
US-xDL,30,18.156188888888888,1300.6067,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-xDS,30,21.913438888888887,1150.9070666666667,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-xGR,30,13.83938888888889,1378.7163666666665,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-xHE,30,-1.6606416666666663,256.20869999999996,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,ET,Dfc,FALSE,TRUE
US-xJE,30,19.42616388888889,1203.0439999999999,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-xJR,30,16.370444444444445,203.24796666666663,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Bsk,BWh,FALSE,FALSE
US-xKZ,30,12.556750000000001,891.7298333333333,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Cfa,Dfa,FALSE,TRUE
US-xLE,30,18.021008333333334,1463.2431000000001,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-xMB,30,10.8851,192.30396666666664,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Bsk,BSk,FALSE,FALSE
US-xML,30,8.723436111111111,1361.8994666666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-xNG,30,5.847347222222222,336.91363333333334,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Dfb,Dfb,FALSE,FALSE
US-xNQ,30,9.745138888888889,233.8227,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Dfb,BSk,FALSE,FALSE
US-xNW,30,-1.1337111111111111,1610.897433333333,ET,ET,E,ET,ET,E,era5_local,29,"Polar, tundra",Polar,Dfc,Dfc,FALSE,FALSE
US-xPU,30,12.884316666666667,2372.7130666666667,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Cfb,TRUE,TRUE
US-xRM,30,4.505397222222221,416.0914333333333,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfc,Dfc,FALSE,FALSE
US-xRN,30,14.699630555555556,1545.3926666666666,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-xSB,30,20.535755555555557,1101.3257666666666,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-xSC,30,12.398972222222222,1040.1001666666668,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-xSE,30,13.696,1121.9486333333334,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-xSJ,30,17.875655555555554,421.12636666666657,Csa,Cs,C,Csa,Cs,C,era5_local,8,"Temperate, dry summer, hot summer",Temperate,Csa,Csa,TRUE,TRUE
US-xSL,30,8.983819444444444,416.7661666666668,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Bsk,BSk,FALSE,TRUE
US-xSP,30,14.244277777777778,568.4880999999999,Csa,Cs,C,Csa,Cs,C,era5_local,8,"Temperate, dry summer, hot summer",Temperate,Csa,Csa,TRUE,TRUE
US-xSR,30,19.80621111111111,313.4504333333333,BWh,BW,B,BWh,BW,B,era5_local,4,"Arid, desert, hot",Arid,Bsk,BSh,FALSE,FALSE
US-xST,30,5.51715,727.1521333333333,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-xTE,30,8.602125,555.1968999999999,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csa,Dsb,FALSE,FALSE
US-xTL,30,-6.597691666666667,367.4055333333333,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,ET,Dfc,FALSE,TRUE
US-xTR,30,5.513688888888889,682.6324999999999,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-xUK,30,12.857063888888888,926.3591666666666,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Cfa,Dfa,FALSE,TRUE
US-xUN,30,4.740788888888888,659.0398333333334,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-xWD,30,4.586149999999999,560.4637333333333,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dwb,TRUE,FALSE
US-xWR,30,9.099213888888888,2135.3224333333333,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csb,Csb,TRUE,TRUE
US-xYE,30,2.963650000000001,488.4209333333333,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfc,Dfb,FALSE,TRUE
VU-Coc,30,24.728580555555556,2593.5981,Af,Af,A,Af,Af,A,era5_local,1,"Tropical, rainforest",Tropical,NA,Af,NA,TRUE
ZA-BfK,30,18.229297222222222,479.7237666666667,BSh,BS,B,BSh,BS,B,era5_local,6,"Arid, steppe, hot",Arid,Bsh,BSh,FALSE,TRUE
ZA-BfS,30,18.62238888888889,393.14160000000004,BSh,BS,B,BSh,BS,B,era5_local,6,"Arid, steppe, hot",Arid,Bsh,BSh,FALSE,TRUE
ZA-Jks,30,17.190177777777777,1747.7135,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Csb,Csb,FALSE,FALSE
ZA-Spk,30,17.553005555555554,461.5525666666667,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Cwb,Cwb,FALSE,FALSE
ZA-Uby,30,21.440344444444445,1091.3175333333334,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Aw,Aw,FALSE,FALSE
ZM-Mon,30,22.414797222222223,503.8849666666666,BSh,BS,B,BSh,BS,B,era5_local,6,"Arid, steppe, hot",Arid,NA,Cwa,NA,FALSE
