site_id,n_years_used,mat_degc,map_mm,kg_class,kg_second,kg_main,koppen_class,koppen_twoletter,koppen_main,koppen_method,koppen_class_code,koppen_class_name,koppen_main_name,badm_kg_class,beck2023_kg_class,agree_badm,agree_beck2023
NZ-ADd,30,11.018933333333333,674.0571666666667,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,NA,Cfb,NA,TRUE
NZ-ADw,30,11.243916666666667,948.7962333333332,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,NA,Cfb,NA,TRUE
NZ-BFm,30,9.774761111111111,862.2820333333334,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,NA,Cfb,NA,TRUE
NZ-BFu,30,9.85861388888889,883.3865000000001,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,NA,Cfb,NA,TRUE
NZ-Cla,30,9.711947222222223,1293.1538999999998,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,NA,Cfb,NA,TRUE
NZ-Kop,30,13.655180555555555,1203.6286666666667,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,NA,Cfb,NA,TRUE
NZ-Lau,30,10.739666666666666,1027.5003000000002,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,NA,Cfb,NA,TRUE
NZ-Oxf,30,10.9461,969.3006333333332,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,NA,Cfb,NA,TRUE
NZ-ScF,30,13.630341666666666,1244.2229,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,NA,Cfb,NA,TRUE
PA-SPn,30,25.167569444444446,2166.4429666666665,Am,Am,A,Am,Am,A,era5_local,2,"Tropical, monsoon",Tropical,NA,Am,NA,TRUE
PA-SPs,30,25.097841666666667,2220.400633333333,Am,Am,A,Am,Am,A,era5_local,2,"Tropical, monsoon",Tropical,NA,Am,NA,TRUE
PE-QFR,0,NA,NA,NA,NA,NA,NA,NA,NA,era5_local,NA,NA,NA,Af,Af,NA,NA
PR-xGU,30,25.938472222222224,673.1688333333335,BSh,BS,B,BSh,BS,B,era5_local,6,"Arid, steppe, hot",Arid,Am,Aw,FALSE,FALSE
PR-xLA,30,25.16195,964.7648333333333,Aw,Aw,A,Aw,Aw,A,era5_local,3,"Tropical, savannah",Tropical,Am,Am,FALSE,FALSE
RU-Ch2,30,-10.69250277777778,170.49943333333334,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,NA,Dsc,NA,FALSE
RU-Che,30,-10.559472222222222,109.45376666666667,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,NA,Dsc,NA,FALSE
RU-Ege,30,-6.792805555555555,1349.8303666666666,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfd,Dfc,FALSE,TRUE
RU-Fy2,30,5.54545,585.4687,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
RU-Fy3,30,4.690844444444445,712.9970666666666,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
RU-Fy4,30,4.736577777777778,452.93016666666665,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,NA,Dfb,NA,TRUE
RU-Fyo,30,5.196563888888889,557.2262666666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
RU-Ha1,30,1.7373777777777777,377.7314666666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,NA,Dfb,NA,TRUE
RU-NeB,30,-10.550066666666666,1069.2168666666666,Dfd,Df,D,Dfd,Df,D,era5_local,28,"Cold, no dry season, very cold winter",Cold,Dfd,Dfd,TRUE,TRUE
RU-NeC,30,-9.078041666666667,1069.2168666666666,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfd,Dfd,FALSE,FALSE
RU-NeF,30,-7.600122222222222,1069.2168666666666,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfd,Dfd,FALSE,FALSE
RU-Sk2,30,-8.42811388888889,1018.6925000000001,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfc,TRUE,TRUE
RU-SkP,30,-5.661133333333332,1069.2126666666668,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfd,TRUE,FALSE
RU-Tur,30,-8.093494444444445,1764.6893,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfc,TRUE,TRUE
SD-Dem,30,27.071066666666667,320.2158,BWh,BW,B,BWh,BW,B,era5_local,4,"Arid, desert, hot",Arid,NA,BWh,NA,TRUE
SE-Deg,30,2.5251083333333337,551.8516999999999,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfc,TRUE,TRUE
SE-HfM,30,2.690716666666667,453.65529999999995,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfc,TRUE,TRUE
SE-Hmr,30,2.9233111111111114,543.2816666666666,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfc,TRUE,TRUE
SE-Htm,30,7.682802777777777,866.0847000000001,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Dfb,Dfb,FALSE,FALSE
SE-Nor,30,6.3957194444444445,544.4536666666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
SE-Ros,30,3.530630555555556,619.4648333333333,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfc,TRUE,TRUE
SE-Srj,30,2.7753444444444444,512.0480333333334,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfc,TRUE,TRUE
SE-St1,30,-0.1879416666666664,205.19340000000003,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Dfc,Dfc,FALSE,FALSE
SE-Sto,30,0.0983444444444445,390.50699999999995,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfc,TRUE,TRUE
SE-Svb,30,2.9977416666666667,571.2178333333334,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfc,TRUE,TRUE
SE-Trb,30,2.7544583333333326,2565.8848999999996,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfc,TRUE,TRUE
SN-Dhr,30,28.789058333333333,379.9324,BWh,BW,B,BWh,BW,B,era5_local,4,"Arid, desert, hot",Arid,Aw,BWh,FALSE,TRUE
SN-Nkr,30,27.13858611111111,570.6593999999999,BSh,BS,B,BSh,BS,B,era5_local,6,"Arid, steppe, hot",Arid,Aw,BSh,FALSE,TRUE
TH-Kog,30,19.792480555555557,1857.1944333333333,Cwb,Cw,C,Cwb,Cw,C,era5_local,12,"Temperate, dry winter, warm summer",Temperate,Af,Cwa,FALSE,FALSE
TH-Mae,30,25.500194444444443,1320.5500999999997,Aw,Aw,A,Aw,Aw,A,era5_local,3,"Tropical, savannah",Tropical,Aw,Aw,TRUE,TRUE
UK-AMo,30,7.614497222222222,1007.6969,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfc,Cfb,FALSE,TRUE
UK-Ags,30,11.390261111111112,1259.5997666666667,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Cfb,TRUE,TRUE
UK-BnB,30,9.286091666666668,1000.1563666666666,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Cfb,TRUE,TRUE
UK-CCr,30,9.24736388888889,1243.8745999999999,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Cfb,TRUE,TRUE
UK-Cvn,30,10.266777777777778,611.6592,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Cfb,TRUE,TRUE
UK-GaB,30,9.082269444444444,979.9505333333333,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Cfb,TRUE,TRUE
UK-Gnn,30,9.073491666666667,1232.0132333333331,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Cfb,TRUE,TRUE
UK-Gwr,30,7.442666666666667,1531.2825666666668,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Cfb,TRUE,TRUE
UK-HgF,30,9.964113888888889,608.0013666666667,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Cfb,TRUE,TRUE
UK-HpF,30,10.439208333333333,624.1721333333332,Cfb,Cf,C,Cfb,Cf,C,era5_local,15,"Temperate, no dry season, warm summer",Temperate,Cfb,Cfb,TRUE,TRUE
US-A03,30,-9.606255555555554,904.299,ET,ET,E,ET,ET,E,era5_local,29,"Polar, tundra",Polar,ET,ET,TRUE,TRUE
US-A10,30,-9.903658333333333,914.8648666666667,ET,ET,E,ET,ET,E,era5_local,29,"Polar, tundra",Polar,ET,ET,TRUE,TRUE
US-A32,30,14.690997222222222,796.7445999999999,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-A37,30,14.690713888888888,28.183500000000002,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Cfa,Cfa,FALSE,FALSE
US-A39,30,14.938302777777778,28.213433333333334,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Csa,Cfa,FALSE,FALSE
US-A74,30,14.385191666666667,334.8814,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Cfa,Cfa,FALSE,FALSE
US-ABa,30,21.787866666666666,1163.3433,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-ABb,30,21.496797222222224,1387.2422333333334,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-ABc,30,21.73658888888889,1262.7893333333332,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-ABd,30,21.73763888888889,1254.9155,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-ABe,27,22.19975925925926,4084.258370370371,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-ADR,30,16.87057777777778,137.15643333333333,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Bwh,BWh,FALSE,FALSE
US-ALQ,30,3.6816305555555564,762.6937333333333,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-AR1,30,14.615466666666666,671.5477666666667,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Dsa,Cfa,FALSE,TRUE
US-AR2,30,14.521666666666667,553.8860000000001,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Dsa,Cfa,FALSE,FALSE
US-ARM,30,15.065322222222221,633.0905666666666,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-ARb,30,15.076186111111111,1120.4619666666667,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-ARc,30,14.677175,1192.0474333333332,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-ASH,30,17.369308333333333,1028.2872666666667,Csa,Cs,C,Csa,Cs,C,era5_local,8,"Temperate, dry summer, hot summer",Temperate,Bwk,BWk,FALSE,FALSE
US-ASM,30,17.367233333333335,1028.2872666666667,Csa,Cs,C,Csa,Cs,C,era5_local,8,"Temperate, dry summer, hot summer",Temperate,Bwk,BWk,FALSE,FALSE
US-Akn,30,16.437705555555556,45.66973333333333,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,NA,Cfa,NA,FALSE
US-Aud,30,15.494333333333334,411.8452666666667,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Bsk,BSk,FALSE,TRUE
US-BRG,24,11.926121527777777,3910.0083749999994,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Cfa,Dfa,FALSE,TRUE
US-BZB,30,-2.208383333333333,232.59470000000005,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Dfd,Dfb,FALSE,FALSE
US-BZF,30,-1.9009944444444453,220.65093333333334,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Dfd,Dfb,FALSE,FALSE
US-BZo,30,-2.3623555555555553,158.46103333333332,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Dfd,Dfb,FALSE,FALSE
US-Bar,30,7.1303777777777775,1160.2874000000002,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-Bi1,30,14.347241666666667,362.50073333333336,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csa,Csa,FALSE,FALSE
US-Bi2,30,14.924583333333333,323.3949999999999,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csa,Csa,FALSE,FALSE
US-CAK,30,-3.1859027777777778,340.0868333333333,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,ET,Dfc,FALSE,TRUE
US-CF1,30,8.717641666666667,8.998866666666666,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Dsb,Dsb,FALSE,FALSE
US-CF2,30,8.628958333333333,14.574033333333333,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Dsb,Dsb,FALSE,FALSE
US-CF3,30,8.757544444444445,15.796166666666668,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Dsb,Dsb,FALSE,FALSE
US-CF4,30,8.828513888888889,23.586,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Dsb,Dsb,FALSE,FALSE
US-CGG,30,15.359027777777778,525.0985333333334,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csa,Csb,FALSE,TRUE
US-CLF,30,9.484852777777778,603.9065333333333,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfa,TRUE,FALSE
US-CMW,30,16.584744444444446,278.78473333333335,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Bsh,BSh,FALSE,FALSE
US-CRK,30,18.91546111111111,1013.1134333333332,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-CRT,30,10.255372222222222,768.9276,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Dfa,Dfa,TRUE,TRUE
US-CS1,30,7.191352777777778,721.6422,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfa,Dfb,FALSE,TRUE
US-CS2,30,7.142080555555555,3231.0546666666664,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfa,Dfb,FALSE,TRUE
US-CS3,30,7.092380555555556,994.6649666666665,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfa,Dfb,FALSE,TRUE
US-CS4,30,7.337780555555556,909.2061,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfa,Dfb,FALSE,TRUE
US-CS5,30,7.260105555555556,1516.8693000000003,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfa,Dfb,FALSE,TRUE
US-CS6,30,7.002658333333334,829.1552333333333,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfa,Dfb,FALSE,TRUE
US-CS8,30,6.990016666666666,1571.122,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfa,Dfb,FALSE,TRUE
US-CdM,30,11.405283333333333,175.45656666666665,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Bsk,BSk,FALSE,FALSE
US-Ced,30,11.895744444444444,1220.0665999999999,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-ChR,30,14.583541666666667,1399.8499000000002,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-Cms,30,-11.405669444444445,77.05356666666667,ET,ET,E,ET,ET,E,era5_local,29,"Polar, tundra",Polar,ET,ET,TRUE,TRUE
US-Cop,30,13.473483333333334,197.0277,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,NA,BSk,NA,FALSE
US-Cst,30,17.131419444444443,1141.0507666666667,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-Cwt,0,NA,NA,NA,NA,NA,NA,NA,NA,era5_local,NA,NA,NA,Dfb,Cfa,NA,NA
US-DFC,30,9.816183333333333,745.6671,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Dfb,Dfa,FALSE,TRUE
US-DFK,30,7.687002777777777,3277.5183666666667,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfa,TRUE,FALSE
US-DPW,28,22.059699404761904,3825.043821428572,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cwa,Cfa,FALSE,TRUE
US-DS1,30,15.002097222222222,1578.2313333333334,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csa,Csa,FALSE,FALSE
US-DS2,30,15.0671,1542.8013666666668,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csa,Csa,FALSE,FALSE
US-DS3,30,14.883386111111111,419.11136666666675,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csa,Csa,FALSE,FALSE
US-Dix,30,12.266241666666668,1139.0100666666665,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-Dk1,30,15.127441666666666,1138.0428666666667,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-Dk2,30,15.314194444444444,1137.5497666666665,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-Dk3,30,14.9472,1136.6637666666666,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-Dmg,30,15.585294444444445,357.4943666666667,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csa,Csa,FALSE,FALSE
US-EA4,30,19.813994444444443,731.8793000000001,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-EA5,30,21.441941666666665,659.1300666666666,BSh,BS,B,BSh,BS,B,era5_local,6,"Arid, steppe, hot",Arid,Cfa,Cfa,FALSE,FALSE
US-EA6,30,19.670325,971.9215,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-EDN,30,14.744408333333334,415.8975,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csa,Csb,FALSE,TRUE
US-EKH,30,12.734122222222222,16.560000000000002,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Csb,Csb,FALSE,FALSE
US-EKN,30,12.646466666666667,17.549833333333332,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Cfc,Csb,FALSE,FALSE
US-EKP,30,12.222877777777777,13.200566666666667,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Csb,Csb,FALSE,FALSE
US-EML,30,-1.7419472222222214,2134.550333333333,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,ET,Dfc,FALSE,TRUE
US-Elm,30,24.509611111111113,1087.0007,Aw,Aw,A,Aw,Aw,A,era5_local,3,"Tropical, savannah",Tropical,NA,Am,NA,FALSE
US-Esm,30,24.199230555555555,1081.8721333333333,Aw,Aw,A,Aw,Aw,A,era5_local,3,"Tropical, savannah",Tropical,NA,Am,NA,FALSE
US-EvM,30,24.907316666666667,1184.8167,Aw,Aw,A,Aw,Aw,A,era5_local,3,"Tropical, savannah",Tropical,NA,Am,NA,FALSE
US-Fcr,30,-2.7777194444444446,259.7326,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dwc,Dfc,FALSE,TRUE
US-Fmf,30,9.4702,543.0659666666667,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csb,Dsb,TRUE,FALSE
US-Fo1,30,-10.467663888888888,57.9562,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Dsc,ET,FALSE,FALSE
US-Fo2,30,-10.393194444444443,63.41126666666666,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Dsc,ET,FALSE,FALSE
US-Fuf,30,8.587102777777778,640.0857666666667,Dsb,Ds,D,Dsb,Ds,D,era5_local,18,"Cold, dry summer, warm summer",Cold,Csb,Dsb,FALSE,TRUE
US-Fwf,30,8.378275,498.22723333333334,Dsb,Ds,D,Dsb,Ds,D,era5_local,18,"Cold, dry summer, warm summer",Cold,Csb,Dsb,FALSE,TRUE
US-GLE,30,0.004958333333333176,1379.5923000000003,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,Dfc,Dfc,TRUE,TRUE
US-HB1,30,19.15888888888889,647.0659333333333,BSh,BS,B,BSh,BS,B,era5_local,6,"Arid, steppe, hot",Arid,Cfa,Cfa,FALSE,FALSE
US-HB2,30,18.936622222222223,1335.0056000000002,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-HB3,30,17.97426388888889,1842.2669999999998,Cfa,Cf,C,Cfa,Cf,C,era5_local,14,"Temperate, no dry season, hot summer",Temperate,Cfa,Cfa,TRUE,TRUE
US-HB4,0,NA,NA,NA,NA,NA,NA,NA,NA,era5_local,NA,NA,NA,Cfa,Cfa,NA,NA
US-HBK,26,6.341714743589743,4326.419923076923,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-HRA,30,16.850052777777776,530.8393333333333,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Cfa,Cfa,FALSE,FALSE
US-HRC,30,17.0559,504.8086333333334,BSk,BS,B,BSk,BS,B,era5_local,7,"Arid, steppe, cold",Arid,Cfa,Cfa,FALSE,FALSE
US-HVs,30,-8.839355555555555,1515.1631666666667,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,ET,Dfc,FALSE,TRUE
US-HWB,30,10.182344444444444,1033.7404666666666,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfa,TRUE,FALSE
US-Ha1,30,8.221716666666667,1210.9178333333332,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-Hn2,30,11.682722222222223,42.845466666666674,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Bsk,BWk,FALSE,TRUE
US-Hn3,30,11.914005555555555,13.158766666666665,BWk,BW,B,BWk,BW,B,era5_local,5,"Arid, desert, cold",Arid,Bsk,BWk,FALSE,TRUE
US-Ho2,30,6.891261111111111,796.8249,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-Ho3,30,6.605291666666666,1118.2289666666668,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfb,Dfb,TRUE,TRUE
US-Hsm,30,14.949719444444444,505.55929999999995,Csb,Cs,C,Csb,Cs,C,era5_local,9,"Temperate, dry summer, warm summer",Temperate,Csa,Csa,FALSE,FALSE
US-IAB,29,8.637801724137931,3537.960620689655,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Dfa,Dfa,TRUE,TRUE
US-IAC,29,7.267959770114942,3537.960620689655,Dfb,Df,D,Dfb,Df,D,era5_local,26,"Cold, no dry season, warm summer",Cold,Dfa,Dfa,FALSE,FALSE
US-IAM,29,8.838014367816092,3537.960620689655,Dfa,Df,D,Dfa,Df,D,era5_local,25,"Cold, no dry season, hot summer",Cold,Dfa,Dfa,TRUE,TRUE
US-ICh,30,-7.081330555555555,213.0248666666667,ET,ET,E,ET,ET,E,era5_local,29,"Polar, tundra",Polar,ET,Dfc,TRUE,FALSE
US-ICs,30,-7.177700000000001,220.42793333333333,Dfc,Df,D,Dfc,Df,D,era5_local,27,"Cold, no dry season, cold summer",Cold,ET,Dfc,FALSE,TRUE
