site_id,location_lat,location_long,cci_native_class,cci_native_class_name,cci_high_level_class,cci_high_level_class_name,landcover_method,lulc_native,lulc_native_name,lulc_level2,lulc_level2_name,lulc_highlevel,lulc_highlevel_name
US-GLE,41.3665,-106.2399,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-Ha1,42.5378,-72.1715,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",2,Forest,exact,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",9,Mixed forest,2,Forest
US-HB1,33.3455,-79.1957,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",5,Wetland,exact,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",18,Flooded shrub/herb,5,Wetland
US-HB2,33.3242,-79.244,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-HB3,33.3482,-79.2322,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-HB4,33.2015,-79.2975,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",5,Wetland,exact,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",18,Flooded shrub/herb,5,Wetland
US-HBK,43.9397,-71.7181,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",2,Forest,exact,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",9,Mixed forest,2,Forest
US-Hn2,46.6889,-119.4641,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-Hn3,46.6878,-119.4614,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-Ho2,45.209,-68.747,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-Ho3,45.2072,-68.7265,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-HRA,34.5852,-91.7517,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-HRC,34.5888,-91.7517,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Hsm,38.2368,-122.0212,130,Grassland,4,Grassland,exact,130,Grassland,13,Grassland,4,Grassland
US-HVs,69.1672,-148.8569,150,"Sparse vegetation (tree, shrub, herbaceous cover) (<15%)",3,Shrubland,exact,150,"Sparse vegetation (tree, shrub, herbaceous cover) (<15%)",15,Sparse vegetation,3,Shrubland
US-HWB,40.8608,-77.8488,30,"Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",1,Cropland,exact,30,"Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",3,Mosaic cropland/nat-veg,1,Cropland
US-IAB,42.0001,-93.7016,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-IAC,41.9984,-93.7016,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-IAM,41.9994,-93.7042,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-ICh,68.6068,-149.2958,150,"Sparse vegetation (tree, shrub, herbaceous cover) (<15%)",3,Shrubland,exact,150,"Sparse vegetation (tree, shrub, herbaceous cover) (<15%)",15,Sparse vegetation,3,Shrubland
US-ICs,68.6058,-149.311,150,"Sparse vegetation (tree, shrub, herbaceous cover) (<15%)",3,Shrubland,exact,150,"Sparse vegetation (tree, shrub, herbaceous cover) (<15%)",15,Sparse vegetation,3,Shrubland
US-ICt,68.6063,-149.3041,130,Grassland,4,Grassland,exact,130,Grassland,13,Grassland,4,Grassland
US-Jo1,32.582,-106.635,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-Jo2,32.5849,-106.6032,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-KFS,39.0561,-95.1907,130,Grassland,4,Grassland,exact,130,Grassland,13,Grassland,4,Grassland
US-Kon,39.0824,-96.5603,130,Grassland,4,Grassland,exact,130,Grassland,13,Grassland,4,Grassland
US-KPL,60.5382,-150.5061,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-KS1,28.4583,-80.6709,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-KS2,28.6086,-80.6715,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-KS3,28.7084,-80.7427,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",5,Wetland,exact,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",18,Flooded shrub/herb,5,Wetland
US-LA2,29.8587,-90.2869,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",5,Wetland,exact,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",18,Flooded shrub/herb,5,Wetland
US-LA3,29.4936,-89.9153,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",5,Wetland,exact,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",18,Flooded shrub/herb,5,Wetland
US-Lin,36.3566,-119.0922,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Los,46.0827,-89.9786,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",5,Wetland,exact,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",18,Flooded shrub/herb,5,Wetland
US-LS1,31.5615,-110.1403,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-MBP,47.5051,-93.4893,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",2,Forest,exact,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",6,BL deciduous forest,2,Forest
US-Me1,44.5794,-121.5,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-Me3,44.3154,-121.6078,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-Me5,44.4372,-121.5668,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-Me6,44.3232,-121.6044,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-Me7,44.4534,-121.5619,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-MEF,39.1006,-105.1024,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-MMS,39.3232,-86.4133,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",2,Forest,exact,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",6,BL deciduous forest,2,Forest
US-MN1,45.6168,-96.1269,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-MN2,45.627,-96.1271,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-MN3,45.6091,-96.1265,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Mo1,39.2298,-92.1167,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Mo2,38.9488,-91.9945,80,"Tree cover, needleleaved, deciduous, closed to open (>15%)",2,Forest,exact,80,"Tree cover, needleleaved, deciduous, closed to open (>15%)",8,NL deciduous forest,2,Forest
US-Mo3,39.2322,-92.1493,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-MOz,38.7441,-92.2,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",2,Forest,exact,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",6,BL deciduous forest,2,Forest
US-Mpj,34.4382,-106.2385,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-MtB,32.416,-110.7256,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-Myb,38.0499,-121.765,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-MZA,43.0441,-76.7897,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",5,Wetland,exact,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",18,Flooded shrub/herb,5,Wetland
US-NC1,35.8118,-76.7119,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-NC2,35.803,-76.6685,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-NC3,35.799,-76.656,160,"Tree cover, flooded, fresh or brakish water",5,Wetland,exact,160,"Tree cover, flooded, fresh or brakish water",16,Flooded forest (freshwater),5,Wetland
US-NC4,35.7817,-75.9135,160,"Tree cover, flooded, fresh or brakish water",5,Wetland,exact,160,"Tree cover, flooded, fresh or brakish water",16,Flooded forest (freshwater),5,Wetland
US-NC5,36.1565,-78.7878,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",2,Forest,exact,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",6,BL deciduous forest,2,Forest
US-Ne1,41.1651,-96.4766,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Ne2,41.1649,-96.4701,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Ne3,41.1797,-96.4397,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-NGB,71.28,-156.6092,140,Lichens and mosses,10,Other,exact,140,Lichens and mosses,14,Lichens and mosses,10,Other
US-NGC,64.8618,-163.7002,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-NR1,40.0329,-105.547,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-NR3,40.052,-105.5864,30,"Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",1,Cropland,exact,30,"Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",3,Mosaic cropland/nat-veg,1,Cropland
US-NSa,36.6029,-119.5061,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-NSb,36.3354,-120.1183,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Oho,41.5545,-83.8438,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",2,Forest,exact,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",6,BL deciduous forest,2,Forest
US-ONA,27.3836,-81.9509,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-OPE,39.0293,-76.8457,130,Grassland,4,Grassland,exact,130,Grassland,13,Grassland,4,Grassland
US-OWC,41.3793,-82.5124,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",5,Wetland,exact,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",18,Flooded shrub/herb,5,Wetland
US-PAS,27.3944,-81.951,130,Grassland,4,Grassland,exact,130,Grassland,13,Grassland,4,Grassland
US-PFb,45.972,-90.3232,160,"Tree cover, flooded, fresh or brakish water",5,Wetland,exact,160,"Tree cover, flooded, fresh or brakish water",16,Flooded forest (freshwater),5,Wetland
US-PFc,45.9677,-90.3088,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-PFd,45.9689,-90.301,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",2,Forest,exact,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",6,BL deciduous forest,2,Forest
US-PFf,45.9458,-90.2944,80,"Tree cover, needleleaved, deciduous, closed to open (>15%)",2,Forest,exact,80,"Tree cover, needleleaved, deciduous, closed to open (>15%)",8,NL deciduous forest,2,Forest
US-PFg,45.9735,-90.2723,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-PFh,45.9557,-90.2406,160,"Tree cover, flooded, fresh or brakish water",5,Wetland,exact,160,"Tree cover, flooded, fresh or brakish water",16,Flooded forest (freshwater),5,Wetland
US-PFi,45.9749,-90.2327,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",2,Forest,exact,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",6,BL deciduous forest,2,Forest
US-PFj,45.9619,-90.227,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-PFk,45.9149,-90.3425,160,"Tree cover, flooded, fresh or brakish water",5,Wetland,exact,160,"Tree cover, flooded, fresh or brakish water",16,Flooded forest (freshwater),5,Wetland
US-PFL,45.9409,-90.3177,160,"Tree cover, flooded, fresh or brakish water",5,Wetland,exact,160,"Tree cover, flooded, fresh or brakish water",16,Flooded forest (freshwater),5,Wetland
US-PFm,45.9207,-90.3099,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",2,Forest,exact,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",6,BL deciduous forest,2,Forest
US-PFn,45.9392,-90.2823,160,"Tree cover, flooded, fresh or brakish water",5,Wetland,exact,160,"Tree cover, flooded, fresh or brakish water",16,Flooded forest (freshwater),5,Wetland
US-PFp,45.9365,-90.2641,160,"Tree cover, flooded, fresh or brakish water",5,Wetland,exact,160,"Tree cover, flooded, fresh or brakish water",16,Flooded forest (freshwater),5,Wetland
US-PFq,45.9271,-90.2475,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",2,Forest,exact,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",6,BL deciduous forest,2,Forest
US-PFr,45.9245,-90.2475,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-PFt,45.9197,-90.2288,160,"Tree cover, flooded, fresh or brakish water",5,Wetland,exact,160,"Tree cover, flooded, fresh or brakish water",16,Flooded forest (freshwater),5,Wetland
US-PLo,42.7496,-70.9157,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",5,Wetland,exact,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",18,Flooded shrub/herb,5,Wetland
US-Prr,65.1237,-147.4876,100,Mosaic tree and shrub (>50%) / herbaceous cover (<50%),2,Forest,exact,100,Mosaic tree and shrub (>50%) / herbaceous cover (<50%),10,Mosaic tree-shrub/herb,2,Forest
US-PSH,36.2347,-119.9247,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-PSL,36.8276,-120.1397,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-RC1,46.7837,-117.0777,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-RC2,46.7776,-117.0807,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-RC3,46.991,-118.598,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-RC4,46.758,-116.949,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-RC5,47.01,-119.248,130,Grassland,4,Grassland,exact,130,Grassland,13,Grassland,4,Grassland
US-RGA,34.4159,-91.6733,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-RGB,39.5782,-121.8579,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-RGF,37.6995,-121.1369,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-RGo,39.6805,-122.0026,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-RGW,33.6216,-91.4306,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Rls,43.1439,-116.7356,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-Rms,43.0645,-116.7486,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-Ro1,44.7143,-93.0898,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Ro2,44.7288,-93.0888,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Ro3,44.7217,-93.0893,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Ro4,44.6781,-93.0723,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Ro5,44.691,-93.0576,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Ro6,44.6946,-93.0578,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Rpf,65.1198,-147.429,71,"Tree cover, needleleaved, evergreen, closed (>40%)",2,Forest,exact,71,"Tree cover, needleleaved, evergreen, closed (>40%)",7,NL evergreen forest,2,Forest
US-RRC,37.3344,-77.2065,210,Water bodies,9,Water,exact,210,Water bodies,21,Water bodies,9,Water
US-Rwe,43.0653,-116.7591,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-Rwf,43.1207,-116.7231,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-Rws,43.1675,-116.7132,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-Sag,69.5131,-148.5676,140,Lichens and mosses,10,Other,exact,140,Lichens and mosses,14,Lichens and mosses,10,Other
US-SD1,41.2048,-86.0296,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-SD2,41.1785,-85.9977,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Seg,34.3603,-106.7003,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-Ses,34.335,-106.7448,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-SHC,39.4315,-120.2398,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-Slt,39.9138,-74.596,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",2,Forest,exact,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",9,Mixed forest,2,Forest
US-Sne,38.0369,-121.7547,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Snf,38.0402,-121.7272,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-SP1,29.7381,-82.2188,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-SRC,31.9083,-110.8395,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-SRG,31.7894,-110.8277,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-SRM,31.8214,-110.8661,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-Srr,38.2006,-122.0264,130,Grassland,4,Grassland,exact,130,Grassland,13,Grassland,4,Grassland
US-SRS,31.8173,-110.8508,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-SSH,40.6658,-77.9041,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",2,Forest,exact,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",6,BL deciduous forest,2,Forest
US-Sta,41.3966,-106.8024,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-StJ,39.0882,-75.4372,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",5,Wetland,exact,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",18,Flooded shrub/herb,5,Wetland
US-Syv,46.2421,-89.3459,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-TaS,25.1908,-80.6391,210,Water bodies,9,Water,exact,210,Water bodies,21,Water bodies,9,Water
US-TKs,68.6337,-149.5769,150,"Sparse vegetation (tree, shrub, herbaceous cover) (<15%)",3,Shrubland,exact,150,"Sparse vegetation (tree, shrub, herbaceous cover) (<15%)",15,Sparse vegetation,3,Shrubland
US-TLR,35.9168,-76.1463,160,"Tree cover, flooded, fresh or brakish water",5,Wetland,exact,160,"Tree cover, flooded, fresh or brakish water",16,Flooded forest (freshwater),5,Wetland
US-Ton,38.4309,-120.966,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-Tw1,38.1074,-121.6469,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Tw2,38.0969,-121.6365,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Tw3,38.1152,-121.6469,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Tw4,38.1027,-121.6413,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Tw5,38.1072,-121.6426,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Twt,38.1087,-121.6531,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Uaf,64.8663,-147.8555,71,"Tree cover, needleleaved, evergreen, closed (>40%)",2,Forest,exact,71,"Tree cover, needleleaved, evergreen, closed (>40%)",7,NL evergreen forest,2,Forest
US-UC1,40.7536,-78.0056,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-UC2,40.7559,-77.9998,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-UiA,40.0646,-88.1961,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-UiB,40.0628,-88.1984,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-UiC,40.0628,-88.1961,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-UiD,40.0646,-88.1985,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-UiE,40.0629,-88.2033,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-UiF,40.0665,-88.2015,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-UiG,40.0629,-88.2009,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-UMd,45.5625,-84.6975,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",2,Forest,exact,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",6,BL deciduous forest,2,Forest
US-UTB,40.7848,-113.8299,200,Bare areas,7,Bare,exact,200,Bare areas,20,Bare areas,7,Bare
US-UTD,38.1038,-109.5952,40,"Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",10,Other,exact,40,"Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",4,Mosaic nat-veg/cropland,10,Other
US-UTE,37.7353,-111.5708,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-UTJ,37.2818,-109.5348,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-UTL,40.1877,-109.6579,30,"Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",1,Cropland,exact,30,"Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",3,Mosaic cropland/nat-veg,1,Cropland
US-UTM,38.5879,-109.5775,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-UTP,41.0604,-112.1013,210,Water bodies,9,Water,exact,210,Water bodies,21,Water bodies,9,Water
US-UTV,40.1266,-109.9546,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-UTW,39.4453,-110.7288,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-Var,38.4133,-120.9508,130,Grassland,4,Grassland,exact,130,Grassland,13,Grassland,4,Grassland
US-Vcm,35.8885,-106.5322,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",5,Wetland,exact,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",18,Flooded shrub/herb,5,Wetland
