site_id,location_lat,location_long,koppen_class_code,koppen_class,koppen_class_name,koppen_main,koppen_main_name,koppen_method
US-SRG,31.7894,-110.8277,6,BSh,"Arid, steppe, hot",B,Arid,exact
US-SRM,31.8214,-110.8661,6,BSh,"Arid, steppe, hot",B,Arid,exact
US-Srr,38.2006,-122.0264,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
US-SRS,31.8173,-110.8508,6,BSh,"Arid, steppe, hot",B,Arid,exact
US-SSH,40.6658,-77.9041,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
US-Sta,41.3966,-106.8024,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
US-StJ,39.0882,-75.4372,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
US-Syv,46.2421,-89.3459,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
US-TaS,25.1908,-80.6391,3,Aw,"Tropical, savannah",A,Tropical,nearest_land_0.6km
US-TKs,68.6337,-149.5769,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
US-TLR,35.9168,-76.1463,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
US-Ton,38.4309,-120.966,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
US-Tw1,38.1074,-121.6469,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
US-Tw2,38.0969,-121.6365,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
US-Tw3,38.1152,-121.6469,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
US-Tw4,38.1027,-121.6413,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
US-Tw5,38.1072,-121.6426,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
US-Twt,38.1087,-121.6531,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
US-Uaf,64.8663,-147.8555,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
US-UC1,40.7536,-78.0056,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
US-UC2,40.7559,-77.9998,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
US-UiA,40.0646,-88.1961,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
US-UiB,40.0628,-88.1984,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
US-UiC,40.0628,-88.1961,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
US-UiD,40.0646,-88.1985,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
US-UiE,40.0629,-88.2033,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
US-UiF,40.0665,-88.2015,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
US-UiG,40.0629,-88.2009,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
US-UMd,45.5625,-84.6975,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
US-UTB,40.7848,-113.8299,5,BWk,"Arid, desert, cold",B,Arid,exact
US-UTD,38.1038,-109.5952,7,BSk,"Arid, steppe, cold",B,Arid,exact
US-UTE,37.7353,-111.5708,7,BSk,"Arid, steppe, cold",B,Arid,exact
US-UTJ,37.2818,-109.5348,5,BWk,"Arid, desert, cold",B,Arid,exact
US-UTL,40.1877,-109.6579,5,BWk,"Arid, desert, cold",B,Arid,exact
US-UTM,38.5879,-109.5775,5,BWk,"Arid, desert, cold",B,Arid,exact
US-UTP,41.0604,-112.1013,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
US-UTV,40.1266,-109.9546,7,BSk,"Arid, steppe, cold",B,Arid,exact
US-UTW,39.4453,-110.7288,7,BSk,"Arid, steppe, cold",B,Arid,exact
US-Var,38.4133,-120.9508,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
US-Vcm,35.8885,-106.5322,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
US-Vcp,35.8641,-106.5965,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
US-VT1,40.4064,-87.5214,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
US-VT2,40.4018,-87.5213,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
US-WCr,45.8058,-90.0795,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
US-Whs,31.7438,-110.0522,6,BSh,"Arid, steppe, hot",B,Arid,exact
US-Wjs,34.4258,-105.8617,7,BSk,"Arid, steppe, cold",B,Arid,exact
US-Wkg,31.7365,-109.9419,6,BSh,"Arid, steppe, hot",B,Arid,exact
US-WPT,41.4646,-82.9962,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
US-WT1,34.3674,-101.8154,7,BSk,"Arid, steppe, cold",B,Arid,exact
US-xAB,45.7624,-122.3303,9,Csb,"Temperate, dry summer, warm summer",C,Temperate,exact
US-xAE,35.4106,-99.0588,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
US-xBA,71.2824,-156.6194,29,ET,"Polar, tundra",E,Polar,exact
US-xBL,39.0603,-78.0716,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
US-xBN,65.154,-147.5026,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
US-xBR,44.0639,-71.2873,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
US-xCL,33.4012,-97.57,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
US-xCP,40.8155,-104.7456,7,BSk,"Arid, steppe, cold",B,Arid,exact
US-xDC,47.1617,-99.1066,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
US-xDJ,63.881100000000004,-145.7514,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
US-xDL,32.5417,-87.8039,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
US-xDS,28.125,-81.4362,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
US-xGR,35.689,-83.5019,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
US-xHE,63.8757,-149.2133,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
US-xJE,31.1948,-84.4686,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
US-xJR,32.5907,-106.8425,4,BWh,"Arid, desert, hot",B,Arid,exact
US-xKZ,39.1008,-96.5631,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
US-xLE,31.8539,-88.1612,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
US-xMB,38.2483,-109.3883,7,BSk,"Arid, steppe, cold",B,Arid,exact
US-xML,37.3783,-80.5248,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
US-xNG,46.7697,-100.9154,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
US-xNQ,40.1776,-112.4524,7,BSk,"Arid, steppe, cold",B,Arid,exact
US-xNW,40.0543,-105.5824,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
US-xPU,19.5531,-155.3173,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
US-xRM,40.2759,-105.5459,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
US-xRN,35.9641,-84.2826,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
US-xSB,29.6893,-81.9934,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
US-xSC,38.8929,-78.1395,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
US-xSE,38.8901,-76.56,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
US-xSJ,37.1088,-119.7323,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
US-xSL,40.4619,-103.0293,7,BSk,"Arid, steppe, cold",B,Arid,exact
US-xSP,37.0334,-119.26220000000001,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
US-xSR,31.9107,-110.8355,6,BSh,"Arid, steppe, hot",B,Arid,exact
US-xST,45.5089,-89.5864,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
US-xTE,37.0058,-119.006,9,Csb,"Temperate, dry summer, warm summer",C,Temperate,exact
US-xTL,68.6611,-149.3705,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
US-xTR,45.4937,-89.5857,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
US-xUK,39.0404,-95.1921,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
US-xUN,46.2339,-89.5373,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
US-xWD,47.1282,-99.2414,21,Dwa,"Cold, dry winter, hot summer",D,Cold,exact
US-xWR,45.8205,-121.9519,9,Csb,"Temperate, dry summer, warm summer",C,Temperate,exact
US-xYE,44.9535,-110.5391,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
US-YK1,61.2723,-163.2228,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
US-YK2,61.2548,-163.259,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
US-ZF2,40.7939,-87.5355,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
ZA-Uby,-27.3952,32.5889,6,BSh,"Arid, steppe, hot",B,Arid,exact
ZA-Spk,-28.70408,29.52614,11,Cwa,"Temperate, dry winter, hot summer",C,Temperate,exact
ZA-Jks,-33.99029,18.95543,9,Csb,"Temperate, dry summer, warm summer",C,Temperate,exact
ZA-BfS,-28.8906,24.86112,6,BSh,"Arid, steppe, hot",B,Arid,exact
ZA-BfK,-28.856483,24.83985,6,BSh,"Arid, steppe, hot",B,Arid,exact
KR-WdE,34.35956,126.67779,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
KR-UAO,36.41682,128.79904,11,Cwa,"Temperate, dry winter, hot summer",C,Temperate,exact
KR-TwC,37.30493,127.31743,21,Dwa,"Cold, dry winter, hot summer",D,Cold,exact
KR-TwB,37.30406,127.31395,21,Dwa,"Cold, dry winter, hot summer",D,Cold,exact
KR-SmM,37.93894,126.95471,21,Dwa,"Cold, dry winter, hot summer",D,Cold,exact
KR-ScC,37.22141,129.29863,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
KR-PcD,37.48184,128.51604,22,Dwb,"Cold, dry winter, warm summer",D,Cold,exact
KR-Nj2,35.0269,126.8219,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
KR-Nj1,35.02753,126.82093,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
KR-Kw2,37.74869,127.14888,21,Dwa,"Cold, dry winter, hot summer",D,Cold,exact
KR-Kw1,37.74843,127.16261,21,Dwa,"Cold, dry winter, hot summer",D,Cold,exact
KR-JjM,33.31798,126.56772,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
KR-Hnm,34.5538,126.56992,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
KR-HcM,37.61938,127.84571,21,Dwa,"Cold, dry winter, hot summer",D,Cold,exact
KR-HPK,34.47722,126.48105,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
KR-GmS,35.75089,126.81378,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
KR-GmR,35.74862,126.86432,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
KR-GmP,35.74502,126.85222,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
KR-CmF,37.1599,127.65365,21,Dwa,"Cold, dry winter, hot summer",D,Cold,exact
KR-CRK,38.2013,127.2497,21,Dwa,"Cold, dry winter, hot summer",D,Cold,exact
KR-AdC,36.50565,126.35909,11,Cwa,"Temperate, dry winter, hot summer",C,Temperate,exact
TH-Mae,18.42264,99.72025,3,Aw,"Tropical, savannah",A,Tropical,exact
TH-Kog,18.81267,98.90225,11,Cwa,"Temperate, dry winter, hot summer",C,Temperate,exact
RU-Tur,64.208885,100.463554,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
RU-SkP,62.25471,129.61855,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
RU-Sk2,62.241356,129.65047,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
RU-NeF,62.315617,129.49997,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
RU-NeC,62.314842,129.50008,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
RU-NeB,62.325935,129.48734,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
RU-Ege,60.015514,133.824,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
MY-LHP,4.201007,114.03908,1,Af,"Tropical, rainforest",A,Tropical,exact
MN-Udg,48.25649,106.85116,22,Dwb,"Cold, dry winter, warm summer",D,Cold,exact
MN-Nkh,47.693592,107.48934,22,Dwb,"Cold, dry winter, warm summer",D,Cold,exact
MN-Kbu,47.21397,108.737335,7,BSk,"Arid, steppe, cold",B,Arid,exact
MN-Hst,47.59293,105.85497,7,BSk,"Arid, steppe, cold",B,Arid,exact
KH-Kmp,12.744579,105.47857,3,Aw,"Tropical, savannah",A,Tropical,exact
JP-Ynf,26.751,128.21266,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
JP-Yms,34.79028,135.84094,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
JP-Toc,42.70973,141.5659,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
JP-Tmk,42.739307,141.51483,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
JP-Tmd,42.735912,141.52315,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
JP-Tkb,36.173378,140.17664,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
JP-Tgf,36.11353,140.09488,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
JP-Tef,45.05581,142.10712,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
JP-Tak,36.146168,137.42311,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
JP-Ta2,36.140038,137.37071,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
JP-Srk,40.565483,140.12779,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
JP-Spp,42.986843,141.38533,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
JP-Shn,35.865753,137.93256,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
JP-Sb2,45.10339,141.6808,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
JP-Sb1,45.104702,141.68797,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
JP-SMF,35.261528,137.07875,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
JP-Om2,34.542454,135.50822,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
JP-Nuf,35.152416,136.9719,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
JP-NsM,36.91604,139.936,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
JP-NsC,36.915054,139.93684,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
JP-Nkm,35.808064,137.83388,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
JP-Mse,36.05393,140.02693,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
JP-MMF,44.321884,142.26152,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
JP-MBF,44.38406,142.31862,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
JP-Kzw,36.406788,138.57257,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
JP-Khw,33.13658,130.70834,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
JP-KaP,36.08313,140.24033,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
JP-Hc3,34.539673,133.91173,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
JP-Hc2,34.537518,133.92755,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
JP-Fmt,35.638744,139.37975,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
JP-Fjy,35.45454,138.76225,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
JP-Fhk,35.443554,138.7647,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
JP-BBY,43.322998,141.81065,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
JP-Api,40.001358,140.93658,25,Dfa,"Cold, no dry season, hot summer",D,Cold,exact
ID-Pag,-2.3239167,113.90439,1,Af,"Tropical, rainforest",A,Tropical,exact
ID-PaD,-2.3460708,114.03641,1,Af,"Tropical, rainforest",A,Tropical,exact
ID-PaB,-2.340796,114.0379,1,Af,"Tropical, rainforest",A,Tropical,exact
CN-Lsh,45.27984,127.57821,21,Dwa,"Cold, dry winter, hot summer",D,Cold,exact
CN-HaM,37.607433,101.332,23,Dwc,"Cold, dry winter, cold summer",D,Cold,exact
UK-AMo,55.792545,-3.2436917,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
SE-Svb,64.25611,19.7745,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
SE-Sto,68.35594,19.045208,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
SE-Nor,60.0865,17.479504,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
SE-Htm,56.09763,13.41897,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
SE-Deg,64.18203,19.55654,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
NO-Hur,60.37163,11.07949,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
NL-Loo,52.166447,5.74355,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
IT-TrF,45.82376,7.56089,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
IT-Tor,45.84444,7.578055,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
IT-Ren,46.58686,11.43369,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
IT-Noe,40.606174,8.151694,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
IT-Niv,45.49091,7.13943,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
IT-MBo,46.01468,11.045831,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
IT-Lsn,45.740482,12.750297,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
IT-Cp2,41.704266,12.357293,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
IT-BFt,45.197754,10.741966,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
IT-BCi,40.52375,14.957444,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
IE-Cra,53.32308,-7.64177,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
GL-ZaH,74.4733,-20.550869,29,ET,"Polar, tundra",E,Polar,exact
GL-ZaF,74.48152,-20.555773,29,ET,"Polar, tundra",E,Polar,exact
GL-NuF,64.130936,-51.386066,29,ET,"Polar, tundra",E,Polar,exact
GL-Dsk,69.25349,-53.51413,29,ET,"Polar, tundra",E,Polar,exact
GF-Guy,5.2787,-52.9248,2,Am,"Tropical, monsoon",A,Tropical,exact
FR-Tou,43.572857,1.37474,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
FR-Pue,43.7413,3.5957,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
FR-Mej,48.1184,-1.79635,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
FR-Lus,46.414246,0.1206518,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
FR-Lqu,45.6444,2.7349,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
FR-Lam,43.496437,1.237878,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
FR-LGt,47.322918,2.284102,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
FR-Hes,48.6741,7.06465,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
FR-Gri,48.84422,1.95191,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
FR-Fon,48.476357,2.780096,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
FR-FBn,43.24079,5.67865,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
FR-EM2,49.87211,3.02065,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
FR-CLt,45.0414,6.41053,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
FR-Bil,44.493652,-0.956092,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
FR-Aur,43.54965,1.106103,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
FI-Var,67.7549,29.61,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
FI-Sod,67.36239,26.63859,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
FI-Sii,61.83265,24.19285,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
FI-Let,60.64183,23.95952,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
FI-Ken,67.98721,24.24301,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
FI-Hyy,61.847410000000004,24.29477,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
FI-Ant,63.16347,27.234991,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
ES-LMa,39.94033,-5.77465,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
DK-Vng,56.037476,9.160709,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DK-Sor,55.48587,11.644645,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DK-Skj,55.91273,8.40481,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DK-RCW,55.680683,12.101398,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DK-Gds,56.0737,9.3341,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-Tha,50.962597,13.565333,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-RuW,50.50493,6.3309627,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-RuS,50.865906,6.4471445,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-RuR,50.621914,6.304126,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-Msr,47.80918,11.456168,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-Kli,50.893044,13.5223,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-Hzd,50.96381,13.48978,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-HoH,52.08656,11.22235,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-Har,47.93391,7.59814,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
DE-Hai,51.079212,10.452168,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-Gwg,47.570835,11.032604,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
DE-GsB,52.029648,11.10478,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-Gri,50.950005,13.512533,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-Geb,51.09973,10.91463,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-Fen,47.832905,11.060701,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-Brs,52.29663,10.44871,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
DE-Amv,52.1757,6.95537,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
CZ-wet,49.02465,14.77035,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
CZ-Lnz,48.68155,16.946331,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,exact
CZ-BK1,49.502075,18.536882,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
CH-Dav,46.81533,9.85591,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
CD-Ygb,0.814444,24.502472,1,Af,"Tropical, rainforest",A,Tropical,exact
BE-Vie,50.304962,5.998099,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
BE-Maa,50.97987,5.631851,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
BE-Lon,50.55162,4.746234,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
BE-Dor,50.311874,4.968113,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
BE-Bra,51.30761,4.51984,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
VU-Coc,-15.444423,167.19131,1,Af,"Tropical, rainforest",A,Tropical,exact
ML-Kem,15.2875,-1.543056,4,BWh,"Arid, desert, hot",B,Arid,exact
KE-Mkt,-3.425859,38.140663,3,Aw,"Tropical, savannah",A,Tropical,exact
KE-Kpt,-1.6141866,37.13311,3,Aw,"Tropical, savannah",A,Tropical,exact
KE-Chk,-3.6663,38.350185,3,Aw,"Tropical, savannah",A,Tropical,exact
KE-Aq2,-1.566199,37.100166,3,Aw,"Tropical, savannah",A,Tropical,exact
KE-Aq1,-1.57781,37.067047,3,Aw,"Tropical, savannah",A,Tropical,exact
IT-SR2,43.73202,10.29091,8,Csa,"Temperate, dry summer, hot summer",C,Temperate,exact
ID-JOP,-1.69306,103.39139,1,Af,"Tropical, rainforest",A,Tropical,exact
CR-AqC,9.938369,-83.7289,1,Af,"Tropical, rainforest",A,Tropical,exact
CN-SnB,31.6905,121.6563,14,Cfa,"Temperate, no dry season, hot summer",C,Temperate,nearest_land_1km
CN-Sb2,42.39117,117.37017,22,Dwb,"Cold, dry winter, warm summer",D,Cold,exact
CN-Sb1,42.40907,117.31461,22,Dwb,"Cold, dry winter, warm summer",D,Cold,exact
BW-Nxr,-19.548056,23.179167,6,BSh,"Arid, steppe, hot",B,Arid,exact
BW-Gum,-18.964722,22.37111,6,BSh,"Arid, steppe, hot",B,Arid,exact
BJ-Nhu,9.74,1.6,3,Aw,"Tropical, savannah",A,Tropical,exact
BJ-Db1,6.607338,2.543043,3,Aw,"Tropical, savannah",A,Tropical,exact
BJ-Bfg,9.791,1.718,3,Aw,"Tropical, savannah",A,Tropical,exact
ZM-Mon,-15.4391,23.2525,3,Aw,"Tropical, savannah",A,Tropical,exact
UK-HpF,52.24809,-0.0498267,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
UK-HgF,52.552177,0.515057,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
UK-Gwr,54.85464,-5.988278,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
UK-Gnn,54.96185,-6.760763,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
UK-GaB,55.10994,-6.529928,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
UK-Cvn,52.43339,0.162177,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
UK-CCr,52.2542,-3.93357,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
UK-BnB,54.82326,-6.66984,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
UK-Ags,53.3097,-4.30044,15,Cfb,"Temperate, no dry season, warm summer",C,Temperate,exact
SN-Nkr,14.49581,-16.45357,6,BSh,"Arid, steppe, hot",B,Arid,exact
SN-Dhr,15.40256,-15.43214,4,BWh,"Arid, desert, hot",B,Arid,exact
SJ-Adv,78.186,15.923,29,ET,"Polar, tundra",E,Polar,exact
SE-Trb,64.180916,19.837284,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
SE-St1,68.35415,19.050333,27,Dfc,"Cold, no dry season, cold summer",D,Cold,exact
SE-Srj,64.17498,19.56381,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
SE-Ros,64.16522,19.79074,26,Dfb,"Cold, no dry season, warm summer",D,Cold,exact
