site_id,mat_worldclim,map_worldclim,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
CA-EM2,1.3348332643508911,480,1.3348332643508911,12.02500057220459,24.54281997680664,1348.5264892578125,24.68000030517578,-24.31599998474121,48.996002197265625,16.94733428955078,-16.236000061035156,16.94733428955078,-16.236000061035156,480,86,15,56.16981887817383,218,63,218,63
CA-Gro,1.3513332605361938,740,1.3513332605361938,12.7160005569458,26.836063385009766,1229.3463134765625,23.711999893188477,-23.672000885009766,47.384002685546875,14.449333190917969,-13.276000022888184,15.524665832519531,-14.73466682434082,740,87,38,29.00676918029785,249,122,243,123
CA-HPC,-8.707499504089355,238,-8.707499504089355,9.255000114440918,18.10871124267578,1591.6043701171875,19.035999298095703,-32.071998596191406,51.10799789428711,9.302000045776367,-20.54866600036621,11.733333587646484,-26.505332946777344,238,39,9,46.754756927490234,99,29,93,39
CA-KLP,-0.9313332438468933,648,-0.9313332438468933,11.887999534606934,23.216936111450195,1383.712158203125,23.275999069213867,-27.92799949645996,51.20399856567383,13.934000015258789,-11.179332733154297,15.03066635131836,-18.968000411987305,648,100,26,45.563507080078125,258,86,255,102
CA-LP1,2.7873332500457764,723,2.7873332500457764,10.960000038146973,30.363475799560547,935.576416015625,21.70800018310547,-14.387999534606934,36.09600067138672,-7.905333042144775,3.184666633605957,14.034667015075684,-8.974666595458984,723,76,28,23.52715301513672,218,121,197,200
CA-LU1,-1.9755001068115234,350,-1.9755001068115234,12.523667335510254,24.54081153869629,1445.869873046875,23.040000915527344,-27.992000579833984,51.03200149536133,14.738666534423828,-9.894000053405762,14.738666534423828,-20.482666015625,350,58,15,50.38898849487305,155,46,155,50
CA-LU2,-1.7913331985473633,355,-1.7913331985473633,12.525333404541016,24.53253936767578,1449.3404541015625,23.191999435424805,-27.86400032043457,51.055999755859375,14.907999992370605,-9.651999473571777,14.907999992370605,-20.408000946044922,355,58,15,50.586822509765625,157,46,157,50
CA-MA1,2.239833354949951,519,2.239833354949951,11.439666748046875,23.5927791595459,1358.3050537109375,25.42799949645996,-23.059999465942383,48.487998962402344,17.8973331451416,-15.557999610900879,17.8973331451416,-15.557999610900879,519,90,15,53.5578498840332,229,62,229,62
CA-MA2,2.1459999084472656,518,2.1459999084472656,11.426000595092773,23.564594268798828,1355.833251953125,25.24799919128418,-23.239999771118164,48.487998962402344,17.75933265686035,-15.639333724975586,17.75933265686035,-15.639333724975586,518,90,16,52.842437744140625,227,63,227,63
CA-MA3,2.1081666946411133,519,2.1081666946411133,11.414999961853027,23.52444076538086,1356.4342041015625,25.26799964904785,-23.256000518798828,48.52400207519531,17.72599983215332,-15.683333396911621,17.72599983215332,-15.683333396911621,519,90,16,52.93878936767578,228,63,228,63
CA-Man,-3.0783333778381348,509,-3.0783333778381348,11.789999961853027,22.508590698242188,1493.3935546875,22.371999740600586,-30.007999420166016,52.37999725341797,14.368000030517578,-19.8266658782959,14.368000030517578,-22.48200035095215,509,84,16,54.21644973754883,224,56,224,60
CA-Mer,5.511833667755127,943,5.511833667755127,10.659667015075684,24.961753845214844,1149.5670166015625,26.31999969482422,-16.38399887084961,42.70399856567383,18.97333335876465,-8.176666259765625,18.97333335876465,-9.403999328613281,943,92,57,14.987428665161133,269,184,269,201
CA-Na1,3.251166820526123,1147,3.251166820526123,11.165666580200195,26.35649871826172,1101.8875732421875,23.90399932861328,-18.459999084472656,42.36399841308594,-7.029999732971191,-5.1666669845581055,16.365999221801758,-10.869333267211914,1147,109,73,11.36307144165039,317,243,301,282
CA-PB1,-3.9509999752044678,525,-3.9509999752044678,9.723999977111816,19.85948944091797,1402.5614013671875,19.86400032043457,-29.100000381469727,48.9640007019043,11.601333618164062,-21.273334503173828,12.171333312988281,-21.887332916259766,525,79,19,50.82487106323242,223,61,214,70
CA-PB2,-3.9649999141693115,524,-3.9649999141693115,9.71933364868164,19.897096633911133,1400.1719970703125,19.70800018310547,-29.14000129699707,48.847999572753906,11.555333137512207,-21.267333984375,12.106666564941406,-21.885334014892578,524,79,19,50.679378509521484,222,61,214,70
CA-Qc2,-0.3213333785533905,965,-0.3213333785533905,11.428667068481445,24.119253158569336,1276.3895263671875,22.148000717163086,-25.236000061035156,47.384002685546875,13.23133373260498,-9.432666778564453,14.487333297729492,-17.055999755859375,965,122,45,34.981929779052734,353,140,334,168
CA-Qfo,-0.298666775226593,983,-0.298666775226593,11.522666931152344,24.256202697753906,1275.2705078125,22.211999893188477,-25.29199981689453,47.503997802734375,13.239999771118164,-9.39466667175293,14.511333465576172,-17.00200080871582,983,124,47,33.062339782714844,354,148,335,178
CA-RBM,10.431547164916992,1180,10.431547164916992,7.059126853942871,32.89872741699219,532.759765625,22.36190414428711,0.9047619104385376,21.457141876220703,4.685714244842529,16.94603157043457,17.102380752563477,4.142063617706299,1180,179,39,50.95470428466797,507,131,134,446
CA-SCB,-2.505500078201294,414,-2.505500078201294,12.688333511352539,24.38938331604004,1496.32861328125,23.711999893188477,-28.312000274658203,52.02400207519531,15.125332832336426,-10.531333923339844,15.125332832336426,-21.107999801635742,414,74,16,56.087791442871094,194,52,194,56
CA-SCC,-2.505500078201294,414,-2.505500078201294,12.688333511352539,24.38938331604004,1496.32861328125,23.711999893188477,-28.312000274658203,52.02400207519531,15.125332832336426,-10.531333923339844,15.125332832336426,-21.107999801635742,414,74,16,56.087791442871094,194,52,194,56
CA-SF1,-0.0323333740234375,494,-0.0323333740234375,11.526666641235352,24.88056182861328,1280.8043212890625,22.128000259399414,-24.200000762939453,46.3280029296875,14.930000305175781,-13.706000328063965,14.930000305175781,-16.549333572387695,494,90,16,60.18156051635742,232,54,232,57
