site_id,mat_worldclim,map_worldclim,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
US-MN2,6.066500186920166,597,6.066500186920166,11.857666969299316,25.68596076965332,1246.9254150390625,28.1560001373291,-18.007999420166016,46.16400146484375,20.583999633789062,-10.128000259399414,20.583999633789062,-10.128000259399414,597,96,14,56.080589294433594,257,47,257,47
US-MN3,6.076666831970215,598,6.076666831970215,11.906000137329102,25.828704833984375,1246.228515625,28.100000381469727,-17.996000289916992,46.09600067138672,20.55466651916504,-10.12600040435791,20.55466651916504,-10.12600040435791,598,96,14,55.87989044189453,256,47,256,47
US-Mo1,11.879833221435547,1014,11.879833221435547,11.741666793823242,29.807235717773438,1010.193603515625,31.200000762939453,-8.191999435424805,39.391998291015625,17.437334060668945,-1.2113332748413086,23.916667938232422,-1.2113332748413086,1014,127,39,30.501230239868164,338,145,302,145
US-Mo2,12.022832870483398,1018,12.022832870483398,11.98366641998291,30.474180221557617,994.86297607421875,31.200000762939453,-8.124000549316406,39.32400131225586,17.44066619873047,-0.8666667342185974,23.881332397460938,-0.8666667342185974,1018,128,41,28.167085647583008,337,156,290,156
US-Mo3,11.886333465576172,1017,11.886333465576172,11.692667007446289,29.737197875976562,1010.50146484375,31.172000885009766,-8.14799976348877,39.31999969482422,17.469999313354492,-1.220666527748108,23.91866683959961,-1.220666527748108,1017,127,39,30.677928924560547,339,144,303,144
US-MOz,12.454333305358887,1013,12.454333305358887,12.063333511352539,31.036670684814453,971.3638916015625,31.52400016784668,-7.344000339508057,38.86800003051758,17.646665573120117,-0.13266678154468536,24.077333450317383,-0.13266678154468536,1013,127,41,27.885936737060547,334,155,286,155
US-Mpj,10.354666709899902,407,10.354666709899902,16.599332809448242,44.65547561645508,779.29901123046875,30.04400062561035,-7.127999782562256,37.172000885009766,19.194665908813477,5.75600004196167,20.108667373657227,0.9073333144187927,407,78,15,63.0125846862793,204,54,177,66
US-MtB,11.631166458129883,717,11.631166458129883,12.65566635131836,43.58012008666992,632.1529541015625,27.152000427246094,-1.8880000114440918,29.040000915527344,19.24066734313965,13.682000160217285,19.416000366210938,4.330666542053223,717,124,12,58.750465393066406,315,51,261,190
US-Myb,15.392166137695312,356,15.392166137695312,13.21833324432373,49.07311248779297,513.87945556640625,30.27199935913086,3.3359999656677246,26.935998916625977,8.778666496276855,21.132665634155273,21.19999885559082,8.778666496276855,356,79,1,90.68109893798828,195,6,8,195
US-MZA,8.617500305175781,962,8.617500305175781,9.972999572753906,27.531469345092773,968.1484375,27.09600067138672,-9.128000259399414,36.2239990234375,10.270000457763672,-2.7286667823791504,20.27199935913086,-3.6453335285186768,962,97,53,17.477611541748047,277,177,264,194
US-NC1,15.920666694641113,1248,15.920666694641113,12.157333374023438,38.086883544921875,752.9010009765625,31.63599967956543,-0.2840000092983246,31.920000076293945,25.007999420166016,11.982666015625,25.007999420166016,6.427999973297119,1248,147,74,22.060428619384766,405,240,405,275
US-NC2,15.92650032043457,1252,15.92650032043457,12.14033317565918,38.100467681884766,750.90313720703125,31.59600067138672,-0.2680000066757202,31.86400032043457,24.983333587646484,12.02066707611084,24.983333587646484,6.458000183105469,1252,148,74,22.236400604248047,407,240,407,275
US-NC3,15.9399995803833,1254,15.9399995803833,12.082666397094727,38.005367279052734,749.08038330078125,31.552000045776367,-0.24000000953674316,31.79199981689453,24.97333335876465,12.045332908630371,24.97333335876465,6.488666534423828,1254,149,75,22.2386417388916,408,242,408,274
US-NC4,16.12700080871582,1327,16.12700080871582,9.7953338623046875,33.90327072143555,717.428955078125,30.392000198364258,1.5,28.892000198364258,24.628000259399414,12.989333152770996,24.77666664123535,7.177999973297119,1327,151,86,18.78490447998047,421,281,412,299
US-Ne1,10.274833679199219,799,10.274833679199219,12.970333099365234,30.327192306518555,1094.0059814453125,31.083999633789062,-11.684000015258789,42.76799774169922,21.152666091918945,-3.7766666412353516,23.354000091552734,-3.7766666412353516,799,121,17,52.33445739746094,314,61,292,61
US-Ne2,10.274833679199219,799,10.274833679199219,12.970333099365234,30.327192306518555,1094.0059814453125,31.083999633789062,-11.684000015258789,42.76799774169922,21.152666091918945,-3.7766666412353516,23.354000091552734,-3.7766666412353516,799,121,17,52.33445739746094,314,61,292,61
US-Ne3,10.188833236694336,797,10.188833236694336,12.876999855041504,30.165386199951172,1095.762939453125,30.90799903869629,-11.779999732971191,42.6879997253418,21.07933235168457,-3.8993332386016846,23.279998779296875,-3.8993332386016846,797,121,17,52.460025787353516,315,61,292,61
