site_id,location_lat,location_long,cci_native_class,cci_native_class_name,cci_high_level_class,cci_high_level_class_name,landcover_method,lulc_native,lulc_native_name,lulc_level2,lulc_level2_name,lulc_highlevel,lulc_highlevel_name
NL-Haa,52.00310134887695,4.805500030517578,130,Grassland,4,Grassland,exact,130,Grassland,13,Grassland,4,Grassland
NL-Hor,52.028900146484375,5.067500114440918,190,Urban areas,6,Settlement,exact,190,Urban areas,19,Urban areas,6,Settlement
NL-Lan,51.9536018371582,4.902900218963623,130,Grassland,4,Grassland,exact,130,Grassland,13,Grassland,4,Grassland
NL-Loo,52.16790008544922,5.743959903717041,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
NL-Lut,53.39889907836914,6.355999946594238,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
NL-Mol,51.650001525878906,4.638999938964844,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
PL-wet,52.76219940185547,16.30940055847168,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",5,Wetland,exact,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",18,Flooded shrub/herb,5,Wetland
PT-Esp,38.639400482177734,-8.601799964904785,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",2,Forest,exact,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",6,BL deciduous forest,2,Forest
PT-Mi1,38.54069900512695,-8.000399589538574,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
PT-Mi2,38.47650146484375,-8.024550437927246,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
RU-Che,68.61470031738281,161.33900451660156,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",5,Wetland,exact,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",18,Flooded shrub/herb,5,Wetland
RU-Cok,70.61669921875,147.88299560546875,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
RU-Fyo,56.461669921875,32.92388916015625,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",2,Forest,exact,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",9,Mixed forest,2,Forest
RU-Ha1,54.72529983520508,90.002197265625,150,"Sparse vegetation (tree, shrub, herbaceous cover) (<15%)",3,Shrubland,exact,150,"Sparse vegetation (tree, shrub, herbaceous cover) (<15%)",15,Sparse vegetation,3,Shrubland
RU-Ha2,54.773101806640625,89.95670318603516,150,"Sparse vegetation (tree, shrub, herbaceous cover) (<15%)",3,Shrubland,exact,150,"Sparse vegetation (tree, shrub, herbaceous cover) (<15%)",15,Sparse vegetation,3,Shrubland
RU-Ha3,54.704551696777344,89.077850341796875,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",2,Forest,exact,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",6,BL deciduous forest,2,Forest
RU-Zot,60.80080032348633,89.350799560546875,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
SE-Abi,68.36238861083984,18.794750213623047,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",2,Forest,exact,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",6,BL deciduous forest,2,Forest
SE-Deg,64.18329620361328,19.549999237060547,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",5,Wetland,exact,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",18,Flooded shrub/herb,5,Wetland
SE-Faj,56.265499114990234,13.553500175476074,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
SE-Fla,64.11280059814453,19.456899642944336,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
SE-Nor,60.08649826049805,17.479503631591797,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
SE-Sk1,60.125,17.918100357055664,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
SE-Sk2,60.129669189453125,17.840059280395508,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
SE-St1,68.36669921875,19.049694061279297,210,Water bodies,9,Water,exact,210,Water bodies,21,Water bodies,9,Water
SK-Tat,49.12080001831055,20.16349983215332,100,Mosaic tree and shrub (>50%) / herbaceous cover (<50%),2,Forest,exact,100,Mosaic tree and shrub (>50%) / herbaceous cover (<50%),10,Mosaic tree-shrub/herb,2,Forest
TW-Tar,24.031200408935547,120.68800354003906,20,"Cropland, irrigated or post-flooding",1,Cropland,exact,20,"Cropland, irrigated or post-flooding",2,Irrigated cropland,1,Cropland
UK-AMo,55.79169845581055,-3.2388899326324463,130,Grassland,4,Grassland,exact,130,Grassland,13,Grassland,4,Grassland
UK-EBu,55.86600112915039,-3.205780029296875,110,Mosaic herbaceous cover (>50%) / tree and shrub (<50%),4,Grassland,exact,110,Mosaic herbaceous cover (>50%) / tree and shrub (<50%),11,Mosaic herb/tree-shrub,4,Grassland
UK-ESa,55.90694046020508,-2.858609914779663,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
UK-Gri,56.60721969604492,-3.7980599403381343,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
UK-Ham,51.153533935546875,-0.858299970626831,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",2,Forest,exact,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",6,BL deciduous forest,2,Forest
UK-Her,51.78379821777344,-0.4760800004005432,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
UK-PL3,51.45000076293945,-1.266669988632202,100,Mosaic tree and shrub (>50%) / herbaceous cover (<50%),2,Forest,exact,100,Mosaic tree and shrub (>50%) / herbaceous cover (<50%),10,Mosaic tree-shrub/herb,2,Forest
UK-Tad,51.20709991455078,-2.8286399841308594,130,Grassland,4,Grassland,exact,130,Grassland,13,Grassland,4,Grassland
US-ARb,35.54970169067383,-98.04019927978516,130,Grassland,4,Grassland,exact,130,Grassland,13,Grassland,4,Grassland
US-ARc,35.54648971557617,-98.04000091552734,130,Grassland,4,Grassland,exact,130,Grassland,13,Grassland,4,Grassland
US-ARM,36.60580062866211,-97.488800048828125,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Atq,70.46959686279297,-157.40899658203125,140,Lichens and mosses,10,Other,exact,140,Lichens and mosses,14,Lichens and mosses,10,Other
US-Aud,31.590700149536133,-110.51000213623048,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-Bar,44.06460189819336,-71.28807830810547,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",2,Forest,exact,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",9,Mixed forest,2,Forest
US-Bkg,44.34529876708984,-96.83619689941406,130,Grassland,4,Grassland,exact,130,Grassland,13,Grassland,4,Grassland
US-Blo,38.89519882202149,-120.63275146484376,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-Bn1,63.9197998046875,-145.3780059814453,100,Mosaic tree and shrub (>50%) / herbaceous cover (<50%),2,Forest,exact,100,Mosaic tree and shrub (>50%) / herbaceous cover (<50%),10,Mosaic tree-shrub/herb,2,Forest
US-Bn2,63.9197998046875,-145.3780059814453,100,Mosaic tree and shrub (>50%) / herbaceous cover (<50%),2,Forest,exact,100,Mosaic tree and shrub (>50%) / herbaceous cover (<50%),10,Mosaic tree-shrub/herb,2,Forest
US-Bn3,63.922698974609375,-145.74400329589844,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Bo1,40.00619888305664,-88.29039764404297,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Bo2,40.00899887084961,-88.29000091552734,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Brw,71.32250213623047,-156.6259002685547,140,Lichens and mosses,10,Other,exact,140,Lichens and mosses,14,Lichens and mosses,10,Other
US-CaV,39.06330108642578,-79.4207992553711,200,Bare areas,7,Bare,exact,200,Bare areas,20,Bare areas,7,Bare
US-Dk1,35.97119903564453,-79.09339904785156,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",2,Forest,exact,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",9,Mixed forest,2,Forest
US-Dk2,35.97359848022461,-79.10040283203125,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",2,Forest,exact,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",9,Mixed forest,2,Forest
US-Dk3,35.97819900512695,-79.09420013427734,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",2,Forest,exact,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",9,Mixed forest,2,Forest
US-Fmf,35.142601013183594,-111.72730255126952,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-FPe,48.30770111083984,-105.10189819335938,130,Grassland,4,Grassland,exact,130,Grassland,13,Grassland,4,Grassland
US-FR2,29.949499130249023,-97.99620056152344,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-Fuf,35.0890007019043,-111.76200103759766,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-Fwf,35.44540023803711,-111.77179718017578,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-Goo,34.25469970703125,-89.87349700927734,40,"Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",10,Other,exact,40,"Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",4,Mosaic nat-veg/cropland,10,Other
US-Ha1,42.53779983520508,-72.17150115966797,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",2,Forest,exact,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",9,Mixed forest,2,Forest
US-Ha2,42.53929901123047,-72.17790222167969,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-Ho1,45.2041015625,-68.74019622802734,160,"Tree cover, flooded, fresh or brakish water",5,Wetland,exact,160,"Tree cover, flooded, fresh or brakish water",16,Flooded forest (freshwater),5,Wetland
US-Ho2,45.20909881591797,-68.74700164794922,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-IB1,41.85929870605469,-88.22270202636719,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-IB2,41.840599060058594,-88.240997314453125,130,Grassland,4,Grassland,exact,130,Grassland,13,Grassland,4,Grassland
US-Ivo,68.48650360107422,-155.75,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-KS1,28.45829963684082,-80.6708984375,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-KS2,28.60860061645508,-80.67150115966797,160,"Tree cover, flooded, fresh or brakish water",5,Wetland,exact,160,"Tree cover, flooded, fresh or brakish water",16,Flooded forest (freshwater),5,Wetland
US-Los,46.08269882202149,-89.97920227050781,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",5,Wetland,exact,180,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",18,Flooded shrub/herb,5,Wetland
US-LPH,42.541900634765625,-72.18499755859375,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",2,Forest,exact,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",9,Mixed forest,2,Forest
US-Me1,44.57939910888672,-121.5,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-Me2,44.452301025390625,-121.55740356445312,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-Me3,44.315399169921875,-121.60780334472656,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-Me4,44.49919891357422,-121.62239837646484,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-MMS,39.32310104370117,-86.41310119628906,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",2,Forest,exact,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",6,BL deciduous forest,2,Forest
US-MOz,38.74409866333008,-92.1999969482422,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",2,Forest,exact,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",6,BL deciduous forest,2,Forest
US-NC1,35.811500549316406,-76.71150207519531,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-NC2,35.8031005859375,-76.66790008544922,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-Ne1,41.16510009765625,-96.47660064697266,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Ne2,41.16490173339844,-96.47010040283205,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-Ne3,41.1796989440918,-96.439697265625,11,Herbaceous cover,1,Cropland,exact,11,Herbaceous cover,1,Rainfed cropland,1,Cropland
US-NR1,40.032901763916016,-105.5459976196289,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-Oho,41.554500579833984,-83.84380340576172,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",2,Forest,exact,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",6,BL deciduous forest,2,Forest
US-PFa,45.945899963378906,-90.27230072021484,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-SO2,33.3739013671875,-116.62288665771484,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-SO3,33.377201080322266,-116.62268829345705,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-SO4,33.3843994140625,-116.64025115966795,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-SP1,29.738100051879883,-82.21880340576172,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-SP2,29.764799118041992,-82.24479675292969,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-SP3,29.75480079650879,-82.163299560546875,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-SP4,29.802799224853516,-82.2031021118164,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
US-SRM,31.821399688720703,-110.86599731445312,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-Syv,46.242000579833984,-89.34770202636719,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",2,Forest,exact,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",9,Mixed forest,2,Forest
US-Ton,38.43159866333008,-120.96600341796876,10,"Cropland, rainfed",1,Cropland,exact,10,"Cropland, rainfed",1,Rainfed cropland,1,Cropland
US-UMB,45.55979919433594,-84.71379852294922,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",2,Forest,exact,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",6,BL deciduous forest,2,Forest
US-Var,38.413299560546875,-120.9507293701172,130,Grassland,4,Grassland,exact,130,Grassland,13,Grassland,4,Grassland
US-WBW,35.95880126953125,-84.28739929199219,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",2,Forest,exact,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",6,BL deciduous forest,2,Forest
US-WCr,45.80590057373047,-90.07990264892578,40,"Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",10,Other,exact,40,"Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",4,Mosaic nat-veg/cropland,10,Other
US-Wi0,46.61880111694336,-91.0813980102539,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",2,Forest,exact,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",9,Mixed forest,2,Forest
US-Wi1,46.730499267578125,-91.23290252685548,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",2,Forest,exact,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",6,BL deciduous forest,2,Forest
US-Wi2,46.6869010925293,-91.152801513671875,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",2,Forest,exact,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",6,BL deciduous forest,2,Forest
US-Wi4,46.73929977416992,-91.16629791259766,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",2,Forest,exact,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",9,Mixed forest,2,Forest
US-Wi5,46.653099060058594,-91.08580017089844,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",2,Forest,exact,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",6,BL deciduous forest,2,Forest
US-Wi6,46.624900817871094,-91.29820251464844,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-Wi7,46.64910125732422,-91.06929779052734,130,Grassland,4,Grassland,exact,130,Grassland,13,Grassland,4,Grassland
US-Wi8,46.7223014831543,-91.25240325927734,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",2,Forest,exact,60,"Tree cover, broadleaved, deciduous, closed to open (>15%)",6,BL deciduous forest,2,Forest
US-Wi9,46.61880111694336,-91.0813980102539,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",2,Forest,exact,90,"Tree cover, mixed leaf type (broadleaved and needleleaved)",9,Mixed forest,2,Forest
US-Wkg,31.736499786376953,-109.94200134277344,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
US-Wrc,45.820499420166016,-121.9520034790039,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",2,Forest,exact,70,"Tree cover, needleleaved, evergreen, closed to open (>15%)",7,NL evergreen forest,2,Forest
VU-Coc,-15.442700386047363,167.19200134277344,50,"Tree cover, broadleaved, evergreen, closed to open (>15%)",2,Forest,exact,50,"Tree cover, broadleaved, evergreen, closed to open (>15%)",5,BL evergreen forest,2,Forest
ZA-Kru,-25.019699096679688,31.49690055847168,120,Shrubland,3,Shrubland,exact,120,Shrubland,12,Shrubland,3,Shrubland
