site_id,igbp,region,network,location_lat,location_long,has_badm_record,has_dom_dist_mgmt,dom_dist_mgmt_values,has_site_desc,mgmt_harvest,mgmt_tillage,mgmt_fertilization,mgmt_grazing,mgmt_irrigation,mgmt_thinning,mgmt_burning,mgmt_drainage_wtd,mgmt_forestry_unspecified,mgmt_other,any_management,wtd_group_present
ES-Agu,OSH,Europe,CarboEuropeIP;European Fluxes Database;GHG-Europe,36.939384,-2.034044,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ES-Amo,OSH,Europe,CarboEuropeIP;European Fluxes Database;GHG-Europe,36.833405,-2.2522173,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ES-Cnd,WSA,Europe,European Fluxes Database,37.914997,-3.227659,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ES-Crg,CSH,Europe,European Fluxes Database,39.11926,-0.95852,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ES-Dnn,OSH,Europe,European Fluxes Database,36.9968,-6.5118,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ES-FtD,WET,Europe,European Fluxes Database,36.99854,-6.434575,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ES-Gdn,SAV,Europe,European Fluxes Database;GHG-Europe,37.91084,-3.228489,TRUE,FALSE,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ES-HdD,SAV,Europe,European Fluxes Database,38.49679,-5.111296,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ES-HeB,ENF,Europe,European Fluxes Database,38.40475,-1.726215,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ES-Hen,ENF,Europe,European Fluxes Database,38.411087,-1.697534,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ES-LJu,OSH,Europe,European Fluxes Database;GHG-Europe,36.926594,-2.752115,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ES-LM1,SAV,Europe,European Fluxes Database,39.94269,-5.778683,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ES-LM2,SAV,Europe,European Fluxes Database,39.934593,-5.775881,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ES-LMa,SAV,Europe,European Fluxes Database;ICOS,39.94033,-5.77465,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ES-Mcd,EBF,Europe,European Fluxes Database,39.58819,-0.39969,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ES-MtB,OSH,Europe,European Fluxes Database,37.020206,-6.5544033,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ES-MtN,CSH,Europe,European Fluxes Database,36.99234,-6.4826016,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ES-Mzn,EBF,Europe,European Fluxes Database,40.089497,-0.827409,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ES-Pdu,WET,Europe,European Fluxes Database;GHG-Europe;InGOS,37.016975,-3.609228,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ES-Pzb,GRA,Europe,European Fluxes Database,38.362118,-4.767329,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ES-Srn,EBF,Europe,European Fluxes Database,40.15047,-0.8380832,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ES-TzM,DBF,Europe,European Fluxes Database,39.265785,-1.9397246,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ES-VDA,GRA,Europe,CarboEuropeIP;Carbomont;European Fluxes Database,42.15111,1.4473800000000001,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ES-Yst,ENF,Europe,European Fluxes Database;GHG-Europe,38.338932,-2.3506052,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FI-Ant,GRA,Europe,European Fluxes Database;ICOS,63.16347,27.234991,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FI-Hyy,ENF,Europe,European Fluxes Database;ICOS,61.847410000000004,24.29477,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FI-Jok,CRO,Europe,European Fluxes Database;GHG-Europe,60.8986,23.51345,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FI-Ken,ENF,Europe,European Fluxes Database;ICOS,67.98721,24.24301,TRUE,FALSE,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FI-Let,ENF,Europe,European Fluxes Database;ICOS,60.64183,23.95952,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
FI-Nsv,CVM,Europe,European Fluxes Database,62.8639,24.08382,TRUE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
FI-Pap,CRO,Europe,European Fluxes Database,63.13806,27.246117,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FI-Qvd,CRO,Europe,European Fluxes Database,60.295242,22.391607,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FI-Rk2,ENF,Europe,European Fluxes Database,61.182884,25.262684,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
FI-Ruk,CRO,Europe,European Fluxes Database,64.68398,25.106318,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
FI-Sar,CRO,Europe,European Fluxes Database,63.15143,27.199064,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FI-Sii,WET,Europe,European Fluxes Database;ICOS,61.83265,24.19285,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FI-Sod,ENF,Europe,European Fluxes Database;ICOS,67.36239,26.63859,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FI-Var,ENF,Europe,European Fluxes Database;ICOS,67.7549,29.61,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FR-Aur,CRO,Europe,European Fluxes Database;ICOS,43.54965,1.106103,TRUE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FR-Bil,ENF,Europe,European Fluxes Database;ICOS,44.493652,-0.956092,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FR-CLt,GRA,Europe,European Fluxes Database;ICOS,45.0414,6.41053,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FR-EM2,CRO,Europe,European Fluxes Database;ICOS,49.87211,3.02065,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FR-FBn,ENF,Europe,European Fluxes Database;ICOS,43.24079,5.67865,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FR-Fon,DBF,Europe,European Fluxes Database;ICOS,48.476357,2.780096,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FR-Gri,CRO,Europe,European Fluxes Database;ICOS,48.84422,1.95191,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FR-Hes,DBF,Europe,European Fluxes Database;ICOS,48.6741,7.06465,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FR-LBr,ENF,Europe,CarboEuroFlux;CarboEuropeIP;CarboExtreme;EuroFlux;European Fluxes Database;GHG-Europe,44.71711,-0.7693,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FR-LGt,WET,Europe,European Fluxes Database;ICOS,47.322918,2.284102,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
FR-Lam,CRO,Europe,European Fluxes Database;ICOS,43.496437,1.237878,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FR-Lqu,GRA,Europe,European Fluxes Database;ICOS,45.6444,2.7349,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FR-Lus,GRA,Europe,European Fluxes Database;ICOS,46.414246,0.1206518,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FR-Mau,GRA,Europe,European Fluxes Database;GHG-Europe,43.385,1.29306,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FR-Mej,GRA,Europe,European Fluxes Database;ICOS,48.1184,-1.79635,TRUE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FR-Nzn,GRA,Europe,European Fluxes Database,48.005814,-2.81721,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FR-Pue,EBF,Europe,European Fluxes Database;ICOS,43.7413,3.5957,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FR-Tou,GRA,Europe,European Fluxes Database;ICOS,43.572857,1.37474,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GF-Guy,EBF,S. America,European Fluxes Database;ICOS,5.2787,-52.9248,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
GH-Ank,EBF,Africa,CarboAfrica;European Fluxes Database,5.268543,-2.694206,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GL-Dsk,OSH,N. America,European Fluxes Database;ICOS,69.25349,-53.51413,TRUE,FALSE,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
GL-NuF,WET,N. America,European Fluxes Database;ICOS,64.130936,-51.386066,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GL-ZaF,WET,N. America,European Fluxes Database;ICOS,74.48152,-20.555773,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GL-ZaH,GRA,N. America,European Fluxes Database;ICOS,74.4733,-20.550869,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ID-JOP,EBF,Asia,AsiaFlux,-1.69306,103.39139,TRUE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ID-PaB,OSH,Asia,AsiaFlux;JapanFlux,-2.340796,114.0379,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
ID-PaD,EBF,Asia,AsiaFlux;JapanFlux,-2.3460708,114.03641,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ID-Pag,EBF,Asia,AsiaFlux;JapanFlux,-2.3239167,113.90439,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
IE-CaC,CRO,Europe,European Fluxes Database,52.85879,-6.918136,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IE-CaN,CRO,Europe,European Fluxes Database,52.85879,-6.918136,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IE-Cra,WET,Europe,European Fluxes Database;ICOS,53.32308,-7.64177,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IE-Gwr,CRO,Europe,European Fluxes Database,52.6365,-7.011306,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL-RmH,EBF,Asia,European Fluxes Database,32.5555,34.947285,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IL-Yat,ENF,Asia,CarboEuroFlux;CarboEuropeIP;European Fluxes Database,31.345045,35.051987,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
IT-Arz,OSH,Europe,European Fluxes Database,45.61902,10.00228,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
IT-BCi,CRO,Europe,European Fluxes Database;ICOS,40.52375,14.957444,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IT-BFt,DBF,Europe,European Fluxes Database;ICOS,45.197754,10.741966,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IT-BsB,DBF,Europe,European Fluxes Database,45.11823,7.161995,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IT-Bsn,GRA,Europe,European Fluxes Database,45.11924,7.160429,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IT-CA1,DBF,Europe,European Fluxes Database;GHG-Europe,42.38041,12.026561,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IT-CA2,CRO,Europe,European Fluxes Database;GHG-Europe,42.37722,12.026039,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IT-CA3,DBF,Europe,European Fluxes Database;GHG-Europe,42.38,12.0222,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IT-Cp2,MF,Europe,European Fluxes Database;ICOS,41.704266,12.357293,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IT-Lav,ENF,Europe,CarboEuroFlux;CarboEuropeIP;CarboItaly;European Fluxes Database;GHG-Europe,45.9562,11.28132,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IT-Lsn,OSH,Europe,European Fluxes Database;ICOS,45.740482,12.750297,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IT-MBo,GRA,Europe,European Fluxes Database;ICOS,46.01468,11.045831,TRUE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
IT-MtM,GRA,Europe,European Fluxes Database,46.687134,10.579597,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
IT-NiG,GRA,Europe,European Fluxes Database,45.51919,7.171434,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IT-Niv,GRA,Europe,European Fluxes Database;ICOS,45.49091,7.13943,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
IT-Noe,CSH,Europe,European Fluxes Database;ICOS,40.606174,8.151694,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IT-PT1,DBF,Europe,NA,45.20087,9.061039,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
IT-Ren,ENF,Europe,European Fluxes Database;ICOS,46.58686,11.43369,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IT-SR2,ENF,Europe,European Fluxes Database;ICOS,43.73202,10.29091,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IT-SRo,ENF,Europe,CarboEuroFlux;CarboEuropeIP;CarboExtreme;European Fluxes Database;Medeflu,43.72786,10.284445,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IT-Tor,GRA,Europe,European Fluxes Database;ICOS,45.84444,7.578055,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IT-TrF,DNF,Europe,European Fluxes Database;ICOS,45.82376,7.56089,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JP-Api,DBF,Asia,AsiaFlux;JapanFlux,40.001358,140.93658,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JP-BBY,WET,Asia,AsiaFlux;JapanFlux,43.322998,141.81065,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JP-Fhk,DNF,Asia,AsiaFlux;JapanFlux,35.443554,138.7647,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JP-Fjy,ENF,Asia,AsiaFlux;JapanFlux,35.45454,138.76225,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JP-Fmt,MF,Asia,JapanFlux,35.638744,139.37975,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JP-Hc2,CRO,Asia,AsiaFlux;JapanFlux,34.537518,133.92755,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JP-Hc3,CRO,Asia,JapanFlux,34.539673,133.91173,TRUE,FALSE,NA,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
JP-KaP,CRO,Asia,JapanFlux,36.08313,140.24033,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
JP-Khw,ENF,Asia,AsiaFlux;JapanFlux,33.13658,130.70834,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JP-Kzw,MF,Asia,AsiaFlux;JapanFlux,36.406788,138.57257,TRUE,FALSE,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
JP-MBF,DBF,Asia,AsiaFlux,44.38406,142.31862,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
JP-MMF,MF,Asia,AsiaFlux;JapanFlux,44.321884,142.26152,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
JP-Mse,CRO,Asia,AsiaFlux;JapanFlux,36.05393,140.02693,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JP-Nkm,ENF,Asia,AsiaFlux;JapanFlux,35.808064,137.83388,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
JP-NsC,GRA,Asia,AsiaFlux;JapanFlux,36.915054,139.93684,TRUE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
JP-NsM,GRA,Asia,AsiaFlux;JapanFlux,36.91604,139.936,TRUE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
JP-Nuf,DBF,Asia,JapanFlux,35.152416,136.9719,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JP-Om2,GRA,Asia,AsiaFlux;JapanFlux,34.542454,135.50822,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JP-SMF,MF,Asia,AsiaFlux;JapanFlux,35.261528,137.07875,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JP-Sb1,WET,Asia,JapanFlux,45.104702,141.68797,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
JP-Sb2,WET,Asia,JapanFlux,45.10339,141.6808,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
JP-Shn,MF,Asia,JapanFlux,35.865753,137.93256,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JP-Spp,DBF,Asia,AsiaFlux;JapanFlux,42.986843,141.38533,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
JP-Srk,DBF,Asia,AsiaFlux;JapanFlux,40.565483,140.12779,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
