site_id,igbp,region,network,location_lat,location_long,has_badm_record,has_dom_dist_mgmt,dom_dist_mgmt_values,has_site_desc,mgmt_harvest,mgmt_tillage,mgmt_fertilization,mgmt_grazing,mgmt_irrigation,mgmt_thinning,mgmt_burning,mgmt_drainage_wtd,mgmt_forestry_unspecified,mgmt_other,any_management,wtd_group_present
CA-SMC,ENF,N. America,AmeriFlux,63.1534,-123.2522,TRUE,TRUE,Undisturbed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CA-TP1,ENF,N. America,AmeriFlux;Fluxnet-Canada;Phenocam,42.6609,-80.5595,TRUE,TRUE,Forestry; Pests and disease,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
CA-TP2,ENF,N. America,AmeriFlux;Fluxnet-Canada,42.7744,-80.4588,TRUE,TRUE,Forestry,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
CA-TP3,ENF,N. America,AmeriFlux;Fluxnet-Canada;Phenocam,42.7068,-80.3483,TRUE,TRUE,Forestry,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
CA-TP4,ENF,N. America,AmeriFlux;Fluxnet-Canada;Phenocam,42.7102,-80.3574,TRUE,TRUE,Forestry,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
CA-TPA,CRO,N. America,AmeriFlux,42.6947,-80.3487,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
CA-TPD,DBF,N. America,AmeriFlux;Fluxnet-Canada;Phenocam,42.6353,-80.5577,TRUE,TRUE,Forestry,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
CA-TVC,OSH,N. America,AmeriFlux,68.7462,-133.5017,TRUE,TRUE,Undisturbed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CD-Ygb,MF,Africa,European Fluxes Database;ICOS,0.814444,24.502472,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CG-Tch,SAV,Africa,CarboAfrica;European Fluxes Database,-4.2891665,11.656417,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CH-Aws,GRA,Europe,CarboExtreme;European Fluxes Database;GHG-Europe;Swiss FluxNet,46.58311,9.790639,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CH-Cha,GRA,Europe,CarboExtreme;European Fluxes Database;GHG-Europe;Swiss FluxNet,47.21022,8.410444,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CH-Crs,GRA,Europe,European Fluxes Database,47.0436,7.0475,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
CH-Dav,ENF,Europe,European Fluxes Database;ICOS,46.81533,9.85591,TRUE,FALSE,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
CH-For,CRO,Europe,European Fluxes Database,46.527206,6.7595406,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CH-Frk,GRA,Europe,European Fluxes Database,46.577637,8.421592,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CH-Fru,GRA,Europe,CarboExtreme;European Fluxes Database;GHG-Europe;Swiss FluxNet,47.115833,8.537778,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CH-Lae,MF,Europe,CarboEuropeIP;European Fluxes Database;GHG-Europe;Swiss FluxNet,47.478333,8.364389,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CH-Oe1,GRA,Europe,CarboEuropeIP;European Fluxes Database;GreenGrass;Swiss FluxNet,47.28583,7.731944,TRUE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
CH-Oe2,CRO,Europe,CarboEuropeIP;European Fluxes Database;GHG-Europe;Swiss FluxNet,47.286415,7.73375,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CH-Oe3,GRA,Europe,European Fluxes Database,47.28542,7.732438,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CH-Rh1,GRA,Europe,European Fluxes Database,47.3,9.5,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
CH-Rh2,GRA,Europe,European Fluxes Database,47.3,9.5,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CH-Rtb,GRA,Europe,European Fluxes Database,47.3804,8.9934,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
CH-Tnk,CRO,Europe,European Fluxes Database,47.48058,8.911775,TRUE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
CL-ACF,ENF,S. America,AmeriFlux,-40.1726,-73.4439,TRUE,TRUE,Fire,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
CL-SDF,EBF,S. America,AmeriFlux,-41.883,-73.676,TRUE,TRUE,Forestry,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
CL-SDP,WET,S. America,AmeriFlux,-41.879,-73.666,TRUE,TRUE,Agriculture; Grazing,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
CN-Aro,GRA,Asia,ChinaFLUX,38.04734,100.46432,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Ash,EBF,Asia,ChinaFLUX,24.53806,101.02917,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-BeO,MF,Asia,ChinaFLUX,40.02621,116.39143,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-DaW,WET,Asia,ChinaFLUX,30.4691,91.0624,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Dan,GRA,Asia,ChinaFLUX,30.4978,91.0664,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Dda,GRA,Asia,ChinaFLUX,41.64397,110.33147,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Din,EBF,Asia,ChinaFLUX,23.1733,112.5361,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Dmn,CRO,Asia,ChinaFLUX,38.85551,100.37223,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Dsh,GRA,Asia,ChinaFLUX,38.83992,98.9406,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Du2,GRA,Asia,ChinaFLUX,42.0467,116.2836,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Dzo,EBF,Asia,ChinaFLUX,19.546,109.475,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Erg,GRA,Asia,ChinaFLUX,50.1869,119.3889,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-GuT,GRA,Asia,ChinaFLUX,34.35481,100.4872,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Ha2,OSH,Asia,ChinaFLUX,37.6086,101.3269,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-HaM,GRA,Asia,AsiaFlux;JapanFlux,37.607433,101.332,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-HaW,WET,Asia,ChinaFLUX,37.607655,101.32899,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-HeD,BSV,Asia,ChinaFLUX,42.1135,100.9872,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-HeM,DBF,Asia,ChinaFLUX,41.99029,101.13349,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Huz,BSV,Asia,ChinaFLUX,38.76519,100.3186,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Jng,GRA,Asia,ChinaFLUX,37.83869,101.1145,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Jzh,CRO,Asia,ChinaFLUX,41.14806,121.20167,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Lch,CRO,Asia,NA,37.88936,114.69289,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Lsh,DNF,Asia,AsiaFlux;JapanFlux,45.27984,127.57821,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Mxn,MF,Asia,ChinaFLUX,31.6948,103.8951,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Nmn,CRO,Asia,ChinaFLUX,42.94611,120.72694,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Qng,DNF,Asia,ChinaFLUX,33.46807,108.49102,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Sb1,DNF,Asia,Unaffiliated,42.40907,117.31461,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Sb2,ENF,Asia,Unaffiliated,42.39117,117.37017,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Sdq,OSH,Asia,ChinaFLUX,42.00119,101.13741,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-SnB,WET,Asia,USCCC,31.6905,121.6563,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Wnb,BSV,Asia,ChinaFLUX,40.42876,106.74229,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Xi2,GRA,Asia,ChinaFLUX,43.55444,116.6714,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-YaS,OSH,Asia,ChinaFLUX,37.70877,107.22655,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Yan,OSH,Asia,NA,37.82861,107.49278,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-You,GRA,Asia,ChinaFLUX,38.01419,100.24206,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Yuc,CRO,Asia,ChinaFLUX,36.8287,116.5701,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CN-Zha,WET,Asia,ChinaFLUX,38.97514,100.4464,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CR-AqC,EBF,S. America,Unaffiliated,9.938369,-83.7289,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
CR-Fsc,CRO,S. America,AmeriFlux,10.4189,-85.4732,TRUE,TRUE,Agriculture; Drought,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
CZ-BK1,ENF,Europe,European Fluxes Database;ICOS,49.502075,18.536882,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CZ-BK2,GRA,Europe,CarboEuropeIP;Carbomont;European Fluxes Database;GHG-Europe,49.49443,18.54285,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CZ-KrP,CRO,Europe,European Fluxes Database,49.573257,15.078773,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CZ-LnG,GRA,Europe,European Fluxes Database,48.704224,16.926247,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CZ-Lnz,DBF,Europe,European Fluxes Database;ICOS,48.68155,16.946331,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CZ-RAJ,ENF,Europe,European Fluxes Database,49.44372,16.696512,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CZ-Stn,DBF,Europe,European Fluxes Database,49.035976,17.9699,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CZ-wet,WET,Europe,European Fluxes Database;ICOS,49.02465,14.77035,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
DE-Akm,WET,Europe,European Fluxes Database,53.86617,13.68342,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DE-Amv,WET,Europe,European Fluxes Database;ICOS,52.1757,6.95537,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
DE-Brs,CRO,Europe,European Fluxes Database;ICOS,52.29663,10.44871,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DE-Etn,DBF,Europe,European Fluxes Database,48.268486,7.878243,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DE-Fen,GRA,Europe,European Fluxes Database;ICOS,47.832905,11.060701,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
DE-Geb,CRO,Europe,European Fluxes Database;ICOS,51.09973,10.91463,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DE-Gri,GRA,Europe,European Fluxes Database;ICOS,50.950005,13.512533,TRUE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DE-GsB,GRA,Europe,European Fluxes Database;ICOS,52.029648,11.10478,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
DE-Gwg,GRA,Europe,European Fluxes Database;ICOS,47.570835,11.032604,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DE-Hai,DBF,Europe,European Fluxes Database;ICOS,51.079212,10.452168,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DE-Har,ENF,Europe,European Fluxes Database;ICOS,47.93391,7.59814,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
DE-Hdn,CRO,Europe,European Fluxes Database,53.86825,13.268543,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DE-HoH,DBF,Europe,European Fluxes Database;ICOS,52.08656,11.22235,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DE-Hte,WET,Europe,EuroFlux;European Fluxes Database,54.213055,12.179944,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
DE-Hzd,DBF,Europe,European Fluxes Database;ICOS,50.96381,13.48978,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DE-Kli,CRO,Europe,European Fluxes Database;ICOS,50.893044,13.5223,TRUE,FALSE,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DE-Lkb,ENF,Europe,European Fluxes Database;GHG-Europe,49.099617,13.3046665,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DE-Lnf,DBF,Europe,European Fluxes Database;GHG-Europe;InGOS,51.328217,10.3678,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DE-Msr,ENF,Europe,European Fluxes Database;ICOS,47.80918,11.456168,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
DE-Obe,ENF,Europe,CarboEuropeIP;European Fluxes Database,50.7864,13.72168,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DE-Rns,CRO,Europe,European Fluxes Database,51.494953,9.932118,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DE-RuC,OSH,Europe,European Fluxes Database,50.5031,6.336,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DE-RuM,CRO,Europe,European Fluxes Database,50.929787,6.2969923,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DE-RuR,GRA,Europe,European Fluxes Database;ICOS,50.621914,6.304126,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DE-RuS,CRO,Europe,European Fluxes Database;ICOS,50.865906,6.4471445,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DE-RuW,ENF,Europe,European Fluxes Database;ICOS,50.50493,6.3309627,TRUE,FALSE,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DE-SbM,WET,Europe,European Fluxes Database,51.764927,10.51799,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DE-Seh,CRO,Europe,CarboEuropeIP;European Fluxes Database,50.870625,6.449653,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DE-SfS,WET,Europe,European Fluxes Database;TERENO,47.80629,11.32757,TRUE,FALSE,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DE-Spw,WET,Europe,European Fluxes Database;IMECC,51.89225,14.03369,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DE-Tha,ENF,Europe,European Fluxes Database;ICOS,50.962597,13.565333,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DE-Zrk,WET,Europe,NA,53.875942,12.88901,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
DK-Eng,GRA,Europe,CarboEuropeIP;European Fluxes Database,55.69053,12.19175,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
DK-Fou,CRO,Europe,CarboEuropeIP;European Fluxes Database,56.4842,9.58722,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
DK-Gds,ENF,Europe,European Fluxes Database;ICOS,56.0737,9.3341,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DK-RCW,DBF,Europe,European Fluxes Database;ICOS,55.680683,12.101398,TRUE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DK-Skj,WET,Europe,European Fluxes Database;ICOS,55.91273,8.40481,TRUE,FALSE,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
DK-Sor,DBF,Europe,European Fluxes Database;ICOS,55.48587,11.644645,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DK-Vng,CRO,Europe,European Fluxes Database;ICOS,56.037476,9.160709,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EE-Pts,WET,Europe,European Fluxes Database;GHG-Europe,58.562298,24.369932,TRUE,FALSE,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
EE-Rng,WET,Europe,European Fluxes Database;GHG-Europe,57.913143,26.694048,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EE-Stg,ENF,Europe,European Fluxes Database,58.023636,26.070753,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ES-Abr,SAV,Europe,European Fluxes Database,38.70184,-6.785881,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
