site_id,location_lat,location_long,trendy_nee_iav_value,trendy_nee_iav_method,trendy_nee_iav_bin,trendy_nee_iav_bin_label,trendy_nee_iav_bin_30
US-Rws,43.1675,-116.7132,35.03424835205078,exact,4,31.9–42.1 gC m-2 yr-1,13
US-Sag,69.5131,-148.5676,20.473501205444336,exact,2,5.0–21.3 gC m-2 yr-1,6
US-SD1,41.2048,-86.0296,55.5615234375,exact,6,54.4–70.9 gC m-2 yr-1,21
US-SD2,41.1785,-85.9977,58.00476837158203,exact,6,54.4–70.9 gC m-2 yr-1,22
US-Seg,34.3603,-106.7003,16.321208953857422,exact,2,5.0–21.3 gC m-2 yr-1,4
US-Ses,34.335,-106.7448,16.321208953857422,exact,2,5.0–21.3 gC m-2 yr-1,4
US-SHC,39.4315,-120.2398,36.820274353027344,exact,4,31.9–42.1 gC m-2 yr-1,14
US-Slt,39.9138,-74.596,68.30303192138672,exact,6,54.4–70.9 gC m-2 yr-1,25
US-Sne,38.0369,-121.7547,35.703857421875,exact,4,31.9–42.1 gC m-2 yr-1,13
US-Snf,38.0402,-121.7272,35.703857421875,exact,4,31.9–42.1 gC m-2 yr-1,13
US-SP1,29.7381,-82.2188,75.44515228271484,exact,7,>70.9 gC m-2 yr-1,27
US-SRC,31.9083,-110.8395,29.85690116882324,exact,3,21.3–31.9 gC m-2 yr-1,10
US-SRG,31.7894,-110.8277,29.85690116882324,exact,3,21.3–31.9 gC m-2 yr-1,10
US-SRM,31.8214,-110.8661,29.85690116882324,exact,3,21.3–31.9 gC m-2 yr-1,10
US-Srr,38.2006,-122.0264,48.097923278808594,exact,5,42.1–54.4 gC m-2 yr-1,18
US-SRS,31.8173,-110.8508,29.85690116882324,exact,3,21.3–31.9 gC m-2 yr-1,10
US-SSH,40.6658,-77.9041,60.47190856933594,exact,6,54.4–70.9 gC m-2 yr-1,23
US-Sta,41.3966,-106.8024,39.68846893310547,exact,4,31.9–42.1 gC m-2 yr-1,15
US-StJ,39.0882,-75.4372,47.951385498046875,exact,5,42.1–54.4 gC m-2 yr-1,18
US-Syv,46.2421,-89.3459,54.891868591308594,exact,6,54.4–70.9 gC m-2 yr-1,21
US-TaS,25.1908,-80.6391,65.82170867919922,exact,6,54.4–70.9 gC m-2 yr-1,24
US-TKs,68.6337,-149.5769,33.11748123168945,exact,4,31.9–42.1 gC m-2 yr-1,12
US-TLR,35.9168,-76.1463,63.5955696105957,exact,6,54.4–70.9 gC m-2 yr-1,24
US-Ton,38.4309,-120.966,42.84930419921875,exact,5,42.1–54.4 gC m-2 yr-1,16
US-Tw1,38.1074,-121.6469,35.703857421875,exact,4,31.9–42.1 gC m-2 yr-1,13
US-Tw2,38.0969,-121.6365,35.703857421875,exact,4,31.9–42.1 gC m-2 yr-1,13
US-Tw3,38.1152,-121.6469,35.703857421875,exact,4,31.9–42.1 gC m-2 yr-1,13
US-Tw4,38.1027,-121.6413,35.703857421875,exact,4,31.9–42.1 gC m-2 yr-1,13
US-Tw5,38.1072,-121.6426,35.703857421875,exact,4,31.9–42.1 gC m-2 yr-1,13
US-Twt,38.1087,-121.6531,35.703857421875,exact,4,31.9–42.1 gC m-2 yr-1,13
US-Uaf,64.8663,-147.8555,31.384281158447266,exact,3,21.3–31.9 gC m-2 yr-1,11
US-UC1,40.7536,-78.0056,52.85396957397461,exact,5,42.1–54.4 gC m-2 yr-1,20
US-UC2,40.7559,-77.9998,60.47190856933594,exact,6,54.4–70.9 gC m-2 yr-1,23
US-UiA,40.0646,-88.1961,57.67061996459961,exact,6,54.4–70.9 gC m-2 yr-1,22
US-UiB,40.0628,-88.1984,57.67061996459961,exact,6,54.4–70.9 gC m-2 yr-1,22
US-UiC,40.0628,-88.1961,57.67061996459961,exact,6,54.4–70.9 gC m-2 yr-1,22
US-UiD,40.0646,-88.1985,57.67061996459961,exact,6,54.4–70.9 gC m-2 yr-1,22
US-UiE,40.0629,-88.2033,57.67061996459961,exact,6,54.4–70.9 gC m-2 yr-1,22
US-UiF,40.0665,-88.2015,57.67061996459961,exact,6,54.4–70.9 gC m-2 yr-1,22
US-UiG,40.0629,-88.2009,57.67061996459961,exact,6,54.4–70.9 gC m-2 yr-1,22
US-UMd,45.5625,-84.6975,18.45685386657715,exact,2,5.0–21.3 gC m-2 yr-1,5
US-UTB,40.7848,-113.8299,8.597027778625488,exact,2,5.0–21.3 gC m-2 yr-1,2
US-UTD,38.1038,-109.5952,26.923784255981445,exact,3,21.3–31.9 gC m-2 yr-1,9
US-UTE,37.7353,-111.5708,30.043155670166016,exact,3,21.3–31.9 gC m-2 yr-1,10
US-UTJ,37.2818,-109.5348,22.334257125854492,exact,3,21.3–31.9 gC m-2 yr-1,7
US-UTL,40.1877,-109.6579,15.016839027404783,exact,2,5.0–21.3 gC m-2 yr-1,4
US-UTM,38.5879,-109.5775,24.037017822265625,exact,3,21.3–31.9 gC m-2 yr-1,7
US-UTP,41.0604,-112.1013,29.769990921020508,exact,3,21.3–31.9 gC m-2 yr-1,10
US-UTV,40.1266,-109.9546,15.016839027404783,exact,2,5.0–21.3 gC m-2 yr-1,4
US-UTW,39.4453,-110.7288,18.91976547241211,exact,2,5.0–21.3 gC m-2 yr-1,5
US-Var,38.4133,-120.9508,42.84930419921875,exact,5,42.1–54.4 gC m-2 yr-1,16
US-Vcm,35.8885,-106.5322,36.61842727661133,exact,4,31.9–42.1 gC m-2 yr-1,13
US-Vcp,35.8641,-106.5965,36.61842727661133,exact,4,31.9–42.1 gC m-2 yr-1,13
US-VT1,40.4064,-87.5214,62.613243103027344,exact,6,54.4–70.9 gC m-2 yr-1,24
US-VT2,40.4018,-87.5213,62.613243103027344,exact,6,54.4–70.9 gC m-2 yr-1,24
US-WCr,45.8058,-90.0795,47.80511474609375,exact,5,42.1–54.4 gC m-2 yr-1,18
US-Whs,31.7438,-110.0522,32.373470306396484,exact,4,31.9–42.1 gC m-2 yr-1,11
US-Wjs,34.4258,-105.8617,33.044376373291016,exact,4,31.9–42.1 gC m-2 yr-1,12
US-Wkg,31.7365,-109.9419,25.938570022583008,exact,3,21.3–31.9 gC m-2 yr-1,8
US-WPT,41.4646,-82.9962,52.18299865722656,exact,5,42.1–54.4 gC m-2 yr-1,20
US-WT1,34.3674,-101.8154,42.00157928466797,exact,4,31.9–42.1 gC m-2 yr-1,16
US-xAB,45.7624,-122.3303,45.87887954711914,exact,5,42.1–54.4 gC m-2 yr-1,18
US-xAE,35.4106,-99.0588,54.51464080810547,exact,6,54.4–70.9 gC m-2 yr-1,21
US-xBA,71.2824,-156.6194,1.6785470247268677,exact,1,0–5 gC m-2 yr-1,1
US-xBL,39.0603,-78.0716,65.5875244140625,exact,6,54.4–70.9 gC m-2 yr-1,24
US-xBN,65.154,-147.5026,36.35524368286133,exact,4,31.9–42.1 gC m-2 yr-1,13
US-xBR,44.0639,-71.2873,42.572078704833984,exact,5,42.1–54.4 gC m-2 yr-1,16
US-xCL,33.4012,-97.57,72.04655456542969,exact,7,>70.9 gC m-2 yr-1,26
US-xCP,40.8155,-104.7456,48.89785385131836,exact,5,42.1–54.4 gC m-2 yr-1,19
US-xDC,47.1617,-99.1066,37.53191757202149,exact,4,31.9–42.1 gC m-2 yr-1,14
US-xDJ,63.881100000000004,-145.7514,29.150310516357425,exact,3,21.3–31.9 gC m-2 yr-1,10
US-xDL,32.5417,-87.8039,83.41522979736328,exact,7,>70.9 gC m-2 yr-1,28
US-xDS,28.125,-81.4362,68.95140838623047,exact,6,54.4–70.9 gC m-2 yr-1,25
US-xGR,35.689,-83.5019,67.10722351074219,exact,6,54.4–70.9 gC m-2 yr-1,25
US-xHE,63.8757,-149.2133,31.578067779541016,exact,3,21.3–31.9 gC m-2 yr-1,11
US-xJE,31.1948,-84.4686,82.2308578491211,exact,7,>70.9 gC m-2 yr-1,28
US-xJR,32.5907,-106.8425,19.15228271484375,exact,2,5.0–21.3 gC m-2 yr-1,5
US-xKZ,39.1008,-96.5631,53.822113037109375,exact,5,42.1–54.4 gC m-2 yr-1,21
US-xLE,31.8539,-88.1612,85.16783142089844,exact,7,>70.9 gC m-2 yr-1,28
US-xMB,38.2483,-109.3883,35.533748626708984,exact,4,31.9–42.1 gC m-2 yr-1,13
US-xML,37.3783,-80.5248,69.607330322265625,exact,6,54.4–70.9 gC m-2 yr-1,25
US-xNG,46.7697,-100.9154,48.59869766235352,exact,5,42.1–54.4 gC m-2 yr-1,19
US-xNQ,40.1776,-112.4524,43.0838623046875,exact,5,42.1–54.4 gC m-2 yr-1,16
US-xNW,40.0543,-105.5824,30.316959381103516,exact,3,21.3–31.9 gC m-2 yr-1,10
US-xPU,19.5531,-155.3173,59.17036437988281,exact,6,54.4–70.9 gC m-2 yr-1,22
US-xRM,40.2759,-105.5459,30.316959381103516,exact,3,21.3–31.9 gC m-2 yr-1,10
US-xRN,35.9641,-84.2826,64.25120544433594,exact,6,54.4–70.9 gC m-2 yr-1,24
US-xSB,29.6893,-81.9934,78.32198333740234,exact,7,>70.9 gC m-2 yr-1,27
US-xSC,38.8929,-78.1395,70.03092956542969,exact,6,54.4–70.9 gC m-2 yr-1,25
US-xSE,38.8901,-76.56,72.65914154052734,exact,7,>70.9 gC m-2 yr-1,26
US-xSJ,37.1088,-119.7323,41.66837310791016,exact,4,31.9–42.1 gC m-2 yr-1,16
US-xSL,40.4619,-103.0293,48.39796829223633,exact,5,42.1–54.4 gC m-2 yr-1,18
US-xSP,37.0334,-119.26220000000001,48.532012939453125,exact,5,42.1–54.4 gC m-2 yr-1,19
US-xSR,31.9107,-110.8355,29.85690116882324,exact,3,21.3–31.9 gC m-2 yr-1,10
US-xST,45.5089,-89.5864,48.38981246948242,exact,5,42.1–54.4 gC m-2 yr-1,18
US-xTE,37.0058,-119.006,48.532012939453125,exact,5,42.1–54.4 gC m-2 yr-1,19
US-xTL,68.6611,-149.3705,24.626209259033203,exact,3,21.3–31.9 gC m-2 yr-1,8
US-xTR,45.4937,-89.5857,48.152679443359375,exact,5,42.1–54.4 gC m-2 yr-1,18
US-xUK,39.0404,-95.1921,51.02814102172851,exact,5,42.1–54.4 gC m-2 yr-1,20
US-xUN,46.2339,-89.5373,46.80606842041016,exact,5,42.1–54.4 gC m-2 yr-1,18
US-xWD,47.1282,-99.2414,37.53191757202149,exact,4,31.9–42.1 gC m-2 yr-1,14
US-xWR,45.8205,-121.9519,43.27487564086914,exact,5,42.1–54.4 gC m-2 yr-1,16
US-xYE,44.9535,-110.5391,31.66269302368164,exact,3,21.3–31.9 gC m-2 yr-1,11
US-YK1,61.2723,-163.2228,36.54438018798828,exact,4,31.9–42.1 gC m-2 yr-1,13
US-YK2,61.2548,-163.259,36.54438018798828,exact,4,31.9–42.1 gC m-2 yr-1,13
US-ZF2,40.7939,-87.5355,56.80087661743164,exact,6,54.4–70.9 gC m-2 yr-1,22
ZA-Uby,-27.3952,32.5889,67.859771728515625,exact,6,54.4–70.9 gC m-2 yr-1,25
ZA-Spk,-28.70408,29.52614,81.37833404541016,exact,7,>70.9 gC m-2 yr-1,28
ZA-Jks,-33.99029,18.95543,50.01709747314453,exact,5,42.1–54.4 gC m-2 yr-1,19
ZA-BfS,-28.8906,24.86112,54.86598205566406,exact,6,54.4–70.9 gC m-2 yr-1,21
ZA-BfK,-28.856483,24.83985,54.86598205566406,exact,6,54.4–70.9 gC m-2 yr-1,21
KR-WdE,34.35956,126.67779,41.025882720947266,exact,4,31.9–42.1 gC m-2 yr-1,15
KR-UAO,36.41682,128.79904,70.35918426513672,exact,6,54.4–70.9 gC m-2 yr-1,26
KR-TwC,37.30493,127.31743,54.884273529052734,exact,6,54.4–70.9 gC m-2 yr-1,21
KR-TwB,37.30406,127.31395,54.884273529052734,exact,6,54.4–70.9 gC m-2 yr-1,21
KR-SmM,37.93894,126.95471,55.51242446899414,exact,6,54.4–70.9 gC m-2 yr-1,21
KR-ScC,37.22141,129.29863,49.8387565612793,exact,5,42.1–54.4 gC m-2 yr-1,19
KR-PcD,37.48184,128.51604,58.62106704711914,exact,6,54.4–70.9 gC m-2 yr-1,22
KR-Nj2,35.0269,126.8219,57.109405517578125,exact,6,54.4–70.9 gC m-2 yr-1,22
KR-Nj1,35.02753,126.82093,57.109405517578125,exact,6,54.4–70.9 gC m-2 yr-1,22
KR-Kw2,37.74869,127.14888,52.42661666870117,exact,5,42.1–54.4 gC m-2 yr-1,20
KR-Kw1,37.74843,127.16261,52.42661666870117,exact,5,42.1–54.4 gC m-2 yr-1,20
KR-JjM,33.31798,126.56772,36.540828704833984,exact,4,31.9–42.1 gC m-2 yr-1,13
KR-Hnm,34.5538,126.56992,61.555023193359375,exact,6,54.4–70.9 gC m-2 yr-1,23
KR-HcM,37.61938,127.84571,51.97231674194336,exact,5,42.1–54.4 gC m-2 yr-1,20
KR-HPK,34.47722,126.48105,36.5148811340332,exact,4,31.9–42.1 gC m-2 yr-1,13
KR-GmS,35.75089,126.81378,59.22224044799805,exact,6,54.4–70.9 gC m-2 yr-1,22
KR-GmR,35.74862,126.86432,59.22224044799805,exact,6,54.4–70.9 gC m-2 yr-1,22
KR-GmP,35.74502,126.85222,59.22224044799805,exact,6,54.4–70.9 gC m-2 yr-1,22
KR-CmF,37.1599,127.65365,57.94718933105469,exact,6,54.4–70.9 gC m-2 yr-1,22
KR-CRK,38.2013,127.2497,57.47812271118164,exact,6,54.4–70.9 gC m-2 yr-1,22
KR-AdC,36.50565,126.35909,31.61201286315918,exact,3,21.3–31.9 gC m-2 yr-1,11
TH-Mae,18.42264,99.72025,66.027435302734375,exact,6,54.4–70.9 gC m-2 yr-1,24
TH-Kog,18.81267,98.90225,60.40032196044922,exact,6,54.4–70.9 gC m-2 yr-1,23
RU-Tur,64.208885,100.463554,23.764801025390625,exact,3,21.3–31.9 gC m-2 yr-1,7
RU-SkP,62.25471,129.61855,23.064035415649418,exact,3,21.3–31.9 gC m-2 yr-1,7
RU-Sk2,62.241356,129.65047,23.064035415649418,exact,3,21.3–31.9 gC m-2 yr-1,7
RU-NeF,62.315617,129.49997,25.00353240966797,exact,3,21.3–31.9 gC m-2 yr-1,8
RU-NeC,62.314842,129.50008,23.064035415649418,exact,3,21.3–31.9 gC m-2 yr-1,7
RU-NeB,62.325935,129.48734,25.00353240966797,exact,3,21.3–31.9 gC m-2 yr-1,8
RU-Ege,60.015514,133.824,26.715673446655273,exact,3,21.3–31.9 gC m-2 yr-1,9
MY-LHP,4.201007,114.03908,74.27616882324219,exact,7,>70.9 gC m-2 yr-1,26
MN-Udg,48.25649,106.85116,32.81156539916992,exact,4,31.9–42.1 gC m-2 yr-1,12
MN-Nkh,47.693592,107.48934,33.367652893066406,exact,4,31.9–42.1 gC m-2 yr-1,12
MN-Kbu,47.21397,108.737335,22.132034301757812,exact,3,21.3–31.9 gC m-2 yr-1,7
MN-Hst,47.59293,105.85497,27.458324432373047,exact,3,21.3–31.9 gC m-2 yr-1,9
KH-Kmp,12.744579,105.47857,60.69278335571289,exact,6,54.4–70.9 gC m-2 yr-1,23
JP-Ynf,26.751,128.21266,20.49367904663086,exact,2,5.0–21.3 gC m-2 yr-1,6
JP-Yms,34.79028,135.84094,46.70840072631836,exact,5,42.1–54.4 gC m-2 yr-1,18
JP-Toc,42.70973,141.5659,38.52272415161133,exact,4,31.9–42.1 gC m-2 yr-1,14
JP-Tmk,42.739307,141.51483,38.52272415161133,exact,4,31.9–42.1 gC m-2 yr-1,14
JP-Tmd,42.735912,141.52315,38.52272415161133,exact,4,31.9–42.1 gC m-2 yr-1,14
JP-Tkb,36.173378,140.17664,47.12636947631836,exact,5,42.1–54.4 gC m-2 yr-1,18
JP-Tgf,36.11353,140.09488,47.12636947631836,exact,5,42.1–54.4 gC m-2 yr-1,18
JP-Tef,45.05581,142.10712,31.485828399658203,exact,3,21.3–31.9 gC m-2 yr-1,11
JP-Tak,36.146168,137.42311,43.283966064453125,exact,5,42.1–54.4 gC m-2 yr-1,16
JP-Ta2,36.140038,137.37071,43.283966064453125,exact,5,42.1–54.4 gC m-2 yr-1,16
JP-Srk,40.565483,140.12779,36.392059326171875,exact,4,31.9–42.1 gC m-2 yr-1,13
JP-Spp,42.986843,141.38533,33.401344299316406,exact,4,31.9–42.1 gC m-2 yr-1,12
JP-Shn,35.865753,137.93256,37.800010681152344,exact,4,31.9–42.1 gC m-2 yr-1,14
JP-Sb2,45.10339,141.6808,37.29892349243164,exact,4,31.9–42.1 gC m-2 yr-1,14
JP-Sb1,45.104702,141.68797,37.29892349243164,exact,4,31.9–42.1 gC m-2 yr-1,14
JP-SMF,35.261528,137.07875,51.407814025878906,exact,5,42.1–54.4 gC m-2 yr-1,20
JP-Om2,34.542454,135.50822,46.70840072631836,exact,5,42.1–54.4 gC m-2 yr-1,18
JP-Nuf,35.152416,136.9719,40.63343048095703,exact,4,31.9–42.1 gC m-2 yr-1,15
JP-NsM,36.91604,139.936,42.169769287109375,exact,5,42.1–54.4 gC m-2 yr-1,16
JP-NsC,36.915054,139.93684,42.169769287109375,exact,5,42.1–54.4 gC m-2 yr-1,16
JP-Nkm,35.808064,137.83388,37.800010681152344,exact,4,31.9–42.1 gC m-2 yr-1,14
JP-Mse,36.05393,140.02693,47.12636947631836,exact,5,42.1–54.4 gC m-2 yr-1,18
JP-MMF,44.321884,142.26152,38.08851623535156,exact,4,31.9–42.1 gC m-2 yr-1,14
JP-MBF,44.38406,142.31862,38.08851623535156,exact,4,31.9–42.1 gC m-2 yr-1,14
JP-Kzw,36.406788,138.57257,45.450008392333984,exact,5,42.1–54.4 gC m-2 yr-1,17
JP-Khw,33.13658,130.70834,49.973541259765625,exact,5,42.1–54.4 gC m-2 yr-1,19
JP-KaP,36.08313,140.24033,47.12636947631836,exact,5,42.1–54.4 gC m-2 yr-1,18
JP-Hc3,34.539673,133.91173,51.04599380493164,exact,5,42.1–54.4 gC m-2 yr-1,20
JP-Hc2,34.537518,133.92755,51.04599380493164,exact,5,42.1–54.4 gC m-2 yr-1,20
JP-Fmt,35.638744,139.37975,53.929805755615234,exact,5,42.1–54.4 gC m-2 yr-1,21
JP-Fjy,35.45454,138.76225,42.72028732299805,exact,5,42.1–54.4 gC m-2 yr-1,16
JP-Fhk,35.443554,138.7647,42.72028732299805,exact,5,42.1–54.4 gC m-2 yr-1,16
JP-BBY,43.322998,141.81065,48.0760498046875,exact,5,42.1–54.4 gC m-2 yr-1,18
JP-Api,40.001358,140.93658,48.213356018066406,exact,5,42.1–54.4 gC m-2 yr-1,18
ID-Pag,-2.3239167,113.90439,104.00338745117188,exact,7,>70.9 gC m-2 yr-1,29
ID-PaD,-2.3460708,114.03641,173.5821075439453,exact,7,>70.9 gC m-2 yr-1,30
ID-PaB,-2.340796,114.0379,173.5821075439453,exact,7,>70.9 gC m-2 yr-1,30
CN-Lsh,45.27984,127.57821,49.61929702758789,exact,5,42.1–54.4 gC m-2 yr-1,19
CN-HaM,37.607433,101.332,15.018617630004885,exact,2,5.0–21.3 gC m-2 yr-1,4
UK-AMo,55.792545,-3.2436917,25.151599884033203,exact,3,21.3–31.9 gC m-2 yr-1,8
SE-Svb,64.25611,19.7745,44.53844451904297,exact,5,42.1–54.4 gC m-2 yr-1,17
SE-Sto,68.35594,19.045208,17.753250122070312,exact,2,5.0–21.3 gC m-2 yr-1,5
SE-Nor,60.0865,17.479504,47.059288024902344,exact,5,42.1–54.4 gC m-2 yr-1,18
SE-Htm,56.09763,13.41897,49.28578567504883,exact,5,42.1–54.4 gC m-2 yr-1,19
SE-Deg,64.18203,19.55654,44.53844451904297,exact,5,42.1–54.4 gC m-2 yr-1,17
NO-Hur,60.37163,11.07949,50.71678924560547,exact,5,42.1–54.4 gC m-2 yr-1,19
NL-Loo,52.166447,5.74355,56.976280212402344,exact,6,54.4–70.9 gC m-2 yr-1,22
IT-TrF,45.82376,7.56089,39.55758285522461,exact,4,31.9–42.1 gC m-2 yr-1,15
IT-Tor,45.84444,7.578055,39.55758285522461,exact,4,31.9–42.1 gC m-2 yr-1,15
IT-Ren,46.58686,11.43369,44.0641975402832,exact,5,42.1–54.4 gC m-2 yr-1,17
IT-Noe,40.606174,8.151694,27.429397583007812,exact,3,21.3–31.9 gC m-2 yr-1,9
IT-Niv,45.49091,7.13943,43.15439987182617,exact,5,42.1–54.4 gC m-2 yr-1,16
IT-MBo,46.01468,11.045831,55.9025993347168,exact,6,54.4–70.9 gC m-2 yr-1,21
IT-Lsn,45.740482,12.750297,58.54705429077149,exact,6,54.4–70.9 gC m-2 yr-1,22
IT-Cp2,41.704266,12.357293,31.610042572021484,exact,3,21.3–31.9 gC m-2 yr-1,11
IT-BFt,45.197754,10.741966,77.722198486328125,exact,7,>70.9 gC m-2 yr-1,27
IT-BCi,40.52375,14.957444,53.0421142578125,exact,5,42.1–54.4 gC m-2 yr-1,20
IE-Cra,53.32308,-7.64177,45.26111602783203,exact,5,42.1–54.4 gC m-2 yr-1,17
GL-ZaH,74.4733,-20.550869,0.11772771179676056,exact,1,0–5 gC m-2 yr-1,1
GL-ZaF,74.48152,-20.555773,0.11772771179676056,exact,1,0–5 gC m-2 yr-1,1
GL-NuF,64.130936,-51.386066,21.138744354248047,exact,2,5.0–21.3 gC m-2 yr-1,6
GL-Dsk,69.25349,-53.51413,1.4648982286453247,exact,1,0–5 gC m-2 yr-1,1
GF-Guy,5.2787,-52.9248,73.87804412841797,exact,7,>70.9 gC m-2 yr-1,26
FR-Tou,43.572857,1.37474,50.953880310058594,exact,5,42.1–54.4 gC m-2 yr-1,20
FR-Pue,43.7413,3.5957,56.376224517822266,exact,6,54.4–70.9 gC m-2 yr-1,21
FR-Mej,48.1184,-1.79635,59.898826599121094,exact,6,54.4–70.9 gC m-2 yr-1,23
FR-Lus,46.414246,0.1206518,61.515995025634766,exact,6,54.4–70.9 gC m-2 yr-1,23
FR-Lqu,45.6444,2.7349,55.00970077514648,exact,6,54.4–70.9 gC m-2 yr-1,21
FR-Lam,43.496437,1.237878,59.21127700805664,exact,6,54.4–70.9 gC m-2 yr-1,22
FR-LGt,47.322918,2.284102,77.87329864501953,exact,7,>70.9 gC m-2 yr-1,27
FR-Hes,48.6741,7.06465,55.150936126708984,exact,6,54.4–70.9 gC m-2 yr-1,21
FR-Gri,48.84422,1.95191,55.271724700927734,exact,6,54.4–70.9 gC m-2 yr-1,21
FR-Fon,48.476357,2.780096,59.57022476196289,exact,6,54.4–70.9 gC m-2 yr-1,23
FR-FBn,43.24079,5.67865,63.422359466552734,exact,6,54.4–70.9 gC m-2 yr-1,24
FR-EM2,49.87211,3.02065,53.777217864990234,exact,5,42.1–54.4 gC m-2 yr-1,21
FR-CLt,45.0414,6.41053,42.452598571777344,exact,5,42.1–54.4 gC m-2 yr-1,16
FR-Bil,44.493652,-0.956092,84.231475830078125,exact,7,>70.9 gC m-2 yr-1,28
FR-Aur,43.54965,1.106103,50.953880310058594,exact,5,42.1–54.4 gC m-2 yr-1,20
FI-Var,67.7549,29.61,31.269350051879883,exact,3,21.3–31.9 gC m-2 yr-1,11
FI-Sod,67.36239,26.63859,37.17333984375,exact,4,31.9–42.1 gC m-2 yr-1,14
FI-Sii,61.83265,24.19285,52.12794494628906,exact,5,42.1–54.4 gC m-2 yr-1,20
FI-Let,60.64183,23.95952,58.0905876159668,exact,6,54.4–70.9 gC m-2 yr-1,22
FI-Ken,67.98721,24.24301,36.01344299316406,exact,4,31.9–42.1 gC m-2 yr-1,13
FI-Hyy,61.847410000000004,24.29477,52.12794494628906,exact,5,42.1–54.4 gC m-2 yr-1,20
FI-Ant,63.16347,27.234991,40.53716278076172,exact,4,31.9–42.1 gC m-2 yr-1,15
ES-LMa,39.94033,-5.77465,46.196258544921875,exact,5,42.1–54.4 gC m-2 yr-1,18
DK-Vng,56.037476,9.160709,64.73236846923828,exact,6,54.4–70.9 gC m-2 yr-1,24
DK-Sor,55.48587,11.644645,62.24641799926758,exact,6,54.4–70.9 gC m-2 yr-1,23
DK-Skj,55.91273,8.40481,54.465843200683594,exact,6,54.4–70.9 gC m-2 yr-1,21
DK-RCW,55.680683,12.101398,56.34376525878906,exact,6,54.4–70.9 gC m-2 yr-1,21
DK-Gds,56.0737,9.3341,64.73236846923828,exact,6,54.4–70.9 gC m-2 yr-1,24
DE-Tha,50.962597,13.565333,56.02064514160156,exact,6,54.4–70.9 gC m-2 yr-1,21
DE-RuW,50.50493,6.3309627,44.152530670166016,exact,5,42.1–54.4 gC m-2 yr-1,17
DE-RuS,50.865906,6.4471445,44.152530670166016,exact,5,42.1–54.4 gC m-2 yr-1,17
DE-RuR,50.621914,6.304126,44.152530670166016,exact,5,42.1–54.4 gC m-2 yr-1,17
DE-Msr,47.80918,11.456168,42.40987777709961,exact,5,42.1–54.4 gC m-2 yr-1,16
DE-Kli,50.893044,13.5223,56.02064514160156,exact,6,54.4–70.9 gC m-2 yr-1,21
DE-Hzd,50.96381,13.48978,49.15177154541016,exact,5,42.1–54.4 gC m-2 yr-1,19
DE-HoH,52.08656,11.22235,69.9301528930664,exact,6,54.4–70.9 gC m-2 yr-1,25
DE-Har,47.93391,7.59814,56.92365264892578,exact,6,54.4–70.9 gC m-2 yr-1,22
DE-Hai,51.079212,10.452168,64.78155517578125,exact,6,54.4–70.9 gC m-2 yr-1,24
DE-Gwg,47.570835,11.032604,42.40987777709961,exact,5,42.1–54.4 gC m-2 yr-1,16
DE-GsB,52.029648,11.10478,69.9301528930664,exact,6,54.4–70.9 gC m-2 yr-1,25
DE-Gri,50.950005,13.512533,56.02064514160156,exact,6,54.4–70.9 gC m-2 yr-1,21
DE-Geb,51.09973,10.91463,69.19615173339844,exact,6,54.4–70.9 gC m-2 yr-1,25
DE-Fen,47.832905,11.060701,42.40987777709961,exact,5,42.1–54.4 gC m-2 yr-1,16
DE-Brs,52.29663,10.44871,63.77831268310547,exact,6,54.4–70.9 gC m-2 yr-1,24
DE-Amv,52.1757,6.95537,53.549034118652344,exact,5,42.1–54.4 gC m-2 yr-1,20
CZ-wet,49.02465,14.77035,47.036380767822266,exact,5,42.1–54.4 gC m-2 yr-1,18
CZ-Lnz,48.68155,16.946331,49.407745361328125,exact,5,42.1–54.4 gC m-2 yr-1,19
CZ-BK1,49.502075,18.536882,41.18720245361328,exact,4,31.9–42.1 gC m-2 yr-1,16
CH-Dav,46.81533,9.85591,33.9597053527832,exact,4,31.9–42.1 gC m-2 yr-1,12
CD-Ygb,0.814444,24.502472,43.90672302246094,exact,5,42.1–54.4 gC m-2 yr-1,17
BE-Vie,50.304962,5.998099,54.98711013793945,exact,6,54.4–70.9 gC m-2 yr-1,21
BE-Maa,50.97987,5.631851,50.61510467529297,exact,5,42.1–54.4 gC m-2 yr-1,19
BE-Lon,50.55162,4.746234,59.07903289794922,exact,6,54.4–70.9 gC m-2 yr-1,22
BE-Dor,50.311874,4.968113,48.67517852783203,exact,5,42.1–54.4 gC m-2 yr-1,19
BE-Bra,51.30761,4.51984,61.55887222290039,exact,6,54.4–70.9 gC m-2 yr-1,23
VU-Coc,-15.444423,167.19131,207.1141815185547,exact,7,>70.9 gC m-2 yr-1,30
ML-Kem,15.2875,-1.543056,28.226442337036133,exact,3,21.3–31.9 gC m-2 yr-1,9
KE-Mkt,-3.425859,38.140663,97.374664306640625,exact,7,>70.9 gC m-2 yr-1,29
KE-Kpt,-1.6141866,37.13311,71.89302062988281,exact,7,>70.9 gC m-2 yr-1,26
KE-Chk,-3.6663,38.350185,106.95777893066406,exact,7,>70.9 gC m-2 yr-1,30
KE-Aq2,-1.566199,37.100166,71.89302062988281,exact,7,>70.9 gC m-2 yr-1,26
KE-Aq1,-1.57781,37.067047,71.89302062988281,exact,7,>70.9 gC m-2 yr-1,26
IT-SR2,43.73202,10.29091,52.1485481262207,exact,5,42.1–54.4 gC m-2 yr-1,20
