site_id,location_lat,location_long,trendy_et_iav_value,trendy_et_iav_method,trendy_et_iav_bin,trendy_et_iav_bin_label,trendy_et_iav_bin_30
US-TLR,35.9168,-76.1463,33.46824264526367,exact,5,32.0–41.8 mm yr-1,17
US-Ton,38.4309,-120.966,48.9560661315918,exact,6,41.8–58.1 mm yr-1,23
US-Tw1,38.1074,-121.6469,49.37857437133789,exact,6,41.8–58.1 mm yr-1,24
US-Tw2,38.0969,-121.6365,49.37857437133789,exact,6,41.8–58.1 mm yr-1,24
US-Tw3,38.1152,-121.6469,49.37857437133789,exact,6,41.8–58.1 mm yr-1,24
US-Tw4,38.1027,-121.6413,49.37857437133789,exact,6,41.8–58.1 mm yr-1,24
US-Tw5,38.1072,-121.6426,49.37857437133789,exact,6,41.8–58.1 mm yr-1,24
US-Twt,38.1087,-121.6531,49.37857437133789,exact,6,41.8–58.1 mm yr-1,24
US-Uaf,64.8663,-147.8555,19.226482391357425,exact,3,17.5–24.2 mm yr-1,7
US-UC1,40.7536,-78.0056,23.33790397644043,exact,3,17.5–24.2 mm yr-1,11
US-UC2,40.7559,-77.9998,22.07541275024414,exact,3,17.5–24.2 mm yr-1,10
US-UiA,40.0646,-88.1961,34.049278259277344,exact,5,32.0–41.8 mm yr-1,17
US-UiB,40.0628,-88.1984,34.049278259277344,exact,5,32.0–41.8 mm yr-1,17
US-UiC,40.0628,-88.1961,34.049278259277344,exact,5,32.0–41.8 mm yr-1,17
US-UiD,40.0646,-88.1985,34.049278259277344,exact,5,32.0–41.8 mm yr-1,17
US-UiE,40.0629,-88.2033,34.049278259277344,exact,5,32.0–41.8 mm yr-1,17
US-UiF,40.0665,-88.2015,34.049278259277344,exact,5,32.0–41.8 mm yr-1,17
US-UiG,40.0629,-88.2009,34.049278259277344,exact,5,32.0–41.8 mm yr-1,17
US-UMd,45.5625,-84.6975,27.390417098999023,exact,4,24.2–32.0 mm yr-1,13
US-UTB,40.7848,-113.8299,28.125747680664062,exact,4,24.2–32.0 mm yr-1,14
US-UTD,38.1038,-109.5952,42.43899917602539,exact,6,41.8–58.1 mm yr-1,21
US-UTE,37.7353,-111.5708,39.664363861083984,exact,5,32.0–41.8 mm yr-1,20
US-UTJ,37.2818,-109.5348,37.15537643432617,exact,5,32.0–41.8 mm yr-1,19
US-UTL,40.1877,-109.6579,31.73686790466309,exact,4,24.2–32.0 mm yr-1,16
US-UTM,38.5879,-109.5775,37.60959243774414,exact,5,32.0–41.8 mm yr-1,19
US-UTP,41.0604,-112.1013,38.53622817993164,exact,5,32.0–41.8 mm yr-1,19
US-UTV,40.1266,-109.9546,31.73686790466309,exact,4,24.2–32.0 mm yr-1,16
US-UTW,39.4453,-110.7288,33.77131271362305,exact,5,32.0–41.8 mm yr-1,17
US-Var,38.4133,-120.9508,48.9560661315918,exact,6,41.8–58.1 mm yr-1,23
US-Vcm,35.8885,-106.5322,56.67753601074219,exact,6,41.8–58.1 mm yr-1,25
US-Vcp,35.8641,-106.5965,56.67753601074219,exact,6,41.8–58.1 mm yr-1,25
US-VT1,40.4064,-87.5214,31.31466293334961,exact,4,24.2–32.0 mm yr-1,16
US-VT2,40.4018,-87.5213,31.31466293334961,exact,4,24.2–32.0 mm yr-1,16
US-WCr,45.8058,-90.0795,27.34905242919922,exact,4,24.2–32.0 mm yr-1,13
US-Whs,31.7438,-110.0522,55.17927169799805,exact,6,41.8–58.1 mm yr-1,25
US-Wjs,34.4258,-105.8617,56.87474822998047,exact,6,41.8–58.1 mm yr-1,25
US-Wkg,31.7365,-109.9419,50.52987289428711,exact,6,41.8–58.1 mm yr-1,24
US-WPT,41.4646,-82.9962,27.213903427124023,exact,4,24.2–32.0 mm yr-1,13
US-WT1,34.3674,-101.8154,77.56317901611328,exact,7,>58.1 mm yr-1,28
US-xAB,45.7624,-122.3303,25.617647171020508,exact,4,24.2–32.0 mm yr-1,12
US-xAE,35.4106,-99.0588,77.51380157470703,exact,7,>58.1 mm yr-1,28
US-xBA,71.2824,-156.6194,15.54870891571045,exact,2,5.0–17.5 mm yr-1,5
US-xBL,39.0603,-78.0716,25.445302963256836,exact,4,24.2–32.0 mm yr-1,12
US-xBN,65.154,-147.5026,20.61178398132324,exact,3,17.5–24.2 mm yr-1,9
US-xBR,44.0639,-71.2873,23.009788513183594,exact,3,17.5–24.2 mm yr-1,10
US-xCL,33.4012,-97.57,77.51854705810547,exact,7,>58.1 mm yr-1,28
US-xCP,40.8155,-104.7456,55.1695671081543,exact,6,41.8–58.1 mm yr-1,25
US-xDC,47.1617,-99.1066,39.83863067626953,exact,5,32.0–41.8 mm yr-1,20
US-xDJ,63.881100000000004,-145.7514,16.835399627685547,exact,2,5.0–17.5 mm yr-1,6
US-xDL,32.5417,-87.8039,50.614200592041016,exact,6,41.8–58.1 mm yr-1,24
US-xDS,28.125,-81.4362,52.99040603637695,exact,6,41.8–58.1 mm yr-1,25
US-xGR,35.689,-83.5019,34.47596740722656,exact,5,32.0–41.8 mm yr-1,17
US-xHE,63.8757,-149.2133,16.74631118774414,exact,2,5.0–17.5 mm yr-1,6
US-xJE,31.1948,-84.4686,47.21598052978515,exact,6,41.8–58.1 mm yr-1,23
US-xJR,32.5907,-106.8425,48.208213806152344,exact,6,41.8–58.1 mm yr-1,23
US-xKZ,39.1008,-96.5631,45.86037063598633,exact,6,41.8–58.1 mm yr-1,22
US-xLE,31.8539,-88.1612,40.78535842895508,exact,5,32.0–41.8 mm yr-1,20
US-xMB,38.2483,-109.3883,50.44860076904297,exact,6,41.8–58.1 mm yr-1,24
US-xML,37.3783,-80.5248,23.803665161132812,exact,3,17.5–24.2 mm yr-1,11
US-xNG,46.7697,-100.9154,43.242576599121094,exact,6,41.8–58.1 mm yr-1,21
US-xNQ,40.1776,-112.4524,42.775360107421875,exact,6,41.8–58.1 mm yr-1,21
US-xNW,40.0543,-105.5824,29.9481258392334,exact,4,24.2–32.0 mm yr-1,15
US-xPU,19.5531,-155.3173,72.82781219482422,exact,7,>58.1 mm yr-1,28
US-xRM,40.2759,-105.5459,29.9481258392334,exact,4,24.2–32.0 mm yr-1,15
US-xRN,35.9641,-84.2826,36.88323974609375,exact,5,32.0–41.8 mm yr-1,18
US-xSB,29.6893,-81.9934,45.980804443359375,exact,6,41.8–58.1 mm yr-1,22
US-xSC,38.8929,-78.1395,26.38624382019043,exact,4,24.2–32.0 mm yr-1,13
US-xSE,38.8901,-76.56,28.39728546142578,exact,4,24.2–32.0 mm yr-1,14
US-xSJ,37.1088,-119.7323,51.529808044433594,exact,6,41.8–58.1 mm yr-1,24
US-xSL,40.4619,-103.0293,54.82301712036133,exact,6,41.8–58.1 mm yr-1,25
US-xSP,37.0334,-119.26220000000001,49.27862548828125,exact,6,41.8–58.1 mm yr-1,23
US-xSR,31.9107,-110.8355,63.05389022827149,exact,7,>58.1 mm yr-1,27
US-xST,45.5089,-89.5864,27.033470153808594,exact,4,24.2–32.0 mm yr-1,13
US-xTE,37.0058,-119.006,49.27862548828125,exact,6,41.8–58.1 mm yr-1,23
US-xTL,68.6611,-149.3705,19.928945541381836,exact,3,17.5–24.2 mm yr-1,8
US-xTR,45.4937,-89.5857,27.006452560424805,exact,4,24.2–32.0 mm yr-1,13
US-xUK,39.0404,-95.1921,47.227264404296875,exact,6,41.8–58.1 mm yr-1,23
US-xUN,46.2339,-89.5373,29.834697723388672,exact,4,24.2–32.0 mm yr-1,15
US-xWD,47.1282,-99.2414,39.83863067626953,exact,5,32.0–41.8 mm yr-1,20
US-xWR,45.8205,-121.9519,34.412635803222656,exact,5,32.0–41.8 mm yr-1,17
US-xYE,44.9535,-110.5391,25.090028762817383,exact,4,24.2–32.0 mm yr-1,12
US-YK1,61.2723,-163.2228,24.153949737548828,exact,3,17.5–24.2 mm yr-1,11
US-YK2,61.2548,-163.259,24.153949737548828,exact,3,17.5–24.2 mm yr-1,11
US-ZF2,40.7939,-87.5355,32.61403274536133,exact,5,32.0–41.8 mm yr-1,16
ZA-Uby,-27.3952,32.5889,90.79144287109376,exact,7,>58.1 mm yr-1,29
ZA-Spk,-28.70408,29.52614,64.15299224853516,exact,7,>58.1 mm yr-1,27
ZA-Jks,-33.99029,18.95543,47.06831741333008,exact,6,41.8–58.1 mm yr-1,23
ZA-BfS,-28.8906,24.86112,84.80458068847656,exact,7,>58.1 mm yr-1,29
ZA-BfK,-28.856483,24.83985,84.80458068847656,exact,7,>58.1 mm yr-1,29
KR-WdE,34.35956,126.67779,36.43812561035156,exact,5,32.0–41.8 mm yr-1,18
KR-UAO,36.41682,128.79904,34.629146575927734,exact,5,32.0–41.8 mm yr-1,17
KR-TwC,37.30493,127.31743,33.95768356323242,exact,5,32.0–41.8 mm yr-1,17
KR-TwB,37.30406,127.31395,33.95768356323242,exact,5,32.0–41.8 mm yr-1,17
KR-SmM,37.93894,126.95471,37.54933547973633,exact,5,32.0–41.8 mm yr-1,19
KR-ScC,37.22141,129.29863,28.028030395507812,exact,4,24.2–32.0 mm yr-1,14
KR-PcD,37.48184,128.51604,28.675968170166016,exact,4,24.2–32.0 mm yr-1,14
KR-Nj2,35.0269,126.8219,35.373626708984375,exact,5,32.0–41.8 mm yr-1,18
KR-Nj1,35.02753,126.82093,35.373626708984375,exact,5,32.0–41.8 mm yr-1,18
KR-Kw2,37.74869,127.14888,34.1375617980957,exact,5,32.0–41.8 mm yr-1,17
KR-Kw1,37.74843,127.16261,34.1375617980957,exact,5,32.0–41.8 mm yr-1,17
KR-JjM,33.31798,126.56772,33.19478225708008,exact,5,32.0–41.8 mm yr-1,17
KR-Hnm,34.5538,126.56992,36.99217224121094,exact,5,32.0–41.8 mm yr-1,19
KR-HcM,37.61938,127.84571,34.42127227783203,exact,5,32.0–41.8 mm yr-1,17
KR-HPK,34.47722,126.48105,37.225223541259766,exact,5,32.0–41.8 mm yr-1,19
KR-GmS,35.75089,126.81378,38.78916931152344,exact,5,32.0–41.8 mm yr-1,19
KR-GmR,35.74862,126.86432,38.78916931152344,exact,5,32.0–41.8 mm yr-1,19
KR-GmP,35.74502,126.85222,38.78916931152344,exact,5,32.0–41.8 mm yr-1,19
KR-CmF,37.1599,127.65365,34.91694641113281,exact,5,32.0–41.8 mm yr-1,18
KR-CRK,38.2013,127.2497,35.874874114990234,exact,5,32.0–41.8 mm yr-1,18
KR-AdC,36.50565,126.35909,34.9729118347168,exact,5,32.0–41.8 mm yr-1,18
TH-Mae,18.42264,99.72025,66.98797607421875,exact,7,>58.1 mm yr-1,27
TH-Kog,18.81267,98.90225,62.02608108520508,exact,7,>58.1 mm yr-1,26
RU-Tur,64.208885,100.463554,16.165531158447266,exact,2,5.0–17.5 mm yr-1,5
RU-SkP,62.25471,129.61855,17.86821174621582,exact,3,17.5–24.2 mm yr-1,7
RU-Sk2,62.241356,129.65047,17.86821174621582,exact,3,17.5–24.2 mm yr-1,7
RU-NeF,62.315617,129.49997,17.793989181518555,exact,3,17.5–24.2 mm yr-1,6
RU-NeC,62.314842,129.50008,17.86821174621582,exact,3,17.5–24.2 mm yr-1,7
RU-NeB,62.325935,129.48734,17.793989181518555,exact,3,17.5–24.2 mm yr-1,6
RU-Ege,60.015514,133.824,17.71126937866211,exact,3,17.5–24.2 mm yr-1,6
MY-LHP,4.201007,114.03908,47.87189865112305,exact,6,41.8–58.1 mm yr-1,23
MN-Udg,48.25649,106.85116,36.742916107177734,exact,5,32.0–41.8 mm yr-1,18
MN-Nkh,47.693592,107.48934,38.437896728515625,exact,5,32.0–41.8 mm yr-1,19
MN-Kbu,47.21397,108.737335,41.8047981262207,exact,6,41.8–58.1 mm yr-1,21
MN-Hst,47.59293,105.85497,38.53041458129883,exact,5,32.0–41.8 mm yr-1,19
KH-Kmp,12.744579,105.47857,36.541473388671875,exact,5,32.0–41.8 mm yr-1,18
JP-Ynf,26.751,128.21266,33.288795471191406,exact,5,32.0–41.8 mm yr-1,17
JP-Yms,34.79028,135.84094,25.995197296142575,exact,4,24.2–32.0 mm yr-1,12
JP-Toc,42.70973,141.5659,19.844709396362305,exact,3,17.5–24.2 mm yr-1,8
JP-Tmk,42.739307,141.51483,19.844709396362305,exact,3,17.5–24.2 mm yr-1,8
JP-Tmd,42.735912,141.52315,19.844709396362305,exact,3,17.5–24.2 mm yr-1,8
JP-Tkb,36.173378,140.17664,27.529781341552734,exact,4,24.2–32.0 mm yr-1,14
JP-Tgf,36.11353,140.09488,27.529781341552734,exact,4,24.2–32.0 mm yr-1,14
JP-Tef,45.05581,142.10712,21.881519317626953,exact,3,17.5–24.2 mm yr-1,9
JP-Tak,36.146168,137.42311,31.066984176635746,exact,4,24.2–32.0 mm yr-1,15
JP-Ta2,36.140038,137.37071,31.066984176635746,exact,4,24.2–32.0 mm yr-1,15
JP-Srk,40.565483,140.12779,24.415205001831055,exact,4,24.2–32.0 mm yr-1,11
JP-Spp,42.986843,141.38533,19.974376678466797,exact,3,17.5–24.2 mm yr-1,8
JP-Shn,35.865753,137.93256,30.20167350769043,exact,4,24.2–32.0 mm yr-1,15
JP-Sb2,45.10339,141.6808,22.965417861938477,exact,3,17.5–24.2 mm yr-1,10
JP-Sb1,45.104702,141.68797,22.965417861938477,exact,3,17.5–24.2 mm yr-1,10
JP-SMF,35.261528,137.07875,29.83199691772461,exact,4,24.2–32.0 mm yr-1,15
JP-Om2,34.542454,135.50822,25.995197296142575,exact,4,24.2–32.0 mm yr-1,12
JP-Nuf,35.152416,136.9719,26.638397216796875,exact,4,24.2–32.0 mm yr-1,13
JP-NsM,36.91604,139.936,27.18910026550293,exact,4,24.2–32.0 mm yr-1,13
JP-NsC,36.915054,139.93684,27.18910026550293,exact,4,24.2–32.0 mm yr-1,13
JP-Nkm,35.808064,137.83388,30.20167350769043,exact,4,24.2–32.0 mm yr-1,15
JP-Mse,36.05393,140.02693,27.529781341552734,exact,4,24.2–32.0 mm yr-1,14
JP-MMF,44.321884,142.26152,22.039806365966797,exact,3,17.5–24.2 mm yr-1,10
JP-MBF,44.38406,142.31862,22.039806365966797,exact,3,17.5–24.2 mm yr-1,10
JP-Kzw,36.406788,138.57257,27.296178817749023,exact,4,24.2–32.0 mm yr-1,13
JP-Khw,33.13658,130.70834,30.29486846923828,exact,4,24.2–32.0 mm yr-1,15
JP-KaP,36.08313,140.24033,27.529781341552734,exact,4,24.2–32.0 mm yr-1,14
JP-Hc3,34.539673,133.91173,29.350133895874023,exact,4,24.2–32.0 mm yr-1,15
JP-Hc2,34.537518,133.92755,29.350133895874023,exact,4,24.2–32.0 mm yr-1,15
JP-Fmt,35.638744,139.37975,25.433732986450195,exact,4,24.2–32.0 mm yr-1,12
JP-Fjy,35.45454,138.76225,27.3541259765625,exact,4,24.2–32.0 mm yr-1,13
JP-Fhk,35.443554,138.7647,27.3541259765625,exact,4,24.2–32.0 mm yr-1,13
JP-BBY,43.322998,141.81065,20.431373596191406,exact,3,17.5–24.2 mm yr-1,8
JP-Api,40.001358,140.93658,23.24395751953125,exact,3,17.5–24.2 mm yr-1,11
ID-Pag,-2.3239167,113.90439,63.812252044677734,exact,7,>58.1 mm yr-1,27
ID-PaD,-2.3460708,114.03641,57.46376419067383,exact,6,41.8–58.1 mm yr-1,26
ID-PaB,-2.340796,114.0379,57.46376419067383,exact,6,41.8–58.1 mm yr-1,26
CN-Lsh,45.27984,127.57821,20.382648468017575,exact,3,17.5–24.2 mm yr-1,8
CN-HaM,37.607433,101.332,25.3913631439209,exact,4,24.2–32.0 mm yr-1,12
UK-AMo,55.792545,-3.2436917,16.678176879882812,exact,2,5.0–17.5 mm yr-1,6
SE-Svb,64.25611,19.7745,20.732107162475582,exact,3,17.5–24.2 mm yr-1,9
SE-Sto,68.35594,19.045208,17.139408111572266,exact,2,5.0–17.5 mm yr-1,6
SE-Nor,60.0865,17.479504,23.866788864135746,exact,3,17.5–24.2 mm yr-1,11
SE-Htm,56.09763,13.41897,29.155975341796875,exact,4,24.2–32.0 mm yr-1,14
SE-Deg,64.18203,19.55654,20.732107162475582,exact,3,17.5–24.2 mm yr-1,9
NO-Hur,60.37163,11.07949,24.314237594604492,exact,4,24.2–32.0 mm yr-1,11
NL-Loo,52.166447,5.74355,31.945024490356445,exact,4,24.2–32.0 mm yr-1,16
IT-TrF,45.82376,7.56089,25.37751579284668,exact,4,24.2–32.0 mm yr-1,12
IT-Tor,45.84444,7.578055,25.37751579284668,exact,4,24.2–32.0 mm yr-1,12
IT-Ren,46.58686,11.43369,25.187389373779297,exact,4,24.2–32.0 mm yr-1,12
IT-Noe,40.606174,8.151694,37.474735260009766,exact,5,32.0–41.8 mm yr-1,19
IT-Niv,45.49091,7.13943,26.06724739074707,exact,4,24.2–32.0 mm yr-1,12
IT-MBo,46.01468,11.045831,26.360240936279297,exact,4,24.2–32.0 mm yr-1,13
IT-Lsn,45.740482,12.750297,31.379589080810547,exact,4,24.2–32.0 mm yr-1,16
IT-Cp2,41.704266,12.357293,35.20032501220703,exact,5,32.0–41.8 mm yr-1,18
IT-BFt,45.197754,10.741966,42.21912384033203,exact,6,41.8–58.1 mm yr-1,21
IT-BCi,40.52375,14.957444,42.436767578125,exact,6,41.8–58.1 mm yr-1,21
IE-Cra,53.32308,-7.64177,19.485986709594727,exact,3,17.5–24.2 mm yr-1,8
GL-ZaH,74.4733,-20.550869,8.886701583862305,exact,2,5.0–17.5 mm yr-1,2
GL-ZaF,74.48152,-20.555773,8.886701583862305,exact,2,5.0–17.5 mm yr-1,2
GL-NuF,64.130936,-51.386066,27.010278701782227,exact,4,24.2–32.0 mm yr-1,13
GL-Dsk,69.25349,-53.51413,15.771245956420898,exact,2,5.0–17.5 mm yr-1,5
GF-Guy,5.2787,-52.9248,43.844051361083984,exact,6,41.8–58.1 mm yr-1,22
FR-Tou,43.572857,1.37474,42.06713104248047,exact,6,41.8–58.1 mm yr-1,21
FR-Pue,43.7413,3.5957,41.85893249511719,exact,6,41.8–58.1 mm yr-1,21
FR-Mej,48.1184,-1.79635,37.38785552978515,exact,5,32.0–41.8 mm yr-1,19
FR-Lus,46.414246,0.1206518,38.4243278503418,exact,5,32.0–41.8 mm yr-1,19
FR-Lqu,45.6444,2.7349,33.25969314575195,exact,5,32.0–41.8 mm yr-1,17
FR-Lam,43.496437,1.237878,43.97606658935547,exact,6,41.8–58.1 mm yr-1,22
FR-LGt,47.322918,2.284102,39.757320404052734,exact,5,32.0–41.8 mm yr-1,20
FR-Hes,48.6741,7.06465,28.27851676940918,exact,4,24.2–32.0 mm yr-1,14
FR-Gri,48.84422,1.95191,34.18002700805664,exact,5,32.0–41.8 mm yr-1,17
FR-Fon,48.476357,2.780096,37.76026153564453,exact,5,32.0–41.8 mm yr-1,19
FR-FBn,43.24079,5.67865,47.77840423583984,exact,6,41.8–58.1 mm yr-1,23
FR-EM2,49.87211,3.02065,31.475849151611328,exact,4,24.2–32.0 mm yr-1,16
FR-CLt,45.0414,6.41053,25.786855697631836,exact,4,24.2–32.0 mm yr-1,12
FR-Bil,44.493652,-0.956092,42.81064224243164,exact,6,41.8–58.1 mm yr-1,21
FR-Aur,43.54965,1.106103,42.06713104248047,exact,6,41.8–58.1 mm yr-1,21
FI-Var,67.7549,29.61,15.649374008178713,exact,2,5.0–17.5 mm yr-1,5
FI-Sod,67.36239,26.63859,18.725385665893555,exact,3,17.5–24.2 mm yr-1,7
FI-Sii,61.83265,24.19285,20.633230209350582,exact,3,17.5–24.2 mm yr-1,9
FI-Let,60.64183,23.95952,22.43563461303711,exact,3,17.5–24.2 mm yr-1,10
FI-Ken,67.98721,24.24301,16.647390365600586,exact,2,5.0–17.5 mm yr-1,6
FI-Hyy,61.847410000000004,24.29477,20.633230209350582,exact,3,17.5–24.2 mm yr-1,9
FI-Ant,63.16347,27.234991,19.026708602905273,exact,3,17.5–24.2 mm yr-1,7
ES-LMa,39.94033,-5.77465,49.10921096801758,exact,6,41.8–58.1 mm yr-1,23
DK-Vng,56.037476,9.160709,30.49974250793457,exact,4,24.2–32.0 mm yr-1,15
DK-Sor,55.48587,11.644645,28.594581604003903,exact,4,24.2–32.0 mm yr-1,14
DK-Skj,55.91273,8.40481,27.34920883178711,exact,4,24.2–32.0 mm yr-1,13
DK-RCW,55.680683,12.101398,27.557729721069336,exact,4,24.2–32.0 mm yr-1,14
DK-Gds,56.0737,9.3341,30.49974250793457,exact,4,24.2–32.0 mm yr-1,15
DE-Tha,50.962597,13.565333,26.51685905456543,exact,4,24.2–32.0 mm yr-1,13
DE-RuW,50.50493,6.3309627,21.39668846130371,exact,3,17.5–24.2 mm yr-1,9
DE-RuS,50.865906,6.4471445,21.39668846130371,exact,3,17.5–24.2 mm yr-1,9
DE-RuR,50.621914,6.304126,21.39668846130371,exact,3,17.5–24.2 mm yr-1,9
DE-Msr,47.80918,11.456168,23.939607620239254,exact,3,17.5–24.2 mm yr-1,11
DE-Kli,50.893044,13.5223,26.51685905456543,exact,4,24.2–32.0 mm yr-1,13
DE-Hzd,50.96381,13.48978,25.53382110595703,exact,4,24.2–32.0 mm yr-1,12
DE-HoH,52.08656,11.22235,32.701541900634766,exact,5,32.0–41.8 mm yr-1,16
DE-Har,47.93391,7.59814,21.130720138549805,exact,3,17.5–24.2 mm yr-1,9
DE-Hai,51.079212,10.452168,26.617414474487305,exact,4,24.2–32.0 mm yr-1,13
DE-Gwg,47.570835,11.032604,23.939607620239254,exact,3,17.5–24.2 mm yr-1,11
DE-GsB,52.029648,11.10478,32.701541900634766,exact,5,32.0–41.8 mm yr-1,16
DE-Gri,50.950005,13.512533,26.51685905456543,exact,4,24.2–32.0 mm yr-1,13
DE-Geb,51.09973,10.91463,30.021665573120117,exact,4,24.2–32.0 mm yr-1,15
DE-Fen,47.832905,11.060701,23.939607620239254,exact,3,17.5–24.2 mm yr-1,11
DE-Brs,52.29663,10.44871,29.414493560791016,exact,4,24.2–32.0 mm yr-1,15
DE-Amv,52.1757,6.95537,27.82817840576172,exact,4,24.2–32.0 mm yr-1,14
CZ-wet,49.02465,14.77035,23.369009017944336,exact,3,17.5–24.2 mm yr-1,11
CZ-Lnz,48.68155,16.946331,25.783281326293945,exact,4,24.2–32.0 mm yr-1,12
CZ-BK1,49.502075,18.536882,24.859750747680664,exact,4,24.2–32.0 mm yr-1,12
CH-Dav,46.81533,9.85591,24.156967163085938,exact,3,17.5–24.2 mm yr-1,11
CD-Ygb,0.814444,24.502472,26.36471939086914,exact,4,24.2–32.0 mm yr-1,13
BE-Vie,50.304962,5.998099,28.133655548095703,exact,4,24.2–32.0 mm yr-1,14
BE-Maa,50.97987,5.631851,21.31850814819336,exact,3,17.5–24.2 mm yr-1,9
BE-Lon,50.55162,4.746234,30.07001495361328,exact,4,24.2–32.0 mm yr-1,15
BE-Dor,50.311874,4.968113,23.740646362304688,exact,3,17.5–24.2 mm yr-1,11
BE-Bra,51.30761,4.51984,32.68758773803711,exact,5,32.0–41.8 mm yr-1,16
VU-Coc,-15.444423,167.19131,121.11956024169922,exact,7,>58.1 mm yr-1,30
ML-Kem,15.2875,-1.543056,33.74169921875,exact,5,32.0–41.8 mm yr-1,17
KE-Mkt,-3.425859,38.140663,99.23299407958984,exact,7,>58.1 mm yr-1,30
KE-Kpt,-1.6141866,37.13311,98.2557373046875,exact,7,>58.1 mm yr-1,30
KE-Chk,-3.6663,38.350185,102.0398178100586,exact,7,>58.1 mm yr-1,30
KE-Aq2,-1.566199,37.100166,98.2557373046875,exact,7,>58.1 mm yr-1,30
KE-Aq1,-1.57781,37.067047,98.2557373046875,exact,7,>58.1 mm yr-1,30
IT-SR2,43.73202,10.29091,36.23772430419922,exact,5,32.0–41.8 mm yr-1,18
ID-JOP,-1.69306,103.39139,53.76881790161133,exact,6,41.8–58.1 mm yr-1,25
CR-AqC,9.938369,-83.7289,52.18312072753906,exact,6,41.8–58.1 mm yr-1,24
CN-SnB,31.6905,121.6563,29.63421630859375,exact,4,24.2–32.0 mm yr-1,15
CN-Sb2,42.39117,117.37017,29.321693420410156,exact,4,24.2–32.0 mm yr-1,15
CN-Sb1,42.40907,117.31461,29.321693420410156,exact,4,24.2–32.0 mm yr-1,15
BW-Nxr,-19.548056,23.179167,53.13023376464844,exact,6,41.8–58.1 mm yr-1,25
BW-Gum,-18.964722,22.37111,54.92171096801758,exact,6,41.8–58.1 mm yr-1,25
BJ-Nhu,9.74,1.6,32.930419921875,exact,5,32.0–41.8 mm yr-1,16
BJ-Db1,6.607338,2.543043,47.36330032348633,exact,6,41.8–58.1 mm yr-1,23
BJ-Bfg,9.791,1.718,32.930419921875,exact,5,32.0–41.8 mm yr-1,16
ZM-Mon,-15.4391,23.2525,51.56012725830078,exact,6,41.8–58.1 mm yr-1,24
UK-HpF,52.24809,-0.0498267,30.378372192382812,exact,4,24.2–32.0 mm yr-1,15
UK-HgF,52.552177,0.515057,34.24863815307617,exact,5,32.0–41.8 mm yr-1,17
UK-Gwr,54.85464,-5.988278,18.178863525390625,exact,3,17.5–24.2 mm yr-1,7
UK-Gnn,54.96185,-6.760763,18.615442276000977,exact,3,17.5–24.2 mm yr-1,7
UK-GaB,55.10994,-6.529928,14.319276809692385,exact,2,5.0–17.5 mm yr-1,4
UK-Cvn,52.43339,0.162177,31.885480880737305,exact,4,24.2–32.0 mm yr-1,16
UK-CCr,52.2542,-3.93357,22.077943801879883,exact,3,17.5–24.2 mm yr-1,10
UK-BnB,54.82326,-6.66984,18.615442276000977,exact,3,17.5–24.2 mm yr-1,7
UK-Ags,53.3097,-4.30044,18.91878318786621,exact,3,17.5–24.2 mm yr-1,7
SN-Nkr,14.49581,-16.45357,46.320011138916016,exact,6,41.8–58.1 mm yr-1,23
SN-Dhr,15.40256,-15.43214,48.430904388427734,exact,6,41.8–58.1 mm yr-1,23
SJ-Adv,78.186,15.923,10.271717071533203,exact,2,5.0–17.5 mm yr-1,3
SE-Trb,64.180916,19.837284,20.732107162475582,exact,3,17.5–24.2 mm yr-1,9
SE-St1,68.35415,19.050333,17.139408111572266,exact,2,5.0–17.5 mm yr-1,6
SE-Srj,64.17498,19.56381,20.732107162475582,exact,3,17.5–24.2 mm yr-1,9
SE-Ros,64.16522,19.79074,20.732107162475582,exact,3,17.5–24.2 mm yr-1,9
SE-Hmr,64.15955,19.551497,20.732107162475582,exact,3,17.5–24.2 mm yr-1,9
SE-HfM,64.15955,19.551497,20.732107162475582,exact,3,17.5–24.2 mm yr-1,9
SD-Dem,13.2829,30.4783,37.61405563354492,exact,5,32.0–41.8 mm yr-1,19
RU-Ha1,54.72517,90.00215,20.539892196655273,exact,3,17.5–24.2 mm yr-1,8
RU-Fyo,56.46153,32.922085,24.354066848754883,exact,4,24.2–32.0 mm yr-1,11
RU-Fy4,56.4727,33.0413,24.308732986450195,exact,4,24.2–32.0 mm yr-1,11
RU-Fy3,56.4435,33.0478,24.308732986450195,exact,4,24.2–32.0 mm yr-1,11
RU-Fy2,56.4476,32.90188,24.354066848754883,exact,4,24.2–32.0 mm yr-1,11
RU-Che,68.61304,161.34143,12.817268371582031,exact,2,5.0–17.5 mm yr-1,3
RU-Ch2,68.61689,161.35089,12.817268371582031,exact,2,5.0–17.5 mm yr-1,3
PA-SPs,9.31378,-79.63143,29.62966537475586,exact,4,24.2–32.0 mm yr-1,15
PA-SPn,9.31814,-79.6346,29.62966537475586,exact,4,24.2–32.0 mm yr-1,15
NO-Ikr,69.34,25.3,18.005992889404297,exact,3,17.5–24.2 mm yr-1,7
NO-Fns,60.59384,7.5271025,19.36215591430664,exact,3,17.5–24.2 mm yr-1,8
NO-And,69.1422,16.01975,34.2751579284668,exact,5,32.0–41.8 mm yr-1,17
NL-Vkp,51.980934,5.618825,25.86240577697754,exact,4,24.2–32.0 mm yr-1,12
NL-Hrw,51.972466,5.641228,25.86240577697754,exact,4,24.2–32.0 mm yr-1,12
