site_id,dataset,path,file_name,exists,mtime,size_bytes,feeds
CN-HaM,fluxmet_yy,data/extracted/JPF_CN-HaM_FLUXNET_2001-2014_v1.3_r1/JPF_CN-HaM_FLUXNET_FLUXMET_YY_2001-2014_v1.3_r1.csv,JPF_CN-HaM_FLUXNET_FLUXMET_YY_2001-2014_v1.3_r1.csv,TRUE,2026-06-01T16:45:20,42016,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-HaW,era5_yy,data/extracted/CNF_CN-HaW_FLUXNET_2011-2018_v1.3_r1/CNF_CN-HaW_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,CNF_CN-HaW_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:45:19,3698,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-HaW,fluxmet_yy,data/extracted/CNF_CN-HaW_FLUXNET_2011-2018_v1.3_r1/CNF_CN-HaW_FLUXNET_FLUXMET_YY_2011-2018_v1.3_r1.csv,CNF_CN-HaW_FLUXNET_FLUXMET_YY_2011-2018_v1.3_r1.csv,TRUE,2026-06-01T16:45:19,23515,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-HeD,era5_yy,data/extracted/CNF_CN-HeD_FLUXNET_2019-2024_v1.3_r1/CNF_CN-HeD_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,CNF_CN-HeD_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:45:19,3666,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-HeD,fluxmet_yy,data/extracted/CNF_CN-HeD_FLUXNET_2019-2024_v1.3_r1/CNF_CN-HeD_FLUXNET_FLUXMET_YY_2019-2024_v1.3_r1.csv,CNF_CN-HeD_FLUXNET_FLUXMET_YY_2019-2024_v1.3_r1.csv,TRUE,2026-06-01T16:45:19,15946,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-HeM,era5_yy,data/extracted/CNF_CN-HeM_FLUXNET_2013-2024_v1.3_r1/CNF_CN-HeM_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,CNF_CN-HeM_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,TRUE,2026-06-01T16:45:19,3604,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-HeM,fluxmet_yy,data/extracted/CNF_CN-HeM_FLUXNET_2013-2024_v1.3_r1/CNF_CN-HeM_FLUXNET_FLUXMET_YY_2013-2024_v1.3_r1.csv,CNF_CN-HeM_FLUXNET_FLUXMET_YY_2013-2024_v1.3_r1.csv,TRUE,2026-06-01T16:45:19,38421,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Huz,era5_yy,data/extracted/CNF_CN-Huz_FLUXNET_2015-2024_v1.3_r1/CNF_CN-Huz_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,CNF_CN-Huz_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,TRUE,2026-06-01T16:45:19,3565,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Huz,fluxmet_yy,data/extracted/CNF_CN-Huz_FLUXNET_2015-2024_v1.3_r1/CNF_CN-Huz_FLUXNET_FLUXMET_YY_2015-2024_v1.3_r1.csv,CNF_CN-Huz_FLUXNET_FLUXMET_YY_2015-2024_v1.3_r1.csv,TRUE,2026-06-01T16:45:19,33312,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Jng,era5_yy,data/extracted/CNF_CN-Jng_FLUXNET_2018-2024_v1.3_r1/CNF_CN-Jng_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,CNF_CN-Jng_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,TRUE,2026-06-01T16:45:19,3688,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Jng,fluxmet_yy,data/extracted/CNF_CN-Jng_FLUXNET_2018-2024_v1.3_r1/CNF_CN-Jng_FLUXNET_FLUXMET_YY_2018-2024_v1.3_r1.csv,CNF_CN-Jng_FLUXNET_FLUXMET_YY_2018-2024_v1.3_r1.csv,TRUE,2026-06-01T16:45:19,23666,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Jzh,era5_yy,data/extracted/CNF_CN-Jzh_FLUXNET_2011-2016_v1.3_r2/CNF_CN-Jzh_FLUXNET_ERA5_YY_1981-2025_v1.3_r2.csv,CNF_CN-Jzh_FLUXNET_ERA5_YY_1981-2025_v1.3_r2.csv,TRUE,2026-06-01T16:45:19,3648,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Jzh,fluxmet_yy,data/extracted/CNF_CN-Jzh_FLUXNET_2011-2016_v1.3_r2/CNF_CN-Jzh_FLUXNET_FLUXMET_YY_2011-2016_v1.3_r2.csv,CNF_CN-Jzh_FLUXNET_FLUXMET_YY_2011-2016_v1.3_r2.csv,TRUE,2026-06-01T16:45:19,20905,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Lch,era5_yy,data/extracted/CNF_CN-Lch_FLUXNET_2008-2020_v1.3_r1/CNF_CN-Lch_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,CNF_CN-Lch_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:45:19,3753,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Lch,fluxmet_yy,data/extracted/CNF_CN-Lch_FLUXNET_2008-2020_v1.3_r1/CNF_CN-Lch_FLUXNET_FLUXMET_YY_2008-2020_v1.3_r1.csv,CNF_CN-Lch_FLUXNET_FLUXMET_YY_2008-2020_v1.3_r1.csv,TRUE,2026-06-01T16:45:19,38577,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Lsh,era5_yy,data/extracted/JPF_CN-Lsh_FLUXNET_2002-2006_v1.3_r1/JPF_CN-Lsh_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,JPF_CN-Lsh_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,TRUE,2026-06-01T16:45:20,3507,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Lsh,fluxmet_yy,data/extracted/JPF_CN-Lsh_FLUXNET_2002-2006_v1.3_r1/JPF_CN-Lsh_FLUXNET_FLUXMET_YY_2002-2006_v1.3_r1.csv,JPF_CN-Lsh_FLUXNET_FLUXMET_YY_2002-2006_v1.3_r1.csv,TRUE,2026-06-01T16:45:20,18195,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Mxn,era5_yy,data/extracted/CNF_CN-Mxn_FLUXNET_2015-2019_v1.3_r1/CNF_CN-Mxn_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,CNF_CN-Mxn_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:45:19,3597,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Mxn,fluxmet_yy,data/extracted/CNF_CN-Mxn_FLUXNET_2015-2019_v1.3_r1/CNF_CN-Mxn_FLUXNET_FLUXMET_YY_2015-2019_v1.3_r1.csv,CNF_CN-Mxn_FLUXNET_FLUXMET_YY_2015-2019_v1.3_r1.csv,TRUE,2026-06-01T16:45:19,16522,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Nmn,era5_yy,data/extracted/CNF_CN-Nmn_FLUXNET_2015-2019_v1.3_r1/CNF_CN-Nmn_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,CNF_CN-Nmn_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,TRUE,2026-06-01T16:53:12,3499,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Nmn,fluxmet_yy,data/extracted/CNF_CN-Nmn_FLUXNET_2015-2019_v1.3_r1/CNF_CN-Nmn_FLUXNET_FLUXMET_YY_2015-2019_v1.3_r1.csv,CNF_CN-Nmn_FLUXNET_FLUXMET_YY_2015-2019_v1.3_r1.csv,TRUE,2026-06-01T16:53:12,18759,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Qng,era5_yy,data/extracted/CNF_CN-Qng_FLUXNET_2022-2024_v1.3_r1/CNF_CN-Qng_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,CNF_CN-Qng_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:53:12,3574,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Qng,fluxmet_yy,data/extracted/CNF_CN-Qng_FLUXNET_2022-2024_v1.3_r1/CNF_CN-Qng_FLUXNET_FLUXMET_YY_2022-2024_v1.3_r1.csv,CNF_CN-Qng_FLUXNET_FLUXMET_YY_2022-2024_v1.3_r1.csv,TRUE,2026-06-01T16:53:12,11426,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Sb1,era5_yy,data/extracted/FLX_CN-Sb1_FLUXNET_2020-2024_v1.3_r1/FLX_CN-Sb1_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,FLX_CN-Sb1_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:53:13,3682,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Sb1,fluxmet_yy,data/extracted/FLX_CN-Sb1_FLUXNET_2020-2024_v1.3_r1/FLX_CN-Sb1_FLUXNET_FLUXMET_YY_2020-2024_v1.3_r1.csv,FLX_CN-Sb1_FLUXNET_FLUXMET_YY_2020-2024_v1.3_r1.csv,TRUE,2026-06-01T16:53:13,18075,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Sb2,era5_yy,data/extracted/FLX_CN-Sb2_FLUXNET_2020-2024_v1.3_r1/FLX_CN-Sb2_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,FLX_CN-Sb2_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:53:13,3709,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Sb2,fluxmet_yy,data/extracted/FLX_CN-Sb2_FLUXNET_2020-2024_v1.3_r1/FLX_CN-Sb2_FLUXNET_FLUXMET_YY_2020-2024_v1.3_r1.csv,FLX_CN-Sb2_FLUXNET_FLUXMET_YY_2020-2024_v1.3_r1.csv,TRUE,2026-06-01T16:53:13,18093,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Sdq,era5_yy,data/extracted/CNF_CN-Sdq_FLUXNET_2013-2024_v1.3_r1/CNF_CN-Sdq_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,CNF_CN-Sdq_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:53:12,3703,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Sdq,fluxmet_yy,data/extracted/CNF_CN-Sdq_FLUXNET_2013-2024_v1.3_r1/CNF_CN-Sdq_FLUXNET_FLUXMET_YY_2013-2024_v1.3_r1.csv,CNF_CN-Sdq_FLUXNET_FLUXMET_YY_2013-2024_v1.3_r1.csv,TRUE,2026-06-01T16:53:12,38088,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-SnB,era5_yy,data/extracted/FLX_CN-SnB_FLUXNET_2021-2021_v1.3_r1/FLX_CN-SnB_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,FLX_CN-SnB_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:53:13,3777,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-SnB,fluxmet_yy,data/extracted/FLX_CN-SnB_FLUXNET_2021-2021_v1.3_r1/FLX_CN-SnB_FLUXNET_FLUXMET_YY_2021-2021_v1.3_r1.csv,FLX_CN-SnB_FLUXNET_FLUXMET_YY_2021-2021_v1.3_r1.csv,TRUE,2026-06-01T16:53:13,4200,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Wnb,era5_yy,data/extracted/CNF_CN-Wnb_FLUXNET_2021-2021_v1.3_r2/CNF_CN-Wnb_FLUXNET_ERA5_YY_1981-2025_v1.3_r2.csv,CNF_CN-Wnb_FLUXNET_ERA5_YY_1981-2025_v1.3_r2.csv,TRUE,2026-06-01T16:53:12,3629,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Wnb,fluxmet_yy,data/extracted/CNF_CN-Wnb_FLUXNET_2021-2021_v1.3_r2/CNF_CN-Wnb_FLUXNET_FLUXMET_YY_2021-2021_v1.3_r2.csv,CNF_CN-Wnb_FLUXNET_FLUXMET_YY_2021-2021_v1.3_r2.csv,TRUE,2026-06-01T16:53:12,4535,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Xi2,era5_yy,data/extracted/CNF_CN-Xi2_FLUXNET_2011-2020_v1.3_r1/CNF_CN-Xi2_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,CNF_CN-Xi2_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:53:12,3604,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Xi2,fluxmet_yy,data/extracted/CNF_CN-Xi2_FLUXNET_2011-2020_v1.3_r1/CNF_CN-Xi2_FLUXNET_FLUXMET_YY_2011-2020_v1.3_r1.csv,CNF_CN-Xi2_FLUXNET_FLUXMET_YY_2011-2020_v1.3_r1.csv,TRUE,2026-06-01T16:53:12,28606,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-YaS,era5_yy,data/extracted/CNF_CN-YaS_FLUXNET_2011-2020_v1.3_r1/CNF_CN-YaS_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,CNF_CN-YaS_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:53:12,3614,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-YaS,fluxmet_yy,data/extracted/CNF_CN-YaS_FLUXNET_2011-2020_v1.3_r1/CNF_CN-YaS_FLUXNET_FLUXMET_YY_2011-2020_v1.3_r1.csv,CNF_CN-YaS_FLUXNET_FLUXMET_YY_2011-2020_v1.3_r1.csv,TRUE,2026-06-01T16:53:12,31202,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Yan,era5_yy,data/extracted/CNF_CN-Yan_FLUXNET_2016-2018_v1.3_r1/CNF_CN-Yan_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,CNF_CN-Yan_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:53:13,3623,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Yan,fluxmet_yy,data/extracted/CNF_CN-Yan_FLUXNET_2016-2018_v1.3_r1/CNF_CN-Yan_FLUXNET_FLUXMET_YY_2016-2018_v1.3_r1.csv,CNF_CN-Yan_FLUXNET_FLUXMET_YY_2016-2018_v1.3_r1.csv,TRUE,2026-06-01T16:53:13,12189,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-You,era5_yy,data/extracted/CNF_CN-You_FLUXNET_2015-2024_v1.3_r1/CNF_CN-You_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,CNF_CN-You_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,TRUE,2026-06-01T16:53:13,3676,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-You,fluxmet_yy,data/extracted/CNF_CN-You_FLUXNET_2015-2024_v1.3_r1/CNF_CN-You_FLUXNET_FLUXMET_YY_2015-2024_v1.3_r1.csv,CNF_CN-You_FLUXNET_FLUXMET_YY_2015-2024_v1.3_r1.csv,TRUE,2026-06-01T16:53:13,31845,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Yuc,era5_yy,data/extracted/CNF_CN-Yuc_FLUXNET_2011-2020_v1.3_r2/CNF_CN-Yuc_FLUXNET_ERA5_YY_1981-2025_v1.3_r2.csv,CNF_CN-Yuc_FLUXNET_ERA5_YY_1981-2025_v1.3_r2.csv,TRUE,2026-06-01T16:53:13,3744,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Yuc,fluxmet_yy,data/extracted/CNF_CN-Yuc_FLUXNET_2011-2020_v1.3_r2/CNF_CN-Yuc_FLUXNET_FLUXMET_YY_2011-2020_v1.3_r2.csv,CNF_CN-Yuc_FLUXNET_FLUXMET_YY_2011-2020_v1.3_r2.csv,TRUE,2026-06-01T16:53:13,30349,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Zha,era5_yy,data/extracted/CNF_CN-Zha_FLUXNET_2012-2024_v1.3_r1/CNF_CN-Zha_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,CNF_CN-Zha_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:53:13,3610,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CN-Zha,fluxmet_yy,data/extracted/CNF_CN-Zha_FLUXNET_2012-2024_v1.3_r1/CNF_CN-Zha_FLUXNET_FLUXMET_YY_2012-2024_v1.3_r1.csv,CNF_CN-Zha_FLUXNET_FLUXMET_YY_2012-2024_v1.3_r1.csv,TRUE,2026-06-01T16:53:13,38645,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CR-AqC,era5_yy,data/extracted/FLX_CR-AqC_FLUXNET_2009-2016_v1.3_r1/FLX_CR-AqC_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,FLX_CR-AqC_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,TRUE,2026-06-01T16:53:13,3673,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CR-AqC,fluxmet_yy,data/extracted/FLX_CR-AqC_FLUXNET_2009-2016_v1.3_r1/FLX_CR-AqC_FLUXNET_FLUXMET_YY_2009-2016_v1.3_r1.csv,FLX_CR-AqC_FLUXNET_FLUXMET_YY_2009-2016_v1.3_r1.csv,TRUE,2026-06-01T16:53:13,25744,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CR-Fsc,era5_yy,data/extracted/AMF_CR-Fsc_FLUXNET_2015-2018_v1.3_r1/AMF_CR-Fsc_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,AMF_CR-Fsc_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3754,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CR-Fsc,fluxmet_yy,data/extracted/AMF_CR-Fsc_FLUXNET_2015-2018_v1.3_r1/AMF_CR-Fsc_FLUXNET_FLUXMET_YY_2015-2018_v1.3_r1.csv,AMF_CR-Fsc_FLUXNET_FLUXMET_YY_2015-2018_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,15359,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CZ-BK1,era5_yy,data/extracted/ICOS_CZ-BK1_FLUXNET_2004-2025_v1.3_r1/ICOS_CZ-BK1_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,ICOS_CZ-BK1_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-09-20T13:04:00,3628,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CZ-BK1,fluxmet_yy,data/extracted/ICOS_CZ-BK1_FLUXNET_2004-2025_v1.3_r1/ICOS_CZ-BK1_FLUXNET_FLUXMET_YY_2004-2025_v1.3_r1.csv,ICOS_CZ-BK1_FLUXNET_FLUXMET_YY_2004-2025_v1.3_r1.csv,TRUE,2026-09-20T13:04:00,66451,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CZ-BK2,era5_yy,data/extracted/EUF_CZ-BK2_FLUXNET_2006-2012_v1.3_r1/EUF_CZ-BK2_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,EUF_CZ-BK2_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:53:13,3608,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CZ-BK2,fluxmet_yy,data/extracted/EUF_CZ-BK2_FLUXNET_2006-2012_v1.3_r1/EUF_CZ-BK2_FLUXNET_FLUXMET_YY_2006-2012_v1.3_r1.csv,EUF_CZ-BK2_FLUXNET_FLUXMET_YY_2006-2012_v1.3_r1.csv,TRUE,2026-06-01T16:53:13,22975,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CZ-KrP,era5_yy,data/extracted/EUF_CZ-KrP_FLUXNET_2014-2023_v1.3_r2/EUF_CZ-KrP_FLUXNET_ERA5_YY_1981-2025_v1.3_r2.csv,EUF_CZ-KrP_FLUXNET_ERA5_YY_1981-2025_v1.3_r2.csv,TRUE,2026-06-01T16:53:13,3574,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CZ-KrP,fluxmet_yy,data/extracted/EUF_CZ-KrP_FLUXNET_2014-2023_v1.3_r2/EUF_CZ-KrP_FLUXNET_FLUXMET_YY_2014-2023_v1.3_r2.csv,EUF_CZ-KrP_FLUXNET_FLUXMET_YY_2014-2023_v1.3_r2.csv,TRUE,2026-06-01T16:53:13,32613,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CZ-LnG,era5_yy,data/extracted/EUF_CZ-LnG_FLUXNET_2019-2024_v1.3_r1/EUF_CZ-LnG_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,EUF_CZ-LnG_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,TRUE,2026-06-01T16:53:13,3543,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
CZ-LnG,fluxmet_yy,data/extracted/EUF_CZ-LnG_FLUXNET_2019-2024_v1.3_r1/EUF_CZ-LnG_FLUXNET_FLUXMET_YY_2019-2024_v1.3_r1.csv,EUF_CZ-LnG_FLUXNET_FLUXMET_YY_2019-2024_v1.3_r1.csv,TRUE,2026-06-01T16:53:13,21360,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
