site_id,dataset,path,file_name,exists,mtime,size_bytes,feeds
AR-Bal,era5_yy,data/extracted/AMF_AR-Bal_FLUXNET_2012-2013_v1.3_r1/AMF_AR-Bal_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_AR-Bal_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:37,3717,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AR-Bal,fluxmet_yy,data/extracted/AMF_AR-Bal_FLUXNET_2012-2013_v1.3_r1/AMF_AR-Bal_FLUXNET_FLUXMET_YY_2012-2013_v1.3_r1.csv,AMF_AR-Bal_FLUXNET_FLUXMET_YY_2012-2013_v1.3_r1.csv,TRUE,2026-06-01T16:37:37,5552,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AR-CCa,era5_yy,data/extracted/AMF_AR-CCa_FLUXNET_2012-2020_v1.3_r1/AMF_AR-CCa_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,AMF_AR-CCa_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:37,3795,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AR-CCa,fluxmet_yy,data/extracted/AMF_AR-CCa_FLUXNET_2012-2020_v1.3_r1/AMF_AR-CCa_FLUXNET_FLUXMET_YY_2012-2020_v1.3_r1.csv,AMF_AR-CCa_FLUXNET_FLUXMET_YY_2012-2020_v1.3_r1.csv,TRUE,2026-06-01T16:37:37,22046,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AR-CCg,era5_yy,data/extracted/AMF_AR-CCg_FLUXNET_2018-2024_v1.3_r1/AMF_AR-CCg_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,AMF_AR-CCg_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,TRUE,2026-06-01T16:37:37,3723,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AR-CCg,fluxmet_yy,data/extracted/AMF_AR-CCg_FLUXNET_2018-2024_v1.3_r1/AMF_AR-CCg_FLUXNET_FLUXMET_YY_2018-2024_v1.3_r1.csv,AMF_AR-CCg_FLUXNET_FLUXMET_YY_2018-2024_v1.3_r1.csv,TRUE,2026-06-01T16:37:37,20944,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AR-TF1,era5_yy,data/extracted/AMF_AR-TF1_FLUXNET_2016-2018_v1.3_r1/AMF_AR-TF1_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,AMF_AR-TF1_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,TRUE,2026-06-01T16:37:37,3533,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AR-TF1,fluxmet_yy,data/extracted/AMF_AR-TF1_FLUXNET_2016-2018_v1.3_r1/AMF_AR-TF1_FLUXNET_FLUXMET_YY_2016-2018_v1.3_r1.csv,AMF_AR-TF1_FLUXNET_FLUXMET_YY_2016-2018_v1.3_r1.csv,TRUE,2026-06-01T16:37:37,11726,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AR-TF2,era5_yy,data/extracted/AMF_AR-TF2_FLUXNET_2016-2018_v1.3_r1/AMF_AR-TF2_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,AMF_AR-TF2_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,TRUE,2026-06-01T16:37:37,3538,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AR-TF2,fluxmet_yy,data/extracted/AMF_AR-TF2_FLUXNET_2016-2018_v1.3_r1/AMF_AR-TF2_FLUXNET_FLUXMET_YY_2016-2018_v1.3_r1.csv,AMF_AR-TF2_FLUXNET_FLUXMET_YY_2016-2018_v1.3_r1.csv,TRUE,2026-06-01T16:37:37,11745,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AT-Mmg,era5_yy,data/extracted/EUF_AT-Mmg_FLUXNET_2021-2024_v1.3_r1/EUF_AT-Mmg_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,EUF_AT-Mmg_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3509,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AT-Mmg,fluxmet_yy,data/extracted/EUF_AT-Mmg_FLUXNET_2021-2024_v1.3_r1/EUF_AT-Mmg_FLUXNET_FLUXMET_YY_2021-2024_v1.3_r1.csv,EUF_AT-Mmg_FLUXNET_FLUXMET_YY_2021-2024_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,15825,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AT-Neu,era5_yy,data/extracted/EUF_AT-Neu_FLUXNET_2002-2020_v1.3_r1/EUF_AT-Neu_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,EUF_AT-Neu_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3580,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AT-Neu,fluxmet_yy,data/extracted/EUF_AT-Neu_FLUXNET_2002-2020_v1.3_r1/EUF_AT-Neu_FLUXNET_FLUXMET_YY_2002-2020_v1.3_r1.csv,EUF_AT-Neu_FLUXNET_FLUXMET_YY_2002-2020_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,56451,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AT-Nsd,era5_yy,data/extracted/EUF_AT-Nsd_FLUXNET_2018-2022_v1.3_r1/EUF_AT-Nsd_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,EUF_AT-Nsd_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3723,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AT-Nsd,fluxmet_yy,data/extracted/EUF_AT-Nsd_FLUXNET_2018-2022_v1.3_r1/EUF_AT-Nsd_FLUXNET_FLUXMET_YY_2018-2022_v1.3_r1.csv,EUF_AT-Nsd_FLUXNET_FLUXMET_YY_2018-2022_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,17877,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AT-PsM,era5_yy,data/extracted/EUF_AT-PsM_FLUXNET_2015-2019_v1.3_r1/EUF_AT-PsM_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,EUF_AT-PsM_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3630,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AT-PsM,fluxmet_yy,data/extracted/EUF_AT-PsM_FLUXNET_2015-2019_v1.3_r1/EUF_AT-PsM_FLUXNET_FLUXMET_YY_2015-2019_v1.3_r1.csv,EUF_AT-PsM_FLUXNET_FLUXMET_YY_2015-2019_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,17877,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AT-Zoe,era5_yy,data/extracted/EUF_AT-Zoe_FLUXNET_2014-2024_v1.3_r1/EUF_AT-Zoe_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,EUF_AT-Zoe_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3624,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AT-Zoe,fluxmet_yy,data/extracted/EUF_AT-Zoe_FLUXNET_2014-2024_v1.3_r1/EUF_AT-Zoe_FLUXNET_FLUXMET_YY_2014-2024_v1.3_r1.csv,EUF_AT-Zoe_FLUXNET_FLUXMET_YY_2014-2024_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,26237,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-APL,era5_yy,data/extracted/TERN_AU-APL_FLUXNET_2017-2022_v1.3_r1/TERN_AU-APL_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,TERN_AU-APL_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3534,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-APL,fluxmet_yy,data/extracted/TERN_AU-APL_FLUXNET_2017-2022_v1.3_r1/TERN_AU-APL_FLUXNET_FLUXMET_YY_2017-2022_v1.3_r1.csv,TERN_AU-APL_FLUXNET_FLUXMET_YY_2017-2022_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,19935,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-ASM,era5_yy,data/extracted/TERN_AU-ASM_FLUXNET_2010-2025_v1.3_r1/TERN_AU-ASM_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TERN_AU-ASM_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3768,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-ASM,fluxmet_yy,data/extracted/TERN_AU-ASM_FLUXNET_2010-2025_v1.3_r1/TERN_AU-ASM_FLUXNET_FLUXMET_YY_2010-2025_v1.3_r1.csv,TERN_AU-ASM_FLUXNET_FLUXMET_YY_2010-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,45522,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Ade,era5_yy,data/extracted/TERN_AU-Ade_FLUXNET_2007-2009_v1.3_r1/TERN_AU-Ade_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TERN_AU-Ade_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3847,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Ade,fluxmet_yy,data/extracted/TERN_AU-Ade_FLUXNET_2007-2009_v1.3_r1/TERN_AU-Ade_FLUXNET_FLUXMET_YY_2007-2009_v1.3_r1.csv,TERN_AU-Ade_FLUXNET_FLUXMET_YY_2007-2009_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,11933,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Boy,era5_yy,data/extracted/TERN_AU-Boy_FLUXNET_2017-2025_v1.3_r1/TERN_AU-Boy_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TERN_AU-Boy_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3718,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Boy,fluxmet_yy,data/extracted/TERN_AU-Boy_FLUXNET_2017-2025_v1.3_r1/TERN_AU-Boy_FLUXNET_FLUXMET_YY_2017-2025_v1.3_r1.csv,TERN_AU-Boy_FLUXNET_FLUXMET_YY_2017-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,27460,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Col,era5_yy,data/extracted/TERN_AU-Col_FLUXNET_2017-2019_v1.3_r1/TERN_AU-Col_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,TERN_AU-Col_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3670,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Col,fluxmet_yy,data/extracted/TERN_AU-Col_FLUXNET_2017-2019_v1.3_r1/TERN_AU-Col_FLUXNET_FLUXMET_YY_2017-2019_v1.3_r1.csv,TERN_AU-Col_FLUXNET_FLUXMET_YY_2017-2019_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,11533,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Cow,era5_yy,data/extracted/TERN_AU-Cow_FLUXNET_2009-2025_v1.3_r1/TERN_AU-Cow_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TERN_AU-Cow_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,3770,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Cow,fluxmet_yy,data/extracted/TERN_AU-Cow_FLUXNET_2009-2025_v1.3_r1/TERN_AU-Cow_FLUXNET_FLUXMET_YY_2009-2025_v1.3_r1.csv,TERN_AU-Cow_FLUXNET_FLUXMET_YY_2009-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:39,46987,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Cpr,era5_yy,data/extracted/TERN_AU-Cpr_FLUXNET_2010-2025_v1.3_r1/TERN_AU-Cpr_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TERN_AU-Cpr_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,3802,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Cpr,fluxmet_yy,data/extracted/TERN_AU-Cpr_FLUXNET_2010-2025_v1.3_r1/TERN_AU-Cpr_FLUXNET_FLUXMET_YY_2010-2025_v1.3_r1.csv,TERN_AU-Cpr_FLUXNET_FLUXMET_YY_2010-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,46606,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Ctr,era5_yy,data/extracted/TERN_AU-Ctr_FLUXNET_2010-2018_v1.3_r1/TERN_AU-Ctr_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,TERN_AU-Ctr_FLUXNET_ERA5_YY_1981-2024_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,3723,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Ctr,fluxmet_yy,data/extracted/TERN_AU-Ctr_FLUXNET_2010-2018_v1.3_r1/TERN_AU-Ctr_FLUXNET_FLUXMET_YY_2010-2018_v1.3_r1.csv,TERN_AU-Ctr_FLUXNET_FLUXMET_YY_2010-2018_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,26700,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Cum,era5_yy,data/extracted/TERN_AU-Cum_FLUXNET_2014-2025_v1.3_r1/TERN_AU-Cum_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TERN_AU-Cum_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,3774,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Cum,fluxmet_yy,data/extracted/TERN_AU-Cum_FLUXNET_2014-2025_v1.3_r1/TERN_AU-Cum_FLUXNET_FLUXMET_YY_2014-2025_v1.3_r1.csv,TERN_AU-Cum_FLUXNET_FLUXMET_YY_2014-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,36645,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-DaP,era5_yy,data/extracted/TERN_AU-DaP_FLUXNET_2008-2013_v1.3_r1/TERN_AU-DaP_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TERN_AU-DaP_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,3847,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-DaP,fluxmet_yy,data/extracted/TERN_AU-DaP_FLUXNET_2008-2013_v1.3_r1/TERN_AU-DaP_FLUXNET_FLUXMET_YY_2008-2013_v1.3_r1.csv,TERN_AU-DaP_FLUXNET_FLUXMET_YY_2008-2013_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,20017,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-DaS,era5_yy,data/extracted/TERN_AU-DaS_FLUXNET_2007-2025_v1.3_r1/TERN_AU-DaS_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TERN_AU-DaS_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,3797,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-DaS,fluxmet_yy,data/extracted/TERN_AU-DaS_FLUXNET_2007-2025_v1.3_r1/TERN_AU-DaS_FLUXNET_FLUXMET_YY_2007-2025_v1.3_r1.csv,TERN_AU-DaS_FLUXNET_FLUXMET_YY_2007-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,53589,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Dry,era5_yy,data/extracted/TERN_AU-Dry_FLUXNET_2009-2025_v1.3_r1/TERN_AU-Dry_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TERN_AU-Dry_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,3757,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Dry,fluxmet_yy,data/extracted/TERN_AU-Dry_FLUXNET_2009-2025_v1.3_r1/TERN_AU-Dry_FLUXNET_FLUXMET_YY_2009-2025_v1.3_r1.csv,TERN_AU-Dry_FLUXNET_FLUXMET_YY_2009-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,47156,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Emr,era5_yy,data/extracted/TERN_AU-Emr_FLUXNET_2011-2013_v1.3_r1/TERN_AU-Emr_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TERN_AU-Emr_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,3770,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Emr,fluxmet_yy,data/extracted/TERN_AU-Emr_FLUXNET_2011-2013_v1.3_r1/TERN_AU-Emr_FLUXNET_FLUXMET_YY_2011-2013_v1.3_r1.csv,TERN_AU-Emr_FLUXNET_FLUXMET_YY_2011-2013_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,12391,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Fle,era5_yy,data/extracted/TERN_AU-Fle_FLUXNET_2022-2025_v1.3_r1/TERN_AU-Fle_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TERN_AU-Fle_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,3756,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Fle,fluxmet_yy,data/extracted/TERN_AU-Fle_FLUXNET_2022-2025_v1.3_r1/TERN_AU-Fle_FLUXNET_FLUXMET_YY_2022-2025_v1.3_r1.csv,TERN_AU-Fle_FLUXNET_FLUXMET_YY_2022-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,14997,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Fog,era5_yy,data/extracted/TERN_AU-Fog_FLUXNET_2006-2008_v1.3_r1/TERN_AU-Fog_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TERN_AU-Fog_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,3843,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Fog,fluxmet_yy,data/extracted/TERN_AU-Fog_FLUXNET_2006-2008_v1.3_r1/TERN_AU-Fog_FLUXNET_FLUXMET_YY_2006-2008_v1.3_r1.csv,TERN_AU-Fog_FLUXNET_FLUXMET_YY_2006-2008_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,12135,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-GWW,era5_yy,data/extracted/TERN_AU-GWW_FLUXNET_2013-2025_v1.3_r1/TERN_AU-GWW_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TERN_AU-GWW_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,3758,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-GWW,fluxmet_yy,data/extracted/TERN_AU-GWW_FLUXNET_2013-2025_v1.3_r1/TERN_AU-GWW_FLUXNET_FLUXMET_YY_2013-2025_v1.3_r1.csv,TERN_AU-GWW_FLUXNET_FLUXMET_YY_2013-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,38511,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Gin,era5_yy,data/extracted/TERN_AU-Gin_FLUXNET_2011-2025_v1.3_r1/TERN_AU-Gin_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TERN_AU-Gin_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,3769,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Gin,fluxmet_yy,data/extracted/TERN_AU-Gin_FLUXNET_2011-2025_v1.3_r1/TERN_AU-Gin_FLUXNET_FLUXMET_YY_2011-2025_v1.3_r1.csv,TERN_AU-Gin_FLUXNET_FLUXMET_YY_2011-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,43642,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-How,era5_yy,data/extracted/TERN_AU-How_FLUXNET_2002-2025_v1.3_r1/TERN_AU-How_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TERN_AU-How_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,3847,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-How,fluxmet_yy,data/extracted/TERN_AU-How_FLUXNET_2002-2025_v1.3_r1/TERN_AU-How_FLUXNET_FLUXMET_YY_2002-2025_v1.3_r1.csv,TERN_AU-How_FLUXNET_FLUXMET_YY_2002-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,66410,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Lit,era5_yy,data/extracted/TERN_AU-Lit_FLUXNET_2015-2025_v1.3_r1/TERN_AU-Lit_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TERN_AU-Lit_FLUXNET_ERA5_YY_1981-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,3808,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
AU-Lit,fluxmet_yy,data/extracted/TERN_AU-Lit_FLUXNET_2015-2025_v1.3_r1/TERN_AU-Lit_FLUXNET_FLUXMET_YY_2015-2025_v1.3_r1.csv,TERN_AU-Lit_FLUXNET_FLUXMET_YY_2015-2025_v1.3_r1.csv,TRUE,2026-06-01T16:37:40,32323,table_1 (p_era_mean_mm_1981_2025 dataset='era5_yy'; p_era_mean_mm_tower_years window boundary dataset='fluxmet_yy'); spot_check_nine_sites.csv
