site_id,n_years_era5,map_era5_after,bio12_mm,badm_map_mm,map_era5_before,ratio_to_bio12_after,ratio_to_badm_after,factor_estimate_after,nearest_cluster_after
US-A03,30,904.299,146,115.1,904.299,6.1938287671232874,7.856637706342311,7.025233236732799,8
US-A10,30,914.8648666666667,107,115.1,914.8648666666668,8.550138940809969,7.948434984071822,8.249286962440895,8
US-A32,30,796.7446,816,889,796.7446,0.9764026960784313,0.8962256467941507,0.936314171436291,1
US-A37,30,28.1835,822,NA,28.1835,0.03428649635036496,NA,0.03428649635036496,elsewhere
US-A39,30,28.21343333333333,999,965,28.21343333333333,0.028241675008341672,0.029236718480138167,0.02873919674423992,elsewhere
US-A74,30,334.8814,823,889,334.8814,0.4069032806804374,0.3766944881889764,0.3917988844347069,elsewhere
US-ABa,30,1163.3433,1206,1371,1163.3433,0.9646296019900498,0.8485363238512035,0.9065829629206266,1
US-ABb,30,1387.2422333333334,1206,1371,1387.2422333333334,1.1502837755666115,1.011846997325553,1.0810653864460824,1
US-ABc,30,1262.7893333333334,1206,1371,1262.7893333333334,1.0470889994472083,0.9210717238025772,0.9840803616248928,1
US-ABd,30,1254.9155,1213,1371,1254.9155,1.0345552349546578,0.9153285922684172,0.9749419136115376,1
US-ABe,30,4224.1391,1219,1371,4224.1391,3.4652494667760463,3.081064259664479,3.2731568632202626,elsewhere
US-ADR,30,137.15643333333333,108,110,137.15643333333333,1.269966975308642,1.2468766666666666,1.2584218209876543,elsewhere
US-ALQ,30,762.6937333333333,808,NA,762.6937333333333,0.9439278877887788,NA,0.9439278877887788,1
US-AR1,30,671.5477666666667,584,NA,671.5477666666667,1.1499105593607306,NA,1.1499105593607306,1
US-AR2,30,553.886,600,NA,553.886,0.9231433333333333,NA,0.9231433333333333,1
US-ARM,30,633.0905666666666,859,843,633.0905666666666,0.7370088086922778,0.7509971134835903,0.7440029610879341,elsewhere
US-ARb,30,1120.4619666666667,793,NA,1120.4619666666667,1.4129406893652796,NA,1.4129406893652796,elsewhere
US-ARc,30,1192.0474333333334,793,NA,1192.0474333333334,1.503212400168138,NA,1.503212400168138,elsewhere
US-ASH,30,1028.2872666666667,175,210,1028.2872666666667,5.8759272380952385,4.896606031746032,5.386266634920635,elsewhere
US-ASM,30,1028.2872666666667,175,210,1028.2872666666667,5.8759272380952385,4.896606031746032,5.386266634920635,elsewhere
US-Akn,30,45.66973333333333,1195,NA,45.66973333333333,0.03821735006973501,NA,0.03821735006973501,elsewhere
US-Aud,30,411.84526666666665,462,438.35,411.84526666666665,0.8914399711399711,0.93953522679746,0.9154875989687156,1
US-BRG,30,4220.8321,1103,1200,4220.8321,3.826683680870353,3.517360083333333,3.672021882101843,4
US-BZB,30,232.59470000000002,294,274,232.5947,0.7911384353741497,0.8488857664233578,0.8200121008987538,elsewhere
US-BZF,30,220.65093333333334,294,274,220.65093333333337,0.7505133786848073,0.8052953771289538,0.7779043779068806,elsewhere
US-BZo,30,158.46103333333335,294,274,158.46103333333335,0.5389831065759637,0.5783249391727494,0.5586540228743566,elsewhere
US-Bar,30,1160.2874,1233,1245.77,1160.2874,0.9410278994322789,0.9313817157260168,0.9362048075791478,1
US-Bi1,30,362.50073333333336,386,338,362.50073333333336,0.9391210708117445,1.0724873767258383,1.0058042237687914,1
US-Bi2,30,323.395,379,338,323.395,0.8532849604221635,0.9567899408284023,0.905037450625283,1
US-CAK,30,340.08683333333335,413,NA,340.08683333333335,0.823454802259887,NA,0.823454802259887,elsewhere
US-CF1,30,8.998866666666666,611,550,8.998866666666666,0.014728096017457719,0.016361575757575755,0.015544835887516737,elsewhere
US-CF2,30,14.574033333333333,583,550,14.574033333333333,0.02499834190966266,0.026498242424242424,0.02574829216695254,elsewhere
US-CF3,30,15.796166666666666,559,550,15.796166666666666,0.028257901013714965,0.02872030303030303,0.028489102022008998,elsewhere
US-CF4,30,23.586000000000002,559,550,23.586,0.04219320214669052,0.04288363636363637,0.04253841925516344,elsewhere
US-CGG,30,525.0985333333333,507,419,525.0985333333333,1.0356973044049966,1.2532184566428002,1.1444578805238983,1
US-CLF,30,603.9065333333333,980,1050,603.9065333333333,0.616231156462585,0.5751490793650793,0.5956901179138321,elsewhere
US-CMW,30,278.78473333333335,352,288,278.78473333333335,0.7920020833333333,0.9680025462962963,0.8800023148148148,1
US-CRK,30,1013.1134333333333,1080,1148,1013.1134333333332,0.9380679938271604,0.8825029907084785,0.9102854922678194,1
US-CRT,30,768.9276,854,849,768.9276,0.900383606557377,0.9056862190812721,0.9030349128193246,1
US-CS1,30,721.6422,808,830,721.6422,0.8931215346534653,0.8694484337349397,0.8812849841942025,1
US-CS2,30,3231.0546666666664,809,830,3231.0546666666664,3.9938871034198598,3.892836947791164,3.943362025605512,4
US-CS3,30,994.6649666666667,814,830,994.6649666666668,1.2219471334971335,1.1983915261044178,1.2101693298007756,elsewhere
US-CS4,30,909.2061,814,830,909.2061,1.1169608108108109,1.0954290361445782,1.1061949234776947,1
US-CS5,30,1516.8692999999998,808,830,1516.8692999999998,1.8773134900990096,1.8275533734939757,1.8524334317964928,elsewhere
US-CS6,30,829.1552333333333,818,830,829.1552333333333,1.0136372045639772,0.9989822088353413,1.0063097066996591,1
US-CS8,30,1571.122,822,830,1571.122,1.9113406326034064,1.8929180722891568,1.9021293524462815,elsewhere
US-CdM,30,175.45656666666667,297,348,175.45656666666667,0.5907628507295174,0.5041855363984674,0.5474741935639924,elsewhere
US-Ced,30,1220.0665999999999,1147,1138,1220.0666,1.06370235396687,1.0721147627416518,1.067908558354261,1
US-ChR,30,1399.8499,1241,1358.85,1399.8499,1.1280015310233682,1.0301724988041359,1.079087014913752,1
US-Cms,30,77.05356666666667,107,274,77.05356666666667,0.7201267912772585,0.28121739659367395,0.5006720939354663,elsewhere
US-Cop,30,197.0277,330,NA,197.0277,0.5970536363636364,NA,0.5970536363636364,elsewhere
US-Cst,30,1141.0507666666667,1409,1410,1141.0507666666667,0.8098302105512184,0.8092558628841608,0.8095430367176897,elsewhere
US-Cwt,30,5593.431333333333,1808,1800,5593.431333333333,3.0937120206489674,3.1074618518518515,3.1005869362504095,elsewhere
US-DFC,30,745.6671,799,787,745.6671,0.9332504380475595,0.9474804320203304,0.940365435033945,1
US-DFK,30,3277.5183666666667,799,787,3277.5183666666667,4.102025490196079,4.164572257518,4.13329887385704,4
US-DPW,30,3911.317466666667,1223,1142,3911.317466666667,3.1981336603979287,3.424971511967309,3.3115525861826187,elsewhere
US-DS1,30,1578.2313333333334,392,432,1578.2313333333334,4.026100340136055,3.6533132716049384,3.8397068058704966,4
US-DS2,30,1542.8013666666666,392,432,1542.8013666666666,3.9357177721088434,3.571299459876543,3.7535086159926934,4
US-DS3,30,419.11136666666664,373,432,419.11136666666664,1.123622966934763,0.9701652006172838,1.0468940837760234,1
US-Dix,30,1139.0100666666667,1153,1126.63,1139.0100666666667,0.987866493206129,1.0109885824686602,0.9994275378373946,1
US-Dk1,30,1138.0428666666667,1165,1169.75,1138.042866666667,0.9768608297567954,0.972894094179668,0.9748774619682317,1
US-Dk2,30,1137.5497666666668,1165,1168.69,1137.5497666666668,0.9764375679542204,0.9733545821960201,0.9748960750751203,1
US-Dk3,30,1136.6637666666666,1165,1169.69,1136.6637666666666,0.975677052932761,0.9717649690658777,0.9737210109993193,1
US-Dmg,30,357.4943666666667,334,365,357.4943666666667,1.0703424151696608,0.9794366210045662,1.0248895180871136,1
US-EA4,30,731.8793,854,836,731.8793,0.8570015222482434,0.8754537081339713,0.8662276151911074,1
US-EA5,30,659.1300666666666,619,632,659.1300666666666,1.064830479267636,1.0429273206751053,1.0538788999713706,1
US-EA6,30,971.9215,668,703,971.9215,1.4549723053892216,1.3825341394025605,1.4187532223958912,elsewhere
US-EDN,30,415.89750000000004,398,NA,415.8975,1.0449685929648242,NA,1.0449685929648242,1
US-EKH,30,16.56,553,894,16.56,0.029945750452079565,0.018523489932885905,0.024234620192482736,elsewhere
US-EKN,30,17.549833333333332,539,894,17.549833333333332,0.0325599876314162,0.019630686055182697,0.026095336843299448,elsewhere
US-EKP,30,13.200566666666667,539,894,13.200566666666669,0.024490847247990107,0.014765734526472781,0.019628290887231444,elsewhere
US-EML,30,2134.550333333333,424,378,2134.550333333333,5.0343168238993705,5.646958553791887,5.340637688845629,elsewhere
US-Elm,30,1087.0007,1343,NA,1087.0007,0.8093825018615042,NA,0.8093825018615042,elsewhere
US-Esm,30,1081.8721333333333,1405,NA,1081.8721333333333,0.7700157532621589,NA,0.7700157532621589,elsewhere
US-EvM,30,1184.8167,1377,1200,1184.8167,0.8604333333333334,0.9873472500000001,0.9238902916666667,1
US-Fcr,30,259.7326,294,NA,259.7326,0.8834442176870748,NA,0.8834442176870748,1
US-Fmf,30,543.0659666666667,561,546,543.0659666666667,0.9680320261437908,0.9946263125763126,0.9813291693600517,1
US-Fo1,30,57.956199999999995,166,NA,57.956199999999995,0.349133734939759,NA,0.349133734939759,elsewhere
US-Fo2,30,63.41126666666667,167,NA,63.41126666666667,0.37970818363273456,NA,0.37970818363273456,elsewhere
US-Fuf,30,640.0857666666666,580,562,640.0857666666666,1.1035961494252873,1.1389426453143534,1.1212693973698205,1
US-Fwf,30,498.22723333333334,526,557,498.22723333333334,0.9472000633713562,0.8944833632555357,0.9208417133134459,1
US-GLE,30,1379.5923,510,1200,1379.5923,2.7050829411764705,1.14966025,1.9273715955882351,elsewhere
US-HB1,30,647.0659333333333,1372,1429,647.0659333333333,0.4716224003887269,0.45281031024026125,0.46221635531449407,elsewhere
US-HB2,30,1335.0056,1370,1429,1335.0056,0.9744566423357663,0.9342236529041288,0.9543401476199476,1
US-HB3,30,1842.267,1370,1429,1842.267,1.3447204379562043,1.2892001399580126,1.3169602889571084,elsewhere
US-HB4,30,658044.5751,1350,1429,658044.5751,487.440426,460.4930546536039,473.966740326802,elsewhere
US-HBK,30,4481.9504,1152,1400,4481.9504,3.890581944444444,3.2013931428571425,3.545987543650793,4
US-HRA,30,530.8393333333333,1289,1250,530.8393333333333,0.4118226014998707,0.42467146666666666,0.4182470340832687,elsewhere
US-HRC,30,504.8086333333333,1289,1250,504.8086333333333,0.3916281096457202,0.40384690666666667,0.39773750815619346,elsewhere
US-HVs,30,1515.1631666666667,196,217,1515.1631666666667,7.7304243197278915,6.982318740399386,7.3563715300636385,8
US-HWB,30,1033.7404666666666,1007,1006.35,1033.7404666666666,1.0265545845746442,1.027217634686408,1.0268861096305262,1
US-Ha1,30,1210.9178333333334,1103,1071,1210.9178333333334,1.0978402840737385,1.1306422346716465,1.1142412593726925,1
US-Hn2,30,42.84546666666667,167,197,42.84546666666667,0.25655968063872253,0.21748967851099832,0.23702467957486043,elsewhere
US-Hn3,30,13.158766666666667,167,197,13.158766666666668,0.07879500998003992,0.06679576988155668,0.0727953899307983,elsewhere
US-Ho2,30,796.8249,1062,1064,796.8249,0.7503059322033898,0.7488955827067669,0.7496007574550784,elsewhere
US-Ho3,30,1118.2289666666666,1064,1072,1118.2289666666666,1.050967073934837,1.0431240360696517,1.0470455550022444,1
US-Hsm,30,505.5593,546,450,505.5593,0.9259327838827839,1.1234651111111111,1.0246989474969475,1
US-IAB,30,3589.859733333333,849,912,3589.859733333333,4.228338908519827,3.936249707602339,4.082294308061083,4
US-IAC,30,3589.859733333333,851,912,3589.859733333333,4.218401566784175,3.936249707602339,4.077325637193257,4
US-IAM,30,3589.859733333333,851,912,3589.859733333333,4.218401566784175,3.936249707602339,4.077325637193257,4
US-ICh,30,213.02486666666667,243,318,213.02486666666667,0.8766455418381345,0.6698895178197065,0.7732675298289204,elsewhere
US-ICs,30,220.42793333333333,243,318,220.42793333333333,0.9071108367626886,0.6931696016771488,0.8001402192199187,elsewhere
US-ICt,30,286.46073333333334,243,318,286.46073333333334,1.178850754458162,0.9008199161425576,1.0398353353003598,1
US-Jo1,30,243.9739,283,245.1,243.9739,0.8620985865724381,0.9954055487556099,0.928752067664024,1
US-Jo2,30,332.1813,298,282.3,332.1813,1.1147023489932886,1.1766960680127525,1.1456992085030206,1
US-KFS,30,599.5625333333334,996,1014,599.5625333333334,0.6019704149933066,0.5912845496383958,0.5966274823158513,elsewhere
US-KLS,30,352.7522666666666,754,NA,352.7522666666666,0.46784120247568517,NA,0.46784120247568517,elsewhere
US-KPL,30,382.63723333333337,850,375.8,382.63723333333337,0.4501614509803922,1.0181938087635267,0.7341776298719594,elsewhere
US-KS1,30,1227.4967333333334,1229,1266,1227.4967333333334,0.9987768375372933,0.9695866771985255,0.9841817573679095,1
US-KS2,30,1240.9408333333333,1276,1294,1240.940833333333,0.9725241640543365,0.9589960072127769,0.9657600856335566,1
US-KS3,30,274.10203333333334,1290,1340,274.10203333333334,0.21248219638242893,0.20455375621890548,0.2085179763006672,elsewhere
US-Kon,30,722.2409666666667,892,867,722.2409666666667,0.809687182361734,0.8330345636293734,0.8213608729955537,elsewhere
US-LA2,30,891.8103666666666,1614,1655,891.8103666666666,0.5525466955803386,0.538858227593152,0.5457024615867454,elsewhere
US-LA3,30,546.9458333333333,1557,1623,546.9458333333333,0.3512818454292443,0.3369968165947833,0.34413933101201377,elsewhere
US-LS1,30,311.8808666666667,359,288,311.8808666666667,0.8687489322191273,1.082919675925926,0.9758343040725267,1
US-LS2,30,316.23,359,NA,316.23,0.8808635097493037,NA,0.8808635097493037,1
US-Lin,30,327.6041333333333,330,NA,327.6041333333333,0.9927397979797979,NA,0.9927397979797979,1
US-Los,30,753.36,834,828,753.36,0.9033093525179856,0.9098550724637682,0.9065822124908769,1
US-MBP,30,2870.626166666667,695,780,2870.626166666667,4.130397362110312,3.6802899572649577,3.9053436596876345,4
US-MEF,30,419.4433,430,368.47,419.4433,0.975449534883721,1.138337720845659,1.05689362786469,1
US-MMS,30,1103.8964333333333,1092,1032,1103.896433333333,1.0108941697191698,1.0696670865633076,1.0402806281412387,1
US-MN1,30,456.3752333333333,598,684.5,456.3752333333333,0.7631692865105908,0.6667278792305819,0.7149485828705864,elsewhere
US-MN2,30,473.4106,597,684.5,473.4106,0.7929825795644891,0.6916151935719503,0.7422988865682197,elsewhere
US-MN3,30,501.7547666666667,598,684.5,501.7547666666667,0.8390547937569677,0.7330237643048454,0.7860392790309065,elsewhere
US-MOz,30,908.8695,1013,986,908.8695,0.8972058242843041,0.9217743407707911,0.9094900825275476,1
US-MZA,30,504.2912,962,940,504.2912,0.5242112266112267,0.53648,0.5303456133056133,elsewhere
US-Me1,30,166.06796666666668,608,704.61,166.06796666666668,0.27313810307017544,0.23568778000123,0.2544129415357027,elsewhere
US-Me3,30,383.19306666666665,537,719,383.19306666666665,0.713581129733085,0.5329528048215113,0.6232669672772981,elsewhere
US-Me5,30,479.1358,821,590.81,479.1358,0.5836002436053593,0.8109811953081364,0.6972907194567479,elsewhere
US-Me6,30,322.80733333333336,537,494,322.80733333333336,0.601130974549969,0.6534561403508773,0.6272935574504231,elsewhere
US-Me7,30,2553.5444666666667,821,523,2553.5444666666667,3.110285586682907,4.88249420012747,3.9963898934051882,4
US-Mo1,30,921.9112666666666,1014,981,921.9112666666666,0.9091827087442471,0.939766836561332,0.9244747726527895,1
US-Mo2,30,743.9494666666667,1018,981,743.9494666666667,0.7307951538965292,0.7583582738702005,0.7445767138833648,elsewhere
US-Mo3,30,937.9848666666667,1017,981,937.9848666666668,0.9223056702720419,0.9561517499150527,0.9392287100935472,1
US-Mpj,30,416.3135,407,385,416.3135,1.0228832923832922,1.081333766233766,1.052108529308529,1
US-MtB,30,624.9588,717,790,624.9588,0.8716301255230126,0.7910870886075949,0.8313586070653037,elsewhere
US-Myb,30,273.38203333333337,356,338,273.38203333333337,0.7679270599250937,0.8088225838264301,0.7883748218757619,elsewhere
US-NC1,30,1132.5543,1248,1320,1132.5543,0.9074954326923077,0.8579956818181819,0.8827455572552447,1
US-NC2,30,1239.1141,1252,1320,1239.1141,0.9897077476038338,0.9387228030303031,0.9642152753170685,1
US-NC3,30,1449.9727333333333,1254,1320,1449.9727333333333,1.156278096757044,1.098464191919192,1.127371144338118,1
US-NC4,30,889.0554333333333,1327,1311,889.0554333333333,0.6699739512685254,0.6781505975082635,0.6740622743883944,elsewhere
US-NC5,30,636.7941,1142,1330,636.7941,0.557613047285464,0.4787925563909774,0.5182028018382208,elsewhere
US-NGB,30,914.8648666666667,109,171,914.8648666666668,8.393255657492356,5.35008693957115,6.871671298531753,8
US-NGC,30,2398.5839333333333,413,NA,2398.5839333333333,5.807709281678774,NA,5.807709281678774,elsewhere
US-NR1,30,709.2242,567,800,709.2242,1.250836331569665,0.88653025,1.0686832907848325,1
US-NR3,30,2853.9561,686,884,2853.9561,4.160285860058309,3.2284571266968323,3.6943714933775706,4
US-NSa,30,1815.2084,299,NA,1815.2084,6.070931103678929,NA,6.070931103678929,elsewhere
US-NSb,30,900.7200333333333,172,NA,900.7200333333332,5.236744379844961,NA,5.236744379844961,elsewhere
US-Ne1,30,3120.004,799,790.37,3120.004,3.904886107634543,3.9475233118665938,3.9262047097505683,4
US-Ne2,30,3120.004,799,788.89,3120.004,3.904886107634543,3.9549290775646795,3.929907592599611,4
US-Ne3,30,3120.004,797,783.68,3120.004,3.9146850690087827,3.9812219273172724,3.9479534981630273,4
US-ONA,30,733.493,1285,1268,733.493,0.570811673151751,0.5784645110410095,0.5746380920963803,elsewhere
US-OPE,30,891.1683333333333,1127,1192,891.1683333333333,0.7907438627624963,0.7476244407158836,0.76918415173919,elsewhere
US-OWC,30,564.5961666666667,897,930,564.5961666666667,0.6294271646228169,0.6070926523297492,0.618259908476283,elsewhere
US-Oho,30,839.0880999999999,855,849,839.0880999999999,0.9813895906432748,0.9883252061248528,0.9848573983840638,1
US-PAS,30,4443.1348333333335,1285,1268,4443.1348333333335,3.457692477302205,3.504049553101998,3.4808710152021014,4
US-PFL,30,3162.7420666666667,825,823,3162.7420666666667,3.8336267474747476,3.8429429728635074,3.8382848601691277,4
US-PFb,30,3162.7420666666667,829,823,3162.7420666666667,3.815129151588259,3.8429429728635074,3.8290360622258834,4
US-PFc,30,3162.7420666666667,829,823,3162.7420666666667,3.815129151588259,3.8429429728635074,3.8290360622258834,4
US-PFd,30,3162.7420666666667,829,823,3162.7420666666667,3.815129151588259,3.8429429728635074,3.8290360622258834,4
US-PFf,30,3162.7420666666667,825,823,3162.7420666666667,3.8336267474747476,3.8429429728635074,3.8382848601691277,4
US-PFg,30,3162.7420666666667,828,823,3162.7420666666667,3.8197367954911434,3.8429429728635074,3.8313398841773254,4
US-PFh,30,3162.7420666666667,827,823,3162.7420666666667,3.824355582426441,3.8429429728635074,3.833649277644974,4
US-PFi,30,3162.7420666666667,834,823,3162.7420666666667,3.7922566746602717,3.8429429728635074,3.8175998237618893,4
US-PFj,30,3162.7420666666667,834,823,3162.7420666666667,3.7922566746602717,3.8429429728635074,3.8175998237618893,4
US-PFk,30,3162.7420666666667,817,823,3162.7420666666667,3.871165320277438,3.8429429728635074,3.857054146570473,4
US-PFm,30,3162.7420666666667,825,823,3162.7420666666667,3.8336267474747476,3.8429429728635074,3.8382848601691277,4
US-PFn,30,3162.7420666666667,824,823,3162.7420666666667,3.838279207119741,3.8429429728635074,3.840611089991624,4
US-PFp,30,3162.7420666666667,824,823,3162.7420666666667,3.838279207119741,3.8429429728635074,3.840611089991624,4
US-PFq,30,3162.7420666666667,827,823,3162.7420666666667,3.824355582426441,3.8429429728635074,3.833649277644974,4
US-PFr,30,3162.7420666666667,827,823,3162.7420666666667,3.824355582426441,3.8429429728635074,3.833649277644974,4
US-PFt,30,3162.7420666666667,827,823,3162.7420666666667,3.824355582426441,3.8429429728635074,3.833649277644974,4
US-PLo,30,4001.626133333333,1098,1262,4001.626133333333,3.6444682452944748,3.170860644479662,3.407664444887068,4
US-PSH,30,900.7205,171,191,900.7205,5.26737134502924,4.715814136125655,4.991592740577447,elsewhere
US-PSL,30,1206.1900666666666,226,311,1206.1900666666666,5.33712418879056,3.8784246516613075,4.607774420225934,elsewhere
US-Prr,30,375.2394,319,275,375.2394,1.1762990595611285,1.364506909090909,1.2704029843260187,elsewhere
US-RC1,30,510.87426666666664,611,550,510.87426666666664,0.8361280960174576,0.928862303030303,0.8824951995238803,1
US-RC2,30,441.5242666666667,611,550,441.5242666666667,0.7226256410256411,0.802771393939394,0.7626985174825176,elsewhere
US-RC3,30,258.66540000000003,260,280,258.66540000000003,0.9948669230769233,0.9238050000000001,0.9593359615384617,1
US-RC4,30,634.6162666666667,678,680,634.6162666666667,0.9360121927236972,0.9332592156862745,0.9346357042049858,1
US-RC5,30,136.2416,190,230,136.2416,0.7170610526315789,0.5923547826086957,0.6547079176201374,elsewhere
US-RGA,30,1105.6634666666666,1291,1250,1105.6634666666666,0.8564395558998192,0.8845307733333333,0.8704851646165763,1
US-RGB,30,438.8813,573,737,438.8813,0.7659359511343805,0.5954970149253731,0.6807164830298769,elsewhere
US-RGF,30,276.97476666666665,287,31,276.97476666666665,0.9650688734030197,8.934669892473117,4.949869382938068,elsewhere
US-RGW,30,1283.4840666666666,1340,1283,1283.4840666666666,0.9578239303482587,1.0003772928033254,0.9791006115757921,1
US-RGo,30,381.3772333333333,560,610,381.3772333333333,0.6810307738095238,0.6252085792349726,0.6531196765222482,elsewhere
US-RRC,30,1228.6875666666667,1137,1117,1228.6875666666667,1.080639900322486,1.09998886899433,1.090314384658408,1
US-Rls,30,1305.9504666666667,375,333,1305.950466666667,3.482534577777778,3.921773173173173,3.7021538754754753,4
US-Rms,30,1484.0106,448,800,1484.0106,3.312523660714286,1.85501325,2.583768455357143,elsewhere
US-Ro1,30,812.8240000000001,768,879,812.8240000000001,1.0583645833333335,0.9247144482366326,0.9915395157849831,1
US-Ro2,30,823.6855333333333,768,879,823.6855333333333,1.072507204861111,0.9370711414486158,1.0047891731548635,1
US-Ro3,30,805.9235333333334,768,879,805.9235333333334,1.0493796006944445,0.9168640879787637,0.9831218443366041,1
US-Ro4,30,779.9887,766,879,779.9887,1.0182620104438642,0.8873591581342435,0.9528105842890539,1
US-Ro5,30,753.4834333333333,766,879,753.4834333333333,0.9836598346388163,0.8572052711414486,0.9204325528901325,1
US-Ro6,30,753.4834333333333,766,879,753.4834333333333,0.9836598346388163,0.8572052711414486,0.9204325528901325,1
US-Rpf,30,320.1290666666667,321,450,320.1290666666667,0.9972868120456906,0.711397925925926,0.8543423689858083,1
US-Rwe,30,1484.0106,463,800,1484.0106,3.2052064794816415,1.85501325,2.5301098647408207,elsewhere
US-Rwf,30,1484.0106,449,505,1484.0106,3.3051461024498887,2.9386348514851486,3.1218904769675184,elsewhere
US-Rws,30,1305.9504666666667,309,290,1305.950466666667,4.226376914778856,4.503277471264368,4.364827193021612,4
US-SD1,30,960.3414666666666,970,946.16,960.3414666666666,0.9900427491408934,1.014988444519602,1.0025155968302477,1
US-SD2,30,397.94016666666664,966,NA,397.94016666666664,0.4119463423050379,NA,0.4119463423050379,elsewhere
US-SHC,30,844.1197,825,827,844.1197,1.023175393939394,1.020700967351874,1.021938180645634,1
US-SP1,30,1706.5929666666666,1307,1309.77,1706.5929666666666,1.3057329507778628,1.3029714886328643,1.3043522197053634,elsewhere
US-SRC,30,327.47316666666666,395,330,327.47316666666666,0.8290459915611814,0.9923429292929292,0.9106944604270553,1
US-SRG,30,434.6741,566,420,434.6741,0.7679754416961131,1.0349383333333333,0.9014568875147232,1
US-SRM,30,378.2395,474,380,378.2395,0.7979736286919832,0.995367105263158,0.8966703669775706,1
US-SRS,30,409.9934,474,388,409.9934,0.8649649789029537,1.0566840206185568,0.9608244997607552,1
US-SSH,30,934.9181666666667,989,1050,934.9181666666668,0.9453166498146276,0.890398253968254,0.9178574518914409,1
US-Sag,30,22.827066666666667,179,121,22.827066666666667,0.12752551210428306,0.1886534435261708,0.15808947781522692,elsewhere
US-Seg,30,252.56323333333333,255,273.304,252.56323333333333,0.9904440522875817,0.924111002156329,0.9572775272219554,1
US-Ses,30,253.19693333333333,248,275.082,253.19693333333333,1.020955376344086,0.9204416622437431,0.9706985192939146,1
US-Slt,30,1059.4663,1162,1138,1059.4663,0.9117610154905336,0.930989718804921,0.9213753671477273,1
US-Sne,30,338.2771666666667,340,311,338.2771666666667,0.9949328431372549,1.087707931404073,1.041320387270664,1
US-Snf,30,343.7930666666667,336,NA,343.7930666666667,1.0231936507936508,NA,1.0231936507936508,1
US-Srr,30,1963.2860333333333,530,326,1963.2860333333333,3.7043132704402515,6.022349795501023,4.863331532970637,elsewhere
US-StJ,30,564.8426,1133,1121,564.8426,0.49853715798764336,0.5038738626226583,0.5012055103051508,elsewhere
US-Sta,30,1727.4923666666666,293,NA,1727.4923666666666,5.895878384527872,NA,5.895878384527872,elsewhere
US-Syv,30,3158.2599666666665,836,826,3158.2599666666665,3.7778229266347685,3.823559281678773,3.800691104156771,4
US-TKs,30,216.66003333333333,236,316,216.66003333333333,0.918050988700565,0.6856330168776371,0.8018420027891011,elsewhere
US-TLR,30,1.0004666666666666,1276,469.4,1.0004666666666666,7.840647857889236e-4,0.0021313733844624343,0.001457719085125679,elsewhere
US-TaS,30,3536.1759333333334,1257,986.8,3536.1759333333334,2.813186900026518,3.58347784083232,3.1983323704294193,elsewhere
US-Ton,30,607.5981333333333,623,559,607.5981333333333,0.9752779026217228,1.0869376267143709,1.0311077646680469,1
US-Tw1,30,1717.7816666666665,370,421,1717.7816666666663,4.6426531531531525,4.080241488519398,4.361447320836275,4
US-Tw2,30,1717.7816666666665,370,421,1717.7816666666663,4.6426531531531525,4.080241488519398,4.361447320836275,4
US-Tw3,30,265.85970000000003,370,421,265.85970000000003,0.7185397297297298,0.6314957244655582,0.6750177270976441,elsewhere
US-Tw4,30,366.24593333333337,370,421,366.24593333333337,0.989853873873874,0.8699428345209819,0.929898354197428,1
US-Tw5,30,1717.7816666666665,370,421,1717.7816666666663,4.6426531531531525,4.080241488519398,4.361447320836275,4
US-Twt,30,373.8043666666667,370,421,373.8043666666667,1.0102820720720722,0.8878963578780681,0.94908921497507015,1
US-UC1,30,1084.6863666666668,1010,1006.35,1084.6863666666668,1.073946897689769,1.0778420695251818,1.0758944836074753,1
US-UC2,30,1036.5163666666667,1009,1006.35,1036.5163666666667,1.02727092831186,1.0299760189463574,1.0286234736291087,1
US-UMd,30,3229.1988333333334,793,803,3229.198833333334,4.072129676334594,4.021418223329182,4.046773949831888,4
US-UTB,30,42.33186666666666,165,138.59,42.33186666666666,0.25655676767676766,0.3054467614305986,0.28100176455368314,elsewhere
US-UTD,30,67.7812,271,215.65,67.7812,0.2501151291512915,0.3143111523301646,0.28221314074072806,elsewhere
US-UTE,30,228.46273333333335,225,258.318,228.46273333333335,1.015389925925926,0.884424365833327,0.9499071458796264,1
US-UTJ,30,824.7116,212,196.85,824.7116,3.8901490566037733,4.189543307086614,4.039846181845194,4
US-UTL,30,98.10723333333334,211,177,98.10723333333334,0.4649631911532386,0.5542781544256121,0.5096206727894254,elsewhere
US-UTM,30,73.7891,236,240.03,73.7891,0.31266567796610173,0.30741615631379415,0.31004091713994797,elsewhere
US-UTP,30,285.49806666666666,436,419,285.49806666666666,0.6548120795107033,0.6813796340493238,0.6680958567800135,elsewhere
US-UTV,30,128.37,206,177,128.37,0.6231553398058253,0.7252542372881357,0.6742047885469804,elsewhere
US-UTW,30,822.7638333333333,228,225.22,822.7638333333333,3.6086133040935673,3.6531561732232185,3.630884738658393,4
US-Uaf,30,258.19873333333334,301,263,258.19873333333334,0.8578031007751938,0.9817442332065907,0.9197736669908922,1
US-UiA,30,3837.7169,1015,1051,3837.7169,3.781001871921182,3.6514908658420553,3.7162463688816185,4
US-UiB,30,3837.7169,1015,1051,3837.7169,3.781001871921182,3.6514908658420553,3.7162463688816185,4
