site_id,n_years_era5,map_era5_after,bio12_mm,badm_map_mm,map_era5_before,ratio_to_bio12_after,ratio_to_badm_after,factor_estimate_after,nearest_cluster_after
DK-Sor,30,775.8816333333333,613,640,775.8816333333333,1.2657122892876562,1.2123150520833332,1.2390136706854946,elsewhere
DK-Vng,30,886.9529,822,961,886.9529,1.0790181265206813,0.9229478668054111,1.0009829966630461,1
EE-Pts,30,579.7667666666667,684,870.5,579.7667666666667,0.847612231968811,0.6660158146659009,0.7568140233173559,elsewhere
EE-Rng,30,697.6556666666667,647,107.1,697.6556666666667,1.0782931478619269,6.514058512293807,3.7961758300778667,4
EE-Stg,30,2750.2968333333333,659,675,2750.2968333333333,4.17343980778958,4.0745138271604935,4.123976817475037,4
ES-Abr,30,372.7431666666667,559,NA,372.7431666666667,0.6668035181872392,NA,0.6668035181872392,elsewhere
ES-Agu,30,265.89203333333336,254,0,265.89203333333336,1.0468190288713912,Inf,Inf,NA
ES-Amo,30,240.4131,219,0,240.4131,1.0977767123287672,Inf,Inf,NA
ES-Cnd,30,2141.2092333333335,368,474,2141.2092333333335,5.818503351449276,4.517319057665261,5.167911204557268,elsewhere
ES-Crg,30,471.4329333333333,410,550,471.4329333333333,1.1498364227642277,0.8571507878787878,1.0034936053215078,1
ES-Dnn,30,1910.7018333333333,505,548.6,1910.7018333333333,3.78356798679868,3.4828688175963056,3.6332184021974925,4
ES-FtD,30,1910.7018333333333,511,548.6,1910.7018333333333,3.7391425309849966,3.4828688175963056,3.6110056742906513,4
ES-Gdn,30,2141.2092333333335,368,471,2141.2092333333335,5.818503351449276,4.546091790516631,5.1822975709829535,elsewhere
ES-HdD,30,347.63956666666667,580,400,347.63956666666667,0.5993785632183908,0.8690989166666667,0.7342387399425288,elsewhere
ES-HeB,30,226.37313333333333,339,332,226.37313333333333,0.667767354965585,0.6818467871485944,0.6748070710570897,elsewhere
ES-Hen,30,196.6684,329,332,196.6684,0.597776291793313,0.5923746987951807,0.5950754952942469,elsewhere
ES-LJu,30,540.1769666666667,527,400,540.1769666666667,1.0250037318153067,1.3504424166666666,1.1877230742409868,elsewhere
ES-LM1,30,695.5762,465,700,695.5762,1.4958627956989248,0.9936802857142857,1.2447715407066053,elsewhere
ES-LM2,30,673.2625666666667,465,700,673.2625666666667,1.447876487455197,0.9618036666666666,1.2048400770609318,elsewhere
ES-LMa,30,696.9402333333334,465,670,723.3152666666666,1.498796200716846,1.0402093034825872,1.2695027520997166,elsewhere
ES-LgS,30,468.6667,760,NA,468.6667,0.6166667105263158,NA,0.6166667105263158,elsewhere
ES-Ln2,30,2328.583633333333,787,NA,2328.583633333333,2.958810207539178,NA,2.958810207539178,elsewhere
ES-Mcd,30,366.7046666666667,427,470,366.7046666666667,0.858793130366901,0.780222695035461,0.8195079127011811,elsewhere
ES-MtB,30,1910.7018333333333,500,548.6,1910.7018333333333,3.8214036666666664,3.4828688175963056,3.652136242131486,4
ES-MtN,30,1910.7018333333333,507,548.6,1910.7018333333333,3.7686426692965154,3.4828688175963056,3.6257557434464105,4
ES-Mzn,30,2128.8712666666665,424,512,2128.8712666666665,5.020922798742138,4.157951692708333,4.589437245725236,4
ES-Pdu,30,2328.583633333333,456,NA,2328.583633333333,5.106543055555555,NA,5.106543055555555,elsewhere
ES-Pzb,30,502.4209,571,500,502.4209,0.8798964973730298,1.0048418000000001,0.9423691486865149,1
ES-Srn,30,2009.6956666666667,421,476,2009.6956666666667,4.7736239113222485,4.222049719887956,4.497836815605102,4
ES-TzM,30,1359.1763666666666,403,314,1359.1763666666666,3.372646071133168,4.328587154989384,3.850616613061276,4
ES-VDA,30,771.4939,974,700,771.4939,0.7920881930184805,1.102134142857143,0.9471111679378117,1
ES-Yst,30,398.3828,451,530,398.3828,0.8833321507760532,0.7516656603773585,0.8174989055767059,elsewhere
FI-Ant,30,431.3066333333333,607,612,431.3066333333333,0.7105545853926414,0.7047494008714597,0.7076519931320505,elsewhere
FI-Hyy,30,688.5662333333333,663,711,688.5662333333333,1.0385614379084966,0.9684475855602438,1.0035045117343702,1
FI-Jok,30,2532.4077333333335,612,627,2532.4077333333335,4.1379211328976035,4.038927804359384,4.088424468628494,4
FI-Ken,30,627.2816,524,484,627.2816,1.197102290076336,1.2960363636363637,1.2465693268563498,elsewhere
FI-Let,30,577.1783333333333,664,627,567.3241666666667,0.8692444779116465,0.9205396065922381,0.8948920422519423,1
FI-Nsv,30,2571.0564666666664,607,633,2571.0564666666664,4.235677869302581,4.061700579252237,4.148689224277409,4
FI-Pap,30,449.95773333333335,607,612,449.95773333333335,0.7412812740252609,0.735225054466231,0.7382531642457459,elsewhere
FI-Qvd,30,678.2785,677,650,678.2785,1.0018884785819793,1.0435053846153846,1.022696931598682,1
FI-Rk2,30,544.0927,643,644,544.0927,0.8461783825816486,0.8448644409937889,0.8455214117877188,elsewhere
FI-Ruk,30,2184.7618,518,553,2184.7618,4.217686872586873,3.9507446654611216,4.084215769023997,4
FI-Sar,30,503.38806666666665,606,612,503.38806666666665,0.8306733773377337,0.8225295206971677,0.8266014490174507,elsewhere
FI-Si2,30,2563.5688,660,NA,2563.5688,3.8841951515151516,NA,3.8841951515151516,4
FI-Sii,30,574.4364,665,711,574.4364,0.863814135338346,0.8079274261603376,0.8358707807493417,elsewhere
FI-Sod,30,496.30219999999997,514,2424.3,496.3022,0.9655684824902723,0.2047197954048591,0.5851441389475657,elsewhere
FI-Var,30,519.2669,576,601,521.9297333333334,0.9015050347222222,0.8640048252911813,0.8827549300067017,1
FR-Aur,30,688.4235,830,668.5,685.2822333333334,0.8294259036144578,1.0298032909498878,0.9296145972821728,1
FR-Bil,30,935.3115666666666,934,960.1,927.2640666666668,1.0014042469664526,0.9741814047147866,0.9877928258406197,1
FR-CLt,30,1523.7227666666668,1403,1312,1523.7227666666668,1.0860461629840819,1.1613740599593496,1.1237101114717158,1
FR-EM2,30,647.6893333333334,666,680,647.6893333333334,0.9725065065065066,0.9524843137254903,0.9624954101159984,1
FR-FBn,30,625.6768333333333,691,700,625.6768333333333,0.9054657501205982,0.8938240476190475,0.8996448988698229,1
FR-Fon,30,499.1001333333333,627,678.99,499.1001333333333,0.7960129718234981,0.7350625684227062,0.7655377701231021,elsewhere
FR-Gri,30,574.3015,626,597.38,574.3015,0.9174145367412141,0.9613671364960328,0.9393908366186234,1
FR-Hes,30,915.2581333333334,776,889,915.2581333333334,1.1794563573883161,1.0295367079115112,1.1044965326499137,1
FR-LBr,30,1013.2421333333333,909,900,1013.2421333333332,1.1146778144481115,1.1258245925925925,1.120251203520352,1
FR-LGt,30,687.4911333333333,705,699.75,676.7709333333333,0.9751647281323876,0.9824810765749672,0.9788229023536774,1
FR-Lam,30,667.7423666666667,771,677,667.7423666666667,0.8660731085170774,0.9863255046774989,0.9261993065972882,1
FR-Lqu,30,1311.6029333333333,904,1081.6,1311.602933333333,1.4508882005899706,1.2126506410256412,1.331769420807806,elsewhere
FR-Lus,30,771.5567,835,793,771.5567,0.92402,0.9729592686002522,0.9484896343001261,1
FR-Mau,30,572.2459333333334,776,600,572.2459333333334,0.7374303264604811,0.9537432222222223,0.8455867743413517,elsewhere
FR-Mej,30,716.1552333333333,742,722,720.1868,0.9651687780772685,0.9919047553093259,0.9785367666932971,1
FR-Nzn,30,912.8696,918,655.6,912.8696,0.9944113289760349,1.392418547895058,1.1934149384355464,elsewhere
FR-Pue,30,930.8250333333333,666,924,930.8250333333332,1.3976351851851851,1.0073863997113996,1.2025107924482925,elsewhere
FR-Tou,30,603.8277666666667,693,544,616.5935333333333,0.8713243386243387,1.109977512254902,0.9906509254396203,1
GF-Guy,30,2783.733366666667,2796,3101,2487.7836333333335,0.9956127920839295,0.8976889283026981,0.9466508601933138,1
GH-Ank,30,1861.9027,1874,1900,1861.9027,0.9935446638207044,0.9799487894736842,0.9867467266471943,1
GL-Dsk,30,2107.908033333333,424,NA,2107.9039,4.971481210691824,NA,4.971481210691824,elsewhere
GL-NuF,30,853.3002666666666,726,782,861.8119,1.175344719926538,1.0911768115942029,1.1332607657603706,1
GL-ZaF,30,780.7409666666666,248,253,780.7409666666666,3.1481490591397847,3.0859326745718048,3.1170408668557945,elsewhere
GL-ZaH,30,628.1780333333334,248,253,677.7331666666666,2.532975940860215,2.4829171277997366,2.507946534329976,elsewhere
HK-MPM,30,1647.0130666666666,1910,NA,1647.0130666666666,0.8623105061082025,NA,0.8623105061082025,1
ID-JOP,30,2024.7450666666666,2569,2235,2024.7450666666664,0.788145218632412,0.9059262043251305,0.8470357114787712,elsewhere
ID-PaB,30,2539.1999333333333,2396,2640,2539.1999333333333,1.0597662493043962,0.9618181565656566,1.0107922029350265,1
ID-PaD,30,2484.8323333333333,2396,NA,2484.8323333333333,1.0370752643294379,NA,1.0370752643294379,1
ID-Pag,30,2590.3433666666665,2401,2663,2590.3433666666665,1.0788602110231846,0.9727162473400925,1.0257882291816385,1
IE-CaC,30,507.0819,883,804,507.0819,0.5742716874292186,0.630698880597015,0.6024852840131167,elsewhere
IE-CaN,30,507.0819,883,804,507.0819,0.5742716874292186,0.630698880597015,0.6024852840131167,elsewhere
IE-Cra,30,3474.463133333333,1026,883,3474.463133333333,3.386416309291748,3.9348393355983386,3.6606278224450435,4
IE-Gwr,30,3274.024,969,857.4,3274.024,3.378765737874097,3.8185491019360858,3.5986574199050914,4
IL-RmH,30,560.337,561,516,560.337,0.9988181818181818,1.085924418604651,1.0423713002114163,1
IL-Yat,30,241.56693333333334,300,275.6,241.56693333333337,0.8052231111111111,0.8765128205128204,0.8408679658119658,elsewhere
IT-Arz,30,3927.6580333333336,935,900,3927.6580333333336,4.200703778966132,4.364064481481482,4.282384130223807,4
IT-BCi,30,952.5521666666667,1039,947.14,952.5521666666668,0.916797080526147,1.0057142203546114,0.9612556504403792,1
IT-BFt,30,594.1236333333334,678,697,593.8098666666667,0.8762885447394297,0.8524011956001913,0.8643448701698105,1
IT-BsB,30,843.7054,986,NA,843.7054,0.8556849898580122,NA,0.8556849898580122,1
IT-Bsn,30,627.7203000000001,986,NA,627.7203000000001,0.6366331643002029,NA,0.6366331643002029,elsewhere
IT-CA1,30,710.4101666666667,332,766,710.4101666666667,2.139789658634538,0.9274284160139251,1.5336090373242315,elsewhere
IT-CA2,30,712.568,332,766,712.568,2.146289156626506,0.9302454308093995,1.5382672937179527,elsewhere
IT-CA3,30,657.6251,332,766,657.6251,1.9807984939759036,0.858518407310705,1.4196584506433043,elsewhere
IT-Cp2,30,777.9245999999999,752,601,732.0159,1.0344742021276594,1.294383693843594,1.1644289479856267,elsewhere
IT-Cpz,30,855.9554,763,NA,855.9554,1.1218288335517694,NA,1.1218288335517694,1
IT-Lav,30,1093.9326666666666,575,1291,1093.9326666666666,1.9024915942028984,0.8473529563645752,1.374922275283737,elsewhere
IT-Lsn,30,1014.1034666666667,970,1100,997.6444666666666,1.0454674914089348,0.9219122424242424,0.9836898669165886,1
IT-MBo,30,1136.8581,407,1365,24150.380833333333,2.7932631449631447,0.8328630769230768,1.8130631109431108,elsewhere
IT-MtM,30,694.7573,578,NA,694.7573,1.202002249134948,NA,1.202002249134948,elsewhere
IT-MtP,30,571.6022666666667,548,NA,571.6022666666667,1.0430698296836982,NA,1.0430698296836982,1
IT-NiG,30,1052.6584,1440,NA,1052.6584,0.7310127777777778,NA,0.7310127777777778,elsewhere
IT-Niv,30,5981.665933333333,1469,1138.7,915.4489666666668,4.071930519627864,5.253065718216679,4.662498118922272,elsewhere
IT-Noe,30,552.2558333333334,758,605,552.2558333333334,0.7285697009674583,0.9128195592286502,0.8206946300980542,elsewhere
IT-PT1,30,789.2592000000001,768,NA,789.2592000000001,1.02768125,NA,1.02768125,1
IT-Ren,30,870.9434,684,970.8,866.1938666666667,1.2733090643274854,0.8971398846312321,1.0852244744793587,1
IT-Ro1,30,860.8764666666666,379,NA,860.8764666666666,2.2714418645558485,NA,2.2714418645558485,elsewhere
IT-Ro2,30,793.803,379,NA,793.803,2.0944670184696568,NA,2.0944670184696568,elsewhere
IT-SR2,30,977.5978333333333,886,950,974.5438,1.1033835590669676,1.0290503508771929,1.0662169549720804,1
IT-SRo,30,913.3800333333334,886,920,913.3800333333334,1.0309029721595184,0.992804384057971,1.0118536781087446,1
IT-Tor,30,863.2786666666666,1272,945,851.8813,0.6786781970649894,0.9135223985890651,0.7961002978270273,elsewhere
IT-TrF,30,936.2529333333333,1092,885,926.6391666666668,0.8573744810744811,1.0579129190207157,0.9576437000475984,1
JP-Api,30,5371.742266666667,1478,1869,5371.734,3.6344670275146598,2.874126413411807,3.254296720463233,elsewhere
JP-BBY,30,4008.1986666666667,1154,1170,4008.198666666666,3.473309069901791,3.425810826210826,3.449559948056309,4
JP-Fhk,30,1844.7290333333333,1693,1831,1844.7290333333333,1.089621401850758,1.0074981066812307,1.0485597542659943,1
JP-Fjy,30,1969.4295333333332,1693,1954,1969.4295333333332,1.163277928726127,1.0078963834868644,1.0855871561064956,1
JP-Fmt,30,5939.7142,1516,1643,5939.7142,3.9180172823219,3.6151638466220333,3.766590564471967,4
JP-Hc2,30,4683.106866666667,1427,1037,4683.106866666667,3.2817847699135716,4.516014336226294,3.898899553069933,4
JP-Hc3,30,4683.106866666667,1423,1037,4683.106866666667,3.2910097446708835,4.516014336226294,3.9035120404485886,4
JP-KaP,30,5287.457766666666,1337,18,5287.457766666666,3.954717850909997,293.7476537037037,148.85118577730685,elsewhere
JP-Khw,30,2291.236,2127,2130,2291.236,1.0772148566055477,1.0756976525821595,1.0764562545938536,1
JP-Kzw,30,5583.8523,1589,1198,5583.8523,3.5140668974197604,4.660978547579298,4.087522722499529,4
JP-MBF,30,5175.140933333333,1174,NA,5175.140933333333,4.408126859738784,NA,4.408126859738784,4
JP-MMF,30,1143.6482333333333,1156,NA,1143.648233333333,0.9893150807381776,NA,0.9893150807381776,1
JP-Mse,30,5187.7739,1307,1200,5187.7739,3.969222570772762,4.323144916666667,4.146183743719715,4
JP-Nkm,30,8195.526133333333,1951,NA,8195.526133333333,4.200679719801811,NA,4.200679719801811,4
JP-NsC,30,3140.8003,1326,1561,3140.8003,2.368627677224736,2.0120437540038436,2.1903357156142897,elsewhere
JP-NsM,30,3140.8003,1326,1561,3140.8003,2.368627677224736,2.0120437540038436,2.1903357156142897,elsewhere
JP-Nuf,30,5431.5632,1969,1595,5431.5632,2.7585389537836464,3.4053687774294668,3.0819538656065566,elsewhere
JP-Om2,30,5337.641,1372,1206.9,5337.641,3.8904088921282796,4.422604192559449,4.156506542343864,4
JP-SMF,30,5431.5632,2065,1615,5431.5632,2.6302969491525423,3.363197027863777,2.9967469885081597,elsewhere
JP-Sb1,30,4275.823066666667,1125,1073,4275.823066666667,3.800731614814815,3.9849236408822617,3.892827627848538,4
JP-Sb2,30,4275.823066666667,1125,1073,4275.823066666667,3.800731614814815,3.9849236408822617,3.892827627848538,4
JP-Shn,30,6020.625366666666,1340,1606,6020.625366666666,4.493004004975124,3.748832731423827,4.120918368199476,4
JP-Spp,30,1191.5768666666665,1239,1150,1191.5768666666663,0.9617246704331449,1.0361537971014492,0.9989392337672971,1
JP-Srk,30,2521.610866666667,1534,3000,2521.610866666667,1.6438141242937854,0.8405369555555556,1.2421755399246706,elsewhere
JP-Ta2,30,1755.0042333333333,1765,1722,1755.004233333333,0.9943366761095372,1.0191662214479287,1.006751448778733,1
JP-Tak,30,8803.888466666667,1804,2275,8803.888466666667,4.880204249815225,3.8698410842490847,4.375022667032155,4
JP-Tef,30,926.4751666666666,1113,1200,926.4751666666666,0.8324125486672656,0.7720626388888888,0.8022375937780772,elsewhere
JP-Tgf,30,1127.2060333333334,1333,NA,1127.2060333333334,0.8456159289822456,NA,0.8456159289822456,elsewhere
JP-Tkb,30,5411.865833333333,1353,1507,5411.865833333333,3.99990083764474,3.5911518469365182,3.7955263422906294,4
JP-Tmd,30,4656.8277,1206,1276,4656.8277,3.8613828358208955,3.6495514890282132,3.755467162424554,4
JP-Tmk,30,4656.8277,1206,1043,4656.8277,3.8613828358208955,4.464839597315436,4.163111216568166,4
JP-Toc,30,4656.831833333334,1189,1130,4656.831833333334,3.9165953181945614,4.1210901179941,4.018842718094331,4
JP-Yms,30,4913.387,1502,1095,4913.387,3.2712296937416774,4.4871114155251135,3.8791705546333954,4
JP-Ynf,30,6652.8439,2150,2501.5,6652.8439,3.094346,2.6595418348990605,2.8769439174495304,elsewhere
KE-Aq1,30,2703.4056,558,550,2703.4056,4.844812903225806,4.91528290909091,4.880047906158358,elsewhere
KE-Aq2,30,2703.4056,564,550,2703.4056,4.793272340425532,4.91528290909091,4.854277624758221,elsewhere
KE-Chk,30,436.16543333333334,700,500,436.16543333333334,0.6230934761904762,0.8723308666666667,0.7477121714285715,elsewhere
KE-Kpt,30,3002.6111666666666,572,0,3002.6111666666666,5.249320221445221,Inf,Inf,NA
KE-Mkt,30,287.7273333333333,645,450,287.7273333333333,0.44608888888888887,0.639394074074074,0.5427414814814815,elsewhere
KH-Kmp,30,6637.125233333333,1714,1500,6637.125233333333,3.872301769739401,4.4247501555555555,4.148525962647478,4
KR-AdC,30,1130.5096,1166,1191.4,1130.5096,0.9695622641509435,0.9488917240221588,0.9592269940865512,1
KR-CRK,30,1473.6751666666667,1248,1180.9,1473.6751666666669,1.1808294604700855,1.2479254523386116,1.2143774564043486,elsewhere
KR-CmF,30,887.1627,1281,1315.9,887.1627,0.6925548009367681,0.6741870202902955,0.6833709106135318,elsewhere
KR-GmP,30,1183.7456,1230,1089.9,1183.7456,0.9623947967479675,1.0861047802550692,1.0242497885015183,1
KR-GmR,30,855.4794666666667,1230,1089.9,855.4794666666667,0.6955117615176152,0.7849155580022631,0.7402136597599391,elsewhere
KR-GmS,30,1091.9351333333334,1217,1089.9,1091.9351333333334,0.8972351136674884,1.0018672661100407,0.9495511898887645,1
KR-HPK,30,917.2692999999999,1301,1282,917.2693,0.7050494235203689,0.7154986739469579,0.7102740487336634,elsewhere
KR-HcM,30,1108.4790333333333,1297,1388.9,1108.4790333333333,0.8546484451297867,0.7980985192118463,0.8263734821708164,elsewhere
KR-Hnm,30,4536.481366666667,1307,1282,4536.481366666667,3.4709115276715123,3.5385970098803954,3.5047542687759536,4
KR-JjM,30,3410.1683666666668,1956,1989.6,3410.1683666666668,1.7434398602590322,1.7139969675646698,1.728718413911851,elsewhere
KR-Kw1,30,1376.1622666666667,1301,1332,1376.1622666666667,1.0577726876761466,1.0331548548548548,1.0454637712655006,1
KR-Kw2,30,1286.2523999999999,1301,1332,1286.2524,0.9886644119907763,0.9656549549549548,0.9771596834728655,1
KR-Nj1,30,4503.488766666666,1306,1310.4,4503.488766666666,3.4483068657478304,3.4367283017908012,3.442517583769316,4
KR-Nj2,30,4503.488766666666,1306,1310.4,4503.488766666666,3.4483068657478304,3.4367283017908012,3.442517583769316,4
KR-PcD,30,808.1657,1375,1182.9,808.1657,0.5877568727272727,0.6832071180995857,0.6354819954134292,elsewhere
KR-ScC,30,1278.1100666666666,1226,1258.2,1278.1100666666666,1.0425041326808047,1.0158242462777511,1.0291641894792778,1
KR-SmM,30,960.8168,1262,1295.8,960.8168,0.7613445324881141,0.7414854144158048,0.7514149734519595,elsewhere
KR-TwB,30,4529.786033333333,1318,1313,4529.786033333333,3.4368634547293877,3.449951282051282,3.443407368390335,4
KR-TwC,30,4529.786033333333,1318,1313,4529.786033333333,3.4368634547293877,3.449951282051282,3.443407368390335,4
KR-UAO,30,941.6040333333333,1137,1011.2,941.6040333333332,0.8281477865728525,0.9311748747362868,0.8796613306545696,1
KR-WdE,30,1398.0235666666665,1490,1531.5,1398.0235666666665,0.9382708501118567,0.9128459462400695,0.9255583981759632,1
ML-Kem,30,869.8877666666667,306,302,869.8877666666667,2.8427704793028323,2.880423068432671,2.8615967738677517,elsewhere
MN-Hst,30,1005.7275,244,193.6,1005.7275,4.121834016393443,5.1948734504132235,4.658353733403333,elsewhere
MN-Kbu,30,1089.3188666666667,250,196,1089.3188666666667,4.357275466666667,5.5577493197278915,4.957512393197279,elsewhere
MN-Nkh,30,1332.8405,268,165.7,1332.8405,4.973285447761194,8.04369643934822,6.508490943554707,elsewhere
MN-Udg,30,1504.4765,298,230,1504.4765,5.048578859060402,6.541202173913043,5.794890516486722,elsewhere
MX-Aog,30,788.7901,689,732,788.7901,1.144833236574746,1.0775821038251368,1.1112076701999414,1
MX-PMm,30,4232.0490666666665,1269,1222,4232.0490666666665,3.334948043078539,3.4632152755046373,3.3990816592915882,elsewhere
MX-Tes,30,599.7412333333333,676,647,599.7412333333333,0.8871911735700196,0.9269570839773312,0.9070741287736754,1
MY-LHP,30,2605.437266666667,3088,2751,2605.437266666667,0.8437296848013818,0.9470873379377197,0.8954085113695507,1
NL-Hrw,30,858.1188,800,848,858.1188,1.0726485,1.0119325471698113,1.0422905235849056,1
NL-Loo,30,1033.0346333333334,826,900,1033.0346333333334,1.2506472558514932,1.1478162592592593,1.1992317575553764,elsewhere
NL-Vkp,30,813.6464666666667,798,848,819.0740333333333,1.0196071010860486,0.9594887578616352,0.9895479294738418,1
NO-And,30,9318.330766666666,1202,1060,9318.330766666666,7.752355047143649,8.790878081761006,8.271616564452327,8
NO-Fns,30,3066.5747666666666,1264,NA,3066.5747666666666,2.42608763185654,NA,2.42608763185654,elsewhere
NO-Hur,30,852.9431333333333,765,845,852.9431333333333,1.1149583442265796,1.009400157790927,1.0621792510087533,1
NO-Ikr,30,2169.2926333333335,429,417,2169.2926333333335,5.056626184926185,5.202140607513989,5.129383396220087,elsewhere
NZ-ADd,30,674.0571666666667,660,NA,674.0571666666667,1.0212987373737374,NA,1.0212987373737374,1
NZ-ADw,30,948.7962333333334,660,NA,948.7962333333334,1.4375700505050506,NA,1.4375700505050506,elsewhere
NZ-BFm,30,862.2820333333333,788,NA,862.2820333333333,1.0942665397631133,NA,1.0942665397631133,1
NZ-BFu,30,883.3865,788,NA,883.3865,1.1210488578680202,NA,1.1210488578680202,1
NZ-Cla,30,1293.1539,790,NA,1293.1539,1.636903670886076,NA,1.636903670886076,elsewhere
NZ-Kop,30,1203.6286666666667,1337,NA,1203.6286666666667,0.900245823984044,NA,0.900245823984044,1
NZ-Lau,30,1027.5003,591,NA,1027.5003,1.7385791878172587,NA,1.7385791878172587,elsewhere
NZ-Oxf,30,969.3006333333334,903,NA,969.3006333333334,1.0734226282761168,NA,1.0734226282761168,1
NZ-ScF,30,1244.2229,1269,NA,1244.2229,0.980475098502758,NA,0.980475098502758,1
PA-SPn,30,2166.4429666666665,2671,2350,2166.4429666666665,0.81109807812305,0.9218906241134751,0.8664943511182626,1
PA-SPs,30,2220.400633333333,2671,2350,2220.400633333333,0.8312993760139772,0.9448513333333333,0.8880753546736553,1
PE-QFR,30,10291.840033333334,2705,NA,10291.840033333334,3.804746777572397,NA,3.804746777572397,4
PR-xGU,30,673.1688333333334,1027,1168,673.1688333333334,0.6554711132749108,0.5763431792237443,0.6159071462493275,elsewhere
PR-xLA,30,964.7648333333333,1047,1168,964.7648333333332,0.9214563833174148,0.8259972888127853,0.8737268360651,1
RU-Ch2,30,170.49943333333334,171,200,170.49943333333334,0.9970727095516569,0.8524971666666668,0.9247849381091618,1
RU-Che,30,109.45376666666667,171,197,109.45376666666668,0.6400805068226121,0.5556028764805414,0.5978416916515767,elsewhere
RU-Ege,30,1349.8303666666666,324,312,1349.8303666666666,4.166143106995884,4.32637938034188,4.246261243668882,4
RU-Fy2,30,585.4687,695,711,585.4687,0.8424010071942446,0.8234440225035162,0.8329225148488804,elsewhere
RU-Fy3,30,712.9970666666667,687,955,712.9970666666667,1.0378414361960213,0.7465937870855148,0.8922176116407681,1
RU-Fy4,30,452.93016666666665,690,778,452.93016666666665,0.6564205314009661,0.5821724507283633,0.6192964910646648,elsewhere
RU-Fyo,30,557.2262666666667,689,711,557.2262666666667,0.8087463957426222,0.7837218940459447,0.7962341448942835,elsewhere
RU-Ha1,30,377.7314666666667,459,NA,377.7314666666667,0.8229443718228032,NA,0.8229443718228032,elsewhere
RU-NeB,30,1069.2168666666666,253,235,1069.2168666666666,4.226153623188406,4.5498590070921985,4.388006315140302,4
RU-NeC,30,1069.2168666666666,256,235,1069.2168666666666,4.176628385416667,4.5498590070921985,4.3632436962544325,4
RU-NeF,30,1069.2168666666666,253,235,1069.2168666666666,4.226153623188406,4.5498590070921985,4.388006315140302,4
RU-Sk2,30,1018.6925,246,NA,1018.6925,4.141026422764227,NA,4.141026422764227,4
RU-SkP,30,1069.2126666666666,252,NA,1069.2126666666666,4.242907407407407,NA,4.242907407407407,4
RU-Tur,30,1764.6893,380,317,1764.6893,4.643919210526316,5.566843217665615,5.105381214095965,elsewhere
SD-Dem,30,320.2158,291,320,320.2158,1.1003979381443298,1.000674375,1.050536156572165,1
SE-Deg,30,551.8517,608,523,551.8517,0.9076508223684211,1.0551657743785852,0.9814082983735031,1
SE-HfM,30,453.6553,635,645,453.6553,0.7144177952755906,0.7033415503875969,0.7088796728315938,elsewhere
SE-Hmr,30,543.2816666666666,635,645,543.2816666666666,0.8555616797900262,0.8422971576227389,0.8489294187063825,elsewhere
SE-Htm,30,866.0847,864,707,866.0847,1.0024128472222222,1.225013719943423,1.1137132835828227,1
SE-Nor,30,544.4536666666667,599,586,544.4536666666667,0.908937673900946,0.9291018202502844,0.9190197470756152,1
SE-Ros,30,619.4648333333333,644,NA,619.4648333333333,0.9619019151138717,NA,0.9619019151138717,1
SE-Srj,30,512.0480333333334,608,645,512.0480333333334,0.8421842653508772,0.7938729198966409,0.818028592623759,elsewhere
SE-St1,30,205.1934,379,303.3,205.1934,0.5414073878627969,0.676536102868447,0.6089717453656219,elsewhere
SE-Sto,30,390.507,379,332,390.507,1.0303614775725594,1.1762259036144578,1.1032936905935085,1
SE-Svb,30,580.8159666666667,622,614,571.2178333333334,0.9337877277599143,0.9459543431053203,0.9398710354326173,1
SE-Trb,30,2565.8849,630,635,2565.8849,4.072833174603175,4.040763622047244,4.05679839832521,4
SJ-Adv,30,150.65223333333333,308,NA,150.65223333333333,0.4891306277056277,NA,0.4891306277056277,elsewhere
SN-Dhr,30,379.9324,387,416,379.9324,0.9817374677002584,0.9132990384615384,0.9475182530808983,1
SN-Nkr,30,570.6594,529,584.7,570.6594,1.0787512287334593,0.9759866598255516,1.0273689442795053,1
TH-Kog,30,1857.1944333333333,1104,1756,1857.194433333333,1.6822413345410627,1.057627809415338,1.3699345719782003,elsewhere
TH-Mae,30,1320.5501,1122,1448,1320.5501,1.1769608734402852,0.9119821132596685,1.0444714933499768,1
UK-AMo,30,1007.6969,843,960,1007.6969,1.1953699881376039,1.0496842708333334,1.1225271294854686,1
UK-Ags,30,1259.5997666666667,984,1301,1259.5997666666667,1.280081063685637,0.9681781450166539,1.1241296043511455,1
UK-BnB,30,1000.1563666666667,1138,1263.7,1000.1563666666668,0.8788720269478618,0.7914507926459339,0.8351614097968978,elsewhere
UK-CCr,30,1243.8746,1482,1552,1243.8746,0.8393215924426451,0.8014655927835053,0.8203935926130752,elsewhere
UK-Cvn,30,611.6592,551,833.4,611.6592,1.1100892921960073,0.733932325413967,0.9220108088049872,1
UK-GaB,30,979.9505333333333,1170,1502,979.9505333333332,0.8375645584045583,0.6524304482911673,0.7449975033478629,elsewhere
UK-Gnn,30,1232.0132333333333,1449,1389,1232.0132333333331,0.8502506786289395,0.8869785697144229,0.8686146241716812,1
UK-Gwr,30,1531.2825666666665,1278,1274.5,1531.2825666666663,1.1981866718831506,1.2014771021315547,1.1998318870073525,elsewhere
UK-HgF,30,608.0013666666666,616,860.12,608.0013666666666,0.9870152056277056,0.7068796989567346,0.8469474522922201,elsewhere
UK-HpF,30,624.1721333333332,581,832.4,624.1721333333332,1.0743065978198507,0.749846387954509,0.9120764928871798,1
