site_id,n_years,map_a,map_b,map_c,bio12_mm,n_years_pf,pf_obs_mm,ratio_a_bio12,ratio_b_bio12,ratio_c_bio12,ratio_a_pf,ratio_b_pf,ratio_c_pf,excluded,data_hub,product_source_network,oneflux_code_version,fluxnet_product_name
DE-Gri,30,913.0325333333334,29.946633333333335,911.5006520833333,790,17,921.8394117647059,1.1557373839662448,0.03790713080168776,1.1537982937763713,0.9904464071301603,0.032485737701326484,0.9887846412841248,FALSE,ICOS,ICOS,v1.3,ICOS_DE-Gri_FLUXNET_2004-2025_v1.3_r1.zip
DE-GsB,30,516.6206666666667,16.943466666666666,515.7167666666667,505,6,500.5828333333333,1.0230112211221123,0.03355141914191419,1.0212213201320133,1.0320383206642125,0.03384747845594652,1.0302326255028722,FALSE,ICOS,ICOS,v1.3,ICOS_DE-GsB_FLUXNET_2015-2025_v1.3_r1.zip
DE-Gwg,30,1172.6761999999999,38.4445,1170.15446875,1331,NA,NA,0.8810489857250187,0.028883921863260706,0.8791543717129977,NA,NA,NA,FALSE,ICOS,ICOS,v1.3,ICOS_DE-Gwg_FLUXNET_2023-2025_v1.3_r1.zip
DE-Hai,30,729.2309333333334,23.923733333333335,728.1786333333333,865,21,717.2336190476191,0.8430415414258189,0.027657495183044317,0.8418250096339114,1.0167272057069006,0.03335556602198952,1.0152600407943058,FALSE,ICOS,ICOS,v1.3,ICOS_DE-Hai_FLUXNET_2000-2025_v1.3_r1.zip
DE-Har,30,594.0937666666666,19.50273333333333,593.6144458333333,797,1,465,0.745412505227938,0.02447017984107068,0.7448110989125889,1.2776210035842293,0.041941362007168456,1.27659020609319,FALSE,ICOS,ICOS,v1.3,ICOS_DE-Har_FLUXNET_2020-2025_v1.3_r1.zip
DE-Hdn,30,2464.5783333333334,80.8274,2460.1839875,559,1,2259.181,4.4089057841383426,0.14459284436493738,4.401044700357782,1.0909167230661614,0.03577730159734877,1.0889716173693034,FALSE,ICOS,EUF,v1.3,EUF_DE-Hdn_FLUXNET_2020-2023_v1.3_r1.zip
DE-HoH,30,494.7356666666667,16.223433333333332,493.80075208333335,572,6,468.08,0.8649224941724942,0.028362645687645686,0.8632880281177157,1.056946818207714,0.03465953113427904,1.0549494788996183,FALSE,ICOS,ICOS,v1.3,ICOS_DE-HoH_FLUXNET_2015-2025_v1.3_r1.zip
DE-Hte,30,607.5053,19.93156666666667,606.6670604166667,584,10,615.3186,1.040248801369863,0.03412939497716895,1.03881345961758,0.9873020253247669,0.0323922707141742,0.9859397398626772,FALSE,ICOS,EUF,v1.3,EUF_DE-Hte_FLUXNET_2009-2018_v1.3_r2.zip
DE-Hzd,30,3285.0614666666665,107.747,3279.5493125,759,NA,NA,4.328144224857268,0.14195915678524373,4.320881834650856,NA,NA,NA,FALSE,ICOS,ICOS,v1.3,ICOS_DE-Hzd_FLUXNET_2010-2025_v1.3_r1.zip
DE-Kli,30,785.4598666666667,25.762366666666665,784.1420354166667,826,3,584.9736666666666,0.9509199354317999,0.031189305891848262,0.9493244980831316,1.3427268805832286,0.04404021605530961,1.3404740761834864,FALSE,ICOS,ICOS,v1.3,ICOS_DE-Kli_FLUXNET_2018-2024_v1.3_r1.zip
DE-Lkb,30,4786.6331666666665,156.94463333333331,4777.002277083333,1332,5,4767.3330000000005,3.593568443443443,0.11782630130130128,3.586338045858358,1.004048420084493,0.03292084554054296,1.0020282361402764,FALSE,ICOS,EUF,v1.3,EUF_DE-Lkb_FLUXNET_2009-2013_v1.3_r1.zip
DE-Lnf,30,572.2909333333333,18.7734,571.4153625,849,19,586.9759473684211,0.674076482135846,0.022112367491166077,0.6730451855123675,0.9749819151859206,0.03198325260884445,0.9734902512817032,FALSE,ICOS,EUF,v1.3,EUF_DE-Lnf_FLUXNET_2002-2024_v1.3_r1.zip
DE-Msr,30,1160.6819666666668,38.06153333333333,1158.4979208333334,1146,1,1151.384,1.0128114892379292,0.03321250727166957,1.0109056900814428,1.0080754697535026,0.03305720188341451,1.0061785823264293,FALSE,ICOS,ICOS,v1.3,ICOS_DE-Msr_FLUXNET_2020-2025_v1.3_r1.zip
DE-Obe,30,965.4549999999999,31.650033333333333,963.3478895833333,809,13,957.9613076923076,1.1933930778739184,0.03912241450350227,1.1907884914503502,1.0078225417326554,0.03303894748064205,1.0056229639420424,FALSE,ICOS,EUF,v1.3,EUF_DE-Obe_FLUXNET_2008-2024_v1.3_r1.zip
DE-Rns,30,492.0482,16.146233333333335,491.4509770833333,655,NA,NA,0.7512186259541985,0.024650737913486008,0.7503068352417303,NA,NA,NA,FALSE,ICOS,EUF,v1.3,EUF_DE-Rns_FLUXNET_2021-2024_v1.3_r2.zip
DE-RuC,30,1153.0368666666666,37.859633333333335,1152.3525895833334,1131,8,1124.664125,1.0194844090775124,0.03347447686413204,1.018879389552019,1.0252277466987458,0.03366305770030082,1.0246193187529062,FALSE,ICOS,EUF,v1.3,EUF_DE-RuC_FLUXNET_2013-2024_v1.3_r1.zip
DE-RuM,30,507.6691333333333,16.672633333333334,507.47327708333336,719,9,497.09722222222223,0.7060766805748725,0.023188641631896153,0.7058042796708391,1.021267290659663,0.03353998491240815,1.020873290771423,FALSE,ICOS,EUF,v1.3,EUF_DE-RuM_FLUXNET_2011-2019_v1.3_r1.zip
DE-RuR,30,884.6440333333334,29.047033333333335,884.1190770833333,1066,10,857.4748,0.8298724515322077,0.027248624140087555,0.8293799972639149,1.0316851682793866,0.03387508686358286,1.0310729564103032,FALSE,ICOS,ICOS,v1.3,ICOS_DE-RuR_FLUXNET_2011-2025_v1.3_r1.zip
DE-RuS,30,571.5275666666666,18.7619,571.06533125,714,10,551.9401,0.800458776844071,0.02627717086834734,0.7998113883053221,1.0354883920676656,0.033992637969228905,1.0346509181884047,FALSE,ICOS,ICOS,v1.3,ICOS_DE-RuS_FLUXNET_2011-2024_v1.3_r1.zip
DE-RuW,30,1095.6656,35.97586666666667,1095.0154416666667,1152,10,1043.629,0.9510986111111112,0.031229050925925927,0.9505342375578704,1.0498612054666938,0.03447189247008915,1.0492382270583385,FALSE,ICOS,ICOS,v1.3,ICOS_DE-Kli_FLUXNET_2004-2025_v1.3_r1.zip
DE-SbM,30,3300.8578333333335,108.30446666666667,3296.5172041666665,1500,NA,NA,2.2005718888888888,0.07220297777777777,2.197678136111111,NA,NA,NA,FALSE,ICOS,EUF,v1.3,EUF_DE-SbM_FLUXNET_2023-2024_v1.3_r1.zip
DE-Seh,30,513.2817333333334,16.849833333333333,512.8668020833334,714,4,559.6405,0.7188819794584501,0.02359920634920635,0.7183008432539683,0.9171633098986464,0.030108316559172062,0.9164218852697998,FALSE,ICOS,EUF,v1.3,EUF_DE-Seh_FLUXNET_2007-2010_v1.3_r1.zip
DE-SfS,30,5251.853666666667,172.23036666666667,5242.2617854166665,1115,11,5117.173727272728,4.710182660687593,0.15446669656203288,4.701580076606875,1.0263192040317377,0.03365732254676828,1.0244447550172595,TRUE,ICOS,EUF,v1.3,EUF_DE-SfS_FLUXNET_2010-2020_v1.3_r1.zip
DE-Spw,30,2414.6585666666665,79.1713,2409.77644375,553,6,2613.9231666666665,4.366471187462326,0.14316690777576854,4.357642755424955,0.923767996496199,0.03028830418950723,0.9219002587681263,FALSE,ICOS,EUF,v1.3,EUF_DE-Spw_FLUXNET_2010-2015_v1.3_r1.zip
DE-Tha,30,804.5215333333333,26.387566666666668,803.1715604166667,737,25,806.28576,1.0916167345092718,0.03580402532790593,1.0897850209181366,0.9978119089357764,0.0327273132873718,0.9961375981843791,FALSE,ICOS,ICOS,v1.3,ICOS_DE-Tha_FLUXNET_1996-2025_v1.3_r1.zip
DE-Zrk,30,2655.0587333333333,87.06563333333334,2650.060214583333,594,8,2561.8345,4.469795847362514,0.14657514029180696,4.461380832631874,1.036389639273471,0.0339856588446027,1.0344384910825946,FALSE,ICOS,EUF,v1.3,EUF_DE-Zrk_FLUXNET_2013-2022_v1.3_r1.zip
DK-Eng,30,2593.9773666666665,85.10473333333333,2590.3753208333333,606,4,2642.8275,4.280490704070407,0.14043685368536854,4.274546734048405,0.9815159584447591,0.032202152177292435,0.9801530068963387,FALSE,ICOS,EUF,v1.3,EUF_DK-Eng_FLUXNET_2005-2008_v1.3_r1.zip
DK-Fou,30,721.6794333333333,23.682666666666666,720.8411666666667,714,1,647.17,1.0107555088702147,0.03316900093370682,1.0095814659197013,1.1151311607975236,0.03659419730003966,1.1138358803199573,FALSE,ICOS,EUF,v1.3,EUF_DK-Fou_FLUXNET_2005-2005_v1.3_r1.zip
DK-Gds,30,918.4582666666666,30.145433333333333,917.5516270833333,795,1,1016.797,1.1552934171907756,0.03791878406708595,1.1541529900419287,0.9032857754956659,0.029647445196369908,0.902394113164509,FALSE,ICOS,ICOS,v1.3,ICOS_DK-Gds_FLUXNET_2020-2022_v1.3_r1.zip
DK-RCW,30,451.0605,14.797566666666667,450.40093541666664,606,NA,NA,0.7443242574257426,0.02441842684268427,0.7432358670242024,NA,NA,NA,FALSE,ICOS,ICOS,v1.3,ICOS_DK-RCW_FLUXNET_2023-2025_v1.3_r1.zip
DK-Skj,30,779.0029666666667,25.5739,778.40558125,813,1,1034.08,0.9581832308323084,0.031456211562115616,0.9574484394218942,0.7533294973954304,0.02473106529475476,0.7527517999090979,FALSE,ICOS,ICOS,v1.3,ICOS_DK-Skj_FLUXNET_2020-2022_v1.3_r1.zip
DK-Sor,30,775.8816333333333,25.454233333333335,774.7632270833334,613,25,819.50424,1.2657122892876562,0.04152403480152257,1.2638878092713433,0.9467695168158414,0.031060526707382668,0.94540478165596,FALSE,ICOS,ICOS,v1.3,ICOS_DK-Sor_FLUXNET_1996-2024_v1.3_r1.zip
DK-Vng,30,886.9529,29.111366666666665,886.0772229166666,822,1,967.114,1.0790181265206813,0.03541528791565288,1.0779528259326845,0.9171130807743451,0.030101277271000797,0.9162076269360868,FALSE,ICOS,ICOS,v1.3,ICOS_DK-Vng_FLUXNET_2020-2023_v1.3_r1.zip
EE-Pts,30,579.7667666666667,19.0208,578.9456,684,NA,NA,0.847612231968811,0.027808187134502924,0.8464116959064327,NA,NA,NA,FALSE,ICOS,EUF,v1.3,EUF_EE-Pts_FLUXNET_2022-2024_v1.3_r1.zip
EE-Rng,30,697.6556666666667,22.892133333333334,696.7793083333333,647,NA,NA,1.0782931478619269,0.03538196805770222,1.0769386527563112,NA,NA,NA,FALSE,ICOS,EUF,v1.3,EUF_EE-Rng_FLUXNET_2023-2024_v1.3_r1.zip
EE-Stg,30,2750.2968333333333,90.24423333333333,2746.8088520833335,659,5,2762.3238,4.17343980778958,0.13694117349519472,4.1681469682599905,0.995646069202073,0.03266967954058584,0.9943833710165816,FALSE,ICOS,EUF,v1.3,EUF_EE-Stg_FLUXNET_2016-2024_v1.3_r1.zip
ES-Abr,30,372.7431666666667,12.267766666666667,373.4001479166667,559,6,337.9535,0.6668035181872392,0.02194591532498509,0.6679787977042339,1.1029421700519944,0.03630016161000453,1.1048861690045129,FALSE,ICOS,EUF,v1.3,EUF_ES-Abr_FLUXNET_2015-2020_v1.3_r1.zip
ES-Agu,30,265.89203333333336,8.7642,266.7603375,254,15,267.098,1.0468190288713912,0.03450472440944882,1.0502375492125984,0.9954849281287518,0.03281267549738298,0.9987358104515944,FALSE,ICOS,EUF,v1.3,EUF_ES-Agu_FLUXNET_2006-2024_v1.3_r1.zip
ES-Amo,30,240.4131,7.928533333333333,241.32473333333334,219,13,250.37907692307692,1.0977767123287672,0.03620334855403348,1.1019394216133942,0.960196446741679,0.0316661177553953,0.9638374591798446,FALSE,ICOS,EUF,v1.3,EUF_ES-Amo_FLUXNET_2007-2019_v1.3_r1.zip
ES-Cnd,30,2141.2092333333335,70.54776666666666,2147.297647916667,368,7,2094.841142857143,5.818503351449276,0.1917058876811594,5.83504795629529,1.0221344184661894,0.03367690524277508,1.0250408033269667,FALSE,ICOS,EUF,v1.3,EUF_ES-Cnd_FLUXNET_2014-2021_v1.3_r1.zip
ES-Crg,30,471.4329333333333,15.5107,472.10693125,410,NA,NA,1.1498364227642277,0.037830975609756096,1.1514803201219512,NA,NA,NA,FALSE,ICOS,EUF,v1.3,EUF_ES-Crg_FLUXNET_2021-2024_v1.3_r1.zip
ES-Dnn,30,1910.7018333333333,62.868766666666666,1913.5680854166667,505,NA,NA,3.78356798679868,0.12449260726072607,3.78924373349835,NA,NA,NA,FALSE,ICOS,EUF,v1.3,EUF_ES-Dnn_FLUXNET_2024-2024_v1.3_r1.zip
ES-FtD,30,1910.7018333333333,62.868766666666666,1913.5680854166667,511,NA,NA,3.7391425309849966,0.12303085453359426,3.7447516348662755,NA,NA,NA,FALSE,ICOS,EUF,v1.3,EUF_ES-FtD_FLUXNET_2021-2024_v1.3_r1.zip
ES-Gdn,30,2141.2092333333335,70.54776666666666,2147.297647916667,368,7,2094.841142857143,5.818503351449276,0.1917058876811594,5.83504795629529,1.0221344184661894,0.03367690524277508,1.0250408033269667,FALSE,ICOS,EUF,v1.3,EUF_ES-Gdn_FLUXNET_2014-2021_v1.3_r1.zip
ES-HdD,30,347.63956666666667,11.4373,348.12281875,580,NA,NA,0.5993785632183908,0.01971948275862069,0.6002117564655173,NA,NA,NA,FALSE,ICOS,EUF,v1.3,EUF_ES-HdD_FLUXNET_2024-2024_v1.3_r1.zip
ES-HeB,30,226.37313333333333,7.447766666666666,226.69139791666666,339,2,276.727,0.667767354965585,0.021969813176007866,0.6687061885447394,0.8180377532128537,0.02691376940691247,0.8191878563228983,FALSE,ICOS,EUF,v1.3,EUF_ES-HeB_FLUXNET_2019-2024_v1.3_r1.zip
ES-Hen,30,196.6684,6.470466666666667,196.94482916666666,329,2,251.7,0.597776291793313,0.019667071935157043,0.5986165020263424,0.7813603496225665,0.02570705866772613,0.7824585981989141,FALSE,ICOS,EUF,v1.3,EUF_ES-Hen_FLUXNET_2019-2024_v1.3_r1.zip
ES-LJu,30,540.1769666666667,17.789433333333335,541.4658770833333,527,17,591.0070000000001,1.0250037318153067,0.03375604048070842,1.0274494821315623,0.9139941940901997,0.030100207498952352,0.9161750657493621,FALSE,ICOS,EUF,v1.3,EUF_ES-LJu_FLUXNET_2004-2024_v1.3_r1.zip
ES-LM1,30,695.5762,22.8621,695.86516875,465,7,649.9127142857143,1.4958627956989248,0.049165806451612906,1.4964842338709676,1.0702609515255785,0.0351771853319204,1.070705578540327,FALSE,ICOS,EUF,v1.3,EUF_ES-LM1_FLUXNET_2014-2024_v1.3_r1.zip
ES-LM2,30,673.2625666666667,22.128700000000002,673.54230625,465,7,615.3104285714286,1.447876487455197,0.04758860215053764,1.4484780779569892,1.0941835785715286,0.03596347302511416,1.094638210201912,FALSE,ICOS,EUF,v1.3,EUF_ES-LM2_FLUXNET_2014-2024_v1.3_r1.zip
ES-LMa,30,723.3152666666666,23.773833333333332,723.6160520833333,465,1,614.6,1.5555167025089605,0.05112652329749104,1.5561635528673836,1.1768878403297536,0.038681798459702786,1.1773772406172036,FALSE,ICOS,ICOS,v1.3,ICOS_ES-LMa_FLUXNET_2020-2025_v1.3_r1.zip
ES-LgS,30,468.6667,15.428233333333333,469.5968520833333,760,3,526.951,0.6166667105263158,0.02030030701754386,0.6178905948464912,0.8893933212006429,0.029278307344199617,0.8911584797890758,FALSE,ICOS,EUF,v1.3,EUF_ES-LgS_FLUXNET_2007-2009_v1.3_r1.zip
ES-Ln2,30,2328.583633333333,76.6736,2333.7527,787,1,3238.352,2.958810207539178,0.0974251588310038,2.9653782719186785,0.7190643985994523,0.02367673433894771,0.7206606014417211,FALSE,ICOS,EUF,v1.3,EUF_ES-Ln2_FLUXNET_2009-2009_v1.3_r1.zip
ES-Mcd,30,366.7046666666667,12.0586,367.0336375,427,3,483.44866666666667,0.858793130366901,0.028240281030444965,0.8595635538641686,0.7585183121820587,0.02494287570000538,0.7591987791189136,FALSE,ICOS,EUF,v1.3,EUF_ES-Mcd_FLUXNET_2018-2024_v1.3_r1.zip
ES-MtB,30,1910.7018333333333,62.868766666666666,1913.5680854166667,500,NA,NA,3.8214036666666664,0.12573753333333332,3.8271361708333336,NA,NA,NA,FALSE,ICOS,EUF,v1.3,EUF_ES-MtB_FLUXNET_2021-2024_v1.3_r1.zip
ES-MtN,30,1910.7018333333333,62.868766666666666,1913.5680854166667,507,NA,NA,3.7686426692965154,0.12400151216305062,3.7742960264628533,NA,NA,NA,FALSE,ICOS,EUF,v1.3,EUF_ES-MtN_FLUXNET_2024-2024_v1.3_r1.zip
ES-Mzn,30,2128.8712666666665,69.9221,2128.25391875,424,NA,NA,5.020922798742138,0.16491061320754716,5.019466789504717,NA,NA,NA,FALSE,ICOS,EUF,v1.3,EUF_ES-Mzn_FLUXNET_2023-2024_v1.3_r1.zip
ES-Pdu,30,2328.583633333333,76.67360000000001,2333.7527,456,4,1969.005,5.106543055555555,0.16814385964912282,5.117878728070176,1.1826194617755328,0.03894027694190721,1.1852446794193006,FALSE,ICOS,EUF,v1.3,EUF_ES-Pdu_FLUXNET_2014-2017_v1.3_r1.zip
ES-Pzb,30,502.4209,16.529466666666668,503.11564166666665,571,1,478.292,0.8798964973730298,0.028948277875072974,0.8811132078225336,1.0504480526540274,0.03455936262088153,1.0519005997730815,FALSE,ICOS,EUF,v1.3,EUF_ES-Pzb_FLUXNET_2020-2024_v1.3_r1.zip
ES-Srn,30,2009.6956666666667,66.0155,2009.34678125,421,NA,NA,4.7736239113222485,0.15680641330166273,4.772795204869359,NA,NA,NA,FALSE,ICOS,EUF,v1.3,EUF_ES-Srn_FLUXNET_2023-2024_v1.3_r1.zip
ES-TzM,30,1359.1763666666666,44.71653333333334,1361.0594833333334,403,1,1521.854,3.372646071133168,0.11095913978494625,3.3773188172043014,0.8931056242364028,0.029382932484544072,0.8943430074983102,FALSE,ICOS,EUF,v1.3,EUF_ES-TzM_FLUXNET_2020-2024_v1.3_r1.zip
ES-VDA,30,771.4939,25.306833333333334,770.2767395833333,974,NA,NA,0.7920881930184805,0.025982375085557837,0.7908385416666667,NA,NA,NA,FALSE,ICOS,EUF,v1.3,EUF_ES-VDA_FLUXNET_2022-2024_v1.3_r1.zip
ES-Yst,30,398.3828,13.107566666666667,398.96156041666666,451,2,448.3275,0.8833321507760532,0.029063340724316336,0.8846154332963784,0.8885977326842542,0.029236588580148815,0.8898886649082794,FALSE,ICOS,EUF,v1.3,EUF_ES-Yst_FLUXNET_2019-2024_v1.3_r2.zip
FI-Ant,30,431.3066333333333,14.1424,430.4593,607,NA,NA,0.7105545853926414,0.023298846787479406,0.7091586490939045,NA,NA,NA,FALSE,ICOS,ICOS,v1.3,ICOS_FI-Ant_FLUXNET_2022-2022_v1.3_r1.zip
FI-Hyy,30,688.5662333333333,22.572766666666666,687.0585854166667,663,24,684.809875,1.0385614379084966,0.03404640522875817,1.0362874591503268,1.0054852572523627,0.03296209282418228,1.0032837003360482,FALSE,ICOS,ICOS,v1.3,ICOS_FI-Hyy_FLUXNET_1997-2025_v1.3_r1.zip
FI-Jok,30,2532.4077333333335,83.02896666666666,2527.1941729166665,612,4,2361.78175,4.1379211328976035,0.13566824618736384,4.1294022433278865,1.0722446023360683,0.03515522408735128,1.0700371331587546,FALSE,ICOS,EUF,v1.3,EUF_FI-Jok_FLUXNET_2000-2003_v1.3_r1.zip
FI-Ken,30,627.2816,20.564866666666667,625.9431291666667,524,3,644.4933333333333,1.197102290076336,0.03924592875318066,1.1945479564249364,0.9732941638910152,0.031908579349152824,0.9712173839398391,FALSE,ICOS,ICOS,v1.3,ICOS_FI-Ken_FLUXNET_2018-2025_v1.3_r1.zip
FI-Let,30,567.3241666666667,18.6052,566.295775,664,12,556.7521666666667,0.8544038654618473,0.028019879518072287,0.8528550828313254,1.0189887002385563,0.03341738230026346,1.0171415737642693,FALSE,ICOS,ICOS,v1.3,ICOS_FI-Let_FLUXNET_2010-2025_v1.3_r1.zip
FI-Nsv,30,2571.0564666666664,84.28403333333334,2565.3952645833333,607,NA,NA,4.235677869302581,0.13885343218012083,4.2263513419824275,NA,NA,NA,FALSE,ICOS,EUF,v1.3,EUF_FI-Nsv_FLUXNET_2021-2024_v1.3_r1.zip
FI-Pap,30,449.95773333333335,14.753966666666667,449.07386041666666,607,NA,NA,0.7412812740252609,0.024306370126304228,0.739825140719385,NA,NA,NA,FALSE,ICOS,EUF,v1.3,EUF_FI-Pap_FLUXNET_2022-2022_v1.3_r1.zip
FI-Qvd,30,678.2785,22.250733333333333,677.2566958333333,677,3,717.543,1.0018884785819793,0.03286666666666667,1.0003791666666666,0.9452792376206025,0.03100961661298812,0.9438552056578258,FALSE,ICOS,EUF,v1.3,EUF_FI-Qvd_FLUXNET_2018-2023_v1.3_r1.zip
FI-Rk2,30,544.0927,17.8402,543.0110875,643,1,656.374,0.8461783825816486,0.0277452566096423,0.8444962480559876,0.8289370084738275,0.027179930953998784,0.8272891484123381,FALSE,ICOS,EUF,v1.3,EUF_FI-Rk2_FLUXNET_2020-2023_v1.3_r1.zip
FI-Ruk,30,2184.7618,71.59256666666667,2179.0987479166665,518,1,2880.146,4.217686872586873,0.13820958815958817,4.206754339607464,0.7585593924752426,0.024857269967101206,0.7565931546236428,FALSE,ICOS,EUF,v1.3,EUF_FI-Ruk_FLUXNET_2020-2023_v1.3_r1.zip
FI-Sar,30,503.38806666666665,16.50593333333333,502.3993458333333,606,NA,NA,0.8306733773377337,0.027237513751375134,0.8290418248074807,NA,NA,NA,FALSE,ICOS,EUF,v1.3,EUF_FI-Sar_FLUXNET_2022-2022_v1.3_r1.zip
FI-Si2,30,2563.5688,84.03963333333333,2557.9563395833334,660,5,2662.2522,3.8841951515151516,0.12733277777777777,3.8756914236111113,0.9629323623058702,0.031567119498796294,0.9608241997446123,FALSE,ICOS,EUF,v1.3,EUF_FI-Si2_FLUXNET_2012-2016_v1.3_r1.zip
FI-Sii,30,574.4364,18.831333333333333,573.1787083333334,665,3,550.4376666666667,0.863814135338346,0.02831779448621554,0.8619228696741855,1.043599366080204,0.034211563767741184,1.0413144721806222,FALSE,ICOS,ICOS,v1.3,ICOS_FI-Sii_FLUXNET_2018-2024_v1.3_r1.zip
FI-Sod,30,496.30219999999997,16.274133333333335,495.3439333333333,514,NA,NA,0.9655684824902723,0.03166173800259404,0.9637041504539559,NA,NA,NA,FALSE,ICOS,ICOS,v1.3,ICOS_FI-Sod_FLUXNET_2023-2024_v1.3_r1.zip
FI-Var,30,521.9297333333334,17.106133333333332,520.6679333333333,576,5,527.6718,0.9061280092592594,0.029698148148148147,0.9039373842592592,0.9891181096532606,0.032418130613258725,0.9867268505410624,FALSE,ICOS,ICOS,v1.3,ICOS_FI-Var_FLUXNET_2016-2025_v1.3_r1.zip
FR-Aur,30,685.2822333333334,22.522266666666667,685.5214916666666,830,16,653.356875,0.8256412449799198,0.027135261044176708,0.8259295080321285,1.0488635836782667,0.03447161502152506,1.0492297822176688,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Aur_FLUXNET_2005-2024_v1.3_r1.zip
FR-Bil,30,927.2640666666667,30.471233333333334,927.4681645833333,934,7,1010.5244285714285,0.992788079942898,0.03262444682369736,0.9930066001962883,0.9176067796575028,0.030153880966945358,0.9178087519313993,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Bil_FLUXNET_2014-2025_v1.3_r1.zip
FR-CLt,30,1523.7227666666668,50.05526666666667,1523.5571791666666,1403,2,1490.0815,1.0860461629840819,0.035677310525065335,1.0859281391066762,1.0225767964146033,0.03359230127121682,1.022465669942662,FALSE,ICOS,ICOS,v1.3,ICOS_FR-CLt_FLUXNET_2019-2025_v1.3_r1.zip
FR-EM2,30,647.6893333333334,21.2615,647.14690625,666,4,630.53975,0.9725065065065066,0.031924174174174175,0.9716920514264265,1.0271982588462238,0.03371952363035003,1.026338000498779,FALSE,ICOS,ICOS,v1.3,ICOS_FR-EM2_FLUXNET_2017-2025_v1.3_r1.zip
FR-FBn,30,625.6768333333333,20.60043333333333,627.0256895833334,691,13,685.2712307692308,0.9054657501205982,0.029812493970091652,0.9074177852146648,0.9130353139602817,0.03006172214498036,0.9150036677878398,FALSE,ICOS,ICOS,v1.3,ICOS_FR-FBn_FLUXNET_2008-2024_v1.3_r1.zip
FR-Fon,30,499.1001333333333,16.3867,498.77018125,627,2,619.219,0.7960129718234981,0.026135087719298247,0.7954867324561403,0.8060155346223764,0.026463496759627853,0.8054826826211727,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Fon_FLUXNET_2019-2024_v1.3_r1.zip
FR-Gri,30,574.3015,18.852466666666665,573.8219541666667,626,17,583.4506470588235,0.9174145367412141,0.030115761448349303,0.9166484890841321,0.9843189015130168,0.03231201604060602,0.9834969882359459,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Gri_FLUXNET_2004-2025_v1.3_r1.zip
FR-Hes,30,915.2581333333334,30.05366666666667,914.7584791666667,776,24,927.8172916666666,1.1794563573883161,0.03872895189003436,1.178812473152921,0.9864637591407972,0.03239179409200312,0.9859252326753449,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Hes_FLUXNET_1997-2025_v1.3_r1.zip
FR-LBr,30,1013.2421333333333,33.28876666666667,1013.2268354166667,909,11,983.4429090909091,1.1146778144481115,0.03662130546387972,1.1146609850568392,1.0303009193182047,0.03384921113258997,1.0302853638482072,FALSE,ICOS,EUF,v1.3,EUF_FR-LBr_FLUXNET_1998-2008_v1.3_r1.zip
FR-LGt,30,676.7709333333333,22.2308,676.649975,705,4,673.6315,0.9599587706855792,0.03153304964539007,0.9597871985815604,1.00466046099883,0.03300142585374942,1.004480899423498,FALSE,ICOS,ICOS,v1.3,ICOS_FR-LGt_FLUXNET_2017-2025_v1.3_r1.zip
FR-Lam,30,667.7423666666667,21.94053333333333,667.8149833333333,771,NA,NA,0.8660731085170774,0.028457241677475136,0.8661672935581496,NA,NA,NA,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Lam_FLUXNET_2021-2024_v1.3_r1.zip
FR-Lqu,30,1311.6029333333333,43.08776666666667,1311.4838979166666,904,NA,NA,1.4508882005899706,0.0476634587020649,1.4507565242441003,NA,NA,NA,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Lqu_FLUXNET_2022-2024_v1.3_r1.zip
FR-Lus,30,771.5567,25.348499999999998,771.5449687500001,835,NA,NA,0.92402,0.030357485029940116,0.9240059505988025,NA,NA,NA,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Lus_FLUXNET_2022-2024_v1.3_r1.zip
FR-Mau,30,572.2459333333334,18.802733333333332,572.3081958333333,776,7,520.702,0.7374303264604811,0.024230326460481098,0.7375105616408935,1.0989893131452029,0.03611035358676044,1.099108887297021,FALSE,ICOS,EUF,v1.3,EUF_FR-Mau_FLUXNET_2005-2011_v1.3_r1.zip
FR-Mej,30,720.1868,23.659466666666667,720.1350166666666,742,2,805.6700000000001,0.9706021563342317,0.03188607367475292,0.9705323674752919,0.8938979979396029,0.029366200388082794,0.8938337243122699,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Mej_FLUXNET_2019-2024_v1.3_r1.zip
FR-Nzn,30,912.8696,29.993933333333334,912.9403458333334,918,5,909.0355999999999,0.9944113289760349,0.03267312999273784,0.994488394153958,1.0042176566022278,0.03299533410279348,1.0042954817537766,FALSE,ICOS,EUF,v1.3,EUF_FR-Nzn_FLUXNET_2016-2024_v1.3_r1.zip
FR-Pue,30,930.8250333333333,30.569833333333335,930.4693020833333,666,21,915.431380952381,1.3976351851851851,0.04590065065065065,1.397101054179179,1.0168157359483758,0.033393910203875256,1.0164271418304531,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Pue_FLUXNET_2000-2025_v1.3_r1.zip
