site_id,year,n_months,map_a,map_b,map_c
AR-Bal,1991,12,476.297,15.602,474.885875
AR-Bal,1992,12,414.47999999999996,13.619,414.52831249999997
AR-Bal,1993,12,517.421,17.039,518.6245625
AR-Bal,1994,12,354.063,11.626999999999999,353.8968125
AR-Bal,1995,12,352.03,11.636000000000001,354.17075
AR-Bal,1996,12,485.366,15.918,484.504125
AR-Bal,1997,12,462.41099999999994,15.270000000000001,464.780625
AR-Bal,1998,12,364.25999999999993,12.015,365.7065625
AR-Bal,1999,12,328.837,10.757000000000001,327.4161875
AR-Bal,2000,12,450.52599999999995,14.886000000000003,453.092625
AR-Bal,2001,12,604.538,19.751,601.1710625000001
AR-Bal,2002,12,557.051,18.273,556.1844375000001
AR-Bal,2003,12,451.287,14.828999999999997,451.35768749999994
AR-Bal,2004,12,386.33699999999993,12.689,386.2214375
AR-Bal,2005,12,378.621,12.470000000000002,379.555625
AR-Bal,2006,12,382.14,12.635000000000002,384.5778125
AR-Bal,2007,12,449.97099999999995,14.992999999999999,456.34943749999996
AR-Bal,2008,12,361.13,11.841,360.4104375
AR-Bal,2009,12,322.22200000000004,10.613,323.0331875
AR-Bal,2010,12,468.49700000000007,15.552000000000001,473.36400000000003
AR-Bal,2011,12,395.74999999999994,13.044999999999998,397.0571875
AR-Bal,2012,12,515.763,16.871999999999996,513.5414999999999
AR-Bal,2013,12,349.28200000000004,11.508,350.27475
AR-Bal,2014,12,474.845,15.612,475.19025
AR-Bal,2015,12,351.303,11.491,349.7573125
AR-Bal,2016,12,386.57899999999995,12.666999999999998,385.5518125
AR-Bal,2017,12,488.28499999999997,16.121000000000002,490.68293750000004
AR-Bal,2018,12,378.93800000000005,12.450999999999999,378.9773125
AR-Bal,2019,12,371.0079999999999,12.23,372.25062499999996
AR-Bal,2020,12,391.6360000000001,12.865,391.5784375
AR-CCa,1991,12,3756.4480000000003,123.474,3758.239875
AR-CCa,1992,12,3505.674,114.739,3492.3683125
AR-CCa,1993,12,4988.53,164.216,4998.3245
AR-CCa,1994,12,2922.9019999999996,96.09700000000001,2924.9524375
AR-CCa,1995,12,2880.7699999999995,94.91399999999999,2888.944875
AR-CCa,1996,12,3991.4949999999994,131.379,3998.8483125
AR-CCa,1997,12,4003.5910000000003,131.355,3998.1178124999997
AR-CCa,1998,12,3680.5279999999993,121.41400000000002,3695.538625
AR-CCa,1999,12,3518.429,115.17899999999999,3505.7608125
AR-CCa,2000,12,4137.071999999999,136.30700000000002,4148.8443125
AR-CCa,2001,12,5280.2570000000005,173.46999999999997,5279.993125
AR-CCa,2002,12,4598.236,150.349,4576.247687499999
AR-CCa,2003,12,3891.4829999999997,129.489,3941.3214375
AR-CCa,2004,12,3330.5,108.775,3310.8390625
AR-CCa,2005,12,3055.421,100.533,3059.9731874999998
AR-CCa,2006,12,3571.313,117.443,3574.6713125
AR-CCa,2007,12,3302.1340000000005,109.67300000000002,3338.1719375000002
AR-CCa,2008,12,3182.05,104.437,3178.8011875
AR-CCa,2009,12,2922.7920000000004,96.456,2935.8795
AR-CCa,2010,12,2839.232,95.06199999999998,2893.449625
AR-CCa,2011,12,2548.431,84.03099999999999,2557.6935625
AR-CCa,2012,12,4406.028,144.155,4387.7178125
AR-CCa,2013,12,2382.7999999999997,78.28699999999999,2382.8605625
AR-CCa,2014,12,4195.478,139.574,4248.283625
AR-CCa,2015,12,3213.076,105.21900000000001,3202.6033125
AR-CCa,2016,12,3496.586,114.97700000000003,3499.6124374999995
AR-CCa,2017,12,3515.6790000000005,116.35799999999999,3541.6466250000003
AR-CCa,2018,12,3962.764,130.317,3966.5236875
AR-CCa,2019,12,2611.039,85.39099999999999,2599.0885624999996
AR-CCa,2020,12,2953.37,96.899,2949.3633125
AR-CCg,1991,12,3454.993,113.64200000000001,3458.9783749999997
AR-CCg,1992,12,3354.3019999999997,109.90400000000002,3345.203
AR-CCg,1993,12,4308.57,141.752,4314.5765
AR-CCg,1994,12,3060.096,100.64699999999999,3063.4430625
AR-CCg,1995,12,3002.609,98.93399999999998,3011.303625
AR-CCg,1996,12,3755.985,123.43,3756.9006249999998
AR-CCg,1997,12,4176.919,137.196,4175.90325
AR-CCg,1998,12,3000.508,99.25500000000001,3021.0740625
AR-CCg,1999,12,3347.1569999999997,109.821,3342.6766875
AR-CCg,2000,12,3821.948,125.843,3830.3463125000003
AR-CCg,2001,12,5153.880000000001,169.02499999999998,5144.6984375
AR-CCg,2002,12,5063.606,166.08000000000004,5055.06
AR-CCg,2003,12,3840.1749999999997,127.507,3880.9943125
AR-CCg,2004,12,3216.5350000000003,104.977,3195.2374375
AR-CCg,2005,12,2656.6530000000002,87.52799999999999,2664.1335000000004
AR-CCg,2006,12,3487.8140000000003,115.35900000000001,3511.2395625000004
AR-CCg,2007,12,3459.8639999999996,114.613,3488.5331874999997
AR-CCg,2008,12,3383.3360000000002,111.042,3379.8408750000003
AR-CCg,2009,12,2378.485,78.193,2379.9994375
AR-CCg,2010,12,3134.832,104.93599999999999,3193.9894999999997
AR-CCg,2011,12,2497.4060000000004,82.321,2505.6454375
AR-CCg,2012,12,5358.236000000001,174.838,5321.631625
AR-CCg,2013,12,2230.4559999999997,73.215,2228.4815625
AR-CCg,2014,12,3584.0019999999995,118.833,3616.9794374999997
AR-CCg,2015,12,3294.467,108.07,3289.380625
AR-CCg,2016,12,3275.8869999999997,107.95000000000002,3285.728125
AR-CCg,2017,12,3596.275,118.98599999999999,3621.636375
AR-CCg,2018,12,3473.1539999999995,114.035,3470.9403125000003
AR-CCg,2019,12,2467.4619999999995,81.173,2470.7031875000002
AR-CCg,2020,12,2975.1380000000004,98.08900000000001,2985.5839375
AR-TF1,1991,12,3933.745,129.34400000000002,3936.908
AR-TF1,1992,12,3697.285,121.06800000000001,3685.00725
AR-TF1,1993,12,3357.3790000000004,110.48000000000002,3362.735
AR-TF1,1994,12,3578.237,117.842,3586.8158750000002
AR-TF1,1995,12,3570.955,117.598,3579.389125
AR-TF1,1996,12,3593.147,117.91700000000002,3589.0986875
AR-TF1,1997,12,3849.0799999999995,126.79599999999999,3859.3532499999997
AR-TF1,1998,12,3028.6719999999996,99.366,3024.452625
AR-TF1,1999,12,3543.9849999999997,116.97900000000001,3560.5483125
AR-TF1,2000,12,3698.901,120.94800000000001,3681.3547500000004
AR-TF1,2001,12,3095.086,102.207,3110.9255625
AR-TF1,2002,12,3735.085,123.08,3746.2475
AR-TF1,2003,12,3837.3939999999993,126.00200000000001,3835.185875
AR-TF1,2004,12,3088.2039999999997,101.30800000000002,3083.5622500000004
AR-TF1,2005,12,3529.3320000000003,115.65500000000002,3520.2490625
AR-TF1,2006,12,3974.3209999999995,130.74699999999999,3979.6118125
AR-TF1,2007,12,4097.411999999999,135.31900000000002,4118.7720625
AR-TF1,2008,12,3405.7660000000005,111.75300000000001,3401.4819374999997
AR-TF1,2009,12,4134.3499999999995,136.02399999999997,4140.2305
AR-TF1,2010,12,3474.209,114.636,3489.2332499999998
AR-TF1,2011,12,2889.767,94.942,2889.797125
AR-TF1,2012,12,3534.64,116.16300000000001,3535.7113124999996
AR-TF1,2013,12,3490.991,114.76599999999999,3493.190125
AR-TF1,2014,12,3948.507,129.74699999999999,3949.1743125000003
AR-TF1,2015,12,3391.479,112.02000000000001,3409.6087500000003
AR-TF1,2016,12,3409.1929999999998,111.80799999999999,3403.1560000000004
AR-TF1,2017,12,3746.916,123.591,3761.8010625
AR-TF1,2018,12,3134.5679999999998,103.05900000000001,3136.8583125
AR-TF1,2019,12,3883.7239999999993,128.305,3905.2834374999998
AR-TF1,2020,12,3948.4100000000003,129.53,3942.569375
AR-TF2,1991,12,4061.7140000000004,133.71699999999998,4070.0111875
AR-TF2,1992,12,3333.6639999999998,109.139,3321.9183125
AR-TF2,1993,12,3893.2180000000003,128.314,3905.557375
AR-TF2,1994,12,3385.8400000000006,111.71100000000001,3400.2035625000003
AR-TF2,1995,12,3693.6719999999996,121.412,3695.47775
AR-TF2,1996,12,4012.315,131.617,4006.0924374999995
AR-TF2,1997,12,3777.481,124.12000000000002,3777.9025
AR-TF2,1998,12,3775.489,123.49900000000001,3759.0008125
AR-TF2,1999,12,4031.683,133.27599999999998,4056.5882500000002
AR-TF2,2000,12,3632.686,118.86999999999999,3618.105625
AR-TF2,2001,12,3766.0650000000005,124.31899999999999,3783.9595625
AR-TF2,2002,12,3028.1890000000003,99.66900000000001,3033.6751875
AR-TF2,2003,12,4027.6890000000003,132.23000000000002,4024.750625
AR-TF2,2004,12,3698.9549999999995,121.21799999999999,3689.572875
AR-TF2,2005,12,3536.302,116.026,3531.5413750000002
AR-TF2,2006,12,4119.43,135.437,4122.363687499999
AR-TF2,2007,12,4287.689,141.356,4302.52325
AR-TF2,2008,12,3774.603,123.60499999999998,3762.2271875
AR-TF2,2009,12,4356.307000000001,143.331,4362.6373125
AR-TF2,2010,12,4033.053,132.78,4041.49125
AR-TF2,2011,12,3374.6659999999997,110.947,3376.9493124999995
AR-TF2,2012,12,4179.318,137.24499999999998,4177.3946875
AR-TF2,2013,12,4080.981,134.136,4082.7644999999998
AR-TF2,2014,12,4235.784,138.90400000000002,4227.8904999999995
AR-TF2,2015,12,3925.906,129.56700000000004,3943.6955625
AR-TF2,2016,12,3491.353,114.668,3490.2072500000004
AR-TF2,2017,12,4243.717000000001,139.83499999999998,4256.2278125
AR-TF2,2018,12,3619.478,119.052,3623.6452499999996
AR-TF2,2019,12,4045.542,133.10600000000002,4051.413875
AR-TF2,2020,12,4061.049,133.11799999999997,4051.779125
AT-Mmg,1991,12,785.852,25.723999999999997,782.9742500000001
AT-Mmg,1992,12,758.652,24.913999999999998,758.3198749999999
AT-Mmg,1993,12,807.1230000000002,26.415,804.0065625
AT-Mmg,1994,12,740.7009999999999,24.276,738.90075
AT-Mmg,1995,12,861.754,28.305000000000003,861.5334375
AT-Mmg,1996,12,814.9680000000001,26.668999999999997,811.7376875
AT-Mmg,1997,12,761.432,24.986000000000004,760.511375
AT-Mmg,1998,12,834.906,27.352,832.5264999999999
AT-Mmg,1999,12,1012.8280000000001,33.438,1017.769125
AT-Mmg,2000,12,942.595,30.829,938.3576875
AT-Mmg,2001,12,921.718,30.383000000000003,924.7825624999999
AT-Mmg,2002,12,852.1759999999999,27.986,851.823875
AT-Mmg,2003,12,636.824,20.849,634.5914375
AT-Mmg,2004,12,738.824,24.182000000000002,736.039625
AT-Mmg,2005,12,812.858,26.633,810.6419374999999
AT-Mmg,2006,12,701.9889999999999,23.020000000000003,700.67125
AT-Mmg,2007,12,821.127,26.926000000000002,819.560125
AT-Mmg,2008,12,814.3960000000001,26.632,810.6115
AT-Mmg,2009,12,815.66,26.801000000000005,815.7554375000001
AT-Mmg,2010,12,873.5969999999999,28.580999999999996,869.9341874999999
AT-Mmg,2011,12,680.1650000000001,22.232,676.6865
AT-Mmg,2012,12,869.83,28.461000000000002,866.2816875
AT-Mmg,2013,12,862.309,28.311000000000003,861.7160624999999
AT-Mmg,2014,12,795.24,26.053000000000004,792.9881875
AT-Mmg,2015,12,727.506,23.818,724.960375
AT-Mmg,2016,12,844.48,27.696000000000005,842.997
AT-Mmg,2017,12,873.7090000000001,28.64,871.73
AT-Mmg,2018,12,716.173,23.403000000000002,712.3288125
AT-Mmg,2019,12,868.0400000000001,28.402,864.485875
AT-Mmg,2020,12,830.677,27.237000000000002,829.0261875000001
AT-Neu,1991,12,692.543,22.697000000000003,690.8399375
AT-Neu,1992,12,697.7930000000001,22.890000000000004,696.714375
AT-Neu,1993,12,742.266,24.28,739.0225
AT-Neu,1994,12,672.9619999999999,22.06,671.45125
AT-Neu,1995,12,702.8809999999999,23.083,702.5888124999999
AT-Neu,1996,12,739.4799999999999,24.166,735.552625
AT-Neu,1997,12,756.268,24.838,756.006625
AT-Neu,1998,12,800.3320000000001,26.227000000000004,798.2843125000002
AT-Neu,1999,12,927.65,30.561000000000003,930.2004374999999
AT-Neu,2000,12,925.1020000000001,30.261000000000003,921.0691875
AT-Neu,2001,12,847.606,27.887999999999998,848.8409999999999
AT-Neu,2002,12,761.827,25.049,762.4289375000001
AT-Neu,2003,12,657.12,21.487,654.0105625
AT-Neu,2004,12,707.008,23.118000000000002,703.654125
AT-Neu,2005,12,704.9190000000001,23.079,702.4670625
AT-Neu,2006,12,690.9899999999999,22.633,688.8919375
AT-Neu,2007,12,751.9209999999999,24.669,750.8626874999999
AT-Neu,2008,12,831.5649999999999,27.186999999999998,827.5043125
AT-Neu,2009,12,771.6890000000001,25.346000000000004,771.4688749999999
AT-Neu,2010,12,805.9649999999998,26.417,804.0674375000001
AT-Neu,2011,12,670.342,21.912,666.9465
AT-Neu,2012,12,873.177,28.581000000000003,869.9341874999999
AT-Neu,2013,12,795.593,26.106000000000005,794.601375
AT-Neu,2014,12,767.8030000000001,25.224999999999994,767.7859375
AT-Neu,2015,12,688.4889999999999,22.531000000000002,685.7873125
AT-Neu,2016,12,814.301,26.732,813.6552499999999
AT-Neu,2017,12,872.374,28.586000000000002,870.086375
AT-Neu,2018,12,690.611,22.547,686.2743125000001
AT-Neu,2019,12,897.78999999999985,29.406000000000006,895.045125
AT-Neu,2020,12,830.501,27.142000000000003,826.1346249999999
AT-Nsd,1991,12,519.497,16.988000000000003,517.0722499999999
AT-Nsd,1992,12,422.537,13.868999999999998,422.1376875
AT-Nsd,1993,12,428.90200000000004,14.067999999999998,428.19475000000006
AT-Nsd,1994,12,438.807,14.363999999999999,437.20425
AT-Nsd,1995,12,580.464,19.148,582.8172500000001
AT-Nsd,1996,12,583.082,19.113,581.7519375
AT-Nsd,1997,12,504.546,16.502,502.279625
AT-Nsd,1998,12,518.885,17.003,517.5288125
AT-Nsd,1999,12,584.4749999999999,19.237000000000002,585.5261875
AT-Nsd,2000,12,423.24000000000007,13.829,420.9201875
AT-Nsd,2001,12,399.21899999999994,13.110000000000001,399.035625
AT-Nsd,2002,12,515.998,16.909,514.6676874999999
AT-Nsd,2003,12,325.489,10.636999999999999,323.7636875
AT-Nsd,2004,12,466.015,15.328000000000001,466.54600000000005
AT-Nsd,2005,12,526.6070000000001,17.264999999999997,525.5034375
AT-Nsd,2006,12,463.423,15.208000000000002,462.8935
AT-Nsd,2007,12,516.9449999999999,16.948999999999998,515.8851875
AT-Nsd,2008,12,492.50600000000003,16.102,490.10462500000006
AT-Nsd,2009,12,578.292,19.007,578.5255625
AT-Nsd,2010,12,642.706,21.066,641.196375
AT-Nsd,2011,12,379.726,12.378,376.755375
AT-Nsd,2012,12,414.63800000000003,13.578999999999997,413.3108125
AT-Nsd,2013,12,526.2700000000001,17.371,528.7298125
AT-Nsd,2014,12,642.601,21.103999999999996,642.353
AT-Nsd,2015,12,418.56100000000004,13.688000000000002,416.62850000000003
AT-Nsd,2016,12,527.41,17.345,527.9384375000001
AT-Nsd,2017,12,416.312,13.716999999999999,417.51118749999995
AT-Nsd,2018,12,487.789,16.052999999999997,488.6131875
AT-Nsd,2019,12,480.66900000000004,15.725,478.6296875
AT-Nsd,2020,12,497.129,16.244,494.42674999999997
AT-PsM,1991,12,1261.654,41.24,1255.2425
AT-PsM,1992,12,1112.347,36.574000000000005,1113.221125
AT-PsM,1993,12,1182.0259999999998,38.683,1177.4138125
AT-PsM,1994,12,1147.972,37.565,1143.3846875
AT-PsM,1995,12,1302.6470000000002,42.857000000000006,1304.4599375
AT-PsM,1996,12,1295.507,42.482000000000006,1293.045875
AT-PsM,1997,12,1314.9959999999999,43.07300000000001,1311.0344375
AT-PsM,1998,12,1321.5159999999998,43.2,1314.9
AT-PsM,1999,12,1297.526,42.763999999999996,1301.62925
AT-PsM,2000,12,1251.5269999999998,40.92099999999999,1245.5329375000001
AT-PsM,2001,12,1228.481,40.49000000000001,1232.414375
AT-PsM,2002,12,1258.107,41.287,1256.6730625
AT-PsM,2003,12,1023.797,33.516,1020.1432500000001
AT-PsM,2004,12,1297.161,42.561,1295.4504375
AT-PsM,2005,12,1310.273,43.062,1310.699625
AT-PsM,2006,12,1236.633,40.583,1235.2450625
AT-PsM,2007,12,1353.7309999999998,44.43599999999999,1352.52075
AT-PsM,2008,12,1263.8369999999998,41.319,1257.6470625
AT-PsM,2009,12,1393.385,45.84,1395.2549999999999
AT-PsM,2010,12,1231.563,40.36599999999999,1228.6401250000001
AT-PsM,2011,12,1025.9840000000002,33.509,1019.9301875
AT-PsM,2012,12,1389.673,45.482000000000006,1384.358375
AT-PsM,2013,12,1338.997,44.074,1341.502375
AT-PsM,2014,12,1374.4970000000003,45.044999999999995,1371.0571875
AT-PsM,2015,12,1139.295,37.325,1136.0796875
AT-PsM,2016,12,1352.8169999999998,44.369,1350.4814374999999
AT-PsM,2017,12,1364.7800000000002,44.71199999999999,1360.9215
AT-PsM,2018,12,1248.412,40.844,1243.18925
AT-PsM,2019,12,1258.072,41.153,1252.5944375
AT-PsM,2020,12,1320.554,43.321999999999996,1318.6133750000001
AT-Zoe,1991,12,1760.798,57.479000000000006,1749.5170625
AT-Zoe,1992,12,1577.9539999999997,51.944,1581.0455000000002
AT-Zoe,1993,12,1680.5580000000004,55.07899999999999,1676.4670624999999
AT-Zoe,1994,12,1633.3830000000003,53.441,1626.6104375
AT-Zoe,1995,12,1901.4859999999999,62.580999999999996,1904.8091875
AT-Zoe,1996,12,1932.874,63.370000000000005,1928.8243750000001
AT-Zoe,1997,12,1817.8540000000003,59.53,1811.944375
AT-Zoe,1998,12,1863.3739999999998,60.913,1854.0394374999998
AT-Zoe,1999,12,1758.7450000000001,58.048,1766.836
AT-Zoe,2000,12,1717.3359999999998,56.134,1708.5786249999999
AT-Zoe,2001,12,1746.059,57.605999999999995,1753.3826249999997
AT-Zoe,2002,12,1962.769,64.34599999999999,1958.531375
AT-Zoe,2003,12,1337.2780000000002,43.745,1331.4884375
AT-Zoe,2004,12,1795.914,58.98300000000001,1795.2950625
AT-Zoe,2005,12,1923.1730000000002,63.226,1924.4413749999999
AT-Zoe,2006,12,1781.7749999999999,58.509,1780.8676875
AT-Zoe,2007,12,1929.3080000000002,63.353,1928.3069375000002
AT-Zoe,2008,12,1753.301,57.379,1746.4733125000002
AT-Zoe,2009,12,2062.059,67.935,2067.7715625
AT-Zoe,2010,12,1713.3700000000003,56.13500000000001,1708.6090625
AT-Zoe,2011,12,1411.708,46.096000000000004,1403.0469999999998
AT-Zoe,2012,12,1949.313,63.818,1942.4603749999999
AT-Zoe,2013,12,1943.526,63.961,1946.8129375
AT-Zoe,2014,12,1963.882,64.19,1953.7831250000002
AT-Zoe,2015,12,1511.797,49.54299999999999,1507.9650625
AT-Zoe,2016,12,2010.045,65.891,2005.5573125
AT-Zoe,2017,12,1827.213,59.861999999999995,1822.049625
AT-Zoe,2018,12,1694.3129999999999,55.507999999999996,1689.52475
AT-Zoe,2019,12,1653.946,54.062000000000005,1645.512125
AT-Zoe,2020,12,1815.8560000000004,59.574,1813.283625
AU-APL,1991,12,4580.124000000001,150.15000000000003,4570.190625
AU-APL,1992,12,4969.533000000001,162.764,4954.12925
AU-APL,1993,12,5123.292,167.63600000000002,5102.42075
AU-APL,1994,12,3927.2220000000007,130.817,3981.7424375000005
AU-APL,1995,12,5364.712999999999,175.576,5344.0945
AU-APL,1996,12,5311.884,174.314,5305.682375
AU-APL,1997,12,2850.149,93.216,2837.2619999999997
AU-APL,1998,12,4546.478,149.823,4560.2375624999995
AU-APL,1999,12,4050.876,132.377,4029.2249375
AU-APL,2000,12,4278.534000000001,140.184,4266.8505000000005
AU-APL,2001,12,3650.459,119.811,3646.7473124999997
AU-APL,2002,12,3178.093,105.609,3214.4739375000004
AU-APL,2003,12,4342.366999999999,142.37099999999998,4333.4173125
AU-APL,2004,12,3851.556,126.571,3852.5048125000003
AU-APL,2005,12,4390.157,145.28000000000003,4421.96
AU-APL,2006,12,1953.774,64.09399999999998,1950.8611250000001
AU-APL,2007,12,3844.736,126.10899999999998,3838.4426875
AU-APL,2008,12,3308.402,108.47500000000001,3301.7078125
AU-APL,2009,12,3720.9289999999996,121.914,3710.7573749999997
AU-APL,2010,12,5335.233,175.71200000000002,5348.234
AU-APL,2011,12,5085.793,169.43399999999997,5157.1473750000005
AU-APL,2012,12,4696.516,154.061,4689.231687500001
AU-APL,2013,12,4248.505999999999,139.451,4244.5398125
AU-APL,2014,12,3957.164999999999,129.789,3950.4526874999997
AU-APL,2015,12,3870.3569999999995,127.177,3870.9499375
AU-APL,2016,12,5879.179999999999,191.85099999999997,5839.4648125
AU-APL,2017,12,4105.525,134.16899999999998,4083.7689375
AU-APL,2018,12,3568.1319999999996,116.777,3554.3999375
AU-APL,2019,12,3485.101,114.196,3475.8407500000003
AU-APL,2020,12,4778.393,156.672,4768.704
AU-ASM,1991,12,489.55899999999986,16.812,511.71525
AU-ASM,1992,12,246.71100000000004,8.012,243.86524999999997
AU-ASM,1993,12,372.86799999999994,12.447000000000003,378.8555625
AU-ASM,1994,12,120.917,4.102,124.854625
AU-ASM,1995,12,318.80600000000004,10.346,314.90637499999997
AU-ASM,1996,12,177.559,5.814,176.963625
AU-ASM,1997,12,382.554,12.806000000000003,389.782625
AU-ASM,1998,12,320.073,10.702,325.742125
AU-ASM,1999,12,231.56,7.6450000000000005,232.6946875
AU-ASM,2000,12,768.181,25.567,778.1955625
AU-ASM,2001,12,511.342,16.701999999999998,508.367125
AU-ASM,2002,12,184.843,6.360999999999999,193.61293750000002
AU-ASM,2003,12,294.976,10.008999999999999,304.64893750000005
AU-ASM,2004,12,229.08299999999997,7.550000000000001,229.803125
AU-ASM,2005,12,234.86399999999998,7.654,232.968625
AU-ASM,2006,12,322.04100000000005,10.543,320.90256250000004
AU-ASM,2007,12,298.1190000000001,9.640999999999998,293.4479375
AU-ASM,2008,12,206.57699999999997,6.8,206.975
AU-ASM,2009,12,112.74700000000001,3.648999999999999,111.06643750000002
AU-ASM,2010,12,556.12,18.366,559.015125
AU-ASM,2011,12,480.274,15.915000000000001,484.4128125
AU-ASM,2012,12,241.58900000000003,7.938000000000001,241.612875
AU-ASM,2013,12,162.85000000000002,5.348000000000001,162.77975
AU-ASM,2014,12,349.29099999999994,11.599,353.0445625
AU-ASM,2015,12,311.209,10.086,306.992625
AU-ASM,2016,12,394.962,12.846,391.000125
AU-ASM,2017,12,310.02099999999996,10.091999999999999,307.17525
AU-ASM,2018,12,126.92,4.176,127.10699999999999
AU-ASM,2019,12,42.782,1.3980000000000001,42.551625
AU-ASM,2020,12,546.971,17.773,540.9656875
AU-Ade,1991,12,1471.434,49.353,1502.1819375
AU-Ade,1992,12,1174.9129999999998,38.999,1187.0320625
AU-Ade,1993,12,1400.0459999999998,46.135000000000005,1404.2340625
AU-Ade,1994,12,1521.741,50.39200000000001,1533.8065000000001
AU-Ade,1995,12,2012.1839999999995,66.607,2027.3505624999998
AU-Ade,1996,12,1395.3220000000001,45.999,1400.0945625
AU-Ade,1997,12,1948.9959999999999,64.588,1965.89725
AU-Ade,1998,12,1680.9610000000002,55.392999999999994,1686.0244375
AU-Ade,1999,12,1930.261,64.196,1953.9657499999996
AU-Ade,2000,12,1986.833,65.551,1995.2085625000002
AU-Ade,2001,12,1677.0359999999998,55.704,1695.4905
AU-Ade,2002,12,1127.6570000000002,37.988,1156.25975
AU-Ade,2003,12,1727.6039999999998,57.282,1743.5208750000002
AU-Ade,2004,12,1732.129,56.888999999999996,1731.5589375000002
AU-Ade,2005,12,1269.568,42.01400000000001,1278.801125
AU-Ade,2006,12,1743.2240000000002,57.388,1746.74725
AU-Ade,2007,12,1983.506,64.98,1977.82875
AU-Ade,2008,12,1749.0230000000001,57.814000000000014,1759.7136249999999
AU-Ade,2009,12,1596.719,53.27400000000001,1621.527375
AU-Ade,2010,12,1784.721,58.662000000000006,1785.5246250000002
AU-Ade,2011,12,2411.111,80.595,2453.1103125
AU-Ade,2012,12,1546.6469999999995,50.635000000000005,1541.2028125
AU-Ade,2013,12,1307.9209999999998,43.413,1321.3831875
AU-Ade,2014,12,1810.6739999999998,59.991,1825.9760625
AU-Ade,2015,12,1748.3059999999996,57.459,1748.9083125
AU-Ade,2016,12,1265.083,41.573,1265.3781875
AU-Ade,2017,12,1516.004,50.29600000000001,1530.8844999999997
AU-Ade,2018,12,1361.567,45.09300000000001,1372.5181874999998
AU-Ade,2019,12,1019.015,33.704,1025.8655
AU-Ade,2020,12,1440.116,46.99,1430.2581249999998
AU-Boy,1991,12,565.882,18.630000000000003,567.050625
AU-Boy,1992,12,691.793,22.821,694.6141875000001
AU-Boy,1993,12,491.09800000000007,16.099999999999998,490.04375000000005
AU-Boy,1994,12,321.1070000000001,10.465000000000002,318.52843750000005
AU-Boy,1995,12,583.751,19.067999999999998,580.38225
AU-Boy,1996,12,577.1669999999999,18.892,575.02525
AU-Boy,1997,12,462.55,15.321,466.3329375
AU-Boy,1998,12,570.411,18.707,569.3943125
AU-Boy,1999,12,627.33,20.407,621.1380625
AU-Boy,2000,12,510.96999999999997,16.615,505.7190625
AU-Boy,2001,12,451.2630000000001,14.757000000000001,449.1661875
AU-Boy,2002,12,429.14099999999996,14.088000000000001,428.8035
AU-Boy,2003,12,575.9289999999999,18.874,574.4773749999999
AU-Boy,2004,12,448.0609999999999,14.61,444.691875
AU-Boy,2005,12,497.08700000000005,16.262999999999998,495.0050625
AU-Boy,2006,12,504.541,16.457,500.9099375
AU-Boy,2007,12,418.75300000000004,13.664,415.898
AU-Boy,2008,12,499.4550000000001,16.338,497.287875
AU-Boy,2009,12,449.0689999999999,14.716999999999999,447.9486875
AU-Boy,2010,12,283.661,9.242999999999999,281.3338125
AU-Boy,2011,12,639.6020000000001,20.874,635.352375
AU-Boy,2012,12,492.26099999999997,16.21,493.391875
AU-Boy,2013,12,532.957,17.377,528.9124375
AU-Boy,2014,12,578.3370000000001,18.925000000000004,576.0296875
AU-Boy,2015,12,426.29400000000004,13.929,423.9639375
AU-Boy,2016,12,589.967,19.219999999999995,585.00875
AU-Boy,2017,12,675.045,22.582000000000004,687.339625
AU-Boy,2018,12,588.408,19.176,583.6695000000001
AU-Boy,2019,12,354.59700000000004,11.602,353.135875
AU-Boy,2020,12,426.02599999999995,14.044,427.46424999999994
AU-Col,1991,12,2307.989,75.829,2308.0451875
AU-Col,1992,12,2332.8289999999997,76.66499999999999,2333.4909375
AU-Col,1993,12,1917.7650000000003,62.61599999999999,1905.8745
AU-Col,1994,12,1521.1009999999997,49.75900000000001,1514.5395624999999
AU-Col,1995,12,2323.683,75.834,2308.1973749999997
AU-Col,1996,12,2604.129,85.225,2594.0359375000003
AU-Col,1997,12,1953.6390000000004,64.43100000000001,1961.1185625
AU-Col,1998,12,2275.1879999999996,74.398,2264.489125
AU-Col,1999,12,2149.2149999999997,70.176,2135.982
AU-Col,2000,12,1810.527,58.976,1795.082
AU-Col,2001,12,1439.079,46.98200000000001,1430.014625
AU-Col,2002,12,1927.533,63.04899999999999,1919.0539375000003
AU-Col,2003,12,2270.35,74.512,2267.959
AU-Col,2004,12,1964.7000000000003,64.239,1955.2745625
AU-Col,2005,12,2553.947,83.71600000000001,2548.10575
AU-Col,2006,12,1376.897,44.903000000000006,1366.7350625
AU-Col,2007,12,2068.0190000000002,67.535,2055.5965625
AU-Col,2008,12,2133.542,69.821,2125.1766875
AU-Col,2009,12,2265.9359999999997,74.44999999999999,2266.071875
AU-Col,2010,12,1175.005,38.467999999999996,1170.86975
AU-Col,2011,12,2665.132,87.042,2649.340875
AU-Col,2012,12,1863.9789999999996,61.20099999999999,1862.8054375
AU-Col,2013,12,2069.1789999999996,67.62,2058.18375
AU-Col,2014,12,1810.7130000000002,59.018000000000015,1796.3603750000002
AU-Col,2015,12,1584.619,52.013,1583.1456875000001
AU-Col,2016,12,2519.0750000000003,81.977,2495.1749375
AU-Col,2017,12,2244.176,74.36200000000001,2263.393375
