site_id,TIMESTAMP,P_ERA,year,days,excluded
CA-LU2,1996-11-01,0.231,1996,30,FALSE
CA-LU2,1996-12-01,0.341,1996,31,FALSE
CA-LU2,1997-01-01,0.532,1997,31,FALSE
CA-LU2,1997-02-01,0.42,1997,28,FALSE
CA-LU2,1997-03-01,0.395,1997,31,FALSE
CA-LU2,1997-04-01,0.959,1997,30,FALSE
CA-LU2,1997-05-01,1.082,1997,31,FALSE
CA-LU2,1997-06-01,2.885,1997,30,FALSE
CA-LU2,1997-07-01,4.057,1997,31,FALSE
CA-LU2,1997-08-01,1.569,1997,31,FALSE
CA-LU2,1997-09-01,0.798,1997,30,FALSE
CA-LU2,1997-10-01,1.076,1997,31,FALSE
CA-LU2,1997-11-01,0.271,1997,30,FALSE
CA-LU2,1997-12-01,0.375,1997,31,FALSE
CA-LU2,1998-01-01,0.468,1998,31,FALSE
CA-LU2,1998-02-01,0.564,1998,28,FALSE
CA-LU2,1998-03-01,0.225,1998,31,FALSE
CA-LU2,1998-04-01,0.394,1998,30,FALSE
CA-LU2,1998-05-01,0.753,1998,31,FALSE
CA-LU2,1998-06-01,1.895,1998,30,FALSE
CA-LU2,1998-07-01,2.823,1998,31,FALSE
CA-LU2,1998-08-01,1.744,1998,31,FALSE
CA-LU2,1998-09-01,1.173,1998,30,FALSE
CA-LU2,1998-10-01,0.318,1998,31,FALSE
CA-LU2,1998-11-01,0.243,1998,30,FALSE
CA-LU2,1998-12-01,0.401,1998,31,FALSE
CA-LU2,1999-01-01,0.727,1999,31,FALSE
CA-LU2,1999-02-01,0.399,1999,28,FALSE
CA-LU2,1999-03-01,0.392,1999,31,FALSE
CA-LU2,1999-04-01,0.72,1999,30,FALSE
CA-LU2,1999-05-01,1.2,1999,31,FALSE
CA-LU2,1999-06-01,2.259,1999,30,FALSE
CA-LU2,1999-07-01,2.925,1999,31,FALSE
CA-LU2,1999-08-01,1.402,1999,31,FALSE
CA-LU2,1999-09-01,0.86,1999,30,FALSE
CA-LU2,1999-10-01,0.45,1999,31,FALSE
CA-LU2,1999-11-01,1.13,1999,30,FALSE
CA-LU2,1999-12-01,0.585,1999,31,FALSE
CA-LU2,2000-01-01,0.406,2000,31,FALSE
CA-LU2,2000-02-01,0.109,2000,29,FALSE
CA-LU2,2000-03-01,0.4,2000,31,FALSE
CA-LU2,2000-04-01,0.463,2000,30,FALSE
CA-LU2,2000-05-01,1.019,2000,31,FALSE
CA-LU2,2000-06-01,1.262,2000,30,FALSE
CA-LU2,2000-07-01,1.72,2000,31,FALSE
CA-LU2,2000-08-01,1.643,2000,31,FALSE
CA-LU2,2000-09-01,1.688,2000,30,FALSE
CA-LU2,2000-10-01,0.99,2000,31,FALSE
CA-LU2,2000-11-01,0.576,2000,30,FALSE
CA-LU2,2000-12-01,0.449,2000,31,FALSE
CA-LU2,2001-01-01,0.366,2001,31,FALSE
CA-LU2,2001-02-01,0.553,2001,28,FALSE
CA-LU2,2001-03-01,0.857,2001,31,FALSE
CA-LU2,2001-04-01,0.414,2001,30,FALSE
CA-LU2,2001-05-01,1.509,2001,31,FALSE
CA-LU2,2001-06-01,0.73,2001,30,FALSE
CA-LU2,2001-07-01,2.38,2001,31,FALSE
CA-LU2,2001-08-01,2.623,2001,31,FALSE
CA-LU2,2001-09-01,1.979,2001,30,FALSE
CA-LU2,2001-10-01,0.496,2001,31,FALSE
CA-LU2,2001-11-01,1.141,2001,30,FALSE
CA-LU2,2001-12-01,0.614,2001,31,FALSE
CA-LU2,2002-01-01,0.361,2002,31,FALSE
CA-LU2,2002-02-01,0.489,2002,28,FALSE
CA-LU2,2002-03-01,0.278,2002,31,FALSE
CA-LU2,2002-04-01,0.354,2002,30,FALSE
CA-LU2,2002-05-01,1.006,2002,31,FALSE
CA-LU2,2002-06-01,1.588,2002,30,FALSE
CA-LU2,2002-07-01,1.81,2002,31,FALSE
CA-LU2,2002-08-01,1.586,2002,31,FALSE
CA-LU2,2002-09-01,1.184,2002,30,FALSE
CA-LU2,2002-10-01,0.358,2002,31,FALSE
CA-LU2,2002-11-01,0.658,2002,30,FALSE
CA-LU2,2002-12-01,0.629,2002,31,FALSE
CA-LU2,2003-01-01,0.342,2003,31,FALSE
CA-LU2,2003-02-01,0.544,2003,28,FALSE
CA-LU2,2003-03-01,0.704,2003,31,FALSE
CA-LU2,2003-04-01,0.482,2003,30,FALSE
CA-LU2,2003-05-01,0.643,2003,31,FALSE
CA-LU2,2003-06-01,1.123,2003,30,FALSE
CA-LU2,2003-07-01,3.031,2003,31,FALSE
CA-LU2,2003-08-01,1.731,2003,31,FALSE
CA-LU2,2003-09-01,0.493,2003,30,FALSE
CA-LU2,2003-10-01,1.254,2003,31,FALSE
CA-LU2,2003-11-01,0.365,2003,30,FALSE
CA-LU2,2003-12-01,0.507,2003,31,FALSE
CA-LU2,2004-01-01,1.175,2004,31,FALSE
CA-LU2,2004-02-01,0.216,2004,29,FALSE
CA-LU2,2004-03-01,0.513,2004,31,FALSE
CA-LU2,2004-04-01,0.322,2004,30,FALSE
CA-LU2,2004-05-01,0.839,2004,31,FALSE
CA-LU2,2004-06-01,0.246,2004,30,FALSE
CA-LU2,2004-07-01,0.926,2004,31,FALSE
CA-LU2,2004-08-01,0.712,2004,31,FALSE
CA-LU2,2004-09-01,0.591,2004,30,FALSE
CA-LU2,2004-10-01,0.611,2004,31,FALSE
CA-LU2,2004-11-01,0.442,2004,30,FALSE
CA-LU2,2004-12-01,1.336,2004,31,FALSE
CA-LU2,2005-01-01,1.281,2005,31,FALSE
CA-LU2,2005-02-01,0.494,2005,28,FALSE
CA-LU2,2005-03-01,0.514,2005,31,FALSE
CA-LU2,2005-04-01,0.52,2005,30,FALSE
CA-LU2,2005-05-01,1.374,2005,31,FALSE
CA-LU2,2005-06-01,1.348,2005,30,FALSE
CA-LU2,2005-07-01,3.291,2005,31,FALSE
CA-LU2,2005-08-01,2.234,2005,31,FALSE
CA-LU2,2005-09-01,1.052,2005,30,FALSE
CA-LU2,2005-10-01,0.43,2005,31,FALSE
CA-LU2,2005-11-01,0.664,2005,30,FALSE
CA-LU2,2005-12-01,0.472,2005,31,FALSE
CA-LU2,2006-01-01,0.587,2006,31,FALSE
CA-LU2,2006-02-01,0.433,2006,28,FALSE
CA-LU2,2006-03-01,0.921,2006,31,FALSE
CA-LU2,2006-04-01,0.913,2006,30,FALSE
CA-LU2,2006-05-01,1.054,2006,31,FALSE
CA-LU2,2006-06-01,5.787,2006,30,FALSE
CA-LU2,2006-07-01,1.556,2006,31,FALSE
CA-LU2,2006-08-01,1.026,2006,31,FALSE
CA-LU2,2006-09-01,0.866,2006,30,FALSE
CA-LU2,2006-10-01,0.481,2006,31,FALSE
CA-LU2,2006-11-01,0.979,2006,30,FALSE
CA-LU2,2006-12-01,0.245,2006,31,FALSE
CA-LU2,2007-01-01,0.27,2007,31,FALSE
CA-LU2,2007-02-01,0.61,2007,28,FALSE
CA-LU2,2007-03-01,1.788,2007,31,FALSE
CA-LU2,2007-04-01,0.492,2007,30,FALSE
CA-LU2,2007-05-01,1.46,2007,31,FALSE
CA-LU2,2007-06-01,0.965,2007,30,FALSE
CA-LU2,2007-07-01,2.446,2007,31,FALSE
CA-LU2,2007-08-01,1.678,2007,31,FALSE
CA-LU2,2007-09-01,1.752,2007,30,FALSE
CA-LU2,2007-10-01,0.388,2007,31,FALSE
CA-LU2,2007-11-01,0.841,2007,30,FALSE
CA-LU2,2007-12-01,0.812,2007,31,FALSE
CA-LU2,2008-01-01,0.405,2008,31,FALSE
CA-LU2,2008-02-01,0.731,2008,29,FALSE
CA-LU2,2008-03-01,0.64,2008,31,FALSE
CA-LU2,2008-04-01,0.778,2008,30,FALSE
CA-LU2,2008-05-01,1.79,2008,31,FALSE
CA-LU2,2008-06-01,1.906,2008,30,FALSE
CA-LU2,2008-07-01,0.914,2008,31,FALSE
CA-LU2,2008-08-01,1.338,2008,31,FALSE
CA-LU2,2008-09-01,1.688,2008,30,FALSE
CA-LU2,2008-10-01,0.937,2008,31,FALSE
CA-LU2,2008-11-01,1.038,2008,30,FALSE
CA-LU2,2008-12-01,1.163,2008,31,FALSE
CA-LU2,2009-01-01,0.826,2009,31,FALSE
CA-LU2,2009-02-01,0.438,2009,28,FALSE
CA-LU2,2009-03-01,0.747,2009,31,FALSE
CA-LU2,2009-04-01,1.218,2009,30,FALSE
CA-LU2,2009-05-01,1.425,2009,31,FALSE
CA-LU2,2009-06-01,1.827,2009,30,FALSE
CA-LU2,2009-07-01,1.467,2009,31,FALSE
CA-LU2,2009-08-01,1.273,2009,31,FALSE
CA-LU2,2009-09-01,1.974,2009,30,FALSE
CA-LU2,2009-10-01,1.028,2009,31,FALSE
CA-LU2,2009-11-01,0.499,2009,30,FALSE
CA-LU2,2009-12-01,0.408,2009,31,FALSE
CA-LU2,2010-01-01,1.007,2010,31,FALSE
CA-LU2,2010-02-01,0.135,2010,28,FALSE
CA-LU2,2010-03-01,0.442,2010,31,FALSE
CA-LU2,2010-04-01,1.01,2010,30,FALSE
CA-LU2,2010-05-01,0.484,2010,31,FALSE
CA-LU2,2010-06-01,1.819,2010,30,FALSE
CA-LU2,2010-07-01,2.394,2010,31,FALSE
CA-LU2,2010-08-01,3.393,2010,31,FALSE
CA-LU2,2010-09-01,0.794,2010,30,FALSE
CA-LU2,2010-10-01,0.247,2010,31,FALSE
CA-LU2,2010-11-01,0.533,2010,30,FALSE
CA-LU2,2010-12-01,0.98,2010,31,FALSE
CA-LU2,2011-01-01,0.543,2011,31,FALSE
CA-LU2,2011-02-01,0.643,2011,28,FALSE
CA-LU2,2011-03-01,0.363,2011,31,FALSE
CA-LU2,2011-04-01,0.242,2011,30,FALSE
CA-LU2,2011-05-01,0.563,2011,31,FALSE
CA-LU2,2011-06-01,0.975,2011,30,FALSE
CA-LU2,2011-07-01,1.912,2011,31,FALSE
CA-LU2,2011-08-01,1.796,2011,31,FALSE
CA-LU2,2011-09-01,0.173,2011,30,FALSE
CA-LU2,2011-10-01,0.339,2011,31,FALSE
CA-LU2,2011-11-01,1.021,2011,30,FALSE
CA-LU2,2011-12-01,0.44,2011,31,FALSE
CA-LU2,2012-01-01,0.775,2012,31,FALSE
CA-LU2,2012-02-01,0.178,2012,29,FALSE
CA-LU2,2012-03-01,0.511,2012,31,FALSE
CA-LU2,2012-04-01,0.565,2012,30,FALSE
CA-LU2,2012-05-01,1.418,2012,31,FALSE
CA-LU2,2012-06-01,1.666,2012,30,FALSE
CA-LU2,2012-07-01,1.32,2012,31,FALSE
CA-LU2,2012-08-01,1.105,2012,31,FALSE
CA-LU2,2012-09-01,0.692,2012,30,FALSE
CA-LU2,2012-10-01,1.116,2012,31,FALSE
CA-LU2,2012-11-01,0.78,2012,30,FALSE
CA-LU2,2012-12-01,0.667,2012,31,FALSE
CA-LU2,2013-01-01,0.778,2013,31,FALSE
CA-LU2,2013-02-01,0.688,2013,28,FALSE
CA-LU2,2013-03-01,0.532,2013,31,FALSE
CA-LU2,2013-04-01,0.806,2013,30,FALSE
CA-LU2,2013-05-01,0.374,2013,31,FALSE
CA-LU2,2013-06-01,0.83,2013,30,FALSE
CA-LU2,2013-07-01,1.681,2013,31,FALSE
CA-LU2,2013-08-01,1.886,2013,31,FALSE
CA-LU2,2013-09-01,0.489,2013,30,FALSE
CA-LU2,2013-10-01,1.014,2013,31,FALSE
CA-LU2,2013-11-01,0.901,2013,30,FALSE
CA-LU2,2013-12-01,0.667,2013,31,FALSE
CA-LU2,2014-01-01,0.613,2014,31,FALSE
CA-LU2,2014-02-01,0.276,2014,28,FALSE
CA-LU2,2014-03-01,0.531,2014,31,FALSE
CA-LU2,2014-04-01,0.483,2014,30,FALSE
CA-LU2,2014-05-01,0.966,2014,31,FALSE
CA-LU2,2014-06-01,1.346,2014,30,FALSE
CA-LU2,2014-07-01,2.954,2014,31,FALSE
CA-LU2,2014-08-01,0.895,2014,31,FALSE
CA-LU2,2014-09-01,0.796,2014,30,FALSE
CA-LU2,2014-10-01,1.166,2014,31,FALSE
CA-LU2,2014-11-01,0.428,2014,30,FALSE
CA-LU2,2014-12-01,0.491,2014,31,FALSE
CA-LU2,2015-01-01,0.562,2015,31,FALSE
CA-LU2,2015-02-01,1.137,2015,28,FALSE
CA-LU2,2015-03-01,0.539,2015,31,FALSE
CA-LU2,2015-04-01,0.227,2015,30,FALSE
CA-LU2,2015-05-01,0.157,2015,31,FALSE
CA-LU2,2015-06-01,1.172,2015,30,FALSE
CA-LU2,2015-07-01,1.987,2015,31,FALSE
CA-LU2,2015-08-01,1.479,2015,31,FALSE
CA-LU2,2015-09-01,0.895,2015,30,FALSE
CA-LU2,2015-10-01,1.028,2015,31,FALSE
CA-LU2,2015-11-01,0.759,2015,30,FALSE
CA-LU2,2015-12-01,0.911,2015,31,FALSE
CA-LU2,2016-01-01,0.364,2016,31,FALSE
CA-LU2,2016-02-01,0.748,2016,29,FALSE
CA-LU2,2016-03-01,0.439,2016,31,FALSE
CA-LU2,2016-04-01,0.643,2016,30,FALSE
CA-LU2,2016-05-01,1.657,2016,31,FALSE
CA-LU2,2016-06-01,2.154,2016,30,FALSE
CA-LU2,2016-07-01,1.194,2016,31,FALSE
CA-LU2,2016-08-01,1.386,2016,31,FALSE
CA-LU2,2016-09-01,1.129,2016,30,FALSE
CA-LU2,2016-10-01,0.576,2016,31,FALSE
CA-LU2,2016-11-01,0.313,2016,30,FALSE
CA-LU2,2016-12-01,0.628,2016,31,FALSE
CA-LU2,2017-01-01,0.571,2017,31,FALSE
CA-LU2,2017-02-01,0.476,2017,28,FALSE
CA-LU2,2017-03-01,0.516,2017,31,FALSE
CA-LU2,2017-04-01,0.139,2017,30,FALSE
CA-LU2,2017-05-01,0.804,2017,31,FALSE
CA-LU2,2017-06-01,2.006,2017,30,FALSE
CA-LU2,2017-07-01,2.505,2017,31,FALSE
CA-LU2,2017-08-01,1.207,2017,31,FALSE
CA-LU2,2017-09-01,0.539,2017,30,FALSE
CA-LU2,2017-10-01,0.872,2017,31,FALSE
CA-LU2,2017-11-01,1.151,2017,30,FALSE
CA-LU2,2017-12-01,0.511,2017,31,FALSE
CA-LU2,2018-01-01,0.714,2018,31,FALSE
CA-LU2,2018-02-01,0.232,2018,28,FALSE
CA-LU2,2018-03-01,0.357,2018,31,FALSE
CA-LU2,2018-04-01,0.775,2018,30,FALSE
CA-LU2,2018-05-01,0.501,2018,31,FALSE
CA-LU2,2018-06-01,2.933,2018,30,FALSE
CA-LU2,2018-07-01,0.94,2018,31,FALSE
CA-LU2,2018-08-01,0.688,2018,31,FALSE
CA-LU2,2018-09-01,0.61,2018,30,FALSE
CA-LU2,2018-10-01,0.145,2018,31,FALSE
CA-LU2,2018-11-01,0.6,2018,30,FALSE
CA-LU2,2018-12-01,0.668,2018,31,FALSE
CA-LU2,2019-01-01,0.785,2019,31,FALSE
CA-LU2,2019-02-01,0.254,2019,28,FALSE
CA-LU2,2019-03-01,0.076,2019,31,FALSE
CA-LU2,2019-04-01,0.48,2019,30,FALSE
CA-LU2,2019-05-01,0.232,2019,31,FALSE
CA-LU2,2019-06-01,1.722,2019,30,FALSE
CA-LU2,2019-07-01,1.047,2019,31,FALSE
CA-LU2,2019-08-01,1.887,2019,31,FALSE
CA-LU2,2019-09-01,0.836,2019,30,FALSE
CA-LU2,2019-10-01,0.745,2019,31,FALSE
CA-LU2,2019-11-01,0.447,2019,30,FALSE
CA-LU2,2019-12-01,0.586,2019,31,FALSE
CA-LU2,2020-01-01,0.859,2020,31,FALSE
CA-LU2,2020-02-01,0.438,2020,29,FALSE
CA-LU2,2020-03-01,0.777,2020,31,FALSE
CA-LU2,2020-04-01,0.45,2020,30,FALSE
CA-LU2,2020-05-01,1.001,2020,31,FALSE
CA-LU2,2020-06-01,2.526,2020,30,FALSE
CA-LU2,2020-07-01,3.478,2020,31,FALSE
CA-LU2,2020-08-01,2.93,2020,31,FALSE
CA-LU2,2020-09-01,1.09,2020,30,FALSE
CA-LU2,2020-10-01,0.878,2020,31,FALSE
CA-LU2,2020-11-01,1.421,2020,30,FALSE
CA-LU2,2020-12-01,0.63,2020,31,FALSE
CA-MA1,1991-01-01,0.438,1991,31,FALSE
CA-MA1,1991-02-01,0.309,1991,28,FALSE
CA-MA1,1991-03-01,0.691,1991,31,FALSE
CA-MA1,1991-04-01,1.68,1991,30,FALSE
CA-MA1,1991-05-01,1.351,1991,31,FALSE
CA-MA1,1991-06-01,1.56,1991,30,FALSE
CA-MA1,1991-07-01,2.844,1991,31,FALSE
CA-MA1,1991-08-01,0.559,1991,31,FALSE
CA-MA1,1991-09-01,2.11,1991,30,FALSE
CA-MA1,1991-10-01,1.947,1991,31,FALSE
CA-MA1,1991-11-01,0.808,1991,30,FALSE
CA-MA1,1991-12-01,0.773,1991,31,FALSE
CA-MA1,1992-01-01,0.33,1992,31,FALSE
CA-MA1,1992-02-01,0.356,1992,29,FALSE
CA-MA1,1992-03-01,0.499,1992,31,FALSE
CA-MA1,1992-04-01,1.687,1992,30,FALSE
CA-MA1,1992-05-01,0.674,1992,31,FALSE
CA-MA1,1992-06-01,1.627,1992,30,FALSE
CA-MA1,1992-07-01,1.835,1992,31,FALSE
CA-MA1,1992-08-01,1.77,1992,31,FALSE
CA-MA1,1992-09-01,2.172,1992,30,FALSE
CA-MA1,1992-10-01,0.382,1992,31,FALSE
CA-MA1,1992-11-01,0.895,1992,30,FALSE
CA-MA1,1992-12-01,0.722,1992,31,FALSE
CA-MA1,1993-01-01,0.357,1993,31,FALSE
CA-MA1,1993-02-01,0.042,1993,28,FALSE
CA-MA1,1993-03-01,0.537,1993,31,FALSE
CA-MA1,1993-04-01,0.865,1993,30,FALSE
CA-MA1,1993-05-01,1.09,1993,31,FALSE
CA-MA1,1993-06-01,2.297,1993,30,FALSE
CA-MA1,1993-07-01,3.365,1993,31,FALSE
CA-MA1,1993-08-01,3.022,1993,31,FALSE
CA-MA1,1993-09-01,1.161,1993,30,FALSE
CA-MA1,1993-10-01,0.545,1993,31,FALSE
CA-MA1,1993-11-01,0.251,1993,30,FALSE
CA-MA1,1993-12-01,0.345,1993,31,FALSE
CA-MA1,1994-01-01,0.245,1994,31,FALSE
CA-MA1,1994-02-01,0.303,1994,28,FALSE
CA-MA1,1994-03-01,0.44,1994,31,FALSE
CA-MA1,1994-04-01,0.652,1994,30,FALSE
CA-MA1,1994-05-01,1.686,1994,31,FALSE
CA-MA1,1994-06-01,2.333,1994,30,FALSE
CA-MA1,1994-07-01,1.577,1994,31,FALSE
CA-MA1,1994-08-01,1.015,1994,31,FALSE
CA-MA1,1994-09-01,1.164,1994,30,FALSE
CA-MA1,1994-10-01,1.917,1994,31,FALSE
CA-MA1,1994-11-01,1.01,1994,30,FALSE
CA-MA1,1994-12-01,0.43,1994,31,FALSE
CA-MA1,1995-01-01,0.755,1995,31,FALSE
CA-MA1,1995-02-01,0.473,1995,28,FALSE
CA-MA1,1995-03-01,1.073,1995,31,FALSE
CA-MA1,1995-04-01,0.473,1995,30,FALSE
CA-MA1,1995-05-01,1.973,1995,31,FALSE
CA-MA1,1995-06-01,2.372,1995,30,FALSE
CA-MA1,1995-07-01,1.232,1995,31,FALSE
CA-MA1,1995-08-01,3.014,1995,31,FALSE
CA-MA1,1995-09-01,0.781,1995,30,FALSE
CA-MA1,1995-10-01,1.1,1995,31,FALSE
CA-MA1,1995-11-01,1.377,1995,30,FALSE
CA-MA1,1995-12-01,0.571,1995,31,FALSE
CA-MA1,1996-01-01,0.441,1996,31,FALSE
CA-MA1,1996-02-01,1.14,1996,29,FALSE
CA-MA1,1996-03-01,0.753,1996,31,FALSE
CA-MA1,1996-04-01,1.416,1996,30,FALSE
CA-MA1,1996-05-01,1.601,1996,31,FALSE
CA-MA1,1996-06-01,1.492,1996,30,FALSE
CA-MA1,1996-07-01,2.714,1996,31,FALSE
CA-MA1,1996-08-01,1.134,1996,31,FALSE
CA-MA1,1996-09-01,1.969,1996,30,FALSE
CA-MA1,1996-10-01,1.095,1996,31,FALSE
CA-MA1,1996-11-01,1.176,1996,30,FALSE
CA-MA1,1996-12-01,1.038,1996,31,FALSE
CA-MA1,1997-01-01,0.635,1997,31,FALSE
CA-MA1,1997-02-01,0.322,1997,28,FALSE
CA-MA1,1997-03-01,0.56,1997,31,FALSE
CA-MA1,1997-04-01,1.415,1997,30,FALSE
CA-MA1,1997-05-01,1.067,1997,31,FALSE
CA-MA1,1997-06-01,2.286,1997,30,FALSE
CA-MA1,1997-07-01,1.984,1997,31,FALSE
CA-MA1,1997-08-01,2.259,1997,31,FALSE
CA-MA1,1997-09-01,1.342,1997,30,FALSE
CA-MA1,1997-10-01,2.217,1997,31,FALSE
CA-MA1,1997-11-01,0.519,1997,30,FALSE
CA-MA1,1997-12-01,0.305,1997,31,FALSE
CA-MA1,1998-01-01,0.883,1998,31,FALSE
CA-MA1,1998-02-01,1.586,1998,28,FALSE
CA-MA1,1998-03-01,0.24,1998,31,FALSE
CA-MA1,1998-04-01,1.168,1998,30,FALSE
CA-MA1,1998-05-01,2.205,1998,31,FALSE
CA-MA1,1998-06-01,2.885,1998,30,FALSE
CA-MA1,1998-07-01,1.418,1998,31,FALSE
CA-MA1,1998-08-01,2.746,1998,31,FALSE
CA-MA1,1998-09-01,0.861,1998,30,FALSE
CA-MA1,1998-10-01,1.457,1998,31,FALSE
CA-MA1,1998-11-01,0.314,1998,30,FALSE
CA-MA1,1998-12-01,0.538,1998,31,FALSE
CA-MA1,1999-01-01,0.291,1999,31,FALSE
CA-MA1,1999-02-01,0.43,1999,28,FALSE
CA-MA1,1999-03-01,0.405,1999,31,FALSE
CA-MA1,1999-04-01,0.839,1999,30,FALSE
CA-MA1,1999-05-01,3.144,1999,31,FALSE
CA-MA1,1999-06-01,2.435,1999,30,FALSE
CA-MA1,1999-07-01,2.53,1999,31,FALSE
CA-MA1,1999-08-01,2.273,1999,31,FALSE
CA-MA1,1999-09-01,1.677,1999,30,FALSE
CA-MA1,1999-10-01,0.995,1999,31,FALSE
CA-MA1,1999-11-01,0.238,1999,30,FALSE
CA-MA1,1999-12-01,0.605,1999,31,FALSE
CA-MA1,2000-01-01,0.451,2000,31,FALSE
CA-MA1,2000-02-01,0.896,2000,29,FALSE
CA-MA1,2000-03-01,0.965,2000,31,FALSE
CA-MA1,2000-04-01,0.594,2000,30,FALSE
CA-MA1,2000-05-01,1.73,2000,31,FALSE
CA-MA1,2000-06-01,2.837,2000,30,FALSE
CA-MA1,2000-07-01,1.876,2000,31,FALSE
CA-MA1,2000-08-01,2.204,2000,31,FALSE
CA-MA1,2000-09-01,1.625,2000,30,FALSE
CA-MA1,2000-10-01,0.679,2000,31,FALSE
CA-MA1,2000-11-01,2.602,2000,30,FALSE
CA-MA1,2000-12-01,0.633,2000,31,FALSE
CA-MA1,2001-01-01,0.212,2001,31,FALSE
CA-MA1,2001-02-01,0.229,2001,28,FALSE
CA-MA1,2001-03-01,1.038,2001,31,FALSE
CA-MA1,2001-04-01,0.611,2001,30,FALSE
CA-MA1,2001-05-01,3.202,2001,31,FALSE
CA-MA1,2001-06-01,1.868,2001,30,FALSE
CA-MA1,2001-07-01,3.161,2001,31,FALSE
CA-MA1,2001-08-01,0.552,2001,31,FALSE
CA-MA1,2001-09-01,1.065,2001,30,FALSE
CA-MA1,2001-10-01,0.712,2001,31,FALSE
CA-MA1,2001-11-01,0.485,2001,30,FALSE
CA-MA1,2001-12-01,0.754,2001,31,FALSE
CA-MA1,2002-01-01,0.361,2002,31,FALSE
CA-MA1,2002-02-01,0.226,2002,28,FALSE
CA-MA1,2002-03-01,0.538,2002,31,FALSE
CA-MA1,2002-04-01,0.528,2002,30,FALSE
CA-MA1,2002-05-01,1.511,2002,31,FALSE
CA-MA1,2002-06-01,2.864,2002,30,FALSE
CA-MA1,2002-07-01,1.351,2002,31,FALSE
CA-MA1,2002-08-01,2.716,2002,31,FALSE
CA-MA1,2002-09-01,1.066,2002,30,FALSE
CA-MA1,2002-10-01,0.528,2002,31,FALSE
CA-MA1,2002-11-01,0.458,2002,30,FALSE
CA-MA1,2002-12-01,0.6,2002,31,FALSE
CA-MA1,2003-01-01,0.276,2003,31,FALSE
CA-MA1,2003-02-01,0.3,2003,28,FALSE
CA-MA1,2003-03-01,0.329,2003,31,FALSE
CA-MA1,2003-04-01,0.939,2003,30,FALSE
CA-MA1,2003-05-01,1.623,2003,31,FALSE
CA-MA1,2003-06-01,2.475,2003,30,FALSE
CA-MA1,2003-07-01,1.273,2003,31,FALSE
CA-MA1,2003-08-01,1.578,2003,31,FALSE
CA-MA1,2003-09-01,2.778,2003,30,FALSE
CA-MA1,2003-10-01,0.732,2003,31,FALSE
CA-MA1,2003-11-01,0.326,2003,30,FALSE
CA-MA1,2003-12-01,0.766,2003,31,FALSE
CA-MA1,2004-01-01,0.942,2004,31,FALSE
CA-MA1,2004-02-01,0.277,2004,29,FALSE
CA-MA1,2004-03-01,2.098,2004,31,FALSE
CA-MA1,2004-04-01,0.754,2004,30,FALSE
CA-MA1,2004-05-01,3.161,2004,31,FALSE
CA-MA1,2004-06-01,1.929,2004,30,FALSE
CA-MA1,2004-07-01,2.102,2004,31,FALSE
CA-MA1,2004-08-01,2.301,2004,31,FALSE
CA-MA1,2004-09-01,1.712,2004,30,FALSE
CA-MA1,2004-10-01,1.582,2004,31,FALSE
CA-MA1,2004-11-01,0.323,2004,30,FALSE
CA-MA1,2004-12-01,1.338,2004,31,FALSE
CA-MA1,2005-01-01,0.605,2005,31,FALSE
CA-MA1,2005-02-01,0.342,2005,28,FALSE
CA-MA1,2005-03-01,0.568,2005,31,FALSE
CA-MA1,2005-04-01,0.682,2005,30,FALSE
CA-MA1,2005-05-01,1.835,2005,31,FALSE
CA-MA1,2005-06-01,3.904,2005,30,FALSE
CA-MA1,2005-07-01,2.25,2005,31,FALSE
CA-MA1,2005-08-01,1.344,2005,31,FALSE
CA-MA1,2005-09-01,0.863,2005,30,FALSE
CA-MA1,2005-10-01,0.916,2005,31,FALSE
CA-MA1,2005-11-01,1.239,2005,30,FALSE
CA-MA1,2005-12-01,0.817,2005,31,FALSE
CA-MA1,2006-01-01,0.573,2006,31,FALSE
CA-MA1,2006-02-01,0.277,2006,28,FALSE
CA-MA1,2006-03-01,0.832,2006,31,FALSE
CA-MA1,2006-04-01,0.504,2006,30,FALSE
CA-MA1,2006-05-01,2.115,2006,31,FALSE
CA-MA1,2006-06-01,1.339,2006,30,FALSE
CA-MA1,2006-07-01,0.518,2006,31,FALSE
CA-MA1,2006-08-01,0.88,2006,31,FALSE
CA-MA1,2006-09-01,1.523,2006,30,FALSE
CA-MA1,2006-10-01,1.197,2006,31,FALSE
CA-MA1,2006-11-01,0.884,2006,30,FALSE
CA-MA1,2006-12-01,0.696,2006,31,FALSE
CA-MA1,2007-01-01,0.324,2007,31,FALSE
CA-MA1,2007-02-01,0.852,2007,28,FALSE
CA-MA1,2007-03-01,1.034,2007,31,FALSE
CA-MA1,2007-04-01,0.542,2007,30,FALSE
CA-MA1,2007-05-01,2.194,2007,31,FALSE
CA-MA1,2007-06-01,2.766,2007,30,FALSE
CA-MA1,2007-07-01,1.786,2007,31,FALSE
CA-MA1,2007-08-01,0.903,2007,31,FALSE
CA-MA1,2007-09-01,1.232,2007,30,FALSE
CA-MA1,2007-10-01,1.533,2007,31,FALSE
CA-MA1,2007-11-01,0.726,2007,30,FALSE
CA-MA1,2007-12-01,0.694,2007,31,FALSE
CA-MA1,2008-01-01,0.179,2008,31,FALSE
CA-MA1,2008-02-01,0.354,2008,29,FALSE
CA-MA1,2008-03-01,0.63,2008,31,FALSE
CA-MA1,2008-04-01,0.515,2008,30,FALSE
CA-MA1,2008-05-01,1.3,2008,31,FALSE
