site_id,data_hub,product_source_network,era5_map_mm,bio12_mm,badm_map_mm,ratio_to_bio12,ratio_to_badm_map,cluster_membership
UK-GaB,ICOS,EUF,979.9505333333332,1170,1502,0.8375645584045583,0.6524304482911673,not_in_4x_or_8x_cluster
UK-Gnn,ICOS,EUF,1232.0132333333331,1449,1389,0.8502506786289395,0.8869785697144229,not_in_4x_or_8x_cluster
UK-Gwr,ICOS,EUF,1531.2825666666663,1278,1274.5,1.1981866718831506,1.201477102131555,not_in_4x_or_8x_cluster
UK-HgF,ICOS,EUF,608.0013666666666,616,860.12,0.9870152056277056,0.7068796989567346,not_in_4x_or_8x_cluster
UK-HpF,ICOS,EUF,624.1721333333332,581,832.4,1.0743065978198507,0.749846387954509,not_in_4x_or_8x_cluster
US-A03,AmeriFlux,AMF,904.299,146,115.1,6.1938287671232874,7.856637706342311,8x_cluster
US-A10,AmeriFlux,AMF,914.8648666666668,107,115.1,8.550138940809969,7.948434984071822,8x_cluster
US-A32,AmeriFlux,AMF,796.7446,816,889,0.9764026960784312,0.8962256467941507,not_in_4x_or_8x_cluster
US-A37,AmeriFlux,AMF,28.1835,822,NA,0.03428649635036496,NA,not_in_4x_or_8x_cluster
US-A39,AmeriFlux,AMF,28.21343333333333,999,965,0.02824167500834167,0.02923671848013816,not_in_4x_or_8x_cluster
US-A74,AmeriFlux,AMF,334.8814,823,889,0.4069032806804374,0.3766944881889764,not_in_4x_or_8x_cluster
US-ABa,AmeriFlux,AMF,1163.3433,1206,1371,0.9646296019900498,0.8485363238512035,not_in_4x_or_8x_cluster
US-ABb,AmeriFlux,AMF,1387.2422333333334,1206,1371,1.1502837755666115,1.011846997325553,not_in_4x_or_8x_cluster
US-ABc,AmeriFlux,AMF,1262.7893333333334,1206,1371,1.0470889994472083,0.9210717238025772,not_in_4x_or_8x_cluster
US-ABd,AmeriFlux,AMF,1254.9155,1213,1371,1.0345552349546578,0.9153285922684172,not_in_4x_or_8x_cluster
US-ABe,AmeriFlux,AMF,4224.1391,1219,1371,3.4652494667760463,3.081064259664479,not_in_4x_or_8x_cluster
US-ADR,AmeriFlux,AMF,137.15643333333333,108,110,1.269966975308642,1.2468766666666666,not_in_4x_or_8x_cluster
US-ALQ,AmeriFlux,AMF,762.6937333333333,808,NA,0.9439278877887788,NA,not_in_4x_or_8x_cluster
US-AR1,AmeriFlux,AMF,671.5477666666667,584,NA,1.1499105593607306,NA,not_in_4x_or_8x_cluster
US-AR2,AmeriFlux,AMF,553.886,600,NA,0.9231433333333332,NA,not_in_4x_or_8x_cluster
US-ARM,AmeriFlux,AMF,633.0905666666666,859,843,0.7370088086922778,0.7509971134835903,not_in_4x_or_8x_cluster
US-ARb,AmeriFlux,AMF,1120.4619666666667,793,NA,1.4129406893652796,NA,not_in_4x_or_8x_cluster
US-ARc,AmeriFlux,AMF,1192.0474333333334,793,NA,1.503212400168138,NA,not_in_4x_or_8x_cluster
US-ASH,AmeriFlux,AMF,1028.2872666666667,175,210,5.8759272380952385,4.896606031746032,not_in_4x_or_8x_cluster
US-ASM,AmeriFlux,AMF,1028.2872666666667,175,210,5.8759272380952385,4.896606031746032,not_in_4x_or_8x_cluster
US-Akn,AmeriFlux,AMF,45.66973333333333,1195,NA,0.03821735006973501,NA,not_in_4x_or_8x_cluster
US-Aud,AmeriFlux,AMF,411.84526666666665,462,438.35,0.8914399711399711,0.93953522679746,not_in_4x_or_8x_cluster
US-BRG,AmeriFlux,AMF,4220.8321,1103,1200,3.826683680870353,3.517360083333333,4x_cluster
US-BZB,AmeriFlux,AMF,232.5947,294,274,0.7911384353741497,0.8488857664233578,not_in_4x_or_8x_cluster
US-BZF,AmeriFlux,AMF,220.65093333333337,294,274,0.7505133786848073,0.8052953771289538,not_in_4x_or_8x_cluster
US-BZo,AmeriFlux,AMF,158.46103333333335,294,274,0.5389831065759637,0.5783249391727494,not_in_4x_or_8x_cluster
US-Bar,AmeriFlux,AMF,1160.2874,1233,1245.77,0.9410278994322788,0.9313817157260168,not_in_4x_or_8x_cluster
US-Bi1,AmeriFlux,AMF,362.50073333333336,386,338,0.9391210708117445,1.0724873767258385,not_in_4x_or_8x_cluster
US-Bi2,AmeriFlux,AMF,323.395,379,338,0.8532849604221635,0.9567899408284024,not_in_4x_or_8x_cluster
US-CAK,AmeriFlux,AMF,340.08683333333335,413,NA,0.823454802259887,NA,not_in_4x_or_8x_cluster
US-CF1,AmeriFlux,AMF,8.998866666666666,611,550,0.01472809601745771,0.01636157575757575,not_in_4x_or_8x_cluster
US-CF2,AmeriFlux,AMF,14.574033333333333,583,550,0.02499834190966266,0.02649824242424242,not_in_4x_or_8x_cluster
US-CF3,AmeriFlux,AMF,15.796166666666666,559,550,0.02825790101371496,0.02872030303030303,not_in_4x_or_8x_cluster
US-CF4,AmeriFlux,AMF,23.586,559,550,0.04219320214669052,0.04288363636363637,not_in_4x_or_8x_cluster
US-CGG,AmeriFlux,AMF,525.0985333333333,507,419,1.0356973044049966,1.2532184566428002,not_in_4x_or_8x_cluster
US-CLF,AmeriFlux,AMF,603.9065333333333,980,1050,0.616231156462585,0.5751490793650793,not_in_4x_or_8x_cluster
US-CMW,AmeriFlux,AMF,278.78473333333335,352,288,0.7920020833333333,0.9680025462962965,not_in_4x_or_8x_cluster
US-CRK,AmeriFlux,AMF,1013.1134333333332,1080,1148,0.9380679938271604,0.8825029907084785,not_in_4x_or_8x_cluster
US-CRT,AmeriFlux,AMF,768.9276,854,849,0.900383606557377,0.905686219081272,not_in_4x_or_8x_cluster
US-CS1,AmeriFlux,AMF,721.6422,808,830,0.8931215346534653,0.8694484337349397,not_in_4x_or_8x_cluster
US-CS2,AmeriFlux,AMF,3231.0546666666664,809,830,3.99388710341986,3.892836947791164,4x_cluster
US-CS3,AmeriFlux,AMF,994.6649666666668,814,830,1.2219471334971337,1.1983915261044178,not_in_4x_or_8x_cluster
US-CS4,AmeriFlux,AMF,909.2061,814,830,1.1169608108108109,1.0954290361445782,not_in_4x_or_8x_cluster
US-CS5,AmeriFlux,AMF,1516.8692999999998,808,830,1.8773134900990096,1.8275533734939755,not_in_4x_or_8x_cluster
US-CS6,AmeriFlux,AMF,829.1552333333333,818,830,1.0136372045639772,0.9989822088353412,not_in_4x_or_8x_cluster
US-CS8,AmeriFlux,AMF,1571.122,822,830,1.9113406326034064,1.8929180722891568,not_in_4x_or_8x_cluster
US-CdM,AmeriFlux,AMF,175.45656666666667,297,348,0.5907628507295174,0.5041855363984674,not_in_4x_or_8x_cluster
US-Ced,AmeriFlux,AMF,1220.0666,1147,1138,1.06370235396687,1.0721147627416518,not_in_4x_or_8x_cluster
US-ChR,AmeriFlux,AMF,1399.8499,1241,1358.85,1.1280015310233682,1.030172498804136,not_in_4x_or_8x_cluster
US-Cms,AmeriFlux,AMF,77.05356666666667,107,274,0.7201267912772585,0.28121739659367395,not_in_4x_or_8x_cluster
US-Cop,AmeriFlux,AMF,197.0277,330,NA,0.5970536363636364,NA,not_in_4x_or_8x_cluster
US-Cst,AmeriFlux,AMF,1141.0507666666667,1409,1410,0.8098302105512184,0.8092558628841608,not_in_4x_or_8x_cluster
US-Cwt,AmeriFlux,AMF,5593.431333333333,1808,1800,3.093712020648967,3.1074618518518515,not_in_4x_or_8x_cluster
US-DFC,AmeriFlux,AMF,745.6671,799,787,0.9332504380475596,0.9474804320203304,not_in_4x_or_8x_cluster
US-DFK,AmeriFlux,AMF,3277.5183666666667,799,787,4.102025490196079,4.164572257518,4x_cluster
US-DPW,AmeriFlux,AMF,3911.317466666667,1223,1142,3.1981336603979287,3.424971511967309,not_in_4x_or_8x_cluster
US-DS1,AmeriFlux,AMF,1578.2313333333334,392,432,4.026100340136055,3.6533132716049384,4x_cluster
US-DS2,AmeriFlux,AMF,1542.8013666666666,392,432,3.935717772108843,3.571299459876543,4x_cluster
US-DS3,AmeriFlux,AMF,419.11136666666664,373,432,1.123622966934763,0.9701652006172838,not_in_4x_or_8x_cluster
US-Dix,AmeriFlux,AMF,1139.0100666666667,1153,1126.63,0.987866493206129,1.0109885824686602,not_in_4x_or_8x_cluster
US-Dk1,AmeriFlux,AMF,1138.042866666667,1165,1169.75,0.9768608297567954,0.972894094179668,not_in_4x_or_8x_cluster
US-Dk2,AmeriFlux,AMF,1137.5497666666668,1165,1168.69,0.9764375679542204,0.97335458219602,not_in_4x_or_8x_cluster
US-Dk3,AmeriFlux,AMF,1136.6637666666666,1165,1169.69,0.975677052932761,0.9717649690658776,not_in_4x_or_8x_cluster
US-Dmg,AmeriFlux,AMF,357.4943666666667,334,365,1.0703424151696608,0.9794366210045662,not_in_4x_or_8x_cluster
US-EA4,AmeriFlux,AMF,731.8793,854,836,0.8570015222482434,0.8754537081339713,not_in_4x_or_8x_cluster
US-EA5,AmeriFlux,AMF,659.1300666666666,619,632,1.064830479267636,1.0429273206751053,not_in_4x_or_8x_cluster
US-EA6,AmeriFlux,AMF,971.9215,668,703,1.4549723053892216,1.3825341394025603,not_in_4x_or_8x_cluster
US-EDN,AmeriFlux,AMF,415.8975,398,NA,1.0449685929648242,NA,not_in_4x_or_8x_cluster
US-EKH,AmeriFlux,AMF,16.56,553,894,0.02994575045207956,0.0185234899328859,not_in_4x_or_8x_cluster
US-EKN,AmeriFlux,AMF,17.549833333333332,539,894,0.0325599876314162,0.01963068605518269,not_in_4x_or_8x_cluster
US-EKP,AmeriFlux,AMF,13.200566666666669,539,894,0.0244908472479901,0.01476573452647278,not_in_4x_or_8x_cluster
US-EML,AmeriFlux,AMF,2134.550333333333,424,378,5.0343168238993705,5.646958553791887,not_in_4x_or_8x_cluster
US-Elm,AmeriFlux,AMF,1087.0007,1343,NA,0.8093825018615042,NA,not_in_4x_or_8x_cluster
US-Esm,AmeriFlux,AMF,1081.8721333333333,1405,NA,0.7700157532621589,NA,not_in_4x_or_8x_cluster
US-EvM,AmeriFlux,AMF,1184.8167,1377,1200,0.8604333333333334,0.98734725,not_in_4x_or_8x_cluster
US-Fcr,AmeriFlux,AMF,259.7326,294,NA,0.8834442176870748,NA,not_in_4x_or_8x_cluster
US-Fmf,AmeriFlux,AMF,543.0659666666667,561,546,0.9680320261437908,0.9946263125763126,not_in_4x_or_8x_cluster
US-Fo1,AmeriFlux,AMF,57.956199999999995,166,NA,0.349133734939759,NA,not_in_4x_or_8x_cluster
US-Fo2,AmeriFlux,AMF,63.41126666666667,167,NA,0.37970818363273456,NA,not_in_4x_or_8x_cluster
US-Fuf,AmeriFlux,AMF,640.0857666666666,580,562,1.1035961494252873,1.1389426453143534,not_in_4x_or_8x_cluster
US-Fwf,AmeriFlux,AMF,498.22723333333334,526,557,0.9472000633713562,0.8944833632555357,not_in_4x_or_8x_cluster
US-GLE,AmeriFlux,AMF,1379.5923,510,1200,2.7050829411764705,1.14966025,not_in_4x_or_8x_cluster
US-HB1,AmeriFlux,AMF,647.0659333333333,1372,1429,0.4716224003887269,0.4528103102402613,not_in_4x_or_8x_cluster
US-HB2,AmeriFlux,AMF,1335.0056,1370,1429,0.9744566423357665,0.9342236529041288,not_in_4x_or_8x_cluster
US-HB3,AmeriFlux,AMF,1842.267,1370,1429,1.3447204379562043,1.2892001399580126,not_in_4x_or_8x_cluster
US-HB4,AmeriFlux,AMF,658044.5751,1350,1429,487.440426,460.4930546536039,not_in_4x_or_8x_cluster
US-HBK,AmeriFlux,AMF,4481.9504,1152,1400,3.890581944444444,3.2013931428571425,4x_cluster
US-HRA,AmeriFlux,AMF,530.8393333333333,1289,1250,0.4118226014998707,0.42467146666666666,not_in_4x_or_8x_cluster
US-HRC,AmeriFlux,AMF,504.8086333333333,1289,1250,0.3916281096457202,0.4038469066666666,not_in_4x_or_8x_cluster
US-HVs,AmeriFlux,AMF,1515.1631666666667,196,217,7.7304243197278915,6.982318740399386,8x_cluster
US-HWB,AmeriFlux,AMF,1033.7404666666666,1007,1006.35,1.0265545845746442,1.027217634686408,not_in_4x_or_8x_cluster
US-Ha1,AmeriFlux,AMF,1210.9178333333334,1103,1071,1.0978402840737385,1.1306422346716465,not_in_4x_or_8x_cluster
US-Hn2,AmeriFlux,AMF,42.84546666666667,167,197,0.25655968063872253,0.21748967851099832,not_in_4x_or_8x_cluster
US-Hn3,AmeriFlux,AMF,13.158766666666668,167,197,0.07879500998003992,0.06679576988155668,not_in_4x_or_8x_cluster
US-Ho2,AmeriFlux,AMF,796.8249,1062,1064,0.7503059322033898,0.7488955827067669,not_in_4x_or_8x_cluster
US-Ho3,AmeriFlux,AMF,1118.2289666666666,1064,1072,1.050967073934837,1.0431240360696517,not_in_4x_or_8x_cluster
US-Hsm,AmeriFlux,AMF,505.5593,546,450,0.925932783882784,1.1234651111111111,not_in_4x_or_8x_cluster
US-IAB,AmeriFlux,AMF,3589.859733333333,849,912,4.228338908519827,3.936249707602339,4x_cluster
US-IAC,AmeriFlux,AMF,3589.859733333333,851,912,4.218401566784175,3.936249707602339,4x_cluster
US-IAM,AmeriFlux,AMF,3589.859733333333,851,912,4.218401566784175,3.936249707602339,4x_cluster
US-ICh,AmeriFlux,AMF,213.02486666666667,243,318,0.8766455418381345,0.6698895178197065,not_in_4x_or_8x_cluster
US-ICs,AmeriFlux,AMF,220.42793333333333,243,318,0.9071108367626886,0.6931696016771488,not_in_4x_or_8x_cluster
US-ICt,AmeriFlux,AMF,286.46073333333334,243,318,1.178850754458162,0.9008199161425576,not_in_4x_or_8x_cluster
US-Jo1,AmeriFlux,AMF,243.9739,283,245.1,0.8620985865724381,0.99540554875561,not_in_4x_or_8x_cluster
US-Jo2,AmeriFlux,AMF,332.1813,298,282.3,1.1147023489932886,1.1766960680127525,not_in_4x_or_8x_cluster
US-KFS,AmeriFlux,AMF,599.5625333333334,996,1014,0.6019704149933066,0.5912845496383958,not_in_4x_or_8x_cluster
US-KLS,AmeriFlux,AMF,352.7522666666666,754,NA,0.4678412024756852,NA,not_in_4x_or_8x_cluster
US-KPL,AmeriFlux,AMF,382.63723333333337,850,375.8,0.4501614509803922,1.0181938087635267,not_in_4x_or_8x_cluster
US-KS1,AmeriFlux,AMF,1227.4967333333334,1229,1266,0.9987768375372932,0.9695866771985256,not_in_4x_or_8x_cluster
US-KS2,AmeriFlux,AMF,1240.940833333333,1276,1294,0.9725241640543364,0.9589960072127768,not_in_4x_or_8x_cluster
US-KS3,AmeriFlux,AMF,274.10203333333334,1290,1340,0.2124821963824289,0.20455375621890548,not_in_4x_or_8x_cluster
US-Kon,AmeriFlux,AMF,722.2409666666667,892,867,0.809687182361734,0.8330345636293734,not_in_4x_or_8x_cluster
US-LA2,AmeriFlux,AMF,891.8103666666666,1614,1655,0.5525466955803386,0.538858227593152,not_in_4x_or_8x_cluster
US-LA3,AmeriFlux,AMF,546.9458333333333,1557,1623,0.3512818454292443,0.3369968165947833,not_in_4x_or_8x_cluster
US-LS1,AmeriFlux,AMF,311.8808666666667,359,288,0.8687489322191273,1.082919675925926,not_in_4x_or_8x_cluster
US-LS2,AmeriFlux,AMF,316.23,359,NA,0.8808635097493037,NA,not_in_4x_or_8x_cluster
US-Lin,AmeriFlux,AMF,327.6041333333333,330,NA,0.99273979797979806,NA,not_in_4x_or_8x_cluster
US-Los,AmeriFlux,AMF,753.36,834,828,0.9033093525179856,0.9098550724637682,not_in_4x_or_8x_cluster
US-MBP,AmeriFlux,AMF,2870.626166666667,695,780,4.130397362110312,3.6802899572649577,4x_cluster
US-MEF,AmeriFlux,AMF,419.4433,430,368.47,0.975449534883721,1.138337720845659,not_in_4x_or_8x_cluster
US-MMS,AmeriFlux,AMF,1103.896433333333,1092,1032,1.0108941697191698,1.0696670865633076,not_in_4x_or_8x_cluster
US-MN1,AmeriFlux,AMF,456.3752333333333,598,684.5,0.7631692865105908,0.6667278792305819,not_in_4x_or_8x_cluster
US-MN2,AmeriFlux,AMF,473.4106,597,684.5,0.7929825795644891,0.6916151935719503,not_in_4x_or_8x_cluster
US-MN3,AmeriFlux,AMF,501.7547666666667,598,684.5,0.8390547937569677,0.7330237643048454,not_in_4x_or_8x_cluster
US-MOz,AmeriFlux,AMF,908.8695,1013,986,0.8972058242843041,0.9217743407707912,not_in_4x_or_8x_cluster
US-MZA,AmeriFlux,AMF,504.2912,962,940,0.5242112266112267,0.53648,not_in_4x_or_8x_cluster
US-Me1,AmeriFlux,AMF,166.06796666666668,608,704.61,0.27313810307017544,0.23568778000123,not_in_4x_or_8x_cluster
US-Me3,AmeriFlux,AMF,383.19306666666665,537,719,0.713581129733085,0.5329528048215113,not_in_4x_or_8x_cluster
US-Me5,AmeriFlux,AMF,479.1358,821,590.81,0.5836002436053593,0.8109811953081364,not_in_4x_or_8x_cluster
US-Me6,AmeriFlux,AMF,322.80733333333336,537,494,0.601130974549969,0.6534561403508773,not_in_4x_or_8x_cluster
US-Me7,AmeriFlux,AMF,2553.5444666666667,821,523,3.110285586682907,4.88249420012747,4x_cluster
US-Mo1,AmeriFlux,AMF,921.9112666666666,1014,981,0.9091827087442472,0.939766836561332,not_in_4x_or_8x_cluster
US-Mo2,AmeriFlux,AMF,743.9494666666667,1018,981,0.7307951538965292,0.7583582738702005,not_in_4x_or_8x_cluster
US-Mo3,AmeriFlux,AMF,937.9848666666668,1017,981,0.922305670272042,0.9561517499150528,not_in_4x_or_8x_cluster
US-Mpj,AmeriFlux,AMF,416.3135,407,385,1.0228832923832922,1.081333766233766,not_in_4x_or_8x_cluster
US-MtB,AmeriFlux,AMF,624.9588,717,790,0.8716301255230126,0.7910870886075949,not_in_4x_or_8x_cluster
US-Myb,AmeriFlux,AMF,273.38203333333337,356,338,0.7679270599250937,0.8088225838264301,not_in_4x_or_8x_cluster
US-NC1,AmeriFlux,AMF,1132.5543,1248,1320,0.9074954326923076,0.8579956818181819,not_in_4x_or_8x_cluster
US-NC2,AmeriFlux,AMF,1239.1141,1252,1320,0.9897077476038338,0.9387228030303032,not_in_4x_or_8x_cluster
US-NC3,AmeriFlux,AMF,1449.9727333333333,1254,1320,1.156278096757044,1.098464191919192,not_in_4x_or_8x_cluster
US-NC4,AmeriFlux,AMF,889.0554333333333,1327,1311,0.6699739512685254,0.6781505975082635,not_in_4x_or_8x_cluster
US-NC5,AmeriFlux,AMF,636.7941,1142,1330,0.557613047285464,0.4787925563909774,not_in_4x_or_8x_cluster
US-NGB,AmeriFlux,AMF,914.8648666666668,109,171,8.393255657492356,5.35008693957115,8x_cluster
US-NGC,AmeriFlux,AMF,2398.5839333333333,413,NA,5.807709281678774,NA,not_in_4x_or_8x_cluster
US-NR1,AmeriFlux,AMF,709.2242,567,800,1.250836331569665,0.88653025,not_in_4x_or_8x_cluster
US-NR3,AmeriFlux,AMF,2853.9561,686,884,4.160285860058309,3.2284571266968323,4x_cluster
US-NSa,AmeriFlux,AMF,1815.2084,299,NA,6.070931103678929,NA,not_in_4x_or_8x_cluster
US-NSb,AmeriFlux,AMF,900.7200333333332,172,NA,5.236744379844961,NA,not_in_4x_or_8x_cluster
US-Ne1,AmeriFlux,AMF,3120.004,799,790.37,3.904886107634543,3.9475233118665938,4x_cluster
US-Ne2,AmeriFlux,AMF,3120.004,799,788.89,3.904886107634543,3.954929077564679,4x_cluster
US-Ne3,AmeriFlux,AMF,3120.004,797,783.68,3.914685069008782,3.981221927317272,4x_cluster
US-ONA,AmeriFlux,AMF,733.493,1285,1268,0.570811673151751,0.5784645110410095,not_in_4x_or_8x_cluster
US-OPE,AmeriFlux,AMF,891.1683333333333,1127,1192,0.7907438627624963,0.7476244407158836,not_in_4x_or_8x_cluster
US-OWC,AmeriFlux,AMF,564.5961666666667,897,930,0.6294271646228169,0.6070926523297492,not_in_4x_or_8x_cluster
US-Oho,AmeriFlux,AMF,839.0880999999999,855,849,0.9813895906432748,0.9883252061248528,not_in_4x_or_8x_cluster
US-PAS,AmeriFlux,AMF,4443.1348333333335,1285,1268,3.457692477302205,3.504049553101998,4x_cluster
US-PFL,AmeriFlux,AMF,3162.7420666666667,825,823,3.833626747474747,3.8429429728635074,4x_cluster
US-PFb,AmeriFlux,AMF,3162.7420666666667,829,823,3.815129151588259,3.8429429728635074,4x_cluster
US-PFc,AmeriFlux,AMF,3162.7420666666667,829,823,3.815129151588259,3.8429429728635074,4x_cluster
US-PFd,AmeriFlux,AMF,3162.7420666666667,829,823,3.815129151588259,3.8429429728635074,4x_cluster
US-PFf,AmeriFlux,AMF,3162.7420666666667,825,823,3.833626747474747,3.8429429728635074,4x_cluster
US-PFg,AmeriFlux,AMF,3162.7420666666667,828,823,3.8197367954911434,3.8429429728635074,4x_cluster
US-PFh,AmeriFlux,AMF,3162.7420666666667,827,823,3.824355582426441,3.8429429728635074,4x_cluster
US-PFi,AmeriFlux,AMF,3162.7420666666667,834,823,3.792256674660272,3.8429429728635074,4x_cluster
US-PFj,AmeriFlux,AMF,3162.7420666666667,834,823,3.792256674660272,3.8429429728635074,4x_cluster
US-PFk,AmeriFlux,AMF,3162.7420666666667,817,823,3.871165320277438,3.8429429728635074,4x_cluster
US-PFm,AmeriFlux,AMF,3162.7420666666667,825,823,3.833626747474747,3.8429429728635074,4x_cluster
US-PFn,AmeriFlux,AMF,3162.7420666666667,824,823,3.838279207119741,3.8429429728635074,4x_cluster
US-PFp,AmeriFlux,AMF,3162.7420666666667,824,823,3.838279207119741,3.8429429728635074,4x_cluster
US-PFq,AmeriFlux,AMF,3162.7420666666667,827,823,3.824355582426441,3.8429429728635074,4x_cluster
US-PFr,AmeriFlux,AMF,3162.7420666666667,827,823,3.824355582426441,3.8429429728635074,4x_cluster
US-PFt,AmeriFlux,AMF,3162.7420666666667,827,823,3.824355582426441,3.8429429728635074,4x_cluster
US-PLo,AmeriFlux,AMF,4001.626133333333,1098,1262,3.644468245294475,3.170860644479662,4x_cluster
US-PSH,AmeriFlux,AMF,900.7205,171,191,5.26737134502924,4.715814136125655,not_in_4x_or_8x_cluster
US-PSL,AmeriFlux,AMF,1206.1900666666666,226,311,5.33712418879056,3.878424651661307,not_in_4x_or_8x_cluster
US-Prr,AmeriFlux,AMF,375.2394,319,275,1.1762990595611285,1.364506909090909,not_in_4x_or_8x_cluster
US-RC1,AmeriFlux,AMF,510.87426666666664,611,550,0.8361280960174576,0.928862303030303,not_in_4x_or_8x_cluster
US-RC2,AmeriFlux,AMF,441.5242666666667,611,550,0.7226256410256411,0.802771393939394,not_in_4x_or_8x_cluster
US-RC3,AmeriFlux,AMF,258.66540000000003,260,280,0.9948669230769231,0.923805,not_in_4x_or_8x_cluster
US-RC4,AmeriFlux,AMF,634.6162666666667,678,680,0.9360121927236972,0.9332592156862743,not_in_4x_or_8x_cluster
US-RC5,AmeriFlux,AMF,136.2416,190,230,0.7170610526315789,0.5923547826086957,not_in_4x_or_8x_cluster
US-RGA,AmeriFlux,AMF,1105.6634666666666,1291,1250,0.8564395558998192,0.8845307733333333,not_in_4x_or_8x_cluster
US-RGB,AmeriFlux,AMF,438.8813,573,737,0.7659359511343805,0.5954970149253731,not_in_4x_or_8x_cluster
US-RGF,AmeriFlux,AMF,276.97476666666665,287,31,0.9650688734030196,8.934669892473117,not_in_4x_or_8x_cluster
US-RGW,AmeriFlux,AMF,1283.4840666666666,1340,1283,0.9578239303482587,1.0003772928033254,not_in_4x_or_8x_cluster
US-RGo,AmeriFlux,AMF,381.3772333333333,560,610,0.6810307738095238,0.6252085792349726,not_in_4x_or_8x_cluster
US-RRC,AmeriFlux,AMF,1228.6875666666667,1137,1117,1.080639900322486,1.09998886899433,not_in_4x_or_8x_cluster
US-Rls,AmeriFlux,AMF,1305.950466666667,375,333,3.482534577777778,3.921773173173173,4x_cluster
US-Rms,AmeriFlux,AMF,1484.0106,448,800,3.312523660714286,1.85501325,not_in_4x_or_8x_cluster
US-Ro1,AmeriFlux,AMF,812.8240000000001,768,879,1.0583645833333335,0.9247144482366326,not_in_4x_or_8x_cluster
US-Ro2,AmeriFlux,AMF,823.6855333333333,768,879,1.072507204861111,0.9370711414486158,not_in_4x_or_8x_cluster
US-Ro3,AmeriFlux,AMF,805.9235333333334,768,879,1.0493796006944445,0.9168640879787636,not_in_4x_or_8x_cluster
US-Ro4,AmeriFlux,AMF,779.9887,766,879,1.0182620104438642,0.8873591581342435,not_in_4x_or_8x_cluster
US-Ro5,AmeriFlux,AMF,753.4834333333333,766,879,0.9836598346388165,0.8572052711414486,not_in_4x_or_8x_cluster
US-Ro6,AmeriFlux,AMF,753.4834333333333,766,879,0.9836598346388165,0.8572052711414486,not_in_4x_or_8x_cluster
US-Rpf,AmeriFlux,AMF,320.1290666666667,321,450,0.9972868120456906,0.711397925925926,not_in_4x_or_8x_cluster
US-Rwe,AmeriFlux,AMF,1484.0106,463,800,3.2052064794816415,1.85501325,not_in_4x_or_8x_cluster
US-Rwf,AmeriFlux,AMF,1484.0106,449,505,3.3051461024498887,2.9386348514851486,not_in_4x_or_8x_cluster
US-Rws,AmeriFlux,AMF,1305.950466666667,309,290,4.226376914778856,4.503277471264368,4x_cluster
US-SD1,AmeriFlux,AMF,960.3414666666666,970,946.16,0.9900427491408934,1.014988444519602,not_in_4x_or_8x_cluster
US-SD2,AmeriFlux,AMF,397.94016666666664,966,NA,0.4119463423050379,NA,not_in_4x_or_8x_cluster
US-SHC,AmeriFlux,AMF,844.1197,825,827,1.023175393939394,1.020700967351874,not_in_4x_or_8x_cluster
US-SP1,AmeriFlux,AMF,1706.5929666666666,1307,1309.77,1.3057329507778628,1.3029714886328645,not_in_4x_or_8x_cluster
US-SRC,AmeriFlux,AMF,327.47316666666666,395,330,0.8290459915611814,0.9923429292929292,not_in_4x_or_8x_cluster
US-SRG,AmeriFlux,AMF,434.6741,566,420,0.7679754416961131,1.0349383333333333,not_in_4x_or_8x_cluster
US-SRM,AmeriFlux,AMF,378.2395,474,380,0.7979736286919832,0.995367105263158,not_in_4x_or_8x_cluster
US-SRS,AmeriFlux,AMF,409.9934,474,388,0.8649649789029537,1.0566840206185568,not_in_4x_or_8x_cluster
US-SSH,AmeriFlux,AMF,934.9181666666668,989,1050,0.9453166498146276,0.890398253968254,not_in_4x_or_8x_cluster
US-Sag,AmeriFlux,AMF,22.827066666666667,179,121,0.12752551210428306,0.1886534435261708,not_in_4x_or_8x_cluster
US-Seg,AmeriFlux,AMF,252.56323333333333,255,273.304,0.9904440522875816,0.924111002156329,not_in_4x_or_8x_cluster
US-Ses,AmeriFlux,AMF,253.19693333333333,248,275.082,1.020955376344086,0.9204416622437432,not_in_4x_or_8x_cluster
US-Slt,AmeriFlux,AMF,1059.4663,1162,1138,0.9117610154905336,0.930989718804921,not_in_4x_or_8x_cluster
US-Sne,AmeriFlux,AMF,338.2771666666667,340,311,0.9949328431372548,1.087707931404073,not_in_4x_or_8x_cluster
US-Snf,AmeriFlux,AMF,343.7930666666667,336,NA,1.0231936507936508,NA,not_in_4x_or_8x_cluster
US-Srr,AmeriFlux,AMF,1963.2860333333333,530,326,3.704313270440251,6.022349795501023,not_in_4x_or_8x_cluster
US-StJ,AmeriFlux,AMF,564.8426,1133,1121,0.49853715798764336,0.5038738626226583,not_in_4x_or_8x_cluster
US-Sta,AmeriFlux,AMF,1727.4923666666666,293,NA,5.895878384527872,NA,not_in_4x_or_8x_cluster
US-Syv,AmeriFlux,AMF,3158.2599666666665,836,826,3.777822926634769,3.823559281678773,4x_cluster
US-TKs,AmeriFlux,AMF,216.66003333333333,236,316,0.918050988700565,0.6856330168776371,not_in_4x_or_8x_cluster
US-TLR,AmeriFlux,AMF,1.0004666666666666,1276,469.4,7.840647857889236e-4,0.00213137338446243,not_in_4x_or_8x_cluster
US-TaS,AmeriFlux,AMF,3536.1759333333334,1257,986.8,2.813186900026518,3.58347784083232,not_in_4x_or_8x_cluster
