site_id,data_hub,product_source_network,era5_map_mm,bio12_mm,badm_map_mm,ratio_to_bio12,ratio_to_badm_map,cluster_membership
DK-Vng,ICOS,ICOS,886.9529,822,961,1.0790181265206813,0.9229478668054112,not_in_4x_or_8x_cluster
EE-Pts,ICOS,EUF,579.7667666666667,684,870.5,0.847612231968811,0.6660158146659009,not_in_4x_or_8x_cluster
EE-Rng,ICOS,EUF,697.6556666666667,647,107.1,1.0782931478619269,6.514058512293807,4x_cluster
EE-Stg,ICOS,EUF,2750.2968333333333,659,675,4.17343980778958,4.0745138271604935,4x_cluster
ES-Abr,ICOS,EUF,372.7431666666667,559,NA,0.6668035181872392,NA,not_in_4x_or_8x_cluster
ES-Agu,ICOS,EUF,265.89203333333336,254,0,1.0468190288713912,Inf,not_in_4x_or_8x_cluster
ES-Amo,ICOS,EUF,240.4131,219,0,1.0977767123287672,Inf,not_in_4x_or_8x_cluster
ES-Cnd,ICOS,EUF,2141.2092333333335,368,474,5.818503351449276,4.517319057665261,not_in_4x_or_8x_cluster
ES-Crg,ICOS,EUF,471.4329333333333,410,550,1.1498364227642277,0.8571507878787878,not_in_4x_or_8x_cluster
ES-Dnn,ICOS,EUF,1910.7018333333333,505,548.6,3.78356798679868,3.4828688175963056,4x_cluster
ES-FtD,ICOS,EUF,1910.7018333333333,511,548.6,3.7391425309849966,3.4828688175963056,4x_cluster
ES-Gdn,ICOS,EUF,2141.2092333333335,368,471,5.818503351449276,4.546091790516631,not_in_4x_or_8x_cluster
ES-HdD,ICOS,EUF,347.63956666666667,580,400,0.5993785632183908,0.8690989166666667,not_in_4x_or_8x_cluster
ES-HeB,ICOS,EUF,226.37313333333333,339,332,0.667767354965585,0.6818467871485944,not_in_4x_or_8x_cluster
ES-Hen,ICOS,EUF,196.6684,329,332,0.597776291793313,0.5923746987951807,not_in_4x_or_8x_cluster
ES-LJu,ICOS,EUF,540.1769666666667,527,400,1.025003731815307,1.3504424166666666,not_in_4x_or_8x_cluster
ES-LM1,ICOS,EUF,695.5762,465,700,1.4958627956989248,0.9936802857142856,not_in_4x_or_8x_cluster
ES-LM2,ICOS,EUF,673.2625666666667,465,700,1.447876487455197,0.9618036666666666,not_in_4x_or_8x_cluster
ES-LMa,ICOS,ICOS,723.3152666666666,465,670,1.5555167025089605,1.0795750248756215,not_in_4x_or_8x_cluster
ES-LgS,ICOS,EUF,468.6667,760,NA,0.6166667105263158,NA,not_in_4x_or_8x_cluster
ES-Ln2,ICOS,EUF,2328.583633333333,787,NA,2.958810207539178,NA,not_in_4x_or_8x_cluster
ES-Mcd,ICOS,EUF,366.7046666666667,427,470,0.858793130366901,0.780222695035461,not_in_4x_or_8x_cluster
ES-MtB,ICOS,EUF,1910.7018333333333,500,548.6,3.8214036666666664,3.4828688175963056,4x_cluster
ES-MtN,ICOS,EUF,1910.7018333333333,507,548.6,3.7686426692965154,3.4828688175963056,4x_cluster
ES-Mzn,ICOS,EUF,2128.8712666666665,424,512,5.020922798742138,4.157951692708333,4x_cluster
ES-Pdu,ICOS,EUF,2328.583633333333,456,NA,5.106543055555555,NA,not_in_4x_or_8x_cluster
ES-Pzb,ICOS,EUF,502.4209,571,500,0.8798964973730298,1.0048418,not_in_4x_or_8x_cluster
ES-Srn,ICOS,EUF,2009.6956666666667,421,476,4.7736239113222485,4.222049719887956,4x_cluster
ES-TzM,ICOS,EUF,1359.1763666666666,403,314,3.372646071133168,4.328587154989384,4x_cluster
ES-VDA,ICOS,EUF,771.4939,974,700,0.7920881930184805,1.102134142857143,not_in_4x_or_8x_cluster
ES-Yst,ICOS,EUF,398.3828,451,530,0.8833321507760532,0.7516656603773585,not_in_4x_or_8x_cluster
FI-Ant,ICOS,ICOS,431.3066333333333,607,612,0.7105545853926414,0.7047494008714597,not_in_4x_or_8x_cluster
FI-Hyy,ICOS,ICOS,688.5662333333333,663,711,1.0385614379084966,0.9684475855602438,not_in_4x_or_8x_cluster
FI-Jok,ICOS,EUF,2532.4077333333335,612,627,4.1379211328976035,4.038927804359384,4x_cluster
FI-Ken,ICOS,ICOS,627.2816,524,484,1.197102290076336,1.2960363636363637,not_in_4x_or_8x_cluster
FI-Let,ICOS,ICOS,567.3241666666667,664,627,0.8544038654618473,0.9048232323232324,not_in_4x_or_8x_cluster
FI-Nsv,ICOS,EUF,2571.0564666666664,607,633,4.235677869302581,4.061700579252237,4x_cluster
FI-Pap,ICOS,EUF,449.95773333333335,607,612,0.7412812740252609,0.735225054466231,not_in_4x_or_8x_cluster
FI-Qvd,ICOS,EUF,678.2785,677,650,1.0018884785819793,1.0435053846153846,not_in_4x_or_8x_cluster
FI-Rk2,ICOS,EUF,544.0927,643,644,0.8461783825816486,0.8448644409937889,not_in_4x_or_8x_cluster
FI-Ruk,ICOS,EUF,2184.7618,518,553,4.217686872586873,3.9507446654611216,4x_cluster
FI-Sar,ICOS,EUF,503.38806666666665,606,612,0.8306733773377337,0.8225295206971677,not_in_4x_or_8x_cluster
FI-Si2,ICOS,EUF,2563.5688,660,NA,3.884195151515152,NA,4x_cluster
FI-Sii,ICOS,ICOS,574.4364,665,711,0.863814135338346,0.8079274261603376,not_in_4x_or_8x_cluster
FI-Sod,ICOS,ICOS,496.3022,514,2424.3,0.9655684824902724,0.2047197954048591,not_in_4x_or_8x_cluster
FI-Var,ICOS,ICOS,521.9297333333334,576,601,0.9061280092592594,0.8684354963948975,not_in_4x_or_8x_cluster
FR-Aur,ICOS,ICOS,685.2822333333334,830,668.5,0.8256412449799198,1.0251043131388682,not_in_4x_or_8x_cluster
FR-Bil,ICOS,ICOS,927.2640666666668,934,960.1,0.992788079942898,0.9657994653334724,not_in_4x_or_8x_cluster
FR-CLt,ICOS,ICOS,1523.7227666666668,1403,1312,1.086046162984082,1.1613740599593496,not_in_4x_or_8x_cluster
FR-EM2,ICOS,ICOS,647.6893333333334,666,680,0.9725065065065066,0.9524843137254904,not_in_4x_or_8x_cluster
FR-FBn,ICOS,ICOS,625.6768333333333,691,700,0.9054657501205982,0.8938240476190475,not_in_4x_or_8x_cluster
FR-Fon,ICOS,ICOS,499.1001333333333,627,678.99,0.7960129718234981,0.7350625684227062,not_in_4x_or_8x_cluster
FR-Gri,ICOS,ICOS,574.3015,626,597.38,0.917414536741214,0.9613671364960328,not_in_4x_or_8x_cluster
FR-Hes,ICOS,ICOS,915.2581333333334,776,889,1.179456357388316,1.0295367079115112,not_in_4x_or_8x_cluster
FR-LBr,ICOS,EUF,1013.2421333333332,909,900,1.1146778144481115,1.1258245925925925,not_in_4x_or_8x_cluster
FR-LGt,ICOS,ICOS,676.7709333333333,705,699.75,0.9599587706855792,0.9671610337025128,not_in_4x_or_8x_cluster
FR-Lam,ICOS,ICOS,667.7423666666667,771,677,0.8660731085170774,0.9863255046774988,not_in_4x_or_8x_cluster
FR-Lqu,ICOS,ICOS,1311.602933333333,904,1081.6,1.4508882005899706,1.2126506410256412,not_in_4x_or_8x_cluster
FR-Lus,ICOS,ICOS,771.5567,835,793,0.92402,0.9729592686002522,not_in_4x_or_8x_cluster
FR-Mau,ICOS,EUF,572.2459333333334,776,600,0.7374303264604811,0.9537432222222224,not_in_4x_or_8x_cluster
FR-Mej,ICOS,ICOS,720.1868,742,722,0.9706021563342316,0.9974886426592796,not_in_4x_or_8x_cluster
FR-Nzn,ICOS,EUF,912.8696,918,655.6,0.9944113289760348,1.392418547895058,not_in_4x_or_8x_cluster
FR-Pue,ICOS,ICOS,930.8250333333332,666,924,1.3976351851851851,1.0073863997113996,not_in_4x_or_8x_cluster
FR-Tou,ICOS,ICOS,616.5935333333333,693,544,0.8897453583453583,1.1334439950980393,not_in_4x_or_8x_cluster
GF-Guy,ICOS,ICOS,2487.7836333333335,2796,3101,0.8897652479732953,0.8022520584757605,not_in_4x_or_8x_cluster
GH-Ank,ICOS,EUF,1861.9027,1874,1900,0.9935446638207044,0.9799487894736842,not_in_4x_or_8x_cluster
GL-Dsk,ICOS,ICOS,2107.9039,424,NA,4.971471462264151,NA,not_in_4x_or_8x_cluster
GL-NuF,ICOS,ICOS,861.8119,726,782,1.1870687327823692,1.102061253196931,not_in_4x_or_8x_cluster
GL-ZaF,ICOS,ICOS,780.7409666666666,248,253,3.1481490591397847,3.0859326745718048,not_in_4x_or_8x_cluster
GL-ZaH,ICOS,ICOS,677.7331666666666,248,253,2.7327950268817203,2.6787872200263503,not_in_4x_or_8x_cluster
HK-MPM,ICOS,FLX,1647.0130666666666,1910,NA,0.8623105061082025,NA,not_in_4x_or_8x_cluster
ID-JOP,ICOS,FLX,2024.7450666666664,2569,2235,0.788145218632412,0.9059262043251304,not_in_4x_or_8x_cluster
ID-PaB,ICOS,JPF,2539.1999333333333,2396,2640,1.0597662493043962,0.9618181565656566,not_in_4x_or_8x_cluster
ID-PaD,ICOS,JPF,2484.8323333333333,2396,NA,1.037075264329438,NA,not_in_4x_or_8x_cluster
ID-Pag,ICOS,JPF,2590.3433666666665,2401,2663,1.0788602110231846,0.9727162473400924,not_in_4x_or_8x_cluster
IE-CaC,ICOS,EUF,507.0819,883,804,0.5742716874292186,0.630698880597015,not_in_4x_or_8x_cluster
IE-CaN,ICOS,EUF,507.0819,883,804,0.5742716874292186,0.630698880597015,not_in_4x_or_8x_cluster
IE-Cra,ICOS,ICOS,3474.463133333333,1026,883,3.386416309291748,3.934839335598338,4x_cluster
IE-Gwr,ICOS,EUF,3274.024,969,857.4,3.378765737874097,3.8185491019360858,4x_cluster
IL-RmH,ICOS,EUF,560.337,561,516,0.9988181818181818,1.085924418604651,not_in_4x_or_8x_cluster
IL-Yat,ICOS,EUF,241.56693333333337,300,275.6,0.8052231111111111,0.8765128205128204,not_in_4x_or_8x_cluster
IT-Arz,ICOS,EUF,3927.6580333333336,935,900,4.200703778966132,4.364064481481482,4x_cluster
IT-BCi,ICOS,ICOS,952.5521666666668,1039,947.14,0.916797080526147,1.0057142203546114,not_in_4x_or_8x_cluster
IT-BFt,ICOS,ICOS,593.8098666666667,678,697,0.8758257620452311,0.8519510282161646,not_in_4x_or_8x_cluster
IT-BsB,ICOS,EUF,843.7054,986,NA,0.8556849898580122,NA,not_in_4x_or_8x_cluster
IT-Bsn,ICOS,EUF,627.7203000000001,986,NA,0.6366331643002029,NA,not_in_4x_or_8x_cluster
IT-CA1,ICOS,EUF,710.4101666666667,332,766,2.139789658634538,0.9274284160139252,not_in_4x_or_8x_cluster
IT-CA2,ICOS,EUF,712.568,332,766,2.146289156626506,0.9302454308093996,not_in_4x_or_8x_cluster
IT-CA3,ICOS,EUF,657.6251,332,766,1.9807984939759036,0.858518407310705,not_in_4x_or_8x_cluster
IT-Cp2,ICOS,ICOS,732.0159,752,601,0.9734253989361702,1.2179965058236273,not_in_4x_or_8x_cluster
IT-Cpz,ICOS,EUF,855.9554,763,NA,1.1218288335517694,NA,not_in_4x_or_8x_cluster
IT-Lav,ICOS,EUF,1093.9326666666666,575,1291,1.9024915942028984,0.8473529563645752,not_in_4x_or_8x_cluster
IT-Lsn,ICOS,ICOS,997.6444666666666,970,1100,1.0284994501718212,0.9069495151515152,not_in_4x_or_8x_cluster
IT-MBo,ICOS,ICOS,24150.380833333333,407,1365,59.33754504504504,17.692586691086692,not_in_4x_or_8x_cluster
IT-MtM,ICOS,EUF,694.7573,578,NA,1.202002249134948,NA,not_in_4x_or_8x_cluster
IT-MtP,ICOS,EUF,571.6022666666667,548,NA,1.0430698296836982,NA,not_in_4x_or_8x_cluster
IT-NiG,ICOS,EUF,1052.6584,1440,NA,0.7310127777777778,NA,not_in_4x_or_8x_cluster
IT-Niv,ICOS,ICOS,915.4489666666668,1469,1138.7,0.6231783299296574,0.8039421855332104,not_in_4x_or_8x_cluster
IT-Noe,ICOS,ICOS,552.2558333333334,758,605,0.7285697009674583,0.9128195592286502,not_in_4x_or_8x_cluster
IT-PT1,ICOS,EUF,789.2592000000001,768,NA,1.02768125,NA,not_in_4x_or_8x_cluster
IT-Ren,ICOS,ICOS,866.1938666666667,684,970.8,1.2663653021442496,0.8922474934761709,not_in_4x_or_8x_cluster
IT-Ro1,ICOS,EUF,860.8764666666666,379,NA,2.2714418645558485,NA,not_in_4x_or_8x_cluster
IT-Ro2,ICOS,EUF,793.803,379,NA,2.0944670184696568,NA,not_in_4x_or_8x_cluster
IT-SR2,ICOS,ICOS,974.5438,886,950,1.0999365688487586,1.0258355789473683,not_in_4x_or_8x_cluster
IT-SRo,ICOS,EUF,913.3800333333334,886,920,1.0309029721595184,0.992804384057971,not_in_4x_or_8x_cluster
IT-Tor,ICOS,ICOS,851.8813,1272,945,0.6697180031446541,0.9014616931216932,not_in_4x_or_8x_cluster
IT-TrF,ICOS,ICOS,926.6391666666668,1092,885,0.8485706654456655,1.0470499058380416,not_in_4x_or_8x_cluster
JP-Api,ICOS,JPF,5371.734,1478,1869,3.634461434370772,2.8741219903691815,not_in_4x_or_8x_cluster
JP-BBY,ICOS,JPF,4008.198666666666,1154,1170,3.473309069901791,3.425810826210826,4x_cluster
JP-Fhk,ICOS,JPF,1844.7290333333333,1693,1831,1.089621401850758,1.0074981066812307,not_in_4x_or_8x_cluster
JP-Fjy,ICOS,JPF,1969.4295333333332,1693,1954,1.163277928726127,1.0078963834868644,not_in_4x_or_8x_cluster
JP-Fmt,ICOS,JPF,5939.7142,1516,1643,3.9180172823219,3.6151638466220337,4x_cluster
JP-Hc2,ICOS,JPF,4683.106866666667,1427,1037,3.2817847699135716,4.516014336226294,4x_cluster
JP-Hc3,ICOS,JPF,4683.106866666667,1423,1037,3.2910097446708835,4.516014336226294,4x_cluster
JP-KaP,ICOS,JPF,5287.457766666666,1337,18,3.954717850909997,293.7476537037037,not_in_4x_or_8x_cluster
JP-Khw,ICOS,JPF,2291.236,2127,2130,1.0772148566055475,1.0756976525821595,not_in_4x_or_8x_cluster
JP-Kzw,ICOS,JPF,5583.8523,1589,1198,3.5140668974197604,4.660978547579298,4x_cluster
JP-MBF,ICOS,JPF,5175.140933333333,1174,NA,4.408126859738784,NA,4x_cluster
JP-MMF,ICOS,JPF,1143.648233333333,1156,NA,0.9893150807381776,NA,not_in_4x_or_8x_cluster
JP-Mse,ICOS,JPF,5187.7739,1307,1200,3.969222570772762,4.323144916666667,4x_cluster
JP-Nkm,ICOS,JPF,8195.526133333333,1951,NA,4.200679719801811,NA,4x_cluster
JP-NsC,ICOS,JPF,3140.8003,1326,1561,2.368627677224736,2.0120437540038436,not_in_4x_or_8x_cluster
JP-NsM,ICOS,JPF,3140.8003,1326,1561,2.368627677224736,2.0120437540038436,not_in_4x_or_8x_cluster
JP-Nuf,ICOS,JPF,5431.5632,1969,1595,2.7585389537836464,3.4053687774294668,not_in_4x_or_8x_cluster
JP-Om2,ICOS,JPF,5337.641,1372,1206.9,3.89040889212828,4.422604192559449,4x_cluster
JP-SMF,ICOS,JPF,5431.5632,2065,1615,2.6302969491525423,3.363197027863777,not_in_4x_or_8x_cluster
JP-Sb1,ICOS,JPF,4275.823066666667,1125,1073,3.800731614814815,3.9849236408822617,4x_cluster
JP-Sb2,ICOS,JPF,4275.823066666667,1125,1073,3.800731614814815,3.9849236408822617,4x_cluster
JP-Shn,ICOS,JPF,6020.625366666666,1340,1606,4.493004004975124,3.748832731423827,4x_cluster
JP-Spp,ICOS,JPF,1191.5768666666663,1239,1150,0.9617246704331448,1.0361537971014492,not_in_4x_or_8x_cluster
JP-Srk,ICOS,JPF,2521.610866666667,1534,3000,1.6438141242937854,0.8405369555555556,not_in_4x_or_8x_cluster
JP-Ta2,ICOS,JPF,1755.004233333333,1765,1722,0.9943366761095372,1.019166221447929,not_in_4x_or_8x_cluster
JP-Tak,ICOS,JPF,8803.888466666667,1804,2275,4.880204249815225,3.8698410842490847,4x_cluster
JP-Tef,ICOS,JPF,926.4751666666666,1113,1200,0.8324125486672656,0.7720626388888888,not_in_4x_or_8x_cluster
JP-Tgf,ICOS,JPF,1127.2060333333334,1333,NA,0.8456159289822456,NA,not_in_4x_or_8x_cluster
JP-Tkb,ICOS,JPF,5411.865833333333,1353,1507,3.99990083764474,3.5911518469365182,4x_cluster
JP-Tmd,ICOS,JPF,4656.8277,1206,1276,3.861382835820895,3.649551489028213,4x_cluster
JP-Tmk,ICOS,JPF,4656.8277,1206,1043,3.861382835820895,4.464839597315436,4x_cluster
JP-Toc,ICOS,JPF,4656.831833333334,1189,1130,3.9165953181945614,4.1210901179941,4x_cluster
JP-Yms,ICOS,JPF,4913.387,1502,1095,3.2712296937416774,4.4871114155251135,4x_cluster
JP-Ynf,ICOS,JPF,6652.8439,2150,2501.5,3.094346,2.6595418348990605,not_in_4x_or_8x_cluster
KE-Aq1,ICOS,FLX,2703.4056,558,550,4.844812903225806,4.91528290909091,not_in_4x_or_8x_cluster
KE-Aq2,ICOS,FLX,2703.4056,564,550,4.793272340425532,4.91528290909091,not_in_4x_or_8x_cluster
KE-Chk,ICOS,FLX,436.16543333333334,700,500,0.6230934761904762,0.8723308666666667,not_in_4x_or_8x_cluster
KE-Kpt,ICOS,FLX,3002.6111666666666,572,0,5.249320221445221,Inf,not_in_4x_or_8x_cluster
KE-Mkt,ICOS,FLX,287.7273333333333,645,450,0.44608888888888887,0.639394074074074,not_in_4x_or_8x_cluster
KH-Kmp,ICOS,JPF,6637.125233333333,1714,1500,3.872301769739401,4.4247501555555555,4x_cluster
KR-AdC,ICOS,KOF,1130.5096,1166,1191.4,0.9695622641509436,0.9488917240221588,not_in_4x_or_8x_cluster
KR-CRK,ICOS,KOF,1473.6751666666669,1248,1180.9,1.1808294604700855,1.2479254523386116,not_in_4x_or_8x_cluster
KR-CmF,ICOS,KOF,887.1627,1281,1315.9,0.6925548009367681,0.6741870202902955,not_in_4x_or_8x_cluster
KR-GmP,ICOS,KOF,1183.7456,1230,1089.9,0.9623947967479676,1.0861047802550692,not_in_4x_or_8x_cluster
KR-GmR,ICOS,KOF,855.4794666666667,1230,1089.9,0.6955117615176152,0.7849155580022631,not_in_4x_or_8x_cluster
KR-GmS,ICOS,KOF,1091.9351333333334,1217,1089.9,0.8972351136674884,1.0018672661100407,not_in_4x_or_8x_cluster
KR-HPK,ICOS,KOF,917.2693,1301,1282,0.7050494235203689,0.7154986739469579,not_in_4x_or_8x_cluster
KR-HcM,ICOS,KOF,1108.4790333333333,1297,1388.9,0.8546484451297867,0.7980985192118463,not_in_4x_or_8x_cluster
KR-Hnm,ICOS,KOF,4536.481366666667,1307,1282,3.4709115276715123,3.5385970098803954,4x_cluster
KR-JjM,ICOS,KOF,3410.1683666666668,1956,1989.6,1.7434398602590322,1.7139969675646698,not_in_4x_or_8x_cluster
KR-Kw1,ICOS,KOF,1376.1622666666667,1301,1332,1.0577726876761466,1.0331548548548548,not_in_4x_or_8x_cluster
KR-Kw2,ICOS,KOF,1286.2524,1301,1332,0.9886644119907764,0.9656549549549548,not_in_4x_or_8x_cluster
KR-Nj1,ICOS,KOF,4503.488766666666,1306,1310.4,3.4483068657478304,3.4367283017908012,4x_cluster
KR-Nj2,ICOS,KOF,4503.488766666666,1306,1310.4,3.4483068657478304,3.4367283017908012,4x_cluster
KR-PcD,ICOS,KOF,808.1657,1375,1182.9,0.5877568727272727,0.6832071180995857,not_in_4x_or_8x_cluster
KR-ScC,ICOS,KOF,1278.1100666666666,1226,1258.2,1.0425041326808049,1.0158242462777511,not_in_4x_or_8x_cluster
KR-SmM,ICOS,KOF,960.8168,1262,1295.8,0.7613445324881141,0.7414854144158048,not_in_4x_or_8x_cluster
KR-TwB,ICOS,KOF,4529.786033333333,1318,1313,3.4368634547293877,3.449951282051282,4x_cluster
KR-TwC,ICOS,KOF,4529.786033333333,1318,1313,3.4368634547293877,3.449951282051282,4x_cluster
KR-UAO,ICOS,KOF,941.6040333333332,1137,1011.2,0.8281477865728525,0.9311748747362868,not_in_4x_or_8x_cluster
KR-WdE,ICOS,KOF,1398.0235666666665,1490,1531.5,0.9382708501118568,0.91284594624006965,not_in_4x_or_8x_cluster
ML-Kem,ICOS,FLX,869.8877666666667,306,302,2.8427704793028323,2.880423068432671,not_in_4x_or_8x_cluster
MN-Hst,ICOS,JPF,1005.7275,244,193.6,4.121834016393443,5.1948734504132235,not_in_4x_or_8x_cluster
MN-Kbu,ICOS,JPF,1089.3188666666667,250,196,4.357275466666667,5.5577493197278915,not_in_4x_or_8x_cluster
MN-Nkh,ICOS,JPF,1332.8405,268,165.7,4.973285447761194,8.04369643934822,not_in_4x_or_8x_cluster
MN-Udg,ICOS,JPF,1504.4765,298,230,5.048578859060402,6.541202173913043,not_in_4x_or_8x_cluster
MX-Aog,AmeriFlux,AMF,788.7901,689,732,1.144833236574746,1.0775821038251368,not_in_4x_or_8x_cluster
MX-PMm,AmeriFlux,AMF,4232.0490666666665,1269,1222,3.334948043078539,3.4632152755046373,not_in_4x_or_8x_cluster
MX-Tes,AmeriFlux,AMF,599.7412333333333,676,647,0.8871911735700196,0.9269570839773312,not_in_4x_or_8x_cluster
MY-LHP,ICOS,JPF,2605.437266666667,3088,2751,0.8437296848013818,0.9470873379377196,not_in_4x_or_8x_cluster
NL-Hrw,ICOS,EUF,858.1188,800,848,1.0726485,1.0119325471698113,not_in_4x_or_8x_cluster
NL-Loo,ICOS,ICOS,1033.0346333333334,826,900,1.2506472558514932,1.1478162592592591,not_in_4x_or_8x_cluster
NL-Vkp,ICOS,EUF,819.0740333333333,798,848,1.0264085630743525,0.9658891902515724,not_in_4x_or_8x_cluster
NO-And,ICOS,EUF,9318.330766666666,1202,1060,7.752355047143649,8.790878081761006,8x_cluster
NO-Fns,ICOS,EUF,3066.5747666666666,1264,NA,2.42608763185654,NA,not_in_4x_or_8x_cluster
NO-Hur,ICOS,ICOS,852.9431333333333,765,845,1.1149583442265796,1.009400157790927,not_in_4x_or_8x_cluster
NO-Ikr,ICOS,EUF,2169.2926333333335,429,417,5.056626184926185,5.202140607513989,not_in_4x_or_8x_cluster
NZ-ADd,TERN,TERN,674.0571666666667,660,NA,1.0212987373737374,NA,not_in_4x_or_8x_cluster
NZ-ADw,TERN,TERN,948.7962333333334,660,NA,1.4375700505050506,NA,not_in_4x_or_8x_cluster
NZ-BFm,TERN,TERN,862.2820333333333,788,NA,1.0942665397631133,NA,not_in_4x_or_8x_cluster
NZ-BFu,TERN,TERN,883.3865,788,NA,1.1210488578680202,NA,not_in_4x_or_8x_cluster
NZ-Cla,TERN,TERN,1293.1539,790,NA,1.636903670886076,NA,not_in_4x_or_8x_cluster
NZ-Kop,TERN,TERN,1203.6286666666667,1337,NA,0.900245823984044,NA,not_in_4x_or_8x_cluster
NZ-Lau,TERN,TERN,1027.5003,591,NA,1.7385791878172587,NA,not_in_4x_or_8x_cluster
NZ-Oxf,TERN,TERN,969.3006333333334,903,NA,1.0734226282761168,NA,not_in_4x_or_8x_cluster
NZ-ScF,TERN,TERN,1244.2229,1269,NA,0.980475098502758,NA,not_in_4x_or_8x_cluster
PA-SPn,ICOS,EUF,2166.4429666666665,2671,2350,0.81109807812305,0.9218906241134752,not_in_4x_or_8x_cluster
PA-SPs,ICOS,EUF,2220.400633333333,2671,2350,0.8312993760139772,0.9448513333333332,not_in_4x_or_8x_cluster
PE-QFR,AmeriFlux,AMF,10291.840033333334,2705,NA,3.804746777572397,NA,4x_cluster
PR-xGU,AmeriFlux,AMF,673.1688333333334,1027,1168,0.6554711132749108,0.5763431792237443,not_in_4x_or_8x_cluster
PR-xLA,AmeriFlux,AMF,964.7648333333332,1047,1168,0.9214563833174148,0.8259972888127853,not_in_4x_or_8x_cluster
RU-Ch2,ICOS,EUF,170.49943333333334,171,200,0.9970727095516568,0.8524971666666668,not_in_4x_or_8x_cluster
RU-Che,ICOS,EUF,109.45376666666668,171,197,0.6400805068226121,0.5556028764805414,not_in_4x_or_8x_cluster
RU-Ege,ICOS,JPF,1349.8303666666666,324,312,4.166143106995884,4.32637938034188,4x_cluster
RU-Fy2,ICOS,EUF,585.4687,695,711,0.8424010071942446,0.8234440225035162,not_in_4x_or_8x_cluster
RU-Fy3,ICOS,EUF,712.9970666666667,687,955,1.037841436196021,0.7465937870855148,not_in_4x_or_8x_cluster
RU-Fy4,ICOS,EUF,452.93016666666665,690,778,0.6564205314009661,0.5821724507283633,not_in_4x_or_8x_cluster
RU-Fyo,ICOS,EUF,557.2262666666667,689,711,0.8087463957426222,0.7837218940459447,not_in_4x_or_8x_cluster
RU-Ha1,ICOS,EUF,377.7314666666667,459,NA,0.8229443718228032,NA,not_in_4x_or_8x_cluster
RU-NeB,ICOS,JPF,1069.2168666666666,253,235,4.226153623188406,4.5498590070921985,4x_cluster
RU-NeC,ICOS,JPF,1069.2168666666666,256,235,4.176628385416667,4.5498590070921985,4x_cluster
RU-NeF,ICOS,JPF,1069.2168666666666,253,235,4.226153623188406,4.5498590070921985,4x_cluster
RU-Sk2,ICOS,JPF,1018.6925,246,NA,4.141026422764227,NA,4x_cluster
RU-SkP,ICOS,JPF,1069.2126666666666,252,NA,4.242907407407407,NA,4x_cluster
RU-Tur,ICOS,JPF,1764.6893,380,317,4.643919210526316,5.566843217665615,not_in_4x_or_8x_cluster
SD-Dem,ICOS,EUF,320.2158,291,320,1.1003979381443298,1.000674375,not_in_4x_or_8x_cluster
SE-Deg,ICOS,ICOS,551.8517,608,523,0.9076508223684212,1.0551657743785852,not_in_4x_or_8x_cluster
SE-HfM,ICOS,EUF,453.6553,635,645,0.7144177952755906,0.7033415503875969,not_in_4x_or_8x_cluster
SE-Hmr,ICOS,EUF,543.2816666666666,635,645,0.8555616797900262,0.8422971576227389,not_in_4x_or_8x_cluster
SE-Htm,ICOS,ICOS,866.0847,864,707,1.0024128472222222,1.225013719943423,not_in_4x_or_8x_cluster
SE-Nor,ICOS,ICOS,544.4536666666667,599,586,0.908937673900946,0.9291018202502844,not_in_4x_or_8x_cluster
SE-Ros,ICOS,EUF,619.4648333333333,644,NA,0.9619019151138716,NA,not_in_4x_or_8x_cluster
SE-Srj,ICOS,EUF,512.0480333333334,608,645,0.8421842653508772,0.7938729198966409,not_in_4x_or_8x_cluster
SE-St1,ICOS,EUF,205.1934,379,303.3,0.5414073878627969,0.676536102868447,not_in_4x_or_8x_cluster
SE-Sto,ICOS,ICOS,390.507,379,332,1.0303614775725594,1.1762259036144578,not_in_4x_or_8x_cluster
SE-Svb,ICOS,ICOS,571.2178333333334,622,614,0.9183566452304396,0.93032220412595,not_in_4x_or_8x_cluster
SE-Trb,ICOS,EUF,2565.8849,630,635,4.072833174603175,4.040763622047244,4x_cluster
SJ-Adv,ICOS,EUF,150.65223333333333,308,NA,0.4891306277056277,NA,not_in_4x_or_8x_cluster
SN-Dhr,ICOS,EUF,379.9324,387,416,0.9817374677002584,0.9132990384615384,not_in_4x_or_8x_cluster
SN-Nkr,ICOS,EUF,570.6594,529,584.7,1.0787512287334593,0.9759866598255516,not_in_4x_or_8x_cluster
TH-Kog,ICOS,JPF,1857.194433333333,1104,1756,1.6822413345410627,1.057627809415338,not_in_4x_or_8x_cluster
TH-Mae,ICOS,JPF,1320.5501,1122,1448,1.1769608734402852,0.9119821132596684,not_in_4x_or_8x_cluster
UK-AMo,ICOS,ICOS,1007.6969,843,960,1.195369988137604,1.0496842708333334,not_in_4x_or_8x_cluster
UK-Ags,ICOS,EUF,1259.5997666666667,984,1301,1.280081063685637,0.968178145016654,not_in_4x_or_8x_cluster
UK-BnB,ICOS,EUF,1000.1563666666668,1138,1263.7,0.8788720269478618,0.7914507926459339,not_in_4x_or_8x_cluster
UK-CCr,ICOS,EUF,1243.8746,1482,1552,0.8393215924426451,0.8014655927835053,not_in_4x_or_8x_cluster
UK-Cvn,ICOS,EUF,611.6592,551,833.4,1.1100892921960073,0.733932325413967,not_in_4x_or_8x_cluster
