site_id,n_years_era5,map_era5,n_years_pf_all,map_pf_allmonths,n_months_qc0,map_pf_qc0_monthly_mean,map_pf_qc0_annualized,n_months_total,n_qc0,frac_filled,bio12_mm,badm_map_mm,excluded,ratio_to_bio12,ratio_to_pf_allmonths,ratio_to_pf_qc0,ratio_to_badm_map,too_few_qc0_months,implausible_raw,data_hub,product_source_network,oneflux_code_version,fluxnet_product_name,product_id
FI-Hyy,30,688.5662333333333,24,684.7968333333333,100,1.80899,661.8611999999999,288,100,0.6527777777777778,663,711,FALSE,1.0385614379084966,1.0055044062947136,1.04034838925946,0.9684475855602438,FALSE,FALSE,ICOS,ICOS,v1.3,ICOS_FI-Hyy_FLUXNET_1997-2025_v1.3_r1.zip,oIJ9cFYf8Q0e9nfMRRS-90vM
FI-Jok,30,2532.4077333333335,4,2361.8084999999996,48,6.451645833333333,2361.8085,48,48,0,612,627,FALSE,4.1379211328976035,1.0722324580224578,1.0722324580224576,4.038927804359384,FALSE,FALSE,ICOS,EUF,v1.3,EUF_FI-Jok_FLUXNET_2000-2003_v1.3_r1.zip,8PzFwQMtdQ_ly0Tahg8oE1Sz
FI-Ken,30,627.2816,3,644.474,NA,NA,NA,36,0,1,524,484,FALSE,1.197102290076336,0.9733233613768748,NA,1.2960363636363637,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FI-Ken_FLUXNET_2018-2025_v1.3_r1.zip,Ri-8dhfYd2gnZiThyc9UXyZe
FI-Let,30,567.3241666666667,12,556.746,18,1.2153888888888889,442.6113333333333,144,18,0.875,664,627,FALSE,0.8544038654618473,1.0189999868282245,1.2817660189451394,0.9048232323232323,FALSE,FALSE,ICOS,ICOS,v1.3,ICOS_FI-Let_FLUXNET_2010-2025_v1.3_r1.zip,lJA2M5NajEvo4LNStPxtuMhX
FI-Nsv,30,2571.0564666666664,NA,NA,NA,NA,NA,NA,NA,NA,607,633,FALSE,4.235677869302581,NA,NA,4.061700579252237,TRUE,FALSE,ICOS,EUF,v1.3,EUF_FI-Nsv_FLUXNET_2021-2024_v1.3_r1.zip,cSm1qTXbblwvWpF9j1Oow7qX
FI-Pap,30,449.95773333333335,NA,NA,NA,NA,NA,NA,NA,NA,607,612,FALSE,0.7412812740252609,NA,NA,0.735225054466231,TRUE,FALSE,ICOS,EUF,v1.3,EUF_FI-Pap_FLUXNET_2022-2022_v1.3_r1.zip,u2xUfhEZCOWwWb3gVywfqYw_
FI-Qvd,30,678.2785,3,717.568,4,1.3245,477.801,36,4,0.8888888888888888,677,650,FALSE,1.0018884785819793,0.9452463041830182,1.419583676049234,1.0435053846153846,TRUE,FALSE,ICOS,EUF,v1.3,EUF_FI-Qvd_FLUXNET_2018-2023_v1.3_r1.zip,UuvYrldK3v4VzDgfH6nC0ed7
FI-Rk2,30,544.0927,1,656.362,NA,NA,NA,12,0,1,643,644,FALSE,0.8461783825816486,0.8289521635926517,NA,0.8448644409937889,TRUE,FALSE,ICOS,EUF,v1.3,EUF_FI-Rk2_FLUXNET_2020-2023_v1.3_r1.zip,Agmj31O2_U5UxIfjk_idGdLg
FI-Ruk,30,2184.7618,1,2880.148,12,7.8620833333333335,2880.148,12,12,0,518,553,FALSE,4.217686872586873,0.7585588657249558,0.7585588657249558,3.9507446654611216,FALSE,FALSE,ICOS,EUF,v1.3,EUF_FI-Ruk_FLUXNET_2020-2023_v1.3_r1.zip,TYPI56oF2JQVeXc0g4SU60It
FI-Sar,30,503.38806666666665,NA,NA,NA,NA,NA,NA,NA,NA,606,612,FALSE,0.8306733773377337,NA,NA,0.8225295206971677,TRUE,FALSE,ICOS,EUF,v1.3,EUF_FI-Sar_FLUXNET_2022-2022_v1.3_r1.zip,xUETR-0OEq8u2S5UUHl8sLm_
FI-Si2,30,2563.5688,5,2662.2619999999997,60,7.2808,2662.2619999999997,60,60,0,660,NA,FALSE,3.8841951515151516,0.9629288176745942,0.9629288176745942,NA,FALSE,FALSE,ICOS,EUF,v1.3,EUF_FI-Si2_FLUXNET_2012-2016_v1.3_r1.zip,Wojh4t-c8scGC-S00oT_sfAW
FI-Sii,30,574.4364,3,550.4456666666667,NA,NA,NA,36,0,1,665,711,FALSE,0.863814135338346,1.0435841987432002,NA,0.8079274261603376,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FI-Sii_FLUXNET_2018-2024_v1.3_r1.zip,mkbfyrZKqg3Djz0tW1rRap1c
FI-Sod,30,496.30219999999997,NA,NA,NA,NA,NA,NA,NA,NA,514,2424.3,FALSE,0.9655684824902723,NA,NA,0.2047197954048591,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FI-Sod_FLUXNET_2023-2024_v1.3_r1.zip,TNkSnk2tWf7rkMpSQ2Dtf8FI
FI-Var,30,521.9297333333334,5,527.6828,NA,NA,NA,60,0,1,576,601,FALSE,0.9061280092592594,0.989097490638947,NA,0.8684354963948975,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FI-Var_FLUXNET_2016-2025_v1.3_r1.zip,yu-qbz8ScXeQLBioQVflVJIq
FR-Aur,30,685.2822333333334,16,653.3489999999999,NA,NA,NA,192,0,1,830,668.5,FALSE,0.8256412449799198,1.0488762259272355,NA,1.0251043131388682,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Aur_FLUXNET_2005-2024_v1.3_r1.zip,R0Wn1kGceDx6Zq8pJq_typhu
FR-Bil,30,927.2640666666667,7,1010.5351428571429,6,3.4113333333333333,1230.392,84,6,0.9285714285714286,934,960.1,FALSE,0.992788079942898,0.9175970506527471,0.7536330426942525,0.9657994653334723,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Bil_FLUXNET_2014-2025_v1.3_r1.zip,OHrM-TP6a33pLElt40MWm6rD
FR-CLt,30,1523.7227666666668,2,1490.126,NA,NA,NA,24,0,1,1403,1312,FALSE,1.0860461629840819,1.022546258951704,NA,1.1613740599593496,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-CLt_FLUXNET_2019-2025_v1.3_r1.zip,Ioa3MKkE2Hh0vcxOxxeZ6vER
FR-EM2,30,647.6893333333334,4,630.5425,2,1.9665,700.164,48,2,0.9583333333333334,666,680,FALSE,0.9725065065065066,1.0271937789020302,0.925053749312066,0.9524843137254903,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-EM2_FLUXNET_2017-2025_v1.3_r1.zip,tqY53lt1dCh3HZXtN-rLGEp5
FR-FBn,30,625.6768333333333,13,685.2694615384615,NA,NA,NA,156,0,1,691,700,FALSE,0.9054657501205982,0.9130376712376179,NA,0.8938240476190475,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-FBn_FLUXNET_2008-2024_v1.3_r1.zip,dw5JqZoWiNVw0JQS-QXykPY6
FR-Fon,30,499.1001333333333,2,619.1895,9,1.1854444444444445,433.384,24,9,0.625,627,678.99,FALSE,0.7960129718234981,0.8060539355614611,1.1516348857672025,0.7350625684227062,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Fon_FLUXNET_2019-2024_v1.3_r1.zip,vgMluaOupOEt-hzl3RWXI99X
FR-Gri,30,574.3015,17,583.4482352941177,4,1.4874999999999998,546.183,204,4,0.9803921568627451,626,597.38,FALSE,0.9174145367412141,0.9843229703325664,1.0514818293502362,0.9613671364960328,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Gri_FLUXNET_2004-2025_v1.3_r1.zip,gsAnVUkxq-6VBt2qu1hewpGD
FR-Hes,30,915.2581333333334,24,927.8220833333334,42,2.469190476190476,903.0968571428571,288,42,0.8541666666666666,776,889,FALSE,1.1794563573883161,0.9864586646236505,1.0134661925731323,1.0295367079115112,FALSE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Hes_FLUXNET_1997-2025_v1.3_r1.zip,Di7uhs3hUdH1SvS0f0Wv5vjH
FR-LBr,30,1013.2421333333333,11,983.4321818181818,24,3.402875,1242.5504999999998,132,24,0.8181818181818181,909,900,FALSE,1.1146778144481115,1.030312157834858,0.8154534832454161,1.1258245925925925,FALSE,FALSE,ICOS,EUF,v1.3,EUF_FR-LBr_FLUXNET_1998-2008_v1.3_r1.zip,edFutLlMMA1D7S31ZC4pf2E2
FR-LGt,30,676.7709333333333,4,673.62575,NA,NA,NA,48,0,1,705,699.75,FALSE,0.9599587706855792,1.0046690366770172,NA,0.9671610337025128,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-LGt_FLUXNET_2017-2025_v1.3_r1.zip,UMboDXr3WG42YyPcyuL7LzHW
FR-Lam,30,667.7423666666667,NA,NA,NA,NA,NA,NA,NA,NA,771,677,FALSE,0.8660731085170774,NA,NA,0.9863255046774989,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Lam_FLUXNET_2021-2024_v1.3_r1.zip,zwxh7ZEI7AWEJOF5ggdX2bpK
FR-Lqu,30,1311.6029333333333,NA,NA,NA,NA,NA,NA,NA,NA,904,1081.6,FALSE,1.4508882005899706,NA,NA,1.2126506410256412,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Lqu_FLUXNET_2022-2024_v1.3_r1.zip,FT09cB-tv2MKDSSw1R_JXBJx
FR-Lus,30,771.5567,NA,NA,NA,NA,NA,NA,NA,NA,835,793,FALSE,0.92402,NA,NA,0.9729592686002522,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Lus_FLUXNET_2022-2024_v1.3_r1.zip,S_NN3abNF1zutV6hnPOuCupl
FR-Mau,30,572.2459333333334,7,520.6894285714285,3,2.046333333333333,743.2760000000001,84,3,0.9642857142857143,776,600,FALSE,0.7374303264604811,1.099015846938464,0.7698969606624367,0.9537432222222223,TRUE,FALSE,ICOS,EUF,v1.3,EUF_FR-Mau_FLUXNET_2005-2011_v1.3_r1.zip,ebGKrL-UajXA0SkdfSt100r9
FR-Mej,30,720.1868,2,805.683,NA,NA,NA,24,0,1,742,722,FALSE,0.9706021563342317,0.893883574557239,NA,0.9974886426592797,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Mej_FLUXNET_2019-2024_v1.3_r1.zip,89dJgrylR97XwCZTAHP5qw5a
FR-Nzn,30,912.8696,5,909.0352,NA,NA,NA,60,0,1,918,655.6,FALSE,0.9944113289760349,1.004218098485075,NA,1.392418547895058,TRUE,FALSE,ICOS,EUF,v1.3,EUF_FR-Nzn_FLUXNET_2016-2024_v1.3_r1.zip,NySpPG4qsETA19sRa2e_ONBG
FR-Pue,30,930.8250333333333,21,915.4330476190476,NA,NA,NA,252,0,1,666,924,FALSE,1.3976351851851851,1.0168138847011463,NA,1.0073863997113996,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Pue_FLUXNET_2000-2025_v1.3_r1.zip,HaC9deo1SSLTZxUtYYJcdLAd
FR-Tou,30,616.5935333333333,3,703.4206666666665,NA,NA,NA,36,0,1,693,544,FALSE,0.8897453583453583,0.8765644265972663,NA,1.1334439950980393,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Tou_FLUXNET_2018-2024_v1.3_r1.zip,LZSDmUp2MspQPIyTfDwNXYhi
GF-Guy,30,2487.7836333333335,4,3039.48175,NA,NA,NA,48,0,1,2796,3101,FALSE,0.8897652479732953,0.8184894129840831,NA,0.8022520584757605,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_GF-Guy_FLUXNET_2017-2024_v1.3_r1.zip,3jDZZoDeBw29TRwEqPKQozcn
GH-Ank,30,1861.9027,4,1904.7369999999999,25,5.6582,2062.72368,48,25,0.47916666666666663,1874,1900,FALSE,0.9935446638207044,0.9775116984654576,0.9026428105969094,0.9799487894736842,FALSE,FALSE,ICOS,EUF,v1.3,EUF_GH-Ank_FLUXNET_2011-2014_v1.3_r1.zip,KGeOFn8sIXSOmMXfGprQynOP
GL-Dsk,30,2107.9039,1,2339.512,12,6.36025,2339.512,12,12,0,424,NA,FALSE,4.971471462264151,0.9010015336531719,0.9010015336531719,NA,FALSE,FALSE,ICOS,ICOS,v1.3,ICOS_GL-Dsk_FLUXNET_2020-2024_v1.3_r1.zip,c9E9mFx4AxSPu_Wb2l-pmMHm
GL-NuF,30,861.8119,2,666.9665,3,1.3686666666666667,503.576,24,3,0.875,726,782,FALSE,1.1870687327823692,1.2921367115139966,1.711383981762435,1.102061253196931,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_GL-NuF_FLUXNET_2019-2024_v1.3_r1.zip,EfhStDGazgCMZH4SX2aNUPlt
GL-ZaF,30,780.7409666666666,NA,NA,NA,NA,NA,NA,NA,NA,248,253,FALSE,3.1481490591397847,NA,NA,3.0859326745718048,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_GL-ZaF_FLUXNET_2023-2024_v1.3_r1.zip,Lf3j25yaK_SzajN-sxvn-Mfj
GL-ZaH,30,677.7331666666666,1,897.585,12,2.436166666666667,897.585,12,12,0,248,253,FALSE,2.7327950268817203,0.7550629374005433,0.7550629374005433,2.6787872200263503,FALSE,FALSE,ICOS,ICOS,v1.3,ICOS_GL-ZaH_FLUXNET_2020-2024_v1.3_r1.zip,Zdiwv_V4gNbOfd5Bttpb-9q2
HK-MPM,30,1647.0130666666666,3,1904.7206666666668,NA,NA,NA,36,0,1,1910,NA,FALSE,0.8623105061082025,0.8647005807675735,NA,NA,TRUE,FALSE,ICOS,FLX,v1.3,FLX_HK-MPM_FLUXNET_2016-2018_v1.3_r1.zip,5RA91yfzwElWmxeRuI5iXuf6
ID-JOP,30,2024.7450666666666,7,1865.2654285714286,16,4.8179375,1754.1570000000002,84,16,0.8095238095238095,2569,2235,FALSE,0.788145218632412,1.0854997018935693,1.1542553298631002,0.9059262043251305,FALSE,FALSE,ICOS,FLX,v1.3,FLX_ID-JOP_FLUXNET_2014-2024_v1.3_r1.zip,PPguZ8g7dO0HMK1i3qLRsXdQ
ID-PaB,30,2539.1999333333333,13,2626.6183076923076,3,8.743,3199.996,156,3,0.9807692307692307,2396,2640,FALSE,1.0597662493043962,0.9667182802682213,0.7935009710428804,0.9618181565656566,TRUE,FALSE,ICOS,JPF,v1.3,JPF_ID-PaB_FLUXNET_2004-2016_v1.3_r1.zip,MpLHCY-ecJkBO48pW8l-Tra-
ID-PaD,30,2484.8323333333333,17,2536.2894705882354,12,6.9679166666666665,2540.367,204,12,0.9411764705882353,2396,NA,FALSE,1.0370752643294379,0.9797116465405,0.9781391166446947,NA,FALSE,FALSE,ICOS,JPF,v1.3,JPF_ID-PaD_FLUXNET_2001-2017_v1.3_r1.zip,RaxQP0fkOSWCXKIIhi7Bnevj
ID-Pag,30,2590.3433666666665,15,2678.742133333333,18,7.6225,2786.7646666666665,180,18,0.9,2401,2663,FALSE,1.0788602110231846,0.966999896867017,0.9295163662904677,0.9727162473400925,FALSE,FALSE,ICOS,JPF,v1.3,JPF_ID-Pag_FLUXNET_2004-2018_v1.3_r1.zip,I6zVvSdiWHZ4d2Bal9dhQhoi
IE-CaC,30,507.0819,5,475.98260000000005,7,1.1641428571428571,428.2337142857143,60,7,0.8833333333333333,883,804,FALSE,0.5742716874292186,1.0653370522367833,1.1841241898616108,0.630698880597015,TRUE,FALSE,ICOS,EUF,v1.3,EUF_IE-CaC_FLUXNET_2003-2007_v1.3_r1.zip,olP0y9DuPPJFn_A3uWTEjEFU
IE-CaN,30,507.0819,5,475.98260000000005,7,1.1641428571428571,428.2337142857143,60,7,0.8833333333333333,883,804,FALSE,0.5742716874292186,1.0653370522367833,1.1841241898616108,0.630698880597015,TRUE,FALSE,ICOS,EUF,v1.3,EUF_IE-CaN_FLUXNET_2003-2007_v1.3_r1.zip,fqas87xDJV_zXM6w23MBsleq
IE-Cra,30,3474.463133333333,1,3975.8160000000007,12,10.908416666666668,3975.816,12,12,0,1026,883,FALSE,3.386416309291748,0.873899378978638,0.8738993789786382,3.9348393355983386,FALSE,FALSE,ICOS,ICOS,v1.3,ICOS_IE-Cra_FLUXNET_2020-2024_v1.3_r1.zip,AwIT0Qy0HIwmIzj92q58ehk7
IE-Gwr,30,3274.024,1,2983.488,12,8.17625,2983.488,12,12,0,969,857.4,FALSE,3.378765737874097,1.09738132011927,1.09738132011927,3.8185491019360858,FALSE,FALSE,ICOS,EUF,v1.3,EUF_IE-Gwr_FLUXNET_2016-2016_v1.3_r1.zip,GDCw0QfMze-6S4E59YD2vQBI
IL-RmH,30,560.337,6,594.5219999999999,25,1.55112,559.35888,72,25,0.6527777777777778,561,516,FALSE,0.9988181818181818,0.9425000252303533,1.001748644805639,1.085924418604651,FALSE,FALSE,ICOS,EUF,v1.3,EUF_IL-RmH_FLUXNET_2015-2020_v1.3_r1.zip,BDfZZGumiN8Ci3FRoFGYGKdQ
IL-Yat,30,241.56693333333334,21,236.60380952380953,47,0.5311702127659574,193.1548085106383,252,47,0.8134920634920635,300,275.6,FALSE,0.8052231111111111,1.0209765169018734,1.2506389832900726,0.8765128205128204,FALSE,FALSE,ICOS,EUF,v1.3,EUF_IL-Yat_FLUXNET_2000-2024_v1.3_r1.zip,ddBS_ZLjXuBI8SSQV2cskqda
IT-Arz,30,3927.6580333333336,5,4079.6906000000004,60,11.1754,4079.6906,60,60,0,935,900,FALSE,4.200703778966132,0.9627342900300658,0.9627342900300659,4.364064481481482,FALSE,FALSE,ICOS,EUF,v1.3,EUF_IT-Arz_FLUXNET_2016-2024_v1.3_r1.zip,xK4i981ZSwQZHJeKKfpx5eZo
IT-BCi,30,952.5521666666667,17,1019.347294117647,46,2.6582391304347825,962.4680869565218,204,46,0.7745098039215687,1039,947.14,FALSE,0.916797080526147,0.9344726494724268,0.9896974035562979,1.0057142203546114,FALSE,FALSE,ICOS,ICOS,v1.3,ICOS_IT-BCi_FLUXNET_2004-2025_v1.3_r1.zip,2LNryh4qBQqqtGj-L8ONRyxA
IT-BFt,30,593.8098666666667,2,737.185,NA,NA,NA,24,0,1,678,697,FALSE,0.8758257620452311,0.8055099692297955,NA,0.8519510282161646,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_IT-BFt_FLUXNET_2019-2024_v1.3_r1.zip,IUOlBlndAhz4kdSgYJUDyq-D
IT-BsB,30,843.7054,NA,NA,NA,NA,NA,NA,NA,NA,986,NA,FALSE,0.8556849898580122,NA,NA,NA,TRUE,FALSE,ICOS,EUF,v1.3,EUF_IT-BsB_FLUXNET_2021-2024_v1.3_r1.zip,m7FE4F9G5kn2XaEsWLMCtomo
IT-Bsn,30,627.7203000000001,1,493.353,5,1.203,442.68,12,5,0.5833333333333333,986,NA,FALSE,0.6366331643002029,1.2723552912417682,1.4180001355380862,NA,TRUE,FALSE,ICOS,EUF,v1.3,EUF_IT-Bsn_FLUXNET_2020-2021_v1.3_r1.zip,1ToCntM4yoaRk9TpAd3Z-pAn
IT-CA1,30,710.4101666666667,4,764.6959999999999,10,1.9415,707.9796,48,10,0.7916666666666666,332,766,FALSE,2.139789658634538,0.9290099159230162,1.0034331026863863,0.9274284160139251,TRUE,FALSE,ICOS,EUF,v1.3,EUF_IT-CA1_FLUXNET_2011-2014_v1.3_r1.zip,JaiQh6fJCspNapWnx20Mx_-J
IT-CA2,30,712.568,4,766.821,10,1.9474,710.1324,48,10,0.7916666666666666,332,766,FALSE,2.146289156626506,0.929249459782661,1.0034297829531507,0.9302454308093995,TRUE,FALSE,ICOS,EUF,v1.3,EUF_IT-CA2_FLUXNET_2011-2014_v1.3_r2.zip,4nX2fCUltlN4ejOTF1KYMSzf
IT-CA3,30,657.6251,4,708.37125,15,1.6432,600.4392,48,15,0.6875,332,766,FALSE,1.9807984939759036,0.9283622111992827,1.095240117567274,0.858518407310705,FALSE,FALSE,ICOS,EUF,v1.3,EUF_IT-CA3_FLUXNET_2011-2014_v1.3_r2.zip,MAXpa5PAn0L1aK-6zb-kcOs7
IT-Cp2,30,732.0159,9,695.5790000000001,39,2.614871794871795,950.872923076923,108,39,0.6388888888888888,752,601,FALSE,0.9734253989361702,1.0523835538450699,0.7698356764974176,1.2179965058236273,FALSE,FALSE,ICOS,ICOS,v1.3,ICOS_IT-Cp2_FLUXNET_2012-2025_v1.3_r1.zip,Oz2rJQyIT8nYjOwvl4nCxlsl
IT-Cpz,30,855.9554,8,820.631625,NA,NA,NA,96,0,1,763,NA,FALSE,1.1218288335517694,1.043044618223189,NA,NA,TRUE,FALSE,ICOS,EUF,v1.3,EUF_IT-Cpz_FLUXNET_2001-2008_v1.3_r1.zip,oMua13T8N3ukhoEtyKD76Su2
IT-Lav,30,1093.9326666666666,18,1116.0519444444444,29,2.4224827586206894,880.7222068965518,216,29,0.8657407407407407,575,1291,FALSE,1.9024915942028984,0.980180781111592,1.242085935951832,0.8473529563645752,FALSE,FALSE,ICOS,EUF,v1.3,EUF_IT-Lav_FLUXNET_2003-2020_v1.3_r1.zip,XKQE9dtAKgDbkY1obJ-3Ym4s
IT-Lsn,30,997.6444666666666,5,1060.2716,7,3.916714285714286,1418.892,60,7,0.8833333333333333,970,1100,FALSE,1.0284994501718212,0.9409329332848928,0.7031151537020905,0.9069495151515151,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_IT-Lsn_FLUXNET_2016-2024_v1.3_r1.zip,wjxZGQl8gUxBPVKPVlu4-g5L
IT-MBo,30,24150.380833333333,18,27391.543777777773,8,69.3395,25559.449500000002,216,8,0.962962962962963,407,1365,TRUE,59.33754504504504,0.8816728633209081,0.9448709305469717,17.692586691086692,TRUE,TRUE,ICOS,ICOS,v1.3,ICOS_IT-MBo_FLUXNET_2003-2025_v1.3_r1.zip,enS2fTzGG_9PS5-51hqet8iH
IT-MtM,30,694.7573,6,722.2458333333333,1,0.206,76.63199999999999,72,1,0.9861111111111112,578,NA,FALSE,1.202002249134948,0.9619401981089081,9.06615121620211,NA,TRUE,FALSE,ICOS,EUF,v1.3,EUF_IT-MtM_FLUXNET_2014-2019_v1.3_r1.zip,cULijyah3HGsQjOGEpbrHEZu
IT-MtP,30,571.6022666666667,6,594.3646666666666,11,1.8474545454545455,673.618909090909,72,11,0.8472222222222222,548,NA,FALSE,1.0430698296836982,0.9617029724736891,0.8485543665009044,NA,TRUE,FALSE,ICOS,EUF,v1.3,EUF_IT-MtP_FLUXNET_2014-2019_v1.3_r1.zip,5BjUNIFTfUg-gh1sC_mGsrkc
IT-NiG,30,1052.6584,1,892.0539999999999,12,2.43275,892.0539999999999,12,12,0,1440,NA,FALSE,0.7310127777777778,1.1800388765702527,1.1800388765702527,NA,FALSE,FALSE,ICOS,EUF,v1.3,EUF_IT-NiG_FLUXNET_2020-2024_v1.3_r1.zip,AFk3rC6RlVTrfbe2tNBYfSCG
IT-Niv,30,915.4489666666667,2,916.5445,24,2.504541666666667,916.5445,24,24,0,1469,1138.7,FALSE,0.6231783299296574,0.9988047134281715,0.9988047134281715,0.8039421855332104,FALSE,FALSE,ICOS,ICOS,v1.3,ICOS_IT-Niv_FLUXNET_2019-2024_v1.3_r1.zip,KEdPYVMu2ozICBTFUa7oRkYX
IT-Noe,30,552.2558333333334,NA,NA,NA,NA,NA,NA,NA,NA,758,605,FALSE,0.7285697009674583,NA,NA,0.9128195592286502,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_IT-Noe_FLUXNET_2022-2024_v1.3_r2.zip,JclBQTcqbxNONZlGXsdcj9DJ
IT-PT1,30,789.2592000000001,3,782.0246666666667,2,2.042,698.172,36,2,0.9444444444444444,768,NA,FALSE,1.02768125,1.009251029592417,1.1304652721678898,NA,TRUE,FALSE,ICOS,EUF,v1.3,EUF_IT-PT1_FLUXNET_2002-2004_v1.3_r1.zip,luWKnq47m8-eiwpb7TlQmKUQ
IT-Ren,30,866.1938666666667,22,1132.142590909091,110,2.393072727272727,875.6279999999999,264,110,0.5833333333333333,684,970.8,FALSE,1.2663653021442496,0.7650925542613214,0.9892258660831618,0.8922474934761709,FALSE,FALSE,ICOS,ICOS,v1.3,ICOS_IT-Ren_FLUXNET_1999-2025_v1.3_r1.zip,pNTPZfSPE9VmxdZ-g9ijYCSc
IT-Ro1,30,860.8764666666666,9,805.5113333333334,16,1.7233749999999999,629.6685,108,16,0.8518518518518519,379,NA,FALSE,2.2714418645558485,1.068732904233915,1.3671899843594948,NA,FALSE,FALSE,ICOS,EUF,v1.3,EUF_IT-Ro1_FLUXNET_2000-2008_v1.3_r1.zip,bWEnFVz5SrMe27oyKA5hHirX
IT-Ro2,30,793.803,11,792.8901818181819,14,2.2192857142857143,808.8094285714286,132,14,0.8939393939393939,379,NA,FALSE,2.0944670184696568,1.0011512542376613,0.9814462739412745,NA,FALSE,FALSE,ICOS,EUF,v1.3,EUF_IT-Ro2_FLUXNET_2002-2012_v1.3_r2.zip,GGulpe22_jQxGfff-1ulxR8a
IT-SR2,30,974.5438,8,1086.39475,3,1.8033333333333332,661.7040000000001,96,3,0.96875,886,950,FALSE,1.0999365688487586,0.8970439152066964,1.4727790673775585,1.0258355789473685,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_IT-SR2_FLUXNET_2013-2025_v1.3_r1.zip,xmKHyUZQfcLwolbWA7E2YEYg
IT-SRo,30,913.3800333333334,14,887.778,21,2.528285714285714,920.9108571428573,168,21,0.875,886,920,FALSE,1.0309029721595184,1.0288383282006688,0.9918224182600166,0.992804384057971,FALSE,FALSE,ICOS,EUF,v1.3,EUF_IT-SRo_FLUXNET_1999-2012_v1.3_r1.zip,I0dHiKkliSYYaY8YAFuTO2MB
IT-Tor,30,851.8813,13,838.8596923076923,5,2.1698,796.8096,156,5,0.967948717948718,1272,945,FALSE,0.6697180031446541,1.015522986515761,1.0691152566434943,0.9014616931216931,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_IT-Tor_FLUXNET_2008-2024_v1.3_r1.zip,jpLpilIX0DYcAXQubpEJEEBn
IT-TrF,30,926.6391666666667,9,934.1703333333334,5,2.2876,840.3408000000001,108,5,0.9537037037037037,1092,885,FALSE,0.8485706654456655,0.9919381226335954,1.1026944861735462,1.0470499058380416,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_IT-TrF_FLUXNET_2012-2024_v1.3_r1.zip,YwbRGa_5X4xiWtFOUz2_TvxL
JP-Api,30,5371.734,21,5389.958333333333,252,14.727595238095239,5389.958333333334,252,252,0,1478,1869,TRUE,3.6344614343707717,0.996618835952659,0.9966188359526589,2.8741219903691815,FALSE,FALSE,ICOS,JPF,v1.3,JPF_JP-Api_FLUXNET_2000-2022_v1.3_r2.zip,6FLIvFghC2kn5jdWiKfUjx9S
JP-BBY,30,4008.1986666666667,7,4014.731142857143,84,10.958773809523809,4014.731142857143,84,84,0,1154,1170,FALSE,3.473309069901791,0.9983728733113054,0.9983728733113054,3.425810826210826,FALSE,FALSE,ICOS,JPF,v1.3,JPF_JP-BBY_FLUXNET_2014-2020_v1.3_r1.zip,pMEqkfODsJGzX9RKz9kSDRtA
JP-Fhk,30,1844.7290333333333,15,1864.8458666666666,NA,NA,NA,180,0,1,1693,1831,FALSE,1.089621401850758,0.9892126026644276,NA,1.0074981066812307,TRUE,FALSE,ICOS,JPF,v1.3,JPF_JP-Fhk_FLUXNET_2006-2023_v1.3_r1.zip,5HO9DkOtLv80oPgti-3L_1gg
JP-Fjy,30,1969.4295333333332,20,1990.00175,NA,NA,NA,240,0,1,1693,1954,FALSE,1.163277928726127,0.9896622117710868,NA,1.0078963834868644,TRUE,FALSE,ICOS,JPF,v1.3,JPF_JP-Fjy_FLUXNET_2001-2021_v1.3_r1.zip,rPUO8Mfj9nIziKi_4d2XRkCh
