site_id,year,n_months,map_a,map_b,map_c,bio12_mm,ratio_to_bio12,flag_absolute,flag_relative
AR-Bal,1991,12,476.297,15.602,474.885875,835,0.5704155688622755,FALSE,FALSE
AR-Bal,1992,12,414.48,13.619,414.5283125,835,0.4963832335329342,FALSE,TRUE
AR-Bal,1993,12,517.421,17.039,518.6245625,835,0.6196658682634731,FALSE,FALSE
AR-Bal,1994,12,354.063,11.627,353.8968125,835,0.42402754491017963,FALSE,TRUE
AR-Bal,1995,12,352.03,11.636,354.17075,835,0.42159281437125745,FALSE,TRUE
AR-Bal,1996,12,485.366,15.918,484.504125,835,0.5812766467065869,FALSE,FALSE
AR-Bal,1997,12,462.41099999999994,15.27,464.780625,835,0.5537856287425149,FALSE,FALSE
AR-Bal,1998,12,364.25999999999993,12.015,365.7065625,835,0.43623952095808377,FALSE,TRUE
AR-Bal,1999,12,328.837,10.757,327.4161875,835,0.39381676646706587,FALSE,TRUE
AR-Bal,2000,12,450.5259999999999,14.886000000000005,453.092625,835,0.5395520958083831,FALSE,FALSE
AR-Bal,2001,12,604.538,19.751,601.1710625000001,835,0.7239976047904192,FALSE,FALSE
AR-Bal,2002,12,557.051,18.273,556.1844375000001,835,0.6671269461077844,FALSE,FALSE
AR-Bal,2003,12,451.287,14.828999999999995,451.35768749999994,835,0.5404634730538922,FALSE,FALSE
AR-Bal,2004,12,386.33699999999993,12.689,386.2214375,835,0.4626790419161676,FALSE,TRUE
AR-Bal,2005,12,378.621,12.470000000000002,379.555625,835,0.45343832335329337,FALSE,TRUE
AR-Bal,2006,12,382.14,12.635000000000002,384.5778125,835,0.45765269461077845,FALSE,TRUE
AR-Bal,2007,12,449.97099999999995,14.993,456.3494375,835,0.5388874251497006,FALSE,FALSE
AR-Bal,2008,12,361.13,11.841,360.4104375,835,0.43249101796407186,FALSE,TRUE
AR-Bal,2009,12,322.22200000000004,10.613,323.0331875,835,0.38589461077844317,FALSE,TRUE
AR-Bal,2010,12,468.49700000000007,15.552,473.364,835,0.5610742514970061,FALSE,FALSE
AR-Bal,2011,12,395.74999999999994,13.044999999999998,397.0571875,835,0.47395209580838316,FALSE,TRUE
AR-Bal,2012,12,515.763,16.871999999999996,513.5414999999999,835,0.6176802395209581,FALSE,FALSE
AR-Bal,2013,12,349.28200000000004,11.508,350.27475,835,0.4183017964071857,FALSE,TRUE
AR-Bal,2014,12,474.845,15.612,475.19025,835,0.5686766467065869,FALSE,FALSE
AR-Bal,2015,12,351.303,11.491,349.7573125,835,0.42072215568862276,FALSE,TRUE
AR-Bal,2016,12,386.5789999999999,12.666999999999998,385.5518125,835,0.462968862275449,FALSE,TRUE
AR-Bal,2017,12,488.285,16.121000000000002,490.6829375,835,0.5847724550898203,FALSE,FALSE
AR-Bal,2018,12,378.9380000000001,12.451,378.9773125,835,0.45381796407185643,FALSE,TRUE
AR-Bal,2019,12,371.0079999999999,12.23,372.250625,835,0.44432095808383226,FALSE,TRUE
AR-Bal,2020,12,391.6360000000001,12.865,391.5784375,835,0.4690251497005989,FALSE,TRUE
AR-CCa,1991,12,3756.448,123.474,3758.239875,1018,3.6900275049115914,FALSE,TRUE
AR-CCa,1992,12,3505.674,114.739,3492.3683125,1018,3.443687622789784,FALSE,TRUE
AR-CCa,1993,12,4988.53,164.216,4998.3245,1018,4.9003241650294695,FALSE,TRUE
AR-CCa,1994,12,2922.9019999999996,96.097,2924.9524375,1018,2.8712200392927305,FALSE,TRUE
AR-CCa,1995,12,2880.7699999999995,94.914,2888.944875,1018,2.829833005893909,FALSE,TRUE
AR-CCa,1996,12,3991.494999999999,131.379,3998.8483125,1018,3.9209184675834963,FALSE,TRUE
AR-CCa,1997,12,4003.591,131.355,3998.1178125,1018,3.9328005893909626,FALSE,TRUE
AR-CCa,1998,12,3680.5279999999993,121.41400000000002,3695.538625,1018,3.615449901768172,FALSE,TRUE
AR-CCa,1999,12,3518.429,115.179,3505.7608125,1018,3.4562170923379174,FALSE,TRUE
AR-CCa,2000,12,4137.071999999999,136.30700000000002,4148.8443125,1018,4.06392141453831,FALSE,TRUE
AR-CCa,2001,12,5280.2570000000005,173.46999999999997,5279.993125,1018,5.186892927308448,TRUE,TRUE
AR-CCa,2002,12,4598.236,150.349,4576.247687499999,1018,4.516931237721021,FALSE,TRUE
AR-CCa,2003,12,3891.483,129.489,3941.3214375,1018,3.8226748526522596,FALSE,TRUE
AR-CCa,2004,12,3330.5,108.775,3310.8390625,1018,3.2716110019646365,FALSE,TRUE
AR-CCa,2005,12,3055.421,100.533,3059.9731875,1018,3.001395874263261,FALSE,TRUE
AR-CCa,2006,12,3571.313,117.443,3574.6713125,1018,3.5081660117878193,FALSE,TRUE
AR-CCa,2007,12,3302.1340000000005,109.67300000000002,3338.1719375,1018,3.2437465618860517,FALSE,TRUE
AR-CCa,2008,12,3182.05,104.437,3178.8011875,1018,3.125785854616896,FALSE,TRUE
AR-CCa,2009,12,2922.7920000000004,96.456,2935.8795,1018,2.871111984282908,FALSE,TRUE
AR-CCa,2010,12,2839.232,95.06199999999998,2893.449625,1018,2.7890294695481335,FALSE,TRUE
AR-CCa,2011,12,2548.431,84.03099999999999,2557.6935625,1018,2.503370333988212,FALSE,TRUE
AR-CCa,2012,12,4406.028,144.155,4387.7178125,1018,4.328121807465619,FALSE,TRUE
AR-CCa,2013,12,2382.7999999999997,78.28699999999999,2382.8605625,1018,2.340667976424361,FALSE,TRUE
AR-CCa,2014,12,4195.478,139.574,4248.283625,1018,4.121294695481336,FALSE,TRUE
AR-CCa,2015,12,3213.076,105.219,3202.6033125,1018,3.1562632612966603,FALSE,TRUE
AR-CCa,2016,12,3496.586,114.97700000000005,3499.6124374999995,1018,3.4347603143418466,FALSE,TRUE
AR-CCa,2017,12,3515.6790000000005,116.358,3541.6466250000003,1018,3.4535157170923383,FALSE,TRUE
AR-CCa,2018,12,3962.764,130.317,3966.5236875,1018,3.892695481335953,FALSE,TRUE
AR-CCa,2019,12,2611.039,85.39099999999999,2599.0885624999996,1018,2.5648713163064834,FALSE,TRUE
AR-CCa,2020,12,2953.37,96.899,2949.3633125,1018,2.90114931237721,FALSE,TRUE
AR-CCg,1991,12,3454.993,113.642,3458.9783749999997,1004,3.441228087649402,FALSE,TRUE
AR-CCg,1992,12,3354.3019999999997,109.90400000000002,3345.203,1004,3.3409382470119517,FALSE,TRUE
AR-CCg,1993,12,4308.57,141.752,4314.5765,1004,4.29140438247012,FALSE,TRUE
AR-CCg,1994,12,3060.096,100.647,3063.4430625,1004,3.0479043824701195,FALSE,TRUE
AR-CCg,1995,12,3002.609,98.93399999999998,3011.303625,1004,2.9906464143426295,FALSE,TRUE
AR-CCg,1996,12,3755.985,123.43,3756.900625,1004,3.7410209163346613,FALSE,TRUE
AR-CCg,1997,12,4176.919,137.196,4175.90325,1004,4.160277888446215,FALSE,TRUE
AR-CCg,1998,12,3000.508,99.255,3021.0740625,1004,2.9885537848605574,FALSE,TRUE
AR-CCg,1999,12,3347.1569999999997,109.821,3342.6766875,1004,3.33382171314741,FALSE,TRUE
AR-CCg,2000,12,3821.948,125.843,3830.3463125,1004,3.8067211155378486,FALSE,TRUE
AR-CCg,2001,12,5153.880000000001,169.02499999999998,5144.6984375,1004,5.133346613545818,TRUE,TRUE
AR-CCg,2002,12,5063.606,166.08000000000004,5055.06,1004,5.043432270916335,TRUE,TRUE
AR-CCg,2003,12,3840.175,127.507,3880.9943125,1004,3.8248754980079682,FALSE,TRUE
AR-CCg,2004,12,3216.5350000000003,104.977,3195.2374375,1004,3.2037201195219125,FALSE,TRUE
AR-CCg,2005,12,2656.653,87.52799999999999,2664.1335000000004,1004,2.6460687250996013,FALSE,TRUE
AR-CCg,2006,12,3487.8140000000003,115.359,3511.2395625000004,1004,3.4739183266932274,FALSE,TRUE
AR-CCg,2007,12,3459.8639999999996,114.613,3488.5331874999997,1004,3.4460796812749,FALSE,TRUE
AR-CCg,2008,12,3383.336,111.042,3379.8408750000003,1004,3.369856573705179,FALSE,TRUE
AR-CCg,2009,12,2378.485,78.193,2379.9994375,1004,2.3690089641434264,FALSE,TRUE
AR-CCg,2010,12,3134.832,104.936,3193.9894999999997,1004,3.1223426294820715,FALSE,TRUE
AR-CCg,2011,12,2497.4060000000004,82.321,2505.6454375,1004,2.487456175298805,FALSE,TRUE
AR-CCg,2012,12,5358.236000000001,174.838,5321.631625,1004,5.3368884462151405,TRUE,TRUE
AR-CCg,2013,12,2230.4559999999997,73.215,2228.4815625,1004,2.2215697211155376,FALSE,TRUE
AR-CCg,2014,12,3584.0019999999995,118.833,3616.9794375,1004,3.5697231075697204,FALSE,TRUE
AR-CCg,2015,12,3294.467,108.07,3289.380625,1004,3.2813416334661354,FALSE,TRUE
AR-CCg,2016,12,3275.8869999999997,107.95000000000002,3285.728125,1004,3.2628356573705175,FALSE,TRUE
AR-CCg,2017,12,3596.275,118.986,3621.636375,1004,3.5819472111553785,FALSE,TRUE
AR-CCg,2018,12,3473.1539999999995,114.035,3470.9403125000003,1004,3.4593167330677286,FALSE,TRUE
AR-CCg,2019,12,2467.4619999999995,81.173,2470.7031875,1004,2.4576314741035854,FALSE,TRUE
AR-CCg,2020,12,2975.1380000000004,98.089,2985.5839375,1004,2.9632848605577693,FALSE,TRUE
AR-TF1,1991,12,3933.745,129.34400000000002,3936.908,658,5.978335866261398,FALSE,TRUE
AR-TF1,1992,12,3697.285,121.068,3685.00725,658,5.618974164133738,FALSE,TRUE
AR-TF1,1993,12,3357.3790000000004,110.48000000000002,3362.735,658,5.102399696048633,FALSE,TRUE
AR-TF1,1994,12,3578.237,117.842,3586.815875,658,5.438050151975684,FALSE,TRUE
AR-TF1,1995,12,3570.955,117.598,3579.389125,658,5.426983282674772,FALSE,TRUE
AR-TF1,1996,12,3593.147,117.91700000000002,3589.0986875,658,5.460709726443769,FALSE,TRUE
AR-TF1,1997,12,3849.079999999999,126.796,3859.35325,658,5.849665653495439,FALSE,TRUE
AR-TF1,1998,12,3028.6719999999996,99.366,3024.452625,658,4.602844984802431,FALSE,TRUE
AR-TF1,1999,12,3543.9849999999997,116.979,3560.5483125,658,5.3859954407294826,FALSE,TRUE
AR-TF1,2000,12,3698.901,120.948,3681.35475,658,5.6214300911854105,FALSE,TRUE
AR-TF1,2001,12,3095.086,102.207,3110.9255625,658,4.703778115501519,FALSE,TRUE
AR-TF1,2002,12,3735.085,123.08,3746.2475,658,5.676420972644377,FALSE,TRUE
AR-TF1,2003,12,3837.3939999999993,126.002,3835.185875,658,5.831905775075986,FALSE,TRUE
AR-TF1,2004,12,3088.2039999999997,101.30800000000002,3083.5622500000004,658,4.69331914893617,FALSE,TRUE
AR-TF1,2005,12,3529.3320000000003,115.65500000000002,3520.2490625,658,5.363726443768997,FALSE,TRUE
AR-TF1,2006,12,3974.320999999999,130.747,3979.6118125,658,6.040001519756838,FALSE,TRUE
AR-TF1,2007,12,4097.411999999999,135.31900000000002,4118.7720625,658,6.227069908814589,FALSE,TRUE
AR-TF1,2008,12,3405.7660000000005,111.753,3401.4819374999997,658,5.175936170212767,FALSE,TRUE
AR-TF1,2009,12,4134.3499999999995,136.02399999999997,4140.2305,658,6.28320668693009,FALSE,TRUE
AR-TF1,2010,12,3474.209,114.636,3489.23325,658,5.279952887537994,FALSE,TRUE
AR-TF1,2011,12,2889.767,94.942,2889.797125,658,4.391743161094225,FALSE,TRUE
AR-TF1,2012,12,3534.64,116.163,3535.7113124999996,658,5.371793313069909,FALSE,TRUE
AR-TF1,2013,12,3490.991,114.766,3493.190125,658,5.305457446808511,FALSE,TRUE
AR-TF1,2014,12,3948.507,129.747,3949.1743125,658,6.000770516717325,FALSE,TRUE
AR-TF1,2015,12,3391.479,112.02,3409.6087500000003,658,5.154223404255319,FALSE,TRUE
AR-TF1,2016,12,3409.193,111.808,3403.1560000000004,658,5.181144376899696,FALSE,TRUE
AR-TF1,2017,12,3746.916,123.591,3761.8010625,658,5.694401215805471,FALSE,TRUE
AR-TF1,2018,12,3134.568,103.059,3136.8583125,658,4.763781155015198,FALSE,TRUE
AR-TF1,2019,12,3883.7239999999993,128.305,3905.2834375,658,5.902316109422491,FALSE,TRUE
AR-TF1,2020,12,3948.41,129.53,3942.569375,658,6.000623100303951,FALSE,TRUE
AR-TF2,1991,12,4061.714,133.71699999999998,4070.0111875,596,6.814956375838926,FALSE,TRUE
AR-TF2,1992,12,3333.664,109.139,3321.9183125,596,5.5933959731543625,FALSE,TRUE
AR-TF2,1993,12,3893.218,128.314,3905.557375,596,6.532244966442953,FALSE,TRUE
AR-TF2,1994,12,3385.8400000000006,111.711,3400.2035625000003,596,5.6809395973154375,FALSE,TRUE
AR-TF2,1995,12,3693.672,121.412,3695.47775,596,6.197436241610738,FALSE,TRUE
AR-TF2,1996,12,4012.315,131.617,4006.092437499999,596,6.732072147651007,FALSE,TRUE
AR-TF2,1997,12,3777.481,124.12000000000002,3777.9025,596,6.338055369127517,FALSE,TRUE
AR-TF2,1998,12,3775.489,123.499,3759.0008125,596,6.334713087248322,FALSE,TRUE
AR-TF2,1999,12,4031.683,133.27599999999998,4056.58825,596,6.764568791946309,FALSE,TRUE
AR-TF2,2000,12,3632.686,118.87,3618.105625,596,6.095110738255034,FALSE,TRUE
AR-TF2,2001,12,3766.065000000001,124.319,3783.9595625,596,6.318901006711411,FALSE,TRUE
AR-TF2,2002,12,3028.1890000000003,99.669,3033.6751875,596,5.080854026845638,FALSE,TRUE
AR-TF2,2003,12,4027.689,132.23000000000002,4024.750625,596,6.757867449664429,FALSE,TRUE
AR-TF2,2004,12,3698.954999999999,121.218,3689.572875,596,6.206300335570468,FALSE,TRUE
AR-TF2,2005,12,3536.302,116.026,3531.541375,596,5.933392617449664,FALSE,TRUE
AR-TF2,2006,12,4119.43,135.437,4122.363687499999,596,6.911795302013424,FALSE,TRUE
AR-TF2,2007,12,4287.689,141.356,4302.52325,596,7.194109060402685,FALSE,TRUE
AR-TF2,2008,12,3774.603,123.60499999999998,3762.2271875,596,6.333226510067115,FALSE,TRUE
AR-TF2,2009,12,4356.307000000001,143.331,4362.6373125,596,7.309239932885907,FALSE,TRUE
AR-TF2,2010,12,4033.053,132.78,4041.49125,596,6.76686744966443,FALSE,TRUE
AR-TF2,2011,12,3374.6659999999997,110.947,3376.9493124999995,596,5.6621912751677845,FALSE,TRUE
AR-TF2,2012,12,4179.318,137.24499999999998,4177.3946875,596,7.012278523489933,FALSE,TRUE
AR-TF2,2013,12,4080.981,134.136,4082.7645,596,6.84728355704698,FALSE,TRUE
AR-TF2,2014,12,4235.784,138.90400000000002,4227.8904999999995,596,7.107020134228187,FALSE,TRUE
AR-TF2,2015,12,3925.906,129.56700000000004,3943.6955625,596,6.587090604026845,FALSE,TRUE
AR-TF2,2016,12,3491.353,114.668,3490.2072500000004,596,5.857974832214765,FALSE,TRUE
AR-TF2,2017,12,4243.717000000001,139.83499999999998,4256.2278125,596,7.1203305369127525,FALSE,TRUE
AR-TF2,2018,12,3619.478,119.052,3623.64525,596,6.07294966442953,FALSE,TRUE
AR-TF2,2019,12,4045.542,133.10600000000002,4051.413875,596,6.787822147651006,FALSE,TRUE
AR-TF2,2020,12,4061.049,133.11799999999997,4051.779125,596,6.813840604026845,FALSE,TRUE
AT-Mmg,1991,12,785.852,25.723999999999997,782.9742500000001,1150,0.6833495652173913,FALSE,FALSE
AT-Mmg,1992,12,758.652,24.914,758.3198749999999,1150,0.6596973913043479,FALSE,FALSE
AT-Mmg,1993,12,807.1230000000002,26.415,804.0065625,1150,0.7018460869565218,FALSE,FALSE
AT-Mmg,1994,12,740.7009999999999,24.276,738.90075,1150,0.6440878260869565,FALSE,FALSE
AT-Mmg,1995,12,861.754,28.305000000000003,861.5334375,1150,0.7493513043478262,FALSE,FALSE
AT-Mmg,1996,12,814.9680000000001,26.668999999999997,811.7376875,1150,0.7086678260869566,FALSE,FALSE
AT-Mmg,1997,12,761.432,24.986000000000004,760.511375,1150,0.6621147826086957,FALSE,FALSE
AT-Mmg,1998,12,834.906,27.352,832.5264999999999,1150,0.7260052173913043,FALSE,FALSE
AT-Mmg,1999,12,1012.828,33.438,1017.769125,1150,0.88072,FALSE,FALSE
AT-Mmg,2000,12,942.595,30.829,938.3576875,1150,0.8196478260869565,FALSE,FALSE
AT-Mmg,2001,12,921.718,30.383000000000003,924.7825625,1150,0.8014939130434783,FALSE,FALSE
AT-Mmg,2002,12,852.1759999999999,27.986,851.823875,1150,0.7410226086956521,FALSE,FALSE
AT-Mmg,2003,12,636.824,20.849,634.5914375,1150,0.5537599999999999,FALSE,FALSE
AT-Mmg,2004,12,738.824,24.182,736.039625,1150,0.642455652173913,FALSE,FALSE
AT-Mmg,2005,12,812.858,26.633,810.6419374999999,1150,0.7068330434782608,FALSE,FALSE
AT-Mmg,2006,12,701.9889999999999,23.020000000000003,700.67125,1150,0.6104252173913043,FALSE,FALSE
AT-Mmg,2007,12,821.127,26.926,819.560125,1150,0.7140234782608695,FALSE,FALSE
AT-Mmg,2008,12,814.3960000000001,26.632,810.6115,1150,0.7081704347826088,FALSE,FALSE
AT-Mmg,2009,12,815.66,26.801000000000005,815.7554375000001,1150,0.7092695652173913,FALSE,FALSE
AT-Mmg,2010,12,873.5969999999999,28.580999999999996,869.9341874999999,1150,0.7596495652173912,FALSE,FALSE
AT-Mmg,2011,12,680.1650000000001,22.232,676.6865,1150,0.5914478260869566,FALSE,FALSE
AT-Mmg,2012,12,869.83,28.461,866.2816875,1150,0.7563739130434783,FALSE,FALSE
AT-Mmg,2013,12,862.309,28.311000000000003,861.7160624999999,1150,0.7498339130434782,FALSE,FALSE
AT-Mmg,2014,12,795.24,26.053000000000004,792.9881875,1150,0.6915130434782609,FALSE,FALSE
AT-Mmg,2015,12,727.506,23.818,724.960375,1150,0.6326139130434782,FALSE,FALSE
AT-Mmg,2016,12,844.48,27.696000000000005,842.997,1150,0.7343304347826087,FALSE,FALSE
AT-Mmg,2017,12,873.7090000000001,28.64,871.73,1150,0.7597469565217392,FALSE,FALSE
AT-Mmg,2018,12,716.173,23.403,712.3288125,1150,0.6227591304347826,FALSE,FALSE
AT-Mmg,2019,12,868.0400000000001,28.402,864.485875,1150,0.7548173913043479,FALSE,FALSE
AT-Mmg,2020,12,830.677,27.237,829.0261875000001,1150,0.7223278260869566,FALSE,FALSE
AT-Neu,1991,12,692.543,22.697000000000003,690.8399375,997,0.6946268806419258,FALSE,FALSE
AT-Neu,1992,12,697.7930000000001,22.890000000000004,696.714375,997,0.6998926780341024,FALSE,FALSE
AT-Neu,1993,12,742.266,24.28,739.0225,997,0.7444994984954865,FALSE,FALSE
AT-Neu,1994,12,672.9619999999999,22.06,671.45125,997,0.6749869608826479,FALSE,FALSE
AT-Neu,1995,12,702.8809999999999,23.083,702.5888124999999,997,0.7049959879638915,FALSE,FALSE
AT-Neu,1996,12,739.4799999999999,24.166,735.552625,997,0.741705115346038,FALSE,FALSE
AT-Neu,1997,12,756.268,24.838,756.006625,997,0.7585436308926781,FALSE,FALSE
AT-Neu,1998,12,800.3320000000001,26.227000000000004,798.2843125000002,997,0.802740220661986,FALSE,FALSE
AT-Neu,1999,12,927.65,30.561000000000003,930.2004375,997,0.9304413239719157,FALSE,FALSE
AT-Neu,2000,12,925.102,30.261000000000003,921.0691875,997,0.9278856569709127,FALSE,FALSE
AT-Neu,2001,12,847.606,27.888,848.8409999999999,997,0.8501564694082246,FALSE,FALSE
AT-Neu,2002,12,761.827,25.049,762.4289375000001,997,0.7641193580742227,FALSE,FALSE
AT-Neu,2003,12,657.12,21.487,654.0105625,997,0.6590972918756269,FALSE,FALSE
AT-Neu,2004,12,707.008,23.118,703.654125,997,0.709135406218656,FALSE,FALSE
AT-Neu,2005,12,704.9190000000001,23.079,702.4670625,997,0.7070401203610833,FALSE,FALSE
AT-Neu,2006,12,690.9899999999999,22.633,688.8919375,997,0.6930692076228685,FALSE,FALSE
AT-Neu,2007,12,751.9209999999999,24.669,750.8626874999999,997,0.7541835506519557,FALSE,FALSE
AT-Neu,2008,12,831.5649999999999,27.187,827.5043125,997,0.8340672016048144,FALSE,FALSE
AT-Neu,2009,12,771.6890000000001,25.346000000000004,771.4688749999999,997,0.774011033099298,FALSE,FALSE
AT-Neu,2010,12,805.9649999999998,26.417,804.0674375000001,997,0.8083901705115344,FALSE,FALSE
AT-Neu,2011,12,670.342,21.912,666.9465,997,0.6723590772316951,FALSE,FALSE
AT-Neu,2012,12,873.177,28.581000000000003,869.9341874999999,997,0.8758044132397191,FALSE,FALSE
AT-Neu,2013,12,795.593,26.106000000000005,794.601375,997,0.7979869608826479,FALSE,FALSE
AT-Neu,2014,12,767.8030000000001,25.22499999999999,767.7859375,997,0.7701133400200603,FALSE,FALSE
AT-Neu,2015,12,688.4889999999999,22.531,685.7873125,997,0.6905606820461383,FALSE,FALSE
AT-Neu,2016,12,814.301,26.732,813.6552499999999,997,0.8167512537612839,FALSE,FALSE
AT-Neu,2017,12,872.374,28.586,870.086375,997,0.8749989969909729,FALSE,FALSE
AT-Neu,2018,12,690.611,22.547,686.2743125000001,997,0.6926890672016048,FALSE,FALSE
AT-Neu,2019,12,897.78999999999985,29.40600000000001,895.045125,997,0.9004914744232697,FALSE,FALSE
AT-Neu,2020,12,830.501,27.142000000000003,826.1346249999999,997,0.833,FALSE,FALSE
AT-Nsd,1991,12,519.497,16.988000000000003,517.0722499999999,576,0.9019045138888888,FALSE,FALSE
AT-Nsd,1992,12,422.537,13.868999999999998,422.1376875,576,0.7335711805555555,FALSE,FALSE
AT-Nsd,1993,12,428.902,14.067999999999998,428.19475000000006,576,0.7446215277777778,FALSE,FALSE
AT-Nsd,1994,12,438.807,14.364,437.20425,576,0.7618177083333334,FALSE,FALSE
AT-Nsd,1995,12,580.464,19.148,582.8172500000001,576,1.0077500000000001,FALSE,FALSE
AT-Nsd,1996,12,583.082,19.113,581.7519375,576,1.0122951388888888,FALSE,FALSE
AT-Nsd,1997,12,504.546,16.502,502.279625,576,0.8759479166666666,FALSE,FALSE
AT-Nsd,1998,12,518.885,17.003,517.5288125,576,0.9008420138888888,FALSE,FALSE
AT-Nsd,1999,12,584.4749999999999,19.237,585.5261875,576,1.0147135416666666,FALSE,FALSE
AT-Nsd,2000,12,423.24000000000007,13.829,420.9201875,576,0.7347916666666667,FALSE,FALSE
AT-Nsd,2001,12,399.21899999999994,13.11,399.035625,576,0.6930885416666666,FALSE,FALSE
AT-Nsd,2002,12,515.998,16.909,514.6676874999999,576,0.8958298611111112,FALSE,FALSE
AT-Nsd,2003,12,325.489,10.637,323.7636875,576,0.5650850694444444,FALSE,FALSE
AT-Nsd,2004,12,466.015,15.328,466.5460000000001,576,0.8090538194444444,FALSE,FALSE
AT-Nsd,2005,12,526.6070000000001,17.264999999999997,525.5034375,576,0.914248263888889,FALSE,FALSE
AT-Nsd,2006,12,463.423,15.208000000000002,462.8935,576,0.8045538194444445,FALSE,FALSE
AT-Nsd,2007,12,516.9449999999999,16.948999999999998,515.8851875,576,0.8974739583333332,FALSE,FALSE
AT-Nsd,2008,12,492.506,16.102,490.10462500000006,576,0.8550451388888889,FALSE,FALSE
AT-Nsd,2009,12,578.292,19.007,578.5255625,576,1.0039791666666666,FALSE,FALSE
AT-Nsd,2010,12,642.706,21.066,641.196375,576,1.115809027777778,FALSE,FALSE
AT-Nsd,2011,12,379.726,12.378,376.755375,576,0.6592465277777778,FALSE,FALSE
AT-Nsd,2012,12,414.638,13.578999999999995,413.3108125,576,0.7198576388888889,FALSE,FALSE
AT-Nsd,2013,12,526.2700000000001,17.371,528.7298125,576,0.9136631944444447,FALSE,FALSE
AT-Nsd,2014,12,642.601,21.103999999999996,642.353,576,1.1156267361111112,FALSE,FALSE
AT-Nsd,2015,12,418.561,13.688000000000002,416.6285,576,0.7266684027777778,FALSE,FALSE
AT-Nsd,2016,12,527.41,17.345,527.9384375000001,576,0.9156423611111111,FALSE,FALSE
AT-Nsd,2017,12,416.312,13.717,417.5111874999999,576,0.7227638888888889,FALSE,FALSE
AT-Nsd,2018,12,487.789,16.052999999999997,488.6131875,576,0.8468559027777778,FALSE,FALSE
AT-Nsd,2019,12,480.669,15.725,478.6296875,576,0.8344947916666666,FALSE,FALSE
AT-Nsd,2020,12,497.129,16.244,494.42675,576,0.8630711805555555,FALSE,FALSE
AT-PsM,1991,12,1261.654,41.24,1255.2425,1165,1.0829648068669528,FALSE,FALSE
AT-PsM,1992,12,1112.347,36.574000000000005,1113.221125,1165,0.9548042918454935,FALSE,FALSE
AT-PsM,1993,12,1182.0259999999998,38.683,1177.4138125,1165,1.0146145922746779,FALSE,FALSE
AT-PsM,1994,12,1147.972,37.565,1143.3846875,1165,0.9853836909871244,FALSE,FALSE
AT-PsM,1995,12,1302.6470000000002,42.857000000000006,1304.4599375,1165,1.1181519313304722,FALSE,FALSE
AT-PsM,1996,12,1295.507,42.482000000000006,1293.045875,1165,1.1120231759656654,FALSE,FALSE
AT-PsM,1997,12,1314.996,43.07300000000001,1311.0344375,1165,1.1287519313304721,FALSE,FALSE
AT-PsM,1998,12,1321.5159999999998,43.2,1314.9,1165,1.1343484978540772,FALSE,FALSE
AT-PsM,1999,12,1297.526,42.764,1301.62925,1165,1.1137562231759657,FALSE,FALSE
AT-PsM,2000,12,1251.5269999999998,40.92099999999999,1245.5329375,1165,1.0742721030042917,FALSE,FALSE
AT-PsM,2001,12,1228.481,40.49000000000001,1232.414375,1165,1.0544901287553647,FALSE,FALSE
AT-PsM,2002,12,1258.107,41.287,1256.6730625,1165,1.0799201716738198,FALSE,FALSE
AT-PsM,2003,12,1023.797,33.516,1020.14325,1165,0.8787957081545065,FALSE,FALSE
AT-PsM,2004,12,1297.161,42.561,1295.4504375,1165,1.1134429184549357,FALSE,FALSE
AT-PsM,2005,12,1310.273,43.062,1310.699625,1165,1.1246978540772532,FALSE,FALSE
AT-PsM,2006,12,1236.633,40.583,1235.2450625,1165,1.0614875536480688,FALSE,FALSE
AT-PsM,2007,12,1353.7309999999998,44.43599999999999,1352.52075,1165,1.1620008583690986,FALSE,FALSE
AT-PsM,2008,12,1263.8369999999998,41.319,1257.6470625,1165,1.0848386266094419,FALSE,FALSE
AT-PsM,2009,12,1393.385,45.84,1395.255,1165,1.196038626609442,FALSE,FALSE
AT-PsM,2010,12,1231.563,40.36599999999999,1228.640125,1165,1.0571356223175967,FALSE,FALSE
AT-PsM,2011,12,1025.9840000000002,33.509,1019.9301875,1165,0.8806729613733907,FALSE,FALSE
AT-PsM,2012,12,1389.673,45.482000000000006,1384.358375,1165,1.1928523605150214,FALSE,FALSE
AT-PsM,2013,12,1338.997,44.074,1341.502375,1165,1.1493536480686697,FALSE,FALSE
AT-PsM,2014,12,1374.4970000000003,45.044999999999995,1371.0571875,1165,1.1798257510729617,FALSE,FALSE
AT-PsM,2015,12,1139.295,37.325,1136.0796875,1165,0.9779356223175967,FALSE,FALSE
AT-PsM,2016,12,1352.8169999999998,44.369,1350.4814375,1165,1.1612163090128753,FALSE,FALSE
AT-PsM,2017,12,1364.7800000000002,44.71199999999999,1360.9215,1165,1.1714849785407726,FALSE,FALSE
AT-PsM,2018,12,1248.412,40.844,1243.18925,1165,1.0715982832618025,FALSE,FALSE
AT-PsM,2019,12,1258.072,41.153,1252.5944375,1165,1.0798901287553646,FALSE,FALSE
AT-PsM,2020,12,1320.554,43.322,1318.613375,1165,1.133522746781116,FALSE,FALSE
AT-Zoe,1991,12,1760.798,57.479000000000006,1749.5170625,936,1.8811944444444444,FALSE,FALSE
AT-Zoe,1992,12,1577.9539999999995,51.944,1581.0455000000002,936,1.6858482905982901,FALSE,FALSE
AT-Zoe,1993,12,1680.5580000000004,55.07899999999999,1676.4670625,936,1.7954679487179492,FALSE,FALSE
