site_id,year,n_months,map_a,map_b,map_c,bio12_mm,ratio_to_bio12,flag_absolute,flag_relative
AU-Lon,2020,12,195.741,6.389000000000001,194.4651875,419,0.4671622911694511,FALSE,TRUE
AU-Lox,1991,12,148.559,4.877999999999999,148.474125,277,0.5363140794223826,FALSE,FALSE
AU-Lox,1992,12,254.331,8.33,253.544375,277,0.9181624548736461,FALSE,FALSE
AU-Lox,1993,12,195.808,6.367,193.7955625,277,0.7068880866425993,FALSE,FALSE
AU-Lox,1994,12,85.463,2.832,86.199,277,0.3085306859205776,FALSE,TRUE
AU-Lox,1995,12,185.226,6.072000000000001,184.8165,277,0.6686859205776173,FALSE,FALSE
AU-Lox,1996,12,158.73999999999998,5.218000000000001,158.822875,277,0.5730685920577616,FALSE,FALSE
AU-Lox,1997,12,149.89100000000002,5.0169999999999995,152.7049375,277,0.5411227436823105,FALSE,FALSE
AU-Lox,1998,12,167.56799999999998,5.54,168.62375,277,0.6049386281588447,FALSE,FALSE
AU-Lox,1999,12,136.221,4.481,136.3904375,277,0.4917725631768953,FALSE,TRUE
AU-Lox,2000,12,143.30799999999996,4.718,143.604125,277,0.5173574007220215,FALSE,FALSE
AU-Lox,2001,12,129.039,4.234,128.872375,277,0.46584476534296027,FALSE,TRUE
AU-Lox,2002,12,75.951,2.479,75.45456250000001,277,0.27419133574007215,FALSE,TRUE
AU-Lox,2003,12,123.28700000000002,4.057,123.4849375,277,0.44507942238267156,FALSE,TRUE
AU-Lox,2004,12,129.813,4.24,129.055,277,0.46863898916967506,FALSE,TRUE
AU-Lox,2005,12,154.497,5.0840000000000005,154.74425,277,0.5577509025270758,FALSE,FALSE
AU-Lox,2006,12,77.99199999999999,2.5489999999999995,77.5851875,277,0.28155956678700356,FALSE,TRUE
AU-Lox,2007,12,175.77699999999996,5.724,174.22424999999998,277,0.6345740072202165,FALSE,FALSE
AU-Lox,2008,12,116.588,3.822,116.332125,277,0.42089530685920573,FALSE,TRUE
AU-Lox,2009,12,131.881,4.34,132.09875,277,0.47610469314079423,FALSE,TRUE
AU-Lox,2010,12,223.878,7.337999999999999,223.350375,277,0.8082238267148014,FALSE,FALSE
AU-Lox,2011,12,236.78600000000003,7.838000000000001,238.569125,277,0.8548231046931409,FALSE,FALSE
AU-Lox,2012,12,105.75099999999998,3.484,106.04425,277,0.38177256317689523,FALSE,TRUE
AU-Lox,2013,12,126.18,4.141,126.0416875,277,0.4555234657039711,FALSE,TRUE
AU-Lox,2014,12,146.9,4.963000000000001,151.0613125,277,0.5303249097472924,FALSE,FALSE
AU-Lox,2015,12,108.945,3.573,108.7531875,277,0.3933032490974729,FALSE,TRUE
AU-Lox,2016,12,192.73099999999997,6.321999999999999,192.42587499999996,277,0.6957797833935017,FALSE,FALSE
AU-Lox,2017,12,130.191,4.314,131.307375,277,0.47000361010830327,FALSE,TRUE
AU-Lox,2018,12,82.86099999999999,2.7059999999999995,82.36387500000001,277,0.2991371841155234,FALSE,TRUE
AU-Lox,2019,12,57.214000000000006,1.874,57.039875,277,0.20654873646209387,FALSE,TRUE
AU-Lox,2020,12,150.27699999999996,4.944,150.483,277,0.5425162454873644,FALSE,FALSE
AU-MvA,1991,12,700.9670000000001,23.06,701.88875,626,1.1197555910543133,FALSE,FALSE
AU-MvA,1992,12,524.109,17.256,525.2295,626,0.8372348242811503,FALSE,FALSE
AU-MvA,1993,12,508.862,16.750999999999998,509.85856249999995,626,0.8128785942492013,FALSE,FALSE
AU-MvA,1994,12,262.60300000000007,8.770999999999999,266.9673125,626,0.4194936102236423,FALSE,TRUE
AU-MvA,1995,12,570.476,18.746,570.581375,626,0.9113035143769967,FALSE,FALSE
AU-MvA,1996,12,837.279,27.361000000000004,832.8004374999999,626,1.3375063897763577,FALSE,FALSE
AU-MvA,1997,12,707.073,23.154,704.749875,626,1.1295095846645367,FALSE,FALSE
AU-MvA,1998,12,789.4590000000001,25.976,790.6445,626,1.2611166134185305,FALSE,FALSE
AU-MvA,1999,12,633.744,20.864,635.048,626,1.0123706070287541,FALSE,FALSE
AU-MvA,2000,12,591.5939999999999,19.323000000000004,588.1438125,626,0.9450383386581469,FALSE,FALSE
AU-MvA,2001,12,536.79,17.571,534.8173125000001,626,0.8574920127795527,FALSE,FALSE
AU-MvA,2002,12,405.288,13.304,404.9405,626,0.6474249201277955,FALSE,FALSE
AU-MvA,2003,12,480.282,15.863,482.8300625,626,0.7672236421725239,FALSE,FALSE
AU-MvA,2004,12,653.6709999999999,21.418,651.9103749999999,626,1.0442028753993609,FALSE,FALSE
AU-MvA,2005,12,593.703,19.593000000000004,596.3619375,626,0.9484073482428115,FALSE,FALSE
AU-MvA,2006,12,402.99700000000007,13.406999999999998,408.0755625000001,626,0.64376517571885,FALSE,FALSE
AU-MvA,2007,12,553.8879999999999,18.173,553.1406875,626,0.8848051118210861,FALSE,FALSE
AU-MvA,2008,12,651.658,21.563,656.3238125,626,1.0409872204472843,FALSE,FALSE
AU-MvA,2009,12,564.777,18.714,569.607375,626,0.9021996805111822,FALSE,FALSE
AU-MvA,2010,12,737.569,24.266,738.596375,626,1.1782252396166133,FALSE,FALSE
AU-MvA,2011,12,668.086,22.056,671.3295,626,1.0672300319488819,FALSE,FALSE
AU-MvA,2012,12,607.269,20.039,609.9370625,626,0.9700782747603834,FALSE,FALSE
AU-MvA,2013,12,589.871,19.459,592.2833125,626,0.9422859424920127,FALSE,FALSE
AU-MvA,2014,12,446.6859999999999,14.65,445.9093749999999,626,0.7135559105431308,FALSE,FALSE
AU-MvA,2015,12,549.438,18.055999999999997,549.5794999999999,626,0.8776964856230032,FALSE,FALSE
AU-MvA,2016,12,568.5480000000001,18.601999999999997,566.198375,626,0.9082236421725242,FALSE,FALSE
AU-MvA,2017,12,497.11800000000005,16.198999999999998,493.0570625,626,0.7941182108626199,FALSE,FALSE
AU-MvA,2018,12,305.647,10.158,309.184125,626,0.48825399361022365,FALSE,TRUE
AU-MvA,2019,12,229.33,7.457,226.9724375,626,0.36634185303514377,FALSE,TRUE
AU-MvA,2020,12,641.634,21.127,643.0530625,626,1.0249744408945687,FALSE,FALSE
AU-MvB,1991,12,768.516,25.18,766.41625,620,1.2395419354838708,FALSE,FALSE
AU-MvB,1992,12,583.782,19.278,586.774125,620,0.941583870967742,FALSE,FALSE
AU-MvB,1993,12,564.217,18.571,565.2548125,620,0.9100274193548387,FALSE,FALSE
AU-MvB,1994,12,324.606,10.872,330.9165,620,0.5235580645161291,FALSE,FALSE
AU-MvB,1995,12,598.8430000000001,19.61,596.879375,620,0.965875806451613,FALSE,FALSE
AU-MvB,1996,12,877.836,28.684000000000005,873.06925,620,1.4158645161290322,FALSE,FALSE
AU-MvB,1997,12,696.123,22.842999999999996,695.2838125000001,620,1.1227790322580646,FALSE,FALSE
AU-MvB,1998,12,845.5519999999999,27.808,846.4060000000001,620,1.3637935483870967,FALSE,FALSE
AU-MvB,1999,12,699.2239999999999,23,700.0625,620,1.1277806451612902,FALSE,FALSE
AU-MvB,2000,12,655.342,21.435,652.4278125000001,620,1.0570032258064517,FALSE,FALSE
AU-MvB,2001,12,555.778,18.173,553.1406875,620,0.8964161290322581,FALSE,FALSE
AU-MvB,2002,12,423.519,13.951,424.6335625,620,0.68309516129032255,FALSE,FALSE
AU-MvB,2003,12,501.953,16.557000000000002,503.9536875,620,0.8096016129032257,FALSE,FALSE
AU-MvB,2004,12,710.4340000000001,23.229999999999997,707.063125,620,1.1458612903225809,FALSE,FALSE
AU-MvB,2005,12,598.649,19.764,601.56675,620,0.9655629032258064,FALSE,FALSE
AU-MvB,2006,12,423.031,14.049,427.6164375,620,0.682308064516129,FALSE,FALSE
AU-MvB,2007,12,525.761,17.285,526.1121875,620,0.8480016129032257,FALSE,FALSE
AU-MvB,2008,12,679.1160000000001,22.444,683.1392500000001,620,1.0953483870967744,FALSE,FALSE
AU-MvB,2009,12,540.0110000000001,17.911,545.1660625000001,620,0.8709854838709679,FALSE,FALSE
AU-MvB,2010,12,760.0550000000001,24.961,759.7504375000001,620,1.2258951612903226,FALSE,FALSE
AU-MvB,2011,12,698.007,23.016,700.5495,620,1.1258177419354838,FALSE,FALSE
AU-MvB,2012,12,615.8199999999999,20.293999999999997,617.698625,620,0.993258064516129,FALSE,FALSE
AU-MvB,2013,12,674.769,22.252999999999997,677.3256875,620,1.0883370967741937,FALSE,FALSE
AU-MvB,2014,12,455.508,14.948999999999998,455.0101875,620,0.7346903225806451,FALSE,FALSE
AU-MvB,2015,12,596.2310000000001,19.613000000000003,596.9706874999999,620,0.9616629032258066,FALSE,FALSE
AU-MvB,2016,12,635.613,20.792,632.8565,620,1.0251822580645162,FALSE,FALSE
AU-MvB,2017,12,543.945,17.713,539.1394375,620,0.8773306451612904,FALSE,FALSE
AU-MvB,2018,12,305.526,10.129,308.30143749999996,620,0.49278387096774195,FALSE,TRUE
AU-MvB,2019,12,222.798,7.257,220.8849375,620,0.3593516129032258,FALSE,TRUE
AU-MvB,2020,12,737.3000000000001,24.244,737.92675,620,1.1891935483870968,FALSE,FALSE
AU-Otw,1991,12,810.1639999999999,26.496,806.4720000000001,876,0.9248447488584474,FALSE,FALSE
AU-Otw,1992,12,905.598,29.682,903.445875,876,1.0337876712328766,FALSE,FALSE
AU-Otw,1993,12,748.303,24.555999999999997,747.4232499999999,876,0.8542271689497717,FALSE,FALSE
AU-Otw,1994,12,686.42,22.555999999999997,686.5482499999999,876,0.7835844748858447,FALSE,FALSE
AU-Otw,1995,12,765.073,25.08600000000001,763.555125,876,0.87337100456621,FALSE,FALSE
AU-Otw,1996,12,790.3829999999998,25.917,788.8486875,876,0.9022636986301368,FALSE,FALSE
AU-Otw,1997,12,580.8299999999999,18.978,577.642875,876,0.6630479452054794,FALSE,FALSE
AU-Otw,1998,12,681.66,22.453000000000003,683.4131874999999,876,0.7781506849315069,FALSE,FALSE
AU-Otw,1999,12,591.7629999999999,19.445,591.8571875,876,0.6755285388127853,FALSE,FALSE
AU-Otw,2000,12,701.3389999999999,22.953,698.6319374999999,876,0.800615296803653,FALSE,FALSE
AU-Otw,2001,12,732.5619999999999,23.953,729.0694375,876,0.8362579908675798,FALSE,FALSE
AU-Otw,2002,12,695.1629999999999,22.823000000000004,694.6750625,876,0.7935650684931506,FALSE,FALSE
AU-Otw,2003,12,702.0569999999999,23.06,701.88875,876,0.8014349315068492,FALSE,FALSE
AU-Otw,2004,12,760.804,24.968,759.9635,876,0.8684977168949771,FALSE,FALSE
AU-Otw,2005,12,655.385,21.646,658.850125,876,0.7481563926940639,FALSE,FALSE
AU-Otw,2006,12,476.45900000000006,15.689000000000002,477.5339375,876,0.5439029680365297,FALSE,FALSE
AU-Otw,2007,12,736.868,24.087,733.1480625,876,0.8411735159817352,FALSE,FALSE
AU-Otw,2008,12,648.0020000000002,21.163000000000004,644.1488125000001,876,0.7397283105022833,FALSE,FALSE
AU-Otw,2009,12,681.58,22.293999999999997,678.573625,876,0.7780593607305937,FALSE,FALSE
AU-Otw,2010,12,827.48,27.119999999999997,825.4649999999999,876,0.9446118721461187,FALSE,FALSE
AU-Otw,2011,12,748.246,24.594,748.579875,876,0.854162100456621,FALSE,FALSE
AU-Otw,2012,12,637.8280000000001,20.837,634.2261875,876,0.7281141552511416,FALSE,FALSE
AU-Otw,2013,12,850.552,27.715,843.5753125,876,0.9709497716894977,FALSE,FALSE
AU-Otw,2014,12,646.21,21.187,644.8793125,876,0.7376826484018265,FALSE,FALSE
AU-Otw,2015,12,514.175,16.799,511.3195625,876,0.5869577625570775,FALSE,FALSE
AU-Otw,2016,12,875.762,28.627,871.3343125,876,0.9997283105022831,FALSE,FALSE
AU-Otw,2017,12,813.8249999999999,26.69,812.376875,876,0.9290239726027396,FALSE,FALSE
AU-Otw,2018,12,775.085,25.332,771.04275,876,0.8848002283105023,FALSE,FALSE
AU-Otw,2019,12,741.2,24.311,739.9660625,876,0.8461187214611873,FALSE,FALSE
AU-Otw,2020,12,808.1379999999998,26.471000000000004,805.7110624999999,876,0.9225319634703194,FALSE,FALSE
AU-RDF,1991,12,1009.792,34.232,1041.9365,955,1.0573738219895288,FALSE,FALSE
AU-RDF,1992,12,832.1869999999999,27.952000000000005,850.7890000000001,955,0.8713999999999998,FALSE,FALSE
AU-RDF,1993,12,1013.225,33.451,1018.1648125,955,1.0609685863874345,FALSE,FALSE
AU-RDF,1994,12,945.8439999999998,31.334999999999997,953.7590625,955,0.990412565445026,FALSE,FALSE
AU-RDF,1995,12,787.7350000000001,26.217,797.9799375000001,955,0.8248534031413614,FALSE,FALSE
AU-RDF,1996,12,732.9409999999999,24.03,731.413125,955,0.7674774869109947,FALSE,FALSE
AU-RDF,1997,12,1226.962,40.67400000000001,1238.014875,955,1.2847769633507853,FALSE,FALSE
AU-RDF,1998,12,1410.978,46.102,1403.229625,955,1.4774638743455497,FALSE,FALSE
AU-RDF,1999,12,963.451,32.038999999999994,975.1870625,955,1.008849214659686,FALSE,FALSE
AU-RDF,2000,12,1199.167,39.3,1196.19375,955,1.2556722513089005,FALSE,FALSE
AU-RDF,2001,12,1249.668,41.77799999999999,1271.617875,955,1.3085528795811516,FALSE,FALSE
AU-RDF,2002,12,943.6659999999998,32.548,990.67975,955,0.9881319371727747,FALSE,FALSE
AU-RDF,2003,12,1288.581,42.55,1295.115625,955,1.3492994764397905,FALSE,FALSE
AU-RDF,2004,12,1257.263,41.509,1263.4301875,955,1.3165057591623035,FALSE,FALSE
AU-RDF,2005,12,725.919,23.879,726.8170624999999,955,0.7601246073298429,FALSE,FALSE
AU-RDF,2006,12,983.814,32.245999999999995,981.487625,955,1.030171727748691,FALSE,FALSE
AU-RDF,2007,12,906.005,29.542999999999996,899.2150625,955,0.948696335078534,FALSE,FALSE
AU-RDF,2008,12,1248.926,41.474999999999994,1262.3953125,955,1.3077759162303664,FALSE,FALSE
AU-RDF,2009,12,886.3939999999999,29.742000000000004,905.2721250000002,955,0.9281612565445025,FALSE,FALSE
AU-RDF,2010,12,1110.033,36.562,1112.855875,955,1.1623382198952878,FALSE,FALSE
AU-RDF,2011,12,1227.679,40.973000000000006,1247.1156875,955,1.2855277486910996,FALSE,FALSE
AU-RDF,2012,12,899.8129999999999,29.518,898.4541249999999,955,0.9422125654450261,FALSE,FALSE
AU-RDF,2013,12,1062.538,35.615,1084.0315625,955,1.1126052356020943,FALSE,FALSE
AU-RDF,2014,12,891.1499999999999,29.649,902.4414375,955,0.9331413612565443,FALSE,FALSE
AU-RDF,2015,12,1390.1840000000002,45.375,1381.1015625,955,1.4556900523560212,FALSE,FALSE
AU-RDF,2016,12,687.3620000000001,22.381,681.2216874999999,955,0.7197507853403142,FALSE,FALSE
AU-RDF,2017,12,1010.938,33.885000000000005,1031.3746875,955,1.0585738219895289,FALSE,FALSE
AU-RDF,2018,12,769.0509999999999,25.432,774.0865000000001,955,0.805289005235602,FALSE,FALSE
AU-RDF,2019,12,401.351,13.231,402.7185625,955,0.42026282722513086,FALSE,TRUE
AU-RDF,2020,12,926.31,30.422000000000004,925.969625,955,0.969958115183246,FALSE,FALSE
AU-Rgf,1991,12,650.749,21.424,652.0930000000001,456,1.4270811403508772,FALSE,FALSE
AU-Rgf,1992,12,795.6179999999998,26.245999999999995,798.862625,456,1.7447763157894733,FALSE,FALSE
AU-Rgf,1993,12,564.6709999999999,18.512,563.459,456,1.238313596491228,FALSE,FALSE
AU-Rgf,1994,12,369.25,12.034,366.28487499999994,456,0.8097587719298246,FALSE,FALSE
AU-Rgf,1995,12,671.275,21.927,667.4030625,456,1.472094298245614,FALSE,FALSE
AU-Rgf,1996,12,663.777,21.727,661.3155624999999,456,1.4556513157894737,FALSE,FALSE
AU-Rgf,1997,12,531.8960000000001,17.618000000000002,536.247875,456,1.1664385964912283,FALSE,FALSE
AU-Rgf,1998,12,656.0010000000001,21.513999999999996,654.832375,456,1.4385986842105265,FALSE,FALSE
AU-Rgf,1999,12,721.4590000000001,23.469,714.3376875,456,1.5821469298245616,FALSE,FALSE
AU-Rgf,2000,12,587.6070000000001,19.107000000000003,581.5693125,456,1.2886118421052632,FALSE,FALSE
AU-Rgf,2001,12,518.937,16.97,516.524375,456,1.1380197368421052,FALSE,FALSE
AU-Rgf,2002,12,493.5060000000001,16.201,493.1179375,456,1.0822500000000002,FALSE,FALSE
AU-Rgf,2003,12,662.1899999999999,21.701,660.5241874999999,456,1.4521710526315788,FALSE,FALSE
AU-Rgf,2004,12,515.226,16.8,511.35,456,1.1298815789473684,FALSE,FALSE
AU-Rgf,2005,12,571.6670000000001,18.703,569.2725625,456,1.2536557017543863,FALSE,FALSE
AU-Rgf,2006,12,580.2959999999999,18.928,576.121,456,1.2725789473684208,FALSE,FALSE
AU-Rgf,2007,12,481.518,15.712,478.234,456,1.0559605263157894,FALSE,FALSE
AU-Rgf,2008,12,574.351,18.787999999999997,571.85975,456,1.2595416666666666,FALSE,FALSE
AU-Rgf,2009,12,516.443,16.925000000000004,515.1546875,456,1.1325504385964913,FALSE,FALSE
AU-Rgf,2010,12,326.227,10.63,323.550625,456,0.7154100877192981,FALSE,FALSE
AU-Rgf,2011,12,735.51,24.004,730.62175,456,1.6129605263157893,FALSE,FALSE
AU-Rgf,2012,12,566.085,18.641,567.3854375,456,1.2414144736842105,FALSE,FALSE
AU-Rgf,2013,12,612.9449999999999,19.985,608.2934375,456,1.3441776315789473,FALSE,FALSE
AU-Rgf,2014,12,665.0660000000001,21.763,662.4113125,456,1.458478070175439,FALSE,FALSE
AU-Rgf,2015,12,490.229,16.018,487.547875,456,1.075063596491228,FALSE,FALSE
AU-Rgf,2016,12,678.4309999999999,22.102000000000004,672.729625,456,1.4877872807017543,FALSE,FALSE
AU-Rgf,2017,12,776.2310000000001,25.967,790.3705625,456,1.7022609649122808,FALSE,FALSE
AU-Rgf,2018,12,676.748,22.055000000000003,671.2990625,456,1.4840964912280703,FALSE,FALSE
AU-Rgf,2019,12,407.747,13.341,406.0666875,456,0.8941820175438597,FALSE,FALSE
AU-Rgf,2020,12,489.881,16.149,491.5351875,456,1.0743004385964912,FALSE,FALSE
AU-Rig,1991,12,476.849,15.598,474.764125,618,0.7716003236245954,FALSE,FALSE
AU-Rig,1992,12,669.7900000000001,21.894,666.3986249999999,618,1.083802588996764,FALSE,FALSE
AU-Rig,1993,12,709.769,23.181,705.5716875,618,1.1484935275080905,FALSE,FALSE
AU-Rig,1994,12,322.90299999999996,10.826,329.516375,618,0.5224967637540453,FALSE,FALSE
AU-Rig,1995,12,556.6919999999999,18.235000000000003,555.0278125,618,0.9007961165048542,FALSE,FALSE
AU-Rig,1996,12,583.7879999999999,19.193,584.1869375,618,0.9446407766990289,FALSE,FALSE
AU-Rig,1997,12,391.3560000000001,12.793,389.3869375,618,0.6332621359223303,FALSE,FALSE
AU-Rig,1998,12,479.6950000000001,15.802,480.973375,618,0.7762055016181232,FALSE,FALSE
AU-Rig,1999,12,479.75699999999995,15.673,477.0469375,618,0.7763058252427184,FALSE,FALSE
AU-Rig,2000,12,499.2399999999999,16.385,498.7184375,618,0.8078317152103558,FALSE,FALSE
AU-Rig,2001,12,419.35099999999994,13.757,418.7286875,618,0.678561488673139,FALSE,FALSE
AU-Rig,2002,12,306.565,10.18,309.85375,618,0.4960598705501618,FALSE,TRUE
AU-Rig,2003,12,494.4860000000001,16.192999999999998,492.8744375,618,0.800139158576052,FALSE,FALSE
AU-Rig,2004,12,402.1859999999999,13.210000000000004,402.079375,618,0.6507864077669901,FALSE,FALSE
AU-Rig,2005,12,507.4740000000001,16.863000000000003,513.2675624999999,618,0.8211553398058254,FALSE,FALSE
AU-Rig,2006,12,192.931,6.349,193.2476875,618,0.31218608414239485,FALSE,TRUE
AU-Rig,2007,12,392.852,12.813,389.9956875,618,0.6356828478964401,FALSE,FALSE
AU-Rig,2008,12,356.05400000000003,11.618999999999998,353.6533125,618,0.5761391585760518,FALSE,FALSE
AU-Rig,2009,12,350.799,11.51,350.335625,618,0.5676359223300971,FALSE,FALSE
AU-Rig,2010,12,754.234,24.769999999999996,753.936875,618,1.220443365695793,FALSE,FALSE
AU-Rig,2011,12,576.1289999999999,19.168,583.4259999999999,618,0.9322475728155338,FALSE,FALSE
AU-Rig,2012,12,420.41800000000006,13.777,419.3374375,618,0.6802880258899677,FALSE,FALSE
AU-Rig,2013,12,457.72,14.992,456.319,618,0.7406472491909386,FALSE,FALSE
AU-Rig,2014,12,405.359,13.329,405.70143749999994,618,0.65592071197411,FALSE,FALSE
AU-Rig,2015,12,353.71599999999995,11.665,355.0534375,618,0.5723559870550161,FALSE,FALSE
AU-Rig,2016,12,649.722,21.232,646.249,618,1.0513300970873787,FALSE,FALSE
AU-Rig,2017,12,517.561,16.967,516.4330625,618,0.8374773462783172,FALSE,FALSE
AU-Rig,2018,12,348.956,11.398,346.92662500000006,618,0.5646537216828479,FALSE,FALSE
AU-Rig,2019,12,312.024,10.204,310.58425,618,0.5048932038834951,FALSE,FALSE
AU-Rig,2020,12,565.8910000000001,18.552999999999997,564.7069375,618,0.9156812297734629,FALSE,FALSE
AU-Rob,1991,12,1633.9,54.998,1674.001625,2634,0.6203113135914958,FALSE,FALSE
AU-Rob,1992,12,1286.9209999999998,42.43299999999999,1291.5544375,2634,0.48858048595292325,FALSE,TRUE
AU-Rob,1993,12,1195.389,39.733,1209.3731875,2634,0.4538302961275626,FALSE,TRUE
AU-Rob,1994,12,1068.3049999999998,35.49400000000001,1080.348625,2634,0.4055827638572513,FALSE,TRUE
AU-Rob,1995,12,1476.484,49.361999999999995,1502.455875,2634,0.5605482156416097,FALSE,FALSE
AU-Rob,1996,12,1740.627,56.790000000000006,1728.545625,2634,0.6608302961275626,FALSE,FALSE
AU-Rob,1997,12,1787.34,58.514,1781.019875,2634,0.6785649202733485,FALSE,FALSE
AU-Rob,1998,12,1690.477,55.88999999999999,1701.151875,2634,0.6417908124525437,FALSE,FALSE
AU-Rob,1999,12,2867.614,96.17200000000004,2927.2352499999997,2634,1.0886917236142748,FALSE,FALSE
AU-Rob,2000,12,2757.08,91.345,2780.3134375,2634,1.0467274107820805,FALSE,FALSE
AU-Rob,2001,12,1432.0479999999998,48.631,1480.2060624999997,2634,0.5436780561883067,FALSE,FALSE
AU-Rob,2002,12,843.2980000000001,28.253,859.9506875000001,2634,0.32015869400151864,FALSE,TRUE
AU-Rob,2003,12,1207.432,39.88799999999999,1214.091,2634,0.45840242976461654,FALSE,TRUE
AU-Rob,2004,12,2009.08,66.32700000000001,2018.8280625,2634,0.7627486712224752,FALSE,FALSE
AU-Rob,2005,12,1213.2779999999998,39.82599999999999,1212.203875,2634,0.4606218678815489,FALSE,TRUE
AU-Rob,2006,12,1851.671,60.837,1851.7261875,2634,0.7029882308276386,FALSE,FALSE
AU-Rob,2007,12,1756.8449999999998,58.569,1782.6939375,2634,0.6669874715261959,FALSE,FALSE
AU-Rob,2008,12,1990.214,65.58500000000001,1996.2434375,2634,0.7555861807137433,FALSE,FALSE
AU-Rob,2009,12,1496.359,49.79800000000001,1515.726625,2634,0.56809377372817,FALSE,FALSE
AU-Rob,2010,12,2437.823999999999,80.369,2446.2314375,2634,0.9255216400911158,FALSE,FALSE
AU-Rob,2011,12,2400.207,80.07099999999998,2437.1610625000003,2634,0.9112403189066058,FALSE,FALSE
AU-Rob,2012,12,1686.986,55.107,1677.3193125,2634,0.6404654517843584,FALSE,FALSE
AU-Rob,2013,12,1519.279,50.08999999999999,1524.614375,2634,0.5767953682611997,FALSE,FALSE
AU-Rob,2014,12,2083.116,70.48499999999999,2145.3871875,2634,0.7908564920273349,FALSE,FALSE
AU-Rob,2015,12,1648.9789999999998,54.297999999999995,1652.695375,2634,0.6260360668185269,FALSE,FALSE
AU-Rob,2016,12,1394.4140000000002,45.517,1385.4236875,2634,0.5293902809415338,FALSE,FALSE
AU-Rob,2017,12,1767.8740000000005,58.16899999999999,1770.5189375,2634,0.6711746393318149,FALSE,FALSE
AU-Rob,2018,12,2468.6600000000003,81.12299999999999,2469.1813125,2634,0.9372285497342446,FALSE,FALSE
AU-Rob,2019,12,2246.8549999999996,74.039,2253.5620625,2634,0.8530201214882307,FALSE,FALSE
AU-Rob,2020,12,1620.2900000000002,53.04699999999999,1614.6180625,2634,0.6151442672741079,FALSE,FALSE
AU-Sam,1991,12,865.777,28.381,863.8466875000001,1233,0.7021711273317113,FALSE,FALSE
AU-Sam,1992,12,1109.043,36.694,1116.873625,1233,0.8994671532846714,FALSE,FALSE
AU-Sam,1993,12,667.742,21.967,668.6205625,1233,0.541558799675588,FALSE,FALSE
AU-Sam,1994,12,670.595,22.365,680.7346875,1233,0.5438726682887267,FALSE,FALSE
AU-Sam,1995,12,1145.355,38.443000000000005,1170.1088125,1233,0.9289172749391728,FALSE,FALSE
AU-Sam,1996,12,1373.405,44.767999999999994,1362.626,1233,1.1138726682887266,FALSE,FALSE
AU-Sam,1997,12,757.351,24.888,757.5284999999999,1233,0.6142343876723438,FALSE,FALSE
AU-Sam,1998,12,1240.898,40.861,1243.7066875,1233,1.0064055150040552,FALSE,FALSE
AU-Sam,1999,12,1383.6,45.991,1399.8510625,1233,1.122141119221411,FALSE,FALSE
AU-Sam,2000,12,711.1790000000001,23.293000000000003,708.9806874999999,1233,0.5767875101378752,FALSE,FALSE
AU-Sam,2001,12,1276.527,43.132000000000005,1312.8302500000002,1233,1.0353017031630172,FALSE,FALSE
AU-Sam,2002,12,640.2,21.002,639.248375,1233,0.5192214111922141,FALSE,FALSE
AU-Sam,2003,12,860.678,28.655,872.1865624999999,1233,0.6980356853203569,FALSE,FALSE
AU-Sam,2004,12,1065.5170000000005,34.975,1064.5515625,1233,0.8641662611516631,FALSE,FALSE
AU-Sam,2005,12,799.1629999999999,26.261999999999997,799.349625,1233,0.6481451743714517,FALSE,FALSE
AU-Sam,2006,12,811.2429999999999,26.734999999999996,813.7465625,1233,0.6579424168694241,FALSE,FALSE
AU-Sam,2007,12,881.4200000000001,29.011999999999997,883.0527500000001,1233,0.7148580697485808,FALSE,FALSE
AU-Sam,2008,12,1055.8,34.852000000000004,1060.80775,1233,0.8562854825628547,FALSE,FALSE
AU-Sam,2009,12,930.98,30.923999999999996,941.24925,1233,0.7550527169505272,FALSE,FALSE
AU-Sam,2010,12,1565.678,51.25500000000001,1560.0740625,1233,1.2698118410381185,FALSE,FALSE
AU-Sam,2011,12,1226.9910000000002,39.956,1216.1607499999998,1233,0.9951265206812654,FALSE,FALSE
AU-Sam,2012,12,1336.726,43.91,1336.510625,1233,1.084124898621249,FALSE,FALSE
AU-Sam,2013,12,1228.263,40.54899999999999,1234.2101875,1233,0.9961581508515814,FALSE,FALSE
AU-Sam,2014,12,673.3639999999999,21.888,666.216,1233,0.546118410381184,FALSE,FALSE
AU-Sam,2015,12,1144.8349999999998,37.876999999999995,1152.8811875,1233,0.9284955393349552,FALSE,FALSE
AU-Sam,2016,12,867.1259999999999,28.464,866.3729999999999,1233,0.7032652068126519,FALSE,FALSE
AU-Sam,2017,12,1025.651,33.49,1019.351875,1233,0.8318337388483374,FALSE,FALSE
AU-Sam,2018,12,869.379,28.932,880.61775,1233,0.7050924574209246,FALSE,FALSE
AU-Sam,2019,12,635.375,20.737,631.1824375,1233,0.5153081914030819,FALSE,FALSE
AU-Sam,2020,12,1192.921,39.438,1200.394125,1233,0.9674947283049473,FALSE,FALSE
AU-Sil,1991,12,655.59,21.387,650.9668125,827,0.7927327690447401,FALSE,FALSE
AU-Sil,1992,12,748.201,24.543,747.0275624999999,827,0.9047170495767836,FALSE,FALSE
AU-Sil,1993,12,699.026,23.011,700.3973125,827,0.8452551390568319,FALSE,FALSE
AU-Sil,1994,12,547.727,18.044,549.21425,827,0.6623059250302297,FALSE,FALSE
