site_id,ERA_VARIABLE,ERA_SLOPE,ERA_INTERCEPT,ERA_RMSE,ERA_CORRELATION
NO-Ikr,LW_IN_JSB,1,-0.02,9.61,0.82
NZ-ADd,TA,1,0,0.67,0.93
NZ-ADd,PA,1,0,0.03,1
NZ-ADd,VPD,1,-0,0.84,0.84
NZ-ADd,WS,1,0.1,0.4,0.68
NZ-ADd,P,1,-9999,-9999,-9999
NZ-ADd,SW_IN,1,6.98,34.42,0.91
NZ-ADd,LW_IN,1,-0,6.92,0.82
NZ-ADd,LW_IN_JSB,1,0,8.78,0.75
NZ-ADw,TA,1,0,0.88,0.92
NZ-ADw,PA,1,0,0.14,0.94
NZ-ADw,VPD,1,-0,0.97,0.84
NZ-ADw,WS,1,0.12,0.57,0.66
NZ-ADw,P,1,-9999,-9999,-9999
NZ-ADw,SW_IN,1,6.89,43.01,0.9
NZ-ADw,LW_IN,1,-0,8.59,0.82
NZ-ADw,LW_IN_JSB,1,-0.01,10.94,0.75
NZ-BFm,TA,1,-0,0.68,0.88
NZ-BFm,PA,1,-0,0.04,0.99
NZ-BFm,VPD,1,-0,0.71,0.72
NZ-BFm,WS,1,0.1,0.49,0.58
NZ-BFm,P,1,-9999,-9999,-9999
NZ-BFm,SW_IN,1,24.5,42.12,0.78
NZ-BFm,LW_IN,1,-0,6.92,0.78
NZ-BFm,LW_IN_JSB,1,0,9.53,0.65
NZ-BFu,TA,1,-0,0.59,0.88
NZ-BFu,PA,1,-0,0.03,0.99
NZ-BFu,VPD,1,-0,0.62,0.75
NZ-BFu,WS,1,0.09,0.38,0.58
NZ-BFu,P,1,-9999,-9999,-9999
NZ-BFu,SW_IN,1,24.69,35.12,0.77
NZ-BFu,LW_IN,1,0,5.7,0.77
NZ-BFu,LW_IN_JSB,1,0,7.97,0.63
NZ-Cla,TA,1,0,0.52,0.93
NZ-Cla,PA,1,0,0.05,0.97
NZ-Cla,VPD,1,-0,0.55,0.8
NZ-Cla,WS,1,0.1,0.31,0.59
NZ-Cla,P,1,-9999,-9999,-9999
NZ-Cla,SW_IN,1,7.28,27.08,0.89
NZ-Cla,LW_IN,1,0,4.97,0.83
NZ-Cla,LW_IN_JSB,1,0,6.93,0.74
NZ-Kop,TA,1,-0,0.78,0.89
NZ-Kop,PA,1,0,0.03,0.99
NZ-Kop,VPD,1,-0,0.82,0.77
NZ-Kop,WS,1,0.14,0.35,0.66
NZ-Kop,P,1,-9999,-9999,-9999
NZ-Kop,SW_IN,1,26.13,50.31,0.77
NZ-Kop,LW_IN,1,0,6.47,0.79
NZ-Kop,LW_IN_JSB,1,0,11.15,0.72
NZ-Lau,TA,1,0,1.12,0.89
NZ-Lau,PA,1,-0,0.15,0.9
NZ-Lau,VPD,1,0,1.31,0.78
NZ-Lau,WS,1,0.08,0.52,0.61
NZ-Lau,P,1,-9999,-9999,-9999
NZ-Lau,SW_IN,1,21.9,56.28,0.75
NZ-Lau,LW_IN,-9999,-9999,-9999,-9999
NZ-Lau,LW_IN_JSB,1,-0.07,14.91,0.64
NZ-Oxf,TA,1,-0,0.9,0.89
NZ-Oxf,PA,1,0,0,NA
NZ-Oxf,VPD,1,0,1.06,0.78
NZ-Oxf,WS,1,-0.01,0.42,0.63
NZ-Oxf,P,1,-9999,-9999,-9999
NZ-Oxf,SW_IN,1,4.95,21.54,0.97
NZ-Oxf,LW_IN,-9999,-9999,-9999,-9999
NZ-Oxf,LW_IN_JSB,1,-0.02,9.64,0.73
NZ-ScF,TA,1,0,0.66,0.91
NZ-ScF,PA,1,-0,0.04,0.99
NZ-ScF,VPD,1,0,0.71,0.8
NZ-ScF,WS,1,-0.01,0.27,0.67
NZ-ScF,P,1,-9999,-9999,-9999
NZ-ScF,SW_IN,1,23.14,48.45,0.78
NZ-ScF,LW_IN,-9999,-9999,-9999,-9999
NZ-ScF,LW_IN_JSB,1,-0,10.28,0.76
PA-SPn,TA,1,-0,0.36,0.8
PA-SPn,PA,1,0,0.02,0.85
PA-SPn,VPD,1,-0,0.71,0.79
PA-SPn,WS,1,0,0.21,0.62
PA-SPn,P,1,-9999,-9999,-9999
PA-SPn,SW_IN,1,10.95,35.16,0.82
PA-SPn,LW_IN,-9999,-9999,-9999,-9999
PA-SPn,LW_IN_JSB,1,-0,5.29,0.53
PA-SPs,TA,1,0,0.47,0.79
PA-SPs,PA,1,0,0.02,0.85
PA-SPs,VPD,1,0,0.82,0.8
PA-SPs,WS,1,0.01,0.12,0.61
PA-SPs,P,1,-9999,-9999,-9999
PA-SPs,SW_IN,1,11.28,38.96,0.81
PA-SPs,LW_IN,-9999,-9999,-9999,-9999
PA-SPs,LW_IN_JSB,1,-0,5.92,0.56
PE-QFR,TA,1,-0,0.31,0.9
PE-QFR,PA,1,-0,0.08,0.6
PE-QFR,VPD,1,-0,0.72,0.82
PE-QFR,WS,1,0.2,0.17,0.23
PE-QFR,P,-9999,-9999,-9999,-9999
PE-QFR,SW_IN,1,14.81,34.8,0.82
PE-QFR,LW_IN,-9999,-9999,-9999,-9999
PE-QFR,LW_IN_JSB,1,-0.01,5.5,0.36
PR-xGU,TA,1,-0,0.38,0.84
PR-xGU,PA,1,0,0.02,0.95
PR-xGU,VPD,1,-0,1.08,0.46
PR-xGU,WS,1,0.09,0.31,0.65
PR-xGU,P,1,-9999,-9999,-9999
PR-xGU,SW_IN,1,10.48,53.94,0.9
PR-xGU,LW_IN,1,0,4.94,0.78
PR-xGU,LW_IN_JSB,1,0.04,9.45,0.6
PR-xLA,TA,1,-0,0.82,0.79
PR-xLA,PA,1,0,0.02,0.95
PR-xLA,VPD,1,-0,1.87,0.63
PR-xLA,WS,1,-0.08,0.58,0.54
PR-xLA,P,1,-9999,-9999,-9999
PR-xLA,SW_IN,1,12,59.53,0.86
PR-xLA,LW_IN,1,0.01,6.98,0.71
PR-xLA,LW_IN_JSB,1,-0.02,10.59,0.62
RU-Ch2,TA,1,0,0.95,0.99
RU-Ch2,PA,1,-0,0.18,0.91
RU-Ch2,VPD,1,0,0.48,0.94
RU-Ch2,WS,1,0.06,0.48,0.7
RU-Ch2,P,1,-9999,-9999,-9999
RU-Ch2,SW_IN,1,3.81,26.35,0.93
RU-Ch2,LW_IN,1,0,8.97,0.95
RU-Ch2,LW_IN_JSB,1,-0.03,13.94,0.93
RU-Che,TA,1,-0,1,0.99
RU-Che,PA,1,0,0.18,0.92
RU-Che,VPD,1,-0,0.49,0.94
RU-Che,WS,1,0.06,0.45,0.71
RU-Che,P,1,-9999,-9999,-9999
RU-Che,SW_IN,1,4.06,27.99,0.93
RU-Che,LW_IN,1,0.01,9.42,0.95
RU-Che,LW_IN_JSB,1,-0.03,14.54,0.93
RU-Ege,TA,1,-0,0.77,0.99
RU-Ege,PA,1,0,0.02,0.99
RU-Ege,VPD,1,-0,0.84,0.94
RU-Ege,WS,1,0.13,0.24,0.61
RU-Ege,P,-9999,-9999,-9999,-9999
RU-Ege,SW_IN,1,3.68,35.66,0.9
RU-Ege,LW_IN,1,-0,8.04,0.95
RU-Ege,LW_IN_JSB,1,-0,11.87,0.95
RU-Fy2,TA,1,-0,0.88,0.98
RU-Fy2,PA,1,-0,0.26,0.85
RU-Fy2,VPD,1,0,0.8,0.92
RU-Fy2,WS,1,0.14,0.32,0.8
RU-Fy2,P,1,-9999,-9999,-9999
RU-Fy2,SW_IN,1,3.62,38.71,0.9
RU-Fy2,LW_IN,1,0,8.59,0.9
RU-Fy2,LW_IN_JSB,1,-0.01,15.89,0.84
RU-Fy3,TA,1,0,0.35,0.97
RU-Fy3,PA,1,-0,0.01,1
RU-Fy3,VPD,1,0,0.39,0.89
RU-Fy3,WS,1,0.03,0.08,0.5
RU-Fy3,P,1,-9999,-9999,-9999
RU-Fy3,SW_IN,1,1.27,16.93,0.9
RU-Fy3,LW_IN,1,-0,4.05,0.88
RU-Fy3,LW_IN_JSB,1,-0.02,5.64,0.86
RU-Fy4,TA,1,-0,0.76,0.96
RU-Fy4,PA,1,-0,0.85,0.26
RU-Fy4,VPD,1,0,0.68,0.85
RU-Fy4,WS,1,-0.04,0.23,0.8
RU-Fy4,P,1,-9999,-9999,-9999
RU-Fy4,SW_IN,1,8.73,33.7,0.85
RU-Fy4,LW_IN,1,-0,5.82,0.88
RU-Fy4,LW_IN_JSB,1,-0,10.47,0.84
RU-Fyo,TA,1,-0,1.45,0.98
RU-Fyo,PA,1,0,0.32,0.92
RU-Fyo,VPD,1,-0,1.32,0.92
RU-Fyo,WS,1,0.07,0.41,0.79
RU-Fyo,P,1,-9999,-9999,-9999
RU-Fyo,SW_IN,1,2.57,63.97,0.9
RU-Fyo,LW_IN,1,-0.07,15.32,0.87
RU-Fyo,LW_IN_JSB,1,-0,26.8,0.86
RU-Ha1,TA,1,-0,0.44,0.98
RU-Ha1,PA,1,0,0.05,0.94
RU-Ha1,VPD,1,0,0.48,0.89
RU-Ha1,WS,1,0.04,0.33,0.69
RU-Ha1,P,1,-9999,-9999,-9999
RU-Ha1,SW_IN,1,4.35,18.36,0.89
RU-Ha1,LW_IN,-9999,-9999,-9999,-9999
RU-Ha1,LW_IN_JSB,1,-0,6.23,0.91
RU-NeB,TA,1,0,0.4,0.92
RU-NeB,PA,-9999,-9999,-9999,-9999
RU-NeB,VPD,1,0,0.49,0.79
RU-NeB,WS,1,-0.03,0.06,0.64
RU-NeB,P,-9999,-9999,-9999,-9999
RU-NeB,SW_IN,1,9.31,12.34,0.87
RU-NeB,LW_IN,1,-0.12,2.61,0.81
RU-NeB,LW_IN_JSB,1,-0,3.6,0.84
RU-NeC,TA,1,0,0.78,0.93
RU-NeC,PA,-9999,-9999,-9999,-9999
RU-NeC,VPD,1,-0,0.8,0.89
RU-NeC,WS,1,-0.02,0.14,0.6
RU-NeC,P,-9999,-9999,-9999,-9999
RU-NeC,SW_IN,1,5.22,24.56,0.89
RU-NeC,LW_IN,1,-0.02,5.31,0.88
RU-NeC,LW_IN_JSB,1,-0.01,7.29,0.86
RU-NeF,TA,1,0,0.65,0.95
RU-NeF,PA,1,0,0.02,0.99
RU-NeF,VPD,1,0,0.73,0.9
RU-NeF,WS,1,0.04,0.16,0.74
RU-NeF,P,-9999,-9999,-9999,-9999
RU-NeF,SW_IN,1,8.41,26.43,0.89
RU-NeF,LW_IN,1,-0.01,7.83,0.78
RU-NeF,LW_IN_JSB,1,-0.02,7.62,0.86
RU-Sk2,TA,1,0,1.02,0.99
RU-Sk2,PA,1,-0,0.02,0.99
RU-Sk2,VPD,1,0,0.7,0.91
RU-Sk2,WS,1,0.01,0.27,0.72
RU-Sk2,P,-9999,-9999,-9999,-9999
RU-Sk2,SW_IN,1,5.67,25.89,0.91
RU-Sk2,LW_IN,1,-0,7.66,0.96
RU-Sk2,LW_IN_JSB,1,-0.05,11.31,0.94
RU-SkP,TA,1,0,1.9,0.98
RU-SkP,PA,1,0,0.01,1
RU-SkP,VPD,1,0,1.35,0.91
RU-SkP,WS,1,0.15,0.27,0.76
RU-SkP,P,-9999,-9999,-9999,-9999
RU-SkP,SW_IN,1,5.24,36.96,0.92
RU-SkP,LW_IN,1,0,10.13,0.97
RU-SkP,LW_IN_JSB,1,0.01,18.88,0.94
RU-Tur,TA,1,0,0.15,0.95
RU-Tur,PA,1,-0,0.01,0.99
RU-Tur,VPD,1,0,0.2,0.91
RU-Tur,WS,1,0.05,0.08,0.67
RU-Tur,P,-9999,-9999,-9999,-9999
RU-Tur,SW_IN,1,6.14,8.46,0.84
RU-Tur,LW_IN,1,-0.02,2.29,0.73
RU-Tur,LW_IN_JSB,1,-0.03,2.04,0.73
SD-Dem,TA,1,0,0.55,0.94
SD-Dem,PA,1,0,0.01,0.9
SD-Dem,VPD,1,0,1.4,0.93
SD-Dem,WS,1,0.06,0.3,0.57
SD-Dem,P,1,-9999,-9999,-9999
SD-Dem,SW_IN,1,12.29,33.91,0.92
SD-Dem,LW_IN,-9999,-9999,-9999,-9999
SD-Dem,LW_IN_JSB,1,0,6.72,0.91
SE-Deg,TA,1,-0,0.61,0.98
SE-Deg,PA,1,-0,0.03,1
SE-Deg,VPD,1,-0,0.42,0.93
SE-Deg,WS,1,0.21,3.26,0.09
SE-Deg,P,1,-9999,-9999,-9999
SE-Deg,SW_IN,1,4.39,25.29,0.92
SE-Deg,LW_IN,1,0,7.26,0.9
SE-Deg,LW_IN_JSB,1,0,11.49,0.85
SE-HfM,TA,1,0,0.49,0.98
SE-HfM,PA,1,0,0.27,0.74
SE-HfM,VPD,1,-0,0.35,0.93
SE-HfM,WS,1,-0.02,0.23,0.78
SE-HfM,P,1,-9999,-9999,-9999
SE-HfM,SW_IN,1,4.59,21.14,0.92
SE-HfM,LW_IN,-9999,-9999,-9999,-9999
SE-HfM,LW_IN_JSB,1,-0,10.38,0.83
SE-Hmr,TA,1,0,0.47,0.99
SE-Hmr,PA,1,0,0.31,0.69
SE-Hmr,VPD,1,-0,0.35,0.94
SE-Hmr,WS,1,0.03,0.2,0.75
SE-Hmr,P,1,-9999,-9999,-9999
SE-Hmr,SW_IN,1,5.64,27.65,0.91
SE-Hmr,LW_IN,-9999,-9999,-9999,-9999
SE-Hmr,LW_IN_JSB,1,0,9.65,0.85
SE-Htm,TA,1,0,0.49,0.98
SE-Htm,PA,1,0,0.03,1
SE-Htm,VPD,1,0,0.57,0.92
SE-Htm,WS,1,0.08,0.81,0.44
SE-Htm,P,1,-9999,-9999,-9999
SE-Htm,SW_IN,1,3.39,35.38,0.9
SE-Htm,LW_IN,1,-0,7.54,0.88
SE-Htm,LW_IN_JSB,1,0,11.92,0.8
SE-Nor,TA,1,-0,0.51,0.99
SE-Nor,PA,1,0,0.03,1
SE-Nor,VPD,1,-0,0.54,0.94
SE-Nor,WS,1,0.1,1.09,0.27
SE-Nor,P,1,-9999,-9999,-9999
SE-Nor,SW_IN,1,5.08,29.16,0.91
SE-Nor,LW_IN,1,0,7.25,0.9
SE-Nor,LW_IN_JSB,1,0,12.14,0.83
SE-Ros,TA,1,0,0.75,0.98
SE-Ros,PA,1,0,0.35,0.79
SE-Ros,VPD,1,0,0.53,0.94
SE-Ros,WS,1,0.01,0.24,0.71
SE-Ros,P,1,-9999,-9999,-9999
SE-Ros,SW_IN,1,4.49,29.52,0.9
SE-Ros,LW_IN,-9999,-9999,-9999,-9999
SE-Ros,LW_IN_JSB,1,0,13.18,0.83
SE-Srj,TA,1,-0,0.48,0.99
SE-Srj,PA,1,0,0.08,0.97
SE-Srj,VPD,1,-0,0.36,0.94
SE-Srj,WS,1,-0.03,0.21,0.77
SE-Srj,P,1,-9999,-9999,-9999
SE-Srj,SW_IN,1,4.27,20.06,0.92
SE-Srj,LW_IN,-9999,-9999,-9999,-9999
SE-Srj,LW_IN_JSB,1,-0,10.52,0.82
SE-St1,TA,1,0,1.21,0.94
SE-St1,PA,1,-0,0.07,0.98
SE-St1,VPD,1,-0,0.46,0.85
SE-St1,WS,1,0.27,0.77,0.62
SE-St1,P,1,-9999,-9999,-9999
SE-St1,SW_IN,1,4.28,29.23,0.89
SE-St1,LW_IN,1,-0,8.31,0.87
SE-St1,LW_IN_JSB,1,0.08,13.92,0.83
SE-Sto,TA,1,0,0.68,0.96
SE-Sto,PA,1,-0,0.08,0.96
SE-Sto,VPD,1,-0,0.31,0.85
SE-Sto,WS,1,0.51,1.86,0.18
SE-Sto,P,1,-9999,-9999,-9999
SE-Sto,SW_IN,1,4.76,19.32,0.88
SE-Sto,LW_IN,1,0,5.81,0.88
SE-Sto,LW_IN_JSB,1,0,8.86,0.85
SE-Svb,TA,1,-0,0.98,0.98
SE-Svb,PA,1,-0,0.03,1
SE-Svb,VPD,1,0,0.59,0.93
SE-Svb,WS,1,0.23,3.5,0.12
SE-Svb,P,1,-9999,-9999,-9999
SE-Svb,SW_IN,1,3.23,38.49,0.91
SE-Svb,LW_IN,1,0,10.31,0.91
SE-Svb,LW_IN_JSB,1,-0,15.29,0.83
SE-Trb,TA,1,-0,0.43,0.98
SE-Trb,PA,1,0,0.01,1
SE-Trb,VPD,1,-0,0.34,0.93
SE-Trb,WS,1,-0.01,0.21,0.71
SE-Trb,P,-9999,-9999,-9999,-9999
SE-Trb,SW_IN,1,3.71,20.2,0.89
SE-Trb,LW_IN,1,-0.01,6.03,0.89
SE-Trb,LW_IN_JSB,1,-0.02,8.64,0.84
SJ-Adv,TA,1,-0,0.33,0.97
SJ-Adv,PA,1,0,0.02,1
SJ-Adv,VPD,1,-0,0.11,0.64
SJ-Adv,WS,1,0.31,0.23,0.72
SJ-Adv,P,1,-9999,-9999,-9999
SJ-Adv,SW_IN,1,2.49,11.12,0.88
SJ-Adv,LW_IN,1,0.01,4.27,0.86
SJ-Adv,LW_IN_JSB,1,-0.18,5.6,0.84
SN-Dhr,TA,1,-0,0.98,0.92
SN-Dhr,PA,-9999,-9999,-9999,-9999
SN-Dhr,VPD,1,0,2.62,0.94
SN-Dhr,WS,1,0.04,0.44,0.67
SN-Dhr,P,1,-9999,-9999,-9999
SN-Dhr,SW_IN,1,9.9,59.73,0.9
SN-Dhr,LW_IN,-9999,-9999,-9999,-9999
SN-Dhr,LW_IN_JSB,1,-0,14.4,0.85
SN-Nkr,TA,1,0,0.7,0.94
SN-Nkr,PA,1,-0,0.04,0.88
SN-Nkr,VPD,1,0,2.11,0.94
SN-Nkr,WS,1,0.1,0.43,0.62
SN-Nkr,P,1,-9999,-9999,-9999
SN-Nkr,SW_IN,1,18.57,61.56,0.91
SN-Nkr,LW_IN,1,0,5.54,0.89
SN-Nkr,LW_IN_JSB,1,-0,12.77,0.78
TH-Kog,TA,1,-0,0.83,0.69
TH-Kog,PA,1,-0,0.08,0.54
TH-Kog,VPD,1,0,1.57,0.6
TH-Kog,WS,1,0.35,0.48,0.17
TH-Kog,P,1,-9999,-9999,-9999
TH-Kog,SW_IN,1,11.8,53.75,0.84
TH-Kog,LW_IN,1,0,7.75,0.85
TH-Kog,LW_IN_JSB,1,0,8.03,0.79
TH-Mae,TA,1,0,0.94,0.87
TH-Mae,PA,1,-0,0.14,0.67
TH-Mae,VPD,1,0,2.19,0.88
TH-Mae,WS,1,0.13,0.38,0.38
TH-Mae,P,1,-9999,-9999,-9999
TH-Mae,SW_IN,1,15.45,69.62,0.87
TH-Mae,LW_IN,1,0,6.51,0.9
TH-Mae,LW_IN_JSB,1,-0,11.92,0.77
UK-AMo,TA,1,-0,1.31,0.94
UK-AMo,PA,1,0,0.44,0.87
UK-AMo,VPD,1,-0,0.78,0.84
UK-AMo,WS,1,-0.07,1.28,0.76
UK-AMo,P,1,-9999,-9999,-9999
UK-AMo,SW_IN,1,4.51,60.37,0.86
UK-AMo,LW_IN,-9999,-9999,-9999,-9999
UK-AMo,LW_IN_JSB,1,0,19.35,0.73
UK-Ags,TA,1,0,0.35,0.87
UK-Ags,PA,1,-0,0.01,1
UK-Ags,VPD,1,0,0.32,0.6
UK-Ags,WS,1,-0.03,0.15,0.86
UK-Ags,P,1,-9999,-9999,-9999
UK-Ags,SW_IN,1,4.74,16.52,0.91
UK-Ags,LW_IN,1,-0.04,2.98,0.76
UK-Ags,LW_IN_JSB,1,0.04,4.58,0.76
UK-BnB,TA,1,-0,0.37,0.97
UK-BnB,PA,1,-0,0.03,1
UK-BnB,VPD,1,-0,0.35,0.87
UK-BnB,WS,1,-0.04,0.26,0.81
UK-BnB,P,1,-9999,-9999,-9999
UK-BnB,SW_IN,1,6.77,24.26,0.87
UK-BnB,LW_IN,1,-0,7.56,0.74
UK-BnB,LW_IN_JSB,1,-0,8.61,0.74
UK-CCr,TA,1,0,0.41,0.95
UK-CCr,PA,1,0,0.02,1
UK-CCr,VPD,1,-0,0.37,0.87
UK-CCr,WS,1,-0.02,0.27,0.81
UK-CCr,P,1,-9999,-9999,-9999
UK-CCr,SW_IN,1,6.37,22.54,0.89
UK-CCr,LW_IN,1,0,5.81,0.79
UK-CCr,LW_IN_JSB,1,-0.02,6.89,0.78
UK-Cvn,TA,1,-0,0.23,0.97
UK-Cvn,PA,1,0,0.01,1
UK-Cvn,VPD,1,0,0.23,0.9
UK-Cvn,WS,1,-0.03,0.16,0.89
UK-Cvn,P,1,-9999,-9999,-9999
UK-Cvn,SW_IN,1,7.83,15.71,0.9
UK-Cvn,LW_IN,-9999,-9999,-9999,-9999
UK-Cvn,LW_IN_JSB,1,0,4.76,0.79
UK-GaB,TA,1,-0,0.39,0.95
UK-GaB,PA,1,-0,0.02,1
UK-GaB,VPD,1,-0,0.33,0.83
UK-GaB,WS,1,-0,0.29,0.81
UK-GaB,P,1,-9999,-9999,-9999
UK-GaB,SW_IN,1,6.48,21.69,0.88
UK-GaB,LW_IN,1,-0,5.96,0.76
UK-GaB,LW_IN_JSB,1,0,7.24,0.74
UK-Gnn,TA,1,-0,0.32,0.96
UK-Gnn,PA,1,-0,0.02,1
UK-Gnn,VPD,1,0,0.27,0.83
UK-Gnn,WS,1,-0.03,0.31,0.81
UK-Gnn,P,1,-9999,-9999,-9999
UK-Gnn,SW_IN,1,7.65,21.95,0.87
UK-Gnn,LW_IN,1,-0,6.69,0.76
UK-Gnn,LW_IN_JSB,1,0,6.52,0.75
UK-Gwr,TA,1,-0,0.3,0.96
UK-Gwr,PA,1,0,0.03,1
UK-Gwr,VPD,1,-0,0.26,0.79
UK-Gwr,WS,1,0.1,0.29,0.85
UK-Gwr,P,1,-9999,-9999,-9999
UK-Gwr,SW_IN,1,3.23,21.51,0.88
UK-Gwr,LW_IN,1,0,6.9,0.72
UK-Gwr,LW_IN_JSB,1,-0.06,6.24,0.77
UK-HgF,TA,1,0,0.3,0.96
UK-HgF,PA,1,0,0.02,1
UK-HgF,VPD,1,0,0.3,0.89
UK-HgF,WS,1,-0.08,0.17,0.87
UK-HgF,P,1,-9999,-9999,-9999
UK-HgF,SW_IN,1,5.59,18.78,0.86
UK-HgF,LW_IN,-9999,-9999,-9999,-9999
UK-HgF,LW_IN_JSB,1,-0.01,5.64,0.78
UK-HpF,TA,1,-0,0.24,0.98
UK-HpF,PA,1,-0,0.02,1
UK-HpF,VPD,1,-0,0.29,0.92
UK-HpF,WS,1,-0,0.19,0.88
UK-HpF,P,1,-9999,-9999,-9999
UK-HpF,SW_IN,1,11.14,20.16,0.86
UK-HpF,LW_IN,1,0,5.51,0.8
UK-HpF,LW_IN_JSB,1,-0,6.97,0.72
US-A03,TA,1,0.01,0.74,0.98
US-A03,PA,1,-0,0.11,0.96
US-A03,VPD,1,0.03,0.38,0.48
US-A03,WS,1,0.1,0.41,0.88
US-A03,P,-9999,-9999,-9999,-9999
US-A03,SW_IN,1,3.54,22.92,0.92
US-A03,LW_IN,1,-0,8.36,0.92
US-A03,LW_IN_JSB,1,-2.98,7.73,0.71
US-A10,TA,1,0.01,0.84,0.98
US-A10,PA,1,-0,0.15,0.96
US-A10,VPD,1,0.02,0.44,0.31
US-A10,WS,1,0.07,0.47,0.88
US-A10,P,-9999,-9999,-9999,-9999
US-A10,SW_IN,1,4.27,28.96,0.92
US-A10,LW_IN,1,0,10.9,0.92
US-A10,LW_IN_JSB,1,-1.38,10.45,0.78
US-A32,TA,1,-0,0.45,0.98
US-A32,PA,1,0,0.02,0.99
US-A32,VPD,1,-0,0.81,0.9
US-A32,WS,1,0.02,0.24,0.8
US-A32,P,1,-9999,-9999,-9999
US-A32,SW_IN,1,7.9,23.42,0.91
US-A32,LW_IN,1,0,3.6,0.96
US-A32,LW_IN_JSB,1,0.01,5.96,0.93
US-A37,TA,1,0,0.31,0.98
US-A37,PA,1,0,0.01,0.99
US-A37,VPD,1,0,0.6,0.92
US-A37,WS,1,-0.04,0.19,0.8
US-A37,P,1,-9999,-9999,-9999
US-A37,SW_IN,1,8.04,17.78,0.91
US-A37,LW_IN,1,0,2.42,0.96
US-A37,LW_IN_JSB,1,-0.09,3.81,0.95
US-A39,TA,1,-0,0.36,0.97
US-A39,PA,1,0,0.02,0.98
US-A39,VPD,1,0,0.64,0.89
US-A39,WS,1,0.07,0.2,0.76
US-A39,P,1,-9999,-9999,-9999
US-A39,SW_IN,1,9.86,18.05,0.91
US-A39,LW_IN,1,0,2.75,0.95
US-A39,LW_IN_JSB,1,-0.08,4.22,0.93
US-A74,TA,1,-0,0.4,0.97
US-A74,PA,1,0,0.01,0.99
US-A74,VPD,1,-0,0.74,0.89
US-A74,WS,1,-0.01,0.26,0.8
US-A74,P,1,-9999,-9999,-9999
US-A74,SW_IN,1,6.99,22.98,0.91
US-A74,LW_IN,1,0,3.22,0.95
US-A74,LW_IN_JSB,1,0,5.51,0.92
US-ABa,TA,1,0,0.61,0.9
US-ABa,PA,1,-0,0.02,0.99
US-ABa,VPD,1,0,1.02,0.79
US-ABa,WS,1,0.02,0.22,0.65
US-ABa,P,1,-9999,-9999,-9999
US-ABa,SW_IN,1,10.29,32.23,0.88
US-ABa,LW_IN,1,-0,4.54,0.86
US-ABa,LW_IN_JSB,1,0.01,5.74,0.89
US-ABb,TA,1,0,0.63,0.9
US-ABb,PA,1,-0,0.02,0.98
US-ABb,VPD,1,0,0.99,0.79
US-ABb,WS,1,0.01,0.18,0.66
US-ABb,P,1,-9999,-9999,-9999
US-ABb,SW_IN,1,10.94,32.63,0.88
US-ABb,LW_IN,1,0,4.37,0.87
US-ABb,LW_IN_JSB,1,-0,5.54,0.89
US-ABc,TA,1,0,0.56,0.91
US-ABc,PA,1,0,0.01,0.99
US-ABc,VPD,1,0.01,0.98,0.79
US-ABc,WS,1,0.01,0.18,0.67
US-ABc,P,1,-9999,-9999,-9999
US-ABc,SW_IN,1,13.01,38.5,0.88
US-ABc,LW_IN,1,-0,4.13,0.88
US-ABc,LW_IN_JSB,1,0.02,6.33,0.86
US-ABd,TA,1,0,0.57,0.91
US-ABd,PA,1,0,0.03,0.95
US-ABd,VPD,1,0,1,0.79
US-ABd,WS,1,0.02,0.23,0.68
US-ABd,P,1,-9999,-9999,-9999
US-ABd,SW_IN,1,12.96,38.91,0.88
US-ABd,LW_IN,1,-0.01,4.21,0.88
US-ABd,LW_IN_JSB,1,-0,6.5,0.86
US-ABe,TA,1,0,0.5,0.93
US-ABe,PA,1,0,0.02,0.96
US-ABe,VPD,1,0.01,1.01,0.79
US-ABe,WS,1,0.05,0.23,0.64
US-ABe,P,-9999,-9999,-9999,-9999
US-ABe,SW_IN,1,7.79,28.64,0.9
US-ABe,LW_IN,-9999,-9999,-9999,-9999
US-ABe,LW_IN_JSB,1,-0.02,6.54,0.86
US-ADR,TA,1,0,1.08,0.95
US-ADR,PA,1,-0,0.02,0.97
US-ADR,VPD,1,-0,1.79,0.93
US-ADR,WS,1,0.15,0.53,0.52
US-ADR,P,1,-9999,-9999,-9999
US-ADR,SW_IN,1,9.13,40.74,0.93
US-ADR,LW_IN,-9999,-9999,-9999,-9999
US-ADR,LW_IN_JSB,1,-0,9.46,0.87
US-ALQ,TA,1,-0,1.4,0.95
US-ALQ,PA,1,-0,0.04,0.99
US-ALQ,VPD,1,0,0.98,0.83
US-ALQ,WS,1,-0.02,0.34,0.44
US-ALQ,P,1,-9999,-9999,-9999
US-ALQ,SW_IN,1,3.41,46.37,0.9
US-ALQ,LW_IN,1,0.01,8.83,0.9
US-ALQ,LW_IN_JSB,1,-0.04,12.09,0.91
US-AR1,TA,1,-0,0.68,0.98
US-AR1,PA,1,0,0.04,0.98
US-AR1,VPD,1,-0,1.23,0.92
US-AR1,WS,1,0,0.35,0.81
US-AR1,P,1,-9999,-9999,-9999
US-AR1,SW_IN,1,8.1,35.62,0.91
US-AR1,LW_IN,1,-0,5.32,0.96
US-AR1,LW_IN_JSB,1,-0.12,8.19,0.94
US-AR2,TA,1,0,0.61,0.98
US-AR2,PA,1,-0,0.02,0.99
US-AR2,VPD,1,0,1.15,0.94
US-AR2,WS,1,0.05,0.37,0.81
