rank_by_abs_delta,target_class,delta_frac,direction,site_id,era5_twoletter,era5_class,beck_twoletter,beck_class
8,Cw,0.005121638924455826,moved_in_under_beck,ZA-Spk,BS,BSk,Cw,Cwb
8,Cw,0.005121638924455826,moved_in_under_beck,ZM-Mon,BS,BSh,Cw,Cwa
8,Cw,0.005121638924455826,moved_in_under_beck,HK-MPM,Cf,Cfa,Cw,Cwa
8,Cw,0.005121638924455826,moved_out_under_beck,BW-Gum,Cw,Cwa,BS,BSh
8,Cw,0.005121638924455826,moved_out_under_beck,BW-Nxr,Cw,Cwa,BS,BSh
8,Cw,0.005121638924455826,moved_out_under_beck,CN-Dzo,Cw,Cwa,Aw,Aw
9,Af,-0.0038412291933418684,moved_out_under_beck,GF-Guy,Af,Af,Am,Am
9,Af,-0.0038412291933418684,moved_out_under_beck,GH-Ank,Af,Af,Am,Am
9,Af,-0.0038412291933418684,moved_out_under_beck,MX-PMm,Af,Af,Aw,Aw
9,Af,-0.0038412291933418684,moved_out_under_beck,US-TaS,Af,Af,Am,Am
10,Aw,0.0038412291933418684,moved_in_under_beck,BR-CST,BS,BSh,Aw,Aw
10,Aw,0.0038412291933418684,moved_in_under_beck,CN-Dzo,Cw,Cwa,Aw,Aw
10,Aw,0.0038412291933418684,moved_in_under_beck,KE-Chk,BS,BSh,Aw,Aw
10,Aw,0.0038412291933418684,moved_in_under_beck,KE-Mkt,BW,BWh,Aw,Aw
10,Aw,0.0038412291933418684,moved_in_under_beck,MX-PMm,Af,Af,Aw,Aw
10,Aw,0.0038412291933418684,moved_in_under_beck,PR-xGU,BS,BSh,Aw,Aw
10,Aw,0.0038412291933418684,moved_in_under_beck,ZA-Uby,Cf,Cfa,Aw,Aw
10,Aw,0.0038412291933418684,moved_out_under_beck,BR-Sa3,Aw,Aw,Am,Am
10,Aw,0.0038412291933418684,moved_out_under_beck,ML-Kem,Aw,Aw,BW,BWh
10,Aw,0.0038412291933418684,moved_out_under_beck,MX-Aog,Aw,Aw,BS,BSh
10,Aw,0.0038412291933418684,moved_out_under_beck,PR-xLA,Aw,Aw,Am,Am
10,Aw,0.0038412291933418684,moved_out_under_beck,US-Elm,Aw,Aw,Am,Am
10,Aw,0.0038412291933418684,moved_out_under_beck,US-Esm,Aw,Aw,Am,Am
10,Aw,0.0038412291933418684,moved_out_under_beck,US-EvM,Aw,Aw,Am,Am
11,Dw,0.0012804097311139573,moved_in_under_beck,CN-DaW,BS,BSk,Dw,Dwc
11,Dw,0.0012804097311139573,moved_in_under_beck,CN-Ha2,ET,ET,Dw,Dwc
11,Dw,0.0012804097311139573,moved_in_under_beck,CN-Mxn,Df,Dfb,Dw,Dwb
11,Dw,0.0012804097311139573,moved_in_under_beck,CN-Qng,Df,Dfb,Dw,Dwb
11,Dw,0.0012804097311139573,moved_in_under_beck,KR-PcD,Df,Dfb,Dw,Dwb
11,Dw,0.0012804097311139573,moved_in_under_beck,KR-UAO,Df,Dfa,Dw,Dwa
11,Dw,0.0012804097311139573,moved_in_under_beck,US-xDC,Df,Dfb,Dw,Dwb
11,Dw,0.0012804097311139573,moved_in_under_beck,US-xWD,Df,Dfb,Dw,Dwb
11,Dw,0.0012804097311139573,moved_out_under_beck,CN-Dda,Dw,Dwb,BS,BSk
11,Dw,0.0012804097311139573,moved_out_under_beck,CN-Dmn,Dw,Dwb,BW,BWk
11,Dw,0.0012804097311139573,moved_out_under_beck,CN-Huz,Dw,Dwb,BS,BSk
11,Dw,0.0012804097311139573,moved_out_under_beck,CN-Xi2,Dw,Dwb,BS,BSk
11,Dw,0.0012804097311139573,moved_out_under_beck,CN-Zha,Dw,Dwb,BW,BWk
11,Dw,0.0012804097311139573,moved_out_under_beck,MN-Hst,Dw,Dwb,BS,BSk
11,Dw,0.0012804097311139573,moved_out_under_beck,MN-Kbu,Dw,Dwb,BS,BSk
13,ET,0,moved_in_under_beck,CN-GuT,BW,BWk,ET,ET
13,ET,0,moved_in_under_beck,US-Fo1,BS,BSk,ET,ET
13,ET,0,moved_in_under_beck,US-Fo2,BS,BSk,ET,ET
13,ET,0,moved_in_under_beck,US-xBA,BS,BSk,ET,ET
13,ET,0,moved_in_under_beck,SJ-Adv,BS,BSk,ET,ET
13,ET,0,moved_out_under_beck,CN-Ha2,ET,ET,Dw,Dwc
13,ET,0,moved_out_under_beck,NO-Fns,ET,ET,Df,Dfc
13,ET,0,moved_out_under_beck,US-ICh,ET,ET,Df,Dfc
13,ET,0,moved_out_under_beck,US-NR3,ET,ET,Df,Dfc
13,ET,0,moved_out_under_beck,US-xNW,ET,ET,Df,Dfc
