site_id,TIMESTAMP,P_ERA_standalone,P_ERA_fluxmet_embedded,diff
JP-Khw,201408,10.561,10.561,0
JP-Khw,201409,3.857,3.857,0
JP-Khw,201410,5.554,5.554,0
JP-Khw,201411,3.047,3.047,0
JP-Khw,201412,3.594,3.594,0
JP-Khw,201501,4.202,4.202,0
JP-Khw,201502,2.293,2.293,0
JP-Khw,201503,5.342,5.342,0
JP-Khw,201504,8.048,8.048,0
JP-Khw,201505,6.507,6.507,0
JP-Khw,201506,21.694,21.694,0
JP-Khw,201507,11.506,11.506,0
JP-Khw,201508,11.16,11.16,0
JP-Khw,201509,6.227,6.227,0
JP-Khw,201510,2.683,2.683,0
JP-Khw,201511,7.45,7.45,0
JP-Khw,201512,3.901,3.901,0
JP-Khw,201601,4.298,4.298,0
JP-Khw,201602,4.232,4.232,0
JP-Khw,201603,3.835,3.835,0
JP-Khw,201604,9.633,9.633,0
JP-Khw,201605,9.369,9.369,0
JP-Khw,201606,20.386,20.386,0
JP-Khw,201607,10.225,10.225,0
JP-Khw,201608,2.518,2.518,0
JP-Khw,201609,11.105,11.105,0
JP-Khw,201610,6.708,6.708,0
JP-Khw,201611,4.101,4.101,0
JP-Khw,201612,4.998,4.998,0
JP-Khw,201701,2.274,2.274,0
JP-Khw,201702,3.899,3.899,0
JP-Khw,201703,3.27,3.27,0
JP-Khw,201704,7.653,7.653,0
JP-Khw,201705,5.452,5.452,0
JP-Khw,201706,8.159,8.159,0
JP-Khw,201707,8.547,8.547,0
JP-Khw,201708,5.411,5.411,0
JP-Khw,201709,11.559,11.559,0
JP-Khw,201710,11.169,11.169,0
JP-Khw,201711,1.707,1.707,0
JP-Khw,201712,0.95,0.95,0
JP-Khw,201801,3.163,3.163,0
JP-Khw,201802,2.801,2.801,0
JP-Khw,201803,5.784,5.784,0
JP-Khw,201804,5.567,5.567,0
JP-Khw,201805,9.409,9.409,0
JP-Khw,201806,8.363,8.363,0
JP-Khw,201807,18.786,18.786,0
JP-Khw,201808,1.642,1.642,0
JP-Khw,201809,10.601,10.601,0
JP-Khw,201810,1.979,1.979,0
JP-Khw,201811,2.337,2.337,0
JP-Khw,201812,4.359,4.359,0
JP-Khw,201901,1.379,1.379,0
JP-Khw,201902,4.294,4.294,0
JP-Khw,201903,5.29,5.29,0
JP-Khw,201904,3.7,3.7,0
JP-Khw,201905,2.852,2.852,0
JP-Khw,201906,8.274,8.274,0
JP-Khw,201907,17.071,17.071,0
JP-Khw,201908,13.919,13.919,0
JP-Khw,201909,3.942,3.942,0
JP-Khw,201910,4.282,4.282,0
JP-Khw,201911,1.229,1.229,0
JP-Khw,201912,3.616,3.616,0
JP-Khw,202001,4.783,4.783,0
JP-Khw,202002,4.62,4.62,0
JP-Khw,202003,5.301,5.301,0
JP-Khw,202004,3.656,3.656,0
JP-Khw,202005,6.449,6.449,0
JP-Khw,202006,18.093,18.093,0
JP-Khw,202007,29.818,29.818,0
JP-Khw,202008,3.392,3.392,0
JP-Khw,202009,8.873,8.873,0
JP-Khw,202010,2.695,2.695,0
JP-Khw,202011,2.701,2.701,0
JP-Khw,202012,1.923,1.923,0
JP-Khw,202101,1.937,1.937,0
JP-Khw,202102,4.719,4.719,0
JP-Khw,202103,4.033,4.033,0
JP-Khw,202104,3.673,3.673,0
JP-Khw,202105,12.723,12.723,0
JP-Khw,202106,7.635,7.635,0
JP-Khw,202107,6.614,6.614,0
JP-Khw,202108,32.489,32.489,0
JP-Khw,202109,6.029,6.029,0
JP-Khw,202110,0.585,0.585,0
JP-Khw,202111,4.188,4.188,0
JP-Khw,202112,1.419,1.419,0
US-Akn,201101,0.08,0.08,0
US-Akn,201102,0.135,0.135,0
US-Akn,201103,0.148,0.148,0
US-Akn,201104,0.072,0.072,0
US-Akn,201105,0.063,0.063,0
US-Akn,201106,0.067,0.067,0
US-Akn,201107,0.115,0.115,0
US-Akn,201108,0.088,0.088,0
US-Akn,201109,0.151,0.151,0
US-Akn,201110,0.127,0.127,0
US-Akn,201111,0.055,0.055,0
US-Akn,201112,0.074,0.074,0
US-Akn,201201,0.055,0.055,0
US-Akn,201202,0.113,0.113,0
US-Akn,201203,0.118,0.118,0
US-Akn,201204,0.049,0.049,0
US-Akn,201205,0.109,0.109,0
US-Akn,201206,0.102,0.102,0
US-Akn,201207,0.167,0.167,0
US-Akn,201208,0.179,0.179,0
US-Akn,201209,0.058,0.058,0
US-Akn,201210,0.038,0.038,0
US-Akn,201211,0.037,0.037,0
US-Akn,201212,0.141,0.141,0
US-Akn,201301,0.04,0.04,0
US-Akn,201302,0.286,0.286,0
US-Akn,201303,0.082,0.082,0
US-Akn,201304,0.154,0.154,0
US-Akn,201305,0.078,0.078,0
US-Akn,201306,0.335,0.335,0
US-Akn,201307,0.257,0.257,0
US-Akn,201308,0.176,0.176,0
US-Akn,201309,0.037,0.037,0
US-Akn,201310,0.029,0.029,0
US-Akn,201311,0.112,0.112,0
US-Akn,201312,0.147,0.147,0
US-Akn,201401,0.105,0.105,0
US-Akn,201402,0.139,0.139,0
US-Akn,201403,0.133,0.133,0
US-Akn,201404,0.184,0.184,0
US-Akn,201405,0.107,0.107,0
US-Akn,201406,0.061,0.061,0
US-Akn,201407,0.111,0.111,0
US-Akn,201408,0.117,0.117,0
US-Akn,201409,0.18,0.18,0
US-Akn,201410,0.065,0.065,0
US-Akn,201411,0.137,0.137,0
US-Akn,201412,0.122,0.122,0
US-Akn,201501,0.1,0.1,0
US-Akn,201502,0.169,0.169,0
US-Akn,201503,0.083,0.083,0
US-Akn,201504,0.169,0.169,0
US-Akn,201505,0.034,0.034,0
US-Akn,201506,0.114,0.114,0
US-Akn,201507,0.067,0.067,0
US-Akn,201508,0.09,0.09,0
US-Akn,201509,0.16,0.16,0
US-Akn,201510,0.492,0.492,0
US-Akn,201511,0.145,0.145,0
US-Akn,201512,0.156,0.156,0
US-Akn,201601,0.07,0.07,0
US-Akn,201602,0.127,0.127,0
US-Akn,201603,0.086,0.086,0
US-Akn,201604,0.085,0.085,0
US-Akn,201605,0.239,0.239,0
US-Akn,201606,0.1,0.1,0
US-Akn,201607,0.091,0.091,0
US-Akn,201608,0.117,0.117,0
US-Akn,201609,0.157,0.157,0
US-Akn,201610,0.135,0.135,0
US-Akn,201611,0.025,0.025,0
US-Akn,201612,0.152,0.152,0
US-Akn,201701,0.177,0.177,0
US-Akn,201702,0.049,0.049,0
US-Akn,201703,0.072,0.072,0
US-Akn,201704,0.303,0.303,0
US-Akn,201705,0.169,0.169,0
US-Akn,201706,0.187,0.187,0
US-Akn,201707,0.224,0.224,0
US-Akn,201708,0.107,0.107,0
US-Akn,201709,0.187,0.187,0
US-Akn,201710,0.059,0.059,0
US-Akn,201711,0.04,0.04,0
US-Akn,201712,0.132,0.132,0
US-Akn,201801,0.084,0.084,0
US-Akn,201802,0.094,0.094,0
US-Akn,201803,0.109,0.109,0
US-Akn,201804,0.136,0.136,0
US-Akn,201805,0.232,0.232,0
US-Akn,201806,0.101,0.101,0
US-Akn,201807,0.182,0.182,0
US-Akn,201808,0.126,0.126,0
US-Akn,201809,0.075,0.075,0
US-Akn,201810,0.132,0.132,0
US-Akn,201811,0.14,0.14,0
US-Akn,201812,0.278,0.278,0
US-Akn,201901,0.152,0.152,0
US-Akn,201902,0.064,0.064,0
US-Akn,201903,0.053,0.053,0
US-Akn,201904,0.115,0.115,0
US-Akn,201905,0.057,0.057,0
US-Akn,201906,0.194,0.194,0
US-Akn,201907,0.148,0.148,0
US-Akn,201908,0.191,0.191,0
US-Akn,201909,0.011,0.011,0
US-Akn,201910,0.143,0.143,0
US-Akn,201911,0.106,0.106,0
US-Akn,201912,0.17,0.17,0
US-Akn,202001,0.143,0.143,0
US-Akn,202002,0.271,0.271,0
US-Akn,202003,0.189,0.189,0
US-Akn,202004,0.145,0.145,0
US-Akn,202005,0.132,0.132,0
US-Akn,202006,0.056,0.056,0
US-Akn,202007,0.115,0.115,0
US-Akn,202008,0.267,0.267,0
US-Akn,202009,0.144,0.144,0
US-Akn,202010,0.056,0.056,0
US-Akn,202011,0.096,0.096,0
US-Akn,202012,0.129,0.129,0
US-Akn,202101,0.16,0.16,0
US-Akn,202102,0.247,0.247,0
US-Akn,202103,0.13,0.13,0
US-Akn,202104,0.072,0.072,0
US-Akn,202105,0.049,0.049,0
US-Akn,202106,0.242,0.242,0
US-Akn,202107,0.242,0.242,0
US-Akn,202108,0.241,0.241,0
US-Akn,202109,0.085,0.085,0
US-Akn,202110,0.122,0.122,0
US-Akn,202111,0.024,0.024,0
US-Akn,202112,0.095,0.095,0
US-Akn,202201,0.114,0.114,0
US-Akn,202202,0.041,0.041,0
US-Akn,202203,0.142,0.142,0
US-Akn,202204,0.133,0.133,0
US-Akn,202205,0.086,0.086,0
US-Akn,202206,0.044,0.044,0
US-Akn,202207,0.226,0.226,0
US-Akn,202208,0.156,0.156,0
US-Akn,202209,0.131,0.131,0
US-Akn,202210,0.052,0.052,0
US-Akn,202211,0.144,0.144,0
US-Akn,202212,0.144,0.144,0
