site_id,flux,location_lat,location_long,tower_value,model_value,n_tower_years,tower_carbon_src,tower_partition,n_models
US-xSP,NEE,37.0334,-119.26220000000001,-6.304812094079999,-40.515673637254736,6,VUT,NA,17
US-xSR,NEE,31.9107,-110.8355,49.505250870432,-6.265908075871039,6,VUT,NA,17
US-xST,NEE,45.5089,-89.5864,-343.771664523264,-71.98965217612681,6,VUT,NA,17
US-xTE,NEE,37.0058,-119.006,-218.80973387001598,-34.91266665264811,6,VUT,NA,17
US-xTL,NEE,68.6611,-149.3705,-19.786816062719996,-10.52164802303286,5,VUT,NA,17
US-xTR,NEE,45.4937,-89.5857,-243.25804363967995,-72.08222386857517,6,VUT,NA,17
US-xUK,NEE,39.0404,-95.1921,-75.65284355328002,-96.19312810445695,5,VUT,NA,17
US-xUN,NEE,46.2339,-89.5373,-333.245805537024,-65.58389545647265,6,VUT,NA,17
US-xWD,NEE,47.1282,-99.2414,30.214759276799995,-38.03993029370963,6,VUT,NA,17
US-xWR,NEE,45.8205,-121.9519,-46.89370107072,-64.988446855858,6,VUT,NA,17
VU-Coc,NEE,-15.444423,167.19131,-470.14662366720006,-86.52386723314407,4,VUT,NA,12
ZA-BfK,NEE,-28.856483,24.83985,-40.544132279328,-18.93721743706493,5,VUT,NA,17
ZA-BfS,NEE,-28.8906,24.86112,-226.28840797440003,-19.25672297232802,5,VUT,NA,17
ZA-Spk,NEE,-28.70408,29.52614,-287.5991707584001,-52.59476025840411,2,VUT,NA,17
ZA-Uby,NEE,-27.3952,32.5889,-347.29051641408,-41.96589103263591,2,VUT,NA,17
ZM-Mon,NEE,-15.4391,23.2525,58.14785942208001,-93.54773022417044,3,VUT,NA,17
AR-CCa,GPP,-35.621,-61.3181,1571.1487551763198,1653.0855000447787,7,VUT,NT,17
AR-CCg,GPP,-35.9244,-61.1855,1923.44925459456,1622.7103166065563,7,VUT,NT,17
AR-TF1,GPP,-54.9733,-66.7335,743.4361172159998,322.3190739447762,3,VUT,NT,17
AR-TF2,GPP,-54.8269,-68.4549,326.93999601023995,350.1680264454112,2,VUT,NT,17
AT-Mmg,GPP,47.316563,10.970089,1467.3746732831999,1190.5586222734787,4,VUT,NT,17
AT-Neu,GPP,47.116318,11.320229,2426.695834282958,1146.1513220290026,19,VUT,NT,17
AT-Nsd,GPP,47.76914,16.758492,894.6214488637055,1014.5841206748804,5,VUT,NT,17
AT-PsM,GPP,47.58145,14.347197,1045.51798035456,1339.3049899445607,5,VUT,NT,17
AT-Zoe,GPP,47.842247,14.444137,1178.8640254656,1341.3259445860756,10,VUT,NT,17
AU-ASM,GPP,-22.283,133.249,461.9400047921742,192.9092588907117,16,VUT,NT,17
AU-Ade,GPP,-13.0769,131.1178,1756.5327550079996,1703.8895179054402,3,VUT,NT,17
AU-Boy,GPP,-32.477093000000004,116.938559,1241.6744254217144,610.3470705281915,9,VUT,NT,17
AU-Col,GPP,-33.42,116.237,1218.126912768,1190.7515462484484,3,VUT,NT,17
AU-Cow,GPP,-16.238189,145.42715,2108.5508453595426,1846.5209000682826,17,VUT,DT,17
AU-Cpr,GPP,-34.0027,140.5877,499.63900153933184,169.18136835374946,16,VUT,NT,17
AU-Ctr,GPP,-16.103219,145.446922,2832.334955938285,1806.9847895882745,9,VUT,DT,17
AU-Cum,GPP,-33.615278000000004,150.723611,2016.6549147752726,1616.6426216626692,12,VUT,NT,17
AU-DaP,GPP,-14.0633,131.3181,1434.9924611313409,1303.9276651496748,6,VUT,DT,17
AU-DaS,GPP,-14.1592,131.3881,1663.8642016226968,1265.4152600365546,15,VUT,NT,17
AU-Dry,GPP,-15.2588,132.3706,1331.543810685207,1020.2053794191055,15,VUT,NT,17
AU-Emr,GPP,-23.85872,148.4746,454.84631654400005,553.0469976104694,3,VUT,NT,17
AU-Fle,GPP,-19.887285,146.189138,1436.912378784,862.9152076656571,4,VUT,NT,17
AU-Fog,GPP,-12.5452,131.3072,1012.7947522176,1758.0280568886667,3,VUT,DT,17
AU-GWW,GPP,-30.1914,120.65417,597.8079128910895,297.37625043126764,13,VUT,NT,17
AU-Gin,GPP,-31.376351,115.71377,1374.5006625919934,715.0047666352641,15,VUT,NT,17
AU-How,GPP,-12.4952,131.15005,2158.92412919297,1608.6895000850982,23,VUT,NT,17
AU-Lit,GPP,-13.17904,130.79455,1888.3077115614171,1512.7812522816394,9,VUT,NT,17
AU-Lon,GPP,-23.52327,144.31042,509.4279507047041,234.70177085097248,7,VUT,NT,17
AU-MvA,GPP,-30.543,150.02,422.23669424639996,1012.4262137814976,1,VUT,NT,17
AU-Otw,GPP,-38.525,142.81,2042.6924335104,1009.3722863281268,4,VUT,NT,17
AU-RDF,GPP,-14.563639,132.477567,781.5486066624001,1262.6765530619982,3,VUT,DT,17
AU-Rgf,GPP,-32.506102,116.966827,541.6659508130742,586.6702762795611,10,VUT,NT,17
AU-Rig,GPP,-36.6499,145.5759,1040.9213880049372,1069.6041653648188,7,VUT,NT,17
AU-Rob,GPP,-17.11746943,145.6301375,2741.2043646157426,1807.736023700621,13,VUT,DT,17
AU-Sam,GPP,-27.38806,152.87778,1762.7287450381716,1501.0161892320689,8,VUT,NT,17
AU-Sil,GPP,-42.090556,147.0875,1427.4450239615999,1268.3837939481234,5,VUT,NT,17
AU-Stp,GPP,-17.1507,133.3502,459.13319667054446,566.950387593308,18,VUT,DT,17
AU-TTE,GPP,-22.287,133.64,251.9631042514645,195.3783166706035,11,CUT,NT,17
AU-Tum,GPP,-35.6566,148.1516,3043.484499090893,1683.2439583033197,20,CUT,NT,17
AU-Wac,GPP,-37.4259,145.1878,2324.698949376,1295.1976881659468,4,VUT,NT,17
AU-Wel,GPP,-32.5727,148.9843,1636.6482086400001,950.3596662044109,2,VUT,NT,17
AU-Whr,GPP,-36.6732,145.0294,1372.8379978162284,878.7900103390466,12,VUT,NT,17
AU-Wom,GPP,-37.422506,144.094046,2618.4892653586285,1186.4407772554125,14,VUT,NT,17
AU-Wrr,GPP,-43.09502,146.65452,2666.1299316233144,1869.6050134445313,9,VUT,NT,17
AU-Ya1,GPP,-33.613469,150.734864,1251.42335856,1612.7772117002764,3,VUT,NT,17
AU-Ya2,GPP,-33.620812,150.763284,1430.169042816,1618.3326966187603,3,VUT,NT,17
AU-Ync,GPP,-34.9878,146.2908,486.76034826316794,494.1022774668191,13,VUT,NT,17
BE-Bra,GPP,51.30761,4.51984,1586.499441599705,1040.4670934776204,24,VUT,NT,17
BE-Dor,GPP,50.311874,4.968113,2318.867744365187,1117.1776365783564,14,VUT,NT,17
BE-Lcr,GPP,51.11218,3.85043,1996.5147414912,1069.2537570824802,4,VUT,NT,17
BE-Lon,GPP,50.55162,4.746234,1389.0307059933912,1062.247730261641,21,VUT,NT,17
BE-Maa,GPP,50.97987,5.631851,832.30065961344,1084.5138253697223,10,VUT,NT,17
BE-Vie,GPP,50.304962,5.998099,1927.0613400472719,1332.8820346432408,30,VUT,NT,17
BJ-Bfg,GPP,9.791,1.718,2562.6229913417137,1494.8802679245441,9,VUT,NT,17
BJ-Db1,GPP,6.607338,2.543043,3244.4530439039995,1612.7484111217204,3,VUT,DT,17
BJ-Nhu,GPP,9.74,1.6,1736.5375393656684,1519.5994510253906,9,VUT,NT,17
BR-ITA,GPP,-23.0604,-48.6467,1623.7273219200001,2277.3528975760096,5,VUT,NT,17
BR-Ma2,GPP,-2.6091,-60.2093,3538.5176046946904,2709.6568231414303,17,VUT,DT,17
BR-Npw,GPP,-16.498,-56.412,2208.2635777535997,1932.0853196415367,4,VUT,DT,17
BR-Sa1,GPP,-2.8567,-54.9589,3154.2751177755426,2434.0502185714395,8,VUT,DT,17
BR-Sa3,GPP,-3.018,-54.9714,3613.39395984,2503.3767876443467,5,VUT,DT,17
BR-Xpw,GPP,-16.373,-56.461,1377.4011901747199,1903.9557337118003,5,VUT,NT,17
CA-ARB,GPP,52.695,-83.9452,376.9186350491084,902.5737031319986,13,VUT,NT,17
CA-ARF,GPP,52.7008,-83.955,459.3760663566351,902.2719719918616,14,VUT,NT,17
CA-CF3,GPP,58.6658,-93.8304,236.78177243990402,477.516099140246,4,VUT,NT,17
CA-Ca1,GPP,49.8673,-125.3336,2577.8483601407997,1381.1680773855983,11,VUT,NT,17
CA-Ca2,GPP,49.8705,-125.2909,886.0034975245263,1380.2263693442962,11,VUT,NT,17
CA-Ca3,GPP,49.5346,-124.9004,1747.6895202624,1274.1558483447513,8,CUT,NT,17
CA-Cbo,GPP,44.3184,-79.9341,1587.5152207123865,1165.8613895591277,28,VUT,NT,17
CA-DB2,GPP,49.119,-122.9951,483.914680033536,1105.161186914641,6,VUT,NT,17
CA-DBB,GPP,49.1293,-122.9849,398.1834982547383,1115.5091941254193,8,VUT,NT,17
CA-DSM,GPP,49.0887,-122.8954,1523.503675826496,1182.301393089043,4,VUT,NT,17
CA-EM1,GPP,50.3623,-100.2024,682.5340392019199,687.2734965045282,3,VUT,NT,17
CA-EM2,GPP,50.3706,-100.5339,954.7497528768,676.8696558882119,3,VUT,NT,17
CA-Gro,GPP,48.2167,-82.1556,1099.3820152303504,1147.7758784944576,12,VUT,NT,17
CA-LP1,GPP,55.1119,-122.8414,651.2855859346535,1048.8497550567447,14,CUT,NT,17
CA-Man,GPP,55.8796,-98.4808,709.3309850650546,941.0089467469365,14,VUT,NT,17
CA-Mer,GPP,45.4094,-75.5186,717.2298637585635,1257.0452936418471,23,VUT,NT,17
CA-Ojp,GPP,53.9163,-104.692,669.0593594639724,1029.169260881327,8,CUT,NT,17
CA-Qfo,GPP,49.6925,-74.3421,674.0837815993508,956.7442750335674,8,VUT,NT,17
CA-RBM,GPP,49.1313,-123.1964,1049.4348545433597,1102.2488620027887,3,VUT,NT,17
CA-SCC,GPP,61.3079,-121.2992,423.7070818046812,815.5999126247061,9,CUT,NT,17
CA-SJ2,GPP,53.945,-104.649,259.3903715273981,1032.0764057692058,6,VUT,NT,17
CA-TP1,GPP,42.6609,-80.5595,1523.6064153610362,993.6417376807575,21,VUT,NT,17
CA-TP2,GPP,42.7744,-80.4588,2239.3752340032,1014.9053692625424,5,VUT,NT,17
CA-TP3,GPP,42.7068,-80.3483,1756.6311572065154,903.3915123913573,21,VUT,NT,17
CA-TP4,GPP,42.7102,-80.3574,1627.940790114499,903.5361397029621,21,VUT,NT,17
CA-TPA,GPP,42.6947,-80.3487,1177.590481017408,903.3978696358234,4,VUT,NT,17
CA-TPD,GPP,42.6353,-80.5577,1516.1412106379832,985.7400793045595,11,VUT,NT,17
CD-Ygb,GPP,0.814444,24.502472,4065.1861931135995,2764.1941822223844,6,VUT,DT,17
CG-Tch,GPP,-4.2891665,11.656417,1466.9869675391997,1828.0012369791666,3,VUT,NT,17
CH-Aws,GPP,46.58311,9.790639,1478.2791532434665,983.8570900074658,18,VUT,NT,17
CH-Cha,GPP,47.21022,8.410444,2687.2211462989153,1255.23331626531,19,VUT,NT,17
CH-Crs,GPP,47.0436,7.0475,2012.4000111744,1211.3995062886383,2,VUT,NT,17
CH-Dav,GPP,46.81533,9.85591,1400.4935690468415,977.9444654889279,26,VUT,NT,17
CH-Fru,GPP,47.115833,8.537778,2232.5820081804254,1081.2959581113723,20,VUT,NT,17
CH-Lae,GPP,47.478333,8.364389,1779.1530970517197,1216.9016247137215,21,VUT,NT,17
CH-Oe1,GPP,47.28583,7.731944,2112.39747004608,1289.350010843912,10,VUT,NT,17
CH-Oe2,GPP,47.286415,7.73375,1610.6392132581402,1290.1438930251816,21,VUT,NT,17
CH-Oe3,GPP,47.28542,7.732438,2014.8630124595657,1289.5367544309242,10,VUT,NT,17
CH-Rh1,GPP,47.3,9.5,2144.7661114944,1234.1017176310222,4,VUT,NT,17
CH-Rh2,GPP,47.3,9.5,2165.7332777183997,1234.1017176310222,4,VUT,NT,17
CH-Rtb,GPP,47.3804,8.9934,1625.555122454421,1248.2638208358446,14,VUT,NT,17
CH-Tnk,GPP,47.48058,8.911775,2089.56487968,1209.9104009039363,1,VUT,NT,17
CL-SDF,GPP,-41.883,-73.676,2138.6497113791997,1177.9918383139952,8,VUT,DT,17
CL-SDP,GPP,-41.879,-73.666,847.2436236576,1176.9451028485,8,VUT,NT,17
CN-Aro,GPP,38.04734,100.46432,772.6177303675612,215.12508038440924,10,VUT,NT,17
CN-Ash,GPP,24.53806,101.02917,1888.604861403927,1680.0668572676002,11,VUT,NT,17
CN-BeO,GPP,40.02621,116.39143,1575.4833238629064,902.9383943420746,9,VUT,NT,17
CN-DaW,GPP,30.4691,91.0624,647.131823983872,195.37397754703687,5,CUT,NT,17
CN-Dan,GPP,30.4978,91.0664,440.526075873408,192.59182750271077,6,CUT,NT,17
CN-Dda,GPP,41.64397,110.33147,251.71669410048003,163.25984895639004,3,VUT,NT,17
CN-Din,GPP,23.1733,112.5361,1605.4800190189715,2077.094105564976,8,CUT,NT,17
CN-Dmn,GPP,38.85551,100.37223,1353.1018169098868,178.86969701187576,13,VUT,NT,17
CN-Dsh,GPP,38.83992,98.9406,534.8494952288229,105.73420036124566,10,VUT,NT,17
CN-Du2,GPP,42.0467,116.2836,473.57492810948025,584.2944353428275,8,VUT,NT,17
CN-Dzo,GPP,19.546,109.475,2365.571684283428,2065.7102946761056,9,VUT,NT,17
CN-Erg,GPP,50.1869,119.3889,305.7356522303999,496.8823755090465,3,VUT,NT,17
CN-Ha2,GPP,37.6086,101.3269,698.477870801664,276.830126881063,9,VUT,NT,17
CN-HaM,GPP,37.607433,101.332,845.4271469188114,277.04241983960935,11,VUT,NT,17
CN-HaW,GPP,37.607655,101.32899,546.38174179872,276.8788401263813,6,VUT,NT,17
CN-HeM,GPP,41.99029,101.13349,999.8128657233163,1.1815252649463055,12,VUT,NT,17
CN-Huz,GPP,38.76519,100.3186,285.5776953155657,189.19116940795544,10,VUT,DT,17
CN-Jng,GPP,37.83869,101.1145,516.3536893832228,244.48280769825067,7,VUT,DT,17
CN-Jzh,GPP,41.14806,121.20167,1421.7131914231677,788.5421722881244,5,VUT,NT,17
CN-Lch,GPP,37.88936,114.69289,2179.329075056321,902.0569865155912,12,VUT,NT,17
CN-Lsh,GPP,45.27984,127.57821,1326.2628164169598,1005.973668196913,5,VUT,NT,17
CN-Nmn,GPP,42.94611,120.72694,1827.2704080384,635.8685657552328,5,VUT,NT,17
CN-Sb1,GPP,42.40907,117.31461,3393.9315197568003,588.3158359779273,5,VUT,NT,17
CN-Sb2,GPP,42.39117,117.37017,3127.0076573184,605.3292234755114,5,VUT,NT,17
CN-Sdq,GPP,42.00119,101.13741,910.2225039377554,1.1814005442043907,12,VUT,NT,17
CN-Xi2,GPP,43.55444,116.6714,551.7658466586513,361.76184655394115,8,VUT,NT,17
CN-YaS,GPP,37.70877,107.22655,394.15904295031544,232.8102154531776,10,VUT,NT,17
CN-Yan,GPP,37.82861,107.49278,591.0432679296,231.3400236476782,3,VUT,NT,17
CN-You,GPP,38.01419,100.24206,285.73237892995206,193.0384971756357,10,VUT,DT,17
CN-Yuc,GPP,36.8287,116.5701,2069.868548555465,908.5324269744067,9,VUT,NT,17
CN-Zha,GPP,38.97514,100.4464,1369.2900892484745,142.77114736238974,13,VUT,NT,17
CR-AqC,GPP,9.938369,-83.7289,2627.7750185636573,3066.324595632931,8,VUT,DT,17
CR-Fsc,GPP,10.4189,-85.4732,4147.7546231999995,1954.0368366320354,4,VUT,NT,17
CZ-BK1,GPP,49.502075,18.536882,2042.2638264901486,1158.6792297095765,22,VUT,NT,17
CZ-BK2,GPP,49.49443,18.54285,1102.202870334994,1162.3694321157586,7,VUT,NT,17
CZ-KrP,GPP,49.573257,15.078773,1239.5589766815513,962.1731823466546,10,VUT,NT,17
CZ-LnG,GPP,48.704224,16.926247,1629.7871078822398,903.2735142292574,6,VUT,NT,17
CZ-Lnz,GPP,48.68155,16.946331,2010.0322080165465,899.7193417127339,11,VUT,NT,17
CZ-RAJ,GPP,49.44372,16.696512,1658.340638728857,920.6534457190958,13,VUT,NT,17
CZ-Stn,GPP,49.035976,17.9699,1671.6293429320442,1146.6164864289963,15,VUT,NT,17
CZ-wet,GPP,49.02465,14.77035,1192.26625084388,1040.1923692761352,20,VUT,NT,17
DE-Akm,GPP,53.86617,13.68342,1427.4982669301858,895.4989495098904,15,VUT,NT,17
DE-Amv,GPP,52.1757,6.95537,1268.2915438464,1030.4936682834857,3,VUT,NT,17
DE-Brs,GPP,52.29663,10.44871,1977.1519982976,1120.978503527881,3,VUT,NT,17
DE-Fen,GPP,47.832905,11.060701,2227.3419726719994,1247.5482779063643,3,VUT,NT,17
DE-Geb,GPP,51.09973,10.91463,1591.23231742176,1030.94010242197,5,VUT,NT,17
DE-Gri,GPP,50.950005,13.512533,1637.3654371638197,1050.7926920700522,22,VUT,NT,17
DE-GsB,GPP,52.029648,11.10478,1634.6377342760727,1034.711730072565,11,VUT,NT,17
DE-Hai,GPP,51.079212,10.452168,1621.5594200318508,1181.8905422947907,25,VUT,NT,17
DE-Har,GPP,47.93391,7.59814,1716.9175682150399,1231.1774795181384,6,VUT,NT,17
DE-Hdn,GPP,53.86825,13.268543,1595.8103473152,901.1568572295192,4,VUT,NT,17
DE-HoH,GPP,52.08656,11.22235,2039.6470838316222,1028.363362565678,11,VUT,NT,17
DE-Hte,GPP,54.213055,12.179944,938.8431689229255,892.391325046582,10,VUT,NT,17
DE-Hzd,GPP,50.96381,13.48978,1577.705838237761,1050.9727691955134,16,VUT,NT,17
DE-Kli,GPP,50.893044,13.5223,1363.6204497207018,1040.3228389286146,22,VUT,NT,17
DE-Lnf,GPP,51.328217,10.3678,1688.9628378873376,1207.4285205696142,20,CUT,NT,17
DE-Msr,GPP,47.80918,11.456168,1963.0435677696,1310.6820870747254,6,VUT,NT,17
DE-Obe,GPP,50.7864,13.72168,1880.6538294827533,1020.9567008572682,17,VUT,NT,17
DE-Rns,GPP,51.494953,9.932118,1197.2726653478398,1218.5711591072854,4,VUT,NT,17
DE-RuC,GPP,50.5031,6.336,1090.1453667546766,1216.6985732625096,12,VUT,NT,17
DE-RuM,GPP,50.929787,6.2969923,1665.9768893973119,1161.3868721122897,9,VUT,NT,17
DE-RuR,GPP,50.621914,6.304126,2114.1724073614414,1158.5527723272116,15,VUT,NT,17
DE-RuS,GPP,50.865906,6.4471445,1574.1318234425719,1117.392279486847,15,VUT,NT,17
DE-RuW,GPP,50.50493,6.3309627,2312.2328977039792,1216.308948252012,13,VUT,NT,17
DE-Seh,GPP,50.870625,6.449653,1425.9079109721597,1117.4862627716216,4,VUT,NT,17
DE-SfS,GPP,47.80629,11.32757,1122.9285062298763,1278.5745052977443,11,VUT,NT,17
DE-Spw,GPP,51.89225,14.03369,1717.7800698593278,1051.829343093751,6,VUT,NT,17
DE-Tha,GPP,50.962597,13.565333,1621.2165316847195,1051.0475736879496,30,VUT,NT,17
DE-Zrk,GPP,53.875942,12.88901,952.9297578308159,1001.9523173896537,10,VUT,NT,17
DK-Eng,GPP,55.69053,12.19175,835.5672754559998,1003.9611874982681,4,VUT,NT,17
DK-RCW,GPP,55.680683,12.101398,1607.7478204569597,1091.9374002174047,3,VUT,NT,17
DK-Sor,GPP,55.48587,11.644645,2147.960429052729,1122.5548396419483,29,VUT,NT,17
DK-Vng,GPP,56.037476,9.160709,1221.5290565825278,1161.3316202737974,4,VUT,NT,17
EE-Pts,GPP,58.562298,24.369932,559.8787903833597,936.6161522830294,3,VUT,NT,17
EE-Stg,GPP,58.023636,26.070753,1332.2364272321145,1049.1111728701205,9,VUT,NT,17
ES-Abr,GPP,38.70184,-6.785881,888.8120030131198,814.0124844247109,6,VUT,NT,17
ES-Agu,GPP,36.939384,-2.034044,307.9488277049816,396.72165242962046,14,CUT,NT,17
ES-Crg,GPP,39.11926,-0.95852,1316.400415488,666.7984736423424,4,VUT,NT,17
ES-FtD,GPP,36.99854,-6.434575,772.6356579254399,740.7954776130218,4,VUT,NT,17
ES-HeB,GPP,38.40475,-1.726215,997.5144117887999,515.6406856521695,6,VUT,NT,17
ES-Hen,GPP,38.411087,-1.697534,770.4863903347201,516.6897361564221,6,VUT,NT,17
ES-LJu,GPP,36.926594,-2.752115,291.2256066197157,506.9624729250997,21,VUT,DT,17
ES-LM1,GPP,39.94269,-5.778683,1258.4464150830545,774.1613828284021,11,VUT,NT,17
ES-LM2,GPP,39.934593,-5.775881,1291.6136680520726,768.8059237194249,11,VUT,NT,17
ES-LMa,GPP,39.94033,-5.77465,1196.45856539136,772.811836165981,6,VUT,NT,17
ES-LgS,GPP,37.097935,-2.965833,455.30186914944,633.56412953559,3,VUT,NT,17
ES-Mcd,GPP,39.58819,-0.39969,1513.5240438884568,600.1891562798123,7,VUT,NT,17
ES-MtB,GPP,37.020206,-6.5544033,1109.722063968,719.3721943726322,4,VUT,NT,17
ES-Mzn,GPP,40.089497,-0.827409,894.262151232,783.7813932862654,2,VUT,NT,17
ES-Pdu,GPP,37.016975,-3.609228,1397.934062928,555.5650361575887,4,VUT,NT,17
ES-Pzb,GPP,38.362118,-4.767329,1146.9474833356799,789.5759827620793,5,VUT,NT,17
ES-Srn,GPP,40.15047,-0.8380832,749.1543754176,793.7668567778443,2,VUT,NT,17
ES-VDA,GPP,42.15111,1.4473800000000001,1124.4780243072,1158.5325168051463,3,VUT,NT,17
ES-Yst,GPP,38.338932,-2.3506052,1183.7893936320002,745.8815775620003,6,VUT,NT,17
FI-Hyy,GPP,61.847410000000004,24.29477,1194.6406242827727,916.2203137226768,29,VUT,NT,17
FI-Jok,GPP,60.8986,23.51345,497.0140585453439,976.9700304077702,4,VUT,NT,17
FI-Ken,GPP,67.98721,24.24301,741.9564837493301,783.2054043933279,8,VUT,NT,17
FI-Let,GPP,60.64183,23.95952,1330.3131784564198,989.7446367018174,16,VUT,NT,17
FI-Nsv,GPP,62.8639,24.08382,400.9991444254081,961.8699942721972,4,VUT,NT,17
FI-Qvd,GPP,60.295242,22.391607,1317.0293809251841,958.0147134754566,6,VUT,NT,17
FI-Rk2,GPP,61.182884,25.262684,1224.0250851456,878.2587253272005,4,VUT,NT,17
FI-Ruk,GPP,64.68398,25.106318,1210.4661196252798,929.0310328232667,4,VUT,NT,17
FI-Sar,GPP,63.15143,27.199064,1030.64322851712,954.2982845972929,1,VUT,NT,17
FI-Sii,GPP,61.83265,24.19285,397.53002572830724,902.5422959763935,7,VUT,NT,17
FI-Sod,GPP,67.36239,26.63859,692.6240974003199,835.5107608881025,2,VUT,NT,17
FI-Var,GPP,67.7549,29.61,535.9641689024639,790.5440375932926,10,VUT,NT,16
FR-Aur,GPP,43.54965,1.106103,1285.4781099397214,1067.0333158366539,21,VUT,NT,17
FR-Bil,GPP,44.493652,-0.956092,2070.289261115345,1475.9904185383332,12,VUT,NT,17
FR-CLt,GPP,45.0414,6.41053,653.1254469792,900.3257072298511,6,VUT,NT,17
FR-EM2,GPP,49.87211,3.02065,1653.8764393732115,1130.0148071361978,8,VUT,NT,17
FR-FBn,GPP,43.24079,5.67865,1773.5345895186988,794.3133728027344,16,VUT,NT,17
FR-Fon,GPP,48.476357,2.780096,1771.8824981030396,1081.3950618828078,6,VUT,NT,17
FR-Gri,GPP,48.84422,1.95191,1665.8202819988962,962.812857433553,21,VUT,NT,17
FR-Hes,GPP,48.6741,7.06465,1867.4353361958683,1194.0408257188287,23,CUT,NT,17
FR-LBr,GPP,44.71711,-0.7693,1911.0846025728,1635.2076401740333,11,VUT,NT,17
FR-LGt,GPP,47.322918,2.284102,1078.159157060297,1121.1625427803663,8,VUT,NT,17
FR-Lam,GPP,43.496437,1.237878,1473.4885220927997,1078.4235129645635,4,VUT,NT,17
FR-Lqu,GPP,45.6444,2.7349,1954.19695392,1167.2873670214844,3,VUT,NT,17
FR-Lus,GPP,46.414246,0.1206518,2385.6385023360003,1219.8201071819906,3,VUT,NT,17
FR-Mau,GPP,43.385,1.29306,909.988568446464,1098.289887415798,6,VUT,NT,17
FR-Mej,GPP,48.1184,-1.79635,2096.870277789257,1214.670255772068,7,VUT,NT,17
FR-Nzn,GPP,48.005814,-2.81721,2331.7175303794284,1271.5822397676393,9,VUT,NT,17
FR-Pue,GPP,43.7413,3.5957,1385.910164207737,1092.9021395798227,26,VUT,NT,17
FR-Tou,GPP,43.572857,1.37474,1344.4506385734855,1049.2585433557924,8,VUT,NT,17
GF-Guy,GPP,5.2787,-52.9248,3649.6604450511877,2503.4172932942706,22,VUT,DT,17
GL-Dsk,GPP,69.25349,-53.51413,283.65391828300034,8.479019803485855,6,VUT,NT,16
HK-MPM,GPP,22.498167,114.029236,2888.0660021760004,1698.444942220052,3,VUT,NT,17
ID-JOP,GPP,-1.69306,103.39139,4406.619775038171,2181.42586884632,11,VUT,DT,17
ID-PaB,GPP,-2.340796,114.0379,1793.7982497881958,3554.5863638441797,13,VUT,DT,17
ID-PaD,GPP,-2.3460708,114.03641,3198.928019891743,3553.6526404627275,17,VUT,DT,17
ID-Pag,GPP,-2.3239167,113.90439,3667.6664744132568,3563.423815874771,13,VUT,DT,17
IE-CaC,GPP,52.85879,-6.918136,995.9737312569598,1271.255380386462,5,VUT,NT,17
IE-CaN,GPP,52.85879,-6.918136,1168.775534304,1271.255380386462,4,VUT,NT,17
IE-Cra,GPP,53.32308,-7.64177,686.1674588543999,1375.6614290414936,3,VUT,NT,17
IL-Yat,GPP,31.345045,35.051987,597.0136556727439,265.81210755276277,24,VUT,NT,17
IT-Arz,GPP,45.61902,10.00228,1591.4189024615316,1245.3063362172406,9,VUT,NT,17
IT-BCi,GPP,40.52375,14.957444,2154.376229063869,928.301629479806,20,VUT,NT,17
IT-BFt,GPP,45.197754,10.741966,2175.9186805632,1132.1203184113547,7,VUT,NT,17
IT-BsB,GPP,45.11823,7.161995,2168.0265674303996,1032.4125068288442,4,VUT,NT,17
IT-CA1,GPP,42.38041,12.026561,1392.6296283263998,919.1718098971064,4,VUT,NT,17
IT-CA2,GPP,42.37722,12.026039,1211.2022241503998,917.9504988318538,4,VUT,NT,17
IT-CA3,GPP,42.38,12.0222,1387.8254567232,915.9747341132575,4,VUT,NT,17
IT-Cp2,GPP,41.704266,12.357293,2314.6571790817247,753.1665452644834,13,VUT,NT,17
IT-Cpz,GPP,41.70525,12.376106,2056.0468587922287,755.9854278751269,8,VUT,NT,17
IT-Lav,GPP,45.9562,11.28132,2483.2008067664487,1369.60092136089,17,VUT,NT,17
IT-Lsn,GPP,45.740482,12.750297,1430.5336349146971,1203.1246055614058,10,VUT,NT,17
IT-MBo,GPP,46.01468,11.045831,1575.374087587933,1152.1200337596963,22,VUT,NT,17
IT-MtM,GPP,46.687134,10.579597,1619.3299019627518,694.8395223380986,6,VUT,NT,17
IT-MtP,GPP,46.684284,10.5851755,931.3539813648,692.6717070848624,6,VUT,NT,17
IT-NiG,GPP,45.51919,7.171434,569.37354178176,770.9370595144474,5,VUT,NT,17
IT-Noe,GPP,40.606174,8.151694,1569.465666432,700.559238204362,3,VUT,NT,16
IT-PT1,GPP,45.20087,9.061039,1750.3816732415996,1197.480887061683,3,VUT,NT,17
IT-Ren,GPP,46.58686,11.43369,1649.5506179170773,1035.5340338988988,26,VUT,NT,17
IT-Ro1,GPP,42.40812,11.93001,1565.3161928155887,892.3923411038495,9,VUT,NT,17
IT-Ro2,GPP,42.39026,11.92093,1525.150445654016,875.7085271989902,10,VUT,NT,17
IT-SR2,GPP,43.73202,10.29091,2693.218086607045,817.6200762518614,13,VUT,NT,17
IT-SRo,GPP,43.72786,10.284445,2160.383530513371,814.8026772443457,14,VUT,NT,17
IT-Tor,GPP,45.84444,7.578055,854.8303041313436,959.231192557882,18,VUT,NT,17
IT-TrF,GPP,45.82376,7.56089,1240.9752148487005,951.8713163051721,14,VUT,NT,17
JP-Api,GPP,40.001358,140.93658,1290.5086630000424,1493.401033685729,23,VUT,NT,17
