site_id,flux,location_lat,location_long,tower_value,model_value,n_tower_years,tower_carbon_src,tower_partition,n_models
AU-DaP,ET,-14.0633,131.3181,755.4208511431837,824.538096201158,6,NA,NA,17
AU-DaS,ET,-14.1592,131.3881,906.6491265751879,815.7859847369118,18,NA,NA,17
AU-Dry,ET,-15.2588,132.3706,768.986812584935,706.8569969880169,16,NA,NA,17
AU-Emr,ET,-23.85872,148.4746,405.2106542057143,567.1411130876263,3,NA,NA,17
AU-Fle,ET,-19.887285,146.189138,588.7302042306121,600.2876351173916,4,NA,NA,17
AU-Fog,ET,-12.5452,131.3072,1322.2923856897955,957.9396961552161,3,NA,NA,17
AU-GWW,ET,-30.1914,120.65417,245.97114113112886,295.0190019984003,13,NA,NA,17
AU-Gin,ET,-31.376351,115.71377,564.4534356852494,480.27453532098843,15,NA,NA,17
AU-How,ET,-12.4952,131.15005,1146.6371085283868,973.5464490140176,24,NA,NA,17
AU-Lit,ET,-13.17904,130.79455,1102.3413253530612,939.2457020459411,11,NA,NA,17
AU-Lon,ET,-23.52327,144.31042,371.83997133404085,404.7323870138034,7,NA,NA,17
AU-MvA,ET,-30.543,150.02,449.401047722449,653.3882144992684,2,NA,NA,17
AU-Otw,ET,-38.525,142.81,616.1635354040817,598.4626565755208,4,NA,NA,17
AU-RDF,ET,-14.563639,132.477567,603.475099255102,786.6263578822736,3,NA,NA,17
AU-Rgf,ET,-32.506102,116.966827,357.3248821364781,407.50917294238536,10,NA,NA,17
AU-Rig,ET,-36.6499,145.5759,465.997063056035,554.2379202343998,7,NA,NA,17
AU-Rob,ET,-17.11746943,145.6301375,977.1459117980106,1012.3748293212273,13,NA,NA,17
AU-Sam,ET,-27.38806,152.87778,627.5572592932652,846.3419336002975,8,NA,NA,17
AU-Sil,ET,-42.090556,147.0875,527.3211286638367,562.703888374704,5,NA,NA,17
AU-Stp,ET,-17.1507,133.3502,476.75747515144155,525.8975075552399,18,NA,NA,17
AU-TTE,ET,-22.287,133.64,264.44027206981883,289.38653351729346,11,NA,NA,17
AU-Tum,ET,-35.6566,148.1516,823.4220744093989,697.0618458920618,20,NA,NA,17
AU-Wac,ET,-37.4259,145.1878,735.3017762693878,625.4872096684202,4,NA,NA,17
AU-Wel,ET,-32.5727,148.9843,580.3083591795918,611.4115492482003,2,NA,NA,17
AU-Whr,ET,-36.6732,145.0294,519.0068735440234,494.34300539471803,13,NA,NA,17
AU-Wom,ET,-37.422506,144.094046,826.4530003516379,566.7067696317588,14,NA,NA,17
AU-Wrr,ET,-43.09502,146.65452,629.0509137507289,726.3429257352377,9,NA,NA,17
AU-Ya1,ET,-33.613469,150.734864,522.3364755061224,763.854018376139,3,NA,NA,17
AU-Ya2,ET,-33.620812,150.763284,640.940544955102,767.9448049172906,3,NA,NA,17
AU-Ync,ET,-34.9878,146.2908,349.2326127378189,406.61701804024005,13,NA,NA,17
BE-Bra,ET,51.30761,4.51984,342.4781010729352,427.7772958040816,24,NA,NA,17
BE-Dor,ET,50.311874,4.968113,361.64853561622044,484.960268406034,9,NA,NA,17
BE-Lcr,ET,51.11218,3.85043,411.1901263550204,465.1744106552031,4,NA,NA,17
BE-Lon,ET,50.55162,4.746234,375.1065516781556,473.21624393162904,21,NA,NA,17
BE-Maa,ET,50.97987,5.631851,363.4788230211429,434.0937536499304,10,NA,NA,17
BE-Vie,ET,50.304962,5.998099,375.62827636575673,478.8566575285636,30,NA,NA,17
BJ-Bfg,ET,9.791,1.718,1107.7163981076385,800.9241972152017,10,NA,NA,17
BJ-Db1,ET,6.607338,2.543043,1092.8014038367348,909.7399147890138,3,NA,NA,17
BJ-Nhu,ET,9.74,1.6,889.0641764399124,822.2140059082033,10,NA,NA,17
BR-ITA,ET,-23.0604,-48.6467,817.6348569673471,930.6593268738775,5,NA,NA,17
BR-Ji3,ET,-10.1866,-61.8725,1389.657644827347,1067.9341292991694,7,NA,NA,17
BR-Ma2,ET,-2.6091,-60.2093,1156.4519569822066,1179.6125039472324,18,NA,NA,17
BR-Ma3,ET,-2.3907,-59.8835,1370.1111694693298,1171.924337280057,10,NA,NA,17
BR-Npw,ET,-16.498,-56.412,1241.4431651693878,1018.5949437691409,5,NA,NA,17
BR-Sa1,ET,-2.8567,-54.9589,1200.7375109433237,1110.9505496583204,8,NA,NA,17
BR-Sa3,ET,-3.018,-54.9714,1212.3981065020407,1109.4976210539583,5,NA,NA,17
BR-Xpw,ET,-16.373,-56.461,962.3390921081634,1005.9804322909018,5,NA,NA,17
BW-Gum,ET,-18.964722,22.37111,1089.0479099755103,463.5457736220851,3,NA,NA,17
CA-ARB,ET,52.695,-83.9452,293.6134514384048,321.0170822078125,13,NA,NA,17
CA-ARF,ET,52.7008,-83.955,288.47911702000545,320.85451952226555,14,NA,NA,17
CA-CF3,ET,58.6658,-93.8304,198.76195122164086,234.05312661116378,4,NA,NA,17
CA-Ca1,ET,49.8673,-125.3336,400.50154001500783,460.79875712954276,13,NA,NA,17
CA-Ca2,ET,49.8705,-125.2909,291.3431291976289,454.70386452779786,11,NA,NA,17
CA-Ca3,ET,49.5346,-124.9004,368.01620735657286,445.365306682573,22,NA,NA,17
CA-Cbo,ET,44.3184,-79.9341,443.0297513510405,512.6225991651359,28,NA,NA,17
CA-DB2,ET,49.119,-122.9951,386.74160530089796,457.80212167581317,6,NA,NA,17
CA-DBB,ET,49.1293,-122.9849,433.01092728533524,458.07526980610913,9,NA,NA,17
CA-DSM,ET,49.0887,-122.8954,565.2195229891838,458.21248879954373,4,NA,NA,17
CA-EM1,ET,50.3623,-100.2024,518.9546217607347,379.04184373360283,3,NA,NA,17
CA-EM2,ET,50.3706,-100.5339,500.3429196232653,386.12855674917347,3,NA,NA,17
CA-Gro,ET,48.2167,-82.1556,377.6404988914286,393.624595335421,12,NA,NA,17
CA-LP1,ET,55.1119,-122.8414,292.4156986959843,362.1081881498659,16,NA,NA,17
CA-Man,ET,55.8796,-98.4808,268.0637905859101,330.22232951096225,15,NA,NA,17
CA-Mer,ET,45.4094,-75.5186,441.9221880405679,488.4265938247731,23,NA,NA,17
CA-Na1,ET,46.4722,-67.1,498.3194352195918,454.7773346674803,3,NA,NA,17
CA-Ojp,ET,53.9163,-104.692,238.5663491961351,365.31070704825436,12,NA,NA,17
CA-Qc2,ET,49.7598,-74.5711,381.8911030714286,407.7139078718924,4,NA,NA,17
CA-Qfo,ET,49.6925,-74.3421,279.6891626702624,402.39711018763234,8,NA,NA,17
CA-RBM,ET,49.1313,-123.1964,556.6632727959183,451.5972883660832,3,NA,NA,17
CA-SCC,ET,61.3079,-121.2992,297.7602973336006,299.5411855934685,9,NA,NA,17
CA-SF1,ET,54.485,-105.8176,444.05777178,379.1722096903971,4,NA,NA,17
CA-SF2,ET,54.2539,-105.8775,406.4048358307347,381.4374047456534,5,NA,NA,17
CA-SF3,ET,54.0916,-106.0053,337.7274091806122,372.56316029767703,6,NA,NA,17
CA-SJ2,ET,53.945,-104.649,175.13038109400975,364.4393232707723,6,NA,NA,17
CA-TP1,ET,42.6609,-80.5595,422.5561377476511,550.5579729858398,22,NA,NA,16
CA-TP2,ET,42.7744,-80.4588,928.3002400285714,553.0052567675781,6,NA,NA,17
CA-TP3,ET,42.7068,-80.3483,442.26315217575024,559.52573300125,21,NA,NA,16
CA-TP4,ET,42.7102,-80.3574,421.11996576594163,559.3808220475651,22,NA,NA,16
CA-TPA,ET,42.6947,-80.3487,640.5150540489796,558.8696812734818,4,NA,NA,16
CA-TPD,ET,42.6353,-80.5577,398.5585040832245,550.6318287377931,12,NA,NA,16
CD-Ygb,ET,0.814444,24.502472,1096.3790410040817,1359.6952121718004,6,NA,NA,17
CG-Tch,ET,-4.2891665,11.656417,562.9830578816326,806.8599176288338,4,NA,NA,16
CH-Aws,ET,46.58311,9.790639,584.6990972984316,478.1588467929216,18,NA,NA,17
CH-Cha,ET,47.21022,8.410444,606.4232116886245,496.8500434630341,19,NA,NA,17
CH-Crs,ET,47.0436,7.0475,662.0753888448979,514.0315806664389,2,NA,NA,17
CH-Dav,ET,46.81533,9.85591,555.7557848030481,482.84932177234276,29,NA,NA,17
CH-Frk,ET,46.577637,8.421592,202.79499829714285,476.1156177850433,2,NA,NA,17
CH-Fru,ET,47.115833,8.537778,580.976281511465,496.7668822968536,20,NA,NA,17
CH-Lae,ET,47.478333,8.364389,722.8367526938346,511.08841436701493,21,NA,NA,17
CH-Oe1,ET,47.28583,7.731944,625.986627642245,500.62398571863446,10,NA,NA,17
CH-Oe2,ET,47.286415,7.73375,635.1277281387114,500.60627583189836,21,NA,NA,17
CH-Oe3,ET,47.28542,7.732438,614.3740521250409,500.59003148892094,10,NA,NA,17
CH-Rh1,ET,47.3,9.5,660.3506443542857,514.9789816792805,4,NA,NA,17
CH-Rh2,ET,47.3,9.5,707.6841301065307,514.9789816792805,4,NA,NA,17
CH-Rtb,ET,47.3804,8.9934,624.1180950440614,509.27508579187173,14,NA,NA,17
CH-Tnk,ET,47.48058,8.911775,534.0987372416326,505.97590929226754,1,NA,NA,17
CL-ACF,ET,-40.1726,-73.4439,550.7492998408163,691.2090069671176,3,NA,NA,17
CL-SDF,ET,-41.883,-73.676,659.4042974069387,643.9087293260252,8,NA,NA,17
CL-SDP,ET,-41.879,-73.666,517.5857901085715,644.1107073100261,8,NA,NA,17
CN-Aro,ET,38.04734,100.46432,532.7883978385158,291.8092603389008,12,NA,NA,17
CN-Ash,ET,24.53806,101.02917,671.2391803836733,726.0717935347277,11,NA,NA,17
CN-BeO,ET,40.02621,116.39143,433.00108752888,394.464182886979,9,NA,NA,17
CN-DaW,ET,30.4691,91.0624,705.1492265289796,300.10046766836376,5,NA,NA,17
CN-Dan,ET,30.4978,91.0664,581.6022959167348,301.8759091654046,6,NA,NA,17
CN-Dda,ET,41.64397,110.33147,207.49313313477552,265.1992321683156,3,NA,NA,17
CN-Din,ET,23.1733,112.5361,663.3513101741981,868.819718786681,8,NA,NA,17
CN-Dmn,ET,38.85551,100.37223,700.7201535363922,173.0551503680676,13,NA,NA,17
CN-Dsh,ET,38.83992,98.9406,440.3199701755325,240.0464509591796,12,NA,NA,17
CN-Du2,ET,42.0467,116.2836,370.67647320081346,391.70038075797424,8,NA,NA,17
CN-Dzo,ET,19.546,109.475,953.305357043003,929.8883794441715,9,NA,NA,17
CN-Erg,ET,50.1869,119.3889,258.9569164137674,342.78280469146966,3,NA,NA,17
CN-GuT,ET,34.35481,100.4872,439.8550991338776,338.25285473512895,3,NA,NA,17
CN-Ha2,ET,37.6086,101.3269,413.99093598759185,339.15881749809955,9,NA,NA,17
CN-HaM,ET,37.607433,101.332,396.5436017298542,339.5234292230727,14,NA,NA,17
CN-HaW,ET,37.607655,101.32899,625.6432479177552,339.3250525292155,6,NA,NA,17
CN-HeD,ET,42.1135,100.9872,26.21636537629224,36.85557465029748,6,NA,NA,17
CN-HeM,ET,41.99029,101.13349,643.4864411413776,36.38153587977088,12,NA,NA,17
CN-Huz,ET,38.76519,100.3186,265.2168119608776,188.3790115664098,10,NA,NA,17
CN-Jng,ET,37.83869,101.1145,369.2668327952747,323.0916276677395,7,NA,NA,17
CN-Jzh,ET,41.14806,121.20167,480.5344498907756,450.5778144134826,5,NA,NA,17
CN-Lch,ET,37.88936,114.69289,675.8480716676852,445.4017290111111,12,NA,NA,17
CN-Lsh,ET,45.27984,127.57821,324.7487157442041,440.93332015819925,5,NA,NA,17
CN-Nmn,ET,42.94611,120.72694,675.9697455451837,369.01930234702616,5,NA,NA,17
CN-Sb1,ET,42.40907,117.31461,301.405353291551,383.01539319520975,5,NA,NA,17
CN-Sb2,ET,42.39117,117.37017,357.21823306371425,384.3195691946308,5,NA,NA,17
CN-Sdq,ET,42.00119,101.13741,565.6868958732136,36.41459695586494,12,NA,NA,17
CN-Xi2,ET,43.55444,116.6714,376.2220227020554,321.7956127777997,8,NA,NA,17
CN-YaS,ET,37.70877,107.22655,257.5728765685714,281.68067990467176,10,NA,NA,17
CN-Yan,ET,37.82861,107.49278,506.6633827322448,287.3544457678119,3,NA,NA,17
CN-You,ET,38.01419,100.24206,354.9607199467871,304.5830668860033,10,NA,NA,17
CN-Yuc,ET,36.8287,116.5701,633.865297172274,512.9547066261537,9,NA,NA,17
CN-Zha,ET,38.97514,100.4464,1200.380911583867,153.33940910705283,13,NA,NA,17
CR-AqC,ET,9.938369,-83.7289,817.7467136830321,1525.714534021265,8,NA,NA,17
CR-Fsc,ET,10.4189,-85.4732,1269.092381455102,1177.4004195906118,4,NA,NA,17
CZ-BK1,ET,49.502075,18.536882,411.5258177416256,502.459707941689,22,NA,NA,17
CZ-BK2,ET,49.49443,18.54285,196.0438215414096,502.67687930835604,7,NA,NA,17
CZ-KrP,ET,49.573257,15.078773,400.1464928555265,468.70321153678196,10,NA,NA,17
CZ-LnG,ET,48.704224,16.926247,527.6820932228571,458.7294001152387,6,NA,NA,17
CZ-Lnz,ET,48.68155,16.946331,548.2188808122523,462.1891218762454,11,NA,NA,17
CZ-RAJ,ET,49.44372,16.696512,381.54531741801,477.3370779707101,13,NA,NA,17
CZ-Stn,ET,49.035976,17.9699,400.46973216939705,509.06088970857223,15,NA,NA,17
CZ-wet,ET,49.02465,14.77035,463.7222650846208,505.7815995382461,20,NA,NA,17
DE-Akm,ET,53.86617,13.68342,485.08415609379927,407.28885589608586,15,NA,NA,17
DE-Amv,ET,52.1757,6.95537,360.51604036897953,395.74343494166317,3,NA,NA,17
DE-Brs,ET,52.29663,10.44871,359.8040604820408,432.98275834159045,3,NA,NA,17
DE-Fen,ET,47.832905,11.060701,602.5472396228572,529.1484875049209,3,NA,NA,17
DE-Geb,ET,51.09973,10.91463,508.6151210038776,447.46248349204103,5,NA,NA,17
DE-Gri,ET,50.950005,13.512533,440.4676697481389,442.9278566055475,22,NA,NA,17
DE-GsB,ET,52.029648,11.10478,436.3000576678442,427.0536847564531,11,NA,NA,17
DE-Gwg,ET,47.570835,11.032604,508.05608545469386,534.5588224528256,3,NA,NA,17
DE-Hai,ET,51.079212,10.452168,354.79750688434757,454.69924772604844,25,NA,NA,17
DE-Har,ET,47.93391,7.59814,470.6448708820408,520.2632255719514,6,NA,NA,17
DE-Hdn,ET,53.86825,13.268543,472.6033974367346,408.6189671608457,4,NA,NA,17
DE-HoH,ET,52.08656,11.22235,574.7920487964853,423.98305544601965,11,NA,NA,17
DE-Hte,ET,54.213055,12.179944,539.1330313628572,396.7445552140897,10,NA,NA,17
DE-Hzd,ET,50.96381,13.48978,506.7250460752233,442.61065306416987,16,NA,NA,17
DE-Kli,ET,50.893044,13.5223,428.04972556705775,443.6742727122604,22,NA,NA,17
DE-Lkb,ET,49.099617,13.3046665,452.5100509518368,505.1900538608228,5,NA,NA,17
DE-Lnf,ET,51.328217,10.3678,352.122987575265,451.46006930843356,20,NA,NA,17
DE-Msr,ET,47.80918,11.456168,529.2978890352246,530.1394234557287,6,NA,NA,17
DE-Obe,ET,50.7864,13.72168,374.61535986421427,446.25210934507135,17,NA,NA,17
DE-Rns,ET,51.494953,9.932118,440.6893665097959,450.16467079673134,4,NA,NA,17
DE-RuC,ET,50.5031,6.336,422.78616521438965,461.7039460388653,12,NA,NA,17
DE-RuM,ET,50.929787,6.2969923,583.453139040481,435.8015230568107,9,NA,NA,17
DE-RuR,ET,50.621914,6.304126,537.055606059372,454.1014962002812,15,NA,NA,17
DE-RuS,ET,50.865906,6.4471445,578.1608997376643,434.3207148557742,15,NA,NA,17
DE-RuW,ET,50.50493,6.3309627,728.5914504244593,461.63883120754457,14,NA,NA,17
DE-Seh,ET,50.870625,6.449653,542.0605801812245,434.09869011096214,4,NA,NA,17
DE-SfS,ET,47.80629,11.32757,583.458767777833,531.2473838217139,11,NA,NA,17
DE-Spw,ET,51.89225,14.03369,439.0744962260204,431.0999958026764,6,NA,NA,17
DE-Tha,ET,50.962597,13.565333,400.27721337627565,443.1297601655492,30,NA,NA,17
DE-Zrk,ET,53.875942,12.88901,487.39849504506117,408.5486389978521,10,NA,NA,17
DK-Eng,ET,55.69053,12.19175,305.2977630281633,388.27238136313025,4,NA,NA,17
DK-RCW,ET,55.680683,12.101398,360.12253284,385.4922025968922,3,NA,NA,17
DK-Skj,ET,55.91273,8.40481,628.1534018571429,383.91694524468073,3,NA,NA,17
DK-Sor,ET,55.48587,11.644645,426.8186253308936,380.0361960275516,29,NA,NA,16
DK-Vng,ET,56.037476,9.160709,310.4985276040408,386.88274946182867,4,NA,NA,17
EE-Pts,ET,58.562298,24.369932,451.7365083413878,374.98499850228643,3,NA,NA,17
EE-Stg,ET,58.023636,26.070753,314.86816675755,372.57556396525564,9,NA,NA,17
ES-Abr,ET,38.70184,-6.785881,330.83997103102035,441.84381899938353,6,NA,NA,17
ES-Agu,ET,36.939384,-2.034044,196.76109931038192,267.43588025290137,15,NA,NA,17
ES-Amo,ET,36.833405,-2.2522173,198.41819358768092,267.731927606241,13,NA,NA,17
ES-Cnd,ET,37.914997,-3.227659,392.91415230594754,399.6387310698355,8,NA,NA,17
ES-Crg,ET,39.11926,-0.95852,525.0876667163265,417.1706586443937,4,NA,NA,17
ES-FtD,ET,36.99854,-6.434575,422.69282191083676,461.45789225632933,4,NA,NA,17
ES-Gdn,ET,37.91084,-3.228489,427.6678410019837,399.5496096484409,8,NA,NA,17
ES-HeB,ET,38.40475,-1.726215,427.77272204155094,366.6035466644237,6,NA,NA,17
ES-Hen,ET,38.411087,-1.697534,355.35018468857146,367.44361096309234,6,NA,NA,17
ES-LJu,ET,36.926594,-2.752115,247.44719745620162,363.63740530214284,21,NA,NA,17
ES-LM1,ET,39.94269,-5.778683,493.8961680754509,414.33406280191025,11,NA,NA,17
ES-LM2,ET,39.934593,-5.775881,455.9829998118089,412.1150777753835,11,NA,NA,17
ES-LMa,ET,39.94033,-5.77465,448.97217743387756,413.6532099725941,6,NA,NA,17
ES-LgS,ET,37.097935,-2.965833,362.9578257697959,428.05230203922787,3,NA,NA,17
ES-Mcd,ET,39.58819,-0.39969,367.33215867481056,415.16805597463156,7,NA,NA,17
ES-MtB,ET,37.020206,-6.5544033,227.18437175020412,456.9139577064169,4,NA,NA,17
ES-Mzn,ET,40.089497,-0.827409,417.5939924081633,487.5545275230288,2,NA,NA,17
ES-Pdu,ET,37.016975,-3.609228,795.8277038130612,412.04581363655257,4,NA,NA,17
ES-Pzb,ET,38.362118,-4.767329,341.9853493099592,438.42098329513567,5,NA,NA,17
ES-Srn,ET,40.15047,-0.8380832,366.3528761020408,495.15094050442417,2,NA,NA,17
ES-VDA,ET,42.15111,1.4473800000000001,539.1624833338776,594.2845733895973,3,NA,NA,17
ES-Yst,ET,38.338932,-2.3506052,533.3279965310204,446.3016980589393,6,NA,NA,17
FI-Hyy,ET,61.847410000000004,24.29477,326.5684272916758,305.3669552748656,29,NA,NA,17
FI-Jok,ET,60.8986,23.51345,207.76334007563267,331.76343382708467,4,NA,NA,17
FI-Ken,ET,67.98721,24.24301,278.30426103164126,228.78141790601308,8,NA,NA,17
FI-Let,ET,60.64183,23.95952,393.12660136313525,340.4855343283068,16,NA,NA,17
FI-Nsv,ET,62.8639,24.08382,309.222412144898,306.6967706372467,4,NA,NA,17
FI-Pap,ET,63.13806,27.246117,322.8922224240245,304.69143264776415,1,NA,NA,17
FI-Qvd,ET,60.295242,22.391607,338.4297300375625,310.2083524649999,6,NA,NA,17
FI-Rk2,ET,61.182884,25.262684,323.67907500685715,323.16927094011584,4,NA,NA,17
FI-Ruk,ET,64.68398,25.106318,372.0470580657551,304.8096636409027,4,NA,NA,17
FI-Sar,ET,63.15143,27.199064,286.8616141736327,308.61627207836136,1,NA,NA,17
FI-Sii,ET,61.83265,24.19285,342.3972848391446,303.55320047924846,7,NA,NA,17
FI-Sod,ET,67.36239,26.63859,75.7855522487755,242.5717429941885,2,NA,NA,17
FI-Var,ET,67.7549,29.61,168.7742842582408,223.09566543224486,10,NA,NA,16
FR-Aur,ET,43.54965,1.106103,453.0157433919683,592.5321702339712,21,NA,NA,17
FR-Bil,ET,44.493652,-0.956092,582.4155880111057,609.0053180341147,12,NA,NA,17
FR-CLt,ET,45.0414,6.41053,315.39345123438375,518.2382859434423,6,NA,NA,17
FR-EM2,ET,49.87211,3.02065,471.10223571809036,476.4591070542971,8,NA,NA,17
FR-FBn,ET,43.24079,5.67865,483.3112621702697,472.99891967773436,16,NA,NA,17
FR-Fon,ET,48.476357,2.780096,459.946799757551,478.3803923189352,6,NA,NA,17
FR-Gri,ET,48.84422,1.95191,454.88048083000194,431.45514413355625,22,NA,NA,17
FR-Hes,ET,48.6741,7.06465,386.1272326012286,497.13620528297776,25,NA,NA,17
FR-LBr,ET,44.71711,-0.7693,551.5477502545857,599.7980384369824,11,NA,NA,17
FR-LGt,ET,47.322918,2.284102,346.53293412900877,491.47188778576685,8,NA,NA,17
FR-Lam,ET,43.496437,1.237878,477.1684663622449,592.6592962183436,4,NA,NA,17
FR-Lqu,ET,45.6444,2.7349,593.8989562689794,554.5963743280014,3,NA,NA,17
FR-Lus,ET,46.414246,0.1206518,541.1232318012245,539.6843130823895,3,NA,NA,17
FR-Mau,ET,43.385,1.29306,563.5934260278717,601.3882879832805,7,NA,NA,17
FR-Mej,ET,48.1184,-1.79635,445.13720781953356,493.84443677396257,7,NA,NA,17
FR-Nzn,ET,48.005814,-2.81721,611.4542628395335,513.6954618656323,9,NA,NA,17
FR-Pue,ET,43.7413,3.5957,434.0852524766699,540.6563965580194,26,NA,NA,17
FR-Tou,ET,43.572857,1.37474,507.63084411122446,575.1345299178395,8,NA,NA,17
GF-Guy,ET,5.2787,-52.9248,1252.2288068681316,1427.53189771686,22,NA,NA,16
GL-Dsk,ET,69.25349,-53.51413,120.79562794861222,76.09348470522342,6,NA,NA,16
HK-MPM,ET,22.498167,114.029236,1183.5968589183672,880.3242484641926,3,NA,NA,17
ID-JOP,ET,-1.69306,103.39139,1257.642382146035,1325.135730155543,11,NA,NA,17
ID-PaB,ET,-2.340796,114.0379,1157.4377783754671,1375.312505831081,13,NA,NA,17
ID-PaD,ET,-2.3460708,114.03641,1211.1121070920365,1375.953581692921,17,NA,NA,17
ID-Pag,ET,-2.3239167,113.90439,1427.902216781633,1375.248739694002,14,NA,NA,17
IE-CaC,ET,52.85879,-6.918136,122.36313472040206,412.3831647425102,5,NA,NA,17
IE-CaN,ET,52.85879,-6.918136,129.13174634987755,412.3831647425102,5,NA,NA,17
IE-Cra,ET,53.32308,-7.64177,208.97909446885714,433.68924773482337,3,NA,NA,17
IL-Yat,ET,31.345045,35.051987,262.93470515999496,235.7710962896175,25,NA,NA,17
IT-Arz,ET,45.61902,10.00228,736.1879460749564,580.8945534154118,9,NA,NA,17
IT-BCi,ET,40.52375,14.957444,738.6040186305436,522.9545959486229,20,NA,NA,17
IT-BFt,ET,45.197754,10.741966,604.2739192782508,582.1750067914016,7,NA,NA,17
IT-BsB,ET,45.11823,7.161995,552.7802550232655,502.36963468755584,4,NA,NA,17
IT-CA1,ET,42.38041,12.026561,707.1846613163266,541.1157922749918,4,NA,NA,17
IT-CA2,ET,42.37722,12.026039,484.82760948244896,541.2186480578181,4,NA,NA,17
IT-CA3,ET,42.38,12.0222,680.7317410506122,540.7367499165932,4,NA,NA,17
IT-Cp2,ET,41.704266,12.357293,511.3819958283634,485.9053379463668,14,NA,NA,16
IT-Cpz,ET,41.70525,12.376106,486.6283054849854,488.0569221826746,8,NA,NA,16
IT-Lav,ET,45.9562,11.28132,606.6854146105707,566.4360351746208,18,NA,NA,17
IT-Lsn,ET,45.740482,12.750297,545.1200640934547,629.6849020348428,10,NA,NA,17
IT-MBo,ET,46.01468,11.045831,496.8633255667138,531.6873639244445,22,NA,NA,17
IT-MtM,ET,46.687134,10.579597,704.2013025961226,426.2207613578081,6,NA,NA,17
IT-MtP,ET,46.684284,10.5851755,488.5142384424489,426.5365145884505,6,NA,NA,17
IT-NiG,ET,45.51919,7.171434,505.7408140071429,480.11383075240076,5,NA,NA,17
IT-Noe,ET,40.606174,8.151694,360.9964153799999,465.22496574910076,3,NA,NA,15
IT-PT1,ET,45.20087,9.061039,487.2226166448979,582.1996530609941,3,NA,NA,17
IT-Ren,ET,46.58686,11.43369,582.3126869353864,525.3447745090791,26,NA,NA,17
IT-Ro1,ET,42.40812,11.93001,417.0993952010641,524.6450828778588,9,NA,NA,17
IT-Ro2,ET,42.39026,11.92093,470.2425710857295,523.8701544952033,10,NA,NA,17
IT-SR2,ET,43.73202,10.29091,742.3063572259199,551.9680072736725,13,NA,NA,17
IT-SRo,ET,43.72786,10.284445,537.0523985664073,552.4070333479218,14,NA,NA,17
IT-Tor,ET,45.84444,7.578055,486.3636223631345,449.051449005059,18,NA,NA,17
IT-TrF,ET,45.82376,7.56089,535.2432782839936,447.0522526188048,14,NA,NA,17
JP-Api,ET,40.001358,140.93658,232.4511112483551,619.2900709977683,23,NA,NA,17
JP-BBY,ET,43.322998,141.81065,533.7328157779592,515.175973551694,7,NA,NA,17
JP-Fhk,ET,35.443554,138.7647,542.6176935770708,754.2593755182326,18,NA,NA,17
JP-Fjy,ET,35.45454,138.76225,503.8183890606122,755.1862435478143,12,NA,NA,17
JP-Fmt,ET,35.638744,139.37975,938.7418472556559,699.4622504500373,10,NA,NA,17
JP-Hc3,ET,34.539673,133.91173,668.3074244816326,762.1577410916209,4,NA,NA,17
JP-Khw,ET,33.13658,130.70834,1000.933220196385,836.8420080619211,12,NA,NA,17
JP-Kzw,ET,36.406788,138.57257,184.54846988099126,684.8693743744416,8,NA,NA,17
JP-MMF,ET,44.321884,142.26152,546.0128877402683,457.58313908170794,8,NA,NA,17
JP-Mse,ET,36.05393,140.02693,830.8230841784257,656.029214183534,8,NA,NA,17
JP-NsC,ET,36.915054,139.93684,677.3837405563636,667.7620628876042,12,NA,NA,17
JP-NsM,ET,36.91604,139.936,706.3595414809649,667.6049291087845,12,NA,NA,17
JP-Nuf,ET,35.152416,136.9719,217.68587584530613,741.043813662405,2,NA,NA,17
JP-Om2,ET,34.542454,135.50822,901.172180332653,725.2088295134523,4,NA,NA,17
JP-SMF,ET,35.261528,137.07875,658.0002279960669,762.2088949194863,13,NA,NA,17
JP-Shn,ET,35.865753,137.93256,685.9361546081633,663.6321707623742,5,NA,NA,17
JP-Spp,ET,42.986843,141.38533,464.7317357446899,497.0468550818309,17,NA,NA,17
JP-Srk,ET,40.565483,140.12779,479.6531944291837,648.8781330033285,6,NA,NA,17
JP-Ta2,ET,36.140038,137.37071,543.071221351312,677.3162877180125,11,NA,NA,17
JP-Tak,ET,36.146168,137.42311,130.25453996077164,670.9742448309137,24,NA,NA,17
JP-Tef,ET,45.05581,142.10712,288.6795886239278,438.41717630550977,23,NA,NA,17
JP-Tgf,ET,36.11353,140.09488,668.9650891591838,692.5230381222182,3,NA,NA,17
JP-Tmd,ET,42.735912,141.52315,425.9835251114946,492.18438901434445,19,NA,NA,16
JP-Tmk,ET,42.739307,141.51483,571.6587501918367,491.7549962023991,3,NA,NA,16
JP-Toc,ET,42.70973,141.5659,416.3194508932653,495.04943523263046,4,NA,NA,16
JP-Yms,ET,34.79028,135.84094,945.1360290170553,725.7302594889062,9,NA,NA,17
JP-Ynf,ET,26.751,128.21266,823.9439245744898,849.7592488606771,10,NA,NA,5
KE-Chk,ET,-3.6663,38.350185,521.3875291714286,686.113138297249,3,NA,NA,17
KE-Kpt,ET,-1.6141866,37.13311,554.7812571415102,636.2058559435103,6,NA,NA,17
KE-Mkt,ET,-3.425859,38.140663,438.0068495747755,711.2243733975872,5,NA,NA,17
KH-Kmp,ET,12.744579,105.47857,1349.8411149918368,1108.9149090096723,4,NA,NA,17
KR-AdC,ET,36.50565,126.35909,634.1792218163265,676.4334050866698,4,NA,NA,16
