value,area_km2
-90.29999999999995,52145.55532073834
-90.19999999999993,71287.52109113129
-90.09999999999991,82351.48404255879
-90,96414.18914368204
-89.89999999999998,95558.85576647465
-89.79999999999995,105199.51393398178
-89.69999999999993,70765.71228204848
-89.59999999999991,45692.469819282276
-89.5,60763.39598869925
-89.39999999999998,72903.49796930682
-89.29999999999995,73864.64932299255
-89.19999999999993,51692.20863595747
-89.09999999999991,59520.7523629105
-89,49257.88098864211
-88.89999999999998,63229.441524599955
-88.79999999999995,50043.040319333304
-88.69999999999993,67759.06847910944
-88.59999999999991,72220.97749514227
-88.5,59770.70308378985
-88.39999999999998,59320.1166302611
-88.29999999999995,94209.29434954951
-88.19999999999993,53391.5339546238
-88.09999999999991,57787.56929461428
-88,60814.42660482455
-87.89999999999998,74714.88306763658
-87.79999999999995,64228.4986821078
-87.69999999999993,98881.83808303186
-87.59999999999991,69576.00830038688
-87.5,76308.98392628996
-87.39999999999998,69224.46471650332
-87.29999999999995,72820.21323461173
-87.19999999999993,109203.87197407456
-87.09999999999991,63242.06299911253
-87,78186.40398419913
-86.89999999999998,74336.50910286853
-86.79999999999995,60221.26763310123
-86.69999999999993,67072.30366076928
-86.59999999999991,81313.82954593323
-86.5,62833.93069585381
-86.39999999999998,85992.99936027707
-86.29999999999995,69800.69037422919
-86.19999999999993,75601.6541728799
-86.09999999999991,47483.873695355716
-86,58987.191141524054
-85.89999999999998,103551.5149817252
-85.79999999999995,90952.43504300037
-85.69999999999993,74737.38810526794
-85.59999999999991,72852.87280217794
-85.5,62025.893862695564
-85.39999999999998,96327.438048537
-85.29999999999995,54515.858311986
-85.19999999999993,76754.82352014173
-85.09999999999991,93597.68978899441
-85,61380.910031449384
-84.89999999999998,59275.58601535085
-84.79999999999995,63527.2326267462
-84.69999999999993,65205.787178307524
-84.59999999999991,43393.38096520151
-84.5,61869.55524185934
-84.39999999999998,62133.13379597701
-84.29999999999995,89268.5983684967
-84.19999999999993,60205.19759685494
-84.09999999999991,62570.331247902934
-84,54776.820535104074
-83.89999999999998,61647.91682838028
-83.79999999999995,85515.83884598923
-83.69999999999993,61226.7634476974
-83.59999999999991,85177.28040546723
-83.5,71580.4883980748
-83.39999999999998,79523.65002398526
-83.29999999999995,87905.10952530328
-83.19999999999993,86688.47919170189
-83.09999999999991,80824.01053355765
-83,103688.49429717052
-82.89999999999998,72018.81101985129
-82.79999999999995,62049.392978662574
-82.69999999999993,101032.93284512615
-82.59999999999991,80007.1966347883
-82.5,93617.81190287719
-82.39999999999998,79697.41847993252
-82.29999999999995,85994.6819470118
-82.19999999999993,87065.84065319864
-82.09999999999991,83102.44245259375
-82,99301.63399451974
-81.89999999999998,85275.03051701152
-81.79999999999995,93214.40757293401
-81.69999999999993,93633.70249146616
-81.59999999999991,90911.10838872376
-81.5,107286.74158552612
-81.39999999999998,65127.41300100144
-81.29999999999995,51235.46158758309
-81.19999999999993,48057.45492391724
-81.09999999999991,100110.33076921558
-81,105862.90102775769
-80.89999999999998,74002.71300834858
-80.79999999999995,92774.97732873917
-80.69999999999993,105693.49629017586
-80.59999999999991,74635.42376916442
-80.5,65876.69917012543
-80.39999999999998,102369.68526334403
-80.29999999999995,75321.92361535064
-80.19999999999993,95876.09923894929
-80.09999999999991,86560.58415048504
-80,118877.53243221052
-79.89999999999998,104166.85490345357
-79.79999999999995,88682.75098143792
-79.69999999999993,97766.30231315858
-79.59999999999991,64807.93800218053
-79.5,98287.31436814746
-79.39999999999998,92411.16883401676
-79.29999999999995,96799.83434449893
-79.19999999999993,96541.10662769506
-79.09999999999991,77436.78142155097
-79,77449.52568297881
-78.89999999999998,93010.6684523335
-78.79999999999995,80431.96526180104
-78.69999999999993,90937.85226002557
-78.59999999999991,95444.90525536652
