site_id,n_years_era5,map_era5,n_years_pf_all,map_pf_allmonths,n_months_qc0,map_pf_qc0_monthly_mean,map_pf_qc0_annualized,n_months_total,n_qc0,frac_filled,bio12_mm,badm_map_mm,excluded,ratio_to_bio12,ratio_to_pf_allmonths,ratio_to_pf_qc0,ratio_to_badm_map,too_few_qc0_months,implausible_raw,data_hub,product_source_network,oneflux_code_version,fluxnet_product_name,product_id,ratio_badm_bio12,within_2pct,badm_round_100,badm_round_50
ES-Amo,30,240.4131,13,250.38123076923077,35,0.7089428571428572,259.1094857142857,156,35,0.7756410256410257,219,0,FALSE,1.0977767123287672,0.9601881868756444,0.9278436848317402,Inf,FALSE,FALSE,ICOS,EUF,v1.3,EUF_ES-Amo_FLUXNET_2007-2019_v1.3_r1.zip,O6rek4-yeo_2LQrvCqM88Xvf,0,FALSE,TRUE,TRUE
ES-Cnd,30,2141.2092333333335,7,2094.8314285714287,84,5.764714285714286,2094.8314285714287,84,84,0,368,474,FALSE,5.818503351449276,1.0221391583730115,1.0221391583730115,4.517319057665261,FALSE,FALSE,ICOS,EUF,v1.3,EUF_ES-Cnd_FLUXNET_2014-2021_v1.3_r1.zip,ak3chQKBZovcC1AIpPf0aaJw,1.2880434782608696,FALSE,FALSE,FALSE
ES-Crg,30,471.4329333333333,NA,NA,NA,NA,NA,NA,NA,NA,410,550,FALSE,1.1498364227642277,NA,NA,0.8571507878787878,TRUE,FALSE,ICOS,EUF,v1.3,EUF_ES-Crg_FLUXNET_2021-2024_v1.3_r1.zip,OuvCtRGBok2ZxUrKwXIP5LDY,1.3414634146341464,FALSE,FALSE,TRUE
ES-Dnn,30,1910.7018333333333,NA,NA,NA,NA,NA,NA,NA,NA,505,548.6,FALSE,3.78356798679868,NA,NA,3.4828688175963056,TRUE,FALSE,ICOS,EUF,v1.3,EUF_ES-Dnn_FLUXNET_2024-2024_v1.3_r1.zip,dnuv1IF5YfwR9HAxV7HJCIcx,1.0863366336633664,FALSE,FALSE,FALSE
ES-FtD,30,1910.7018333333333,NA,NA,NA,NA,NA,NA,NA,NA,511,548.6,FALSE,3.7391425309849966,NA,NA,3.4828688175963056,TRUE,FALSE,ICOS,EUF,v1.3,EUF_ES-FtD_FLUXNET_2021-2024_v1.3_r1.zip,XVdkuBOyHTuezFce92fJHego,1.0735812133072407,FALSE,FALSE,FALSE
ES-Gdn,30,2141.2092333333335,7,2094.8314285714287,84,5.764714285714286,2094.8314285714287,84,84,0,368,471,FALSE,5.818503351449276,1.0221391583730115,1.0221391583730115,4.546091790516631,FALSE,FALSE,ICOS,EUF,v1.3,EUF_ES-Gdn_FLUXNET_2014-2021_v1.3_r1.zip,EhJy8Xkd_vyJfhWOz3TNnFg-,1.2798913043478262,FALSE,FALSE,FALSE
ES-HdD,30,347.63956666666667,NA,NA,NA,NA,NA,NA,NA,NA,580,400,FALSE,0.5993785632183908,NA,NA,0.8690989166666667,TRUE,FALSE,ICOS,EUF,v1.3,EUF_ES-HdD_FLUXNET_2024-2024_v1.3_r1.zip,w-KQ8NQ2IIyy_hF0LeeyY5EY,0.6896551724137931,FALSE,TRUE,TRUE
ES-HeB,30,226.37313333333333,2,276.7105,1,2.262,841.4639999999999,24,1,0.9583333333333334,339,332,FALSE,0.667767354965585,0.8180865320735329,0.2690229568149479,0.6818467871485944,TRUE,FALSE,ICOS,EUF,v1.3,EUF_ES-HeB_FLUXNET_2019-2024_v1.3_r1.zip,K1e9bqWUrsIlqHjlDzbl2VzM,0.9793510324483776,FALSE,FALSE,FALSE
ES-Hen,30,196.6684,2,251.729,NA,NA,NA,24,0,1,329,332,FALSE,0.597776291793313,0.7812703343675141,NA,0.5923746987951807,TRUE,FALSE,ICOS,EUF,v1.3,EUF_ES-Hen_FLUXNET_2019-2024_v1.3_r1.zip,MFHVWXPN9W_gfpI8fA4UtBVf,1.0091185410334347,TRUE,FALSE,FALSE
ES-LJu,30,540.1769666666667,17,591.0045294117647,30,1.5909,580.3844,204,30,0.8529411764705882,527,400,FALSE,1.025003731815307,0.9139980148786888,0.930722753173012,1.3504424166666666,FALSE,FALSE,ICOS,EUF,v1.3,EUF_ES-LJu_FLUXNET_2004-2024_v1.3_r1.zip,TWomFhgjVCGRurmVpcaHcRD5,0.7590132827324478,FALSE,TRUE,TRUE
ES-LM1,30,695.5762,7,649.9458571428571,2,6.231,2202.804,84,2,0.9761904761904762,465,700,FALSE,1.4958627956989248,1.0702063754321514,0.3157685386443823,0.9936802857142856,TRUE,FALSE,ICOS,EUF,v1.3,EUF_ES-LM1_FLUXNET_2014-2024_v1.3_r1.zip,9c9e--DRFTTyhtl6c0lcA3O6,1.5053763440860215,FALSE,TRUE,TRUE
ES-LM2,30,673.2625666666667,7,615.299,2,6.031000000000001,2132.094,84,2,0.9761904761904762,465,700,FALSE,1.447876487455197,1.0942039019511922,0.31577527382313664,0.9618036666666666,TRUE,FALSE,ICOS,EUF,v1.3,EUF_ES-LM2_FLUXNET_2014-2024_v1.3_r1.zip,CgWe1iCQaO3oYYxgSMEe1BSq,1.5053763440860215,FALSE,TRUE,TRUE
ES-LMa,30,723.3152666666666,1,614.5530000000001,NA,NA,NA,12,0,1,465,670,FALSE,1.5555167025089605,1.1769778467710132,NA,1.0795750248756215,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_ES-LMa_FLUXNET_2020-2025_v1.3_r1.zip,WHuC_WF5n_uhQMHgTWaBSmrr,1.4408602150537635,FALSE,FALSE,FALSE
ES-Mcd,30,366.7046666666667,3,483.475,7,1.224,437.7891428571429,36,7,0.8055555555555556,427,470,FALSE,0.858793130366901,0.7584769981212405,0.837628508266428,0.780222695035461,TRUE,FALSE,ICOS,EUF,v1.3,EUF_ES-Mcd_FLUXNET_2018-2024_v1.3_r1.zip,jyX3FQLrXu_wjllntwoO10IQ,1.100702576112412,FALSE,FALSE,FALSE
ES-MtB,30,1910.7018333333333,NA,NA,NA,NA,NA,NA,NA,NA,500,548.6,FALSE,3.8214036666666664,NA,NA,3.4828688175963056,TRUE,FALSE,ICOS,EUF,v1.3,EUF_ES-MtB_FLUXNET_2021-2024_v1.3_r1.zip,fZRunEwzLwhz0ZYzshuo9-cS,1.0972,FALSE,FALSE,FALSE
ES-MtN,30,1910.7018333333333,NA,NA,NA,NA,NA,NA,NA,NA,507,548.6,FALSE,3.7686426692965154,NA,NA,3.4828688175963056,TRUE,FALSE,ICOS,EUF,v1.3,EUF_ES-MtN_FLUXNET_2024-2024_v1.3_r1.zip,lJTi2ztBm4QTcyuhsB4tcap1,1.0820512820512822,FALSE,FALSE,FALSE
ES-Mzn,30,2128.8712666666665,NA,NA,NA,NA,NA,NA,NA,NA,424,512,FALSE,5.020922798742138,NA,NA,4.157951692708333,TRUE,FALSE,ICOS,EUF,v1.3,EUF_ES-Mzn_FLUXNET_2023-2024_v1.3_r1.zip,HPlYEFEhMzxWYOTC7Ch8Ku5a,1.2075471698113207,FALSE,FALSE,FALSE
ES-Pzb,30,502.4209,1,478.322,8,1.100125,404.1105,12,8,0.33333333333333337,571,500,FALSE,0.8798964973730298,1.0503821693336288,1.2432760346489389,1.0048418,TRUE,FALSE,ICOS,EUF,v1.3,EUF_ES-Pzb_FLUXNET_2020-2024_v1.3_r1.zip,7xwSGufRWY7Duyrf11N282pK,0.8756567425569177,FALSE,TRUE,TRUE
ES-Srn,30,2009.6956666666667,NA,NA,NA,NA,NA,NA,NA,NA,421,476,FALSE,4.7736239113222485,NA,NA,4.222049719887956,TRUE,FALSE,ICOS,EUF,v1.3,EUF_ES-Srn_FLUXNET_2023-2024_v1.3_r1.zip,zeJEF_Ad4wJIKY-U5orJ3sKQ,1.1306413301662708,FALSE,FALSE,FALSE
ES-TzM,30,1359.1763666666666,1,1521.853,12,4.141666666666667,1521.853,12,12,0,403,314,FALSE,3.372646071133168,0.893106211090471,0.893106211090471,4.328587154989384,FALSE,FALSE,ICOS,EUF,v1.3,EUF_ES-TzM_FLUXNET_2020-2024_v1.3_r1.zip,gu5gauPM7ynjb6T28S4OY_sW,0.7791563275434243,FALSE,FALSE,FALSE
ES-VDA,30,771.4939,NA,NA,NA,NA,NA,NA,NA,NA,974,700,FALSE,0.7920881930184805,NA,NA,1.102134142857143,TRUE,FALSE,ICOS,EUF,v1.3,EUF_ES-VDA_FLUXNET_2022-2024_v1.3_r1.zip,mLCP7JnLuR2woC45y23wPdGC,0.7186858316221766,FALSE,TRUE,TRUE
ES-Yst,30,398.3828,2,448.321,2,2.1174999999999997,767.184,24,2,0.9166666666666666,451,530,FALSE,0.8833321507760532,0.8886106160541218,0.5192793384637844,0.7516656603773585,TRUE,FALSE,ICOS,EUF,v1.3,EUF_ES-Yst_FLUXNET_2019-2024_v1.3_r2.zip,sHycwsOK158vpmp0rDH1ujPO,1.1751662971175165,FALSE,FALSE,FALSE
FI-Ant,30,431.3066333333333,NA,NA,NA,NA,NA,NA,NA,NA,607,612,FALSE,0.7105545853926414,NA,NA,0.7047494008714597,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FI-Ant_FLUXNET_2022-2022_v1.3_r1.zip,WfnJvocMuoIL6hVB8mRB3XxS,1.0082372322899507,TRUE,FALSE,FALSE
FI-Hyy,30,688.5662333333333,24,684.7968333333333,100,1.80899,661.8611999999999,288,100,0.6527777777777778,663,711,FALSE,1.0385614379084966,1.0055044062947136,1.04034838925946,0.9684475855602438,FALSE,FALSE,ICOS,ICOS,v1.3,ICOS_FI-Hyy_FLUXNET_1997-2025_v1.3_r1.zip,oIJ9cFYf8Q0e9nfMRRS-90vM,1.0723981900452488,FALSE,FALSE,FALSE
FI-Jok,30,2532.4077333333335,4,2361.8084999999996,48,6.451645833333333,2361.8085,48,48,0,612,627,FALSE,4.1379211328976035,1.0722324580224578,1.0722324580224576,4.038927804359384,FALSE,FALSE,ICOS,EUF,v1.3,EUF_FI-Jok_FLUXNET_2000-2003_v1.3_r1.zip,8PzFwQMtdQ_ly0Tahg8oE1Sz,1.0245098039215685,FALSE,FALSE,FALSE
FI-Ken,30,627.2816,3,644.474,NA,NA,NA,36,0,1,524,484,FALSE,1.197102290076336,0.9733233613768748,NA,1.2960363636363637,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FI-Ken_FLUXNET_2018-2025_v1.3_r1.zip,Ri-8dhfYd2gnZiThyc9UXyZe,0.9236641221374046,FALSE,FALSE,FALSE
FI-Let,30,567.3241666666667,12,556.746,18,1.2153888888888889,442.6113333333333,144,18,0.875,664,627,FALSE,0.8544038654618473,1.0189999868282245,1.2817660189451394,0.9048232323232324,FALSE,FALSE,ICOS,ICOS,v1.3,ICOS_FI-Let_FLUXNET_2010-2025_v1.3_r1.zip,lJA2M5NajEvo4LNStPxtuMhX,0.9442771084337349,FALSE,FALSE,FALSE
FI-Nsv,30,2571.0564666666664,NA,NA,NA,NA,NA,NA,NA,NA,607,633,FALSE,4.235677869302581,NA,NA,4.061700579252237,TRUE,FALSE,ICOS,EUF,v1.3,EUF_FI-Nsv_FLUXNET_2021-2024_v1.3_r1.zip,cSm1qTXbblwvWpF9j1Oow7qX,1.042833607907743,FALSE,FALSE,FALSE
FI-Pap,30,449.95773333333335,NA,NA,NA,NA,NA,NA,NA,NA,607,612,FALSE,0.7412812740252609,NA,NA,0.735225054466231,TRUE,FALSE,ICOS,EUF,v1.3,EUF_FI-Pap_FLUXNET_2022-2022_v1.3_r1.zip,u2xUfhEZCOWwWb3gVywfqYw_,1.0082372322899507,TRUE,FALSE,FALSE
FI-Qvd,30,678.2785,3,717.568,4,1.3245,477.801,36,4,0.8888888888888888,677,650,FALSE,1.0018884785819793,0.9452463041830182,1.419583676049234,1.0435053846153846,TRUE,FALSE,ICOS,EUF,v1.3,EUF_FI-Qvd_FLUXNET_2018-2023_v1.3_r1.zip,UuvYrldK3v4VzDgfH6nC0ed7,0.9601181683899557,FALSE,FALSE,TRUE
FI-Rk2,30,544.0927,1,656.362,NA,NA,NA,12,0,1,643,644,FALSE,0.8461783825816486,0.8289521635926517,NA,0.8448644409937889,TRUE,FALSE,ICOS,EUF,v1.3,EUF_FI-Rk2_FLUXNET_2020-2023_v1.3_r1.zip,Agmj31O2_U5UxIfjk_idGdLg,1.0015552099533438,TRUE,FALSE,FALSE
FI-Ruk,30,2184.7618,1,2880.148,12,7.862083333333333,2880.148,12,12,0,518,553,FALSE,4.217686872586873,0.7585588657249558,0.7585588657249558,3.9507446654611216,FALSE,FALSE,ICOS,EUF,v1.3,EUF_FI-Ruk_FLUXNET_2020-2023_v1.3_r1.zip,TYPI56oF2JQVeXc0g4SU60It,1.0675675675675675,FALSE,FALSE,FALSE
FI-Sar,30,503.38806666666665,NA,NA,NA,NA,NA,NA,NA,NA,606,612,FALSE,0.8306733773377337,NA,NA,0.8225295206971677,TRUE,FALSE,ICOS,EUF,v1.3,EUF_FI-Sar_FLUXNET_2022-2022_v1.3_r1.zip,xUETR-0OEq8u2S5UUHl8sLm_,1.00990099009901,TRUE,FALSE,FALSE
FI-Sii,30,574.4364,3,550.4456666666667,NA,NA,NA,36,0,1,665,711,FALSE,0.863814135338346,1.0435841987432002,NA,0.8079274261603376,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FI-Sii_FLUXNET_2018-2024_v1.3_r1.zip,mkbfyrZKqg3Djz0tW1rRap1c,1.069172932330827,FALSE,FALSE,FALSE
FI-Sod,30,496.3022,NA,NA,NA,NA,NA,NA,NA,NA,514,2424.3,FALSE,0.9655684824902724,NA,NA,0.2047197954048591,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FI-Sod_FLUXNET_2023-2024_v1.3_r1.zip,TNkSnk2tWf7rkMpSQ2Dtf8FI,4.716536964980545,FALSE,FALSE,FALSE
FI-Var,30,521.9297333333334,5,527.6828,NA,NA,NA,60,0,1,576,601,FALSE,0.9061280092592594,0.989097490638947,NA,0.8684354963948975,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FI-Var_FLUXNET_2016-2025_v1.3_r1.zip,yu-qbz8ScXeQLBioQVflVJIq,1.0434027777777777,FALSE,FALSE,FALSE
FR-Aur,30,685.2822333333334,16,653.3489999999999,NA,NA,NA,192,0,1,830,668.5,FALSE,0.8256412449799198,1.0488762259272355,NA,1.0251043131388682,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Aur_FLUXNET_2005-2024_v1.3_r1.zip,R0Wn1kGceDx6Zq8pJq_typhu,0.805421686746988,FALSE,FALSE,FALSE
FR-Bil,30,927.2640666666668,7,1010.5351428571428,6,3.4113333333333333,1230.392,84,6,0.9285714285714286,934,960.1,FALSE,0.992788079942898,0.9175970506527472,0.7536330426942525,0.9657994653334724,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Bil_FLUXNET_2014-2025_v1.3_r1.zip,OHrM-TP6a33pLElt40MWm6rD,1.0279443254817988,FALSE,FALSE,FALSE
FR-CLt,30,1523.7227666666668,2,1490.126,NA,NA,NA,24,0,1,1403,1312,FALSE,1.086046162984082,1.022546258951704,NA,1.1613740599593496,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-CLt_FLUXNET_2019-2025_v1.3_r1.zip,Ioa3MKkE2Hh0vcxOxxeZ6vER,0.9351389878831077,FALSE,FALSE,FALSE
FR-EM2,30,647.6893333333334,4,630.5425,2,1.9665,700.164,48,2,0.9583333333333334,666,680,FALSE,0.9725065065065066,1.0271937789020302,0.925053749312066,0.9524843137254904,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-EM2_FLUXNET_2017-2025_v1.3_r1.zip,tqY53lt1dCh3HZXtN-rLGEp5,1.021021021021021,FALSE,FALSE,FALSE
FR-FBn,30,625.6768333333333,13,685.2694615384615,NA,NA,NA,156,0,1,691,700,FALSE,0.9054657501205982,0.913037671237618,NA,0.8938240476190475,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-FBn_FLUXNET_2008-2024_v1.3_r1.zip,dw5JqZoWiNVw0JQS-QXykPY6,1.0130246020260492,TRUE,TRUE,TRUE
FR-Fon,30,499.1001333333333,2,619.1895,9,1.1854444444444443,433.384,24,9,0.625,627,678.99,FALSE,0.7960129718234981,0.8060539355614611,1.1516348857672023,0.7350625684227062,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Fon_FLUXNET_2019-2024_v1.3_r1.zip,vgMluaOupOEt-hzl3RWXI99X,1.0829186602870813,FALSE,FALSE,FALSE
FR-Gri,30,574.3015,17,583.4482352941177,4,1.4874999999999998,546.183,204,4,0.9803921568627452,626,597.38,FALSE,0.917414536741214,0.9843229703325664,1.0514818293502362,0.9613671364960328,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Gri_FLUXNET_2004-2025_v1.3_r1.zip,gsAnVUkxq-6VBt2qu1hewpGD,0.9542811501597444,FALSE,FALSE,FALSE
FR-Hes,30,915.2581333333334,24,927.8220833333334,42,2.469190476190476,903.0968571428572,288,42,0.8541666666666666,776,889,FALSE,1.179456357388316,0.9864586646236504,1.0134661925731323,1.0295367079115112,FALSE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Hes_FLUXNET_1997-2025_v1.3_r1.zip,Di7uhs3hUdH1SvS0f0Wv5vjH,1.1456185567010309,FALSE,FALSE,FALSE
FR-LBr,30,1013.2421333333332,11,983.4321818181818,24,3.402875,1242.5504999999998,132,24,0.8181818181818181,909,900,FALSE,1.1146778144481115,1.030312157834858,0.8154534832454161,1.1258245925925925,FALSE,FALSE,ICOS,EUF,v1.3,EUF_FR-LBr_FLUXNET_1998-2008_v1.3_r1.zip,edFutLlMMA1D7S31ZC4pf2E2,0.9900990099009901,TRUE,TRUE,TRUE
FR-LGt,30,676.7709333333333,4,673.62575,NA,NA,NA,48,0,1,705,699.75,FALSE,0.9599587706855792,1.0046690366770172,NA,0.9671610337025128,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-LGt_FLUXNET_2017-2025_v1.3_r1.zip,UMboDXr3WG42YyPcyuL7LzHW,0.9925531914893617,TRUE,FALSE,FALSE
FR-Lam,30,667.7423666666667,NA,NA,NA,NA,NA,NA,NA,NA,771,677,FALSE,0.8660731085170774,NA,NA,0.9863255046774988,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Lam_FLUXNET_2021-2024_v1.3_r1.zip,zwxh7ZEI7AWEJOF5ggdX2bpK,0.8780804150453956,FALSE,FALSE,FALSE
FR-Lqu,30,1311.602933333333,NA,NA,NA,NA,NA,NA,NA,NA,904,1081.6,FALSE,1.4508882005899706,NA,NA,1.2126506410256412,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Lqu_FLUXNET_2022-2024_v1.3_r1.zip,FT09cB-tv2MKDSSw1R_JXBJx,1.1964601769911503,FALSE,FALSE,FALSE
FR-Lus,30,771.5567,NA,NA,NA,NA,NA,NA,NA,NA,835,793,FALSE,0.92402,NA,NA,0.9729592686002522,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Lus_FLUXNET_2022-2024_v1.3_r1.zip,S_NN3abNF1zutV6hnPOuCupl,0.9497005988023952,FALSE,FALSE,FALSE
FR-Mau,30,572.2459333333334,7,520.6894285714285,3,2.046333333333333,743.2760000000001,84,3,0.9642857142857144,776,600,FALSE,0.7374303264604811,1.099015846938464,0.7698969606624367,0.9537432222222224,TRUE,FALSE,ICOS,EUF,v1.3,EUF_FR-Mau_FLUXNET_2005-2011_v1.3_r1.zip,ebGKrL-UajXA0SkdfSt100r9,0.7731958762886598,FALSE,TRUE,TRUE
FR-Mej,30,720.1868,2,805.683,NA,NA,NA,24,0,1,742,722,FALSE,0.9706021563342316,0.893883574557239,NA,0.9974886426592796,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Mej_FLUXNET_2019-2024_v1.3_r1.zip,89dJgrylR97XwCZTAHP5qw5a,0.9730458221024259,FALSE,FALSE,FALSE
FR-Nzn,30,912.8696,5,909.0352,NA,NA,NA,60,0,1,918,655.6,FALSE,0.9944113289760348,1.004218098485075,NA,1.392418547895058,TRUE,FALSE,ICOS,EUF,v1.3,EUF_FR-Nzn_FLUXNET_2016-2024_v1.3_r1.zip,NySpPG4qsETA19sRa2e_ONBG,0.714161220043573,FALSE,FALSE,FALSE
FR-Pue,30,930.8250333333332,21,915.4330476190476,NA,NA,NA,252,0,1,666,924,FALSE,1.3976351851851851,1.0168138847011463,NA,1.0073863997113996,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Pue_FLUXNET_2000-2025_v1.3_r1.zip,HaC9deo1SSLTZxUtYYJcdLAd,1.3873873873873874,FALSE,FALSE,FALSE
FR-Tou,30,616.5935333333333,3,703.4206666666665,NA,NA,NA,36,0,1,693,544,FALSE,0.8897453583453583,0.8765644265972663,NA,1.1334439950980393,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_FR-Tou_FLUXNET_2018-2024_v1.3_r1.zip,LZSDmUp2MspQPIyTfDwNXYhi,0.784992784992785,FALSE,FALSE,FALSE
GF-Guy,30,2487.7836333333335,4,3039.48175,NA,NA,NA,48,0,1,2796,3101,FALSE,0.8897652479732953,0.8184894129840831,NA,0.8022520584757605,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_GF-Guy_FLUXNET_2017-2024_v1.3_r1.zip,3jDZZoDeBw29TRwEqPKQozcn,1.1090844062947067,FALSE,FALSE,FALSE
GH-Ank,30,1861.9027,4,1904.737,25,5.6582,2062.72368,48,25,0.47916666666666663,1874,1900,FALSE,0.9935446638207044,0.9775116984654576,0.9026428105969094,0.9799487894736842,FALSE,FALSE,ICOS,EUF,v1.3,EUF_GH-Ank_FLUXNET_2011-2014_v1.3_r1.zip,KGeOFn8sIXSOmMXfGprQynOP,1.0138740661686232,TRUE,TRUE,TRUE
GL-NuF,30,861.8119,2,666.9665,3,1.3686666666666667,503.576,24,3,0.875,726,782,FALSE,1.1870687327823692,1.2921367115139966,1.711383981762435,1.102061253196931,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_GL-NuF_FLUXNET_2019-2024_v1.3_r1.zip,EfhStDGazgCMZH4SX2aNUPlt,1.0771349862258952,FALSE,FALSE,FALSE
GL-ZaF,30,780.7409666666666,NA,NA,NA,NA,NA,NA,NA,NA,248,253,FALSE,3.1481490591397847,NA,NA,3.0859326745718048,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_GL-ZaF_FLUXNET_2023-2024_v1.3_r1.zip,Lf3j25yaK_SzajN-sxvn-Mfj,1.0201612903225807,FALSE,FALSE,FALSE
GL-ZaH,30,677.7331666666666,1,897.585,12,2.436166666666667,897.585,12,12,0,248,253,FALSE,2.7327950268817203,0.7550629374005433,0.7550629374005433,2.6787872200263503,FALSE,FALSE,ICOS,ICOS,v1.3,ICOS_GL-ZaH_FLUXNET_2020-2024_v1.3_r1.zip,Zdiwv_V4gNbOfd5Bttpb-9q2,1.0201612903225807,FALSE,FALSE,FALSE
ID-JOP,30,2024.7450666666664,7,1865.2654285714289,16,4.8179375,1754.1570000000002,84,16,0.8095238095238095,2569,2235,FALSE,0.788145218632412,1.0854997018935693,1.1542553298631002,0.9059262043251304,FALSE,FALSE,ICOS,FLX,v1.3,FLX_ID-JOP_FLUXNET_2014-2024_v1.3_r1.zip,PPguZ8g7dO0HMK1i3qLRsXdQ,0.8699883223043986,FALSE,FALSE,FALSE
ID-PaB,30,2539.1999333333333,13,2626.6183076923076,3,8.743,3199.996,156,3,0.9807692307692308,2396,2640,FALSE,1.0597662493043962,0.9667182802682212,0.7935009710428804,0.9618181565656566,TRUE,FALSE,ICOS,JPF,v1.3,JPF_ID-PaB_FLUXNET_2004-2016_v1.3_r1.zip,MpLHCY-ecJkBO48pW8l-Tra-,1.1018363939899833,FALSE,FALSE,FALSE
ID-Pag,30,2590.3433666666665,15,2678.742133333333,18,7.6225,2786.7646666666665,180,18,0.9,2401,2663,FALSE,1.0788602110231846,0.966999896867017,0.9295163662904676,0.9727162473400924,FALSE,FALSE,ICOS,JPF,v1.3,JPF_ID-Pag_FLUXNET_2004-2018_v1.3_r1.zip,I6zVvSdiWHZ4d2Bal9dhQhoi,1.1091211995002082,FALSE,FALSE,FALSE
IE-CaC,30,507.0819,5,475.9826000000001,7,1.1641428571428571,428.2337142857143,60,7,0.8833333333333333,883,804,FALSE,0.5742716874292186,1.065337052236783,1.1841241898616108,0.630698880597015,TRUE,FALSE,ICOS,EUF,v1.3,EUF_IE-CaC_FLUXNET_2003-2007_v1.3_r1.zip,olP0y9DuPPJFn_A3uWTEjEFU,0.9105322763306908,FALSE,FALSE,FALSE
IE-CaN,30,507.0819,5,475.9826000000001,7,1.1641428571428571,428.2337142857143,60,7,0.8833333333333333,883,804,FALSE,0.5742716874292186,1.065337052236783,1.1841241898616108,0.630698880597015,TRUE,FALSE,ICOS,EUF,v1.3,EUF_IE-CaN_FLUXNET_2003-2007_v1.3_r1.zip,fqas87xDJV_zXM6w23MBsleq,0.9105322763306908,FALSE,FALSE,FALSE
IE-Cra,30,3474.463133333333,1,3975.8160000000007,12,10.908416666666668,3975.816,12,12,0,1026,883,FALSE,3.386416309291748,0.873899378978638,0.8738993789786382,3.934839335598338,FALSE,FALSE,ICOS,ICOS,v1.3,ICOS_IE-Cra_FLUXNET_2020-2024_v1.3_r1.zip,AwIT0Qy0HIwmIzj92q58ehk7,0.8606237816764133,FALSE,FALSE,FALSE
IE-Gwr,30,3274.024,1,2983.488,12,8.17625,2983.488,12,12,0,969,857.4,FALSE,3.378765737874097,1.09738132011927,1.09738132011927,3.8185491019360858,FALSE,FALSE,ICOS,EUF,v1.3,EUF_IE-Gwr_FLUXNET_2016-2016_v1.3_r1.zip,GDCw0QfMze-6S4E59YD2vQBI,0.884829721362229,FALSE,FALSE,FALSE
IL-RmH,30,560.337,6,594.5219999999999,25,1.55112,559.35888,72,25,0.6527777777777778,561,516,FALSE,0.9988181818181818,0.9425000252303531,1.001748644805639,1.085924418604651,FALSE,FALSE,ICOS,EUF,v1.3,EUF_IL-RmH_FLUXNET_2015-2020_v1.3_r1.zip,BDfZZGumiN8Ci3FRoFGYGKdQ,0.9197860962566845,FALSE,FALSE,FALSE
IL-Yat,30,241.56693333333337,21,236.60380952380953,47,0.5311702127659574,193.1548085106383,252,47,0.8134920634920635,300,275.6,FALSE,0.8052231111111111,1.0209765169018734,1.2506389832900726,0.8765128205128204,FALSE,FALSE,ICOS,EUF,v1.3,EUF_IL-Yat_FLUXNET_2000-2024_v1.3_r1.zip,ddBS_ZLjXuBI8SSQV2cskqda,0.9186666666666667,FALSE,FALSE,FALSE
IT-Arz,30,3927.6580333333336,5,4079.6906,60,11.1754,4079.6906,60,60,0,935,900,FALSE,4.200703778966132,0.9627342900300658,0.962734290030066,4.364064481481482,FALSE,FALSE,ICOS,EUF,v1.3,EUF_IT-Arz_FLUXNET_2016-2024_v1.3_r1.zip,xK4i981ZSwQZHJeKKfpx5eZo,0.9625668449197861,FALSE,TRUE,TRUE
IT-BCi,30,952.5521666666668,17,1019.347294117647,46,2.6582391304347825,962.4680869565218,204,46,0.7745098039215687,1039,947.14,FALSE,0.916797080526147,0.9344726494724268,0.989697403556298,1.0057142203546114,FALSE,FALSE,ICOS,ICOS,v1.3,ICOS_IT-BCi_FLUXNET_2004-2025_v1.3_r1.zip,2LNryh4qBQqqtGj-L8ONRyxA,0.9115880654475457,FALSE,FALSE,FALSE
IT-BFt,30,593.8098666666667,2,737.185,NA,NA,NA,24,0,1,678,697,FALSE,0.8758257620452311,0.8055099692297955,NA,0.8519510282161646,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_IT-BFt_FLUXNET_2019-2024_v1.3_r1.zip,IUOlBlndAhz4kdSgYJUDyq-D,1.028023598820059,FALSE,FALSE,FALSE
