site_id,n_years_era5,map_era5,n_years_pf_all,map_pf_allmonths,n_months_qc0,map_pf_qc0_monthly_mean,map_pf_qc0_annualized,n_months_total,n_qc0,frac_filled,bio12_mm,badm_map_mm,excluded,ratio_to_bio12,ratio_to_pf_allmonths,ratio_to_pf_qc0,ratio_to_badm_map,too_few_qc0_months,implausible_raw,data_hub,product_source_network,oneflux_code_version,fluxnet_product_name,product_id,ratio_badm_bio12,within_2pct,badm_round_100,badm_round_50
RU-Fy4,30,452.93016666666665,6,445.09333333333336,11,0.9580909090909092,347.76763636363637,72,11,0.8472222222222222,690,778,FALSE,0.6564205314009661,1.0176071685339405,1.3023930904055407,0.5821724507283633,TRUE,FALSE,ICOS,EUF,v1.3,EUF_RU-Fy4_FLUXNET_2015-2020_v1.3_r1.zip,hItM4WCQqnQ68mQo9OvhTd6F,1.127536231884058,FALSE,FALSE,FALSE
RU-Fyo,30,557.2262666666667,23,552.3423913043479,31,1.3959032258064517,508.8356129032258,276,31,0.8876811594202898,689,711,FALSE,0.8087463957426222,1.0088421157586431,1.0951007605134826,0.7837218940459447,FALSE,FALSE,ICOS,EUF,v1.3,EUF_RU-Fyo_FLUXNET_1998-2024_v1.3_r1.zip,GW1i5FQInU-IW_0iisGVDXW3,1.0319303338171262,FALSE,FALSE,FALSE
RU-NeB,30,1069.2168666666666,2,1152.977,24,3.1450833333333335,1152.977,24,24,0,253,235,FALSE,4.226153623188406,0.9273531620029426,0.9273531620029424,4.5498590070921985,FALSE,FALSE,ICOS,JPF,v1.3,JPF_RU-NeB_FLUXNET_1999-2000_v1.3_r1.zip,62X8tlaZVNU1oh_okQKPco3F,0.9288537549407114,FALSE,FALSE,FALSE
RU-NeC,30,1069.2168666666666,6,1079.1725,72,2.9415416666666667,1079.1725,72,72,0,256,235,FALSE,4.176628385416667,0.9907747525689048,0.9907747525689048,4.5498590070921985,FALSE,FALSE,ICOS,JPF,v1.3,JPF_RU-NeC_FLUXNET_2001-2006_v1.3_r1.zip,BGkXJsSt5UVy1vDEw7Z30_7v,0.91796875,FALSE,FALSE,FALSE
RU-NeF,30,1069.2168666666666,7,1081.135142857143,84,2.946964285714286,1081.135142857143,84,84,0,253,235,FALSE,4.226153623188406,0.9889761457952616,0.9889761457952616,4.5498590070921985,FALSE,FALSE,ICOS,JPF,v1.3,JPF_RU-NeF_FLUXNET_2000-2006_v1.3_r1.zip,MTJpX3fgVsWfWNXaw59q41td,0.9288537549407114,FALSE,FALSE,FALSE
RU-Tur,30,1764.6893,1,1580.553,12,4.308916666666667,1580.553,12,12,0,380,317,FALSE,4.643919210526316,1.116501186610003,1.116501186610003,5.566843217665615,FALSE,FALSE,ICOS,JPF,v1.3,JPF_RU-Tur_FLUXNET_2004-2004_v1.3_r1.zip,Rd4_p0MUa-ttK6FzOMLontdl,0.8342105263157895,FALSE,FALSE,FALSE
SD-Dem,30,320.2158,3,287.58799999999997,1,1.612,580.3199999999999,36,1,0.9722222222222222,291,320,FALSE,1.1003979381443298,1.1134532734328275,0.5517917700578991,1.000674375,TRUE,FALSE,ICOS,EUF,v1.3,EUF_SD-Dem_FLUXNET_2007-2009_v1.3_r1.zip,fVuGjYQ3WMlneX1PCnbxiEaR,1.0996563573883162,FALSE,FALSE,FALSE
SE-Deg,30,551.8517,2,631.9875,18,1.5001666666666666,548.23,24,18,0.25,608,523,FALSE,0.9076508223684212,0.8732003401966021,1.0066061689436916,1.0551657743785852,FALSE,FALSE,ICOS,ICOS,v1.3,ICOS_SE-Deg_FLUXNET_2019-2024_v1.3_r1.zip,IiyJGdmPkDhdItxg1_8lgLFp,0.8601973684210527,FALSE,FALSE,FALSE
SE-HfM,30,453.6553,1,704.154,3,1.1186666666666667,405.992,12,3,0.75,635,645,FALSE,0.7144177952755906,0.6442558019978585,1.1173996039330825,0.7033415503875969,TRUE,FALSE,ICOS,EUF,v1.3,EUF_SE-HfM_FLUXNET_2020-2023_v1.3_r1.zip,d2E6mfPz9El6AVmc8bV_2xnA,1.015748031496063,TRUE,FALSE,FALSE
SE-Hmr,30,543.2816666666666,1,697.4530000000001,3,1.3396666666666668,486.196,12,3,0.75,635,645,FALSE,0.8555616797900262,0.77895093528405,1.1174128677872024,0.8422971576227389,TRUE,FALSE,ICOS,EUF,v1.3,EUF_SE-Hmr_FLUXNET_2020-2023_v1.3_r1.zip,Z3YbTS2DrdSQ0M2ee0yvjl1R,1.015748031496063,TRUE,FALSE,FALSE
SE-Htm,30,866.0847,3,824.5733333333333,3,1.983,725.424,36,3,0.9166666666666666,864,707,FALSE,1.0024128472222222,1.0503428439758744,1.1939013597565011,1.225013719943423,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_SE-Htm_FLUXNET_2018-2024_v1.3_r1.zip,8hMY0lY7kERIfokXkEpev-03,0.8182870370370371,FALSE,FALSE,FALSE
SE-Nor,30,544.4536666666667,3,587.1926666666667,13,1.3922307692307692,510.1707692307692,36,13,0.6388888888888888,599,586,FALSE,0.908937673900946,0.927214690465026,1.06719886654343,0.9291018202502844,FALSE,FALSE,ICOS,ICOS,v1.3,ICOS_SE-Nor_FLUXNET_2018-2024_v1.3_r1.zip,TQJ13O19n72qJ3MoGHnXCdRB,0.9782971619365609,FALSE,FALSE,FALSE
SE-Srj,30,512.0480333333334,1,694.284,3,1.2626666666666666,458.2480000000001,12,3,0.75,608,645,FALSE,0.8421842653508772,0.7375195645201867,1.1174037493526068,0.7938729198966409,TRUE,FALSE,ICOS,EUF,v1.3,EUF_SE-Srj_FLUXNET_2020-2023_v1.3_r1.zip,SYMcSsHs0Hu8XkbwZd8W8lg7,1.0608552631578947,FALSE,FALSE,FALSE
SE-St1,30,205.1934,8,215.461375,26,0.5497307692307692,200.90492307692307,96,26,0.7291666666666667,379,303.3,FALSE,0.5414073878627969,0.9523442426745862,1.0213458030664333,0.676536102868447,FALSE,FALSE,ICOS,EUF,v1.3,EUF_SE-St1_FLUXNET_2012-2019_v1.3_r1.zip,QnQ0hNAqbtj_erSyXrx7UQOl,0.8002638522427441,FALSE,FALSE,FALSE
SE-Sto,30,390.507,NA,NA,NA,NA,NA,NA,NA,NA,379,332,FALSE,1.0303614775725594,NA,NA,1.1762259036144578,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_SE-Sto_FLUXNET_2022-2024_v1.3_r1.zip,gROMoDY5jMLhMTRejjKXtC-s,0.8759894459102903,FALSE,FALSE,FALSE
SE-Svb,30,571.2178333333334,7,568.9691428571429,9,1.778,651.0946666666667,84,9,0.8928571428571429,622,614,FALSE,0.9183566452304396,1.0039522186825431,0.8773191712009109,0.93032220412595,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_SE-Svb_FLUXNET_2014-2025_v1.3_r1.zip,6APPPkAwbCF69Dx4gIGfRo8j,0.9871382636655949,TRUE,FALSE,FALSE
SE-Trb,30,2565.8849,NA,NA,NA,NA,NA,NA,NA,NA,630,635,FALSE,4.072833174603175,NA,NA,4.040763622047244,TRUE,FALSE,ICOS,EUF,v1.3,EUF_SE-Trb_FLUXNET_2021-2023_v1.3_r1.zip,zZioWvKJVU9_vq3xFG9pr7F7,1.007936507936508,TRUE,FALSE,FALSE
SN-Dhr,30,379.9324,11,377.1026363636363,35,0.5195142857142857,189.84240000000003,132,35,0.7348484848484849,387,416,FALSE,0.9817374677002584,1.0075039614245362,2.001304239727268,0.9132990384615384,FALSE,FALSE,ICOS,EUF,v1.3,EUF_SN-Dhr_FLUXNET_2010-2022_v1.3_r1.zip,KdzlABR5BBUtxi1T7yzDK4_Z,1.074935400516796,FALSE,FALSE,FALSE
SN-Nkr,30,570.6594,3,522.7606666666667,1,0.001,0.372,36,1,0.9722222222222222,529,584.7,FALSE,1.0787512287334593,1.0916265059472725,1534.0306451612903,0.9759866598255516,TRUE,FALSE,ICOS,EUF,v1.3,EUF_SN-Nkr_FLUXNET_2018-2024_v1.3_r1.zip,X5l5NTHw0ymH6hudWtJMskZe,1.1052930056710777,FALSE,FALSE,FALSE
TH-Kog,30,1857.194433333333,9,1890.973888888889,10,3.5796,1310.7012,108,10,0.9074074074074074,1104,1756,FALSE,1.6822413345410627,0.9821364770005344,1.4169472289590743,1.057627809415338,TRUE,FALSE,ICOS,JPF,v1.3,JPF_TH-Kog_FLUXNET_2005-2013_v1.3_r1.zip,UeiwpE7b8yxM3HJis9B-clmg,1.5905797101449275,FALSE,FALSE,FALSE
TH-Mae,30,1320.5501,12,1324.4561666666666,21,3.876619047619048,1423.1914285714286,144,21,0.8541666666666666,1122,1448,FALSE,1.1769608734402852,0.9970508146928732,0.927879464061656,0.9119821132596684,FALSE,FALSE,ICOS,JPF,v1.3,JPF_TH-Mae_FLUXNET_2005-2016_v1.3_r1.zip,xAfMteUmc_R9X2IXVuuRkSa3,1.2905525846702317,FALSE,FALSE,FALSE
UK-AMo,30,1007.6969,18,1034.5278888888888,10,2.642,965.0964,216,10,0.9537037037037036,843,960,FALSE,1.195369988137604,0.9740645088672224,1.0441411863105077,1.0496842708333334,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_UK-AMo_FLUXNET_2003-2024_v1.3_r1.zip,bUNge2BcADhYDR1h9NHDXbem,1.1387900355871887,FALSE,FALSE,FALSE
UK-Ags,30,1259.5997666666667,NA,NA,NA,NA,NA,NA,NA,NA,984,1301,FALSE,1.280081063685637,NA,NA,0.968178145016654,TRUE,FALSE,ICOS,EUF,v1.3,EUF_UK-Ags_FLUXNET_2023-2024_v1.3_r1.zip,84y7MrbQ3ZSBKr4Kv-0_fdiY,1.3221544715447155,FALSE,FALSE,FALSE
UK-BnB,30,1000.1563666666668,NA,NA,NA,NA,NA,NA,NA,NA,1138,1263.7,FALSE,0.8788720269478618,NA,NA,0.7914507926459339,TRUE,FALSE,ICOS,EUF,v1.3,EUF_UK-BnB_FLUXNET_2021-2024_v1.3_r1.zip,QBlY2INal0mc2mRsgN9Wr_CV,1.110456942003515,FALSE,FALSE,FALSE
UK-CCr,30,1243.8746,NA,NA,NA,NA,NA,NA,NA,NA,1482,1552,FALSE,0.8393215924426451,NA,NA,0.8014655927835053,TRUE,FALSE,ICOS,EUF,v1.3,EUF_UK-CCr_FLUXNET_2022-2024_v1.3_r1.zip,LrO8fItItMas7E62Hm_A032I,1.0472334682860998,FALSE,FALSE,FALSE
UK-Cvn,30,611.6592,NA,NA,NA,NA,NA,NA,NA,NA,551,833.4,FALSE,1.1100892921960073,NA,NA,0.733932325413967,TRUE,FALSE,ICOS,EUF,v1.3,EUF_UK-Cvn_FLUXNET_2023-2024_v1.3_r1.zip,37X3GrWRM7AEcdIt8WRasg1l,1.5125226860254084,FALSE,FALSE,FALSE
UK-GaB,30,979.9505333333332,NA,NA,NA,NA,NA,NA,NA,NA,1170,1502,FALSE,0.8375645584045583,NA,NA,0.6524304482911673,TRUE,FALSE,ICOS,EUF,v1.3,EUF_UK-GaB_FLUXNET_2022-2024_v1.3_r1.zip,3ur3ylHM5TMBuyVRXci8ohT_,1.2837606837606839,FALSE,FALSE,FALSE
UK-Gnn,30,1232.0132333333331,NA,NA,NA,NA,NA,NA,NA,NA,1449,1389,FALSE,0.8502506786289395,NA,NA,0.8869785697144229,TRUE,FALSE,ICOS,EUF,v1.3,EUF_UK-Gnn_FLUXNET_2022-2024_v1.3_r1.zip,rr5GFzsDarjbHdARWXryBopk,0.9585921325051759,FALSE,FALSE,FALSE
UK-Gwr,30,1531.2825666666663,NA,NA,NA,NA,NA,NA,NA,NA,1278,1274.5,FALSE,1.1981866718831506,NA,NA,1.201477102131555,TRUE,FALSE,ICOS,EUF,v1.3,EUF_UK-Gwr_FLUXNET_2022-2024_v1.3_r1.zip,kdw13mqVIM_fuCSUoFjwLTBX,0.9972613458528952,TRUE,FALSE,FALSE
UK-HgF,30,608.0013666666666,NA,NA,NA,NA,NA,NA,NA,NA,616,860.12,FALSE,0.9870152056277056,NA,NA,0.7068796989567346,TRUE,FALSE,ICOS,EUF,v1.3,EUF_UK-HgF_FLUXNET_2023-2024_v1.3_r1.zip,0bh_V0qcsU1jVRdLmTN38MrV,1.3962987012987014,FALSE,FALSE,FALSE
UK-HpF,30,624.1721333333332,NA,NA,NA,NA,NA,NA,NA,NA,581,832.4,FALSE,1.0743065978198507,NA,NA,0.749846387954509,TRUE,FALSE,ICOS,EUF,v1.3,EUF_UK-HpF_FLUXNET_2023-2024_v1.3_r1.zip,9XNveiBJ_2A4uYC0hHFDy3RS,1.4327022375215146,FALSE,FALSE,FALSE
US-A03,30,904.299,6,1018.0738333333334,72,2.7832916666666665,1018.0738333333334,72,72,0,146,115.1,FALSE,6.1938287671232874,0.8882450077703925,0.8882450077703925,7.856637706342311,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-A03_FLUXNET_2015-2021_v1.3_r1.zip,10.17190/AMF/3365269,0.7883561643835616,FALSE,FALSE,FALSE
US-A10,30,914.8648666666668,10,997.0671,120,2.724858333333333,997.0671,120,120,0,107,115.1,FALSE,8.550138940809969,0.9175559665609936,0.9175559665609936,7.948434984071822,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-A10_FLUXNET_2011-2022_v1.3_r1.zip,10.17190/AMF/3025776,1.0757009345794393,FALSE,FALSE,FALSE
US-A32,30,796.7446,3,824.0236666666667,12,2.21275,813.81,36,12,0.6666666666666667,816,889,FALSE,0.9764026960784312,0.9668952873926356,0.9790302404738208,0.8962256467941507,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-A32_FLUXNET_2015-2017_v1.3_r1.zip,10.17190/AMF/1881568,1.0894607843137254,FALSE,FALSE,FALSE
US-A39,30,28.21343333333333,NA,NA,NA,NA,NA,NA,NA,NA,999,965,FALSE,0.02824167500834167,NA,NA,0.02923671848013816,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-A39_FLUXNET_2024-2024_v1.3_r1.zip,10.17190/AMF/2571116,0.965965965965966,FALSE,FALSE,FALSE
US-A74,30,334.8814,2,340.7205,3,0.18033333333333332,65.92,24,3,0.875,823,889,FALSE,0.4069032806804374,0.982862492864386,5.080118325242718,0.3766944881889764,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-A74_FLUXNET_2016-2017_v1.3_r1.zip,10.17190/AMF/2006963,1.080194410692588,FALSE,FALSE,FALSE
US-ABa,30,1163.3433,3,1115.6509999999998,6,3.5865,1299.714,36,6,0.8333333333333334,1206,1371,FALSE,0.9646296019900498,1.0427484042948916,0.8950763783416967,0.8485363238512035,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ABa_FLUXNET_2013-2015_v1.3_r1.zip,10.17190/AMF/3365279,1.13681592039801,FALSE,FALSE,FALSE
US-ABb,30,1387.2422333333334,3,1330.363,6,4.276666666666666,1549.8200000000002,36,6,0.8333333333333334,1206,1371,FALSE,1.1502837755666115,1.042754671719924,0.8950989362205503,1.011846997325553,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ABb_FLUXNET_2013-2015_v1.3_r1.zip,10.17190/AMF/3365280,1.13681592039801,FALSE,FALSE,FALSE
US-ABc,30,1262.7893333333334,3,1211.1413333333337,7,3.759142857142857,1366.3337142857142,36,7,0.8055555555555556,1206,1371,FALSE,1.0470889994472083,1.0426440734689923,0.9242173563677952,0.9210717238025772,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ABc_FLUXNET_2013-2015_v1.3_r1.zip,10.17190/AMF/3365281,1.13681592039801,FALSE,FALSE,FALSE
US-ABd,30,1254.9155,3,1203.4493333333337,6,3.868833333333334,1402.03,36,6,0.8333333333333334,1213,1371,FALSE,1.0345552349546578,1.0427655450388715,0.8950703622604367,0.9153285922684172,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ABd_FLUXNET_2013-2015_v1.3_r1.zip,10.17190/AMF/3365282,1.1302555647155812,FALSE,FALSE,FALSE
US-ABe,30,4224.1391,3,4050.997333333333,36,11.107694444444444,4050.9973333333337,36,36,0,1219,1371,FALSE,3.4652494667760463,1.0427405284229596,1.0427405284229596,3.081064259664479,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ABe_FLUXNET_2013-2015_v1.3_r1.zip,10.17190/AMF/3365278,1.1246923707957341,FALSE,FALSE,FALSE
US-ADR,30,137.15643333333333,7,99.77128571428572,18,0.24861111111111112,91.138,84,18,0.7857142857142857,108,110,FALSE,1.269966975308642,1.3747084880323903,1.5049313495285537,1.2468766666666666,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ADR_FLUXNET_2011-2017_v1.3_r1.zip,10.17190/AMF/3027322,1.0185185185185186,TRUE,FALSE,FALSE
US-ARM,30,633.0905666666666,18,642.5177222222222,14,1.8102142857142856,664.0362857142858,216,14,0.9351851851851852,859,843,FALSE,0.7370088086922778,0.9853277890562292,0.9533975481259556,0.7509971134835903,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ARM_FLUXNET_2003-2025_v1.3_r1.zip,10.17190/AMF/1854366,0.9813736903376019,TRUE,FALSE,FALSE
US-ASH,30,1028.2872666666667,1,1008.97,12,2.7296666666666667,1008.97,12,12,0,175,210,FALSE,5.8759272380952385,1.0191455312513422,1.0191455312513422,4.896606031746032,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ASH_FLUXNET_2016-2016_v1.3_r1.zip,10.17190/AMF/2469443,1.2,FALSE,FALSE,FALSE
US-ASM,30,1028.2872666666667,1,1008.97,12,2.7296666666666667,1008.97,12,12,0,175,210,FALSE,5.8759272380952385,1.0191455312513422,1.0191455312513422,4.896606031746032,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-ASM_FLUXNET_2016-2016_v1.3_r1.zip,10.17190/AMF/2469444,1.2,FALSE,FALSE,FALSE
US-Aud,30,411.84526666666665,19,386.7595789473684,5,0.2516,88.9032,228,5,0.9780701754385964,462,438.35,FALSE,0.8914399711399711,1.0648611930635905,4.63251341534013,0.93953522679746,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Aud_FLUXNET_2002-2024_v1.3_r1.zip,10.17190/AMF/3365264,0.9488095238095239,FALSE,FALSE,FALSE
US-BRG,30,4220.8321,4,4770.3625,47,13.16927659574468,4801.646553191489,48,47,0.02083333333333337,1103,1200,FALSE,3.826683680870353,0.8848032198810886,0.8790384825793889,3.517360083333333,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-BRG_FLUXNET_2017-2020_v1.3_r1.zip,10.17190/AMF/2006970,1.087941976427924,FALSE,TRUE,TRUE
US-BZB,30,232.5947,10,264.8623,12,0.5565833333333333,203.40499999999997,120,12,0.9,294,274,FALSE,0.7911384353741497,0.8781721671978232,1.1435053218947422,0.8488857664233578,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-BZB_FLUXNET_2011-2025_v1.3_r1.zip,10.17190/AMF/1881569,0.9319727891156463,FALSE,FALSE,FALSE
US-BZF,30,220.65093333333337,10,261.17650000000003,16,0.4525,164.34375,120,16,0.8666666666666667,294,274,FALSE,0.7505133786848073,0.8448345595156276,1.3426183431577614,0.8052953771289538,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-BZF_FLUXNET_2011-2025_v1.3_r1.zip,10.17190/AMF/1881570,0.9319727891156463,FALSE,FALSE,FALSE
US-BZo,30,158.46103333333335,3,357.55100000000004,3,0.363,128.196,36,3,0.9166666666666666,294,274,FALSE,0.5389831065759637,0.44318442217567094,1.2360840691857262,0.5783249391727494,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-BZo_FLUXNET_2018-2025_v1.3_r1.zip,10.17190/AMF/1881571,0.9319727891156463,FALSE,FALSE,FALSE
US-Bar,30,1160.2874,17,1207.9295882352942,3,1.2186666666666666,442.64,204,3,0.9852941176470588,1233,1245.77,FALSE,0.9410278994322788,0.9605588035103136,2.6212890836797396,0.9313817157260168,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Bar_FLUXNET_2004-2023_v1.3_r1.zip,10.17190/AMF/2006969,1.0103568532035685,TRUE,FALSE,FALSE
US-Bi1,30,362.50073333333336,5,380.6626,7,1.3407142857142855,495.7011428571428,60,7,0.8833333333333333,386,338,FALSE,0.9391210708117445,0.9522888072884842,0.73128887951304,1.0724873767258385,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Bi1_FLUXNET_2016-2024_v1.3_r1.zip,10.17190/AMF/1871134,0.8756476683937824,FALSE,FALSE,FALSE
US-Bi2,30,323.395,4,351.5065,3,4.060333333333333,1449.868,48,3,0.9375,379,338,FALSE,0.8532849604221635,0.9200256609763972,0.2230513398461101,0.9567899408284024,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Bi2_FLUXNET_2017-2025_v1.3_r1.zip,10.17190/AMF/1871135,0.8918205804749341,FALSE,FALSE,FALSE
US-CF1,30,8.998866666666666,4,15.766999999999998,4,0.04775,17.133,48,4,0.9166666666666666,611,550,FALSE,0.01472809601745771,0.570740576309169,0.5252358995311193,0.01636157575757575,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CF1_FLUXNET_2017-2021_v1.3_r1.zip,10.17190/AMF/1832158,0.900163666121113,FALSE,FALSE,TRUE
US-CF2,30,14.574033333333333,4,19.46675,4,0.07725,27.723,48,4,0.9166666666666666,583,550,FALSE,0.02499834190966266,0.7486628909978982,0.5257018841154757,0.02649824242424242,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CF2_FLUXNET_2017-2020_v1.3_r1.zip,10.17190/AMF/1881573,0.9433962264150944,FALSE,FALSE,TRUE
US-CF3,30,15.796166666666666,4,24.1615,6,0.07616666666666666,27.607999999999997,48,6,0.875,559,550,FALSE,0.02825790101371496,0.6537742551855914,0.5721590360282044,0.02872030303030303,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CF3_FLUXNET_2017-2021_v1.3_r1.zip,10.17190/AMF/1881574,0.9838998211091234,TRUE,FALSE,TRUE
US-CF4,30,23.586,4,32.04925,6,0.114,41.318,48,6,0.875,559,550,FALSE,0.04219320214669052,0.7359298579529943,0.5708407957790794,0.04288363636363637,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CF4_FLUXNET_2017-2021_v1.3_r1.zip,10.17190/AMF/1881575,0.9838998211091234,TRUE,FALSE,TRUE
US-CGG,30,525.0985333333333,2,434.00249999999994,6,3.3150000000000004,1183.06,24,6,0.75,507,419,FALSE,1.0356973044049966,1.20989748522954,0.44384776201826903,1.2532184566428002,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CGG_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/2469446,0.8264299802761341,FALSE,FALSE,FALSE
US-CLF,30,603.9065333333333,4,686.4925000000001,6,1.6151666666666666,587.474,48,6,0.875,980,1050,FALSE,0.616231156462585,0.8796986614323292,1.0279715073915328,0.5751490793650793,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CLF_FLUXNET_2017-2020_v1.3_r1.zip,10.17190/AMF/3027355,1.0714285714285714,FALSE,FALSE,TRUE
US-CMW,30,278.78473333333335,20,260.24525,NA,NA,NA,240,0,1,352,288,FALSE,0.7920020833333333,1.0712385080355291,NA,0.9680025462962965,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CMW_FLUXNET_2001-2021_v1.3_r1.zip,10.17190/AMF/3028957,0.8181818181818182,FALSE,FALSE,FALSE
US-CRK,30,1013.1134333333332,NA,NA,NA,NA,NA,NA,NA,NA,1080,1148,FALSE,0.9380679938271604,NA,NA,0.8825029907084785,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CRK_FLUXNET_2022-2025_v1.3_r1.zip,10.17190/AMF/2571140,1.0629629629629629,FALSE,FALSE,FALSE
US-CRT,30,768.9276,3,810.9999999999999,NA,NA,NA,36,0,1,854,849,FALSE,0.900383606557377,0.94812281134402,NA,0.905686219081272,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CRT_FLUXNET_2011-2013_v1.3_r1.zip,10.17190/AMF/2006974,0.9941451990632318,TRUE,FALSE,FALSE
US-CS1,30,721.6422,2,898.6875,14,2.404357142857143,878.6305714285714,24,14,0.41666666666666663,808,830,FALSE,0.8931215346534653,0.8029957020655122,0.8213260765860639,0.8694484337349397,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CS1_FLUXNET_2018-2019_v1.3_r1.zip,10.17190/AMF/1881576,1.0272277227722773,FALSE,FALSE,FALSE
US-CS2,30,3231.0546666666664,3,3884.349,36,10.632722222222222,3884.349,36,36,0,809,830,FALSE,3.99388710341986,0.8318136878706487,0.8318136878706488,3.892836947791164,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CS2_FLUXNET_2018-2022_v1.3_r1.zip,10.17190/AMF/1881577,1.0259579728059331,FALSE,FALSE,FALSE
US-CS3,30,994.6649666666668,2,1220.1515,11,3.220727272727273,1169.0367272727271,24,11,0.5416666666666667,814,830,FALSE,1.2219471334971337,0.8151979214602996,0.850841503489068,1.1983915261044178,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CS3_FLUXNET_2019-2020_v1.3_r1.zip,10.17190/AMF/1881578,1.0196560196560196,TRUE,FALSE,FALSE
US-CS4,30,909.2061,1,1103.3049999999998,3,1.9323333333333332,711.396,12,3,0.75,814,830,FALSE,1.1169608108108109,0.824075029117062,1.278059055715804,1.0954290361445782,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CS4_FLUXNET_2020-2021_v1.3_r1.zip,10.17190/AMF/1881579,1.0196560196560196,TRUE,FALSE,FALSE
US-CS5,30,1516.8692999999998,NA,NA,NA,NA,NA,NA,NA,NA,808,830,FALSE,1.8773134900990096,NA,NA,1.8275533734939755,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CS5_FLUXNET_2021-2021_v1.3_r1.zip,10.17190/AMF/2469447,1.0272277227722773,FALSE,FALSE,FALSE
US-CS6,30,829.1552333333333,NA,NA,NA,NA,NA,NA,NA,NA,818,830,FALSE,1.0136372045639772,NA,NA,0.9989822088353412,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CS6_FLUXNET_2022-2023_v1.3_r1.zip,10.17190/AMF/2469448,1.0146699266503667,TRUE,FALSE,FALSE
US-CS8,30,1571.122,NA,NA,NA,NA,NA,NA,NA,NA,822,830,FALSE,1.9113406326034064,NA,NA,1.8929180722891568,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CS8_FLUXNET_2023-2023_v1.3_r1.zip,10.17190/AMF/2469449,1.0097323600973236,TRUE,FALSE,FALSE
US-CdM,30,175.45656666666667,2,188.771,5,1.167,419.1912,24,5,0.7916666666666666,297,348,FALSE,0.5907628507295174,0.929467803140666,0.4185597566615585,0.5041855363984674,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-CdM_FLUXNET_2019-2024_v1.3_r1.zip,10.17190/AMF/2469445,1.1717171717171717,FALSE,FALSE,FALSE
US-Ced,30,1220.0666,10,1206.483,6,3.0458333333333334,1104.586,120,6,0.95,1147,1138,FALSE,1.06370235396687,1.011258840779356,1.104546499774576,1.0721147627416518,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_US-Ced_FLUXNET_2005-2014_v1.3_r1.zip,10.17190/AMF/2006971,0.992153443766347,TRUE,FALSE,FALSE
