site_id,n_years_era5,map_era5,n_years_pf_all,map_pf_allmonths,n_months_qc0,map_pf_qc0_monthly_mean,map_pf_qc0_annualized,n_months_total,n_qc0,frac_filled,bio12_mm,badm_map_mm,excluded,ratio_to_bio12,ratio_to_pf_allmonths,ratio_to_pf_qc0,ratio_to_badm_map,too_few_qc0_months,implausible_raw,data_hub,product_source_network,oneflux_code_version,fluxnet_product_name,product_id,ratio_badm_bio12,within_2pct,badm_round_100,badm_round_50,n_genuine_months,map_gauge,diff_badm,diff_bio12,closer_to
CA-Ca2,30,1178.4454666666666,11,1145.5296363636364,6,2.9091666666666667,1060.088,132,6,0.9545454545454546,1587,1474,FALSE,0.7425617307288385,1.0287341586443088,1.111648718471171,0.7994881049298959,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-Ca2_FLUXNET_2000-2010_v1.3_r1.zip,10.17190/AMF/2007164,0.9287964713295526,FALSE,FALSE,FALSE,125,37.8384,1436.1616,1549.1616,badm
CA-Ca3,30,1772.5385666666666,20,1678.69205,120,4.753116666666666,1738.9254,240,120,0.5,1582,1676,FALSE,1.120441571849979,1.0559045458436922,1.0193298497259666,1.0576005767700876,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-Ca3_FLUXNET_2001-2024_v1.3_r1.zip,10.17190/AMF/3027312,1.0594184576485461,FALSE,FALSE,FALSE,114,52.087999999999994,1623.912,1529.912,bio12
CA-DBB,30,1139.3527,6,1161.129,NA,NA,NA,72,0,1,1469,1128,FALSE,0.7755974812797821,0.981245580809712,NA,1.01006445035461,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-DBB_FLUXNET_2015-2024_v1.3_r1.zip,10.17190/AMF/1881565,0.7678692988427501,FALSE,FALSE,FALSE,71,38.084788732394365,1089.9152112676056,1430.9152112676056,badm
CA-Gro,30,822.5417666666667,12,833.2484166666667,15,2.5515333333333334,937.708,144,15,0.8958333333333334,740,831,FALSE,1.111542927927928,0.987150710657416,0.8771832667170021,0.9898216205375052,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-Gro_FLUXNET_2003-2014_v1.3_r1.zip,10.17190/AMF/1902823,1.122972972972973,FALSE,FALSE,FALSE,85,25.76117647058824,805.2388235294118,714.2388235294118,bio12
CA-KLP,30,573.9364666666667,10,578.6197,47,1.066723404255319,389.4094468085106,120,47,0.6083333333333334,648,680,FALSE,0.8857044238683127,0.9919061979166396,1.4738637477094796,0.8440242156862745,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-KLP_FLUXNET_2011-2020_v1.3_r1.zip,10.17190/AMF/3027324,1.0493827160493827,FALSE,FALSE,FALSE,52,25.851000000000003,654.149,622.149,bio12
CA-LP1,30,537.0924333333334,14,538.5622142857143,NA,NA,NA,168,0,1,723,570,FALSE,0.7428664361456893,0.997270917057688,NA,0.9422674269005848,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-LP1_FLUXNET_2007-2024_v1.3_r1.zip,10.17190/AMF/1832155,0.7883817427385892,FALSE,FALSE,FALSE,168,17.66707142857143,552.3329285714286,705.3329285714286,badm
CA-LU1,30,384.5509333333333,1,617.74,7,0.855,313.00457142857147,12,7,0.41666666666666663,350,379,FALSE,1.0987169523809523,0.622512599691348,1.2285792874468893,1.0146462620932275,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-LU1_FLUXNET_2020-2023_v1.3_r1.zip,10.17190/AMF/3027376,1.082857142857143,FALSE,FALSE,FALSE,3,43.7,335.3,306.3,bio12
CA-LU2,30,358.3070666666667,1,532.659,8,1.01275,368.8335,12,8,0.33333333333333337,355,379,FALSE,1.0093156807511738,0.672676265052626,0.9714602026840476,0.9454012313104662,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-LU2_FLUXNET_2020-2023_v1.3_r1.zip,10.17190/AMF/3027377,1.0676056338028168,FALSE,FALSE,FALSE,1,46.236000000000004,332.764,308.764,bio12
CA-MA1,30,443.6125666666667,3,461.6126666666666,4,0.73525,264.057,36,4,0.8888888888888888,519,514,FALSE,0.8547448298008992,0.9610060526935282,1.6799879066514678,0.8630594682230869,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-MA1_FLUXNET_2009-2011_v1.3_r1.zip,10.17190/AMF/2007165,0.9903660886319846,TRUE,FALSE,FALSE,30,15.8272,498.1728,503.1728,badm
CA-MA2,30,462.4175666666667,3,480.2543333333333,5,0.8099999999999999,291.06960000000004,36,5,0.8611111111111112,518,514,FALSE,0.8926980051480052,0.962859748619308,1.588683829113953,0.8996450713359274,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-MA2_FLUXNET_2009-2011_v1.3_r1.zip,10.17190/AMF/2007166,0.9922779922779923,TRUE,FALSE,FALSE,26,17.549999999999997,496.45,500.45,badm
CA-MA3,30,473.8713333333333,3,480.475,5,0.808,290.5608,36,5,0.8611111111111112,519,514,FALSE,0.9130468850353244,0.9862559619820664,1.6308852857416878,0.921928664072633,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-MA3_FLUXNET_2009-2011_v1.3_r1.zip,10.17190/AMF/2007167,0.9903660886319846,TRUE,FALSE,FALSE,26,17.549999999999997,496.45,501.45,badm
CA-Man,30,328.0806333333333,15,324.87873333333334,12,0.46275,168.19,180,12,0.9333333333333332,509,520,FALSE,0.6445592010478061,1.0098556774312302,1.9506548149909824,0.6309242948717948,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-Man_FLUXNET_1994-2008_v1.3_r1.zip,10.17190/AMF/2571101,1.0216110019646365,FALSE,FALSE,FALSE,101,11.4769900990099,508.5230099009901,497.5230099009901,bio12
CA-Mer,30,882.9069999999999,23,884.8838695652174,71,2.0472957746478873,741.8722816901409,276,71,0.7427536231884058,943,943,FALSE,0.9362746553552492,0.997765955925732,1.1901064668281611,0.9362746553552492,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-Mer_FLUXNET_1998-2020_v1.3_r1.zip,10.17190/AMF/2571102,1,TRUE,FALSE,FALSE,159,31.784,911.216,911.216,tie
CA-Na1,30,1287.7088333333334,3,1302.4796666666666,7,3.2154285714285713,1168.8428571428572,36,7,0.8055555555555556,1147,1102.7,FALSE,1.1226755303690787,0.9886594518813986,1.101695429342003,1.1677780296847131,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-Na1_FLUXNET_2003-2005_v1.3_r1.zip,10.17190/AMF/3027672,0.9613775065387969,FALSE,FALSE,FALSE,24,36.1485,1066.5515,1110.8515,badm
CA-Ojp,30,494.6377,12,487.60275,NA,NA,NA,144,0,1,473,430.5,FALSE,1.045745665961945,1.014427625767082,NA,1.1489842044134726,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-Ojp_FLUXNET_1999-2010_v1.3_r1.zip,10.17190/AMF/3365260,0.9101479915433404,FALSE,FALSE,FALSE,143,15.960587412587412,414.5394125874126,457.0394125874126,badm
CA-PB1,30,344.5383,5,316.3214,38,0.7301315789473685,266.98168421052634,60,38,0.3666666666666667,525,490,FALSE,0.6562634285714286,1.089203259722548,1.2904941438915971,0.703139387755102,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-PB1_FLUXNET_2016-2024_v1.3_r1.zip,10.17190/AMF/3027379,0.9333333333333333,FALSE,FALSE,FALSE,19,13.056631578947368,476.94336842105264,511.94336842105264,badm
CA-PB2,30,475.45213333333334,4,443.4185,33,0.940969696969697,343.90618181818184,48,33,0.3125,524,490,FALSE,0.907351399491094,1.0722424376369804,1.3825053414849575,0.9703104761904762,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-PB2_FLUXNET_2017-2024_v1.3_r1.zip,10.17190/AMF/3027380,0.9351145038167938,FALSE,FALSE,FALSE,10,24.9372,465.0628,499.0628,badm
CA-Qfo,30,975.0215,8,947.185,15,2.4574666666666665,898.3304,96,15,0.84375,983,962.32,FALSE,0.991883519837233,1.0293886621937636,1.0853707054776285,1.013198831989359,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-Qfo_FLUXNET_2003-2010_v1.3_r1.zip,10.17190/AMF/2006960,0.9789623601220754,FALSE,FALSE,FALSE,75,32.44288,929.8771200000001,950.5571199999999,badm
CA-SCB,30,342.5516666666667,6,313.72683333333333,11,0.5349090909090909,193.9167272727273,72,11,0.8472222222222222,414,388,FALSE,0.8274194847020934,1.0918787628940465,1.766488489592221,0.8828651202749142,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-SCB_FLUXNET_2014-2019_v1.3_r1.zip,10.17190/AMF/2469439,0.9371980676328503,FALSE,FALSE,FALSE,41,12.716780487804877,375.2832195121951,401.2832195121951,badm
CA-SCC,30,269.28866666666664,8,252.340125,19,0.7738947368421052,284.0602105263158,96,19,0.8020833333333334,414,387.6,FALSE,0.6504557165861513,1.0671654643377333,0.9479985463916965,0.6947592019263845,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-SCC_FLUXNET_2013-2024_v1.3_r1.zip,10.17190/AMF/2469440,0.9362318840579711,FALSE,FALSE,FALSE,71,7.93030985915493,379.6696901408451,406.06969014084507,badm
CA-SF1,30,421.0691,4,445.8945,7,0.779,283.4417142857143,48,7,0.8541666666666666,494,470,FALSE,0.8523665991902833,0.9443244982837868,1.4855579781582708,0.8958917021276596,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-SF1_FLUXNET_2003-2006_v1.3_r1.zip,10.17190/AMF/1902831,0.951417004048583,FALSE,FALSE,FALSE,39,15.51476923076923,454.4852307692308,478.4852307692308,badm
CA-SF2,30,346.47696666666667,5,308.4858,11,0.5279090909090909,191.4632727272727,60,11,0.8166666666666667,486,470,FALSE,0.7129155692729767,1.123153696755788,1.8096262626838155,0.7371850354609929,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-SF2_FLUXNET_2001-2005_v1.3_r1.zip,10.17190/AMF/2006961,0.9670781893004116,FALSE,FALSE,FALSE,44,9.30109090909091,460.69890909090907,476.69890909090907,badm
CA-SF3,30,387.4114333333333,6,372.5536666666667,25,1.00756,367.31184,72,25,0.6527777777777778,481,470,FALSE,0.8054291753291754,1.0398808762227545,1.054720788018522,0.8242796453900709,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-SF3_FLUXNET_2001-2006_v1.3_r1.zip,10.17190/AMF/3027313,0.9771309771309772,FALSE,FALSE,FALSE,42,12.138285714285715,457.8617142857143,468.8617142857143,badm
CA-SJ2,30,499.2909,6,509.65433333333334,42,0.8400238095238095,307.25085714285717,72,42,0.41666666666666663,477,430.03,FALSE,1.0467314465408806,0.9796657603879232,1.6250268742711864,1.161060623677418,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-SJ2_FLUXNET_2003-2008_v1.3_r1.zip,10.17190/AMF/3365261,0.9015303983228511,FALSE,FALSE,FALSE,23,29.02904347826087,401.0009565217391,447.97095652173914,badm
CA-TP1,30,669.2239666666667,19,739.7672105263158,42,1.7565238095238096,641.0022857142857,228,42,0.8157894736842105,986,1036,FALSE,0.6787261325219743,0.9046412941045868,1.044027426393547,0.6459690797940798,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-TP1_FLUXNET_2002-2023_v1.3_r1.zip,10.17190/AMF/2006962,1.050709939148073,FALSE,FALSE,FALSE,162,24.1954074074074,1011.8045925925926,961.8045925925926,bio12
CA-TP3,30,1099.2175666666667,19,1113.4408421052633,71,2.940619718309859,1075.331323943662,228,71,0.6885964912280702,970,1036,FALSE,1.1332139862542956,0.9872258364335696,1.0222129144675192,1.061020817245817,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-TP3_FLUXNET_2002-2023_v1.3_r1.zip,10.17190/AMF/1881566,1.068041237113402,FALSE,FALSE,FALSE,156,37.03861538461538,998.9613846153846,932.9613846153846,bio12
CA-TP4,30,1099.2175666666667,19,1113.4408421052633,71,2.940619718309859,1075.331323943662,228,71,0.6885964912280702,976,1036,FALSE,1.126247506830601,0.9872258364335696,1.0222129144675192,1.061020817245817,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-TP4_FLUXNET_2002-2023_v1.3_r1.zip,10.17190/AMF/3365263,1.0614754098360655,FALSE,FALSE,FALSE,156,37.03861538461538,998.9613846153846,938.9613846153846,bio12
CA-TPA,30,1108.8337333333334,1,1126.6940000000002,NA,NA,NA,12,0,1,970,956,FALSE,1.143127560137457,0.9841480768809748,NA,1.1598679218967922,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-TPA_FLUXNET_2020-2023_v1.3_r1.zip,10.17190/AMF/3027362,0.9855670103092784,TRUE,FALSE,FALSE,12,36.864000000000004,919.136,933.136,badm
CA-TPD,30,931.4757333333332,9,905.1328888888888,10,2.5345,929.5344,108,10,0.9074074074074074,986,1036,FALSE,0.9447015551048006,1.0291038418422538,1.00208850079495,0.8991078507078507,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-TPD_FLUXNET_2012-2023_v1.3_r1.zip,10.17190/AMF/1881567,1.050709939148073,FALSE,FALSE,FALSE,94,29.856382978723406,1006.1436170212766,956.1436170212766,bio12
CA-TVC,30,104.27626666666669,1,138.468,NA,NA,NA,12,0,1,219,240.6,FALSE,0.47614733637747336,0.7530712270464416,NA,0.4334009420892214,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CA-TVC_FLUXNET_2017-2017_v1.3_r1.zip,10.17190/AMF/3365267,1.0986301369863014,FALSE,FALSE,FALSE,12,4.545,236.055,214.455,bio12
CD-Ygb,30,2433.6066,1,2387.007,9,6.505222222222222,2377.057333333333,12,9,0.25,1774,1811.7,FALSE,1.3718188275084555,1.01952218824662,1.0237896098986254,1.3432723960920685,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_CD-Ygb_FLUXNET_2020-2025_v1.3_r1.zip,4yxFg7HiX3wwcXY7t16U5Jec,1.021251409244645,FALSE,FALSE,FALSE,2,69.966,1741.7340000000002,1704.034,bio12
CG-Tch,30,1590.3380666666667,4,1650.947,6,3.9488333333333334,1407.4299999999998,48,6,0.875,1320,1150,FALSE,1.2048015656565656,0.96328838337431,1.1299589085543629,1.3829026666666666,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CG-Tch_FLUXNET_2006-2009_v1.3_r1.zip,FCFD-_Unczb9xHrj6_dm8loj,0.8712121212121212,FALSE,FALSE,TRUE,42,55.429142857142864,1094.5708571428572,1264.5708571428572,badm
CH-Aws,30,1332.9461333333334,15,1430.5735333333332,68,3.4788676470588236,1272.2078823529412,180,68,0.6222222222222222,1158,918,FALSE,1.1510761082325849,0.9317564614993812,1.0477423947948328,1.45201103848947,FALSE,FALSE,ICOS,EUF,v1.3,EUF_CH-Aws_FLUXNET_2006-2024_v1.3_r2.zip,2c8FDF30wAcPfPTgr_PwL3qv,0.7927461139896373,FALSE,FALSE,FALSE,108,50.82944444444444,867.1705555555556,1107.1705555555557,badm
CH-Cha,30,1182.5493666666666,16,1156.14625,20,3.2844,1199.4438,192,20,0.8958333333333334,1194,1136,FALSE,0.990409854829704,1.0228371771016571,0.9859147770547204,1.0409765551643193,FALSE,FALSE,ICOS,EUF,v1.3,EUF_CH-Cha_FLUXNET_2005-2024_v1.3_r1.zip,_BRGI6F0aH0BpH6M9QscIcym,0.9514237855946399,FALSE,FALSE,FALSE,159,37.69177358490566,1098.3082264150944,1156.3082264150944,badm
CH-Crs,30,905.8019,2,887.8344999999999,NA,NA,NA,24,0,1,1016,957,FALSE,0.8915373031496063,1.0202373302681975,NA,0.9465014629049112,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CH-Crs_FLUXNET_2015-2016_v1.3_r1.zip,imYdB4O0vIcmT-V5Xecz4Ww6,0.9419291338582677,FALSE,FALSE,FALSE,24,29.15,927.85,986.85,badm
CH-Dav,30,873.3136333333333,24,869.9184583333333,NA,NA,NA,288,0,1,1094,876,FALSE,0.7982757160268129,1.0039028658002094,NA,0.9969333713850836,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_CH-Dav_FLUXNET_1997-2025_v1.3_r1.zip,Pr9SZHBdwu6YbWLoOGhzjSJQ,0.8007312614259597,FALSE,FALSE,FALSE,286,28.44067132867133,847.5593286713287,1065.5593286713288,badm
CH-Frk,30,1197.6444666666666,2,1242.3069999999998,NA,NA,NA,24,0,1,1224,1450,FALSE,0.9784677015250544,0.96404871474335,NA,0.8259617011494252,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CH-Frk_FLUXNET_2013-2014_v1.3_r1.zip,DyO-bck7H9h82Jj_OFEFlWHD,1.184640522875817,FALSE,FALSE,TRUE,24,40.7315,1409.2685,1183.2685,bio12
CH-Fru,30,1503.4292,16,1400.3293125,10,4.1008,1496.5836,192,10,0.9479166666666666,1398,1492,FALSE,1.0754143061516452,1.0736254583687437,1.004574151420609,1.0076603217158178,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CH-Fru_FLUXNET_2005-2024_v1.3_r1.zip,xnRKIWdx6isC5GLqv_pHq5hU,1.067238912732475,FALSE,FALSE,FALSE,176,45.41925,1446.58075,1352.58075,bio12
CH-Lae,30,883.6265666666667,17,840.2864705882353,NA,NA,NA,204,0,1,1160,1100,FALSE,0.761747040229885,1.0515777625791018,NA,0.8032968787878788,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CH-Lae_FLUXNET_2004-2024_v1.3_r1.zip,V_BAvTqbUIgSItmCcoHgP3Vy,0.9482758620689655,FALSE,TRUE,TRUE,203,27.512866995073892,1072.4871330049261,1132.4871330049261,badm
CH-Oe1,30,1175.8516666666667,10,1146.1089000000002,NA,NA,NA,120,0,1,1126,1100,FALSE,1.0442732386027236,1.0259510825425633,NA,1.0689560606060606,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CH-Oe1_FLUXNET_2002-2011_v1.3_r1.zip,Yhvt49ceMFBoaJhA4RgbYQf4,0.9769094138543517,FALSE,TRUE,TRUE,120,37.5479,1062.4521,1088.4521,badm
CH-Oe2,30,1148.4836666666667,17,1128.2848823529412,30,2.9494666666666665,1077.2,204,30,0.8529411764705882,1126,1155,FALSE,1.0199677323860272,1.0179022023866904,1.066174959772249,0.994358152958153,FALSE,FALSE,ICOS,EUF,v1.3,EUF_CH-Oe2_FLUXNET_2004-2024_v1.3_r1.zip,nayPPdWP7UC3vBVNv1HnbxOJ,1.0257548845470692,FALSE,FALSE,FALSE,165,37.58167272727273,1117.4183272727273,1088.4183272727273,bio12
CH-Oe3,30,1160.512966666667,10,1131.1592,3,1.9643333333333337,691.36,120,3,0.975,1126,1100,FALSE,1.0306509473060983,1.025950163926233,1.6785943165162385,1.055011787878788,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CH-Oe3_FLUXNET_2002-2011_v1.3_r2.zip,Jk2_wTjn37nJQ0Ex5QzdqT8D,0.9769094138543517,FALSE,TRUE,TRUE,117,37.38882051282051,1062.6111794871795,1088.6111794871795,badm
CH-Rh1,30,1677.0118333333332,3,1442.7083333333333,2,4.2225,1529.334,36,2,0.9444444444444444,1351,1407,FALSE,1.241311497656057,1.1624053140794224,1.0965634932155652,1.1919060649135276,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CH-Rh1_FLUXNET_2018-2021_v1.3_r1.zip,dvdiSGaj5yT3Cv3bSaKktRf5,1.0414507772020725,FALSE,FALSE,FALSE,34,46.98282352941177,1360.0171764705883,1304.0171764705883,bio12
CH-Rh2,30,1677.0118333333332,3,1442.7083333333333,2,4.2225,1529.334,36,2,0.9444444444444444,1351,1407,FALSE,1.241311497656057,1.1624053140794224,1.0965634932155652,1.1919060649135276,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CH-Rh2_FLUXNET_2018-2021_v1.3_r1.zip,s29xGnt-hLzMlal-qo4i1iwb,1.0414507772020725,FALSE,FALSE,FALSE,34,46.98282352941177,1360.0171764705883,1304.0171764705883,bio12
CH-Rtb,30,1436.3975666666668,12,1402.263,NA,NA,NA,144,0,1,1275,1434,FALSE,1.1265863267973857,1.0243424854443617,NA,1.0016719432821943,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CH-Rtb_FLUXNET_2009-2022_v1.3_r1.zip,ZSw7OruD5oGCPKwcw5aAC563,1.1247058823529412,FALSE,FALSE,FALSE,144,45.935833333333335,1388.0641666666666,1229.0641666666666,bio12
CL-ACF,30,3172.8040666666666,3,2939.1706666666664,NA,NA,NA,36,0,1,1914,4500,FALSE,1.6576823754789272,1.0794895657641297,NA,0.7050675703703704,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CL-ACF_FLUXNET_2018-2020_v1.3_r1.zip,10.17190/AMF/2571129,2.3510971786833856,FALSE,TRUE,TRUE,35,98.01291428571429,4401.987085714286,1815.9870857142857,bio12
CL-SDF,30,1506.9242333333334,7,1452.8185714285712,19,3.384894736842105,1238.3393684210528,84,19,0.7738095238095238,2409,2110,FALSE,0.6255393247543932,1.037241857289558,1.2168911622786736,0.7141821011058452,FALSE,FALSE,AmeriFlux,AMF,v1.3,AMF_CL-SDF_FLUXNET_2014-2021_v1.3_r1.zip,10.17190/AMF/2469441,0.8758821087588211,FALSE,FALSE,FALSE,44,45.592636363636366,2064.4073636363637,2363.4073636363637,badm
CL-SDP,30,1421.9918333333333,7,1404.191142857143,NA,NA,NA,84,0,1,2354,2110,FALSE,0.6040746955536674,1.0126768286260308,NA,0.6739297788309636,TRUE,FALSE,AmeriFlux,AMF,v1.3,AMF_CL-SDP_FLUXNET_2014-2021_v1.3_r1.zip,10.17190/AMF/2571108,0.8963466440101954,FALSE,FALSE,FALSE,66,39.773272727272726,2070.226727272727,2314.226727272727,badm
CN-Lsh,30,453.5005,5,442.6564,4,0.66625,241.11300000000003,60,4,0.9333333333333332,587,724,FALSE,0.7725732538330494,1.024497782026872,1.8808629148988232,0.626381906077348,TRUE,FALSE,ICOS,JPF,v1.3,JPF_CN-Lsh_FLUXNET_2002-2006_v1.3_r1.zip,eEffx70YefN_2F5Yx_sowWVR,1.233390119250426,FALSE,FALSE,FALSE,51,13.047058823529412,710.9529411764706,573.9529411764706,bio12
CR-AqC,30,3000.089966666667,8,3054.10525,NA,NA,NA,96,0,1,3307,3207,FALSE,0.9071938211873803,0.9823138762708544,NA,0.9354817482590168,TRUE,FALSE,ICOS,FLX,v1.3,FLX_CR-AqC_FLUXNET_2009-2016_v1.3_r1.zip,yRjv2loTLxMX5_elU4L2aqKw,0.9697611127910493,FALSE,FALSE,FALSE,96,100.272125,3106.727875,3206.727875,badm
CZ-BK1,30,1223.8335333333334,17,1261.2171176470588,5,3.304,1191.9,204,5,0.9754901960784312,1013,1338.12,FALSE,1.2081278710102008,0.9703591207329404,1.026792124618956,0.914591765561634,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_CZ-BK1_FLUXNET_2004-2025_v1.3_r1.zip,HH11awh469XrSeL0fO6WxYA4,1.3209476801579465,FALSE,FALSE,FALSE,168,42.04414285714286,1296.075857142857,970.9558571428571,bio12
CZ-BK2,30,1092.0189,7,1094.557142857143,40,2.868675,1046.0445,84,40,0.5238095238095238,1003,1316,FALSE,1.0887526420737788,0.9976810321199702,1.043950711465908,0.8298015957446808,FALSE,FALSE,ICOS,EUF,v1.3,EUF_CZ-BK2_FLUXNET_2006-2012_v1.3_r1.zip,x40X4P6k4g30f_OFC6o4vHvJ,1.312063808574277,FALSE,FALSE,FALSE,40,35.5773,1280.4227,967.4227,bio12
CZ-KrP,30,604.5559666666667,7,626.7767142857143,3,1.5736666666666663,582.784,84,3,0.9642857142857144,576,620,FALSE,1.0495763310185184,0.9645475859064566,1.0373585525111648,0.9750902688172044,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CZ-KrP_FLUXNET_2014-2023_v1.3_r2.zip,cqH_ifs_P83CsahNQXGTp3Im,1.0763888888888888,FALSE,FALSE,FALSE,77,20.50348051948052,599.4965194805195,555.4965194805195,bio12
CZ-LnG,30,500.80443333333335,2,542.561,12,1.3669166666666666,500.831,24,12,0.5,647,0,FALSE,0.7740408552292632,0.9230380239887004,0.999946954827743,Inf,FALSE,FALSE,ICOS,EUF,v1.3,EUF_CZ-LnG_FLUXNET_2019-2024_v1.3_r1.zip,cezPci33oJjpbkjDF47P8YIK,0,FALSE,TRUE,TRUE,11,20.295272727272728,20.295272727272728,626.7047272727273,badm
CZ-Lnz,30,518.4126,6,521.0946666666666,1,1.661,617.892,72,1,0.9861111111111112,647,518.031,FALSE,0.8012559505409582,0.9948530145514188,0.8390019615078362,1.0007366354523186,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_CZ-Lnz_FLUXNET_2015-2025_v1.3_r1.zip,qtH0gyWH-yg0lP-HmC2lXv24,0.8006661514683152,FALSE,FALSE,FALSE,64,16.1833125,501.84768749999995,630.8166875,badm
CZ-RAJ,30,660.3521000000001,9,664.8667777777778,NA,NA,NA,108,0,1,606,681,FALSE,1.0896899339933994,0.9932096505214664,NA,0.9696800293685756,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CZ-RAJ_FLUXNET_2012-2024_v1.3_r1.zip,LlmTy3u9548FEMXEW59RiWpY,1.1237623762376239,FALSE,FALSE,FALSE,108,21.804222222222222,659.1957777777777,584.1957777777777,bio12
CZ-Stn,30,671.8468,11,667.8116363636364,5,1.6598,604.0152,132,5,0.9621212121212122,794,685,FALSE,0.8461546599496222,1.0060423679622237,1.1123011473883435,0.9807982481751826,TRUE,FALSE,ICOS,EUF,v1.3,EUF_CZ-Stn_FLUXNET_2010-2024_v1.3_r1.zip,CM9ZMyBcfqBoKkmLPUDwiyMo,0.8627204030226701,FALSE,FALSE,FALSE,114,21.263684210526314,663.7363157894737,772.7363157894737,badm
CZ-wet,30,571.4314666666667,15,576.3324,12,1.4981666666666666,548.249,180,12,0.9333333333333332,632,603,FALSE,0.9041637130801689,0.9914963425041984,1.0422845580505695,0.9476475400773908,FALSE,FALSE,ICOS,ICOS,v1.3,ICOS_CZ-wet_FLUXNET_2006-2025_v1.3_r1.zip,ezclJdsSs31JZaOdM4gbLbIn,0.9541139240506329,FALSE,FALSE,FALSE,167,18.934131736526947,584.065868263473,613.065868263473,badm
DE-Geb,30,611.8403,1,529.735,11,1.5238181818181815,555.5389090909091,12,11,0.08333333333333337,500,534,FALSE,1.2236806,1.1549931569558365,1.1013455403172807,1.145768352059925,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_DE-Geb_FLUXNET_2020-2024_v1.3_r1.zip,jFkfMT_3ZahqoODz-R82VeUG,1.068,FALSE,FALSE,FALSE,1,7.932,526.068,492.068,bio12
DE-GsB,30,516.6206666666667,6,500.5713333333333,NA,NA,NA,72,0,1,505,581,FALSE,1.0230112211221123,1.0320620304532022,NA,0.8891921973608721,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_DE-GsB_FLUXNET_2015-2025_v1.3_r1.zip,NY1UuClNrkeU0UUXUUoECmLZ,1.1504950495049504,FALSE,FALSE,FALSE,69,16.953043478260867,564.0469565217392,488.04695652173916,bio12
DE-Hai,30,729.2309333333334,21,717.236,10,2.0616,751.0440000000001,252,10,0.9603174603174603,865,744,FALSE,0.8430415414258189,1.0167238305569344,0.9709563398859896,0.9801491039426524,TRUE,FALSE,ICOS,ICOS,v1.3,ICOS_DE-Hai_FLUXNET_2000-2025_v1.3_r1.zip,VsQ1NTQTcEO5zRyfZjrBtkQa,0.8601156069364162,FALSE,FALSE,FALSE,234,23.305692307692308,720.6943076923077,841.6943076923077,badm
