site_id,location_lat,location_long,diff,axis,biomass_percentile
US-Ro5,44.691,-93.0576,-34.234513050510145,et,30.680000000000003
US-Ro6,44.6946,-93.0578,44.99438392908155,et,30.680000000000003
US-Rpf,65.1198,-147.429,41.75733360803173,et,67.24
US-RRC,37.3344,-77.2065,210.71037462904985,et,67.08
US-Rwe,43.0653,-116.7591,210.0861819660874,et,88.16000000000001
US-Rwf,43.1207,-116.7231,202.16908856200575,et,86.16
US-Rws,43.1675,-116.7132,21.502472594658798,et,67.2
US-SD1,41.2048,-86.0296,90.48848047448973,et,2.8400000000000003
US-SD2,41.1785,-85.9977,-0.7311422225924389,et,43.08
US-Seg,34.3603,-106.7003,-28.00889659186464,et,33.76
US-Ses,34.335,-106.7448,-36.93196900002789,et,62.03999999999999
US-SHC,39.4315,-120.2398,156.74140177372453,et,63.75999999999999
US-Slt,39.9138,-74.596,36.47071668756382,et,61.63999999999999
US-Sne,38.0369,-121.7547,831.0285759270969,et,80.47999999999999
US-Snf,38.0402,-121.7272,406.9408022781171,et,42.68
US-SP1,29.7381,-82.2188,-231.74507494300065,et,37.36
US-SRC,31.9083,-110.8395,-121.48257301089762,et,21.36
US-SRG,31.7894,-110.8277,63.855855821755426,et,25.759999999999998
US-SRM,31.8214,-110.8661,-30.633394872122153,et,21.36
US-Srr,38.2006,-122.0264,444.7175424588488,et,43.84
US-SRS,31.8173,-110.8508,40.62044576461261,et,21.36
US-SSH,40.6658,-77.9041,-137.1828927090242,et,81.76
US-Sta,41.3966,-106.8024,144.62802178266907,et,46.08
US-StJ,39.0882,-75.4372,-119.57341065757328,et,65.28
US-Syv,46.2421,-89.3459,-69.46315145627398,et,24.12
US-TaS,25.1908,-80.6391,-139.99370234783157,et,71.72
US-TKs,68.6337,-149.5769,73.39122003757174,et,90.28
US-Ton,38.4309,-120.966,-31.749422024338287,et,32.68
US-Tw1,38.1074,-121.6469,544.7174196821987,et,80.47999999999999
US-Tw3,38.1152,-121.6469,503.3157805801578,et,60
US-Tw4,38.1027,-121.6413,612.5739880740356,et,80.47999999999999
US-Tw5,38.1072,-121.6426,591.4973754699538,et,80.47999999999999
US-Twt,38.1087,-121.6531,649.0301004332191,et,80.47999999999999
US-Uaf,64.8663,-147.8555,-48.497359431098516,et,64.60000000000001
US-UC1,40.7536,-78.0056,-93.3591907393336,et,53.72
US-UC2,40.7559,-77.9998,-134.5545954518813,et,30
US-UiA,40.0646,-88.1961,9.458622481234102,et,82.08
US-UiB,40.0628,-88.1984,-171.67556119223536,et,82.08
US-UiC,40.0628,-88.1961,80.60490966490761,et,82.08
US-UiD,40.0646,-88.1985,64.1009288975606,et,82.08
US-UiE,40.0629,-88.2033,35.660446938376936,et,89.75999999999999
US-UiF,40.0665,-88.2015,-154.10377428611287,et,89.75999999999999
US-UiG,40.0629,-88.2009,62.28733294654023,et,89.75999999999999
US-UMd,45.5625,-84.6975,-78.40153602332583,et,57.96
US-UTB,40.7848,-113.8299,-48.82374869110491,et,90.60000000000001
US-UTV,40.1266,-109.9546,454.18818679233493,et,70.24000000000001
US-UTW,39.4453,-110.7288,531.4819998070113,et,50.88
US-Var,38.4133,-120.9508,-114.95457660393015,et,27.439999999999998
US-Vcm,35.8885,-106.5322,100.01367816724331,et,23.44
US-Vcp,35.8641,-106.5965,196.3068643223454,et,51.6
US-VT1,40.4064,-87.5214,-3.5828970722576514,et,54.92
US-VT2,40.4018,-87.5213,-11.012457757971902,et,54.92
US-WCr,45.8058,-90.0795,-80.12763499343112,et,91.64
US-Whs,31.7438,-110.0522,-69.99575233801022,et,50.8
US-Wjs,34.4258,-105.8617,-2.3093401438456453,et,47.839999999999996
US-Wkg,31.7365,-109.9419,-14.055073328651133,et,61.36000000000001
US-WPT,41.4646,-82.9962,93.37392655709505,et,51.88
US-WT1,34.3674,-101.8154,-133.85253704339925,et,99.03999999999999
US-xAB,45.7624,-122.3303,-55.791436839811865,et,36.44
US-xAE,35.4106,-99.0588,-115.97151557748725,et,89.64
US-xBA,71.2824,-156.6194,-9.23577546429209,et,90.28
US-xBL,39.0603,-78.0716,-15.514030770519753,et,8.36
US-xBN,65.154,-147.5026,-21.908169142255247,et,71.52
US-xBR,44.0639,-71.2873,31.629106139102248,et,73.11999999999999
US-xCL,33.4012,-97.57,-15.295144162340534,et,46.28
US-xCP,40.8155,-104.7456,-140.0374675143256,et,99.16
US-xDC,47.1617,-99.1066,40.63303519536828,et,90.56
US-xDJ,63.881100000000004,-145.7514,35.39256210231585,et,37.12
US-xDL,32.5417,-87.8039,-50.98136517337366,et,88.08
US-xDS,28.125,-81.4362,-246.88047736202157,et,45.12
US-xGR,35.689,-83.5019,-142.70586896034763,et,45.08
US-xHA,42.5369,-72.1727,-37.90578831328128,et,70.56
US-xHE,63.8757,-149.2133,-4.6845789510164195,et,20.84
US-xJE,31.1948,-84.4686,-120.38015200422512,et,54.52
US-xJR,32.5907,-106.8425,-41.414410328021376,et,63.88
US-xKA,39.1104,-96.6129,-94.9518427367666,et,74.92
US-xKZ,39.1008,-96.5631,-81.83225356125638,et,42.88
US-xLE,31.8539,-88.1612,-189.52144325409756,et,70.19999999999999
US-xMB,38.2483,-109.3883,-79.60689289034602,et,13.76
US-xML,37.3783,-80.5248,-274.0872837384726,et,96.76
US-xNG,46.7697,-100.9154,55.76220016174261,et,87.36
US-xNQ,40.1776,-112.4524,-152.23048953363363,et,58.599999999999994
US-xNW,40.0543,-105.5824,194.74407774021836,et,35.88
US-xPU,19.5531,-155.3173,-479.90561687171555,et,42.199999999999996
US-xRM,40.2759,-105.5459,171.7173342626674,et,71
US-xRN,35.9641,-84.2826,-15.967866459757602,et,88.72
US-xSB,29.6893,-81.9934,-348.83452320124377,et,3.64
US-xSC,38.8929,-78.1395,-50.57647914382983,et,77.96
US-xSE,38.8901,-76.56,-28.783048520615466,et,84.76
US-xSJ,37.1088,-119.7323,-65.49814722664217,et,28.799999999999997
US-xSL,40.4619,-103.0293,-33.191340029241076,et,97.08
US-xSP,37.0334,-119.26220000000001,55.70374073645564,et,61.24000000000001
US-xSR,31.9107,-110.8355,-82.3202354435507,et,21.36
US-xST,45.5089,-89.5864,-30.81087610878501,et,82.52000000000001
US-xTA,32.9505,-87.3933,-158.44264580943877,et,99.68
US-xTE,37.0058,-119.006,156.144497177272,et,82.88
US-xTL,68.6611,-149.3705,14.436590180560415,et,80.72
US-xTR,45.4937,-89.5857,-107.9881284837054,et,89.64
US-xUK,39.0404,-95.1921,-59.842683820121124,et,98.64
US-xUN,46.2339,-89.5373,-83.16285113060428,et,96.16
US-xWD,47.1282,-99.2414,-61.57043861687663,et,65.2
US-xWR,45.8205,-121.9519,2.535233358338644,et,66.75999999999999
US-xYE,44.9535,-110.5391,33.82129673132971,et,10.12
US-YK2,61.2548,-163.259,22.055255269128622,et,65.4
US-ZF1,40.7976,-87.5355,-143.85720209022634,et,86.48
US-ZF2,40.7939,-87.5355,-122.11337165757334,et,86.48
ZA-Uby,-27.3952,32.5889,84.37404396981822,et,65.12
ZA-Spk,-28.70408,29.52614,77.86215434575888,et,72.56
ZA-Jks,-33.99029,18.95543,603.8515126743382,et,63.080000000000005
ZA-BfS,-28.8906,24.86112,366.46106025321274,et,68.04
ZA-BfK,-28.856483,24.83985,144.3760603348453,et,68.04
KR-WdE,34.35956,126.67779,82.58785784032216,et,88.75999999999999
KR-UAO,36.41682,128.79904,-86.1590782826213,et,24.4
KR-TwC,37.30493,127.31743,3.8104011212053592,et,94.48
KR-SmM,37.93894,126.95471,-58.94227407010521,et,91.64
KR-ScC,37.22141,129.29863,-178.03452628926976,et,67.52
KR-PcD,37.48184,128.51604,16.66722790100448,et,70.16
KR-Nj2,35.0269,126.8219,115.02203807169963,et,15.120000000000001
KR-Nj1,35.02753,126.82093,1.1957069696587723,et,15.120000000000001
KR-Kw2,37.74869,127.14888,-245.55431331242028,et,67.32000000000001
KR-Kw1,37.74843,127.16261,-120.3363326430325,et,69.16
KR-JjM,33.31798,126.56772,-218.64647111173463,et,94.56
KR-Hnm,34.5538,126.56992,41.54895215803572,et,36.199999999999996
KR-HcM,37.61938,127.84571,-194.32150327667415,et,90.68
KR-HPK,34.47722,126.48105,1.8321812280292988,et,87.32
KR-GmS,35.75089,126.81378,-59.49218449249042,et,53.36
KR-GmR,35.74862,126.86432,80.62677967077491,et,53.36
KR-GmP,35.74502,126.85222,158.09038314832594,et,62.68
KR-CmF,37.1599,127.65365,7.41133750411359,et,16.16
KR-CRK,38.2013,127.2497,41.86505080033476,et,3.16
KR-AdC,36.50565,126.35909,-35.06096617184312,et,92.88
TH-Mae,18.42264,99.72025,-46.07189193651152,et,47.760000000000005
TH-Kog,18.81267,98.90225,-41.494378654225216,et,76.96
MY-LHP,4.201007,114.03908,-311.51049152413884,et,72.92
MN-Nkh,47.693592,107.48934,-24.763676243925374,et,71.84
MN-Kbu,47.21397,108.737335,-156.19606651506535,et,99.72
MN-Hst,47.59293,105.85497,-57.94947897733576,et,98.56
KH-Kmp,12.744579,105.47857,256.4333635985331,et,98.08
JP-Ynf,26.751,128.21266,-30.91801119434001,et,95.19999999999999
JP-Yms,34.79028,135.84094,214.66148281833534,et,99.52
JP-Toc,42.70973,141.5659,-85.79363442201856,et,92.12
JP-Tmk,42.739307,141.51483,74.65615253308351,et,72.84
JP-Tmd,42.735912,141.52315,-74.00010847916138,et,73.48
JP-Tgf,36.11353,140.09488,-33.78513617367673,et,44.519999999999996
JP-Tef,45.05581,142.10712,-118.59711752806919,et,82.84
JP-Tak,36.146168,137.42311,-560.7117059078668,et,83.44
JP-Ta2,36.140038,137.37071,-134.60179853480554,et,22.64
JP-Srk,40.565483,140.12779,-135.61512432227357,et,95.6
JP-Spp,42.986843,141.38533,-5.09987138230224,et,28.64
JP-Shn,35.865753,137.93256,-11.12947339481832,et,4.84
JP-SMF,35.261528,137.07875,-122.99331301044333,et,25.4
JP-Om2,34.542454,135.50822,207.97771194486631,et,15.120000000000001
JP-Nuf,35.152416,136.9719,-515.8485352559151,et,68.8
JP-NsM,36.91604,139.936,17.390546226275546,et,28.16
JP-NsC,36.915054,139.93684,-22.19170063086733,et,28.16
JP-Nkm,35.808064,137.83388,-249.89427499481826,et,31.04
JP-Mse,36.05393,140.02693,136.44493065081315,et,29.12
JP-MMF,44.321884,142.26152,80.95074714639668,et,48.24
JP-MBF,44.38406,142.31862,41.72336228109049,et,57.4
JP-Kzw,36.406788,138.57257,-519.405233964477,et,45.16
JP-Khw,33.13658,130.70834,113.10281873435895,et,53.480000000000004
JP-Hc3,34.539673,133.91173,-157.44573456369585,et,10.96
JP-Fmt,35.638744,139.37975,158.35668634717797,et,36.720000000000006
JP-Fjy,35.45454,138.76225,-297.45105119598213,et,65.52
JP-Fhk,35.443554,138.7647,-255.87616731026787,et,72.56
JP-BBY,43.322998,141.81065,36.78593235283802,et,36
JP-Api,40.001358,140.93658,-407.66023438773914,et,55.48
ID-Pag,-2.3239167,113.90439,53.109625925701494,et,41
ID-PaD,-2.3460708,114.03641,-162.08993172222563,et,32.84
ID-PaB,-2.340796,114.0379,-195.57576548549082,et,32.84
CN-Lsh,45.27984,127.57821,-179.6799441888313,et,78.36
CN-HaM,37.607433,101.332,84.61631225925544,et,91.36
UK-AMo,55.792545,-3.2436917,-231.68252156597896,et,26.8
SE-Svb,64.25611,19.7745,19.246004777168423,et,96.44
SE-Sto,68.35594,19.045208,60.868715707286356,et,96.88
SE-Nor,60.0865,17.479504,49.159193422592466,et,48.84
SE-Htm,56.09763,13.41897,-46.05510829548791,et,74.76
SE-Deg,64.18203,19.55654,14.11564066288264,et,25.28
NO-Hur,60.37163,11.07949,-4.3287871232062685,et,51.800000000000004
NL-Loo,52.166447,5.74355,61.609214242705605,et,95.76
IT-TrF,45.82376,7.56089,56.83757211472425,et,68.88
IT-Tor,45.84444,7.578055,18.770090057581285,et,48.559999999999995
IT-SR2,43.73202,10.29091,182.6857178156091,et,83.52000000000001
IT-Ren,46.58686,11.43369,89.37344279733736,et,77.88000000000001
IT-Noe,40.606174,8.151694,-90.40067412597256,et,93.47999999999999
IT-MBo,46.01468,11.045831,-78.43031712758295,et,4.2
IT-Lsn,45.740482,12.750297,-137.5202564496173,et,83.64
IT-Cp2,41.704266,12.357293,57.84432780945468,et,93.47999999999999
IT-BFt,45.197754,10.741966,12.887962803077244,et,99.48
IT-BCi,40.52375,14.957444,263.0235971148279,et,25.8
IE-Cra,53.32308,-7.64177,-214.42081141955518,et,66.47999999999999
GL-Dsk,69.25349,-53.51413,12.18292194148276,et,98.83999999999999
GF-Guy,5.2787,-52.9248,-392.55072151884553,et,77.64
FR-Tou,43.572857,1.37474,-33.1747385753348,et,34.52
FR-Pue,43.7413,3.5957,-114.95885126042731,et,85.08
FR-Mej,48.1184,-1.79635,-50.00666472089455,et,60.480000000000004
FR-Lus,46.414246,0.1206518,-10.173268417044028,et,29.28
FR-Lqu,45.6444,2.7349,34.02806228056443,et,6.12
FR-Lam,43.496437,1.237878,-103.5349022899872,et,46.28
FR-LGt,47.322918,2.284102,-137.32974305711895,et,86.08
FR-Hes,48.6741,7.06465,-154.53230383635207,et,52.559999999999995
FR-Gri,48.84422,1.95191,14.502031847225794,et,16.400000000000002
FR-Fon,48.476357,2.780096,-26.836429741031566,et,86.04
FR-FBn,43.24079,5.67865,20.66065035998082,et,91.52
FR-EM2,49.87211,3.02065,-18.328194878396005,et,5.08
FR-CLt,45.0414,6.41053,-216.92421690604272,et,25.6
FR-Bil,44.493652,-0.956092,-75.643789549139,et,46
FR-Aur,43.54965,1.106103,-97.67138861615115,et,88.84
FI-Var,67.7549,29.61,-42.18447811886557,et,97.16
FI-Sod,67.36239,26.63859,-180.98104237433353,et,79.24
FI-Sii,61.83265,24.19285,41.62161291762595,et,14.680000000000001
FI-Let,60.64183,23.95952,41.16733642109375,et,95.72
FI-Ken,67.98721,24.24301,48.395131627893875,et,83.32000000000001
FI-Hyy,61.847410000000004,24.29477,38.876745750278985,et,83.39999999999999
FI-Ant,63.16347,27.234991,-16.82964677197066,et,10.16
ES-LMa,39.94033,-5.77465,92.21128551365598,et,54.84
DK-Vng,56.037476,9.160709,-73.88220546367984,et,51
DK-Sor,55.48587,11.644645,57.0394054032605,et,97.44
DK-Skj,55.91273,8.40481,223.50157092694508,et,47.68
DK-RCW,55.680683,12.101398,-4.804827848198272,et,49.559999999999995
DK-Gds,56.0737,9.3341,157.9141628301977,et,99.88
DE-Tha,50.962597,13.565333,-62.48798040799585,et,90
DE-RuS,50.865906,6.4471445,120.18085187429847,et,12.04
DE-RuR,50.621914,6.304126,90.35441164572694,et,55.96
DE-Msr,47.80918,11.456168,85.4392274910715,et,44.800000000000004
DE-Kli,50.893044,13.5223,-19.460802889628496,et,26.8
DE-RuW,50.50493,6.3309627,235.55994570286998,et,94.64
DE-Hzd,50.96381,13.48978,7.373536713759506,et,94.92
DE-HoH,52.08656,11.22235,111.14712898324296,et,96.24000000000001
DE-Har,47.93391,7.59814,-57.24756824373412,et,33.12
DE-Hai,51.079212,10.452168,-85.87211298807398,et,96.28
DE-Gwg,47.570835,11.032604,-39.98355556198976,et,76.36
DE-GsB,52.029648,11.10478,12.89157533426345,et,25.080000000000002
DE-Gri,50.950005,13.512533,-4.4284367345264855,et,93.8
DE-Geb,51.09973,10.91463,55.355029385044645,et,9.24
DE-Fen,47.832905,11.060701,76.36094321352039,et,30.48
DE-Brs,52.29663,10.44871,-78.76714794401312,et,61.839999999999996
DE-Amv,52.1757,6.95537,-48.248765428475735,et,51.559999999999995
CZ-wet,49.02465,14.77035,-58.217591097066304,et,47.56
CZ-Lnz,48.68155,16.946331,104.39462788731657,et,99.48
CZ-BK1,49.502075,18.536882,-56.835835636718684,et,98.24000000000001
CH-Dav,46.81533,9.85591,79.48553108258125,et,59.8
CD-Ygb,0.814444,24.502472,-253.8929300804209,et,22.88
BE-Vie,50.304962,5.998099,-127.7768863360252,et,81.72
BE-Maa,50.97987,5.631851,-69.36654077042408,et,41.88
BE-Lon,50.55162,4.746234,-107.19248145423308,et,15.959999999999999
BE-Dor,50.311874,4.968113,-121.60573282100609,et,69.88
BE-Bra,51.30761,4.51984,-81.60225234249839,et,96.12
VU-Coc,-15.444423,167.19131,-523.6206121004466,et,69.16
ML-Kem,15.2875,-1.543056,527.8035239952328,et,96.28
KE-Mkt,-3.425859,38.140663,-269.0785406158482,et,38.72
KE-Kpt,-1.6141866,37.13311,-74.21937483244574,et,20.119999999999997
KE-Chk,-3.6663,38.350185,-153.3019955984853,et,72.16
ID-JOP,-1.69306,103.39139,-249.9276190358098,et,3.2800000000000002
CR-AqC,9.938369,-83.7289,-674.6451576706952,et,19.84
CN-Sb2,42.39117,117.37017,-23.967168886471654,et,91.28
CN-Sb1,42.40907,117.31461,-80.48232225790014,et,82.12
BW-Gum,-18.964722,22.37111,673.1538982451932,et,89.36
BJ-Nhu,9.74,1.6,-23.602521547560514,et,46.48
BJ-Db1,6.607338,2.543043,174.37699327380415,et,75.08
BJ-Bfg,9.791,1.718,350.27260227284773,et,99.8
ZM-Mon,-15.4391,23.2525,19.890615359040225,et,36.24
UK-HpF,52.24809,-0.0498267,83.70140941206154,et,60.519999999999996
UK-HgF,52.552177,0.515057,264.16909591858257,et,70.76
UK-Gwr,54.85464,-5.988278,-94.9394139232462,et,95.64
UK-Gnn,54.96185,-6.760763,-50.43881898521204,et,82.72
UK-GaB,55.10994,-6.529928,26.92444520820311,et,91.44
UK-Cvn,52.43339,0.162177,236.91032627827644,et,17.44
UK-CCr,52.2542,-3.93357,-120.1021391310826,et,21.2
UK-BnB,54.82326,-6.66984,-27.46553021786508,et,91.92
SN-Nkr,14.49581,-16.45357,97.84192153543518,et,93.96
SN-Dhr,15.40256,-15.43214,20.006787180245567,et,99.83999999999999
SE-Trb,64.180916,19.837284,-190.21215534854593,et,70.56
SE-St1,68.35415,19.050333,120.29167650728635,et,94.28
SE-Srj,64.17498,19.56381,-94.68079541875,et,30.4
SE-Ros,64.16522,19.79074,-56.26102750038268,et,80.92
SE-Hmr,64.15955,19.551497,-65.22660606364795,et,53.64
SE-HfM,64.15955,19.551497,-42.033702161607124,et,53.64
SD-Dem,13.2829,30.4783,73.52577633246972,et,74.6
RU-Fyo,56.46153,32.922085,-28.16478691479591,et,90
RU-Fy4,56.4727,33.0413,44.93783982979113,et,3
RU-Fy2,56.4476,32.90188,-23.748010980102094,et,81.6
RU-Che,68.61304,161.34143,17.864006268032526,et,68.28
RU-Ch2,68.61689,161.35089,23.843334225583575,et,79.52
PA-SPs,9.31378,-79.63143,-364.88211061163906,et,35.76
PA-SPn,9.31814,-79.6346,-201.033763346333,et,35.76
NO-Ikr,69.34,25.3,-106.47902826655053,et,11.200000000000001
NO-Fns,60.59384,7.5271025,-150.6640667991972,et,93.47999999999999
NO-And,69.1422,16.01975,-34.140208587946404,et,91.03999999999999
NL-Vkp,51.980934,5.618825,228.90228263812168,et,0.2
NL-Hrw,51.972466,5.641228,213.89374569118303,et,46.32
IT-SRo,43.72786,10.284445,-36.171390445615316,et,75.6
IT-Ro2,42.39026,11.92093,1.512353462675378,et,92.52
IT-Ro1,42.40812,11.93001,-39.38243194140625,et,86.16
IT-PT1,45.20087,9.061039,-68.37435118392852,et,97.64
IT-NiG,45.51919,7.171434,42.4353029929847,et,42.8
IT-MtP,46.684284,10.5851755,82.79367455714282,et,80.04
IT-MtM,46.687134,10.579597,335.2312893816327,et,73.68
IT-Lav,45.9562,11.28132,34.73632891948341,et,76.64
IT-Cpz,41.70525,12.376106,-54.49944012523912,et,98.64
IT-CA3,42.38,12.0222,34.25491793971628,et,4.72
IT-CA2,42.37722,12.026039,-94.57157768477362,et,4.72
IT-CA1,42.38041,12.026561,86.08473376012444,et,13.4
IT-BsB,45.11823,7.161995,88.50444915169794,et,76.32
IT-Arz,45.61902,10.00228,135.94658256717162,et,21.12
IL-Yat,31.345045,35.051987,63.46111119579081,et,99.83999999999999
IE-CaN,52.85879,-6.918136,-291.0786947341438,et,77.08
IE-CaC,52.85879,-6.918136,-298.27125140353155,et,77.08
FR-Nzn,48.005814,-2.81721,73.71384867090251,et,26.16
FR-Mau,43.385,1.29306,-38.07349133488515,et,71.96000000000001
FR-LBr,44.71711,-0.7693,-22.693528280612213,et,70.67999999999999
FI-Sar,63.15143,27.199064,-10.972813825031949,et,68.44
FI-Ruk,64.68398,25.106318,82.23410482551822,et,43.64
FI-Rk2,61.182884,25.262684,-33.52485882990271,et,87.2
FI-Qvd,60.295242,22.391607,50.44017615035074,et,68.2
FI-Pap,63.13806,27.246117,25.053084721906885,et,35.08
FI-Nsv,62.8639,24.08382,-8.282437245001574,et,11.32
FI-Jok,60.8986,23.51345,-102.84222899931441,et,11.48
ES-Yst,38.338932,-2.3506052,108.73653679052927,et,82.16
ES-VDA,42.15111,1.4473800000000001,-91.89070497838009,et,54.279999999999994
ES-Srn,40.15047,-0.8380832,-118.85454689591842,et,24.240000000000002
ES-Pzb,38.362118,-4.767329,-93.10960854259406,et,29.160000000000004
ES-Pdu,37.016975,-3.609228,421.73392031859055,et,78.64
ES-Mzn,40.089497,-0.827409,-90.01090049591829,et,28.84
ES-MtB,37.020206,-6.5544033,-152.18129672353317,et,72
ES-Mcd,39.58819,-0.39969,-35.98338675036672,et,42.76
ES-LgS,37.097935,-2.965833,-79.24646244146209,et,77.32
ES-LM2,39.934593,-5.775881,89.72274334222743,et,49.36
ES-LM1,39.94269,-5.778683,132.5187131381457,et,54.84
ES-LJu,36.926594,-2.752115,-81.33990127177935,et,92.36
ES-Hen,38.411087,-1.697534,5.620731968758037,et,45.4
ES-HeB,38.40475,-1.726215,88.31581268712529,et,38.72
ES-Gdn,37.91084,-3.228489,90.46152180221617,et,37.28
ES-FtD,36.99854,-6.434575,61.520413889014606,et,70.52000000000001
ES-Crg,39.11926,-0.95852,86.6213899538185,et,26.640000000000004
ES-Cnd,37.914997,-3.227659,47.19798430017528,et,37.28
ES-Amo,36.833405,-2.2522173,-51.52279182639103,et,61.760000000000005
ES-Agu,36.939384,-2.034044,-42.20621546720744,et,61.760000000000005
ES-Abr,38.70184,-6.785881,-89.55389377624363,et,6.4799999999999995
EE-Stg,58.023636,26.070753,-26.128169902742343,et,97.36
EE-Rng,57.913143,26.694048,87.12581504630896,et,25.36
EE-Pts,58.562298,24.369932,82.46301758884721,et,3.2
DK-Eng,55.69053,12.19175,-80.38527984819831,et,34.4
DE-Zrk,53.875942,12.88901,72.56409238055653,et,29.880000000000003
DE-Spw,51.89225,14.03369,-20.081993713639974,et,98.8
DE-SfS,47.80629,11.32757,45.55557335229594,et,50.88
DE-Seh,50.870625,6.449653,111.52634108246173,et,3.6799999999999997
DE-SbM,51.764927,10.51799,-75.50977733629628,et,62.480000000000004
DE-RuM,50.929787,6.2969923,139.0683974906251,et,5.76
DE-RuC,50.5031,6.336,-7.3917121746811745,et,94.64
DE-Rns,51.494953,9.932118,0.7383881330356985,et,14.16
DE-Obe,50.7864,13.72168,-76.27349934677136,et,98.64
DE-Lnf,51.328217,10.3678,-116.0270098697066,et,91.47999999999999
DE-Lkb,49.099617,13.3046665,-28.882994784462653,et,45.64
DE-Hte,54.213055,12.179944,151.28939271551326,et,77.60000000000001
DE-Hdn,53.86825,13.268543,38.226604685236,et,0.4
DE-Akm,53.86617,13.68342,94.96515565229595,et,75.48
CZ-Stn,49.035976,17.9699,-88.61585233875155,et,91.84
CZ-RAJ,49.44372,16.696512,-64.86399164705836,et,57.99999999999999
CZ-LnG,48.704224,16.926247,9.178264328132968,et,88.28
CZ-KrP,49.573257,15.078773,-79.91527312788583,et,44.440000000000005
CZ-BK2,49.49443,18.54285,-314.85038703242185,et,89.60000000000001
CH-Tnk,47.48058,8.911775,14.11200582874676,et,33.2
CH-Rtb,47.3804,8.9934,115.75839139609377,et,43
CH-Rh2,47.3,9.5,156.71791082673792,et,30.080000000000002
CH-Rh1,47.3,9.5,85.39902289204406,et,30.080000000000002
CH-Oe3,47.28542,7.732438,78.61439510153059,et,17.44
CH-Oe2,47.286415,7.73375,104.6635838198979,et,17.44
CH-Oe1,47.28583,7.731944,114.45738837499994,et,17.44
CH-Lae,47.478333,8.364389,180.94034035314098,et,99.96000000000001
CH-Fru,47.115833,8.537778,65.42079923282836,et,33.2
CH-Crs,47.0436,7.0475,131.4006188050862,et,13.56
CH-Cha,47.21022,8.410444,77.24850707967153,et,30.4
CH-Aws,46.58311,9.790639,119.00595080503035,et,52.800000000000004
CG-Tch,-4.2891665,11.656417,-175.1221894881378,et,8.64
BE-Lcr,51.11218,3.85043,-48.90620080924748,et,63.959999999999994
AT-PsM,47.58145,14.347197,-80.96960841575253,et,25.040000000000003
AT-Nsd,47.76914,16.758492,177.7295344814413,et,55.96
AT-Neu,47.116318,11.320229,-101.32671547590877,et,45.24
AT-Mmg,47.316563,10.970089,-10.846815593431188,et,93.8
CN-Zha,38.97514,100.4464,1110.1762116026189,et,82.8
CN-Yuc,36.8287,116.5701,119.43291738349808,et,58.919999999999995
CN-You,38.01419,100.24206,44.49063905218429,et,59.68
CN-Yan,37.82861,107.49278,270.6830441510044,et,99.8
CN-YaS,37.70877,107.22655,-16.94322677144453,et,99.8
CN-Xi2,43.55444,116.6714,148.3643123952088,et,100
CN-Wnb,40.42876,106.74229,-9.049933344909931,et,95.92
CN-Sdq,42.00119,101.13741,464.8094946861348,et,94.24
CN-Nmn,42.94611,120.72694,350.5966013094387,et,95.88
CN-Mxn,31.6948,103.8951,58.18376620588333,et,69.67999999999999
CN-Lch,37.88936,114.69289,248.1427864203763,et,58.84
CN-Jzh,41.14806,121.20167,46.814903807174744,et,62.72
CN-Jng,37.83869,101.1145,20.314160079663623,et,91.36
CN-Huz,38.76519,100.3186,58.640913774047306,et,60
CN-HeM,41.99029,101.13349,568.1798033354094,et,98.48
CN-HeD,42.1135,100.9872,-8.687186636590798,et,99.68
CN-HaW,37.607655,101.32899,141.856646398031,et,91.36
CN-Ha2,37.6086,101.3269,91.43404192456148,et,91.36
CN-GuT,34.35481,100.4872,130.2913125583466,et,99.48
CN-Erg,50.1869,119.3889,-85.479436489493,et,97.6
CN-Dzo,19.546,109.475,45.60501573922181,et,94
CN-Du2,42.0467,116.2836,-30.68791324139829,et,99.64
CN-Dsh,38.83992,98.9406,236.26644608353,et,100
CN-Dmn,38.85551,100.37223,505.4759207291495,et,78.03999999999999
CN-Din,23.1733,112.5361,-245.303584614206,et,95.39999999999999
CN-Dda,41.64397,110.33147,-21.456268245069396,et,98.68
CN-Dan,30.4978,91.0664,220.2851118995934,et,59.96
CN-DaW,30.4691,91.0624,377.80519431591995,et,59.96
CN-BeO,40.02621,116.39143,24.888127808187164,et,40.160000000000004
CN-Ash,24.53806,101.02917,-4.061723819419626,et,85.52
CN-Aro,38.04734,100.46432,256.1687153297353,et,59.68
AU-Tum,-35.6566,148.1516,95.5075594085938,et,41.88
NZ-Kop,-37.387875,175.55389,-260.6843692800701,et,37.2
NZ-ADd,-43.64405,172.35465,28.44764231573663,et,39.2
AU-Lit,-13.17904,130.79455,200.6923900885521,et,45.56
AU-Sil,-42.090556,147.0875,-29.736311874122975,et,83
AU-How,-12.4952,131.15005,116.6205696636165,et,68.8
AU-Sno,-36.375649,148.43585,0.37187468970023474,et,36.32
NZ-Cla,-43.78628,171.59558,188.0296805043845,et,89.24
AU-Emr,-23.85872,148.4746,-174.4110082842315,et,27.76
AU-Ctr,-16.103219,145.446922,304.4576248686702,et,99.48
NZ-BFu,-43.591833,171.926833,-41.60982243439105,et,14.280000000000001
AU-DaP,-14.0633,131.3181,-67.88581689972898,et,23.36
AU-Rob,-17.11746943,145.6301375,-132.44624752468144,et,71.04
AU-Ya2,-33.620812,150.763284,-121.27442681147954,et,32.48
