axis,site_id,location_lat,location_long,n_measured_years,stat_measured_years,stat_full_34yr,paired_diff
nee,TH-Mae,18.42264,99.72025,5,64.47357854843139,68.048309326171875,-3.574730777740484
nee,TH-Kog,18.81267,98.90225,2,NA,67.13160705566406,NA
nee,MY-LHP,4.201007,114.03908,3,146.1207618713379,88.0777587890625,58.04300308227539
nee,MN-Nkh,47.693592,107.48934,4,49.86955165863037,40.14131546020508,9.728236198425293
nee,MN-Kbu,47.21397,108.737335,5,21.119640588760376,22.16849136352539,-1.0488507747650146
nee,MN-Hst,47.59293,105.85497,3,31.830116589864097,29.715261459350582,2.114855130513515
nee,KH-Kmp,12.744579,105.47857,1,NA,57.764381408691406,NA
nee,JP-Ynf,26.751,128.21266,6,34.063207944234215,37.3284797668457,-3.2652718226114885
nee,JP-Yms,34.79028,135.84094,11,47.67946650765159,51.1522216796875,-3.47275517203591
nee,JP-Toc,42.70973,141.5659,3,52.47605832417806,47.24391555786133,5.232142766316734
nee,JP-Tmk,42.739307,141.51483,3,64.45596822102864,47.24391555786133,17.212052663167313
nee,JP-Tmd,42.735912,141.52315,4,48.75593185424805,47.24391555786133,1.5120162963867188
nee,JP-Tgf,36.11353,140.09488,2,NA,56.80345153808594,NA
nee,JP-Tef,45.05581,142.10712,18,46.60150056415134,40.27547073364258,6.326029830508759
nee,JP-Tak,36.146168,137.42311,20,70.099183511734,69.935150146484375,0.16403336524962242
nee,JP-Ta2,36.140038,137.37071,8,66.8483636751771,69.935150146484375,-3.0867864713072777
nee,JP-Srk,40.565483,140.12779,3,63.95999081929524,58.993350982666016,4.966639836629227
nee,JP-Spp,42.986843,141.38533,16,56.04861867427826,49.82006072998047,6.2285579442977905
nee,JP-Shn,35.865753,137.93256,2,NA,59.838401794433594,NA
