axis,site_id,location_lat,location_long,n_measured_years,stat_measured_years,stat_full_34yr,paired_diff
nee,JP-SMF,35.261528,137.07875,5,62.580320835113525,69.69227600097656,-7.111955165863037
nee,JP-Om2,34.542454,135.50822,1,NA,51.1522216796875,NA
nee,JP-Nuf,35.152416,136.9719,2,NA,44.31618118286133,NA
nee,JP-NsM,36.91604,139.936,10,58.12637599259615,56.06325149536133,2.063124497234824
nee,JP-NsC,36.915054,139.93684,10,58.12637599259615,56.06325149536133,2.063124497234824
nee,JP-Mse,36.05393,140.02693,7,58.30865355900356,56.80345153808594,1.505202020917622
nee,JP-MMF,44.321884,142.26152,6,44.650686264038086,46.45514678955078,-1.8044605255126953
nee,JP-MBF,44.38406,142.31862,3,32.703941345214844,46.45514678955078,-13.751205444335938
nee,JP-Kzw,36.406788,138.57257,6,54.01290396849314,61.89708709716797,-7.884183128674827
nee,JP-Khw,33.13658,130.70834,6,52.720029989878334,49.906829833984375,2.813200155893959
nee,JP-Hc3,34.539673,133.91173,2,NA,66.056854248046875,NA
nee,JP-Fmt,35.638744,139.37975,3,59.04429690043131,63.18525695800781,-4.1409600575765
nee,JP-Fjy,35.45454,138.76225,20,65.93690995872021,60.32946014404297,5.6074498146772385
nee,JP-Fhk,35.443554,138.7647,18,64.45064314206441,60.32946014404297,4.121182998021439
nee,JP-Api,40.001358,140.93658,21,69.3184895884423,64.948455810546875,4.370033777895429
nee,ID-Pag,-2.3239167,113.90439,3,163.114516099294,100.92154693603516,62.19296916325885
nee,ID-PaD,-2.3460708,114.03641,8,214.4959079027176,160.35751342773438,54.138394474983215
nee,ID-PaB,-2.340796,114.0379,9,134.25856701533,160.35751342773438,-26.098946412404388
nee,CN-Lsh,45.27984,127.57821,3,36.15344270070394,53.82399368286133,-17.670550982157387
nee,CN-HaM,37.607433,101.332,5,16.547688436508178,16.70560073852539,-0.15791230201721262
nee,UK-AMo,55.792545,-3.2436917,19,23.708142467823468,27.879932403564453,-4.1717899357409856
nee,SE-Svb,64.25611,19.7745,8,40.51390162855387,39.83535385131836,0.678547777235508
nee,SE-Sto,68.35594,19.045208,1,NA,30.920011520385746,NA
nee,SE-Nor,60.0865,17.479504,5,55.58598361015319,50.034324645996094,5.551658964157099
nee,SE-Htm,56.09763,13.41897,5,52.777265191078186,55.36368560791016,-2.5864204168319773
nee,SE-Deg,64.18203,19.55654,4,37.506384417414665,39.83535385131836,-2.328969433903694
nee,NL-Loo,52.166447,5.74355,22,54.089168245142154,49.95448684692383,4.134681398218326
nee,IT-TrF,45.82376,7.56089,11,63.62722726301713,57.62307357788086,6.004153685136274
nee,IT-Tor,45.84444,7.578055,15,65.27343924840291,57.62307357788086,7.650365670522049
nee,IT-SR2,43.73202,10.29091,9,40.34759459230635,41.5406379699707,-1.1930433776643525
nee,IT-Ren,46.58686,11.43369,18,65.59192061755392,63.27781677246094,2.314103845092987
nee,IT-Noe,40.606174,8.151694,1,NA,27.630332946777344,NA
nee,IT-MBo,46.01468,11.045831,16,67.02798753604293,65.46407318115234,1.563914354890585
nee,IT-Lsn,45.740482,12.750297,6,48.13757557670276,48.91958999633789,-0.7820144196351322
nee,IT-Cp2,41.704266,12.357293,3,20.152133305867512,29.470170974731445,-9.318037668863933
nee,IT-BFt,45.197754,10.741966,4,64.54947644472122,61.91380310058594,2.6356733441352844
nee,IT-BCi,40.52375,14.957444,13,49.82080385318169,47.55440139770508,2.2664024554766087
nee,IE-Cra,53.32308,-7.64177,1,NA,39.71290588378906,NA
nee,GL-Dsk,69.25349,-53.51413,3,0.7930333490173023,1.313657522201538,-0.5206241731842358
nee,GF-Guy,5.2787,-52.9248,7,70.809063741139,63.6606559753418,7.148407765797202
nee,FR-Tou,43.572857,1.37474,6,53.044899463653564,48.2670783996582,4.777821063995361
nee,FR-Pue,43.7413,3.5957,22,47.058739223940805,53.22159194946289,-6.162852725522086
nee,FR-Mej,48.1184,-1.79635,5,54.29099884033203,51.7945671081543,2.496431732177733
nee,FR-Lus,46.414246,0.1206518,1,NA,56.75392150878906,NA
nee,FR-Lqu,45.6444,2.7349,1,NA,54.03435897827149,NA
nee,FR-Lam,43.496437,1.237878,3,63.45512580871582,57.532012939453125,5.923112869262695
nee,FR-LGt,47.322918,2.284102,2,NA,64.8869857788086,NA
nee,FR-Hes,48.6741,7.06465,18,58.085530834065544,54.7104606628418,3.375070171223747
nee,FR-Gri,48.84422,1.95191,17,53.69728071987629,52.27886199951172,1.4184187203645706
nee,FR-Fon,48.476357,2.780096,4,67.23276853561401,54.74135208129883,12.491416454315186
nee,FR-FBn,43.24079,5.67865,14,51.001256006104605,50.55841445922851,0.442841546876096
nee,FR-EM2,49.87211,3.02065,7,59.10632801055908,62.980003356933594,-3.8736753463745117
nee,FR-CLt,45.0414,6.41053,3,63.515679359436035,54.520751953125,8.994927406311035
nee,FR-Bil,44.493652,-0.956092,9,68.15355841318767,73.4719009399414,-5.318342526753739
nee,FR-Aur,43.54965,1.106103,17,44.75004192660837,48.2670783996582,-3.517036473049835
nee,FI-Var,67.7549,29.61,7,28.488678114754812,28.076984405517575,0.41169370923723747
nee,FI-Sii,61.83265,24.19285,4,43.09569448232651,44.574954986572266,-1.479260504245758
nee,FI-Let,60.64183,23.95952,9,48.61600499682956,50.84433364868164,-2.228328651852081
nee,FI-Ken,67.98721,24.24301,4,32.90990090370178,34.69854736328125,-1.7886464595794678
nee,FI-Hyy,61.847410000000004,24.29477,23,46.28671902677287,44.574954986572266,1.711764040200606
nee,FI-Ant,63.16347,27.234991,1,NA,36.18063735961914,NA
nee,ES-LMa,39.94033,-5.77465,4,34.57253175973892,40.43504333496094,-5.862511575222015
nee,DK-Vng,56.037476,9.160709,3,45.03789695103963,49.97478866577149,-4.936891714731864
nee,DK-Sor,55.48587,11.644645,25,52.80880044937133,47.66714859008789,5.141651859283442
nee,DK-Skj,55.91273,8.40481,2,NA,45.63901901245117,NA
nee,DK-RCW,55.680683,12.101398,1,NA,44.86714172363281,NA
nee,DK-Gds,56.0737,9.3341,1,NA,49.97478866577149,NA
nee,DE-Tha,50.962597,13.565333,27,52.476111279593574,48.800445556640625,3.6756657229529495
nee,DE-RuS,50.865906,6.4471445,10,48.04491836726666,49.80929183959961,-1.7643734723329487
nee,DE-RuR,50.621914,6.304126,12,48.13518040875594,49.80929183959961,-1.6741114308436664
nee,DE-Msr,47.80918,11.456168,1,NA,43.055877685546875,NA
nee,DE-Kli,50.893044,13.5223,6,55.515963554382324,48.800445556640625,6.715517997741699
nee,DE-RuW,50.50493,6.3309627,7,46.20015236309597,49.80929183959961,-3.6091394765036426
nee,DE-Hzd,50.96381,13.48978,1,NA,49.371822357177734,NA
nee,DE-HoH,52.08656,11.22235,9,69.27552122539944,60.306766510009766,8.968754715389679
nee,DE-Har,47.93391,7.59814,4,51.61389183998108,49.140411376953125,2.473480463027954
nee,DE-Hai,51.079212,10.452168,19,60.38670694200616,62.16096496582031,-1.7742580238141556
nee,DE-GsB,52.029648,11.10478,8,70.29249538481236,60.306766510009766,9.98572887480259
nee,DE-Gri,50.950005,13.512533,18,52.38014600012038,48.800445556640625,3.5797004434797515
nee,DE-Geb,51.09973,10.91463,2,NA,59.7928466796875,NA
nee,DE-Amv,52.1757,6.95537,1,NA,46.28093719482422,NA
nee,CZ-wet,49.02465,14.77035,17,56.377512637306666,59.287166595458984,-2.909653958152319
nee,CZ-Lnz,48.68155,16.946331,8,45.99578012526035,53.69292068481445,-7.6971405595541
nee,CZ-BK1,49.502075,18.536882,16,54.250343166291714,47.54872131347656,6.701621852815151
nee,CH-Dav,46.81533,9.85591,27,47.38722362341704,44.95481491088867,2.432408712528371
nee,CD-Ygb,0.814444,24.502472,2,NA,55.21232986450195,NA
nee,BE-Vie,50.304962,5.998099,24,63.06053475538889,64.06279754638672,-1.0022627909978254
nee,BE-Maa,50.97987,5.631851,6,39.156113028526306,40.517391204833984,-1.3612781763076782
nee,BE-Lon,50.55162,4.746234,18,47.45609071850777,46.74032211303711,0.7157686054706573
nee,BE-Dor,50.311874,4.968113,12,37.30622208118439,39.634647369384766,-2.3284252882003784
nee,BE-Bra,51.30761,4.51984,21,54.693451656472114,55.38290786743164,-0.689456210959527
nee,VU-Coc,-15.444423,167.19131,2,NA,182.65301513671875,NA
nee,ML-Kem,15.2875,-1.543056,1,NA,21.619678497314453,NA
nee,KE-Mkt,-3.425859,38.140663,1,NA,85.30619812011719,NA
nee,KE-Kpt,-1.6141866,37.13311,1,NA,65.75337982177734,NA
nee,ID-JOP,-1.69306,103.39139,3,93.37086829325804,97.96643829345705,-4.595570000199004
nee,CR-AqC,9.938369,-83.7289,5,56.732554244995114,67.92513275146484,-11.19257850646973
nee,CN-Sb2,42.39117,117.37017,3,43.81236584981282,39.05424499511719,4.758120854695633
nee,CN-Sb1,42.40907,117.31461,3,43.81236584981282,39.05424499511719,4.758120854695633
nee,BW-Gum,-18.964722,22.37111,1,NA,35.16694641113281,NA
nee,BJ-Nhu,9.74,1.6,3,49.67786248524983,40.78215026855469,8.895712216695145
nee,BJ-Db1,6.607338,2.543043,1,NA,75.01407623291016,NA
nee,BJ-Bfg,9.791,1.718,2,NA,40.78215026855469,NA
nee,ZM-Mon,-15.4391,23.2525,1,NA,48.99747467041016,NA
nee,UK-Gwr,54.85464,-5.988278,1,NA,29.219207763671875,NA
nee,UK-Gnn,54.96185,-6.760763,1,NA,32.34343719482422,NA
nee,UK-GaB,55.10994,-6.529928,1,NA,23.172704696655273,NA
nee,UK-CCr,52.2542,-3.93357,1,NA,33.24832534790039,NA
nee,UK-BnB,54.82326,-6.66984,1,NA,32.34343719482422,NA
nee,SN-Nkr,14.49581,-16.45357,5,35.54189023971558,34.93783950805664,0.604050731658937
nee,SN-Dhr,15.40256,-15.43214,2,NA,31.520397186279297,NA
nee,SE-Trb,64.180916,19.837284,2,NA,39.83535385131836,NA
nee,SE-St1,68.35415,19.050333,2,NA,30.920011520385746,NA
nee,SE-Srj,64.17498,19.56381,1,NA,39.83535385131836,NA
nee,SE-Ros,64.16522,19.79074,6,40.58670589327812,39.83535385131836,0.7513520419597626
nee,SE-Hmr,64.15955,19.551497,3,37.874440113703415,39.83535385131836,-1.9609137376149448
nee,SE-HfM,64.15955,19.551497,2,NA,39.83535385131836,NA
nee,SD-Dem,13.2829,30.4783,2,NA,22.006938934326172,NA
nee,RU-Fyo,56.46153,32.922085,22,57.34337304938923,59.79362106323242,-2.4502480138431935
nee,RU-Fy4,56.4727,33.0413,1,NA,63.39430618286133,NA
nee,RU-Fy2,56.4476,32.90188,7,44.804141930171426,59.79362106323242,-14.989479133060996
nee,RU-Che,68.61304,161.34143,3,10.160322189331055,12.055904388427734,-1.8955821990966797
nee,RU-Ch2,68.61689,161.35089,2,NA,12.055904388427734,NA
nee,PA-SPs,9.31378,-79.63143,2,NA,50.86760330200195,NA
nee,PA-SPn,9.31814,-79.6346,1,NA,50.86760330200195,NA
nee,NO-Ikr,69.34,25.3,1,NA,30.20183563232422,NA
nee,NO-Fns,60.59384,7.5271025,3,12.517242280145485,16.912399291992188,-4.3951570118467025
nee,NO-And,69.1422,16.01975,6,27.318282033006348,24.466962814331055,2.851319218675293
nee,NL-Vkp,51.980934,5.618825,9,39.45116313298543,49.616695404052734,-10.165532271067306
nee,NL-Hrw,51.972466,5.641228,5,47.04449198246002,49.616695404052734,-2.572203421592711
nee,IT-SRo,43.72786,10.284445,10,43.21340308785439,41.5406379699707,1.672765117883685
nee,IT-Ro2,42.39026,11.92093,8,38.33849569410086,41.641876220703125,-3.303380526602268
nee,IT-Ro1,42.40812,11.93001,6,40.91226493318875,41.641876220703125,-0.7296112875143734
nee,IT-PT1,45.20087,9.061039,1,NA,63.19791793823242,NA
nee,IT-NiG,45.51919,7.171434,2,NA,41.30828475952149,NA
nee,IT-MtP,46.684284,10.5851755,4,39.286879658699036,28.973783493041992,10.313096165657043
nee,IT-MtM,46.687134,10.579597,5,32.39351878166199,28.973783493041992,3.4197352886199965
nee,IT-Lav,45.9562,11.28132,16,70.3031619489193,67.190673828125,3.1124881207942963
nee,IT-Cpz,41.70525,12.376106,4,26.822351932525635,29.470170974731445,-2.6478190422058105
nee,IT-CA3,42.38,12.0222,2,NA,46.11323547363281,NA
nee,IT-CA2,42.37722,12.026039,3,41.743468046188354,46.11323547363281,-4.369767427444458
nee,IT-CA1,42.38041,12.026561,2,NA,46.11323547363281,NA
nee,IT-BsB,45.11823,7.161995,1,NA,56.88527297973633,NA
nee,IT-Arz,45.61902,10.00228,5,58.67360863685607,62.665035247802734,-3.991426610946661
nee,IL-Yat,31.345045,35.051987,19,20.286164810782985,23.51824378967285,-3.2320789788898665
nee,IE-CaN,52.85879,-6.918136,1,NA,44.26632308959961,NA
nee,FR-Nzn,48.005814,-2.81721,6,46.83420753479004,51.96451187133789,-5.130304336547852
nee,FR-Mau,43.385,1.29306,3,59.215214351812996,57.532012939453125,1.683201412359871
nee,FR-LBr,44.71711,-0.7693,6,71.44094340006511,60.20866394042969,11.232279459635421
nee,FI-Sar,63.15143,27.199064,1,NA,36.18063735961914,NA
nee,FI-Ruk,64.68398,25.106318,4,44.024123668670654,40.14377212524414,3.8803515434265137
nee,FI-Rk2,61.182884,25.262684,2,NA,45.22942733764648,NA
nee,FI-Qvd,60.295242,22.391607,3,46.070241610209145,36.190799713134766,9.87944189707438
nee,FI-Pap,63.13806,27.246117,1,NA,36.18063735961914,NA
nee,FI-Nsv,62.8639,24.08382,2,NA,42.83170318603515,NA
nee,FI-Jok,60.8986,23.51345,2,NA,50.84433364868164,NA
nee,ES-Yst,38.338932,-2.3506052,2,NA,44.229942321777344,NA
nee,ES-VDA,42.15111,1.4473800000000001,1,NA,62.10927200317383,NA
nee,ES-Pzb,38.362118,-4.767329,3,31.0648992061615,43.14710998535156,-12.082210779190063
nee,ES-Pdu,37.016975,-3.609228,3,24.35249364376068,28.84754180908203,-4.49504816532135
nee,ES-MtB,37.020206,-6.5544033,2,NA,42.05439376831055,NA
nee,ES-Mcd,39.58819,-0.39969,5,40.709838080406186,49.14435195922851,-8.434513878822322
nee,ES-LgS,37.097935,-2.965833,2,NA,38.98956298828125,NA
nee,ES-LM2,39.934593,-5.775881,9,38.19576300515069,40.43504333496094,-2.2392803298102493
nee,ES-LM1,39.94269,-5.778683,9,38.19576300515069,40.43504333496094,-2.2392803298102493
nee,ES-LJu,36.926594,-2.752115,11,28.444155064496126,23.964752197265625,4.479402867230501
nee,ES-Hen,38.411087,-1.697534,5,27.51130967140198,36.011253356933594,-8.4999436855316155
nee,ES-HeB,38.40475,-1.726215,5,27.51130967140198,36.011253356933594,-8.4999436855316155
nee,ES-FtD,36.99854,-6.434575,2,NA,36.071258544921875,NA
nee,ES-Crg,39.11926,-0.95852,1,NA,43.72518539428711,NA
nee,ES-Amo,36.833405,-2.2522173,7,19.34600373676845,19.923980712890625,-0.5779769761221765
nee,ES-Agu,36.939384,-2.034044,7,20.534567049571447,19.923980712890625,0.6105863366808215
nee,ES-Abr,38.70184,-6.785881,5,38.69370613098145,41.142093658447266,-2.448387527465819
nee,EE-Stg,58.023636,26.070753,7,39.09317532607487,54.41523742675781,-15.322062100682942
nee,EE-Pts,58.562298,24.369932,1,NA,60.28432846069336,NA
nee,DK-Eng,55.69053,12.19175,2,NA,44.86714172363281,NA
nee,DE-Zrk,53.875942,12.88901,9,61.897963139745926,64.98432922363281,-3.0863660838868867
nee,DE-Spw,51.89225,14.03369,3,62.28135013580322,54.11660385131836,8.164746284484863
nee,DE-SfS,47.80629,11.32757,9,45.593929873572456,43.055877685546875,2.5380521880255813
nee,DE-Seh,50.870625,6.449653,2,NA,49.80929183959961,NA
nee,DE-RuM,50.929787,6.2969923,6,43.783732602993645,49.80929183959961,-6.0255592366059645
nee,DE-RuC,50.5031,6.336,10,48.927911686897275,49.80929183959961,-0.8813801527023344
nee,DE-Rns,51.494953,9.932118,2,NA,58.73293685913086,NA
nee,DE-Obe,50.7864,13.72168,16,53.96403920650482,48.800445556640625,5.163593649864197
nee,DE-Lnf,51.328217,10.3678,14,55.53249510696956,62.16096496582031,-6.62846985885075
nee,DE-Lkb,49.099617,13.3046665,2,NA,52.669918060302734,NA
nee,DE-Hte,54.213055,12.179944,6,36.641753832499184,34.67137145996094,1.9703823725382463
nee,DE-Hdn,53.86825,13.268543,2,NA,68.08853912353516,NA
nee,DE-Akm,53.86617,13.68342,1,NA,58.70156478881836,NA
nee,CZ-Stn,49.035976,17.9699,14,63.05269321373531,62.66642379760742,0.3862694161278881
nee,CZ-RAJ,49.44372,16.696512,12,63.16985025008519,56.972293853759766,6.1975563963254245
nee,CZ-LnG,48.704224,16.926247,4,54.02904190123081,53.69292068481445,0.33612121641635895
nee,CZ-KrP,49.573257,15.078773,10,68.84049572944642,58.66859436035156,10.171901369094854
nee,CZ-BK2,49.49443,18.54285,4,71.05056715011597,65.25325775146484,5.797309398651123
nee,CH-Rtb,47.3804,8.9934,13,45.61676707634559,42.29243087768555,3.324336198660042
nee,CH-Rh2,47.3,9.5,3,50.85178597768147,44.44468307495117,6.407102902730301
nee,CH-Rh1,47.3,9.5,3,50.85178597768147,44.44468307495117,6.407102902730301
nee,CH-Oe3,47.28542,7.732438,7,47.43352733339582,41.9445686340332,5.48895869936262
nee,CH-Oe2,47.286415,7.73375,20,45.1011710755527,41.9445686340332,3.156602441519496
nee,CH-Oe1,47.28583,7.731944,9,48.360131276978386,41.9445686340332,6.415562642945183
nee,CH-Lae,47.478333,8.364389,19,36.763554089947746,40.59477233886719,-3.8312182489194413
nee,CH-Fru,47.115833,8.537778,16,45.16561407595873,42.29243087768555,2.873183198273182
nee,CH-Crs,47.0436,7.0475,2,NA,49.48601913452149,NA
nee,CH-Cha,47.21022,8.410444,17,36.66343052772915,40.59477233886719,-3.93134181113804
nee,CH-Aws,46.58311,9.790639,4,41.12372875213623,44.95481491088867,-3.8310861587524414
nee,BE-Lcr,51.11218,3.85043,4,41.3376727104187,42.541473388671875,-1.2038006782531738
nee,AT-PsM,47.58145,14.347197,4,67.13985133171082,49.76620864868164,17.373642683029175
nee,AT-Nsd,47.76914,16.758492,4,62.05440425872803,65.431640625,-3.3772363662719727
nee,AT-Neu,47.116318,11.320229,19,49.11734355750836,42.53130340576172,6.586040151746644
nee,AT-Mmg,47.316563,10.970089,2,NA,43.81122970581055,NA
nee,CN-Zha,38.97514,100.4464,9,13.329237663083607,12.299339294433594,1.029898368650013
nee,CN-Yuc,36.8287,116.5701,4,40.89897584915161,43.17654800415039,-2.2775721549987793
nee,CN-You,38.01419,100.24206,5,15.682147026062012,14.114885330200195,1.5672616958618164
nee,CN-Yan,37.82861,107.49278,1,NA,33.543392181396484,NA
nee,CN-YaS,37.70877,107.22655,8,34.33158677816391,33.543392181396484,0.7881945967674255
nee,CN-Xi2,43.55444,116.6714,2,NA,27.475004196166992,NA
nee,CN-Wnb,40.42876,106.74229,1,NA,13.453845977783203,NA
nee,CN-Sdq,42.00119,101.13741,6,0.28215271824349963,0.3016234338283539,-0.019470715584854248
nee,CN-Nmn,42.94611,120.72694,4,24.061399310827255,31.049715042114254,-6.988315731286999
nee,CN-Mxn,31.6948,103.8951,1,NA,60.210227966308594,NA
nee,CN-Lch,37.88936,114.69289,6,41.69532998402914,38.44184494018555,3.2534850438435896
nee,CN-Jzh,41.14806,121.20167,5,39.89144656956196,41.14002990722656,-1.2485833376646056
nee,CN-Jng,37.83869,101.1145,3,21.129276514053345,16.70560073852539,4.423675775527954
nee,CN-Huz,38.76519,100.3186,6,16.351372232039772,12.299339294433594,4.052032937606178
nee,CN-HeM,41.99029,101.13349,4,0.227508501149714,0.33216091990470886,-0.10465241875499487
nee,CN-HeD,42.1135,100.9872,3,0.14753728980819386,0.16872170567512512,-0.02118441586693126
nee,CN-HaW,37.607655,101.32899,1,NA,16.70560073852539,NA
nee,CN-Ha2,37.6086,101.3269,2,NA,16.70560073852539,NA
nee,CN-GuT,34.35481,100.4872,2,NA,17.795347213745117,NA
nee,CN-Erg,50.1869,119.3889,2,NA,33.759883880615234,NA
nee,CN-Dzo,19.546,109.475,7,35.663831165858674,35.855133056640625,-0.1913018907819506
nee,CN-Du2,42.0467,116.2836,6,25.480994363625843,29.532695770263672,-4.051701406637829
nee,CN-Dsh,38.83992,98.9406,3,7.682640790939331,7.749342441558838,-0.06670165061950684
nee,CN-Dmn,38.85551,100.37223,11,13.888486602089621,12.299339294433594,1.5891473076560274
nee,CN-Din,23.1733,112.5361,6,53.46302749713262,49.32162857055664,4.141398926575981
nee,CN-Dda,41.64397,110.33147,2,NA,15.131333351135254,NA
nee,CN-Dan,30.4978,91.0664,5,23.234262037277222,25.141857147216797,-1.9075951099395745
nee,CN-DaW,30.4691,91.0624,2,NA,25.141857147216797,NA
nee,CN-BeO,40.02621,116.39143,9,45.58592025107808,42.87428283691406,2.7116374141640165
nee,CN-Ash,24.53806,101.02917,11,86.89621873335406,69.4875717163086,17.408647017045467
nee,CN-Aro,38.04734,100.46432,10,15.788682186603545,14.114885330200195,1.6737968564033494
nee,AU-Tum,-35.6566,148.1516,3,59.89878149827321,94.27025604248048,-34.371474544207274
nee,NZ-Kop,-37.387875,175.55389,4,44.87874975800514,57.336448669433594,-12.457698911428452
nee,NZ-ADd,-43.64405,172.35465,4,42.684448063373566,48.52565383911133,-5.8412057757377625
nee,AU-Lit,-13.17904,130.79455,5,58.844516563415525,68.342254638671875,-9.49773807525635
nee,AU-Sil,-42.090556,147.0875,4,71.10648891702294,74.97530364990234,-3.8688147328794003
nee,AU-How,-12.4952,131.15005,17,69.83573097341201,65.01715087890625,4.818580094505762
nee,NZ-Cla,-43.78628,171.59558,1,NA,79.89745330810547,NA
nee,AU-Emr,-23.85872,148.4746,2,NA,45.10855484008789,NA
nee,AU-Ctr,-16.103219,145.446922,6,91.19300663471222,96.56652069091795,-5.373514056205735
nee,NZ-BFu,-43.591833,171.926833,1,NA,79.89745330810547,NA
nee,AU-DaP,-14.0633,131.3181,4,101.54314661026001,74.403167724609375,27.139978885650635
nee,AU-Rob,-17.11746943,145.6301375,10,109.14361343383788,102.27227783203124,6.871335601806649
nee,AU-Ya2,-33.620812,150.763284,1,NA,104.5349578857422,NA
nee,AU-Stp,-17.1507,133.3502,10,17.52908050864935,28.941402435302734,-11.412321926653384
nee,AU-Cpr,-34.0027,140.5877,11,19.482613108374856,19.83385848999023,-0.35124538161537444
nee,AU-Sam,-27.38806,152.87778,6,118.66502849260965,152.0650634765625,-33.40003498395285
nee,AU-Rgf,-32.506102,116.966827,4,54.7380610704422,40.14148712158203,14.596573948860168
nee,NZ-ADw,-43.64935,172.34952,6,39.3174986243248,48.52565383911133,-9.20815521478653
nee,AU-Fog,-12.5452,131.3072,1,NA,86.48979949951172,NA
nee,AU-Gin,-31.376351,115.71377,10,57.7627561211586,49.5048942565918,8.257861864566806
nee,NZ-Oxf,-43.2609,172.21588,5,43.53244571685791,49.94406509399414,-6.411619377136233
nee,AU-Fle,-19.887285,146.189138,1,NA,90.16706085205078,NA
nee,AU-RDF,-14.563639,132.477567,1,NA,72.3729019165039,NA
nee,AU-TTE,-22.287,133.64,8,19.41332121193409,25.08450698852539,-5.671185776591301
nee,AU-APL,-36.862222,147.320833,4,97.48322343826294,104.91413116455078,-7.430907726287842
nee,AU-ASM,-22.283,133.249,10,20.48029441833496,21.87087631225586,-1.3905818939208991
nee,AU-DaS,-14.1592,131.3881,11,70.23745669018139,74.403167724609375,-4.165711034427986
nee,AU-Wrr,-43.09502,146.65452,1,NA,57.713680267333984,NA
nee,AU-GWW,-30.1914,120.65417,9,28.376917673481834,26.322608947753903,2.0543087257279318
nee,AU-Boy,-32.477093000000004,116.938559,5,51.78530969619751,39.72734451293945,12.057965183258055
nee,AU-Wom,-37.422506,144.094046,3,98.31203683217367,74.85282897949219,23.459207852681487
nee,AU-Cum,-33.615278000000004,150.723611,10,101.93816622495652,104.5349578857422,-2.5967916607856836
nee,NZ-BFm,-43.593528,171.929611,2,NA,79.89745330810547,NA
nee,AU-Rig,-36.6499,145.5759,5,51.74428024291992,76.82098388671875,-25.07670364379883
nee,NZ-Lau,-45.038904,169.681109,4,31.5242600440979,39.50421142578125,-7.97995138168335
nee,AU-Dry,-15.2588,132.3706,6,45.430344462394714,69.32249450683594,-23.892150044441223
nee,AU-Ync,-34.9878,146.2908,8,61.05862319469452,47.44911575317383,13.609507441520691
nee,AU-Ya1,-33.613469,150.734864,1,NA,104.5349578857422,NA
nee,AU-Lon,-23.52327,144.31042,3,23.91785228252411,26.72619247436523,-2.808340191841122
nee,AU-Whr,-36.6732,145.0294,5,64.92701969146728,71.84769439697266,-6.920674705505377
nee,AU-Ade,-13.0769,131.1178,1,NA,88.94895935058594,NA
nee,AU-Cow,-16.238189,145.42715,12,91.6059686342875,96.56652069091795,-4.960552056630448
nee,NZ-ScF,-37.46,175.22,4,68.26191639900208,67.24654388427734,1.0153725147247314
nee,AU-Otw,-38.525,142.81,2,NA,57.1107063293457,NA
et,AR-CCa,-35.621,-61.3181,5,765.15826416015625,769.0166625976564,-3.8583984375001137
et,AR-CCg,-35.9244,-61.1855,3,754.3010965983074,769.0166625976564,-14.715565999348996
et,AR-TF1,-54.9733,-66.7335,1,NA,305.5079345703125,NA
et,AR-TF2,-54.8269,-68.4549,1,NA,315.72100830078125,NA
et,BR-ITA,-23.0604,-48.6467,1,NA,915.5062255859376,NA
et,BR-Ji3,-10.1866,-61.8725,2,NA,1090.2716064453125,NA
et,BR-Ma2,-2.6091,-60.2093,5,1180.1831909179687,1175.1846923828125,4.998498535156159
et,BR-Npw,-16.498,-56.412,2,NA,1024.5352783203125,NA
et,BR-Sa1,-2.8567,-54.9589,5,1128.7152954101562,1111.390625,17.32467041015616
et,BR-Sa3,-3.018,-54.9714,3,1129.8586629231772,1118.89794921875,10.960713704427235
et,BR-Xpw,-16.373,-56.461,3,944.8551228841146,1024.5352783203125,-79.68015543619788
et,CA-ARB,52.695,-83.9452,4,314.9415283203125,323.6162414550781,-8.674713134765625
et,CA-ARF,52.7008,-83.955,5,310.8322052001953,323.6162414550781,-12.784036254882835
et,CA-Ca1,49.8673,-125.3336,13,470.3035571758564,460.1975708007813,10.105986375075076
et,CA-Ca2,49.8705,-125.2909,10,466.17883605957036,460.1975708007813,5.981265258789051
et,CA-Ca3,49.5346,-124.9004,13,414.3908128004808,432.8990173339844,-18.5082045335036
et,CA-Cbo,44.3184,-79.9341,17,528.4096778420841,516.54071044921875,11.86896739286533
et,CA-CF3,58.6658,-93.8304,1,NA,223.15382385253903,NA
et,CA-DB2,49.119,-122.9951,4,456.7452049255371,487.0632019042969,-30.317996978759766
et,CA-DBB,49.1293,-122.9849,4,456.1691665649414,487.0632019042969,-30.89403533935547
et,CA-DSM,49.0887,-122.8954,2,NA,487.0632019042969,NA
et,CA-EM1,50.3623,-100.2024,2,NA,372.9131164550781,NA
et,CA-EM2,50.3706,-100.5339,2,NA,382.1851806640625,NA
et,CA-Gro,48.2167,-82.1556,10,398.25672912597656,383.2193298339844,15.037399291992188
et,CA-KLP,51.5902,-81.7684,1,NA,354.1218566894531,NA
et,CA-LP1,55.1119,-122.8414,8,365.0631694793701,357.32696533203125,7.736204147338867
et,CA-LU1,59.5951,-117.2862,1,NA,308.8749694824219,NA
et,CA-Man,55.8796,-98.4808,6,331.7046661376953,323.7563781738281,7.9482879638671875
et,CA-Mer,45.4094,-75.5186,22,505.89249766956675,505.5522155761719,0.34028209339487603
et,CA-Na1,46.4722,-67.1,1,NA,466.2590026855469,NA
et,CA-Ojp,53.9163,-104.692,7,368.1066589355469,360.9790954589844,7.1275634765625
et,CA-PB2,54.9389,-83.4736,1,NA,280.1656494140625,NA
