axis,median_ratio,nearest_candidate,nearest_candidate_value,log_distance,X5.,X25.,X50.,X75.,X95.,mean
nee,4.067221775944121,12,12,1.0819464937511465,0.39634879720538035,1.3982389980863381,4.067221775944121,7.200739305297425,18.57335571542795,9.03308860395502
et,0.9837749526264057,12,12,2.4685485350202736,0.6357973123502038,0.8332527824214099,0.9837749526264057,1.1842940202199739,1.9747615305701691,1.1253089121652253
